"Data entry by","Source","Year","Sheet","Marchandises","Quantité",,"value","leurvaleursubtotal_1","leurvaleursubtotal₂","leurvaleursubtotal_1","Total",
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; parapluie","value",,18200,,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; parfumerie","value",,17100,,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; peaux appretées ; diverses","value","9600 - 65 040 ET 12 730",15500,345100,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; peaux appretées ; de castor","value","9600 - 65 040 ET 12 730",111800,345100,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; peaux appretées ; de chevret","9 600 ET 2 740","9600 - 65 040 ET 12 730",61900,345100,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; peaux appretées ; maroquin",36000,"9600 - 65 040 ET 12 730",77300,345100,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; peaux appretées ; dorigneaux",10900,"9600 - 65 040 ET 12 730",22300,345100,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; peaux appretées ; de veau",5300,"9600 - 65 040 ET 12 730",15900,345100,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; peaux appretées ; de dainm",10100,"9600 - 65 040 ET 12 730",40400,345100,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; pelletterie appretée ; diverse","value",,381000,463800,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; pelletterie appretée ; d'ours","value",,82800,463800,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; pierres fausses mon montées",3000,,123700,,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; poterie ; de terre et de gres de verre","value",,566600,578000,,,16555000,
"Fatima Zahra",,1788,20,"Objets d'industrie etrangere ; poterie ; Jarres",3800,,11400,578000,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; quincaillerie ; diverse","value",,2118700,4221700,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; quincaillerie ; d'acier","value",,32600,4221700,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; quincaillerie ; de cuivre","value",,497100,4221700,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; quincaillerie ; de cuivre et acier",7900,,15600,4221700,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; quincaillerie ; de fer; diverse","value",,1131800,1188700,4221700,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; quincaillerie ; de fer; fil",76000,,56900,1188700,4221700,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; quincaillerie ; de fer-acier ; diverse","value",,107300,369000,4221700,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; quincaillerie ; de fer-acier ; faux","value",,232900,369000,4221700,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; quincaillerie ; de fer-acier ; livres","value",,28800,369000,4221700,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; Savon",91600,,45800,,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; tableaux","value",,132900,,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; tapis","value",,23100,,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; terraille",338900,,103500,,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; Ustenciles de peche","value",,54100,,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; verrerie diverse","value",,513500,,,,16555000,
"Fatima Zahra",,1788,22,"Objets d'industrie etrangere ; voitures","value",,624300,,,,16555000,
"Fatima Zahra",,1788,22,"Comestibles ; divers","value",,12400,,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; amandes",524250,,295500,,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; beurre",3503900,,2842800,,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; cacao",2454200,,2060200,,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; caffé",275780,,561500,,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; chair salée ; diverse","value","12 386 300 et 1342 et 111 200",111200,4413400,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; chair salée ; de beuf","117 ET 7 547 400","12 386 300 et 1342 et 111 200",2463900,4413400,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; chair salée ; de porc","1 225 ET 4838 900","12 386 300 et 1342 et 111 200",1838300,4413400,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; farine",4606000,,828200,,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fromage","16 900 ET 8 682 600",,4146500,,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fruits ; divers ","value",,101300,2234900,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fruits ; cruds ; divers","value",,621800,1566200,2234900,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fruits ; cruds ; oranges et citrons","600 ET15 866 200",,944400,1566200,2234900,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fruits ; confits en confitures",37200,,28000,2234900,,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fruits ; secs ; divers",123000,2571290,37100,539400,2234900,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fruits ; secs ; noix et noisettes",217300,2571290,32500,539400,2234900,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fruits ; secs ; pistaches",12440,2571290,24800,539400,2234900,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fruits ; secs ; lignes",922250,2571290,142100,539400,2234900,,62227400,
"Fatima Zahra",,1788,22,"Comestibles ; fruits ; secs ; raisin",1296300,2571290,302900,539400,2234900,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; grains ; de toutes sortes","value","92 339 100 ET 88 100",88100,11231100,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; grains ; avoine",1288200,"92 339 100 ET 88 100",71000,11231100,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; grains ; froment",77640800,"92 339 100 ET 88 100",8837400,11231100,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; grains ; millet",237100,"92 339 100 ET 88 100",28400,11231100,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; grains ; orge",3690100,"92 339 100 ET 88 100",193100,11231100,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; grains ; seigle",1434600,"92 339 100 ET 88 100",130300,11231100,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; grains ; ris",8048300,"92 339 100 ET 88 100",1882800,11231100,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; huile d'olive",49253700,,27454600,,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; legumes ; divers","value","4 234 700 ET 964 200",964200,1196600,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; legumes ; feves",3817200,"4 234 700 ET 964 200",190700,1196600,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; legumes ; haricots",276600,"4 234 700 ET 964 200",24800,1196600,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; legumes ; poix",140900,"4 234 700 ET 964 200",16900,1196600,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; Pate en vermichel",1082600,,357900,,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; frais ; divers","value",,818400,835400,2739700,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; frais ; huitres","value",,17000,835400,2739700,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; salé ; divers","value","9 664 600 et 3 561 et 586 300",493400,1359800,2739700,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; salé ; harengs","value","9 664 600 et 3 561 et 586 300",92900,1359800,2739700,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; salé ; macquereaux","134 ET 1 646 800","9 664 600 et 3 561 et 586 300",164000,1359800,2739700,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; salé ; morue",1574500,"9 664 600 et 3 561 et 586 300",315400,1359800,2739700,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; salé ; Rognes de maquercaux","3427-7900","9 664 600 et 3 561 et 586 300",175700,1359800,2739700,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; salé ; stocfiche",349700,"9 664 600 et 3 561 et 586 300",89600,1359800,2739700,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; salé ; Saumon",85700,"9 664 600 et 3 561 et 586 300",28800,1359800,2739700,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; poisson ; salé et marinés en anchois","20 100 - 813 600",,544500,2739700,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; sel ; ordinaire",1638,"1 638ET 1 218 400",197800,441400,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; sel ; de roche",1218400,"1 638ET 1 218 400",243600,441400,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; sucre ; divers",24600,810450,12300,596400,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; sucre ; candy",130700,810450,130700,596400,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; sucre ; rafiné",608150,810450,424000,596400,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; sucre ; terré",47000,810450,29400,596400,,,62227400,
"Fatima Zahra",,1788,24,"Comestibles ; thé","25 200ET 213800",,814300,,,,62227400,
"Fatima Zahra",,1788,24,"Boissons ; bierre","10 500 ET 9 671",,520300,,,,8859400,
"Fatima Zahra",,1788,24,"Boissons ; eau de vie ; de genievre et de grain",12674,41782,2015700,7156600,,,8859400,
"Fatima Zahra",,1788,24,"Boissons ; eau de vie ; de vin",29108,41782,5140900,7156600,,,8859400,
"Fatima Zahra",,1788,24,"Boissons ; liqueurs diverses","105 et 172 ",,30600,,,,8859400,
"Fatima Zahra",,1788,24,"Boissons ; Jus de limon","550 et 240 ",,50700,,,,8859400,
"Fatima Zahra",,1788,26,"Boissons ; Rhum",165,,40900,,,,8859400,
"Fatima Zahra",,1788,26,"Boissons ; taffis",653,,168000,,,,8859400,
"Fatima Zahra",,1788,26,"Boissons ; vins ; divers","value",,262900,892300,,,8859400,
"Fatima Zahra",,1788,26,"Boissons ; vins ; de liqueur","24 300 -577 et 3 324",,629400,892300,,,8859400,
"Fatima Zahra",,1788,26,"Bestiaux ; divers en bœufs, porcs , moutons","value",,6408500,,,,9532500,
"Fatima Zahra",,1788,26,"Bestiaux ; betes de somme",9117,,3124000,,,,9532500,
"Fatima Zahra",,1788,26,"Drogues ; mélées diverses","value",,555300,,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; gommes ; diverses","value","344 750 et 12 000",12000,524700,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; gommes ; adragaute",104250,"344 750 et 12 000",250200,524700,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; gommes ; arabique",42760,"344 750 et 12 000",49100,524700,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; gommes ; de barbarie",17300,"344 750 et 12 000",12000,524700,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; gommes ; elastique",1000,"344 750 et 12 000",20600,524700,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; gommes ; commune",121040,"344 750 et 12 000",60500,524700,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; gommes ; gutte",2400,"344 750 et 12 000",12100,524700,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; gommes ; lacque",35700,"344 750 et 12 000",91500,524700,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; gommes ; sandarac",20300,"344 750 et 12 000",16700,524700,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; divers","value","1 514 540 et 222 900",211900,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; camphre ",4500,"1 514 540 et 222 900",18500,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; capilaire","value","1 514 540 et 222 900",11000,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; cassia lignea",17680,"1 514 540 et 222 900",49400,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; creme de tartre",38300,"1 514 540 et 222 900",13700,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; jalap",20860,"1 514 540 et 222 900",34000,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; jus de regline",446200,"1 514 540 et 222 900",208900,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; Ipecaeuncha",2599,"1 514 540 et 222 900",19600,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; Manne",554739,"1 514 540 et 222 900",693300,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; quinquins",48170,"1 514 540 et 222 900",315600,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; Reglisse en bois",241700,"1 514 540 et 222 900",28000,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; Rhubarbe",4300,"1 514 540 et 222 900",38300,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; Saffran",1730,"1 514 540 et 222 900",39600,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; Salseparcille",47133,"1 514 540 et 222 900",115900,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; scamonée",1600,"1 514 540 et 222 900",20800,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; séné",58800,"1 514 540 et 222 900",125500,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; storax",7250,"1 514 540 et 222 900",17400,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; medecinales ; tamarin",23500,"1 514 540 et 222 900",20600,1982000,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; metallique et chinique ; divers","value","112380et82900",82900,345200,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; metallique et chinique ; argent vif",34700,"112 380et 82 901",125100,345200,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; metallique et chinique ; sel ammoniac",77680,"112 380et 82 901",137200,345200,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; odorante ; diverses","value","296 290 et 15 000",5000,212400,,,15406300,
"Fatima Zahra",,1788,26,"Drogues ; odorante ; encens",296290,"296 290 et 15 000",207400,212400,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; diverses","value","18 254 320 et 438 700",438700,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; alquifour",156260,"18 254 320 et 438 700",31900,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; alun",3942760,"18 254 320 et 438 700",1115000,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; azur",365540,"18 254 320 et 438 700",295600,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; bleu de prusse",7100,"18 254 320 et 438 700",21400,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; brun rouge",562300,"18 254 320 et 438 700",70200,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; ceruse",2068200,"18 254 320 et 438 700",650000,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; cochenille",116375,"18 254 320 et 438 700",2124600,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; couperose",1111400,"18 254 320 et 438 700",132300,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; cureums",49500,"18 254 320 et 438 700",27100,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; galle(noix de)",245700,"18 254 320 et 438 700",245600,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; garance",925720,"18 254 320 et 438 700",587000,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; graine de vermillon",20200,"18 254 320 et 438 700",121100,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; herbes à teindre",58100,"18 254 320 et 438 700",14500,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; Inde plalle",15500,"18 254 320 et 438 700",33400,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; Indigo",469215,"18 254 320 et 438 700",4622700,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; Iris",56860,"18 254 320 et 438 700",17900,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; lacque mocs",46100,"18 254 320 et 438 700",32400,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; litarge",97500,"18 254 320 et 438 700",30100,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; mine de plomb",878000,"18 254 320 et 438 700",248200,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; minimum",26000,"18 254 320 et 438 700",87300,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; racine d'alizare",604880,"18 254 320 et 438 700",217700,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; saffranum",187950,"18 254 320 et 438 700",170000,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; stil de grain ",10500,"18 254 320 et 438 700",11800,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; sumac",6151400,"18 254 320 et 438 700",111900,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; tournesol",35700,"18 254 320 et 438 700",28600,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Drogues ; pour peinture et teinture ; vermillon",45560,"18 254 320 et 438 700",299700,11786700,,,15406300,
"Fatima Zahra",,1788,28,"Epiceries ; diverse","value","1 744 894 et 313 000",313000,,,,4366700,
"Fatima Zahra",,1788,28,"Epiceries ; canelle",54800,"1 744 894 et 313 000",547600,,,,4366700,
"Fatima Zahra",,1788,28,"Epiceries ; girofle",109900,"1 744 894 et 313 000",1134000,,,,4366700,
"Fatima Zahra",,1788,28,"Epiceries ; de museade",7014,"1 744 894 et 313 000",77500,,,,4366700,
"Fatima Zahra",,1788,28,"Epiceries ; poivre",1351780,"1 744 894 et 313 000",2083100,,,,4366700,
"Fatima Zahra",,1788,28,"Epiceries ; piment",221400,"1 744 894 et 313 000",211500,,,,4366700,
"Fatima Zahra",,1788,28,"Tabac ; divers",4626650,11003100,1810500,,,,4113500,"la qtité devrait être 11 003 150 "
"Fatima Zahra",,1789,28,"Tabac ; en feuille",6376500,11003100,2303000,,,,4113500,
