quantity_unit,marchandises_normalisees,N2_quantity_unit_ajustees,N2_u_conv,N2_q_conv,N2_Remarque_unit,source_hambourg,incertitude_unit,need_geo
pots,Vin ; de Chypre,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de France,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Frontignan,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Hongrie,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Madère,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; de Malaga,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; du Portugal,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; du Rhin,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; liqueur,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; muscat,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vin ; ordinaire,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
pots,Vinaigre,pots de bordeaux (convention),kg,2.164," Semble venir du Nord. Doursther : liquide ou matières sèches. Bordeaux : 2,1640 litres. Pash chez Werner",0,,0
quartiers,Eau ; de vie,,kg,905,p464 doursther,1,,0
queues,Vin ; de Bourgogne ; d'Auxonne,queues = pipes,kg,377,p442 doursther,0,,0
queues,Vin ; de Savoie,queues = pipes,kg,377,p442 doursther,0,,0
queues,Vinaigre,queues = pipes,kg,377,p442 doursther,0,,0
razières,Graine ; de colza,,,,p474/5 doursther,0,,1
razières,Grains ; froment,,,,p474/5 doursther,0,,1
razières,Sel,,,,p474/5 doursther,0,,1
rouleaux,Toile ; d'emballage,,pieces,1,,0,,0
sacs,Alpargate,,,,P483 doursther,0,,1
sacs,Cendre,,,,P483 doursther,0,,1
sacs,Cendre ; commune,,,,P483 doursther,0,,1
sacs,Cendre ; gravelée,,,,P483 doursther,0,,1
sacs,Charbon ; de boulanger,,,,P483 doursther,0,,1
sacs,Ecorce ; de chêne,,,,P483 doursther,0,,1
sacs,Farine,,,,P483 doursther,0,,1
sacs,Farine ; de bouquette,,,,P483 doursther,0,,1
sacs,Fruits ; en somme,,,,P483 doursther,0,,1
sacs,Graine ; d'oiseau,,,,P483 doursther,0,,1
sacs,Graine ; de lin,,,,P483 doursther,0,,1
sacs,Graine ; jaune,,,,P483 doursther,0,,1
sacs,Grains ; froment,,,,P483 doursther,0,,1
sacs,Poix ; secs,,,,P483 doursther,0,,1
sacs,Sel,sacs de nantes,kg,120,P483 doursther,0,,0
septiers,Avoine,setiers pour l'avoine,litres,312.20001,p508 doursther,0,,0
septiers,Farine,setiers pour les solides,litres,152.343,Wikipedia,0,,0
septiers,Fèves,setiers pour les solides,litres,152.343,Wikipedia,0,,0
septiers,Graine ; de chanvre,setiers pour le grain,litres,156.10001,p508 doursther,0,,0
septiers,Graine ; de lin,setiers pour le grain,litres,156.10001,p507 doursther et wikipedia,0,,0
septiers,Graine ; de navette,setiers pour les solides,litres,152.343,Wikipedia,0,,0
septiers,Grains ; froment,setiers pour le grain,litres,156.10001,p508 doursther,0,,0
septiers,Gruau,setiers pour les solides,litres,152.343,Wikipedia,0,,0
septiers,Navets,setiers pour les solides,litres,152.343,Wikipedia,0,,0
septiers,Poix,setiers pour les solides,litres,152.343,Wikipedia,0,,0
septiers,Poix ; verts,setiers pour les solides,litres,152.343,Wikipedia,0,,0
septiers,Sel,setiers pour le sel,litres,208.13,p508 doursther,0,,0
septiers,Vin ; de Champagne,setiers pour les liquides de paris,kg,7.4499998,p507 doursther,0,,0
septiers,Vin ; de Lyon,setiers pour les liquides de paris,kg,7.4499998,p507 doursther,0,,0
septiers,Vin ; de Suisse,setiers pour les liquides de genève,kg,45.700001,p507 doursther,0,,0
septiers,Vin ; en fût,setiers pour les liquides de paris,kg,7.4499998,p507 doursther,0,,0
septiers,Vinaigre,setiers pour les liquides de paris,kg,7.4499998,p507 doursther,0,,0
tierçons,Bière,tierçons de Paris,kg,89.410004,p531 doursther,0,,0
tierçons,Futailles,pièces,pieces,1,p531 : équivalent à l'aime (p17),0,,0
tierçons,Miel,tierçons de Paris,kg,89.410004,p531 doursther,0,,0
tierçons,Saumon,,,,p531 : équivalent à l'aime (p17),0,,1
tierçons,Sel,tierçons de bordeaux,kg,89.410004,p531 doursther,0,,0
tierçons,Vin ; de Bordeaux,tierçons de Paris,kg,89.410004,p531 doursther,0,,0
tonneaux,Avoine,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Beurre,fass / tonneaux de hambourg,kg,52.68,"Witthöft 1993, Ulrich, en allemand : tonneaux=fass",1,,0
tonneaux,Bière,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Bois ; de gayac,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Boulets ; de canon,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Brai et goudron,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Bœuf ; salé,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Cendre ; commune,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Charbon ; de terre,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Chaux,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Cidre,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Drogue ; pour la peinture et la teinture ; Blanc de céruse,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Drogue ; térébenthine,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Eau ; de vie,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Farine,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Fer ; en barres,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Fèves,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Graine ; de lin,tonneaux pour les grains,litres,1500,doursther p552 : 15 hectolitres ,0,,0
tonneaux,Grains ; froment,tonneaux pour les grains,litres,1500,doursther p552 : 15 hectolitres ,0,,0
tonneaux,Grains ; seigle,tonneaux pour les grains,litres,1500,doursther p552 : 15 hectolitres ,0,,0
tonneaux,Huile ; de baleine,fass / tonneaux de hambourg,kg,52.68,"Witthöft 1993, Ulrich, en allemand : tonneaux=fass",1,,0
tonneaux,Légume,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Marchandises,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Merrain,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Miel,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Mèche,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Pierre,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Pierre ; de taille,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Pierre ; en quartiers,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Pierre ; à bâtir,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Pierre ; à chaux,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Poils ; verts,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Poisson ; Hareng ; Blanc,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Poisson ; d'eau douce,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Poisson ; de mer ; morue ; Verte,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Poix,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Sel,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Soude,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Terre ; à poterie,tonneaux pesant pour les marchandises,kg,1000,doursther P 551 et p555,0,,0
tonneaux,Vin,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; Nantais,tonneaux de nantes,kg,960,Doursther P553 : compliqué. 2 pipes : 4 barriques=160 veltes-> 6 litres P581,0,,0
tonneaux,Vin ; Portugal,tonneaux de lisbonne,kg,860.26001,"Doursther P553 : compliqué. 2 pipes -> prendre la mesure de lisbonne, 4 barriques",0,,0
tonneaux,Vin ; d'Amont,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; d'Aubagne,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; d'Aument,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; d'Espagne,tonneaux d'Espagne,kg,867.40002,"Doursther P552 : compliqué. Tonelada vin : 2 bottes=pipes-> 433.70 litres p443, 4 barriques",0,,0
tonneaux,Vin ; d'Espagne ; de Madère,tonneaux d'Espagne,kg,867.40002,"Doursther P553 : compliqué. Tonelada vin : 2 bottes=pipes-> 433.70 litres p443, 4 barriques",0,,0
tonneaux,Vin ; de Amont,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Barcelonne,tonneaux de barcelone,kg,964.47998,Doursther P553: compliqué : 2 pipes-> prendre la mesure de barcelone=8 charges,0,,0
tonneaux,Vin ; de Bayonne,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Blaye,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Bordeaux,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Bordeaux ; de haut,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Bourgogne,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Castillon,tonneaux d'Espagne,kg,867.40002,"Doursther P552 : compliqué. Tonelada vin : 2 bottes=pipes-> 433.70 litres p443, 4 barriques",0,,0
tonneaux,Vin ; de Cette,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Charente,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Clerac,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Cognac,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Comté,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Coste,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Domé,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de France,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Frontignan,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Gaillac,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Gensac,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de La Rochelle,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Languedoc,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Lyon,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Quercy,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Ré,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Saintonge,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Ste. Foy,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; de Suisse,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; du Portugal,tonneaux de lisbonne,kg,860.26001,"Doursther P553 : compliqué. 2 pipes -> prendre la mesure de lisbonne, 4 barriques",0,,0
tonneaux,Vin ; du Roussillon,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; en fût,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vin ; ordinaire,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonneaux,Vinaigre,tonneaux de Bordeaux,kg,905,doursther p 553,0,,0
tonnes,Bière,,,,,0,,1
tonnes,Bœuf ; salé,,,,,0,,1
tonnes,Charbon ; de terre,,,,,0,,1
tonnes,Chaux,,,,,0,,1
tonnes,Degras,,,,,0,,1
tonnes,Esturgeons,,,,,0,,1
tonnes,Huître,,,,,0,,1
tonnes,Lessive ; grasse,,,,,0,,1
tonnes,Poisson ; d'eau douce ; truite,,,,,0,,1
tonnes,Poisson ; de mer ; morue ; Rave,,,,,0,,1
tonnes,Poisson ; salé,,,,p549 doursther,0,,1
tonnes,Poisson ; salé ; mariné ; harengs ; blanc,,,,,0,,1
tonnes,Saumon ; salé,,,,p549 doursther,0,,1
wagons,Ecorce ; de chêne,,,,,0,,1
wagons,Ecorce ; de hesne,,,,,0,,1
