marchandises_simplifiees,marchandises_tres_simplifiees,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_simplifiees
étamette dauphine casinette,,,,,,,,,,,,,,,,,,,,,1,2
étamine,étamine,6,6,0,"etamines, ferandinnes et voiles",0,,,0,0,6,6b,64,,,,0,0,0,,1,4
étamine ; avec soie,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1
étamine ; buraite,étamine,6,6b,0,,0,,,0,0,,,197,,,,0,0,0,,1,81
étamine ; d'Allemagne,,,,,,,,,,,,,,,,,,,,,1,1
étamine ; d'Amiens,étamine,6,6a,0,,0,,,0,0,,,1,,,,0,0,0,,1,8
étamine ; d'agen,étamine,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
étamine ; d'auvergne,étamine,6,6b,0,,0,,,0,0,,,10,,,,0,0,0,,1,16
étamine ; de Acims,étamine,6,6b,0,,0,,,0,0,,,3,,,,0,0,0,,1,10
étamine ; de Nogent,étamine,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,4
étamine ; de Noyau,étamine,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
étamine ; de Reims,étamine,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,209
étamine ; de belzamine,,,,,,,,,,,,,,,,,,,,,1,1
étamine ; de du Mans,,,,,,,,,,,,,,,,,,,,,0,0
étamine ; de laine,étamine,6,6b,0,,0,,,0,0,,,108,,,,0,0,0,,1,343
étamine ; de mi soie,étamine,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
étamine ; des prise,étamine,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étamine ; du Mans,étamine,6,6b,0,,0,,,0,0,,,7,,,,0,0,0,,1,55
étamine ; du slans,étamine,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,0,0
étamine ; rayée,étamine,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,2
étamine ; à bluteau,étamine,6,6b,0,,0,,,0,0,,,4,,,,0,0,0,,1,4
étamine ; à passer fromage,,,,,,,,,,,,,,,,,,,,,1,1
étamine ; à pavillon,étamine,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,6
étau ; de fer,,,,,,,,,,,,,,,,,,,,,1,1
étoffe,étoffe,6,6,0,,0,,,0,0,,,33,,,,0,0,0,,1,4
étoffe ; Cirsaka,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; Lampas,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; Maroc,étoffe,6,???,0,,0,,,0,0,,,6,,,,0,0,0,,1,10
étoffe ; Turc,étoffe,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
étoffe ; au 1/4 de soie,étoffe,6,6c,0,,0,,,0,0,,,10,,,,0,0,0,,1,77
étoffe ; au quart ; de soie,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,0,0
étoffe ; auquan,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; barracan,étoffe,6,6b,0,,0,,,0,0,,,,,,,0,0,0,,1,11
étoffe ; bourrée ; de soie,étoffe,6,6c,0,,0,,,0,0,,,2,,,,0,0,0,,0,0
étoffe ; calemande,étoffe,6,???,0,,0,,,0,0,,,5,,,,0,0,0,,0,0
étoffe ; canelle,étoffe,6,???,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; cartignette,étoffe,6,???,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; coton ; nankin,étoffe,6,6d,0,,0,,,0,0,,,0,,,,0,0,0,,1,12
étoffe ; cotonnelle,étoffe,6,6d,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; crêpe,étoffe,6,6c,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
étoffe ; d'argent,étoffe,6,???,0,,0,,,0,0,,,6,,,,0,0,0,,1,8
étoffe ; d'herbe,étoffe,6,6a,0,,0,,,0,0,,,4,,,,0,0,0,,1,3
étoffe ; d'or,étoffe,6,???,0,,0,,,0,0,,,0,,,,0,0,0,,1,17
étoffe ; damas,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de Pékin,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de bourre de soie,étoffe,6,6c,0,,0,,,0,0,,,0,,,,0,0,0,,1,6
étoffe ; de capiton,étoffe,6,6c,0,,0,,,0,0,,,0,,,,0,0,0,,1,4
étoffe ; de castor ; raz,étoffe,6,6b,0,,0,,,0,0,,,31,,,,0,0,0,,1,1
étoffe ; de chanvre,étoffe,6,6a,0,,0,,,0,0,,,,,,,0,0,0,,1,3
étoffe ; de coton,étoffe,6,6d,0,,0,,,0,0,,,81,,,,0,0,0,,1,223
étoffe ; de coton ; brillant ; blanc,étoffe,6,6d,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de coton ; cotonnelle,étoffe,6,6d,0,,0,,,0,0,,,52,,,,0,0,0,,1,1
étoffe ; de coton ; cotonné,étoffe,6,6d,0,,0,,,0,0,,,3,,,,0,0,0,,1,84
étoffe ; de coton ; divers,étoffe,6,6d,0,,0,,,0,0,,,98,,,,0,0,0,,1,4
étoffe ; de coton ; diverse,étoffe,6,6d,0,,0,,,0,0,,,1,,,,0,0,0,,1,14
étoffe ; de coton ; drap ; de bourbon ; peint,étoffe,6,6d,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de coton ; en drap,étoffe,6,6d,0,,0,,,0,0,,,0,,,,0,0,0,,1,11
étoffe ; de coton ; en drap ; imprimé,étoffe,6,6d,0,,0,,,0,0,,,0,,,,0,0,0,,1,3
étoffe ; de coton ; en drap ; teint,étoffe,6,6d,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de coton ; grannette,étoffe,6,6d,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
étoffe ; de coton ; molleton,étoffe,6,6d,0,,0,,,0,0,,,1,,,,0,0,0,,1,9
étoffe ; de coton ; satinette,étoffe,6,6d,0,,0,,,0,0,,,27,,,,0,0,0,,1,1
étoffe ; de coton ; velours,étoffe,6,6d,0,,0,,,0,0,,,81,,,,0,0,0,,0,0
étoffe ; de coton ; velours ; imprimé,étoffe,6,6d,0,,0,,,0,0,,,1,,,,0,0,0,,1,118
étoffe ; de coton ; velverette,étoffe,6,6d,0,,0,,,0,0,,,23,,,,0,0,0,,1,1
étoffe ; de coton ; éternelle,étoffe,6,6d,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de coton et bonneterie,étoffe,6,6d,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de coton et chapeau,étoffe,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,1
étoffe ; de coton et fil,étoffe,8,8,0,,0,,,0,0,,,10,,,,0,0,0,,0,0
étoffe ; de coton et laine,étoffe,6,6d,0,,0,,,0,0,,,65,,,,0,0,0,,1,25
étoffe ; de coton et mercerie,étoffe,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de coton et pellerie,étoffe,6,???,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
étoffe ; de coton et tapisserie,étoffe,6,6d,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de fil,étoffe,6,6a,0,,0,,,0,0,,,2,,,,0,0,0,,1,4
étoffe ; de fil et coton,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,30
étoffe ; de fil et coton ; en drap,étoffe,6,6d,0,,0,,,0,0,,,3,,,,0,0,0,,1,2
étoffe ; de fil et coton ; velours,étoffe,6,6d,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de fil et laine,étoffe,6,6b,0,,0,,,0,0,,,13,,,,0,0,0,,1,40
étoffe ; de fil et laine ; en tripe,étoffe,6,6b,0,,0,,,0,0,,,49,,,,0,0,0,,1,1
étoffe ; de fil et laine ; molleton,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de fil et poil de chèvre,,,,,,,,,,,,,,,,,,,,,1,3
étoffe ; de filoselle,étoffe,6,6c,0,,0,,,0,0,,,32,,,,0,0,0,,1,40
étoffe ; de filoselle ; de soie,étoffe,6,6c,0,,0,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de fleuret,étoffe,6,6c,0,,0,,,0,0,,,13,,,,0,0,0,,1,35
étoffe ; de fleuret et coton,étoffe,6,6d,0,,0,,,0,0,,,8,,,,0,0,0,,1,1
étoffe ; de fleuret et laine,étoffe,6,6b,0,,0,,,0,0,,,9,,,,0,0,0,,1,4
étoffe ; de fleuret et soie,étoffe,6,6c,0,,0,,,0,0,,,,,,,0,0,0,,1,4
étoffe ; de laine,étoffe,6,6b,0,,0,,,0,0,,,103,,,,0,0,0,,1,314
étoffe ; de laine ; Itaine,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; amer,étoffe,6,6b,0,,0,,,0,0,,,14,,,,0,0,0,,1,1
étoffe ; de laine ; baracan,étoffe,6,6b,0,,0,,,0,0,,,25,,,,0,0,0,,1,123
étoffe ; de laine ; barreau,étoffe,6,6b,0,,0,,,0,0,,,3,,,,0,0,0,,1,2
étoffe ; de laine ; baye,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de laine ; bayette,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; bergopsum,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,5
étoffe ; de laine ; blanche,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine ; bluteau,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
étoffe ; de laine ; burat,étoffe,6,6b,0,,0,,,0,0,,,5,,,,0,0,0,,1,28
étoffe ; de laine ; bêche,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de laine ; cadeligue,étoffe,6,6b,0,,0,,,0,0,,,7,,,,0,0,0,,1,1
étoffe ; de laine ; callemande,étoffe,6,6b,0,,0,,,0,0,,,62,,,,0,0,0,,1,23
étoffe ; de laine ; callemande ; noire,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; camelonef,étoffe,6,6b,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
étoffe ; de laine ; camelot,étoffe,6,6b,0,,0,,,0,0,,,12,,,,0,0,0,,1,19
étoffe ; de laine ; camelot petit dit de Berlin,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine ; catalogne,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; chaleur,étoffe,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
étoffe ; de laine ; couterie,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; crêpe,étoffe,6,6b,0,,0,,,0,0,,,3,,,,0,0,0,,1,2
étoffe ; de laine ; dareau,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de laine ; dauphine,étoffe,6,6b,0,,0,,,0,0,,,45,,,,0,0,0,,1,123
étoffe ; de laine ; diverse,étoffe,6,6b,0,,0,,,0,0,,,34,,,,0,0,0,,1,37
étoffe ; de laine ; droguet,étoffe,6,6b,0,,0,,,0,0,,,78,,,,0,0,0,,1,2
étoffe ; de laine ; duroil,étoffe,6,6b,0,,0,,,0,0,,,17,,,,0,0,0,,1,1
étoffe ; de laine ; en cachemire,étoffe,6,6b,0,,0,,,0,0,,,4,,,,0,0,0,,1,2
étoffe ; de laine ; en croisé,étoffe,6,6b,0,,0,,,0,0,,,7,,,,0,0,0,,1,1
étoffe ; de laine ; en molton,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,3
étoffe ; de laine ; en molton ; imprimé,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; en raz ; de castor,étoffe,6,6b,0,,0,,,0,0,,,4,,,,0,0,0,,1,3
étoffe ; de laine ; en sarain,étoffe,6,6b,0,,0,,,0,0,,,4,,,,0,0,0,,1,1
étoffe ; de laine ; en satin,étoffe,6,6b,0,,0,,,0,0,,,4,,,,0,0,0,,1,1
étoffe ; de laine ; en satin ; turc,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,5
étoffe ; de laine ; fil grossier,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine ; flanelle,étoffe,6,6b,0,,0,,,0,0,,,10,,,,0,0,0,,1,98
étoffe ; de laine ; flanelle ; blanche,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine ; flanelle ; peint,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine ; flanelle ; rayée,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine ; florentine,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de laine ; frisade,étoffe,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
étoffe ; de laine ; frisette,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; futaine,étoffe,6,6b,0,,0,,,0,0,,,55,,,,0,0,0,,1,1
étoffe ; de laine ; impériale,étoffe,6,6b,0,,0,,,0,0,,,11,,,,0,0,0,,1,3
étoffe ; de laine ; lampareille,étoffe,6,6b,0,,0,,,0,0,,,6,,,,0,0,0,,1,2
étoffe ; de laine ; lerfage,étoffe,6,6b,0,,0,,,0,0,,,13,,,,0,0,0,,1,1
étoffe ; de laine ; molleton,étoffe,6,6b,0,,0,,,0,0,,,9,,,,0,0,0,,1,5
étoffe ; de laine ; panne,étoffe,6,6b,0,,0,,,0,0,,,29,,,,0,0,0,,1,16
étoffe ; de laine ; panne et peluche,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de laine ; passepoil,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; peluche,étoffe,6,6b,0,,0,,,0,0,,,5,,,,0,0,0,,1,3
étoffe ; de laine ; perpetuanne,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,4
étoffe ; de laine ; pinchinal,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de laine ; prunelle,étoffe,6,6b,0,,0,,,0,0,,,16,,,,0,0,0,,1,9
étoffe ; de laine ; prunelle ; raz ; de castor,étoffe,6,6b,0,,0,,,0,0,,,6,,,,0,0,0,,1,2
étoffe ; de laine ; reste,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; russel,étoffe,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
étoffe ; de laine ; sagati,étoffe,6,6b,0,,0,,,0,0,,,3,,,,0,0,0,,1,5
étoffe ; de laine ; satin ; Turc,étoffe,6,6b,0,,0,,,0,0,,,5,,,,0,0,0,,1,7
étoffe ; de laine ; satin ; de Roubaix,étoffe,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,2
étoffe ; de laine ; serge ; noire,étoffe,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
étoffe ; de laine ; sigle ; vis,étoffe,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
étoffe ; de laine ; slin,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; tanier,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de laine ; teinte,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine ; velverde,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de laine ; verlastine,étoffe,6,6b,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
étoffe ; de laine ; à la valeur,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de laine ; à poil long,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine et poil,étoffe,6,6b,0,,0,,,0,0,,,28,,,,0,0,0,,1,36
étoffe ; de laine et poil ; panne,étoffe,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,2
étoffe ; de laine et poil animal,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine et poil d'animal,,,,,,,,,,,,,,,,,,,,,0,0
étoffe ; de laine fabrique de Tournai,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine imprimée,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de laine à faire mouffle,,,,,,,,,,,,,,,,,,,,,1,1
"étoffe ; de laine, coton et fil",,,,,,,,,,,,,,,,,,,,,1,1
"étoffe ; de laine, coton, fil et poil de chèvre",,,,,,,,,,,,,,,,,,,,,1,2
étoffe ; de laine; satinette,étoffe,6,6b,0,,0,,,0,0,,,2,,,,0,0,0,,1,2
étoffe ; de poil,étoffe,6,6b,0,,0,,,0,0,,,23,,,,0,0,0,,1,28
étoffe ; de poil ; allemande,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,10
étoffe ; de poil ; baracan,étoffe,6,6b,0,,0,,,0,0,,,3,,,,0,0,0,,1,64
étoffe ; de poil ; bouras,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,11
étoffe ; de poil ; callemande,étoffe,6,6b,0,,0,,,0,0,,,4,,,,0,0,0,,1,130
étoffe ; de poil ; camelot,étoffe,6,6b,0,,0,,,0,0,,,21,,,,0,0,0,,1,148
étoffe ; de poil ; de catalogne,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
étoffe ; de poil ; lampareille,étoffe,6,6b,0,,0,,,0,0,,,12,,,,0,0,0,,1,87
étoffe ; de poil ; ligature,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de poil ; linnieuse,étoffe,6,6b,0,,0,,,0,0,,,5,,,,0,0,0,,1,2
étoffe ; de poil ; nina,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de poil ; panne,étoffe,6,6b,0,,0,,,0,0,,,22,,,,0,0,0,,1,24
étoffe ; de poil ; philipichine,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
étoffe ; de poil ; polini,étoffe,6,6b,0,,0,,,0,0,,,15,,,,0,0,0,,1,11
étoffe ; de poil ; prunelle,étoffe,6,6b,0,,0,,,0,0,,,4,,,,0,0,0,,1,18
étoffe ; de poil ; serge de rome,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de poil ; tanillas,étoffe,6,6b,0,,0,,,0,0,,,5,,,,0,0,0,,1,20
étoffe ; de poil ; velours,étoffe,6,6b,0,,0,,,0,0,,,11,,,,0,0,0,,1,1
étoffe ; de poil de chameau,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de poil et fil,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de poil et laine ; velours,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,2
étoffe ; de poil et laine ; velours ; d'Utrecht,étoffe,6,6b,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; de soie,étoffe,6,6c,0,,0,,,0,0,,,88,,,,0,0,0,,1,731
étoffe ; de soie ; Morenine,étoffe,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de soie ; basin ; brodé,étoffe,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de soie ; bours,étoffe,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,16
étoffe ; de soie ; bours du Levant,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,2
étoffe ; de soie ; brodée,étoffe,6,6c,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
étoffe ; de soie ; crue,étoffe,6,6c,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
étoffe ; de soie ; crêpe,étoffe,6,6c,0,,0,,,0,0,,,42,,,,0,0,0,,1,12
étoffe ; de soie ; d'or et d'argent,étoffe,6,6c,0,,0,,,0,0,,,,,,,0,0,0,,1,2
étoffe ; de soie ; damas,étoffe,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,9
étoffe ; de soie ; de Saint Bours,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de soie ; de crêpe,étoffe,6,6c,0,,0,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de soie ; des Indes,étoffe,6,6c,0,,0,,,0,0,,,106,,,,0,0,0,,1,43
étoffe ; de soie ; diverse,étoffe,6,6c,0,,0,,,0,0,,,60,,,,0,0,0,,1,579
étoffe ; de soie ; droguet,étoffe,6,6c,0,,0,,,0,0,,,8,,,,0,0,0,,1,5
étoffe ; de soie ; du Levant,étoffe,6,6c,0,,0,,,0,0,,,2,,,,0,0,0,,1,12
étoffe ; de soie ; en drap,étoffe,6,6c,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
étoffe ; de soie ; panine,étoffe,6,6c,0,,0,,,0,0,,,3,,,,0,0,0,,1,2
étoffe ; de soie ; prunelle,étoffe,6,6c,0,,0,,,0,0,,,4,,,,0,0,0,,1,2
étoffe ; de soie ; raz de Saint Maur,étoffe,6,6c,0,,0,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de soie ; raz de St Cir,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de soie ; raz de St Mans,étoffe,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de soie ; riche,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,4
étoffe ; de soie ; satin,étoffe,6,6c,0,,0,,,0,0,,,98,,,,0,0,0,,1,55
étoffe ; de soie ; soucy,étoffe,6,6c,0,,0,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de soie ; taffetas,étoffe,6,6c,0,,0,,,0,0,,,20,,,,0,0,0,,1,36
étoffe ; de soie ; velours,étoffe,6,6c,0,,0,,,0,0,,,15,,,,0,0,0,,1,127
étoffe ; de soie ; voile,étoffe,6,6c,0,,0,,,0,0,,,4,,,,0,0,0,,1,54
étoffe ; de soie ; à peu de soie,étoffe,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de soie ; étrangère,étoffe,6,6c,0,,0,,,0,0,,,,,,,0,0,0,,1,6
étoffe ; de soie d'or et d'argent faux,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de soie en dorure,étoffe,6,6c,0,etoffes de soye et en dorures fine,0,,,0,0,6,6c,96,,,,0,0,0,,1,7
étoffe ; de soie et coton,,,,,,,,,,,,,,,,,,,,,1,2
étoffe ; de soie et coton ; des Indes,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de soie et de laine,,,,,,,,,,,,,,,,,,,,,0,0
étoffe ; de soie et dorure,étoffe,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,12
étoffe ; de soie et fil,étoffe,6,6c,0,,0,,,0,0,6,6c,24,,,,0,0,0,,1,6
étoffe ; de soie et filoselle,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de soie et laine,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,11
étoffe ; de soie et laine ; burat,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; de soie et laine ; prunelle,étoffe,6,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; de soie pure,,,,,,,,,,,,,,,,,,,,,1,1
"étoffe ; de soie, fil et coton",,,,,,,,,,,,,,,,,,,,,1,1
"étoffe ; de soie, laine et coton",,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; de sutoze,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; dite pauvre madame,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; diverse,étoffe,6,???,0,,0,,,0,0,,,65,,,,0,0,0,,1,319
étoffe ; diverse ; des Indes,,,,,,,,,,,,,,,,,,,,,1,2
étoffe ; dorure ; d'argent,étoffe,6,???,0,,0,,,0,0,,,12,,,,0,0,0,,1,18
étoffe ; dorure ; d'or,étoffe,6,???,0,,0,,,0,0,,,3,,,,0,0,0,,1,48
étoffe ; dorure ; d'or et d'argent,étoffe,6,???,0,,0,,,0,0,,,22,,,,0,0,0,,1,157
étoffe ; dorure ; d'or et d'argent ; faux,étoffe,6,???,0,,0,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; dorure ; d'or et d'argent ; fin,étoffe,6,???,0,,0,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; dorure ; d'or faux,étoffe,6,???,0,,0,,,0,0,,,4,,,,0,0,0,,1,1
étoffe ; droguet,étoffe,6,6c,0,,0,,,0,0,,,16,,,,0,0,0,,1,13
étoffe ; espagnolette,étoffe,6,6b,0,,0,,,0,0,,,12,,,,0,0,0,,1,91
étoffe ; façonnée,étoffe,6,???,0,,0,,,0,0,,,3,,,,0,0,0,,1,95
étoffe ; fil et coton,étoffe,6,6d,0,,0,,,0,0,,,3,,,,0,0,0,,1,9
étoffe ; fil et coton ; siamois ; broché,étoffe,6,6d,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
étoffe ; fil et laine,étoffe,6,6b,0,,0,,,0,0,,,17,,,,0,0,0,,1,3
étoffe ; fil et laine ; moquette,étoffe,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
étoffe ; filozelle,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,1
étoffe ; finette,étoffe,6,???,0,,0,,,0,0,,,2,,,,0,0,0,,1,2
étoffe ; impériale,étoffe,6,6b,0,,0,,,0,0,,,36,,,,0,0,0,,1,2
étoffe ; laine et fil,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,0,0
étoffe ; manchette,étoffe,6,???,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
étoffe ; mi soie,étoffe,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,27
étoffe ; mitée ; mi soie,étoffe,6,6c,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
étoffe ; molleton,,,,,,,,,,,,,,,,,,,,,0,0
étoffe ; molleton ; double fil,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; molleton ; simple fil,,,,,,,,,,,,,,,,,,,,,1,1
étoffe ; mélangée ; de soie,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,28
étoffe ; mélangée de ces matières,étoffe,6,???,0,,0,,,0,0,,,59,,,,0,0,0,,1,33
étoffe ; mêlée,étoffe,6,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,7
étoffe ; mêlée ; buraille,étoffe,6,???,0,,0,,,0,0,,,2,,,,0,0,0,,1,2
étoffe ; mêlée ; de bourre ; de soie,étoffe,6,6c,0,,0,,,0,0,,,261,,,,0,0,0,,1,1
étoffe ; mêlée ; de bourre ; en molleton,étoffe,6,6c,0,,0,,,0,0,,,11,,,,0,0,0,,1,1
étoffe ; mêlée ; de soie,,6,6c,0,,,,,0,0,,,,,,,0,0,0,,1,4
étoffe ; mêlée ; diverse,,6,???,0,,,,,0,0,,,,,,,0,0,0,,0,0
