numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,unit_price,value,probleme,remarks
294,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,5,1759,Imports,bois a bruler,Marseille,Italie,"20 000,00",livres,"0,0075000","1500,00","1 350,00","oubli du ""cent"""
295,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,bois merrain,Marseille,Italie,"860,00",tonneaux,"5,0000000","4300,00","0,00",
296,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,bours de fil ,Marseille,Italie,"100,00",pieces,"4,0000000","400,00","0,00",
297,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,canelle,Marseille,Italie,"600,00",livres,"10,0000000","6000,00","0,00",
298,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,carrouges,Marseille,Italie,"3 500,00",livres,"0,0500000","175,00","0,00",
299,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cedras,Marseille,Italie,"400,00",livres,"0,1000000","40,00","0,00",
300,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cendre,Marseille,Italie,"36 300,00",livres,"0,1200000","4356,00","0,00",
301,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cercles de bois,Marseille,Italie,"461,00",milliers,"40,0000000","18440,00","0,00",
302,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,ceruze,Marseille,Italie,"1 293,00",livres,"0,2000000","258,00","-0,60",
303,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,chanvre crû,Marseille,Italie,"57 910,00",livres,"0,2500000","11582,00","-2 895,50",erreur de calcul
304,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,chapeaux de paille,Marseille,Italie,"25,00",douzaines,"12,0000000","300,00","0,00",
305,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,chocolat,Marseille,Italie,"2 690,00",livres,"2,0000000","5380,00","0,00",
306,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cire d'Espagne,Marseille,Italie,"1 100,00",livres,"6,0000000","6600,00","0,00",
307,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cire jaune,Marseille,Italie,"3 100,00",livres,"1,5000000","4650,00","0,00",
308,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,citrons,Marseille,Italie,"7 569,00",milliers,"15,0000000","113535,00","0,00",
309,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cocons de soye,Marseille,Italie,"1 946,00",livres,"3,0000000","5838,00","0,00",
310,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,confitures,Marseille,Italie,"740,00",livres,"1,0000000","740,00","0,00",
311,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,conterie,Marseille,Italie,"2 340,00",livres,"1,0000000","2340,00","0,00",
312,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,corbeilles d'ozier,Marseille,Italie,"823,00",douzaines,"18,0000000","14814,00","0,00",
313,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cordages d'auf,Marseille,Italie,"2 000,00",livres,"15,0000000","300,00","-29 700,00","oubli du ""cent"""
314,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cordages de chanvre,Marseille,Italie,"3 920,00",livres,"0,3000000","1176,00","0,00",
315,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cordes a boyau,Marseille,Italie,"575,00",livres,"6,0000000","3450,00","0,00",
316,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cordes a violon,Marseille,Italie,"584,00",livres,"20,0000000","11680,00","0,00",
317,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cornes de mouton,Marseille,Italie,"2 350,00",paires,"0,1000000","235,00","0,00",
318,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cotton filé,Marseille,Italie,"4 750,00",livres,"1,1000000","5275,00","50,00",erreur de calcul
319,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cotton en laine,Marseille,Italie,"51 290,00",livres,"0,8000000","41032,00","0,00",
320,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cotton soufré,Marseille,Italie,"400,00",livres,"0,7500000","300,00","0,00",
321,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,couffes a boulanger,Marseille,Italie,"50,00",douzaines,"2,0000000","100,00","0,00",
322,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,couperoze,Marseille,Italie,"12 000,00",livres,"0,0900000","1080,00","0,00",
323,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,couteaux,Marseille,Italie,"1 100,00",livres,"2,0000000","2200,00","0,00",
324,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,crin,Marseille,Italie,"5 150,00",livres,"0,5000000","2575,00","0,00",
325,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cuirs en poil de bœuf,Marseille,Italie,"1 840,00",en nombre,"14,0000000","25760,00","0,00",
326,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cuirs en poil de bœuf,Marseille,Italie,"3 000,00",livres,"0,5000000","1500,00","0,00",
327,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cuirs de beuf tannes,Marseille,Italie,"2 800,00",livres,"0,6000000","1680,00","0,00",
328,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cuirs de vache lisées,Marseille,Italie,"855,00",livres,"0,5000000","427,00","-0,50",
329,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cuirs de vache en poil,Marseille,Italie,"505,00",en nombre,"12,0000000","6060,00","0,00",
330,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cuirs de vache en poil,Marseille,Italie,"500,00",livres,"0,4000000","200,00","0,00",
331,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,cuivre vieux,Marseille,Italie,"400,00",livres,"0,8000000","320,00","0,00",
332,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,drogueries,Marseille,Italie,"200,00",livres,"1,0000000","200,00","0,00",
333,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,eau de fleur d'orange,Marseille,Italie,"5 320,00",livres,"0,5000000","2660,00","0,00",
334,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,eau de lavande,Marseille,Italie,"400,00",livres,"0,7500000","300,00","0,00",
335,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,encens,Marseille,Italie,"1 200,00",livres,"0,8000000","960,00","0,00",
336,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,echalottes,Marseille,Italie,"420,00",livres,"0,2000000","84,00","0,00",
337,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,eponges,Marseille,Italie,"1 900,00",livres,"1,0000000","1900,00","0,00",
338,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,escayolles,Marseille,Italie,"6 650,00",livres,"0,1000000","665,00","0,00",
339,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,esprit de bergamottes,Marseille,Italie,"100,00",livres,"15,0000000","1500,00","0,00",
340,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,esprit de citron,Marseille,Italie,"1 061,00",livres,"10,0000000","10610,00","0,00",
341,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,etain brut,Marseille,Italie,"22 650,00",livres,"1,0000000","22650,00","0,00",
342,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,etoffe de soye,Marseille,Italie,"1 050,00",livres,"40,0000000","4200,00","-37 800,00","oubli du ""cent"""
343,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,etoupe de chanvre,Marseille,Italie,"4 900,00",livres,"0,1000000","490,00","0,00",
344,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,euphorbe,Marseille,Italie,"1 800,00",livres,"1,0000000","1800,00","0,00",
345,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,farine,Marseille,Italie,"4 000,00",livres,"0,1000000","400,00","0,00",
346,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fayance,Marseille,Italie,"1 500,00",livres,"0,5000000","750,00","0,00",
347,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fer en barres,Marseille,Italie,"6 500,00",livres,"0,1500000","975,00","0,00",
348,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fer en cercles,Marseille,Italie,"16 850,00",livres,"0,2500000","4212,00","-0,50",
349,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fer ouvré,Marseille,Italie,"2 000,00",livres,"0,2500000","500,00","0,00",
350,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fil de chevre,Marseille,Italie,"3 000,00",livres,"3,0000000","9000,00","0,00",
351,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fil a coudre,Marseille,Italie,"120,00",livres,"2,0000000","240,00","0,00",
352,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,filets pour la peche,Marseille,Italie,"41,00",nombre,"30,0000000","1230,00","0,00",
353,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fleurs artifficielles,Marseille,Italie,"460,00",livres,"50,0000000","23000,00","0,00",
354,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fourure de soye,Marseille,Italie,"247,00",livres,"1,0000000","247,00","0,00",
355,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fromage,Marseille,Italie,"927,00",livres,"0,3000000","278,00","-0,10",
356,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,fruit verd,Marseille,Italie,"300,00",livres,"0,1000000","30,00","0,00",
357,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,gans de laine,Marseille,Italie,"83,00",douzaines,"12,0000000","996,00","0,00",
358,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,gingembre,Marseille,Italie,"2 400,00",livres,"0,5000000","1200,00","0,00",
359,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,gomme d'amandier,Marseille,Italie,"26 510,00",livres,"0,2000000","5302,00","0,00",
360,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,grabeau de cire,Marseille,Italie,"3 340,00",livres,"0,5000000","1670,00","0,00",
361,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,grabeau de cochenille,Marseille,Italie,"410,00",livres,"5,0000000","2050,00","0,00",
362,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,herbes d'orseille,Marseille,Italie,"150,00",livres,"0,4000000","60,00","0,00",
363,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,huille de lin,Marseille,Italie,"12 400,00",livres,"0,3000000","3720,00","0,00",
364,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,6,1759,Imports,huille d'olive,Marseille,Italie,"2 950,00",milleroles,"40,0000000","118000,00","0,00",
365,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,huille de poisson,Marseille,Italie,"203,00",livres,"0,2500000","50,00","-0,75",
366,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,jambons,Marseille,Italie,"350,00",livres,"0,3000000","105,00","0,00",
367,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,jaune de naples,Marseille,Italie,"2 500,00",livres,"0,7500000","1875,00","0,00",
368,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,iris,Marseille,Italie,"43 230,00",livres,"0,3000000","12969,00","0,00",
369,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,jus de citron ,Marseille,Italie,"26 500,00",livres,"0,3000000","7950,00","0,00",
370,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,jus de reglisse,Marseille,Italie,"94 050,00",livres,"0,3500000","32917,00","-0,50",
371,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,laine de chevron,Marseille,Italie,"3 734,00",livres,"3,0000000","11202,00","0,00",
372,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,laine lavée,Marseille,Italie,"543 160,00",livres,"1,1000000","597476,00","0,00",
373,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,laine surge,Marseille,Italie,"169 142,00",livres,"0,4000000","67656,00","-0,80",
374,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,legumes,Marseille,Italie,"6 300,00",livres,"0,1000000","630,00","0,00",
375,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,leton,Marseille,Italie,"800,00",livres,"1,5000000","1200,00","0,00",
376,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,librairie,Marseille,Italie,"6 380,00",livres,"2,0000000","12760,00","0,00",
377,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,lin crû,Marseille,Italie,"1 150,00",livres,"0,6000000","690,00","0,00",
378,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,liqueurs,Marseille,Italie,"9 300,00",livres,"0,7500000","6975,00","0,00",
379,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,lustres,Marseille,Italie,"6 900,00",livres,"1,5000000","10350,00","0,00",
380,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,mâne,Marseille,Italie,"51 916,00",livres,"1,7500000","90853,00","0,00",
381,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,marbre pierres,Marseille,Italie,"266,00",en nombre,"10,0000000","2660,00","0,00",
382,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,masques,Marseille,Italie,"24,00",douzaines,"15,0000000","360,00","0,00",
383,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,mercerie,Marseille,Italie,"4 990,00",livres,"3,5000000","17465,00","0,00",
384,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,mirobolans,Marseille,Italie,"300,00",livres,"1,5000000","450,00","0,00",
385,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,morüe verte,Marseille,Italie,"10 000,00",livres,"0,4000000","4000,00","0,00",
386,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,mouchoirs de fil,Marseille,Italie,"100,00",livres,"2,0000000","200,00","0,00",
387,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,mouchoirs fil et coton,Marseille,Italie,"80,00",pieces,"8,0000000","640,00","0,00",
388,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,noisettes,Marseille,Italie,"2 820,00",livres,"0,1000000","282,00","0,00",
389,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,ocre,Marseille,Italie,"1 200,00",livres,"0,1000000","120,00","0,00",
390,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,oignons,Marseille,Italie,"6,00",charges,"6,0000000","36,00","0,00",
391,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,oignons de fleurs,Marseille,Italie,"150,00",livres,"0,7500000","112,00","-0,50",
392,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,olives,Marseille,Italie,"1 700,00",livres,"0,1500000","255,00","0,00",
393,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,oranges,Marseille,Italie,"515,00",milliers,"15,0000000","7725,00","0,00",
394,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,orge,Marseille,Italie,"70,00",charges,"12,0000000","840,00","0,00",
395,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,parapluyes,Marseille,Italie,"3,00",nombre,"5,0000000","15,00","0,00",
396,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,peaux de chameau,Marseille,Italie,"1 655,00",livres,"0,2500000","413,00","-0,75",
397,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,peaux de chevre en poil,Marseille,Italie,"180,00",en nombre,"1,2500000","225,00","0,00",
398,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,peaux de chevre en poil,Marseille,Italie,"1 440,00",livres,"0,4000000","576,00","0,00",
399,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,peaux de lievre,Marseille,Italie,"2,00",douzaines,"3,0000000","6,00","0,00",
400,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,peaux de lievre,Marseille,Italie,"6 100,00",livres,"1,5000000","9150,00","0,00",
401,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,peaux de maroquin,Marseille,Italie,"310,00",livres,"2,0000000","620,00","0,00",
402,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,pierre code,Marseille,Italie,"16 000,00",livres,"0,1000000","1600,00","0,00",
403,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,pierres de malte,Marseille,Italie,"100,00",nombre,"0,5000000","50,00","0,00",
404,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,pierres de malte,Marseille,Italie,"80,00",livres,"0,0500000","4,00","0,00",
405,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,pistaches,Marseille,Italie,"18 350,00",livres,"1,2500000","22937,00","-0,50",
406,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,7,1759,Imports,planche de sapin,Marseille,Italie,"473,00",douzaines,"9,0000000","4257,00","0,00",
