numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
297,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cochenille,Hollande,5000,200,Livres,25,
298,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Colle ; forte,Hollande,"12042,5",24085,Livres,"0,5",
299,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Colle ; de flandre,Hollande,"15019,5",30039,Livres,"0,5",
300,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Colle ; de poisson,Hollande,11550,2310,Livres,5,
301,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Coquilles de nacre,Hollande,4746,2712,Livres,"1,75",
302,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cornes ; de bœuf,Hollande,480,6000,En nombre,"0,08",
303,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cornes ; a lanternes,Hollande,"2623,5",1749,Livres,"1,5",
304,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cornes ; a peignes,Hollande,120,800,Livres,"0,15",
305,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Coroots,Hollande,5831,833,Pièces,7,doute nom du produit
306,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Costux doux,Hollande,330,220,Livres,"1,5",Costux ou costus
307,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Coton ; filé,Hollande,975,195,Livres,5,
308,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Coton ; en laine,Hollande,"46237,5",30825,Livres,"1,5",
309,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Couperose verte,Hollande,"13801,52",172519,Livres,"0,08",
310,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Couteaux,Hollande,11496,1916,Douzaines,6,
311,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Couteaux,Hollande,"737,5",1475,Livres,"0,5",
312,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Coutil,Hollande,310,155,Livres,2,
313,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Crayon,Hollande,"1185,75",7905,Livres,"0,15",
314,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Creusets,Hollande,18,3,Panniers,6,
315,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Creusets,Hollande,125,500,En nombre,"0,25",
316,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Creusets,Hollande,100,1,Valeur,100,
317,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Crin frisé,Hollande,"21664,8",24072,Livres,"0,9",
318,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cuir de Russie,Hollande,5957,1,Valeur,5957,
319,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cuivre ; en batterie,Hollande,90,60,Livres,"1,5",
320,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cuivre ; ouvré,Hollande,93,62,Livres,"1,5",
321,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cuivre ; en planches,Hollande,17538,11692,Livres,"1,5",
322,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cuivre ; en rozette,Hollande,62,62,Livres,1,
323,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cuivre ; vieux,Hollande,"70731,9",78591,Livres,"0,9",
324,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Cumin,Hollande,"461,25",1025,Livres,"0,45",
325,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Dents d'Elephant,Hollande,"75772,5",30309,Livres,"2,5",
326,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,10,Dez a coudre,Hollande,138,230,Livres,"0,6",
327,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Eau forte,Hollande,168,168,Livres,1,
328,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Ecaille de tortue,Hollande,33110,3311,Livres,10,
329,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Eguilles a voille,Hollande,132,33,Livres,4,
330,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Emery,Hollande,"303,3",2022,Livres,"0,15",
331,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Etain ; battu,Hollande,285,95,Livres,3,
332,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Etain ; en blocs,Hollande,"21955,5",20910,Livres,"1,05",
333,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Etain ; ouvré,Hollande,"45,5",35,Livres,"1,3",
334,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Etain ; de J?,Hollande,"37057,5",24705,Livres,"1,5",doute nom du produit
335,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Etoffe de soye,Hollande,1250,25,Livres,50,
336,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fayance,Hollande,"664,8",1108,Livres,"0,6",
337,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en ancre,Hollande,"8016,9",26723,Livres,"0,3",
338,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en barres,Hollande,"17747,7",118318,Livres,"0,15",
339,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en batterie,Hollande,2496,8320,Livres,"0,3",
340,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; blanc ; double,Hollande,120,400,Feuilles,"0,3",
341,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; blanc ; simple,Hollande,8125,"62,5",Barils de 450 feuilles,130,
342,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en cercles,Hollande,3388,16940,Livres,"0,2",
343,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en enclumes,Hollande,"633,6",2112,Livres,"0,3",
344,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en gueuses,Hollande,"271,25",5425,Livres,"0,05",
345,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en lames,Hollande,90,450,Livres,"0,2",
346,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en poeles,Hollande,180,600,Livres,"0,3",
347,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en taule,Hollande,"655,05",2621,Livres,"0,25","-0,2 erreur calcul"
348,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fer ; en verges,Hollande,210,1400,Livres,"0,15",
349,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Feves,Hollande,"18232,2",182322,Livres,"0,1",
350,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fevrolles,Hollande,"8466,5",169330,Livres,"0,05",
351,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Ficelle,Hollande,15,25,Livres,"0,6",
352,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fil de lin a coudre,Hollande,4690,938,Livres,5,
353,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fil de fer,Hollande,"114158,5",228317,Livres,"0,5",
354,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fil a carder,Hollande,11304,15072,Livres,"0,75",
355,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fil de leton,Hollande,44475,29650,Livres,"1,5",
356,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fleurs ; de dictame,Hollande,"27,5",55,Livres,"0,5",
357,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fleurs ; de souffre,Hollande,535,2140,Livres,"0,25",
358,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Folii indi,Hollande,86,43,Livres,2,
359,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fromages,Hollande,"323511,6",1078372,Livres,"0,3",
360,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fromages,Hollande,4406,1,Valeur,4406,
361,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Fruits cruds,Hollande,10,200,Livres,"0,05",
362,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,11,Garance,Hollande,"683344,5",455563,Livres,"1,5",
363,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Gaudron,Hollande,43120,"179,667",Letz,240,
364,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Gaudron,Hollande,720,48,barils,15,
365,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Geroffle,Hollande,40716,3393,Livres,12,
366,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Gomme ; copale,Hollande,180,1,Valeur,180,
367,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Gomme ; lacque,Hollande,430,215,Livres,2,
368,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Gomme ; de Senegal,Hollande,27678,18452,Livres,"1,5",
369,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Graine ; de jardin,Hollande,768,768,Livres,1,
370,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Graine ; de lin,Hollande,"169460,3",1694603,Livres,"0,1",
371,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Graine ; de treffle,Hollande,"127,4",1274,Livres,"0,1",
372,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Gruau,Hollande,4611,15370,Livres,"0,3",
373,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Guinées,Hollande,53200,1330,Pièces,40,
374,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Herbes d'orseilles,Hollande,1240,4960,Livres,"0,25",
375,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; d'anis,Hollande,104,52,Livres,2,
376,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; de cannelle,Hollande,800,"2,667",Livres,300,
377,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; de Geroffle,Hollande,1400,70,Livres,20,
378,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; de laurier,Hollande,4610,4610,Livres,1,
379,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; de lin,Hollande,"6483,75","99,75",Barils,65,
380,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; de lin,Hollande,1011,3370,Livres,"0,3",
381,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; de muscades,Hollande,620,31,Livres,20,
382,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; d'olives,Hollande,"1732,2",2887,Livres,"0,6",
383,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; de poissons,Hollande,"79057,75",316231,Livres,"0,25",
384,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; de Rhodes,Hollande,493,1,Valeur,493,
385,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Huile ; de vitriol,Hollande,18180,12120,Livres,"1,5",
386,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Jalap,Hollande,"1226,25",545,Livres,"2,25",
387,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Jambons,Hollande,"1305,75",1741,Livres,"0,75",
388,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Indes ; fine,Hollande,800,200,Livres,4,
389,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Indes ; florée,Hollande,1935,387,Livres,5,
390,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Indes ; de Java,Hollande,2022,337,Livres,6,
391,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Indienne,Hollande,12000,200,Pièces,60,
392,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Indigo,Hollande,870,145,Livres,6,
393,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Ipecacuana,Hollande,1140,285,Livres,4,
394,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Iris,Hollande,240,600,Livres,"0,4",
395,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Jus de réglisse,Hollande,"218,5",437,Livres,"0,5",
396,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Laine ; d'agnelin,Hollande,475,475,Livres,1,
397,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Laine ; d'Allemagne,Hollande,1125,750,Livres,"1,5",
398,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,12,Laine ; de carmenie,Hollande,6030,670,Livres,9,
399,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Laine ; en suin,Hollande,6255,6255,Livres,1,
400,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Laine ; d'Espagne,Hollande,23625,6750,Livres,"3,5",
401,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Laine ; filée,Hollande,4070,2035,Livres,2,
402,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Laine ; d'Italie,Hollande,3550,1775,Livres,2,
403,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Lattes de sapin,Hollande,56,1120,En nombre,"0,05",
404,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Librairie,Hollande,68508,34254,Livres,2,
405,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Limes,Hollande,"16055,2",20069,Livres,"0,8",
406,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Limeneas,Hollande,13050,290,Pièces,45,
407,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Lin crud,Hollande,"206,4",516,Livres,"0,4",
408,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Liqueurs,Hollande,72,36,Pots,2,
409,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Litarge,Hollande,"14053,4",70267,Livres,"0,2",
410,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Macis,Hollande,2130,213,Livres,10,
411,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Maniquette,Hollande,200,400,Livres,"0,5",
412,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Marchandises Meslées,Hollande,7740,1,Valeur,7740,
413,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Mats,Hollande,5900,295,En nombre,20,
414,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Mats,Hollande,"5,5",55,Livres,"0,1",
415,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Mercerie,Hollande,20735,8294,Livres,"2,5",
416,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Meulardeaux,Hollande,410,82,En nombre,5,
417,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Mine de plomb,Hollande,7223,36115,Livres,"0,2",
418,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Morue verte,Hollande,"56378,7",187929,Livres,"0,3",
419,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Mouchoir de Romals,Hollande,1500,100,Pièces,15,
420,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Moulin ; a caffé,Hollande,10590,4236,Livres,"2,5",
421,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Moulin ; a poivre,Hollande,"412,5",165,Livres,"2,5",
422,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Musc,Hollande,30000,200,Livres,150,
423,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Muscade,Hollande,"19156,5","2128,5",Livres,9,
424,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Nacres de perles,Hollande,"2362,5",1350,Livres,"1,75",
425,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Nattes de jonc,Hollande,"92,25",615,Livres,"0,15",
426,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Neganipeaux,Hollande,3000,60,Pièces,50,
427,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Nicanéas ; grands,Hollande,21250,850,Pièces,25,
428,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Nicanéas ; petits,Hollande,1700,100,Pièces,17,
429,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Noir de fumée,Hollande,2118,3530,Livres,"0,6",
430,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Noix de galles,Hollande,"3112,5",2490,Livres,"1,25",
431,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1767,Imports,Rouen,13,Ocre,Hollande,"66,5",1330,Livres,"0,05",
