line number,source_type,year,customs_region,customs_office,partner,Export_Import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,value_minus_unit_val_x_qty,filepath,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bottes à pescher,,,160,,20,paires,8,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bottines,,,40,,5,paires,8,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Billard avec son tapis,,,60,,1,pièces,60,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bureau Doré,,,75,,1,pièces,75,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bougie de Cire blanche,,,"2332,1",,15555,livres,"1,5","-21000,4",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,12,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bouteilles de gros verre vuidés,,,66,,22,douzaines,3,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Bouchons de Liege,,,75,,50,grosses,"1,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Couvertures de Lille,,,3320,1,85,douzaines,2,3150,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,,,,,Marchandises manufacturées,,,,,,2,500,livres,,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Couty,,,192,,192,aunes,1,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Chemises Communes,,,369,,246,pièces,"1,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Culottes de Coutty,,,48,,32,pièces,"1,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Chapeaux Castors,,,5770,,577,pièces,10,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Chapeaux demi Castor,,,42,,7,pièces,6,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Chapeaux comuns,,,2754,,66,douzaine,36,378,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Chapeaux d'Enfants garnis de taffetas,,,24,,6,pièces,4,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Coiffures de gaze,,,21,,7,pièces,3,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Ceintures de maroquin,,,150,,300,pièces,"0,5",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Cuirs a pompe,,,35,,5,pièces,7,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Cuir fort tanné,,,20,,80,livres,"0,25",0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Cartes de géographie,,,96,,24,pièces,4,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Cartier a jouer,,,"343,16",,191,grosses,"1,8","-0,639999999999986",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,carton,,,60,,10,livres,6,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Cordages,,,46562,,258680,livres,"0,18","-0,400000000001455",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Cierges de pure blanche,,,"4537,1",,3025,livres,"1,5","-0,399999999999636",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Chandelle de suif,,,"23907,16",,85385,quintal,"0,28","-0,640000000003056",Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Coffres de chirurgie,,,3250,,65,pièces,50,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Cabinets de bois de Noyer,,,144,,4,pièces,36,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Coffres peints,,,60,,10,pièces,6,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Chaises de paille,,,14,,2,douzaines,7,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
,Local,1717,Bordeaux,,Marchandises manufacturées,Export,Chandeliers de Cuivre Argentés,,,50,,5,paires,10,0,Bordeaux -- 1717 -- Export – AD33_C_4268.csv,13,,,,,Teklia-Jules Oudot,,,,,,,,,,,,
