line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,absurd_value,value_part_of_bundle,quantity,quantity_unit,absurd_quantity,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
113,Local,1771,Bordeaux,,Hollande,Imports,Huille ; de poisson,,,3400,,,17000,Livres,,.2,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
114,Local,1771,Bordeaux,,Hollande,Imports,Huille ; de tartre,,,25.5,,,17,Livres,,1.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
115,Local,1771,Bordeaux,,Hollande,Imports,Huille ; de vitriol,,,11.6,,,29,Livres,,.4,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
116,Local,1771,Bordeaux,,Hollande,Imports,Huilles ; de capahu,,,69,,,23,Livres,,3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
117,Local,1771,Bordeaux,,Hollande,Imports,Indeplatte,,,99.75,,,665,Livres,,.15,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
118,Local,1771,Bordeaux,,Hollande,Imports,Jalap,,,40.5,,,18,Livres,,2.25,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,"erreur dans la source, pas de division par 100",,,,,,,,,
119,Local,1771,Bordeaux,,Hollande,Imports,Jambons,,,600,,,60,En nombre,,10,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
120,Local,1771,Bordeaux,,Hollande,Imports,Lacque ; ronde,,,16.45,,,47,Livres,,.35,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
121,Local,1771,Bordeaux,,Hollande,Imports,Lapis,,,59,,,59,Livres,,1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
122,Local,1771,Bordeaux,,Hollande,Imports,Lin ; en rames,,,2854.5,,,10979,Livres,,.26,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,"-0,04",,,,,,,,,
123,Local,1771,Bordeaux,,Hollande,Imports,Litarge,,,1303.3,,,3738,Livres,,.35,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,-5,,,,,,,,,
124,Local,1771,Bordeaux,,Hollande,Imports,Macis,,,42,,,210,Livres,,.2,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,Doute sur le prix,,,,,,,,,
125,Local,1771,Bordeaux,,Hollande,Imports,Mercerie,,,25171,,,25171,Livres,,1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
126,Local,1771,Bordeaux,,Hollande,Imports,Moulins ; a caffé,,,36,,,12,En nombre,,3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
127,Local,1771,Bordeaux,,Hollande,Imports,Muscades,,,1444,,,180.25,livres,,8,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,,,,,,,,,,
128,Local,1771,Bordeaux,,Hollande,Imports,Noir ; de fumée,,,10.4,,,204,Barils,,.1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,-10 erreur calcul ?,,,,,,,,,
129,Local,1771,Bordeaux,,Hollande,Imports,Noix ; de Galle,,,73,,,146,Livres,,.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
130,Local,1771,Bordeaux,,Hollande,Imports,Noix ; vomique,,,41.6,,,52,Livres,,.8,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
131,Local,1771,Bordeaux,,Hollande,Imports,Ocre,,,2.3,,,57,Livres,,.04,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,"0,02",,,,,,,,,
132,Local,1771,Bordeaux,,Hollande,Imports,Oignons ; de fleur,,,10,,,1,Boitte,,10,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
133,Local,1771,Bordeaux,,Hollande,Imports,Orpiment,,,42.5,,,34,Livres,,1.25,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
134,Local,1771,Bordeaux,,Hollande,Imports,Papier ; blanc,,,6,,,1,Rame,,6,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
135,Local,1771,Bordeaux,,Hollande,Imports,Pates d'asperges,,,6,,,200,Livres,,.03,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
136,Local,1771,Bordeaux,,Hollande,Imports,Pinceaux,,,690,,,690,Livres,,1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
137,Local,1771,Bordeaux,,Hollande,Imports,Planches ; de sapin,,,543277.5,,,362185,nombre,,1.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
138,Local,1771,Bordeaux,,Hollande,Imports,Planches ; refendues,,,940,,,470,nombre,,2,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
139,Local,1771,Bordeaux,,Hollande,Imports,Plomb ; en saumon,,,9192.200000000001,,,45961,Livres,,.2,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
140,Local,1771,Bordeaux,,Hollande,Imports,Plumes ; a ecrire,,,108,,,3600,En nombre,,.03,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
141,Local,1771,Bordeaux,,Hollande,Imports,Plumes ; a ecrire,,,12480,,,624,Livres,,20,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
142,Local,1771,Bordeaux,,Hollande,Imports,Poisson salé,,,76.25,,,305,Livres,,.25,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
143,Local,1771,Bordeaux,,Hollande,Imports,Poivre ; geroflé,,,362,,,362,Livres,,1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
144,Local,1771,Bordeaux,,Hollande,Imports,Poivre ; noir,,,30913.5,,,20609,Livres,,1.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
145,Local,1771,Bordeaux,,Hollande,Imports,Pommes de terre,,,10.55,,,109,Livres,,.1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,"-0,35",,,,,,,,,
146,Local,1771,Bordeaux,,Hollande,Imports,Porcelaine,,,195140,,,9757,Livres,,20,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
147,Local,1771,Bordeaux,,Hollande,Imports,Quincaille ; de cuivre,,,16273.8,,,9041,Livres,,1.8,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
148,Local,1771,Bordeaux,,Hollande,Imports,Quincaille ; de fer,,,5813.7,,,19379,Livres,,.3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
149,Local,1771,Bordeaux,,Hollande,Imports,Quinquina,,,207,,,69,Livres,,3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
150,Local,1771,Bordeaux,,Hollande,Imports,Reagal,,,27,,,180,Livres,,.15,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
151,Local,1771,Bordeaux,,Hollande,Imports,Rhubarbe,,,17946,,,2991,Livres,,6,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
152,Local,1771,Bordeaux,,Hollande,Imports,Ris,,,70,,,350,Livres,,.2,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
153,Local,1771,Bordeaux,,Hollande,Imports,Riubans ; de fil,,,24024,,,8008,Livres,,3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
154,Local,1771,Bordeaux,,Hollande,Imports,Rubans ; de fil et laine,,,3451.6,,,8629,Livres,,.4,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
155,Local,1771,Bordeaux,,Hollande,Imports,Saffran,,,3540,,,177,Livres,,20,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
156,Local,1771,Bordeaux,,Hollande,Imports,Salsepareille,,,608.4,,,338,Livres,,1.8,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
157,Local,1771,Bordeaux,,Hollande,Imports,Sandal,,,7101.6,,,17754,Livres,,.4,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
158,Local,1771,Bordeaux,,Hollande,Imports,Sang de dragon,,,258,,,86,Livres,,3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
159,Local,1771,Bordeaux,,Hollande,Imports,Saxafras,,,118,,,472,Livres,,.25,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
160,Local,1771,Bordeaux,,Hollande,Imports,Scamonée,,,520,,,52,Livres,,10,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
161,Local,1771,Bordeaux,,Hollande,Imports,Sel ; de nitre,,,65.40000000000001,,,109,Livres,,.6,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
162,Local,1771,Bordeaux,,Hollande,Imports,Sel ; de tartre,,,16.5,,,11,Livres,,1.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
163,Local,1771,Bordeaux,,Hollande,Imports,Sel ; de vitriol,,,7.5,,,30,Livres,,.25,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
164,Local,1771,Bordeaux,,Hollande,Imports,Sel ; végétal,,,25.5,,,17,Livres,,1.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
165,Local,1771,Bordeaux,,Hollande,Imports,Semencontra,,,213,,,71,Livres,,3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,3,,,,,Pascal Fontaine,,0,,,,,,,,,
166,Local,1771,Bordeaux,,Hollande,Imports,Souffre,,,32.5,,,65,Meches,,.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
167,Local,1771,Bordeaux,,Hollande,Imports,Souffre,,,1070.7,,,7138,Livres,,.15,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
168,Local,1771,Bordeaux,,Hollande,Imports,Stil ; de grain,,,19,,,38,Livres,,.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
169,Local,1771,Bordeaux,,Hollande,Imports,Stocfiche,,,6429,,,32145,Livres,,.2,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
170,Local,1771,Bordeaux,,Hollande,Imports,Sublimé,,,933,,,311,Livres,,3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
171,Local,1771,Bordeaux,,Hollande,Imports,Tables,,,200,,,4,nombre,,50,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
172,Local,1771,Bordeaux,,Hollande,Imports,Tartre ; emetique,,,105,,,35,Livres,,3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
173,Local,1771,Bordeaux,,Hollande,Imports,Terra merita,,,199.8,,,333,Livres,,.6,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
174,Local,1771,Bordeaux,,Hollande,Imports,Toille ; peinte,,,49114,,,24557,Livres,,2,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
175,Local,1771,Bordeaux,,Hollande,Imports,Tournesol,,,456,,,912,Livres,,.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
176,Local,1771,Bordeaux,,Hollande,Imports,Vitriol,,,33.4,,,88,livres,,.38,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,"-0,04",,,,,,,,,
177,Local,1771,Bordeaux,,Hollande,Imports,Yvoire,,,335,,,335,livres,,1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
178,Local,1771,Bordeaux,,Hollande,Imports,Zedoaire,,,52,,,52,Livres,,1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
179,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Bois ; d'acajou en madriers,,,9655,,,215,nombre,,45,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,-20,,,,,,,,,
180,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Bois ; de Sainte Marthe,,,1177.5,,,4529,Livres,,.26,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,"-0,04",,,,,,,,,
181,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Bois ; de campeche,,,5852,,,73161,Livres,,.08,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,"-0,88",,,,,,,,,
182,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Bois ; de gayac,,,2678.4,,,53568,Livres,,.05,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,0,,,,,,,,,
183,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Cacao,,,119908.2,,,199847,Livres,,.6,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,0,,,,,,,,,
184,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Caffé,,,112114356,absurd,,149485808,Livres,absurd,.75,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,Valeur qui paraît aberrante,,,,,,,,,
185,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Carres,,,75159,,,8351,Livres,,9,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,0,,,,,,,,,
186,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Confitures,,,1849,,,1849,Livres,,1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,0,,,,,,,,,
187,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Coton ; en laine,,,289494,,,321661,Livres,,.9,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,"-0,9",,,,,,,,,
188,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Cuirs ; en poil,,,2148,,,716,Cuirs,,3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,0,,,,,,,,,
189,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Cuirs; tannés,,,2496,,,4160,Livres,,.6,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,0,,,,,,,,,
190,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Indigo,,,21558168,,,3593028,livres,,6,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,0,,,,,,,,,
191,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Liqueurs,,,3171,,,3171,livres,,1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,0,,,,,,,,,
192,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Sucre ; blanc,,,19583343.45,,,43518541,Livres,,.45,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,0,,,,,,,,,
193,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Sucre ; brut,,,9239764,,,30799216,Livres,,.3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,"-0,8000000007",,,,,,,,,
194,Local,1771,Bordeaux,,Isles françoises de l'amérique,Imports,Tabac,,,0,,,55,Livres,,0,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,"0 pas de prix unitaire, pas de total",,,,,,,,,
195,Local,1771,Bordeaux,,Nord,Imports,Acier,,,11445,,,22890,Livres,,.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
196,Local,1771,Bordeaux,,Nord,Imports,Aloes,,,9992,,,2448,Livres,,4,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,200 erreur calcul,,,,,,,,,
197,Local,1771,Bordeaux,,Nord,Imports,Alun,,,618,,,4120,Livres,,.15,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
198,Local,1771,Bordeaux,,Nord,Imports,Amidon,,,137960.4,,,919736,Livres,,.15,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
199,Local,1771,Bordeaux,,Nord,Imports,Azur,,,7970.5,,,15941,Livres,,.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
200,Local,1771,Bordeaux,,Nord,Imports,Baleine ; coupée,,,1755,,,390,Livres,,4.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
201,Local,1771,Bordeaux,,Nord,Imports,Bois ; bourdillons,,,13620,,,90800,Bourdillons,,.15,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
202,Local,1771,Bordeaux,,Nord,Imports,Bois ; foncaille,,,11900,,,34000,Pièces,,.35,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
203,Local,1771,Bordeaux,,Nord,Imports,Bois ; merrain,,,31800,,,79500,Pièces pour barriques,,.4,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
204,Local,1771,Bordeaux,,Nord,Imports,Calamine,,,231,,,231,Livres,,1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
205,Local,1771,Bordeaux,,Nord,Imports,Fer; blanc,,,32639,,,25130,Livres,,1.3,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,-30 nom du produit (fer) absent et erreur calcul,,,,,,,,,
206,Local,1771,Bordeaux,,Nord,Imports,Fer; coulé,,,527.34,,,4794,Livres,,0.11,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0 nom du produit (fer) absent / erreur dans la source,,,,,,,,,
207,Local,1771,Bordeaux,,Nord,Imports,Fer; en fonte,,,2456.3,,,2233,Livres,,1.1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0 nom du produit (fer) absent,,,,,,,,,
208,Local,1771,Bordeaux,,Nord,Imports,Fil ; de fer,,,2156.7,,,6162,Livres,,.35,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
209,Local,1771,Bordeaux,,Nord,Imports,Gaudron,,,7800,,,260,Barrils,,30,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
210,Local,1771,Bordeaux,,Nord,Imports,Graines ; froment,,,15516204,,,1293017,Boisseaux,,12,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
211,Local,1771,Bordeaux,,Nord,Imports,Graines ; froment,,,172506.80,,,1725068,Livres,,0.1,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
212,Local,1771,Bordeaux,,Nord,Imports,Graines ; seigle,,,445590,,,49510,Boisseaux,,9,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
213,Local,1771,Bordeaux,,Nord,Imports,Graines ; seigle,,,5644.55,,,77856,Livres,,.0725,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,"-0,01",,,,,,,,,
214,Local,1771,Bordeaux,,Nord,Imports,Macis,,,87.2,,,436,Livres,,.2,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,Doute sur le prix,,,,,,,,,
215,Local,1771,Bordeaux,,Nord,Imports,Planches ; de sapin,,,330300,,,220200,,,1.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0 pas unité de mesure,,,,,,,,,
216,Local,1771,Bordeaux,,Nord,Imports,Quincaille ; de cuivre,,,5715,,,3175,Livres,,1.75,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,"158,75 erreur calcul",,,,,,,,,
217,Local,1771,Bordeaux,,Nord,Imports,Quincaille ; de fer,,,6059.2,,,15148,Livres,,.4,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
218,Local,1771,Bordeaux,,Nord,Imports,Soliveaux,,,3300,,,110,Pièces,,30,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
219,Local,1771,Bordeaux,,Russie,Imports,Chanvre ; en rames,,,74470,,,391950,Livres,,.19,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,"-0,5",,,,,,,,,
220,Local,1771,Bordeaux,,Russie,Imports,Chanvre ; peigné,,,2896,,,16090,Livres,,.18,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,"-0,2",,,,,,,,,
221,Local,1771,Bordeaux,,Suede,Imports,Acier,,,4226,,,8452,Livres,,.5,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
222,Local,1771,Bordeaux,,Suede,Imports,Azur,,,3393,,,5656,Livres,,.6,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,"-0,6",,,,,,,,,
223,Local,1771,Bordeaux,,Suede,Imports,Bois ; dit a fonds,,,11462.5,,,32750,En nombre,,.35,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
224,Local,1771,Bordeaux,,Suede,Imports,Bois ; merrain,,,36900,,,92250,En nombre,,.4,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
225,Local,1771,Bordeaux,,Suede,Imports,Fer ; en barres,,,14056,,,78090,Livres,,.18,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,5,,,,,Pascal Fontaine,,"-0,2",,,,,,,,,
226,Local,1771,Bordeaux,,Suede,Imports,Graines ; froment,,,625989,,,5216575,Livres,,.12,sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,AD33 C4390,4,,,,,Pascal Fontaine,,0,,,,,,,,,
