line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,
114,Local,1753,Nantes,,Hollande,Imports,Cordages,,,,,27952,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
115,Local,1753,Nantes,,Hollande,Imports,Corne,,,,,2000,feuilles,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
116,Local,1753,Nantes,,Hollande,Imports,cornichons,,,,,12,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
117,Local,1753,Nantes,,Hollande,Imports,Coroos,,,,,2000,piece,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
118,Local,1753,Nantes,,Hollande,Imports,Couperoze,,,,,22500,livres,0.08,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
119,Local,1753,Nantes,,Hollande,Imports,coutteaux flamands,,,,,3227,douzaines,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
120,Local,1753,Nantes,,Hollande,Imports,coutteaux flamands,,,,,2192,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
121,Local,1753,Nantes,,Hollande,Imports,coutil,,,,,216,aunes,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
122,Local,1753,Nantes,,Hollande,Imports,crayons,,,,,2,livres,3.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
123,Local,1753,Nantes,,Hollande,Imports,cricks de fer,,,,,2,pièces,10,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
124,Local,1753,Nantes,,Hollande,Imports,cuirs dorés,,,,,350,livres,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
125,Local,1753,Nantes,,Hollande,Imports,cuivre en chaudrons,,,,,14649,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
126,Local,1753,Nantes,,Hollande,Imports,Cuivre jaune,,,,,12966,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
127,Local,1753,Nantes,,Hollande,Imports,cuivre ouvré,,,,,11940,livres,1.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
128,Local,1753,Nantes,,Hollande,Imports,Cuivre Rouge,,,,,1583,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
129,Local,1753,Nantes,,Hollande,Imports,cuivre vieux,,,,,40,livres,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
130,Local,1753,Nantes,,Hollande,Imports,dez à coudre,,,,,70,livres,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
131,Local,1753,Nantes,,Hollande,Imports,douelle à bariques,,,,,2050,pièces,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
132,Local,1753,Nantes,,Hollande,Imports,douelle à pipes,,,,,3400,pièces,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
133,Local,1753,Nantes,,Hollande,Imports,drogueries,,,,,229631,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
134,Local,1753,Nantes,,Hollande,Imports,eau de spa,,,,,60,Bouteille,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
135,Local,1753,Nantes,,Hollande,Imports,esparts,,,,,598,pièces,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
136,Local,1753,Nantes,,Hollande,Imports,etain ouvré,,,,,2963,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
137,Local,1753,Nantes,,Hollande,Imports,etain en saumon,,,,,3242,livres,0.7,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
138,Local,1753,Nantes,,Hollande,Imports,fayance,,,,,1343,livres,0.3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
139,Local,1753,Nantes,,Hollande,Imports,fer en barres,,,,,108538,livres,0.14,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
140,Local,1753,Nantes,,Hollande,Imports,fer en cercles,,,,,26657,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
141,Local,1753,Nantes,,Hollande,Imports,fer en feuillieres,,,,,588,en nombre,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
142,Local,1753,Nantes,,Hollande,Imports,fer en fontes,,,,,850,livres,0.3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
143,Local,1753,Nantes,,Hollande,Imports,Fer ouvré,,,,,5429,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
144,Local,1753,Nantes,,Hollande,Imports,fer en placques,,,,,5002,en nombre,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
145,Local,1753,Nantes,,Hollande,Imports,fer en platinnes,,,,,17600,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
146,Local,1753,Nantes,,Hollande,Imports,fer rond,,,,,9405,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
147,Local,1753,Nantes,,Hollande,Imports,fer en tambourg,,,,,6972,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
148,Local,1753,Nantes,,Hollande,Imports,fer en taulle ,,,,,303,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
149,Local,1753,Nantes,,Hollande,Imports,ferremens ,,,,,12830,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
150,Local,1753,Nantes,,Hollande,Imports,Feves,,,,,337,tonneaux,70,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
151,Local,1753,Nantes,,Hollande,Imports,fil à coudre,,,,,420,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
152,Local,1753,Nantes,,Hollande,Imports,fil de fer,,,,,778,livres,0.3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
153,Local,1753,Nantes,,Hollande,Imports,fil de leton,,,,,2983,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
154,Local,1753,Nantes,,Hollande,Imports,fil à voile,,,,,17500,livres,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
155,Local,1753,Nantes,,Hollande,Imports,filieres d’agathe,,,,,2210,pièces,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
156,Local,1753,Nantes,,Hollande,Imports,flacons de verre,,,,,150,pièces,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
157,Local,1753,Nantes,,Hollande,Imports,fleaux de fer,,,,,1390,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
158,Local,1753,Nantes,,Hollande,Imports,fleaux de fer,,,,,31,pièces,50,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
159,Local,1753,Nantes,,Hollande,Imports,Fromage,,,,,523649,livres,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
160,Local,1753,Nantes,,Hollande,Imports,Garance,,,,,892,livres,0.45,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
161,Local,1753,Nantes,,Hollande,Imports,Gingembre,,,,,12500,livres,0.18,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
162,Local,1753,Nantes,,Hollande,Imports,Graines d'avignon,,,,,89,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
163,Local,1753,Nantes,,Hollande,Imports,graine de choix,,,,,35,livres,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
164,Local,1753,Nantes,,Hollande,Imports,Graines de jardin,,,,,266,livres,0.675,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
165,Local,1753,Nantes,,Hollande,Imports,Graines de Lin,,,,,16,livres,0.06,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
166,Local,1753,Nantes,,Hollande,Imports,grellots,,,,,150,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
167,Local,1753,Nantes,,Hollande,Imports,grellots,,,,,1100,paquets,1.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
168,Local,1753,Nantes,,Hollande,Imports,gruau,,,,,5034,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,prix donné à 1 livre le boisseau,0,,,,,,,,,,,,,,,
169,Local,1753,Nantes,,Hollande,Imports,guennerie,,,,,50,livres,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
170,Local,1753,Nantes,,Hollande,Imports,horloge de sable,,,,,400,pièces,0.3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
171,Local,1753,Nantes,,Hollande,Imports,huille de baleine,,,,,65070,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
172,Local,1753,Nantes,,Hollande,Imports,huile de lin,,,,,117,bariques,130,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
173,Local,1753,Nantes,,Hollande,Imports,huile de lin,,,,,16,pièces,0.28,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
174,Local,1753,Nantes,,Hollande,Imports,huile de lin,,,,,100,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,valeur unitaire barrée,0,,,,,,,,,,,,,,,
175,Local,1753,Nantes,,Hollande,Imports,huille d’olive,,,,,3,bariques,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
176,Local,1753,Nantes,,Hollande,Imports,huille d’olive,,,,,1,pièces,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
177,Local,1753,Nantes,,Hollande,Imports,huille de vitriol,,,,,75,livres,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
178,Local,1753,Nantes,,Hollande,Imports,jambons,,,,,6542,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
179,Local,1753,Nantes,,Hollande,Imports,indienne,,,,,1390,piece,25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
180,Local,1753,Nantes,,Hollande,Imports,instrumens de mathematiques,,,,,24,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
181,Local,1753,Nantes,,Hollande,Imports,Laine,,,,,36785,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
182,Local,1753,Nantes,,Hollande,Imports,Lames d'epée,,,,,195,livres,8,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
183,Local,1753,Nantes,,Hollande,Imports,lames de sabres,,,,,480,livres,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
184,Local,1753,Nantes,,Hollande,Imports,Langues salées,,,,,18,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
185,Local,1753,Nantes,,Hollande,Imports,lechefrittes  ,,,,,98,pièces,1.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
186,Local,1753,Nantes,,Hollande,Imports,lins de fil,,,,,560,,1.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
187,Local,1753,Nantes,,Hollande,Imports,laines,,,,,100,,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
188,Local,1753,Nantes,,Hollande,Imports,limeneas,,,,,350,piece,20,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
189,Local,1753,Nantes,,Hollande,Imports,lin apresté,,,,,890,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
190,Local,1753,Nantes,,Hollande,Imports,linceul,,,,,578,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
191,Local,1753,Nantes,,Hollande,Imports,manches de gaffe,,,,,100,pièces,0.425,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,7,,,,,Marion Merville & Jules Oudot,,prix donné comme un intervalle 8-9 sous,0,,,,,,,,,,,,,,,
192,Local,1753,Nantes,,Hollande,Imports,marbres à jouër,,,,,490,livres,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
193,Local,1753,Nantes,,Hollande,Imports,mats de 50 pieds,,,,,6,pièces,80,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
194,Local,1753,Nantes,,Hollande,Imports,mats de 38 pieds,,,,,3,pièces,60,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
195,Local,1753,Nantes,,Hollande,Imports,matreaux,,,,,40,pièces,30,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
196,Local,1753,Nantes,,Hollande,Imports,matreaux de 30 piedes,,,,,53,pièces,40,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
197,Local,1753,Nantes,,Hollande,Imports,matreaux de 38 pieds,,,,,5,pièces,50,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
198,Local,1753,Nantes,,Hollande,Imports,mecaneasse,,,,,200,pieces,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,,,,,,,
199,Local,1753,Nantes,,Hollande,Imports,mercerie,,,,,13632,livres,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
200,Local,1753,Nantes,,Hollande,Imports,meubles,,,550,,,,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,550,,,,,,,,,,,,,,,
201,Local,1753,Nantes,,Hollande,Imports,meules à eguiser,,,,,18,pièces,,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante ; « savoir de quelle grandeur »,0,,,,,,,,,,,,,,,
202,Local,1753,Nantes,,Hollande,Imports,mouchoirs de bengale,,,,,400,piece,18,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
203,Local,1753,Nantes,,Hollande,Imports,moulins à caffé,,,,,1813,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
204,Local,1753,Nantes,,Hollande,Imports,moulins à mahy,,,,,3,pièces,12,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
205,Local,1753,Nantes,,Hollande,Imports,neganipeaux,,,,,120,piece,24,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
206,Local,1753,Nantes,,Hollande,Imports,necanias grand,,,,,80,piece,12,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
207,Local,1753,Nantes,,Hollande,Imports,orge,,,,,74,tonneaux,70,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
208,Local,1753,Nantes,,Hollande,Imports,orge mondée,,,,,1792,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
209,Local,1753,Nantes,,Hollande,Imports,Papier,,,,,414,rames,20,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
210,Local,1753,Nantes,,Hollande,Imports,Papier,,,,,95,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
211,Local,1753,Nantes,,Hollande,Imports,peaux de chamois,,,,,2,pièces,1.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
212,Local,1753,Nantes,,Hollande,Imports,peaux de biche,,,,,2200,pièces,8,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
213,Local,1753,Nantes,,Hollande,Imports,pinceaux,,,,,2,livres,0.4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
214,Local,1753,Nantes,,Hollande,Imports,pelles de bois,,,,,72,pièces,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
215,Local,1753,Nantes,,Hollande,Imports,pelle de fer,,,,,100,pièces,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
216,Local,1753,Nantes,,Hollande,Imports,pipes à fumer,,,,,3734,grosses,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
217,Local,1753,Nantes,,Hollande,Imports,planches de chene de 8 à 9 pieds,,,,,2489,pièces,1.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
218,Local,1753,Nantes,,Hollande,Imports,planches de chene de 11 pieds,,,,,134,pièces,1.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
219,Local,1753,Nantes,,Hollande,Imports,planches de sapin de 4 pieds,,,,,2448.5,pièces,0.3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
220,Local,1753,Nantes,,Hollande,Imports,planches de sapin de 8 à 9 pieds,,,,,2246,pièces,12,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
221,Local,1753,Nantes,,Hollande,Imports,planches de sapin de 10 pieds,,,,,1520,pièces,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
222,Local,1753,Nantes,,Hollande,Imports,planches de sapin de 10 à 11 pieds,,,,,4600,pièces,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
223,Local,1753,Nantes,,Hollande,Imports,planches de sapin de 20 pieds,,,,,1815,pièces,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
224,Local,1753,Nantes,,Hollande,Imports,planches de sapin de diverses grandeurs,,,,,8322,pièces,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
225,Local,1753,Nantes,,Hollande,Imports,plomb en grenaille,,,,,1643,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
226,Local,1753,Nantes,,Hollande,Imports,plomb en saumon,,,,,82904,livres,0.2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
227,Local,1753,Nantes,,Hollande,Imports,plumes à ecrire,,,,,3756,livres,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
228,Local,1753,Nantes,,Hollande,Imports,poesle à frire,,,,,6077,pièces,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
