line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,
453,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,opium,,,,,143,livres,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
454,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,oranges douces,,,,,40,livres,4,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
455,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,peaux diverses,,,,,100,pièces,0.06,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
456,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,peaux de loup marin,,,,,60,pièces,2,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
457,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,peaux de renard,,,,,2,pièces,40,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
458,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,peaux de tigres,,,,,4,pièces,3,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
459,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,peaux de Tigre,,,,,4,pièces,60,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
460,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,pimens,,,,,20,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
461,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,planches de sapin,,,,,30,pièces,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
462,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Ris,,,,,363,livres,0.25,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
463,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,salsepareille,,,,,559,livres,2.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
464,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,Sirop de capilaire,,,,,3034,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
465,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,sirop de limon,,,,,1644,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
466,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,sirop de melasse,,,,,19944,livres,0.07,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
467,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,sucre brut,,,,,31982579,livres,0.18,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
468,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,sucre en pain,,,,,90,livres,0.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
469,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,sucre terré,,,,,15498689,livres,0.34,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
470,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,sucre tete,,,,,5189572,livres,0.23,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
471,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,tabac d’espagne,,,,,57.5,livres,18,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
472,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,tabac en feuilles,,,,,24030,livres,0.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
473,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,tabac en poudre,,,,,24325,livres,1.75,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
474,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,taffia,,,,,21,bariques,80,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
475,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,taffia,,,,,27,lettes,1,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
476,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,taffia,,,,,24,pièces,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
477,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,tamarin,,,,,93,livres,0.6,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
478,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,thé,,,,,10,livres,3.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
479,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,toile cholet,,,,,20,livres,1.5,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
480,Local,1753,Nantes,,Des îles françaises de l’Amérique,Imports,vin de bordeaux,,,,,2,Barique,80,sources/Local/AD44_C716_Nantes_Imports_1753.csv,AD44 C716,17,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,
