numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
140,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,huile de lin,Hollande,"6 360,00",livres,"0,3000000",,,Pas de valeur totale indiquée
141,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,huile d'olive,Hollande,"9 619,00",livres,"0,4500000",,,Pas de valeur totale indiquée
142,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,jambons,Hollande,"6 542,00",livres,"0,6000000",,,Pas de valeur totale indiquée
143,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,indienne,Hollande,"501,00",pieces,"17,0000000",,,Pas de valeur totale indiquée
144,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,liens de fil,Hollande,"1 207,00",livres,"2,2500000",,,Pas de valeur totale indiquée
145,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,limeneas,Hollande,"1 976,00",pieces,"18,0000000",,,Pas de valeur totale indiquée
146,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,limes,Hollande,"851,00",livres,"0,4000000",,,Pas de valeur totale indiquée
147,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,lin cru,Hollande,"23 703,00",livres,"0,1800000",,,Pas de valeur totale indiquée
148,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,lin peigné,Hollande,"7 027,00",livres,"0,3000000",,,Pas de valeur totale indiquée
149,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,linge vieux,Hollande,"900,00",livres,"0,7500000",,,Pas de valeur totale indiquée
150,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,litarge,Hollande,"2 770,00",livres,"0,2000000",,,Pas de valeur totale indiquée
151,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,marbres a joüer,Hollande,"2 275,00",livres,"0,2000000",,,Pas de valeur totale indiquée
152,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,marmites de fer,Hollande,"3 300,00",livres,"0,2100000",,,Pas de valeur totale indiquée
153,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux de 50 à 60 pieds,Hollande,"13,00",pièces,"150,0000000",,,Pas de valeur totale indiquée
154,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux de 40 à 60 pieds,Hollande,"3,00",pièces,"110,0000000",,,Pas de valeur totale indiquée
155,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux de 35 à 56 pieds,Hollande,"78,00",pièces,"90,0000000",,,Pas de valeur totale indiquée
156,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux de 50 pieds,Hollande,"12,00",pièces,"100,0000000",,,Pas de valeur totale indiquée
157,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux de 40 à 50 pieds,Hollande,"107,00",pièces,"80,0000000",,,Pas de valeur totale indiquée
158,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux de 25 à 40 pieds,Hollande,"24,00",pièces,"50,0000000",,,Pas de valeur totale indiquée
159,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux de 36 pieds,Hollande,"61,00",pièces,"40,0000000",,,Pas de valeur totale indiquée
160,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux de 30 à 35 pieds,Hollande,"50,00",pièces,"35,0000000",,,Pas de valeur totale indiquée
161,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,meche a canon,Hollande,"620,00",livres,"0,1600000",,,Pas de valeur totale indiquée
162,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mercerie,Hollande,"1 117,00",livres,"2,0000000",,,Pas de valeur totale indiquée
163,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,merrain a barriques douelles,Hollande,"5 160,00",pièces,"0,1200000",,,Pas de valeur totale indiquée
164,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,merrain a pipes douelles,Hollande,"5 640,00",pièces,"0,2500000",,,Pas de valeur totale indiquée
165,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,meules a éguiser,Hollande,"100,00",nombre,"5,0000000",,,Pas de valeur totale indiquée
166,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mine de plomb,Hollande,"8 550,00",livres,"0,2100000",,,Pas de valeur totale indiquée
167,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,moulins a caffé,Hollande,"1 192,00",pieces,"5,0000000",,,Pas de valeur totale indiquée
168,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,muscade,Hollande,"905,00",livres,"7,5000000",,,Pas de valeur totale indiquée
169,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,necanias grand,Hollande,"2 320,00",livres,"18,0000000",,,Pas de valeur totale indiquée
170,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,necanias petit,Hollande,"400,00",pieces,"9,0000000",,,Pas de valeur totale indiquée
171,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,nicanéas,Hollande,"50,00",pieces,"18,0000000",,,Pas de valeur totale indiquée
172,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,outils de menuisier,Hollande,"3 285,00",livres,"0,4500000",,,Pas de valeur totale indiquée
173,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,orge mondée,Hollande,"250,00",livres,"0,1700000",,,Pas de valeur totale indiquée
174,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,Ormeaux,Hollande,"700,00",pieds,"0,7000000",,,Pas de valeur totale indiquée
175,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,papier,Hollande,"605,00",rames,"6,0000000",,,Pas de valeur totale indiquée
176,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,pataques ,Hollande,"60 000,00",pieces,"2,4000000",,,Pas de valeur totale indiquée
177,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,perches de sapin de 25 à 26 pieds,Hollande,"48,00",pièces,"0,4000000",,,Pas de valeur totale indiquée
178,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,perpetuanes,Hollande,"74,00",pieces,"24,0000000",,,Pas de valeur totale indiquée
179,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,piastres,Hollande,"31 400,00",marcs,"46,0000000",,,Pas de valeur totale indiquée
180,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,pierriers,Hollande,"2 600,00",livres,"0,2400000",,,Pas de valeur totale indiquée
181,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,piment,Hollande,"273,00",livres,"0,5500000",,,Pas de valeur totale indiquée
182,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,pipes a fumer,Hollande,"5 074,00",grosses,"2,2000000",,,Pas de valeur totale indiquée
183,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,pivots de fer,Hollande,"2 000,00",livres,"0,2900000",,,Pas de valeur totale indiquée
184,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de chesne de 8 pieds,Hollande,"194,00",pièces,"1,5000000",,,Pas de valeur totale indiquée
185,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de chesne diverses,Hollande,"505,00",pièces,"1,3500000",,,Pas de valeur totale indiquée
186,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de prusse de 27 pieds,Hollande,"100,00",pièces,"5,0000000",,,Pas de valeur totale indiquée
187,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de prusse de 25 pieds,Hollande,"600,00",pièces,"4,5000000",,,Pas de valeur totale indiquée
188,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 34 pieds,Hollande,"204,00",pièces,"6,0000000",,,Pas de valeur totale indiquée
189,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 28 pieds,Hollande,"1 418,00",pièces,"5,2500000",,,Pas de valeur totale indiquée
190,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 26 pieds,Hollande,"1 460,00",pièces,"4,5000000",,,Pas de valeur totale indiquée
191,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 20 pieds,Hollande,"500,00",pièces,"3,0000000",,,Pas de valeur totale indiquée
192,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 18 pieds,Hollande,"300,00",pièces,"2,0000000",,,Pas de valeur totale indiquée
193,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 15 à 20 pieds,Hollande,"1 300,00",pièces,"1,8000000",,,Pas de valeur totale indiquée
194,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 15 à 16 pieds,Hollande,"450,00",pièces,"1,7500000",,,Pas de valeur totale indiquée
195,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 12 à 15 pieds,Hollande,"445,00",pièces,"1,6500000",,,Pas de valeur totale indiquée
196,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 11 pieds,Hollande,"616,00",pièces,"1,5000000",,,Pas de valeur totale indiquée
197,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 10 pieds,Hollande,"2 110,00",pièces,"1,4700000",,,Pas de valeur totale indiquée
198,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 9 pieds,Hollande,"1 410,00",pièces,"1,3000000",,,Pas de valeur totale indiquée
199,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin de 8 à 9 pieds,Hollande,"3 259,00",pièces,"1,2500000",,,Pas de valeur totale indiquée
200,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,planches de sapin,Hollande,"6 830,00",communes,"0,7000000",,,Pas de valeur totale indiquée
201,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,platines a cassave,Hollande,"6 240,00",livres,"0,2200000",,,Pas de valeur totale indiquée
202,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,plomb en grenaille,Hollande,"576,00",livres,"0,2500000",,,Pas de valeur totale indiquée
203,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,plomb en saumons,Hollande,"104 250,00",livres,"0,2000000",,,Pas de valeur totale indiquée
204,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,plumes a écrire,Hollande,"150,00",livres,"5,0000000",,,Pas de valeur totale indiquée
205,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,poëlles a frire,Hollande,"1 957,00",nombre,"1,9000000",,,Pas de valeur totale indiquée
206,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,poëlles a frire,Hollande,"4 725,00",livres,"0,3300000",,,Pas de valeur totale indiquée
207,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,poivre,Hollande,"28 054,00",livres,"1,3500000",,,Pas de valeur totale indiquée
208,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,poix de bourgogne,Hollande,"2 175,00",livres,"0,2100000",,,Pas de valeur totale indiquée
209,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,porcelaine,Hollande,"400,00",livres,"5,0000000",,,Pas de valeur totale indiquée
210,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,pots de grez,Hollande,"100,00",livres,"0,2500000",,,Pas de valeur totale indiquée
211,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,poudre a tirer,Hollande,"39 900,00",livres,"0,7000000",,,Pas de valeur totale indiquée
212,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,quincaille de fer,Hollande,"3 213,00",livres,"1,1500000",,,Pas de valeur totale indiquée
213,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,rassade,Hollande,"3 425,00",livres,"0,6000000",,,Pas de valeur totale indiquée
214,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,rave de morüe,Hollande,"610,00",barils,"1,2000000",,,Pas de valeur totale indiquée
215,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,rhubarbe de moscovie,Hollande,"2,00",livres,"2,1000000",,,Pas de valeur totale indiquée
216,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,ris,Hollande,"9 932,00",livres,"0,2000000",,,Pas de valeur totale indiquée
217,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,ruban de fil,Hollande,"30,00",livres,"2,3000000",,,Pas de valeur totale indiquée
218,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,saumon salé,Hollande,"42,00",livres,"3,0000000",,,Pas de valeur totale indiquée
219,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,semencontra,Hollande,"125,00",livres,"2,0000000",,,Pas de valeur totale indiquée
220,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,scies,Hollande,"50,00",livres,"1,4000000",,,Pas de valeur totale indiquée
221,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,soude,Hollande,"1 550,00",livres,"0,1050000",,,Pas de valeur totale indiquée
222,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,souffre,Hollande,"2 475,00",livres,"0,1500000",,,Pas de valeur totale indiquée
223,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,soye de porc,Hollande,"471,00",livres,"2,0000000",,,Pas de valeur totale indiquée
224,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,stocfiche,Hollande,"350,00",livres,"0,1500000",,,Pas de valeur totale indiquée
225,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,sumac,Hollande,"2 350,00",livres,"0,0800000",,,Pas de valeur totale indiquée
226,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,tabac en feuilles,Hollande,"300,00",livres,"0,3500000",,,Pas de valeur totale indiquée
227,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,tabac a fumer,Hollande,"1 665,00",livres,"0,4500000",,,Pas de valeur totale indiquée
228,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,4,tables de sapin peintes,Hollande,"36,00",pieces,"6,0000000",,,Pas de valeur totale indiquée
229,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,tambours de fer,Hollande,"21 363,00",livres,"0,1500000",,,Pas de valeur totale indiquée
230,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,tapsel,Hollande,"1 564,00",pieces,"19,0000000",,,Pas de valeur totale indiquée
231,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,terre de grez,Hollande,"700,00",livres,"0,2500000",,,Pas de valeur totale indiquée
232,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,theyeres d'etaim,Hollande,"100,00",nombre,"2,0000000",,,Pas de valeur totale indiquée
233,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,toile peinte,Hollande,"1 388,00",pieces,"18,0000000",,,Pas de valeur totale indiquée
234,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,toile platille,Hollande,"5 450,00",pieces,"4,5000000",,,Pas de valeur totale indiquée
235,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,verres cristalins,Hollande,"214,00",livres,"2,0000000",,,Pas de valeur totale indiquée
236,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,verroteries diverses,Hollande,"27 510,00",livres,"1,0000000",,,Pas de valeur totale indiquée
237,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,vert de gris,Hollande,"1 000,00",livres,"1,0000000",,,Pas de valeur totale indiquée
238,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,alun,Nord,"4 600,00",livres,"0,1600000",,,Pas de valeur totale indiquée
239,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,amidon,Nord,"30 111,00",livres,"0,2000000",,,Pas de valeur totale indiquée
240,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,azur commun,Nord,"44 725,00",livres,"0,6400000",,,Pas de valeur totale indiquée
241,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,barres d'anspects,Nord,"240,00",nombre,"0,3000000",,,Pas de valeur totale indiquée
242,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,beuf fumé,Nord,"840,00",livres,"0,8000000",,,Pas de valeur totale indiquée
243,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,beure,Nord,"3 487,00",livres,"0,2800000",,,Pas de valeur totale indiquée
244,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,bois de construction,Nord,"142,00",pieces,"5,0000000",,,Pas de valeur totale indiquée
245,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,borax,Nord,"9,00",livres,"4,0000000",,,Pas de valeur totale indiquée
246,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,bordages de chesne,Nord,"1 778,00",pieces,"5,0000000",,,Pas de valeur totale indiquée
247,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,bourdilles,Nord,"480,00",pieces,"2,0000000",,,Pas de valeur totale indiquée
248,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,bouteilles de verre,Nord,"542,00",livres,"0,1600000",,,Pas de valeur totale indiquée
249,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,bray gras,Nord,"1 047,00",barils,"21,0000000",,,Pas de valeur totale indiquée
250,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,canelle,Nord,"500,00",livres,"5,0000000",,,Pas de valeur totale indiquée
251,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,couperose verte,Nord,"62 175,00",livres,"0,0800000",,,Pas de valeur totale indiquée
252,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,courbes,Nord,"17,00",nombre,"3,0000000",,,Pas de valeur totale indiquée
253,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,cuir de roussy,Nord,"807,00",livres,"1,6500000",,,Pas de valeur totale indiquée
254,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,cuivre rouge en feuilles,Nord,"19 908,00",livres,"1,4500000",,,Pas de valeur totale indiquée
255,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,douelles de chesne de 5 pieds,Nord,"365,00",pièces,"0,1500000",,,Pas de valeur totale indiquée
256,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,douelles de chesne de 4 pieds,Nord,"2 280,00",pièces,"0,1083333",,,Pas de valeur totale indiquée
257,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,douelles de chesne de 3 pieds,Nord,"1 176,00",pièces,"0,0666667",,,Pas de valeur totale indiquée
258,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,epars petits,Nord,"8,00",livres,"1,2500000",,,Pas de valeur totale indiquée
259,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,etaim ouvré,Nord,"278,00",livres,"0,9000000",,,Pas de valeur totale indiquée
260,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,fer en barres,Nord,"30 800,00",livres,"0,1200000",,,Pas de valeur totale indiquée
261,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,fer blanc,Nord,"122,00",barils,"107,0000000",,,Pas de valeur totale indiquée
262,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,fer noir,Nord,"114,00",barils,"60,0000000",,,Pas de valeur totale indiquée
263,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,fer en taule,Nord,"477,00",livres,"0,2500000",,,Pas de valeur totale indiquée
264,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,fil de fer,Nord,"90,00",livres,"0,5000000",,,Pas de valeur totale indiquée
265,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,fil de laton,Nord,"2 734,00",livres,"1,5000000",,,Pas de valeur totale indiquée
266,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,fromage,Nord,"1 011,00",livres,"0,2400000",,,Pas de valeur totale indiquée
267,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,futailles vieilles,Nord,"121,00",nombre,"7,0000000",,,Pas de valeur totale indiquée
268,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,futailles vieilles,Nord,"39,00",ancres,"1,2000000",,,Pas de valeur totale indiquée
269,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,gaudron,Nord,"203,00",barils,"22,0000000",,,Pas de valeur totale indiquée
270,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,gournables,Nord,"6 000,00",pieces,"0,0500000",,,Pas de valeur totale indiquée
271,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,jambons,Nord,"56,00",livres,"0,6000000",,,Pas de valeur totale indiquée
272,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,indienne,Nord,"820,00",pieces,"18,0000000",,,Pas de valeur totale indiquée
273,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,Mats de sapin de 60 à 70 pieds,Nord,"50,00",pièces,"200,0000000",,,Pas de valeur totale indiquée
274,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,Mats de sapin de 42 à 50 pieds,Nord,"18,00",pièces,"90,0000000",,,Pas de valeur totale indiquée
275,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,Mats de sapin de 36 pieds,Nord,"48,00",pièces,"52,0000000",,,Pas de valeur totale indiquée
276,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,mercerie,Nord,"6 629,00",livres,"2,0000000",,,Pas de valeur totale indiquée
277,Hasna,AD44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,5,merrain à bariques doüelles,Nord,"12 670,00",en nombre,"0,1200000",,,Pas de valeur totale indiquée
