numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,destination,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte,
498,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Mouchoirs ; de coton de L'Inde,,2520,42,,,douzaines,488040,,,,,Le pdf donne aussi la quantité en livres,0,
499,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Mouchoirs ; de coton de L'Inde,,32040,324,,,douzaines,488040,,,,,Le pdf donne aussi la quantité en livres,0,
500,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Mouchoirs ; de coton de France,,10980,332,,,douzaines,1164,,,,,Le pdf donne aussi la quantité en livres,0,
501,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Mouchoirs ; de coton de France,,390,13,,,douzaines,1164,,,,,Le pdf donne aussi la quantité en livres,0,
502,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Mouchoirs ; de coton de France,,270,9,,,douzaines,1164,,,,,Le pdf donne aussi la quantité en livres,0,
503,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Mouchoirs ; de coton de l'Etranger,,5400,150,,,douzaines,5400,,,,,Le pdf donne aussi la quantité en livres,0,
504,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Mouchoirs ; de coton de l'Etranger,,1320,150,,,douzaines,5400,,,,,Le pdf donne aussi la quantité en livres,0,
505,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Mouchoirs ; de fil de coton de France,,280952,11703,,,douzaines,311192,,,,,,0,
506,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Mouchoirs ; de fil de coton de France,,17136,714,,,douzaines,311192,,,,,,0,
507,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Mouchoirs ; de fil de coton de France,,9192,383,,,douzaines,311192,,,,,,0,
508,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Mouchoirs ; de fil de coton de France,,3912,163,,,douzaines,311192,,,,,,0,
509,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Mouchoirs ; de fil de coton de France,,2208,92,,,douzaines,311192,,,,,,0,
510,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Mouchoirs ; ??? de fil de France,,732024,40668,,,douzaines,861759,,,,,,0,
511,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Mouchoirs ; ??? de fil de France,,85968,4776,,,douzaines,861759,,,,,,0,
512,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Mouchoirs ; ??? de fil de France,,36873,2048,,,douzaines,861759,,,,,,0,
513,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Mouchoirs ; ??? de fil de France,,6594,383,,,douzaines,861759,,,,,,0,
514,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Mouchoirs ; ??? de fil de France,,65448,3636,,,douzaines,861759,,,,,,0,
515,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Mouchoirs ; batiste de st Quentin ,,3600,50,,,douzaines,4824,,,,,,0,
516,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Mouchoirs ; batiste de st Quentin ,,1224,17,,,douzaines,4824,,,,,,0,
517,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Mouchoirs ;  peints de France,,80170,2280,,,douzaines,,,,,,,0,
518,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Moulins à vanner le café,,7782,,,,,9532,,,,,,0,
519,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Moulins à vanner le café,,1850,,,,,9532,,,,,,0,
520,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Mousselines ; de l'Inde,,586278,32571,,,aunes,612702,,,,,,0,
521,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Mousselines ; de l'Inde,,17604,978,,,aunes,612702,,,,,,0,
522,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Mousselines ; de l'Inde,,6300,350,,,aunes,612702,,,,,,0,
523,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Mousselines ; de l'Inde,,2520,140,,,aunes,612702,,,,,,0,
524,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Mousselines ; de l'étranger,,17280,960,,,aunes,612702,,,,,,0,
525,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Mousselines ; de l'Inde,,10400,520,,,aunes,10400,,,,,,0,
526,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Mousselines ; de France,,159896,11658,,,aunes,193280,,,,,,0,
527,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Mousselines ; de France,,10512,776,,,aunes,193280,,,,,,0,
528,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Mousselines ; de France,,22872,1906,,,aunes,193280,,,,,,0,
529,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Necessaires garnis en argent,,2000,,,,,2000,,,,,,0,
530,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Oing vieux,,5538,18460,,,livres,8278,,,,,,0,
531,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Oing vieux,,1732,5775,,,livres,8278,,,,,,0,
532,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Oing vieux,,864,2880,,,livres,8278,,,,,,0,
533,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Oing vieux,,144,480,,,livres,8278,,,,,,0,
534,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Oing vieux,,5540,1800,,,livres,8278,,,,,,0,
535,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Ornements d'église,,200,,,,,1700,,,,,,0,
536,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Ornements d'église,,1500,,,,,1700,,,,,,0,
537,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Outils divers,,3384,,,,,5966,,,,,,0,
538,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Outils divers,,1318,,,,,5966,,,,,,0,
539,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Outils divers,,1300,,,,,5966,,,,,,0,
540,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Outils divers,,250,,,,,5966,,,,,,0,
541,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Ouvrages en cuivre argenté,,1530,,,,,1578,,,,,,0,
542,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Ouvrages en cuivre argenté,,48,,,,,1578,,,,,,0,
543,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Ouvrages en cuivre argenté,,48,,,,,1578,,,,,,0,
544,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Ouvrages en cuire ; bottes,,18405,767,,,paires,24288,,,,,,0,
545,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Ouvrages en cuire ; bottes,,3576,149,,,paires,24288,,,,,,0,
546,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Ouvrages en cuire ; bottes,,2280,95,,,paires,24288,,,,,,0,
547,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Ouvrages en cuire ; bottes,,24,1,,,paires,24288,,,,,,0,
548,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Ouvrages en cuire ; bottes,,192,8,,,paires,24288,,,,,,0,
549,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Ouvrages en cuire ; souliers d'homme et des femmes,,308526,62722,,,paires,362906,,,,,,0,
550,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Ouvrages en cuire ; souliers d'homme et des femmes,,17160,3468,,,paires,362906,,,,,,0,
551,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Ouvrages en cuire ; souliers d'homme et des femmes,,33590,6751,,,paires,362906,,,,,,0,
552,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Ouvrages en cuire ; souliers d'homme et des femmes,,3630,768,,,paires,362906,,,,,,0,
553,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Ouvrages en cuire ; souliers d'homme et des femmes,,1950,390,,,paires,362906,,,,,,0,
554,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Ouvrages en cuire ; souliers couverts en soye pour femme,,90445,,,,,104499,,,,,,0,
555,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Ouvrages en cuire ; souliers couverts en soye pour femme,,5729,,,,,,,,,,,0,
556,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Ouvrages en cuire ; souliers couverts en soye pour femme,,6915,,,,,,,,,,,0,
557,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Ouvrages en cuire ; souliers couverts en soye pour femme,,1410,,,,,7289,,,,,,0,
558,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Ouvrages en cuire ; souliers couverts en soye pour femme,,2187,,,,,7289,,,,,,0,
559,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Ouvrages en cuire ; harnais en cuir pour chevaux,,3840,,,,,4675,,,,,,0,
560,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Ouvrages en cuire ; harnais en cuir pour chevaux,,296,,,,,4675,,,,,,0,
561,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Ouvrages en cuire ; harnais en cuir pour chevaux,,539,,,,,4675,,,,,,0,
562,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Ouvrages en cuire ; sellerie,,35218,,,,,43458,,,,,,0,
563,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Ouvrages en cuire ; sellerie,,3512,,,,,43458,,,,,,0,
564,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Ouvrages en cuire ; sellerie,,4728,,,,,43458,,,,,,0,
565,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Ouvrages d'horlogerie,,4792,,,,,5162,,,,,,0,
566,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Ouvrages d'horlogerie,,370,,,,,5162,,,,,,0,
567,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,5,Ouvrages de modes,,30592,,,,,42416,,,,,,0,
568,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,5,Ouvrages de modes,,6016,,,,,42416,,,,,,0,
569,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,5,Ouvrages de modes,,2498,,,,,42416,,,,,,0,
570,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,5,Ouvrages de modes,,3310,,,,,42416,,,,,,0,
571,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,5,Ouvrages de modes,,1560,,,,,42416,,,,,,0,
572,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Ouvrages en terre cuite,,24255,,,,,25811,25811,,,,,0,
573,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Ouvrages en terre cuite,,628,,,,,25811,,,,,,0,
574,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Ouvrages en terre cuite,,928,,,,,25811,,,,,,0,
575,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Ouvrages en terre cuite,,13695,,,,,25811,,,,,,0,
576,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Papeterie ; papier à écrire,,87058,8999,,,rames,128738,128738,,,,,0,
577,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Papeterie ; papier à écrire,,25332,2231,,,rames,128738,,,,,,0,
578,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Papeterie ; papier à écrire,,15132,1251,,,rames,128738,,,,,,0,
579,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Papeterie ; papier à écrire,,1216,138,,,rames,128738,,,,,,0,
580,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Papeterie ; papier à écrire,,31,44,,,rames,128738,,,,,,0,
581,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Papeterie ; peint et a doublage ,,4331,21655,,,livres,4549,4549,,,,,0,
582,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Papeterie ; peint et a doublage ,,150,750,,,livres,4549,,,,,,0,
583,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Papeterie ; peint et a doublage ,,68,340,,,livres,4549,,,,,,0,
584,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Papeterie ; registres en blanc,,8850,1631,,,nombre,11629,11629,,,,,0,
585,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Papeterie ; registres en blanc,,2659,926,,,nombre,11629,,,,,,0,
586,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Papeterie ; registres en blanc,,120,10,,,nombre,11629,,,,,,0,
587,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Papeterie ; cire à cacheter,,846,282,,,livres,1845,1845,,,,,0,
588,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Papeterie ; cire à cacheter,,945,315,,,livres,1845,,,,,,0,
589,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Papeterie ; cire à cacheter,,54,18,,,livres,1845,,,,,,0,
590,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Papeterie ; cire à cacheter,,30,10,,,livres,1845,,,,,,0,
591,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Parasols de soye,,83772,4654,,,nombre,92610,92610,,,,,0,
592,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Parasols de soye,,3888,216,,,nombre,92610,,,,,,0,
593,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Parasols de soye,,4572,254,,,nombre,92610,,,,,,0,
594,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Parasols de soye,,378,21,,,nombre,92610,,,,,,0,
595,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Parasols de soye,,11178,621,,,nombre,92610,,,,,,0,
596,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Parfumerie ; eau et essence diverses,,22867,2450,,,livres,31959,31959,,,,,0,
597,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Parfumerie ; eau et essence diverses,,8210,410,,,livres,31959,,,,,,0,
598,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Parfumerie ; eau et essence diverses,,760,304,,,livres,31959,,,,,,0,
599,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Parfumerie ; eau et essence diverses,,122,49,,,livres,31959,,,,,,0,
600,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Parfumerie ; eau et essence diverses,,312,125,,,livres,31959,,,,,,0,
601,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Parfumerie ; pommades,,3860,2419,,,livres,4759,4759,,,,,0,
602,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Parfumerie ; pommades,,636,898,,,livres,4759,,,,,,0,
603,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Parfumerie ; pommades,,140,88,,,livres,4759,,,,,,0,
604,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Parfumerie ; pommades,,123,80,,,livres,4759,,,,,,0,
605,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Parfumerie ; pommades,,80,50,,,livres,4759,,,,,,0,
606,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Parfumerie ; poudre à poudrer,,48188,120471,,,livres,57924,57924,,,,,0,
607,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Parfumerie ; poudre à poudrer,,3272,8181,,,livres,57924,,,,,,0,
608,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Parfumerie ; poudre à poudrer,,5876,14691,,,livres,57924,,,,,,0,
609,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Parfumerie ; poudre à poudrer,,588,1470,,,livres,57924,,,,,,0,
610,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Parfumerie ; poudre à poudrer,,252,630,,,livres,57924,,,,,,0,
611,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Peaux ; de chèvres apprêtées,,2664,37,,,douzaines,3096,3096,,,,,0,
612,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Peaux ; de chèvres apprêtées,,432,6,,,douzaines,3096,,,,,,0,
613,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Peaux ; de mouton apprêtées,,11960,460,,,douzaines,14508,14508,,,,,0,
614,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Peaux ; de mouton apprêtées,,1976,76,,,douzaines,14508,,,,,,0,
615,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Peaux ; de mouton apprêtées,,52,2,,,douzaines,14508,,,,,,0,
616,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Peaux ; de mouton apprêtées,,520,20,,,douzaines,14508,,,,,,1,
617,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Peaux ; de veau tanné ,,36900,369,,,douzaines,50200,50200,,,,,2,
618,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Peaux ; de veau tanné ,,5800,58,,,douzaines,50200,,,,,,0,
619,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Peaux ; de veau tanné ,,6600,66,,,douzaines,50200,,,,,,1,
620,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Peaux ; de veau tanné ,,900,9,,,douzaines,50200,,,,,,2,
621,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Pierre à bâtir et paver,,21810,,,,,23320,23320,,,,,0,
622,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Pierre à bâtir et paver,,700,,,,,23320,,,,,,0,
623,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Pierre à bâtir et paver,,810,,,,,23320,,,,,,0,
624,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Pierre à bâtir et paver,,100,,,,,23320,,,,,,1,
625,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Pipes à fumer,,350,50,,,grosses,350,350,,,,,2,
626,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Pipes à fumer,,9786,1398,,,grosses,350,,,,,,2,
627,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Plomb en planches et grain ,,37020,141330,,,livres,46154,46154,,,,,0,
628,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Plomb en planches et grain ,,3199,12520,,,livres,46154,,,,,,0,
629,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Plomb en planches et grain ,,5436,20850,,,livres,46154,,,,,,0,
630,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Plomb en planches et grain ,,499,1900,,,livres,46154,,,,,,0,
631,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Plomb en planches et grain ,,6308,22936,,,livres,46154,,,,,,0,
632,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Plumes d'autruche apprêtées,,3750,12,,,livres,7800,7800,,,,,0,
633,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Plumes d'autruche apprêtées,,2700,9,,,livres,7800,,,,,,0,
634,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Plumes d'autruche apprêtées,,450,"1,5",,,livres,7800,,,,,,0,
635,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Plumes d'autruche apprêtées,,900,3,,,livres,7800,,,,,,0,
636,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Plumes d'autruche apprêtées,,6172,3491,,,livres,7800,,,,,,0,
637,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Plumes à lit ,,1040,800,,,livres,1384,1384,,,,,0,
638,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Plumes à lit ,,312,240,,,livres,1384,,,,,,0,
639,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Plumes à lit ,,32,25,,,livres,1384,,,,,,0,
640,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Plumes à lit ,,41,32,,,livres,1384,,,,,,0,
641,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Poissons salé ; harengs,,8200,205,,,barils,11280,11280,,,,,0,
642,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Poissons salé ; harengs,,1920,48,,,barils,11280,,,,,,0,
643,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Poissons salé ; harengs,,1000,25,,,barils,11280,,,,,,0,
644,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Poissons salé ; harengs,,160,4,,,barils,11280,,,,,,0,
645,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Poissons salé ; harengs,,600,15,,,barils,11280,,,,,,0,
646,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Poissons salé ; morue sèche,,12983,37096,,,livres,18457,18457,,,,,0,
647,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Poissons salé ; morue sèche,,3514,10040,,,livres,18457,,,,,,0,
648,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Poissons salé ; morue sèche,,1680,4800,,,livres,18457,,,,,,0,
649,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Poissons salé ; morue sèche,,280,800,,,livres,18457,,,,,,0,
650,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Poissons salé ; morue sèche,,1400,4000,,,livres,18457,,,,,,0,
651,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Poissons salé ; morue accompagné de ???,,22828,65224,,,livres,137453,137453,,,,,0,
652,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Poissons salé ; morue accompagné de ???,,111930,319800,,,livres,137453,,,,,Le pdf donne aussi la quantité en livres,0,
653,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Poissons salé ; morue accompagné de ???,,2695,7700,,,livres,137453,,,,,Le pdf donne aussi la quantité en livres,0,
654,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Poissons salé ; sardines,,13284,369,,,barriques,18504,18504,,,,Le pdf donne aussi la quantité en livres,0,
655,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Martinique,,6,Poissons salé ; sardines,,3096,86,,,barriques,18504,,,,,Le pdf donne aussi la quantité en livres,0,
656,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,La Guadeloupe,,6,Poissons salé ; sardines,,1980,55,,,barriques,18504,,,,,Le pdf donne aussi la quantité en livres,0,
657,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Cayenne et Guyanne,,6,Poissons salé ; sardines,,144,4,,,barriques,18504,,,,,Le pdf donne aussi la quantité en livres,0,
658,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,6,Poissons salé ; sardines,,540,15,,,barriques,18504,,,,,Le pdf donne aussi la quantité en livres,0,
659,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Poissons salé ; saumon salé,,2321,10550,,,livres,2321,2321,,,,Le pdf donne aussi la quantité en livres,0,
660,Elisa Tirindelli,ANOM Col F 2B 14,,,1787,Exports,St Domingue,,6,Porcelaine,,6272,392,,,livres,8976,8976,,,,Le pdf donne aussi la quantité en livres,0,
