product,orthographic,note,sourceFR,sourceFR_nbr,sourceBEL,sourceBEL_nbr,sourceSUND,sourceSUND_nbr,sourceNAVIGO_nbr,_merge,sourceNAVIGO
soliveau,solive,,,,,,,,1,Using only (2),1
sollicor,salicorne,,,,,,,,1,Using only (2),1
sollicord,salicorne,,,,,,,,2,Using only (2),1
sollicot,salicorne,,,,,,,,1,Using only (2),1
son,soude,,,,,,,,158,Using only (2),1
son beurre [reste de cargaison],beurre,,,,,,,,2,Using only (2),1
son lest,lest,,,,,,,,7,Using only (2),1
son restant de baillarge,orge,,,,,,,,1,Using only (2),1
son restant de boeure,beurre,,,,,,,,1,Using only (2),1
son reste [de cargaison],"divers, assortiment",,,,,,,,2,Using only (2),1
son reste [de chaux],chaux,,,,,,,,1,Using only (2),1
son reste [de marchandises],"divers, assortiment",,,,,,,,3,Using only (2),1
son reste de Marchandises,"divers, assortiment",,,,,,,,1,Using only (2),1
son reste de beurre,beurre,,,,,,,,1,Using only (2),1
son reste de futailles,"tonneaux vides, futailles vides",,,,,,,,1,Using only (2),1
soude,soude,,,,,,,,436,Using only (2),1
soudes,soude,,,,,,,,22,Using only (2),1
soudre,cendres,,,,,,,,1,Using only (2),1
souffre [soufre],souffre,,,,,,,,11,Using only (2),1
soufre,souffre,,,,,,,,39,Using only (2),1
soye,soie,,,,,,,,4,Using only (2),1
soye [soie],soie,,,,,,,,1,Using only (2),1
soyeries,tissu de soie,,,,,,,,1,Using only (2),1
soyes [soies],soie,,,,,,,,1,Using only (2),1
sparteries,"sparterie, espart",,,,,,,,1,Using only (2),1
stocfiche,stockfish,,,,,,,,1,Using only (2),1
stocfiches,stockfish,,,,,,,,3,Using only (2),1
stocfiches [stockfish],stockfish,,,,,,,,1,Using only (2),1
stochefiches [stockfish],stockfish,,,,,,,,1,Using only (2),1
stochefix [stockfish],stockfish,,,,,,,,1,Using only (2),1
stochfiches [stockfish],stockfish,,,,,,,,2,Using only (2),1
stockfiche,stockfish,,,,,,,,1,Using only (2),1
suc de reglisse,suc de réglisse,,,,,,,,1,Using only (2),1
suc de réglisse,suc de réglisse,,,,,,,,1,Using only (2),1
sucre,sucre,,,,,,,,124,Using only (2),1
sucre brut,sucre (brut),,,,,,,,1,Using only (2),1
sucres,sucre,,,,,,,,1,Using only (2),1
suif,suif (baril),,,,,,,,33,Using only (2),1
sumac,sumac,,,,,,,,17,Using only (2),1
sumoule,semoule,,,,,,,,1,Using only (2),1
sègle [seigle],seigle,,,,,,,,2,Using only (2),1
ségle [seigle],seigle,,,,,,,,2,Using only (2),1
tabac,tabac,,,,,,,,17,Using only (2),1
tabac en carotes,tabac (carotte),,,,,,,,1,Using only (2),1
tabac en carrottes,tabac (carotte),,,,,,,,1,Using only (2),1
tabac en poudre,tabac (poudre),,,,,,,,1,Using only (2),1
tabac faisant restant de son chargement,tabac,,,,,,,,1,Using only (2),1
tabac restant de la cargaison,tabac,,,,,,,,1,Using only (2),1
taffia,tafia,,,,,,,,8,Using only (2),1
taffias,tafia,,,,,,,,3,Using only (2),1
tartre,tartre,,,,,,,,4,Using only (2),1
teraille,"poterie, céramique",,,,,,,,2,Using only (2),1
terrailes,"poterie, céramique",,,,,,,,1,Using only (2),1
terraille,"poterie, céramique",,,,,,,,2,Using only (2),1
terrailles,"poterie, céramique",,,,,,,,52,Using only (2),1
terre,terre,,,,,,,,2,Using only (2),1
terre grasse,argile,,,,,,,,1,Using only (2),1
terre pour verrerie,terre (pour verrerie),,,,,,,,1,Using only (2),1
thon frais,thon,,,,,,,,25,Using only (2),1
thon mariné,thon mariné,,,,,,,,9,Using only (2),1
thon mariné de retour de la foire de Beaucaire,"thon mariné (de retour, foire de beaucaire)",,,,,,,,1,Using only (2),1
thon salé,thon salé,,,,,,,,3,Using only (2),1
thon salé et mariné,thon salé et mariné,,,,,,,,1,Using only (2),1
thonneaux vides,"tonneaux vides, futailles vides",,,,,,,,1,Using only (2),1
thé,thé,,,,,,,,4,Using only (2),1
toile,toile,,,,,,,,7,Using only (2),1
toiles,toile,,,,,,,,6,Using only (2),1
toiles a voile,toile à voile,,,,,,,,1,Using only (2),1
toille,toile,,,,,,,,1,Using only (2),1
toilleries,toile,,,,,,,,1,Using only (2),1
toilles,toile,,,,,,,,3,Using only (2),1
toilles à voile,toile à voile,,,,,,,,1,Using only (2),1
tonneau vuides [vides],"tonneaux vides, futailles vides",,,,,,,,1,Using only (2),1
tonneaux vides,"tonneaux vides, futailles vides",,,,,,,,2,Using only (2),1
tonneaux vuides,"tonneaux vides, futailles vides",,,,,,,,1,Using only (2),1
tonnes,"tonneaux vides, futailles vides",,,,,,,,4,Using only (2),1
tuile,tuile,,,,,,,,8,Using only (2),1
tuiles,tuile,,,,,,,,2,Using only (2),1
tuilles,tuile,,,,,,,,4,Using only (2),1
turbe,tourbe,,,,,,,,1,Using only (2),1
turbes,tourbe,,,,,,,,1,Using only (2),1
ustenciles [de pêche],effets de pêche,,,,,,,,10,Using only (2),1
ustenciles de peche,effets de pêche,,,,,,,,2,Using only (2),1
ustenciles de pêche,effets de pêche,,,,,,,,1,Using only (2),1
ustencils,outils,,,,,,,,2,Using only (2),1
ustencils [de pêche],effets de pêche,,,,,,,,2,Using only (2),1
ustencils de pêche,effets de pêche,,,,,,,,36,Using only (2),1
ustensiles [de pêche],effets de pêche,,,,,,,,5,Using only (2),1
ustensiles de pêche,effets de pêche,,,,,,,,19,Using only (2),1
ustensiles pour la pêche de la morue verte,effets de pêche,,,,,,,,1,Using only (2),1
ustensiles pour la pêche à la morue verte,effets de pêche,,,,,,,,33,Using only (2),1
vache,vache,,,,,,,,1,Using only (2),1
vaches,vache,,,,,,,,2,Using only (2),1
verdel,verdet / vert de gris,,,,,,,,1,Using only (2),1
verdes,verdet / vert de gris,,,,,,,,2,Using only (2),1
verdet,verdet / vert de gris,,,,,,,,13,Using only (2),1
verge de moulin,vergue de moulin,,,,,,,,1,Using only (2),1
vermissely,"vermicelles, fideaux",,,,,,,,1,Using only (2),1
verrerie,verrerie,,,,,,,,1,Using only (2),1
verreries,verrerie,,,,,,,,33,Using only (2),1
verres,verre,,,,,,,,1,Using only (2),1
vesses,vesces,,,,,,,,11,Using only (2),1
viande de pate,viande de pate,,,,,,,,23,Using only (2),1
viande de patte,viande de pate,,,,,,,,3,Using only (2),1
viande de paté,viande de pate,,,,,,,,1,Using only (2),1
viande de pâte,viande de pate,,,,,,,,4,Using only (2),1
viande salée,viande salée,,,,,,,,5,Using only (2),1
vide,a vide,,,,,,,,73,Using only (2),1
vieux agrés,agrès,,,,,,,,1,Using only (2),1
vieux cordage,cordages (vieux),,,,,,,,1,Using only (2),1
vieux fer,"vieux fer, féraille",,,,,,,,5,Using only (2),1
vieux fusils,fusil (vieu),,,,,,,,1,Using only (2),1
vieux linge lescivé [lessivé],"vieux effets, vieux linge",,,,,,,,1,Using only (2),1
vieux linge lessivé,"vieux effets, vieux linge",,,,,,,,1,Using only (2),1
vieux linges lescivés,"vieux effets, vieux linge",,,,,,,,2,Using only (2),1
vieux linges lescivés [lessivés],"vieux effets, vieux linge",,,,,,,,11,Using only (2),1
vieux linges lessivés,"vieux effets, vieux linge",,,,,,,,12,Using only (2),1
vin,vin,,,,,,,,1063,Using only (2),1
vin blanc,vin blanc,,,,,,,,2,Using only (2),1
vin de Bourgogne,vin (bourgogne),,,,,,,,1,Using only (2),1
vin de Malaga,vin de malaga,,,,,,,,5,Using only (2),1
vin de la foire de Beaucaire,"vin (de retour, foire de beaucaire)",,,,,,,,1,Using only (2),1
vin de lamalgue,vin (lamalgue),,,,,,,,1,Using only (2),1
vin de muscat,vin muscat,,,,,,,,2,Using only (2),1
vin de teinte,vin (de teinte),,,,,,,,1,Using only (2),1
vin muscat,vin,,,,,,,,6,Using only (2),1
vin pour son lest,vin,,,,,,,,1,Using only (2),1
vin rouge,vin rouge,,,,,,,,2,Using only (2),1
vin à Blaye,vin de bordeaux,,,,,,,,1,Using only (2),1
vin à Bourg,vin de bordeaux,,,,,,,,1,Using only (2),1
vinaigre,vinaigre,,,,,,,,34,Using only (2),1
vinaterie,vinaterie,,,,,,,,1,Using only (2),1
vinatrie,vinaterie,,,,,,,,8,Using only (2),1
vingt [vin],vin,,,,,,,,1,Using only (2),1
vins,vin,,,,,,,,4,Using only (2),1
vitriol,vitriol,,,,,,,,4,Using only (2),1
vivres,vivres,,,,,,,,32,Using only (2),1
voile,voile,,,,,,,,1,Using only (2),1
vuide,a vide,,,,,,,,259,Using only (2),1
xx,blé,,,,,,,,1,Using only (2),1
à l' aventure,a l' aventure,,,,,,,,10,Using only (2),1
à la pêche du cachalot,pêche au cachalot,,,,,,,,10,Using only (2),1
à la pêche du hareng,pêche au hareng,,,,,,,,15,Using only (2),1
à la pêche du poisson frais,pêche au poisson frais,,,,,,,,2,Using only (2),1
à vide,a vide,,,,,,,,117,Using only (2),1
échalote,echalotte,,,,,,,,7,Using only (2),1
échalotte,echalotte,,,,,,,,7,Using only (2),1
écorce d' arbre,ecorce,,,,,,,,2,Using only (2),1
écorce de bois,ecorce,,,,,,,,2,Using only (2),1
écorce de pin,ecorce,,,,,,,,1,Using only (2),1
étain,etain,,,,,,,,9,Using only (2),1
