numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,doubleaccounts
12949,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Bois ; de Campeche,Isles françaises de l'ameriques,14631.28,245988,livres,.125,-16117.22,erreur de calcule,0
12950,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Bois ; de Cayenne,Isles françaises de l'ameriques,2740.38,45973,livres,.06,-18.01,prix diviser par 100,0
12951,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Bois ; de Gayac,Isles françaises de l'ameriques,83.5,1670,livres,.05,0,,0
12952,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Bois ; ouvré,Isles françaises de l'ameriques,7760,7760,valeur,0,7760,manque prix unitaire,0
12953,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Bougie,Isles françaises de l'ameriques,30,20,livres,1.5,0,,0
12954,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Cacao,Isles françaises de l'ameriques,10875.2,15536,livres,.7,0,,0
12955,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Caffé,Isles françaises de l'ameriques,508684.8,782592,livres,.65,0,,0
12956,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Canefice,Isles françaises de l'ameriques,31,62,livres,.5,0,,0
12957,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Cire jeaunne,Isles françaises de l'ameriques,556.5,371,livres,1.5,0,,0
12958,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,confitures,Isles françaises de l'ameriques,3225,3225,livres,1,0,,0
12959,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,coton en laine,Isles françaises de l'ameriques,211929.6,139456,livres,1.5,2745.6,erreur de calcule,0
12960,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Cuirs de Bœuf en poil,Isles françaises de l'ameriques,225.4,644,livres,.35,0,,0
12961,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Dents du Morphel,Isles françaises de l'ameriques,5364,894,livres,6,0,,0
12962,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Ecaille de Tortue,Isles françaises de l'ameriques,1611,179,livres,9,0,,0
12963,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Gimgembre,Isles françaises de l'ameriques,46.8,104,livres,.45,0,9 livres au lieu de 9 sous,0
12964,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,huille de poisson,Isles françaises de l'ameriques,7936.5,31746,livres,.25,0,,0
12965,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Indigo,Isles françaises de l'ameriques,708650,141730,livres,5,0,,0
12966,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,liqueurs,Isles françaises de l'ameriques,8538,2846,bouteilles,3,0,,0
12967,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,morue Seche,Isles françaises de l'ameriques,504900,2805000,livres,.18,0,prix diviser par 100,0
12968,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Morue Verte,Isles françaises de l'ameriques,3522,2348,nombres,1.5,0,,0
12969,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Ris,Isles françaises de l'ameriques,164.25,730,livres,.225,0,,0
12970,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Rocou,Isles françaises de l'ameriques,51993,51993,livres,1,0,,0
12971,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Sirop de Capilaire,Isles françaises de l'ameriques,5957,5957,livres,1,0,,0
12972,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Sucre Brut,Isles françaises de l'ameriques,1249865,4807173,livres,.26,0,prix diviser par 100,0
12973,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Sucre en pain,Isles françaises de l'ameriques,63,105,livres,.6,0,,0
12974,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Sucre terré,Isles françaises de l'ameriques,619505.6,1548764,livres,.4,0,,0
12975,Demba,41 ETP 270 / 9430,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1767,Imports,La Rochelle,4,Sucre teste,Isles françaises de l'ameriques,38684.7,128949,livres,.3,0,,0
12976,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Bœuf Salé,Angleterre,105810,3527,livres,30,0,,0
12977,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Beurre,Angleterre,232841.4,423348,livres,.55,0,oublie de la valeur en sous,0
12978,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Charbon de Terre,Angleterre,16835,3367,bailles,5,0,,0
12979,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Charbon de Terre,Angleterre,52780,150810,livres,.35,-3.5,erreur de calcul,0
12980,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Charbon de Terre,Angleterre,143.33,86,quarts,1.6666667,-.01,oublie de la valeur en sous et denier,0
12981,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Clous de fer,Angleterre,13707.9,45693,livres,.3,0,oublie de la valeur en sous,0
12982,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Plomb en saumon,Angleterre,110276,441104,livres,.25,0,,0
12983,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Saumon Sallé,Angleterre,525,2100,livres,.25,0,,0
12984,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Sel,Angleterre,3540.25,104.13,muids,34,0,oublie de la valeur en sous,0
12985,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,1,Suif,Angleterre,4183.2,9960,livres,.42,0,prix diviser par 100 et oubli de la valeur en sous,0
12986,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; Merain,Danemark,150,3000,livres,.05,0,,0
12987,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; de Sapin,Danemark,336,84,pieces,4,0,,0
12988,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Charbon de Terre,Danemark,4430,886,bailles,5,0,,0
12989,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,fer en barres,Danemark,12000,80000,livres,.15,0,,0
12990,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Fromage,Danemark,423.5,1694,livres,.25,0,oublie de la valeur en sous,0
12991,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Gaudron,Danemark,324,18,barils,18,0,,0
12992,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Mats de 20 pieds,Danemark,100,2,mats,50,0,,0
12993,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,matreaux,Danemark,200,50,pieces,4,0,,0
12994,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Planches de Sapin,Danemark,212400,236000,plamches,.9,0,,0
12995,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Rogues,Danemark,4584,382,barils,12,0,,0
12996,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Sel,Danemark,11224,330,muids,34,4,erreur de calcul,0
12997,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,fer en barres,Espagne,525,3500,livres,.15,0,,0
12998,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,huille de poisson,Espagne,33492.5,133970,livres,.25,0,oublie de la valeur en sous,0
12999,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Orange,Espagne,300,6000,nombres,.05,0,,0
13000,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Acier,Hollande,23814.7,68042,livres,.35,0,prix divisé par 100 et oublie de la valeur en sous,0
13001,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Amidon,Hollande,8232,23520,livres,.35,0,prix divisé par 100,0
13002,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,azur,Hollande,2007,3345,livres,.6,0,,0
13003,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Baleine coupée,Hollande,39000,9750,livres,4,0,,0
13004,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,beaume de Copahu,Hollande,410,82,livres,5,0,,0
13005,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Beurre,Hollande,1281.5,2330,livres,.55,0,oublie de la valeur en sous,0
13006,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bierre,Hollande,53625,1625,bariques,33,0,,0
13007,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bierre,Hollande,12320,560,tierçons,22,0,,0
13008,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; a bariques,Hollande,7863,26210,douelles,.3,0,,0
13009,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; a pipe,Hollande,2365,4300,douelles,.55,0,,0
13010,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; à teindre,Hollande,514.5,2058,livres,.25,0,oublie de la valeur en sous,0
13011,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; de brezil en buches,Hollande,192,320,livres,.6,0,prix divisé par 100,0
13012,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; de brezil rapé,Hollande,487.5,650,livres,.75,0,,0
13013,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; de Campeche,Hollande,2200,17600,livres,.125,0,,0
13014,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; de chesne,Hollande,55012.5,7335,pieces,7.5,0,oublie de la valeur en sous,0
13015,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; de Colliatour moulu,Hollande,4044.25,11555,livres,.35,0,oublie de la valeur en sous,0
13016,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; de Fermanbourg,Hollande,20900,418,quints,50,0,,0
13017,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; jaune rapé,Hollande,47.25,630,livres,.075,0,oublie de la valeur en sous,0
13018,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bois ; mérain,Hollande,7341,24470,douelles,.3,0,,0
13019,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Borax,Hollande,690,115,livres,6,0,,0
13020,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bordage,Hollande,3288,1096,nombres,3,0,,0
13021,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bourre de Bœuf,Hollande,1510,15100,livres,.1,0,,0
13022,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Bray,Hollande,10240,640,barils,16,0,,0
13023,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Briques,Hollande,489,32600,bariques,.015,0,prix divisé par 1000,0
13024,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Brosses,Hollande,48,120,nombres,.4,0,,0
13025,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Brosserie commune,Hollande,957,1205,douzaines,7.5,-8080.5,erreur de calcul,0
13026,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Canelles,Hollande,826,59,livres,14,0,prix divisé par 100,0
13027,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Cauris,Hollande,16881.2,60290,livres,.28,0,oubli des sous en valeur,0
13028,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,chandelle,Hollande,997.5,1995,livres,.5,0,prix divisé par 100 et oubli des sous en valeur,0
13029,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Chanvre en rames,Hollande,52920,2940,quints,18,0,oublie de divisé le prix par 100,0
13030,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Cinabre Broyé,Hollande,330,55,livres,6,0,prix divisé par 100,0
13031,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Cire jaune,Hollande,13760,172,quints,80,0,oublie de divisé le prix par 100,0
13032,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Cloux de fer,Hollande,19196.4,63988,livres,.3,0,prix divisé par 100 et oubli des sous en valeur,0
13033,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Cloux de Geroffle,Hollande,1440,144,livres,10,0,,0
13034,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Colle,Hollande,1116,1860,livres,.6,0,prix divisé par 100,0
13035,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,2,Couperose,Hollande,8135.8,81358,livres,.1,0,prix divisé par 100 et oubli des sous en valeur,0
13036,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Cuivre Brut,Hollande,54530,54530,livres,1,0,prix divisé par 100,0
13037,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Cuivre ouvré,Hollande,5548.75,4825,livres,1.15,0,prix divisé par 100 et oubli des sous en valeur,0
13038,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Epousterie,Hollande,4307.5,8615,livres,.5,0,oubli des sous en valeur,0
13039,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fer en barres,Hollande,384900,25660,quints,15,0,,0
13040,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fer blanc,Hollande,24720,206,barils,120,0,,0
13041,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fer coulé,Hollande,8097.96,6981,livres,1.16,0,prix divisé par 100 et oubli des sous en valeur,0
13042,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fer en etoc,Hollande,235.6,1178,livres,.2,0,oubli des sous en valeur,0
13043,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fer en fleaux,Hollande,210,420,livres,.5,0,,0
13044,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fer feuillard,Hollande,7403.44,33652,livres,.22,0,prix divisé par 100 et oubli des sous en valeur,0
13045,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fer poeles à frire,Hollande,3419.6,8549,livres,.4,0,prix divisé par 100 et oubli des sous en valeur,0
13046,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fer Taule,Hollande,4962.3,11815,livres,.42,0,prix divisé par 100 et oubli des sous en valeur,0
13047,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Fer en Verges,Hollande,9360,39000,livres,.24,0,prix divisé par 100,0
13048,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fer ouvré,Hollande,3729,13560,livres,.275,0,,0
13049,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fil de fer,Hollande,4964,12410,livres,.4,0,prix divisé par 100,0
13050,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,fil de Laiton,Hollande,575400,4110,quints,140,0,prix divisé par 100,0
13051,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Fromage,Hollande,275660,1102640,livres,.25,0,,0
13052,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Garance,Hollande,4150.8,6918,livres,.6,0,oubli des sous en valeur,0
13053,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Gaudron,Hollande,7605,507,barils,15,0,,0
13054,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Gomme Gutte,Hollande,810,135,livres,6,0,,0
13055,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Graine de choux,Hollande,1332,222,livres,6,0,,0
13056,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Grelots,Hollande,23,23,livres,1,0,,0
13057,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Gros Rouge,Hollande,1088.75,21775,livres,.05,0,prix divisé par 100 et oubli des sous en valeur,0
13058,Demba,41 ETP 270 / 9431,Local/La Rochelle/41 ETP 270/La Rochelle - Entrées - 1718-1780.csv,Local,1768,Imports,La Rochelle,3,Guinée,Hollande,3960,120,piéces,33,0,,0
