numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,DoubleAccounts
2573,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,94,Verres ; communs,Indes,2479,3306.0,312869,livres,51238,,,0
2574,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Verres ; de lampes,Isles,1200,600.0,312869,en nombre,,,,0
2575,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Verres ; à vitres,Allemagne,1361,5444.0,312869,livres,190973,,,0
2576,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Verres ; à vitres,Espagne,2497,1248.0,312869,livres,190973,,,0
2577,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Verres ; à vitres,Hollande,170855,5437.0,312869,paniers,190973,,,0
2578,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Verres ; à vitres,Nord,14670,489.0,312869,paniers,190973,,,0
2579,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Verres ; à vitres,Suede,1590,53.0,312869,paniers,190973,,,0
2580,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Verres ; verrerie,Isles,1158,772.0,312869,paniers,2253,,,0
2581,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Verres ; verrerie,Indes,1095,730.0,312869,livres,2253,,,0
2582,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; d'Amont,Flandre,202425,674.75,3.64E7,tonneaux,678600,,le total devrait être,0
2583,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; d'Amont,Hollande,309000,1030.0,3.64E7,tonneaux,678600,,,0
2584,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; d'Amont,Nord,167175,557.25,3.64E7,tonneaux,678600,,,0
2585,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; d'Aubagne,Isles,4565,83.0,3.64E7,barriques,7315,,,0
2586,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; d'Aubagne,Guinee,2750,50.0,3.64E7,barriques,7315,,,0
2587,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; blanc,Hollande,1120,56.0,3.64E7,millerolles,4620,,,0
2588,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; blanc,Levant,3500,175.0,3.64E7,millerolles,4620,,,0
2589,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux,Angleterre,,1325.0,3.64E7,muids,1395660,2.76E7,,0
2590,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux,Angleterre,801900,17.25,3.64E7,tonneaux,1395660,2.76E7,2 qtités pour Angleterre,0
2591,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux,Portugal,1228,1638.0,3.64E7,bouteilles,1395660,2.76E7,,0
2592,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux,Isles,106764,273.0,3.64E7,tonneaux,1395660,2.76E7,,0
2593,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux,Guinee,25700,64.25,3.64E7,tonneaux,1395660,2.76E7,,0
2594,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux,Indes,,1124.25,3.64E7,tonneaux,1395660,2.76E7,,0
2595,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux,Indes,460068,288.0,3.64E7,caisses,1395660,2.76E7,2 qtités pour Indes,0
2596,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Angleterre,100500,335.0,3.64E7,tonneaux,5211325,2.76E7,,0
2597,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Danemark,49875,166.25,3.64E7,tonneaux,5211325,2.76E7,,0
2598,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Espagne,40050,133.5,3.64E7,tonneaux,5211325,2.76E7,,0
2599,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Flandre,75200,250.0,3.64E7,tonneaux,5211325,2.76E7,,0
2600,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Hollande,2296475,7654.8,3.64E7,tonneaux,5211325,2.76E7,,0
2601,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Nord,1185525,3951.75,3.64E7,tonneaux,5211325,2.76E7,,0
2602,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Russie,432450,1441.5,3.64E7,tonneaux,5211325,2.76E7,,0
2603,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Suede,47000,235.0,3.64E7,tonneaux,5211325,2.76E7,,0
2604,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Isles,965100,3217.0,3.64E7,tonneaux,5211325,2.76E7,,0
2605,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de haut,Guinee,19150,95.0,3.64E7,tonneaux,5211325,2.76E7,,0
2606,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Angleterre,1208500,1208.5,3.64E7,tonneaux,2.1E7,2.76E7,,0
2607,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Danemark,341500,852.75,3.64E7,tonneaux,2.1E7,2.76E7,,0
2608,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Espagne,214900,537.25,3.64E7,tonneaux,2.1E7,2.76E7,,0
2609,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Flandre,286200,715.0,3.64E7,tonneaux,2.1E7,2.76E7,,0
2610,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Hollande,5794966,14487.33,3.64E7,tonneaux,2.1E7,2.76E7,,0
2611,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Nord,6048600,15121.5,3.64E7,tonneaux,2.1E7,2.76E7,,0
2612,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Russie,2346500,5866.25,3.64E7,tonneaux,2.1E7,2.76E7,,0
2613,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Suede,291200,728.0,3.64E7,tonneaux,2.1E7,2.76E7,,0
2614,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Isles,4332000,10830.0,3.64E7,tonneaux,2.1E7,2.76E7,,0
2615,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Guinee,70175,225.75,3.64E7,tonneaux,2.1E7,2.76E7,,0
2616,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,96,Vin ; de Bordeaux ; de ville,Indes,53250,177.5,3.64E7,tonneaux,2.1E7,2.76E7,,0
2617,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne,Angleterre,43777,91.5,3.64E7,muids,151252,409437,le sous total 2 devrait être 309 437,0
2618,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne,Flandre,88800,444.0,3.64E7,barriques,151252,409437,,0
2619,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne,Nord,13300,46.0,3.64E7,muids,151252,409437,,0
2620,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne,Russie,1152,4.0,3.64E7,muids,151252,409437,,0
2621,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne,Suede,1148,1148.0,3.64E7,bouteilles,151252,409437,,0
2622,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne,Suisse,3075,10.0,3.64E7,poinçons,151252,409437,,0
2623,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne ; de Beaune,Allemagne,39018,928.0,3.64E7,poinçons,152915,409437,le total devrait être 52 915,0
2624,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne ; de Beaune,Angleterre,7800,15.5,3.64E7,poinçons,152915,409437,,0
2625,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne ; de Beaune,Flandre,4050,97.0,3.64E7,poinçons,152915,409437,,0
2626,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne ; de Beaune,Suisse,2047,13.66,3.64E7,poinçons,152915,409437,,0
2627,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne ; de Dijon,Allemagne,17600,176.0,3.64E7,poinçons,29650,409437,,0
2628,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne ; de Dijon,Flandre,2800,28.0,3.64E7,poinçons,29650,409437,,0
2629,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne ; de Dijon,Suisse,9250,92.0,3.64E7,poinçons,29650,409437,,0
2630,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne ; de Macon,Geneve,4020,67.0,3.64E7,muids,409437,,,0
2631,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bourgogne ; de Nuits,Allemagne,71600,358.0,3.64E7,poinçons,409437,,,0
2632,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Bugiy,Geneve,17348,964.0,3.64E7,poinçons,,,,0
2633,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Cette,Isles,5715,127.0,3.64E7,barriques,,,,0
2634,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne,Angleterre,34979,87.5,3.64E7,muids,54392,647754,,0
2635,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne,Danemark,2448,1632.0,3.64E7,bouteilles,54392,647754,,0
2636,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne,Nord,16965,10560.0,3.64E7,bouteilles,54392,647754,,0
2637,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Chaalons,Allemagne,16661,10265.0,3.64E7,bouteilles,647754,,,0
2638,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Montagne,Allemagne,32430,270.25,3.64E7,pièces,188890,647754,,0
2639,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Montagne,Angleterre,1800,12.0,3.64E7,pièces,188890,647754,,0
2640,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Montagne,Flandre,151500,606.0,3.64E7,pièces,188890,647754,,0
2641,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Montagne,Hollande,3250,13.0,3.64E7,pièces,188890,647754,,0
2642,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Allemagne,,223.0,3.64E7,veltes,244109,647754,,0
2643,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Allemagne,116686,66030.0,3.64E7,bouteilles,244109,647754,2 qtités pour Allemagne,0
2644,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Angleterre,35910,20520.0,3.64E7,bouteilles,244109,647754,,0
2645,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Espagne,1697,970.0,3.64E7,bouteilles,244109,647754,,0
2646,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Flandre,23561,13393.0,3.64E7,bouteilles,244109,647754,,0
2647,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Hollande,19881,11361.0,3.64E7,bouteilles,244109,647754,,0
2648,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Italie,3927,2244.0,3.64E7,bouteilles,244109,647754,,0
2649,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Savoye,1694,968.0,3.64E7,bouteilles,244109,647754,,0
2650,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Suisse,18108,181.0,3.64E7,poinçons,244109,647754,,0
2651,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de Reims,Indes,22645,12940.0,3.64E7,bouteilles,244109,647754,,0
2652,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de riviere,Allemagne,44732,219.0,3.64E7,pièces,143612,647754,,0
2653,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Champagne ; de riviere,Flandre,98880,412.0,3.64E7,pièces,143612,647754,,0
2654,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Chipre,Russie,1000,10.0,3.64E7,millerolles,,,,0
2655,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Cognac,Hollande,5400,30.0,3.64E7,tonneaux,200929,,,0
2656,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Cognac,Nord,188149,1045.25,3.64E7,tonneaux,200929,,,0
2657,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Cognac,Isles,7380,20.5,3.64E7,tonneaux,200929,,,0
2658,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Comté,Allemagne,21750,290.0,3.64E7,muids,78225,,,0
2659,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Comté,Suisse,56475,753.0,3.64E7,muids,78225,,,0
2660,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Dauphiné,Savoye,78258,9782.25,3.64E7,asnées,80080,,,0
2661,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,97,Vin ; de Dauphiné,Suisse,1822,455.0,3.64E7,????,80080,,,0
2662,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; d'Espagne,Isles,2207,1672.0,3.64E7,bouteilles,3207,21157,,0
2663,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; d'Espagne,Guinee,1000,20.0,3.64E7,tonneaux,3207,21157,,0
2664,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; d'Espagne : de Barcelonne,Isles,5530,19.75,3.64E7,bouteilles,21157,,,0
2665,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; d'Espagne ; de Malaga,Genes,7320,122.0,3.64E7,millerolles,12420,21157,,0
2666,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; d'Espagne ; de Malaga,Savoye,5100,85.0,3.64E7,millerolles,12420,21157,,0
2667,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; d'Espagne ; de Malaga,Isles,,,3.64E7,,12420,21157,,0
2668,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; François,Allemagne,169200,564.0,3.64E7,tonneaux,1506634,,,0
2669,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; François,Espagne,9127,30.4,3.64E7,tonneaux,1506634,,,0
2670,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; François,Flandre,840600,2802.0,3.64E7,tonneaux,1506634,,,0
2671,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; François,Hollande,236500,788.33,3.64E7,tonneaux,1506634,,,0
2672,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; François,Nord,225000,750.0,3.64E7,tonneaux,1506634,,,0
2673,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; François,Isles,26207,26207.0,3.64E7,bouteilles,1506634,,,0
2674,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Gaillac,Isles,2325,31.0,3.64E7,barriques,,,,0
2675,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Gensac,Isles,11900,29.75,3.64E7,tonneaux,,,,0
2676,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; hors,Nord,1194,21.0,3.64E7,????,6804,,,0
2677,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; hors,Guinee,5610,66.0,3.64E7,barriques,6804,,,0
2678,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; jauge gros bard,Allemagne,1612,10.75,3.64E7,muids,16822,,,0
2679,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; jauge gros bard,Flandre,15210,117.0,3.64E7,pièces,16822,,,0
2680,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Langres,Allemagne,3800,19.0,3.64E7,muids,,,,0
2681,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Languedoc,Angleterre,89200,1115.0,3.64E7,muids,1032310,,,0
2682,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Languedoc,Espagne,1600,20.0,3.64E7,muids,1032310,,,0
2683,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Languedoc,Geneve,42210,938.0,3.64E7,muids,1032310,,,0
2684,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Languedoc,Hollande,556040,6950.5,3.64E7,muids,1032310,,,0
2685,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Languedoc,Italie,128360,2139.33,3.64E7,muids,1032310,,,0
2686,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Languedoc,Suede,212200,2652.5,3.64E7,muids,1032310,,,0
2687,Saadia Mai,IIHS-122E,National/Objet Général/IIHS - Amsterdam/1771.csv,Objet Général,1771,Exports,98,Vin ; de Languedoc,Isles,2700,36.0,3.64E7,barriques,1032310,,,0
