simplification,nbr_occurences_simpl,ulrich,obsolete,nbr_occurences_ulrich
bandes de roues de fer,1,out,non,288284
bandes de tulles brodées,1,out,non,288284
bandes et barres de fer,1,out,non,288284
bandoulières garnies d'argent,1,out,non,288284
bannes et bannettes d'osier,1,out,non,288284
bannettes d'osier,1,out,non,288284
bannettes de cuir,1,out,non,288284
bannière de Damas,1,out,non,288284
banquette,4,out,non,288284
baquelets,1,out,non,288284
baquets,2,out,non,288284
baquets à jeter l'eau,1,out,non,288284
baquets de cuivre,2,out,non,288284
baquets de fer,1,out,non,288284
baquets de rechange,1,out,non,288284
baquets de sapin,1,out,non,288284
baracan,67,out,non,288284
baracan aune,1,out,oui,288284
baracan d'Abbeville,1,out,non,288284
baracan de laine,14,out,non,288284
baracan de laine et de poil,2,out,non,288284
baracan de Lille,1,out,non,288284
baracan de poil,2,out,non,288284
baras,1,out,non,288284
barat de laine,1,out,non,288284
baratte,1,out,non,288284
barbançons,6,out,non,288284
barbançons de grès,12,out,non,288284
barbançons de terre,15,out,non,288284
barbançons de terre de grès,1,out,non,288284
barbançons de verre,1,out,non,288284
barbe de baleine,8,out,non,288284
barbotine,3,out,non,288284
barbues,1,out,non,288284
barbues couvertes d'étamine,1,out,non,288284
barbues de grès,14,out,non,288284
barbues de terre,1,out,non,288284
barbues ouvrées et cannettes ouvrées et jarres de terre ouvrées,1,out,non,288284
bardes,5,out,non,288284
barilleau,4,out,non,288284
barilleau de laine,2,out,non,288284
barils,7,out,non,288284
barils à poudre,5,out,non,288284
barils ancres,1,out,non,288284
barils de chêne,1,out,non,288284
barils de fer-blanc,1,out,non,288284
barils de fer-blanc simples,1,out,non,288284
barils de sapin,1,out,non,288284
barils de tonnelier,2,out,non,288284
barils de vin de ???,2,out,non,288284
barils doubles de fer-blanc,1,out,non,288284
barils neufs,1,out,non,288284
barils petits,2,out,non,288284
barils pour saler sardines,1,out,non,288284
barils vides,88,out,non,288284
barils vides de sardines,2,out,non,288284
barils vieux,1,out,non,288284
barois,2,out,non,288284
baromètre,3,out,non,288284
barques,2,out,non,288284
barques démontées,1,out,non,288284
barques en bottes,1,out,non,288284
barquettes,1,out,non,288284
barquettes et nacelles,1,out,non,288284
barquettes vieilles,1,out,non,288284
barreau de laine,2,out,non,288284
barreaux,3,out,non,288284
barreaux de bois,2,out,non,288284
barreaux de bois et planches de bois,2,out,non,288284
barreaux de sapin,2,out,non,288284
barreaux de sapin de 10 pieds,1,out,non,288284
barreaux neufs,1,out,non,288284
barres,2,out,non,288284
barres à nègre,1,out,non,288284
barres carrées de fer étiré,1,out,non,288284
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement,1,out,non,288284
barres carrées de fer étiré de 15 inclusivement à 22 millimètres exclusivement sur chaque face,1,out,non,288284
barres carrées de fer étiré de 22 millimètres et plus sur chaque face,2,out,non,288284
barres carrées de fer étiré de moins de 15 millimètres,1,out,non,288284
barres carrées de fer étiré de moins de 15 millimètres sur chaque face,1,out,non,288284
barres d'anspect en bois,1,out,non,288284
barres d'anspects,72,out,non,288284
barres d'anspects et barres de cabestan,1,out,non,288284
barres d'étain,3,out,non,288284
barres d'étain ou blocs d'étain,2,out,non,288284
barres de barrique,1,out,non,288284
barres de bois,26,out,non,288284
barres de cabestan,51,out,non,288284
barres de cabestan en bois,2,out,non,288284
barres de chêne,1,out,non,288284
barres de chêne petites,1,out,non,288284
barres de cuivre,1,out,non,288284
barres de fer,2089,out,non,288284
barres de fer à frire,1,out,non,288284
barres de fer blanc,2,out,non,288284
barres de fer d'Espagne,3,out,non,288284
barres de fer de Suède,2,out,non,288284
barres de fer étiré,1,out,non,288284
barres de futel,1,out,non,288284
barres de guindeau,44,out,non,288284
barres de sapin,1,out,non,288284
barres de sapin de 3 à 4 pieds,1,out,non,288284
barres de sapin pour fonçaille,1,out,non,288284
barres et verges de fer,10,out,non,288284
barres fines de fer,1,out,non,288284
barres maître-fond,1,out,non,288284
barres plates de fer étiré,1,out,non,288284
barres plates de fer étiré de 113 à 366 millimètres ou 42 à 72 lignes inclusivement,1,out,non,288284
barres plates de fer étiré de 213 à 366 millimètres de largueur multipliée par l'épaisseur,1,out,non,288284
barres plates de fer étiré de moins de 113 millimètres ou 42 lignes,1,out,non,288284
barres plates de fer étiré de moins de 213 millimètres de largueur multipliée par l'épaisseur,1,out,non,288284
barres plates de fer étiré de plus de 366 millimètres de largeur multipliée par l'épaisseur,1,out,non,288284
barres plates de fer étiré de plus de 366 millimètres ou 72 lignes,1,out,non,288284
barres pour édifices,1,out,non,288284
barres pour édifiées,1,out,non,288284
barres rondes de fer étiré,1,out,non,288284
barres rondes de fer étiré de 15 millimètres et plus de diamètres,1,out,non,288284
barres rondes de fer étiré de 15 millimètres ou 7 lignes et plus de diamètres,1,out,non,288284
barres rondes de fer étiré de moins de 15 millimètres de diamètres,1,out,non,288284
barres rondes de fer étiré de moins de 15 millimètres ou 7 lignes diamètres,1,out,non,288284
barretons d'or,1,,non,1091
barrettes,1,out,non,288284
barrettes de cuivre,3,out,non,288284
barrettes de fer,1,out,non,288284
barriques,54,out,non,288284
barriques à eau,2,out,non,288284
barriques cerclées de fer,1,out,non,288284
barriques cerclées de fer et vides,1,out,non,288284
barriques d'eau,1,,non,1091
barriques en bœuf,1,out,non,288284
barriques neuves,5,out,non,288284
barriques vides,94,out,non,288284
barriques vides vieilles,48,out,non,288284
barriques vieilles,20,out,non,288284
bas,5,out,non,288284
bas à crin d'or et de soie,1,out,non,288284
bas communs,2,out,non,288284
bas d'estam,1,out,non,288284
bas d'estame,53,out,non,288284
bas d'estame fins,2,out,non,288284
bas d'étoffe,1,out,non,288284
bas de bourre de soie,6,out,non,288284
bas de Carcassone,1,out,non,288284
bas de castor,4,out,non,288284
bas de chamois,16,out,non,288284
bas de coton,392,cotton goods,non,9461
bas de coton 1300 lignes,1,cotton goods,non,9461
bas de coton de femme,1,cotton goods,non,9461
bas de coton en paires,1,cotton goods,non,9461
bas de coton et bas de fil,142,cotton goods,non,9461
bas de coton et bas de fil et bas de soie,1,cotton goods,non,9461
bas de coton et bas de fil par paires,1,cotton goods,non,9461
bas de coton et bas de soie,1,cotton goods,non,9461
bas de coton et bonnets de coton,30,cotton goods,non,9461
bas de coton et laine,1,cotton goods,non,9461
bas de coton pour enfant,1,cotton goods,non,9461
bas de coton pour femme,1,cotton goods,non,9461
bas de coton pour homme,1,cotton goods,non,9461
bas de coutil,1,,non,1091
bas de fil,548,out,non,288284
bas de fil commun,21,out,non,288284
bas de fil d'or,2,out,non,288284
bas de fil divers,1,out,non,288284
bas de fil et bas de laine,1,out,non,288284
bas de fil et bonnets,2,out,non,288284
bas de fil et pour femme,2,out,non,288284
bas de fil et pour homme,1,out,non,288284
bas de fil par paires,3,out,non,288284
bas de filoselle,139,out,non,288284
bas de Flandre d'homme,1,out,non,288284
bas de Flandre de femme,1,out,non,288284
bas de flans,1,,non,1091
bas de fleuret,40,out,non,288284
bas de laine,479,out,non,288284
bas de laine 40 lignes,1,out,non,288284
bas de laine communs,9,out,non,288284
bas de laine d'homme,1,out,non,288284
bas de laine de Ségovie,3,out,non,288284
bas de laine écarlate,2,out,non,288284
bas de laine et bas de soie,1,out,non,288284
bas de laine et bonnets de laine,7,out,non,288284
bas de laine et gants de laine et bonnets de laine,2,out,non,288284
bas de laine fin,17,out,non,288284
bas de laine grossière,21,out,non,288284
bas de laine par paires,2,out,non,288284
bas de mulet,1,out,non,288284
bas de peau,7,out,non,288284
bas de poil,6,out,non,288284
bas de poil et bas de soie,3,out,non,288284
bas de Saint-Mexant,7,out,non,288284
bas de Ségovie,2,out,non,288284
bas de soie,938,out,non,288284
bas de soie à coins d'argent,1,out,non,288284
bas de soie à coins d'or,2,out,non,288284
bas de soie à coins d'or et bas de soie à coins d'argent,2,out,non,288284
bas de soie brodés,1,out,non,288284
bas de soie brodés d'or,1,out,non,288284
bas de soie brodés d'or et bas de soie brodés d'argent,1,out,non,288284
bas de soie de Chine,1,out,non,288284
bas de soie de Chine pour femme,1,out,non,288284
bas de soie de Chine pour homme,1,out,non,288284
bas de soie et gants de soie,1,out,non,288284
bas de soie pour femme,25,out,non,288284
bas de soie pour homme,26,out,non,288284
bas de soie pour teindre,1,out,non,288284
bas de soie vieux,3,out,non,288284
bas de toile,1,out,non,288284
bas des Îles et des Indes,1,out,non,288284
bas des Indes de poil,1,out,non,288284
bas drapés,1,out,non,288284
bas écriers,1,out,non,288284
bas et bonnets de castor,1,out,non,288284
bas et bonnets de fil,4,out,non,288284
bas et gants de poil,1,out,non,288284
bas étrillés,1,out,non,288284
bas gants et bonnets de laine fil et coton,2,cotton goods,non,9461
bas grossiers,4,out,non,288284
bas pour femme,1,out,non,288284
bas pour homme,1,out,non,288284
bas-relief de marbre,1,out,non,288284
basanes,35,out,non,288284
basanes apprêtées,1,out,non,288284
basanes de mouton,9,out,non,288284
basanes de mouton tannées,2,out,non,288284
basanes de veau,4,out,non,288284
basanes tannées,182,out,non,288284
basanes tannées de veau,8,out,non,288284
basin,532,cotton goods,non,9461
basin argent et or,1,out,non,288284
basin blanc,3,cotton goods,non,9461
basin blanc de 10 aunes,1,cotton goods,non,9461
basin blanc de 11 aunes,1,cotton goods,non,9461
basin blanc de fil,1,out,non,288284
basin brodé,7,out,non,288284
basin brodé de soie,1,out,non,288284
basin brodé de soie et d'or,1,out,non,288284
basin brodé en soie,1,,oui,1091
basin brodé et de coton et de fil,1,,oui,1091
basin clair et uni,1,,oui,1091
basin clair mêlé de coton,1,cotton goods,non,9461
basin commun,16,cotton goods,non,9461
basin commune,6,,oui,1091
basin coton,1,cotton goods,non,9461
basin coton et fil,2,,oui,1091
basin coutil croisée et autre de chanvre et de lin,2,,oui,1091
basin coutil croisée et autres,2,,oui,1091
basin coutil croisée et autres de chanvre et de lin,3,,oui,1091
basin de 11 aunes,1,,non,1091
basin de 15 aunes,1,,non,1091
basin de 40 aunes,1,,non,1091
basin de Bruges écru,1,,oui,1091
basin de Bruges écru de 115 aunes,1,,non,1091
"basin de Bruges écru en pièce de 11,5 aunes",1,cotton goods,oui,9461
basin de coton et basin de fil,2,cotton goods,non,9461
basin de coton et de fil,3,,oui,1091
basin de coton et de fil et teinte,1,,oui,1091
basin de fil,4,cotton goods,non,9461
basin de fil et de coton,2,cotton goods,non,9461
basin de Godelour,1,out,non,288284
basin de lin,2,out,non,288284
basin de lin peint,1,out,non,288284
basin de Rouen,1,cotton goods,non,9461
basin de soie,1,out,non,288284
basin de Troyes,11,cotton goods,non,9461
basin des Indes,47,cotton goods,non,9461
basin en aunes,1,cotton goods,non,9461
basin et de coutil,5,,oui,1091
basin et Nankin,8,cotton goods,non,9461
basin étranger,4,,oui,1091
basin fin,2,,oui,1091
basin gros,3,,oui,1091
basin national,5,,oui,1091
basin peint,1,cotton goods,non,9461
basin pièces,3,,oui,1091
basin pièces de 11 aunes,1,cotton goods,oui,9461
basin pièces de 15 aunes,1,cotton goods,oui,9461
basin pièces de 40 aunes,1,cotton goods,oui,9461
basin rayé,1,cotton goods,non,9461
basin sec fil,1,out,non,288284
basin tout coton,1,cotton goods,non,9461
basin uni et Nankin uni,2,cotton goods,non,9461
baspormettes,1,out,non,288284
basse,6,out,non,288284
basse de viole,10,out,non,288284
basse et bassons,1,out,non,288284
basse et chapeaux chinois,1,out,non,288284
bassin à barbe,1,out,non,288284
bassin à barbe de cuivre,1,out,non,288284
bassin à cassave,1,out,non,288284
bassin d'étain,27,out,non,288284
bassin de barbe,1,out,non,288284
bassin de bois,1,out,non,288284
bassin de cuivre,96,out,non,288284
bassin de cuivre grand,1,out,non,288284
bassin de cuivre jaune,13,out,non,288284
bassin de cuivre jaune et chaudron de cuivre jaune,1,out,non,288284
bassin de cuivre jaune pour l'entrepôt à la destination de la Compagnie des Indes,1,out,non,288284
bassin de cuivre petit,1,out,non,288284
bassin de cuivre pour l'entrepôt pour Guinée,1,out,non,288284
bassin de fer,6,out,non,288284
bassin de marbre,1,out,non,288284
bassines de cuivre,6,out,non,288284
bassons,4,out,non,288284
bassons clarinettes,1,out,non,288284
bast et écorce d'arbre et foularde,4,out,non,288284
batanomes,119,out,non,288284
batanony,3,out,non,288284
bâtardes,1,out,non,288284
batavia,6,out,non,288284
bateaux,7,out,non,288284
bateaux à pêcher,3,out,non,288284
bateaux neufs,3,out,non,288284
bâtiments de mer,6,out,non,288284
bâtiments de mer vieux,1,out,non,288284
bâtiments naufragés,1,out,non,288284
batiste,369,out,non,288284
batiste blanche,1,out,non,288284
batiste brochée,1,out,non,288284
batiste de 12 aunes,1,out,non,288284
batiste de fil,12,out,non,288284
batiste de lin,15,out,non,288284
batiste de lin et linon de lin,5,out,non,288284
batiste écrue,2,out,non,288284
batiste et linon,13,out,non,288284
batiste et linon de chanvre,1,out,non,288284
batiste et linon de chanvre et de lin,3,out,non,288284
batiste fine,8,out,non,288284
batiste grise,1,out,non,288284
batiste Lorient,1,out,non,288284
batonge de bois,1,out,oui,288284
bâtons,5,out,non,288284
bâtons à chandelle,2,out,non,288284
bâtons à étendre le linge,1,out,non,288284
bâtons à faire cercles,1,out,non,288284
bâtons à frottoir,1,out,non,288284
bâtons à gaffes,6,out,non,288284
bâtons à lave-place,17,out,non,288284
bâtons à œillets,1,out,non,288284
bâtons à pinceaux,1,out,non,288284
bâtons d'éventails d'ivoire,1,out,non,288284
bâtons de bois,3,out,non,288284
bâtons de bois peints,1,out,non,288284
bâtons de bois vernis,1,out,non,288284
bâtons de brosses à goudronner,1,out,non,288284
bâtons de cap,1,out,non,288284
bâtons de colliers,2,out,non,288284
bâtons de fer,2,out,non,288284
bâtons de gabares,1,out,non,288284
bâtons de gabares de 14 à 16 pieds,1,out,non,288284
bâtons de gaffe,1,out,non,288284
bâtons de pompes,1,out,non,288284
bâtons de saloups,1,out,non,288284
bâtons de sapin,30,out,non,288284
bâtons de sapin de 4 pieds de long,2,out,non,288284
bâtons de sapin peint,1,out,non,288284
bâtons peints,1,out,non,288284
bâtons vernis,12,out,non,288284
bâts,2,out,non,288284
bâts à matelas,1,out,non,288284
bâts d'ânes,2,out,non,288284
bâts de bois,1,out,non,288284
bâts de chevaux,5,out,non,288284
bâts de mulets,7,out,non,288284
batterie d'airain,5,out,non,288284
batterie de cuisine,5,out,non,288284
batterie de cuisine en cuivre,5,out,non,288284
batterie de cuivre,3,out,non,288284
batterie de fer,16,out,non,288284
batterie de fer à cuisine,2,out,non,288284
batterie de fer coulé,1,out,non,288284
batterie de fer-blanc,1,out,non,288284
batterie en plaque,1,out,non,288284
battes à fer,1,out,non,288284
battoirs,1,out,non,288284
battoirs à lessive,1,out,non,288284
baudriers,23,out,non,288284
baudriers de cuir,3,out,non,288284
baule,1,out,non,288284
baumanes,1,out,non,288284
baume,67,out,non,288284
baume de benjoin,4,out,non,288284
baume de Copahu,77,out,non,288284
baume de Copahu et du Pérou,2,out,non,288284
baume de gaïac,1,out,non,288284
baume de l'Amérique,1,out,non,288284
baume de la Mecque,12,out,non,288284
baume de storax liquide et en pain,1,out,non,288284
baume de storax naturel,1,out,non,288284
baume de storax préparé,1,out,non,288284
baume de storax préparé en grains,1,out,non,288284
baume de storax préparé liquide,4,out,non,288284
baume de Sucre,2,out,non,288284
baume de Tolu,1,out,non,288284
baume de vie,14,out,non,288284
baume du Canada,1,out,non,288284
baume du Levant,1,out,non,288284
baume du Pérou,75,out,non,288284
baume et élixir,1,out,non,288284
baume et sucs d'espèces particulières,1,out,non,288284
baume laque,1,out,non,288284
baume noir,1,out,non,288284
baume rouge,1,out,non,288284
baume tranquille,1,out,non,288284
bavette,1,out,non,288284
bavoirs,1,out,non,288284
bayette,111,out,non,288284
bayette blanche,2,out,non,288284
bayette blanche aune,1,out,oui,288284
