goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
planches de plomb,87,,non,483234
planches de plomb et grains de plomb,5,,non,483234
planches de plomb et plomb en saumon et plomb en rouleau,6,,non,483234
planches de plomb gravées,1,,non,483234
planches de poirier cerisier etc,2,,non,483234
planches de pont de barque,1,,non,483234
planches de Prusse,177,,non,483234
planches de Prusse 28 pieds,1,,non,483234
planches de Prusse communes,5,,non,483234
planches de Prusse de 10 à 12 pieds,1,,non,483234
planches de Prusse de 10 pieds,1,,non,483234
planches de Prusse de 11 à 12 pieds,1,,non,483234
planches de Prusse de 12 a 13 pieds et de 1 pouce d'épaisseur,1,,non,483234
planches de Prusse de 12 pieds,1,,non,483234
planches de Prusse de 13 à 16 pieds,1,,non,483234
planches de Prusse de 13 pieds,1,,non,483234
planches de Prusse de 15 pieds,2,,non,483234
"planches de Prusse de 18 à 30 pieds et de 1,75 à 2 pouces d'épaisseur",1,,non,483234
planches de Prusse de 18 pieds,2,,non,483234
planches de Prusse de 18 pieds à 41 pieds à 1 pouce 1/2 4 pouces d'épaisseur,1,,non,483234
planches de Prusse de 20 pieds,3,,non,483234
planches de Prusse de 21 à 22 pieds,1,,non,483234
planches de Prusse de 22 pieds,1,,non,483234
planches de Prusse de 24 pieds,4,,non,483234
planches de Prusse de 25 pieds,3,,non,483234
planches de Prusse de 26 à 27 pieds,1,,non,483234
planches de Prusse de 27 à 28 pieds,1,,non,483234
planches de Prusse de 27 pieds,3,,non,483234
planches de Prusse de 28 à 30 pieds,2,,non,483234
planches de Prusse de 28 pieds,4,,non,483234
planches de Prusse de 30 à 40 pieds,1,,non,483234
planches de Prusse de 30 pieds,7,,non,483234
planches de Prusse de 33 à 35 pieds,1,,non,483234
planches de Prusse de 33 pieds,3,,non,483234
planches de Prusse de 34 à 35 pieds et de 2 pouces d'épaisseur,1,,non,483234
planches de Prusse de 35 pieds,3,,non,483234
planches de Prusse de 36 pieds,2,,non,483234
planches de Prusse de 37 pieds,1,,non,483234
planches de Prusse de 40 à 41 pieds à 3 pouces d'épaisseur,1,,non,483234
planches de Prusse de 40 pieds,3,,non,483234
planches de Prusse de 42 pieds,1,,non,483234
planches de Prusse de 5 pieds,1,,non,483234
planches de Prusse de 7 à 9 pieds,1,,non,483234
planches de Prusse de 8 à 12 pieds,1,,non,483234
planches de Prusse de 8 à 9 pieds,1,,non,483234
planches de Prusse de 8 pieds,1,,non,483234
planches de Prusse de 9 à 10 pieds,1,,non,483234
planches de Prusse de 9 pieds,1,,non,483234
planches de Prusse de différents grandeurs,0,,oui,483234
planches de Prusse demie,1,,non,483234
planches de Prusse ordinaires,0,,oui,483234
planches de Prusse petites,2,,non,483234
planches de Pui,5,,non,483234
planches de rebut,3,,non,483234
planches de sapin,2020,,non,483234
planches de sapin 1/2 planches,1,,non,483234
planches de sapin 10 à 11 pieds,3,,non,483234
planches de sapin 10 à 13 pieds,1,,non,483234
planches de sapin 11 à 12 pieds,1,,non,483234
planches de sapin 12 à 14 pieds,1,,non,483234
planches de sapin 12 à 15 pieds,1,,non,483234
planches de sapin 12 pieds,7,,non,483234
planches de sapin 13 à 14 pieds,1,,non,483234
planches de sapin 15 à 18 pieds,2,,non,483234
planches de sapin 15 pieds,2,,non,483234
planches de sapin 18 pieds,14,,non,483234
planches de sapin 19 à 20 pieds,1,,non,483234
planches de sapin 26 à 27 pieds,1,,non,483234
planches de sapin 26 à 29 pieds,1,,non,483234
planches de sapin 27 pieds,1,,non,483234
planches de sapin 30 pieds,2,,non,483234
planches de sapin 32 à 33 pieds,1,,non,483234
planches de sapin 32 à 34 pieds,1,,non,483234
planches de sapin 35 pieds,1,,non,483234
planches de sapin 36 pieds,1,,non,483234
planches de sapin 4 pieds,1,,non,483234
planches de sapin 6 à 7 pieds,1,,non,483234
planches de sapin 6 pieds,1,,non,483234
planches de sapin 7 à 11 pieds,1,,non,483234
planches de sapin 7 à 8 pieds,1,,non,483234
planches de sapin 8 à 12 pieds,1,,non,483234
planches de sapin 8 pieds,1,,non,483234
planches de sapin 9 à 10 pieds,2,,non,483234
planches de sapin 9 à 10 pieds à 15 sous,1,,non,483234
planches de sapin 9 pieds,1,,non,483234
planches de sapin au grand compte,4,,non,483234
planches de sapin boîtes,1,,non,483234
planches de sapin commun,123,,non,483234
planches de sapin de ??? pieds,1,,non,483234
planches de sapin de 1 1/4 pouce,1,,non,483234
planches de sapin de 1 pouce,2,,non,483234
planches de sapin de 1/2 pouce,1,,non,483234
planches de sapin de 10 à 11 pieds,36,,non,483234
planches de sapin de 10 à 11 pieds à 20 sous,1,,non,483234
planches de sapin de 10 à 12 pieds,27,,non,483234
planches de sapin de 10 à 12 pieds à 1 pouce 1 pouce 1/2 d'épaisseur,0,,oui,483234
"planches de sapin de 10 à 12 pieds à 1 pouce 1,5 pouce d'épaisseur",1,,non,483234
planches de sapin de 10 à 12 pieds à 30 sous,1,,non,483234
planches de sapin de 10 à 13 pieds,3,,non,483234
planches de sapin de 10 à 14 pieds,2,,non,483234
planches de sapin de 10 à 15 pieds,1,,non,483234
"planches de sapin de 10 a 16 pieds et de 1 à 1,25 pouce d'épaisseur",2,,non,483234
planches de sapin de 10 à 18 pieds,1,,non,483234
planches de sapin de 10 à 20 pieds,1,,non,483234
planches de sapin de 10 pieds,68,,non,483234
planches de sapin de 10 pieds à 20 sous,2,,non,483234
planches de sapin de 10 pieds et 1 1/2 pouce,1,,non,483234
planches de sapin de 11 à 12,1,,non,483234
planches de sapin de 11 à 12 pieds,3,,non,483234
planches de sapin de 11 à 14 pieds,1,,non,483234
planches de sapin de 11 a 20 pieds de long et de 1 pouce d'épaisseur,1,,non,483234
planches de sapin de 11 pieds,20,,non,483234
planches de sapin de 12 à 13 pieds,3,,non,483234
planches de sapin de 12 à 14 pieds,2,,non,483234
planches de sapin de 12 à 15 pieds,4,,non,483234
planches de sapin de 12 à 16 pieds,2,,non,483234
planches de sapin de 12 à 18 pieds,1,,non,483234
planches de sapin de 12 à 20 pieds,2,,non,483234
planches de sapin de 12 pieds,58,,non,483234
planches de sapin de 13 à 14 pieds,3,,non,483234
"planches de sapin de 13 a 17 pieds et de 1 à 1,5 pouce d'épaisseur",2,,non,483234
planches de sapin de 13 pieds,16,,non,483234
"planches de sapin de 13 pieds et de 1,25 pouce d'épaisseur",1,,non,483234
planches de sapin de 14 à 15 pieds,1,,non,483234
planches de sapin de 14 à 16 pieds,2,,non,483234
planches de sapin de 14 pieds,10,,non,483234
planches de sapin de 15 à 16 pieds,1,,non,483234
planches de sapin de 15 a 17 pieds de long et de 1 pieds d'épaisseur,1,,non,483234
planches de sapin de 15 à 20 pieds,2,,non,483234
planches de sapin de 15 à 30 pieds,1,,non,483234
planches de sapin de 15 pieds,23,,non,483234
planches de sapin de 16 à 17 pieds,3,,non,483234
planches de sapin de 16 à 18 pieds,2,,non,483234
planches de sapin de 16 a 20 pieds et de 1 a 2 pouces d'épaisseur,2,,non,483234
planches de sapin de 16 pieds,24,,non,483234
planches de sapin de 17 à 18 pieds,1,,non,483234
planches de sapin de 17 à 20 pieds,1,,non,483234
planches de sapin de 17 pieds,2,,non,483234
planches de sapin de 18 à 20 pieds,5,,non,483234
planches de sapin de 18 à 21 pieds,1,,non,483234
planches de sapin de 18 à 22 pieds,1,,non,483234
planches de sapin de 18 pieds,58,,non,483234
planches de sapin de 20 à 22 pieds,2,,non,483234
planches de sapin de 20 à 24 pieds,1,,non,483234
planches de sapin de 20 à 25 pieds,2,,non,483234
planches de sapin de 20 à 26 pieds,1,,non,483234
planches de sapin de 20 à 27 pieds,2,,non,483234
planches de sapin de 20 à 30 pieds,3,,non,483234
planches de sapin de 20 pieds,34,,non,483234
planches de sapin de 21 à 22 pieds,1,,non,483234
planches de sapin de 21 à 24 pieds,1,,non,483234
planches de sapin de 21 pieds,1,,non,483234
planches de sapin de 22 à 23 pieds,1,,non,483234
planches de sapin de 22 pieds,15,,non,483234
planches de sapin de 23 pieds,3,,non,483234
planches de sapin de 24 à 26 pieds,1,,non,483234
planches de sapin de 24 à 27 pieds,1,,non,483234
planches de sapin de 24 à 30 pieds,2,,non,483234
planches de sapin de 24 à 36 pieds,1,,non,483234
planches de sapin de 24 pieds,20,,non,483234
planches de sapin de 25 à 26 pieds,1,,non,483234
planches de sapin de 25 pieds,16,,non,483234
planches de sapin de 26 à 27 pieds,6,,non,483234
planches de sapin de 26 à 30 pieds,1,,non,483234
planches de sapin de 26 pieds,29,,non,483234
planches de sapin de 27 à 28 pieds,3,,non,483234
"planches de sapin de 27 a 28 pieds et de 1,5 pouce d'épaisseur",1,,non,483234
planches de sapin de 27 à 30 pieds,4,,non,483234
planches de sapin de 27 pieds,25,,non,483234
planches de sapin de 28 à 30 pieds,5,,non,483234
planches de sapin de 28 pieds,7,,non,483234
planches de sapin de 29 à 30 pieds,1,,non,483234
planches de sapin de 29 pieds,2,,non,483234
planches de sapin de 3 à 4 pieds,9,,non,483234
planches de sapin de 3 à 6 pieds,1,,non,483234
planches de sapin de 3 pieds,1,,non,483234
planches de sapin de 3/4 pouce,1,,non,483234
planches de sapin de 30 à 32 pieds,2,,non,483234
planches de sapin de 30 à 33 pieds,1,,non,483234
planches de sapin de 30 à 34 pieds,1,,non,483234
planches de sapin de 30 à 36 pieds,2,,non,483234
planches de sapin de 30 à 38 pieds,1,,non,483234
planches de sapin de 30 à 40 pieds,1,,non,483234
planches de sapin de 30 pieds,45,,non,483234
planches de sapin de 31 pieds,3,,non,483234
planches de sapin de 32 à 33 pieds,2,,non,483234
planches de sapin de 32 pieds,6,,non,483234
planches de sapin de 33 à 34 pieds,1,,non,483234
planches de sapin de 33 pieds,5,,non,483234
planches de sapin de 35 pieds,3,,non,483234
planches de sapin de 36 pieds,9,,non,483234
planches de sapin de 38 pieds,2,,non,483234
planches de sapin de 4 à 5 pieds,25,,non,483234
planches de sapin de 4 à 5 pieds à 4 sous,1,,non,483234
planches de sapin de 4 pieds,9,,non,483234
planches de sapin de 4 pieds à 6 pouces,1,,non,483234
planches de sapin de 40 pieds,6,,non,483234
planches de sapin de 45 pieds,1,,non,483234
planches de sapin de 48 pieds,1,,non,483234
planches de sapin de 5 à 12 pieds à 1 pouce 1 pouce 1/2 d'épaisseur,1,,non,483234
planches de sapin de 5 à 6 pieds,20,,non,483234
planches de sapin de 5 à 6 pieds à 4 sous,1,,non,483234
planches de sapin de 5 à 7 pieds,2,,non,483234
planches de sapin de 5 pieds,12,,non,483234
planches de sapin de 50 pieds,2,,non,483234
planches de sapin de 6 a 10 pieds et de 1 pouce d'épaisseur,2,,non,483234
planches de sapin de 6 à 15 pieds,1,,non,483234
planches de sapin de 6 à 7 pieds,12,,non,483234
planches de sapin de 6 à 8 pieds,1,,non,483234
planches de sapin de 6 pieds,12,,non,483234
planches de sapin de 6 pieds et de 1 pouce d'épaisseur,1,,non,483234
planches de sapin de 7 à 10 pieds,1,,non,483234
planches de sapin de 7 à 12 pieds,1,,non,483234
planches de sapin de 7 à 8 pieds,26,,non,483234
planches de sapin de 7 à 8 pieds à 6 sous,1,,non,483234
planches de sapin de 7 à 9 pieds,2,,non,483234
planches de sapin de 7 pieds,14,,non,483234
planches de sapin de 75 pieds,1,,non,483234
planches de sapin de 8 à 10 pieds,6,,non,483234
planches de sapin de 8 à 10 pieds à 10 sous,1,,non,483234
"planches de sapin de 8 a 11 pieds et de 1 a 1,5 pouce d'épaisseur",3,,non,483234
planches de sapin de 8 à 12 pieds,2,,non,483234
"planches de sapin de 8 a 12 pieds et de 1 a 1,5 pouce d'épaisseur",5,,non,483234
planches de sapin de 8 à 13 pieds,1,,non,483234
planches de sapin de 8 à 7 pieds,1,,non,483234
planches de sapin de 8 à 9 pieds,45,,non,483234
planches de sapin de 8 à 9 pieds à 10 sous,1,,non,483234
planches de sapin de 8 à 9 pieds à 12 sous,1,,non,483234
planches de sapin de 8 pieds,41,,non,483234
planches de sapin de 8 pieds à 12 sous,1,,non,483234
planches de sapin de 85 pieds,1,,non,483234
planches de sapin de 9 à 10,1,,non,483234
planches de sapin de 9 à 10 pieds,49,,non,483234
planches de sapin de 9 à 10 pieds à 15 sous,1,,non,483234
planches de sapin de 9 à 10-11 pieds,1,,non,483234
planches de sapin de 9 à 11 pieds,5,,non,483234
planches de sapin de 9 à 12 pieds,2,,non,483234
planches de sapin de 9 à 13 pieds,1,,non,483234
planches de sapin de 9 à 15 pieds,1,,non,483234
planches de sapin de 9 pieds,42,,non,483234
planches de sapin de 9 pieds de longueur,2,,non,483234
"planches de sapin de 9 pieds et de 1,25 pouce d'épaisseur",1,,non,483234
planches de sapin de Coperwick,1,,non,483234
planches de sapin de Norvège,1,,non,483234
planches de sapin de Poméranie,1,,non,483234
planches de sapin de Prusse,1,,non,483234
planches de sapin de rebut,6,,non,483234
planches de sapin de rebut de 75 pieds,1,,non,483234
planches de sapin demi planches,20,,non,483234
planches de sapin duicroco,1,,non,483234
planches de sapin et rebut,2,,non,483234
planches de sapin fendues,2,,non,483234
planches de sapin grand,6,,non,483234
planches de sapin pour bordage,1,,non,483234
planches de sapin pour grenier,4,,non,483234
planches de sapin rebut,3,,non,483234
planches de sapin rebut de 10 pieds,1,,non,483234
planches de sapin rebut de 26 pieds,1,,non,483234
planches de sapin refendues,4,,non,483234
planches de sapin resciées,3,,non,483234
planches de sapin rouge,1,,non,483234
planches de sapin rouge de 9 pieds,1,,non,483234
planches de serva,1,,non,483234
planches de Suisse,1,,non,483234
planches de vathout,1,,non,483234
planches de wagheschot,1,,non,483234
planches demies,5,,non,483234
planches demies de sapin de 3 à 4 pieds de long et de 1 pouce d'épaisseur,2,,non,483234
"planches demies de sapin de 3 à 5 pieds de long et de 1,25 pouce d'épaisseur",2,,non,483234
"planches demies de sapin de 3 à 5,5 pieds de long et de 1,5 à 1,35 pouce d'épaisseur",3,,non,483234
planches dites feuillet,1,,non,483234
planches dites feuillet et quartiers,1,,non,483234
planches dites genoux de bateaux,1,,non,483234
planches dites Noordschedelen de 11 à 12 pieds,1,,non,483234
planches dites Noordschedelen de 15 à 16 pieds,1,,non,483234
planches du Danemark,1,,non,483234
planches en faux,1,,non,483234
planches en poutres,1,,non,483234
planches et poutrelles de bois de passementerie,3,,non,483234
planches fendues,1,,non,483234
planches laquées,1,,non,483234
planches lourdes,1,,non,483234
planches moyennes,1,,non,483234
planches petites,3,,non,483234
planches petites de sapin,9,,non,483234
planches pour faux,1,,non,483234
planches pour grenier,6,,non,483234
planches refendues,2,,non,483234
planches sciées,2,,non,483234
planches sciées de long,1,,non,483234
plançons,5,,non,483234
plançons courbes,1,,non,483234
plançons de chêne,2,,non,483234
plantes d'asperges et jets de houblon,1,,non,483234
plantes de jasmin,5,,non,483234
plantes de romarin,1,,non,483234
plantes diverses,22,,non,483234
plantes herbes racines etc.,23,,non,483234
plants ???,1,,non,483234
plants d'arbres,49,,non,483234
plants d'arbres à fruits,3,,non,483234
plants d'argent,1,,non,483234
plants d'artichauts,2,,non,483234
plants d'asperges,23,,non,483234
plants d'oignon,3,,non,483234
plants d'oignons,1,,non,483234
plants d'oranger,59,,non,483234
plants de bois,1,,non,483234
plants de bois sauvages,1,,non,483234
plants de cédrat,3,,non,483234
plants de chinois et fleurs,1,,non,483234
plants de choux,1,,non,483234
plants de citronnier,8,,non,483234
plants de fleurs,31,,non,483234
plants de jardin,1,,non,483234
plants de jasmin,9,,non,483234
plants de mûriers,22,,non,483234
plants de rouge d'Espagne,1,,non,483234
plants de tabac,1,,non,483234
plants de vigne,11,,non,483234
plaques,1,,non,483234
plaques de bois,1,,non,483234
plaques de cheminée,5,,non,483234
plaques de cheminées en fer,1,,non,483234
plaques de cornes,1,,non,483234
plaques de cuivre,41,,non,483234
plaques de cuivre rouge,1,,non,483234
plaques de fer,55,,non,483234
plaques de fer battu,1,,non,483234
plaques de fer de fonte,1,,non,483234
plaques de four,1,,non,483234
plaques en tôle,1,,non,483234
plastres,0,,oui,483234
plat de grès,1,,non,483234
plateaux,2,,non,483234
plateaux argentés,1,,non,483234
plateaux de bois,3,,non,483234
plateaux de bois pour peser,1,,non,483234
plateaux de bordure de cuivre,1,,non,483234
plateaux de cuivre,3,,non,483234
plateaux de fer,1,,non,483234
plateaux de fer vernis,2,,non,483234
plateaux de noyer,1,,non,483234
plateaux pour fléaux,1,,non,483234
plateaux vernis,1,,non,483234
plateaux vernis et de cote,1,,non,483234
plates de cuivre,8,,non,483234
plates de cuivre ciselées et gravées,1,,non,483234
plates de cuivre jaune,1,,non,483234
plates de cuivre rouge,1,,non,483234
plates de fer,20,,non,483234
platies,2,,non,483234
platille,341,,non,483234
platille de lin,8,,non,483234
platille de lin de Silésie,1,,non,483234
platille de retour,0,,oui,483234
platille de retour faute de vente,1,,non,483234
platille des Indes,2,,non,483234
platille pour Guinée,1,,non,483234
platille roussie,1,,non,483234
platines,4,,non,483234
platines à cassave,11,,non,483234
platines à verdet,1,,non,483234
platines de cuivre,106,,non,483234
platines de cuivre et plaques de cuivre,1,,non,483234
platines de fer,11,,non,483234
platines de fer coulé de fonte,1,,non,483234
platines de fer-blanc,1,,non,483234
platines de ferrure,1,,non,483234
platines de fusils,8,,non,483234
platines de serrure,0,,oui,483234
platines en lingots,2,,non,483234
platines minerai,1,,non,483234
plâtre,405,,non,483234
plâtre brut,1,,non,483234
plâtre calciné ou brut,2,,non,483234
plâtre calciné ou moulé préparé,2,,non,483234
plâtre calciné ou moulé soit préparé,4,,non,483234
plâtre de pierres,1,,non,483234
plâtre et pierres ditto,1,,non,483234
plâtre et pierres ditto par livre,1,,non,483234
plâtre gris,1,,non,483234
plâtre moulu,2,,non,483234
plâtre moulu soit préparé,1,,non,483234
plats de boire,1,,non,483234
plats de bois,8,,non,483234
plats de d'étain,1,,non,483234
plats de faïence,1,,non,483234
plats de fer,15,,non,483234
plats de sapin,1,,non,483234
plats et pots d'étain,1,,non,483234
plattile,0,,oui,483234
plawens,2,,non,483234
plawens ou codde,2,,non,483234
pléd,0,,oui,483234
plesny,1,,non,483234
plètes de 21 pièces chaque,0,,oui,483234
pleviers,1,,non,483234
plies sèches,4,,non,483234
ploc,0,,oui,483234
ploc de 30 pieds,0,,oui,483234
ploc filé,0,,oui,483234
ploc non filé,0,,oui,483234
ploc salé,0,,oui,483234
plocq,102,,non,483234
plomb,360,,non,483234
plomb à gibier,8,,non,483234
plomb à tirer,2,,non,483234
plomb argenté,1,,non,483234
plomb battu ou laminé,7,,non,483234
plomb brut,14,,non,483234
plomb brut en pain,1,,non,483234
plomb de caisse de thé,1,,non,483234
plomb de chasse,43,,non,483234
plomb de cuivre battu,4,,non,483234
plomb de pêche,1,,non,483234
plomb de soude,1,,non,483234
plomb divers,28,,non,483234
plomb en barre,19,,non,483234
plomb en bloc,8,,non,483234
plomb en feuilles,4,,non,483234
plomb en grenaille,890,,non,483234
plomb en lingot,8,,non,483234
plomb en masse,1,,non,483234
plomb en pain,13,,non,483234
plomb en plaque,17,,non,483234
plomb en poids,1,,non,483234
plomb en rolles et travaillé,1,,non,483234
plomb en rouleau,104,,non,483234
plomb en rouleau et en tables,2,,non,483234
plomb en rouleau lingots,4,,non,483234
plomb en rouleau lingots etc.,2,,non,483234
plomb en rouleau lingots tables,1,,non,483234
plomb en saumon,1271,,non,483234
plomb en saumon d'Allemagne,2,,non,483234
plomb et toutenague,93,,non,483234
plomb giboyer,1,,non,483234
plomb laminé,47,,non,483234
plomb laminé rouleau,1,,non,483234
plomb pour filet à pêcher,1,,non,483234
plomb sable,1,,non,483234
plomb thé,1,,non,483234
plomb tuyaux d'orgues,1,,non,483234
plomb vieux,4,,non,483234
plombagine,4,,non,483234
plomp de mer,0,,oui,483234
plumes,194,,non,483234
plumes à cure-dents,15,,non,483234
plumes à écrire,574,,non,483234
plumes à écrire d'oie,3,,non,483234
plumes à écrire et à lit,164,,non,483234
plumes à écrire et à lit duvet et édredon,15,,non,483234
plumes à écrire non travaillées,1,,non,483234
plumes à lit,504,,non,483234
plumes à lit brutes,1,,non,483234
plumes à lit vives,1,,non,483234
plumes à manchon,10,,non,483234
plumes à phants,1,,non,483234
plumes à plumet,1,,non,483234
plumes à volant,14,,non,483234
plumes apprêtées,3,,non,483234
plumes apprêtées à écrire,18,,non,483234
plumes apprêtées blanches de parure,2,,non,483234
plumes apprêtées blanches grandes de parure,2,,non,483234
plumes apprêtées d'autruche,328,,non,483234
plumes apprêtées de coq,1,,non,483234
plumes apprêtées de parure,2,,non,483234
plumes apprêtées grandes de parure,2,,non,483234
plumes apprêtées noires de parure,4,,non,483234
plumes apprêtées petites de parure,2,,non,483234
plumes blanches brutes de parure,2,,non,483234
plumes blanches brutes grandes de parure,2,,non,483234
plumes brutes,3,,non,483234
plumes brutes à écrire,22,,non,483234
plumes brutes à genice,4,,non,483234
plumes brutes de parure,28,,non,483234
plumes brutes et de parure,0,,oui,483234
plumes brutes grandes de parure,3,,non,483234
plumes brutes noires de parure,4,,non,483234
plumes brutes petites de parure,3,,non,483234
plumes communes à lit,1,,non,483234
plumes cordons gris et jaunes et rouges et à écrire,2,,non,483234
plumes cordons jaunes à écrire,1,,non,483234
plumes cordons rouges à écrire,1,,non,483234
plumes d'aigledon,31,,non,483234
plumes d'aiglon,5,,non,483234
plumes d'autruche,195,,non,483234
plumes d'autruche à écrire,1,,non,483234
plumes d'autruche blanches,2,,non,483234
plumes d'autruche brutes,181,,non,483234
plumes d'autruche crues,15,,non,483234
plumes d'autruche crues et noires,1,,non,483234
plumes d'autruche et autres de parure,66,,non,483234
plumes d'autruche et de vautour,11,,non,483234
plumes d'autruche noires,2,,non,483234
plumes d'autruche ouvrées,0,,oui,483234
plumes d'édredon,25,,non,483234
plumes d'oie,137,,non,483234
plumes d'oie à lit,2,,non,483234
plumes d'oiseaux,1,,non,483234
plumes de coq,3,,non,483234
plumes de lin,57,,non,483234
plumes de poule,48,,non,483234
plumes de soie,1,,non,483234
plumes duvet,3,,non,483234
plumes en ???,1,,non,483234
plumes idem,1,,non,483234
plumes mortes,1,,non,483234
plumes mortes à lit,2,,non,483234
plumes noire,3,,non,483234
plumes ouvrées,0,,oui,483234
plumes pour dévidoir,1,,non,483234
plumes pour duvet,1,,non,483234
plumes teintes,2,,non,483234
plumes vives,1,,non,483234
plumes vives à lit,2,,non,483234
plumets,8,,non,483234
plumets pour chapeaux,2,,non,483234
pluviers,1,,non,483234
poches de peau,1,,non,483234
poêles,2,,non,483234
poêles à chaudron de fer,1,,non,483234
poêles à chauffer,3,,non,483234
poêles à feu,38,,non,483234
poêles à frire,138,,non,483234
poêles à frire de fer,162,,non,483234
poêles à frire de fer battu,1,,non,483234
poêles d'airain,1,,non,483234
poêles de faïence,4,,non,483234
poêles de fer,62,,non,483234
poêles de fer à feu,4,,non,483234
poêles de fer de fonte,1,,non,483234
poêles de fer et leurs tuyaux,2,,non,483234
poêles de feu à frire,1,,non,483234
poêles de terre,1,,non,483234
poêlons de cuivre,2,,non,483234
poêlons de fer,1,,non,483234
poids,7,,non,483234
poids à peser,2,,non,483234
poids de fer,162,,non,483234
poids de fer de fonte,1,,non,483234
poids de fonde,1,,non,483234
poids de plomb,1,,non,483234
poignards de traite et sabres,0,,oui,483234
poignards et sabres de traite,1,,non,483234
poignées d'épée d'argent,1,,non,483234
poignées pour sabres,2,,non,483234
poignets de chemise,3,,non,483234
poil,12,,non,483234
poil blanc,1,,non,483234
poil brossiers et rognures,1,,non,483234
poil d'autruche en laine pour faire lisière,1,,non,483234
poil d'élan et de lièvre,1,,non,483234
poil d'Espagne d'argent,1,,non,483234
poil de ???,1,,non,483234
poil de bœuf,22,,non,483234
poil de bœuf c'est de la laine,1,,non,483234
poil de bœuf et de vache,6,,non,483234
poil de bouc,2,,non,483234
poil de carton,1,,non,483234
poil de castor,35,,non,483234
poil de castor et d'élan,1,,non,483234
poil de chameau,105,,non,483234
poil de chameau et de chèvre,1,,non,483234
poil de chameau et de chèvre et de lièvre,2,,non,483234
poil de chameau et de lièvre,1,,non,483234
poil de cheval,1,,non,483234
poil de chèvre,159,,non,483234
poil de chèvre et de lapin et de lièvre,193,,non,483234
poil de chèvre filé,0,,oui,483234
poil de chèvre non filé,2,,non,483234
poil de chèvre simple,17,,non,483234
poil de chevreau,8,,non,483234
poil de chevrotin,36,,non,483234
poil de cochon,1,,non,483234
poil de coton,1,,non,483234
poil de laine,3,,non,483234
poil de lapin,187,,non,483234
poil de lapin et de lièvre,11,,non,483234
poil de lièvre,35,,non,483234
poil de loup,1,,non,483234
poil de porcs,4,,non,483234
poil de porcs et poil de sanglier,86,,non,483234
poil de sanglier,107,,non,483234
poil de vache,3,,non,483234
poil de vache et autres plocqs,0,,oui,483234
poil et cheveux,1,,non,483234
poil pour doublage,1,,non,483234
poil propre à la chapellerie et à la filature,4,,non,483234
poinade,2,,non,483234
poinçon neuf et vide,1,,non,483234
point d'argent et d'or,1,,non,483234
point d'Espagne,1,,non,483234
point d'Espagne d'argent,1,,non,483234
point d'Espagne d'argent et d'or,3,,non,483234
point d'Espagne d'or,3,,non,483234
point d'Espagne et ruban or et argent,1,,non,483234
point d'or,1,,non,483234
point de Hongrie,1,,non,483234
pointes de bâts,3,,non,483234
pointes de bois,5,,non,483234
pointes de bois pour bâts,5,,non,483234
pointes de corne,1,,non,483234
pointes de Hongrie,1,,non,483234
pointes de queues de martre,3,,non,483234
pointes pour bâtir de bois,1,,non,483234
poireaux,3,,non,483234
poireaux à planter,1,,non,483234
poires,54,,non,483234
poires de coing,1,,non,483234
poires du bon chrétien,2,,non,483234
poires du bon chrétien et de coing,1,,non,483234
poires en pommes,3,,non,483234
poires et pommes,4,,non,483234
poires et pommes communes,1,,non,483234
poires et pommes fraîches,80,,non,483234
poires et pommes sèches,1,,non,483234
poires fraîches,3,,non,483234
poires sèches,6,,non,483234
pois,142,,non,483234
pois blancs,5,,non,483234
pois chiches,14,,non,483234
pois communs,1,,non,483234
pois confits,1,,non,483234
pois crus,2,,non,483234
pois d'Espagne,1,,non,483234
pois de Bourgogne,105,,non,483234
pois de Grasse,1,,non,483234
pois en gerbe,1,,non,483234
pois et fève et haricot,2,,non,483234
pois et fèves,8,,non,483234
pois fayolles,1,,non,483234
pois haricots,1,,non,483234
pois résine,0,,oui,483234
pois secs,64,,non,483234
pois secs et verts,1,,non,483234
pois verts,105,,non,483234
poisson,634,,non,483234
poisson ???,1,,non,483234
poisson anchois,36,,non,483234
poisson blanc,1,,non,483234
poisson blanc et petit,1,,non,483234
poisson d'eau douce,23,,non,483234
poisson d'eau douce frais,1,,non,483234
poisson d'eau douce frais préparé,4,,non,483234
poisson de mer,40,,non,483234
poisson de mer 196 lignes,1,,non,483234
poisson de mer de pêche française,5,,non,483234
poisson de mer divers,6,,non,483234
poisson de mer frais,10,,non,483234
poisson de mer frais fumé salé ou sec,3,,non,483234
poisson de mer frais salé et sec,1,,non,483234
poisson de mer mariné à l'huile,7,,non,483234
poisson de mer salé,2,,non,483234
poisson de mer salé divers,1,,non,483234
poisson de mer salé et mariné,19,,non,483234
poisson de mer salé et mariné ??? blanc,3,,non,483234
poisson de mer salé ou mariné,10,,non,483234
poisson de mer sec,1,,non,483234
poisson divers salé,8,,non,483234
poisson en adobe,1,,non,483234
poisson en anchois,1,,non,483234
poisson en daube,2,,non,483234
poisson frais,163,,non,483234
poisson frais de mer,11,,non,483234
poisson frais et gros,10,,non,483234
poisson frais et mariné et salé,11,,non,483234
poisson frais et petit,4,,non,483234
poisson frais et salé,59,,non,483234
poisson frais menu,1,,non,483234
poisson frit,119,,non,483234
poisson frit et gros,1,,non,483234
poisson frit salé,1,,non,483234
poisson mariné,12,,non,483234
poisson salé,734,,non,483234
poisson salé et frais,9,,non,483234
