goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
ceintures de laine et de fil,1,,non,483234
ceintures de prêtre,0,,oui,483234
ceintures de robe de chambre,2,,non,483234
ceintures de soie,18,,non,483234
ceintures marines,1,,non,483234
ceintures pour matelot,1,,non,483234
ceintures pour prêtre,1,,non,483234
ceinturons,25,,non,483234
ceinturons brodés,1,,non,483234
ceinturons brodés d'argent,1,,non,483234
ceinturons brodés d'or,1,,non,483234
ceinturons de buffle,3,,non,483234
ceinturons de chamois,1,,non,483234
ceinturons de coton,1,,non,483234
ceinturons de cuir,1,,non,483234
ceinturons de laine,1,,non,483234
ceinturons de peau,1,,non,483234
ceinturons de soie,8,,non,483234
ceinturons et bandoulières,1,,non,483234
ceinturons et bandoulières et gibernes,2,,non,483234
ceinturons piqués,1,,non,483234
ceinturons pour épée,1,,non,483234
ceinturons unis,2,,non,483234
céleris,1,,non,483234
cendaline,3,,non,483234
cendre,270,,non,483234
cendre ???,2,,non,483234
cendre à engraisser,1,,non,483234
cendre à fumer,5,,non,483234
cendre à fumer terre,29,,non,483234
cendre à houille,1,,non,483234
cendre à orfèvre,24,,non,483234
cendre à savon,2,,non,483234
cendre barille,1,,non,483234
cendre barille de pierre,0,,oui,483234
cendre barille et fonde,0,,oui,483234
cendre blanche,1,,non,483234
cendre bleue,76,,non,483234
cendre bleue et verte,5,,non,483234
cendre bourde,251,,non,483234
cendre broyée à l'huile,1,,non,483234
cendre calcinée,2,,non,483234
cendre caleinée,0,,oui,483234
cendre cassant,4,,non,483234
cendre casseaux,31,,non,483234
cendre commune,260,,non,483234
cendre d'Angleterre,1,,non,483234
cendre d'Égypte,1,,non,483234
cendre d'os,1,,non,483234
cendre de barille,15,,non,483234
cendre de barille en pierre,2,,non,483234
cendre de barille et fonde,1,,non,483234
cendre de bois,26,,non,483234
cendre de bois commune,1,,non,483234
cendre de bois vive,3,,non,483234
cendre de chaux,14,,non,483234
cendre de courbe,3,,non,483234
cendre de cuivre,1,,non,483234
cendre de Damas,1,,non,483234
cendre de fonde,6,,non,483234
cendre de frène,1,,non,483234
cendre de grignon,3,,non,483234
cendre de griguonia,3,,non,483234
cendre de houille,29,,non,483234
cendre de lessive,3,,non,483234
cendre de Lyon,1,,non,483234
cendre de Malte,3,,non,483234
cendre de mer,9,,non,483234
cendre de monnaie,1,,non,483234
cendre de natron,1,,non,483234
cendre de paille et de tourbe,1,,non,483234
cendre de plomb,40,,non,483234
cendre de potasse,0,,oui,483234
cendre de Sicile,27,,non,483234
cendre de tabac,2,,non,483234
cendre de tourbe,5,,non,483234
cendre de varech,10,,non,483234
cendre de varet,6,,non,483234
cendre de védasse,0,,oui,483234
cendre de verre,5,,non,483234
cendre de vitarch,1,,non,483234
cendre des rois,1,,non,483234
cendre dite soude,0,,oui,483234
cendre du Levant,8,,non,483234
cendre gravelée,0,,oui,483234
cendre houille,0,,oui,483234
cendre lessivée,2,,non,483234
cendre menuisée,1,,non,483234
cendre poland,1,,non,483234
cendre polasse,0,,oui,483234
cendre poreuse,5,,non,483234
cendre potasse et védasse et gravelée,0,,oui,483234
cendre pour manufactures,42,,non,483234
cendre pour nettoyer les pots,1,,non,483234
cendre pour verrerie,1,,non,483234
cendre salicor,1,,non,483234
cendre saline,2,,non,483234
cendre salins,0,,oui,483234
cendre soudes,0,,oui,483234
cendre soudes d'Égypte ou Natrum,1,,non,483234
cendre soudes et natron et salin,0,,oui,483234
cendre soudes et potasse,0,,oui,483234
cendre tourbe,0,,oui,483234
cendre verte,9,,non,483234
censes de bâtiments,2,,non,483234
censes de bois,0,,oui,483234
censes pour nettoyer les pots,0,,oui,483234
cercles,4,,non,483234
cercles à barils,48,,non,483234
cercles à barriques,11,,non,483234
cercles à bobillons,3,,non,483234
cercles à bottes,2,,non,483234
cercles à panier,0,,oui,483234
cercles à paniers,2,,non,483234
cercles à pipes,13,,non,483234
cercles à quart,1,,non,483234
cercles à relier,4,,non,483234
cercles à tamis,54,,non,483234
cercles à tamis dits standrepen,1,,non,483234
cercles à tonneaux,279,,non,483234
cercles communs,1,,non,483234
cercles d'osier,5,,non,483234
cercles de 10 à 12 pieds,1,,non,483234
cercles de 12 à 16 pieds,1,,non,483234
cercles de 7 à 11 pieds,1,,non,483234
cercles de 8 à 10 pieds,1,,non,483234
cercles de 9 à 12 pieds,1,,non,483234
cercles de bois,612,,non,483234
cercles de bois à quarts,1,,non,483234
cercles de bois à tonneaux,20,,non,483234
cercles de bois de barrique,0,,oui,483234
cercles de bois et feuillard de bois,40,,non,483234
cercles de bois et osier,1,,non,483234
cercles de bois pour barils,2,,non,483234
cercles de bois pour barriques,3,,non,483234
cercles de bois pour bobillons,1,,non,483234
cercles de bois pour la mire,1,,non,483234
cercles de bois pour pipes,2,,non,483234
cercles de bois pour tamis,1,,non,483234
cercles de bois pour tanier,2,,non,483234
cercles de cuivre de poil,1,,non,483234
cercles de demitte,1,,non,483234
cercles de faux,1,,non,483234
cercles de fer,432,,non,483234
cercles de fer et feuillardes de fer,3,,non,483234
cercles de fers,3,,non,483234
cercles de feuillards,2,,non,483234
cercles de feullards,0,,oui,483234
cercles de jonc,7,,non,483234
cercles de tamis,0,,oui,483234
cercles et feuillards,1,,non,483234
cercles ocloir,0,,oui,483234
cercles pour barriques de bois,1,,non,483234
cercles pour bobillons de bois,0,,oui,483234
cercocole,1,,non,483234
cerf-volant,1,,non,483234
cerises,25,,non,483234
cerneaux,1,,non,483234
céruse,888,,non,483234
céruse et blanc de plomb,12,,non,483234
cervelas,89,,non,483234
cervelas salées et cuisses d'oie salées et langues salèes,4,,non,483234
cevadille,0,,oui,483234
cévadille,9,,non,483234
chaconas,0,,oui,483234
chades,1,,non,483234
chafarcany,4,,non,483234
chagrin,3,,non,483234
chagrin de soie,4,,non,483234
chaînes de fer,38,,non,483234
chaînes de laiton,1,,non,483234
chaînes de montres,2,,non,483234
chaînes de montres serties d'or,1,,non,483234
chair,4,,non,483234
chair ???,1,,non,483234
chair cuite,1,,non,483234
chair de bœuf,5,,non,483234
chair de boucherie,6,,non,483234
chair de gibier et de volailles,8,,non,483234
chair de morue,1,,non,483234
chair de porcs,7,,non,483234
chair de porcs salée,0,,oui,483234
chair de volaille et chair de gibier,28,,non,483234
chair et lard enfumé et salé,1,,non,483234
chair et lard frais,1,,non,483234
chair et poisson,1,,non,483234
chair fraîche,3,,non,483234
chair fraîche et salée,15,,non,483234
chair fumée,29,,non,483234
chair salée,872,,non,483234
chair salée de jambon de porcs,1,,non,483234
chair salée de porcs,25,,non,483234
chair salée et chair fraîche,198,,non,483234
chair salée ou lard,1,,non,483234
chaise garnie de cannes,1,,non,483234
chaise garnie de maroquin,1,,non,483234
chaises,9,,non,483234
chaises à deux roues,1,,non,483234
chaises à porteur,5,,non,483234
chaises à rouler les enfants,2,,non,483234
chaises communes,2,,non,483234
chaises d'enfant,1,,non,483234
chaises de bois,16,,non,483234
chaises de bois de sapin,1,,non,483234
chaises de canne,52,,non,483234
chaises de commodité,177,,non,483234
chaises de commodité et leurs pots,6,,non,483234
chaises de commodité et leurs pots de faïence,1,,non,483234
chaises de fer,7,,non,483234
chaises de fer harnais,1,,non,483234
chaises de jonc,39,,non,483234
chaises de maroquin,5,,non,483234
chaises de noyer,3,,non,483234
chaises de Noyes,0,,oui,483234
chaises de paille,445,,non,483234
chaises de paille et canapé,1,,non,483234
chaises de paille et fauteuils de paille,8,,non,483234
chaises de passer avec leurs harnois,0,,oui,483234
chaises de poste,20,,non,483234
chaises de poste et fauteuils de poste,2,,non,483234
chaises de poste et harnais,1,,non,483234
chaises de rotin,16,,non,483234
chaises de rotin et fauteuils,1,,non,483234
chaises de tapisserie,1,,non,483234
chaises et cabriolets,1,,non,483234
chaises et fauteuils,21,,non,483234
chaises et fauteuils de bois,7,,non,483234
chaises et fauteuils de canne,6,,non,483234
chaises et fauteuils de commodité,1,,non,483234
chaises et fauteuils de jonc,3,,non,483234
chaises garnies,5,,non,483234
chaises paillées,1,,non,483234
chaises pliantes,1,,non,483234
chaises pliantes de cuir de Russie,1,,non,483234
chaises pour enfant,1,,non,483234
chaises roulantes,19,,non,483234
chaises roulantes avec harnais,1,,non,483234
chaises roulantes avec leur train,1,,non,483234
chaises roulantes vieilles,1,,non,483234
chalbafs,12,,non,483234
châles brochés et façonnés de laine,2,,non,483234
châles couvertures et tapis de fleuret,1,,non,483234
châles de cachemire de poil,1,,non,483234
châles de laine,43,,non,483234
châles de laine brochés et façonnés,1,,non,483234
châles de laine et de poil,46,,non,483234
châles de percale de coton imprimée,2,,non,483234
châles des Indes,1,,non,483234
châles et mouchoirs,15,,non,483234
châles et mouchoirs de coton,81,,non,483234
châles et mouchoirs de laine,48,,non,483234
châles et mouchoirs de soie,156,,non,483234
châles et mouchoirs de soie façonnée pure et unie,2,,non,483234
challe des Indes,0,,oui,483234
chalons,6,,non,483234
Châlons,0,,oui,483234
Châlons aune,0,,oui,483234
chalons blancs,2,,non,483234
Châlons blancs,0,,oui,483234
chalons blancs soufrés,2,,non,483234
Châlons blancs soufrés,0,,oui,483234
chalons peints,2,,non,483234
Châlons peints,0,,oui,483234
chaloupe,1,,non,483234
chaloupe démontée,3,,non,483234
chambre d'enfant,1,,non,483234
chamois,1,,non,483234
chamois passé en jaune,6,,non,483234
chamoisure,1,,non,483234
champ fleurs,1,,non,483234
champheuv,1,,non,483234
champhew,0,,oui,483234
champignons,93,,non,483234
champignons confits,4,,non,483234
champignons et morilles,2,,non,483234
champignons et truffes,1,,non,483234
champignons marinés,1,,non,483234
champignons secs,27,,non,483234
chandal,1,,non,483234
chandeliers d'église en or,1,,non,483234
chandeliers de bois,1,,non,483234
chandeliers de bois de Nuremberg,1,,non,483234
chandeliers de cuivre,8,,non,483234
chandeliers de cuivre argentés,1,,non,483234
chandeliers de fer,1,,non,483234
chandeliers de laiton,1,,non,483234
chandelle,1626,,non,483234
chandelle à porteur,1,,non,483234
chandelle de bois,1,,non,483234
chandelle de canne,4,,non,483234
chandelle de chanvre et suif,1,,non,483234
chandelle de commodité,3,,non,483234
chandelle de jonc,1,,non,483234
chandelle de paille,9,,non,483234
chandelle de résines,1,,non,483234
chandelle de rotin,1,,non,483234
chandelle de sperme de baleine,1,,non,483234
chandelle de suif,235,,non,483234
chandelle de suif et suif,1,,non,483234
chandelle de suif et suif fondu,1,,non,483234
chandelle moitié cire,1,,non,483234
chandelle moulée,2,,non,483234
chandelle roulante,1,,non,483234
chandriers de cuivre,0,,oui,483234
changeant,6,,non,483234
changeante,0,,oui,483234
chanoni,1,,non,483234
chanote,0,,oui,483234
chanvre,492,,non,483234
chanvre apprêté,11,,non,483234
chanvre battu,56,,non,483234
chanvre brut,37,,non,483234
chanvre commun,1,,non,483234
chanvre cru,891,,non,483234
chanvre de masse,9,,non,483234
chanvre deuxième qualité,1,,non,483234
chanvre dit chenevolle,1,,non,483234
chanvre divers,45,,non,483234
chanvre écru,8,,non,483234
chanvre en liens,4,,non,483234
chanvre en masses,44,,non,483234
chanvre en ramade,1,,non,483234
chanvre en rames,151,,non,483234
chanvre en rames (c'est à dire du Nord),1,,non,483234
chanvre en tiges brutes choisie sèches ou vertes,2,,non,483234
chanvre en tiges brutes sèches roules ou vertes,3,,non,483234
chanvre et lin,9,,non,483234
chanvre fin,1,,non,483234
chanvre frisé,1,,non,483234
chanvre peigné,518,,non,483234
chanvre pour filer,1,,non,483234
chanvre première qualité,4,,non,483234
chanvre préparé,3,,non,483234
chanvre saisir,1,,non,483234
chanvre taillé et étoupes,3,,non,483234
chanvre tillé,1,,non,483234
chanvre tillé et étoupes,7,,non,483234
chanvrier de cuivre,1,,non,483234
chapeaux,518,,non,483234
chapeaux ? castor,6,,non,483234
chapeaux à border,1,,non,483234
chapeaux à nègre,228,,non,483234
chapeaux à page,2,,non,483234
chapeaux anglais,2,,non,483234
chapeaux bâtards,9,,non,483234
chapeaux blancs,1,,non,483234
chapeaux bordés,54,,non,483234
chapeaux bordés argent et or de poil,1,,non,483234
chapeaux bordés avec éléments,1,,non,483234
chapeaux bordés d'argent,1,,non,483234
chapeaux bordés d'argent de castor,1,,non,483234
chapeaux bordés d'argent et d'or,4,,non,483234
chapeaux bordés d'argent et d'or de castor,12,,non,483234
chapeaux bordés d'or,8,,non,483234
chapeaux bordés d'or de castor,10,,non,483234
chapeaux bordés d'or de demi-castor,1,,non,483234
chapeaux bordés d'or et d'argent faux communs,1,,non,483234
chapeaux bordés d'or faux,3,,non,483234
chapeaux bordés d'or faux de laine,2,,non,483234
chapeaux bordés de castor,11,,non,483234
chapeaux bordés de point d'Espagne,1,,non,483234
chapeaux bordés de point d'espe,0,,oui,483234
chapeaux bordés en faux de laine,1,,non,483234
chapeaux brodés,12,,non,483234
chapeaux brodés d'argent,2,,non,483234
chapeaux brodés d'argent de castor,3,,non,483234
chapeaux brodés d'argent et d'or,1,,non,483234
chapeaux brodés d'argent et d'or de castor,0,,oui,483234
chapeaux brodés d'or,6,,non,483234
chapeaux chinois et grosse caisse,1,,non,483234
chapeaux cirés,1,,non,483234
chapeaux communs,296,,non,483234
chapeaux communs de laine ou de poil,5,,non,483234
chapeaux communs de paille,1,,non,483234
chapeaux d'écorce,3,,non,483234
chapeaux d'écorce d'arbre,4,,non,483234
chapeaux d'écorce de bois et de paille,151,,non,483234
chapeaux d'écorce de tilleul,1,,non,483234
chapeaux d'écorce et de paille,21,,non,483234
chapeaux d'écorce fins,1,,non,483234
chapeaux d'enfant,1,,non,483234
chapeaux d'osier,1,,non,483234
chapeaux d'ourson,1,,non,483234
chapeaux dauphins,4,,non,483234
chapeaux de bois,10,,non,483234
chapeaux de castor,637,,non,483234
chapeaux de castor brodés,2,,non,483234
chapeaux de castor et de poil,3,,non,483234
chapeaux de castor fins,1,,non,483234
chapeaux de castor noir,2,,non,483234
chapeaux de castor unis,12,,non,483234
chapeaux de castor vernis,4,,non,483234
chapeaux de coton,18,,non,483234
chapeaux de coupeau,3,,non,483234
chapeaux de crin,1,,non,483234
chapeaux de cuir,7,,non,483234
chapeaux de demi-castor,595,,non,483234
chapeaux de demi-vigogne,58,,non,483234
chapeaux de femme,3,,non,483234
chapeaux de feutre,44,,non,483234
chapeaux de feutre communs,3,,non,483234
chapeaux de feutre unis,1,,non,483234
chapeaux de laine,407,Lainage,non,9492
chapeaux de laine à nègre,10,,non,483234
chapeaux de laine communs,15,,non,483234
chapeaux de laine des prises,4,,non,483234
chapeaux de laine et de poil,769,Lainage,non,9492
chapeaux de laine unis,1,,non,483234
chapeaux de loutre,4,,non,483234
chapeaux de mi castor,3,,non,483234
chapeaux de paille,337,,non,483234
chapeaux de paille communs,3,,non,483234
chapeaux de paille de riz,2,,non,483234
chapeaux de paille dits garde-soleils,1,,non,483234
chapeaux de paille et sparterie,31,,non,483234
chapeaux de poil,64,,non,483234
chapeaux de poil de laine,1,,non,483234
chapeaux de poil estain,1,,non,483234
chapeaux de poil et de laine,36,,non,483234
chapeaux de satin,2,,non,483234
chapeaux de soie,9,,non,483234
chapeaux de taffetas,1,,non,483234
chapeaux de velours,2,,non,483234
chapeaux de vigogne,104,,non,483234
chapeaux demi,1,,non,483234
chapeaux des prises,3,,non,483234
chapeaux en poil et laine,1,,non,483234
chapeaux fins,9,,non,483234
chapeaux fins de castor de laine ou de soie,2,,non,483234
chapeaux fins de laine de castor ou de soie,3,,non,483234
chapeaux fins de laine et de poil,2,,non,483234
chapeaux fins de paille,3,,non,483234
chapeaux fins de soie,2,,non,483234
chapeaux fins des prises,1,,non,483234
chapeaux garnis,2,,non,483234
chapeaux gris,1,,non,483234
chapeaux grossiers,7,,non,483234
chapeaux grossiers d'écorce,1,,non,483234
chapeaux grossiers d'écorce de paille et de sparte,10,,non,483234
chapeaux grossiers d'écorce de sparte,1,,non,483234
chapeaux grossiers de paille,3,,non,483234
chapeaux grossiers ou fins d'écorce de paille et de sparte,1,,non,483234
chapeaux Maine,2,,non,483234
chapeaux neufs,1,,non,483234
chapeaux non brodés de castor,2,,non,483234
chapeaux ordinaires,3,,non,483234
chapeaux perle,1,,non,483234
chapeaux perse,3,,non,483234
chapeaux poil laine,2,,non,483234
chapeaux pour nègre,7,,non,483234
chapeaux sortis,1,,non,483234
chapeaux unis,2,,non,483234
chapeaux unis et demi forme,2,,non,483234
chapeaux vieux,3,,non,483234
chapelets,35,,non,483234
chapelets communs,1,,non,483234
chapelets de bois,24,,non,483234
chapelets de coco,6,,non,483234
chapelets de Jérusalem,1,,non,483234
chapelets de verre,5,,non,483234
chapelière de castor,2,,non,483234
chapellerie commune de laine,1,,non,483234
chapellerie commune de laine ou de poil,1,,non,483234
chapellerie de castor,1,,non,483234
chapellerie de castor de feutre fin ou de laine,1,,non,483234
chapes de fer,1,,non,483234
chaplas,2,,non,483234
chapons,10,,non,483234
chapons gras,4,,non,483234
chaquelas,3,,non,483234
charbon,226,,non,483234
charbon d'Angleterre de terre,1,,non,483234
charbon de bois,334,,non,483234
charbon de bois et chènevotte,1,,non,483234
charbon de bois et de terre,163,,non,483234
charbon de bois ou de chènevotte,2,,non,483234
charbon de bois ou de chènevotte en hectolitres,2,,non,483234
charbon de bois ou de chènevotte en kilogrammes,2,,non,483234
charbon de boulanger,1,,non,483234
charbon de boulanger et braisette,1,,non,483234
charbon de pierre,31,,non,483234
charbon de pin,10,,non,483234
charbon de terre,1474,,non,483234
charbon de terre pour cuire chaux,1,,non,483234
charbon houille,2,,non,483234
charcanas,1,,non,483234
chardons,13,,non,483234
chardons à drapier,132,,non,483234
chardons cardère,18,,non,483234
chardons cardiers,12,,non,483234
chardons de drapier,0,,oui,483234
charfarcani,3,,non,483234
charge en fer-blanc,1,,non,483234
chari salée,0,,oui,483234
chariots,13,,non,483234
chariots à feu,1,,non,483234
chariots neufs,1,,non,483234
chariots tombereaux et voitures à échelles,3,,non,483234
charlotonne,3,,non,483234
charnière de marbre,1,,non,483234
charonies,1,,non,483234
charonin,1,,non,483234
charpente démontée,1,,non,483234
charpie,1,,non,483234
charpie et drilles en feuille,2,,non,483234
charrée,6,,non,483234
charrettes,5,,non,483234
charrettes neuves,1,,non,483234
charrettes vieilles,1,,non,483234
charrues,17,,non,483234
charrues de fer,1,,non,483234
chaselade,0,,oui,483234
chaselas des Indes,2,,non,483234
chasse-mouches,1,,non,483234
chasselas,179,,non,483234
châssis de bois,1,,non,483234
chasuble,8,,non,483234
châtaignes,711,,non,483234
châtaignes biscotes,0,,oui,483234
châtaignes biscuites,11,,non,483234
châtaignes blanches,10,,non,483234
châtaignes confites,1,,non,483234
châtaignes et marrons,10,,non,483234
châtaignes et marrons et noix,8,,non,483234
châtaignes et marrons frais,11,,non,483234
châtaignes et noix,1,,non,483234
châtaignes fraîches,25,,non,483234
châtaignes fraîches et marrons frais,19,,non,483234
châtaignes sèche,17,,non,483234
châtaignes sèches,37,,non,483234
châtaigniers,1,,non,483234
chateis,1,,non,483234
chatons,1,,non,483234
chau ???,1,,non,483234
chaud,1,,non,483234
chaud de cuivre,1,,non,483234
chaudière à brai,1,,non,483234
chaudière à distiller,2,,non,483234
chaudière à guildives,3,,non,483234
chaudière à nègre,1,,non,483234
chaudière à sucre,2,,non,483234
chaudière de cuivre,69,,non,483234
chaudière de cuivre à sucre,1,,non,483234
chaudière de cuivre et sa serpentine,1,,non,483234
chaudière de cuivre et ustensiles,1,,non,483234
chaudière de cuivre grande,1,,non,483234
chaudière de cuivre jaune,1,,non,483234
chaudière de cuivre rouge et foudre de cuivre rouge,2,,non,483234
chaudière de fer,141,,non,483234
chaudière de fer et marmites de fer,1,,non,483234
chaudière de fonte,10,,non,483234
chaudière de marmites de potin,2,,non,483234
chaudière de patine,1,,non,483234
chaudière de potier,1,,non,483234
chaudière de potin,4,,non,483234
chaudière et marmites et étuve de fonte,5,,non,483234
chaudières de fonte,21,,non,483234
chaudières de fonte et marmites de fonte,5,,non,483234
chaudières et marmites de ???,4,,non,483234
chaudron,3,,non,483234
chaudron d'airain,2,,non,483234
chaudron de cuivre,174,,non,483234
chaudron de cuivre et bassin de cuivre,1,,non,483234
chaudron de cuivre et neptune de cuivre,1,,non,483234
chaudron de cuivre jaune,4,,non,483234
chaudron de cuivre pour l'entrepôt de la Compagnie de Guinée,1,,non,483234
chaudron de cuivre rouge,1,,non,483234
chaudron de fer,3,,non,483234
chaudron de potin,1,,non,483234
chaudron en cuivre,0,,oui,483234
chauffe-pieds,32,,non,483234
chauffe-pieds ganis,0,,oui,483234
chauffe-pieds garnis,1,,non,483234
chaufferettes,1,,non,483234
chaufferettes de bois,1,,non,483234
chauffete,0,,oui,483234
chausse-pieds,34,,non,483234
chausse-pieds avec leurs terrasses,1,,non,483234
chausseterie,1,,non,483234
chaussetterie de laine,1,,non,483234
chaussettes,14,,non,483234
chaussettes de coton,2,,non,483234
chaussettes de fil,114,,non,483234
chaussettes de fil par paires,1,,non,483234
chaussettes de toile,3,,non,483234
chaussons de carisee et drap à laver maison,1,,non,483234
chaussons de fil,2,,non,483234
chaussons de laine,3,,non,483234
chaussons de laine de Ségovie,1,,non,483234
chaussures pour tisserand,1,,non,483234
chaux,234,,non,483234
chaux à bâtir,4,,non,483234
chaux calcinée ou cuite,2,,non,483234
chaux en pierre ou éteinte,1,,non,483234
chaux et cendre,1,,non,483234
chaux et cendre de chaux mêlées,1,,non,483234
chaux et pierres et plâtre,14,,non,483234
chaux et plâtre et ciment,48,,non,483234
chaux éteinte,14,,non,483234
chaux fondue,1,,non,483234
chaux vive,6,,non,483234
chavonis,3,,non,483234
chazetas,0,,oui,483234
chelöes,2,,non,483234
cheminée de marbre,5,,non,483234
cheminée de pierre de liere,0,,oui,483234
cheminée de pierre de lierre,1,,non,483234
cheminée statues etc.,1,,non,483234
chemises,212,,non,483234
chemises à fumer,1,,non,483234
chemises à nègre,81,,non,483234
chemises assorties,1,,non,483234
chemises blanches ouvrées,1,,non,483234
chemises bleues,2,,non,483234
chemises bretonnes,68,,non,483234
chemises bretonnes garnies,1,,non,483234
chemises bretonnes unies,1,,non,483234
chemises brodées,2,,non,483234
chemises communes,71,,non,483234
chemises communes non garnies,1,,non,483234
chemises communes unies,1,,non,483234
chemises d'homme,2,,non,483234
chemises de batiste,1,,non,483234
chemises de Bretagne,5,,non,483234
chemises de chanvre de Riello,1,,non,483234
chemises de coton,1,,non,483234
chemises de fil de coton,1,,non,483234
chemises de grosse toile à nègre,3,,non,483234
chemises de guingan,20,,non,483234
chemises de Laval,3,,non,483234
chemises de lin,18,,non,483234
chemises de lin garnies,4,,non,483234
chemises de lin garnies de batiste,1,,non,483234
chemises de lin garnies unies,3,,non,483234
chemises de nègre,1,,non,483234
chemises de siamoise,1,,non,483234
chemises de soldat,1,,non,483234
chemises de toile,7,,non,483234
chemises de toile bleue,1,,non,483234
chemises de toile bretonne,4,,non,483234
chemises de toile communes,2,,non,483234
chemises de toile de Bretagne,11,,non,483234
chemises de toile de Bretagne diverses,1,,non,483234
chemises de toile de Bretagne garnies,1,,non,483234
chemises de toile de Bretagne rayée,1,,non,483234
chemises de toile de coton,4,,non,483234
chemises de toile de Laval,2,,non,483234
chemises de toile de Laval garnies,1,,non,483234
chemises de toile de lin,17,,non,483234
chemises de toile de lin garnies,6,,non,483234
chemises de toile de Morlaix,1,,non,483234
chemises de toile de Saint-Jean,1,,non,483234
chemises de toile garnies,1,,non,483234
chemises de toile rayée,2,,non,483234
chemises fines,36,,non,483234
chemises garnies,239,,non,483234
chemises garnies de Batiste,2,,non,483234
chemises garnies de mousseline,4,,non,483234
chemises garnies de paille,1,,non,483234
chemises garnies et fines,3,,non,483234
chemises garnies pour femme,1,,non,483234
chemises garnies pour homme,1,,non,483234
chemises grosses,1,,non,483234
chemises grosses de toile à nègre,3,,non,483234
chemises moins communes,2,,non,483234
chemises neutres,1,,non,483234
chemises neuves,1,,non,483234
chemises non garnies,4,,non,483234
chemises ordinaires,1,,non,483234
chemises pour homme,2,,non,483234
chemises pour homme communes,1,,non,483234
chemises pour soldat,1,,non,483234
chemises royales,1,,non,483234
chemises unies,90,,non,483234
chemises vieilles,8,,non,483234
chemisettes,2,,non,483234
chemisier,1,,non,483234
chemisons garnis,1,,non,483234
chêne en blocs,1,,non,483234
chenille,1,,non,483234
chenille au quart,1,,non,483234
chenille de bois,3,,non,483234
chenille de chêne,3,,non,483234
chenille de flavret,1,,non,483234
chenille de soie,18,,non,483234
cheval de bois,1,,non,483234
chévaque,1,,non,483234
chevaux,542,,non,483234
chevaux à bas prix,16,,non,483234
chevaux à haut prix,11,,non,483234
chevaux à moyen prix,5,,non,483234
chevaux anglais,1,,non,483234
chevaux arabes,1,,non,483234
chevaux d'Espagne,1,,non,483234
chevaux d'un an,1,,non,483234
chevaux de Barbarie,1,,non,483234
chevaux de bois,5,,non,483234
chevaux de labour,93,,non,483234
chevaux de labour et mules et mulets,4,,non,483234
chevaux de selle,2,,non,483234
chevaux de trois ans,1,,non,483234
chevaux et ânes,4,,non,483234
chevaux et mulets,2,,non,483234
chevaux et poulains,1,,non,483234
chevaux hongres,10,,non,483234
chevaux petits,1,,non,483234
chevaux poulains de lait,1,,non,483234
chevaux pour enfant,1,,non,483234
chevaux pour le haras,1,,non,483234
chevaux vieux,1,,non,483234
cheveux,331,,non,483234
cheveux à perruques,1,,non,483234
cheveux apprêtés,1,,non,483234
cheveux communs,35,,non,483234
cheville,1,,non,483234
cheville de bois,10,,non,483234
cheville de chêne,2,,non,483234
cheville de fer,3,,non,483234
chevillères,0,,oui,483234
chevillères à tresser,0,,oui,483234
chevillères de bois,0,,oui,483234
chevillères de fil,0,,oui,483234
chevilles et masses de fer,1,,non,483234
chevillières,1,,non,483234
chevillières à tresser,1,,non,483234
chevillières de fil,2,,non,483234
chevreaux,12,,non,483234
chevreaux à moyen prix,1,,non,483234
chèvres,179,,non,483234
chèvres boucs,0,,oui,483234
chèvres et boucs,0,,oui,483234
chevreuil,1,,non,483234
chevreuil en chamois et peaux de cerf,1,,non,483234
chevrons,76,,non,483234
chevrons d'acajou,11,,non,483234
chevrons de 10 pieds,1,,non,483234
chevrons de 12 pieds,1,,non,483234
chevrons de 16 pieds,1,,non,483234
chevrons de 18 pieds,3,,non,483234
chevrons de 25 pieds,1,,non,483234
chevrons de 26 pieds,1,,non,483234
chevrons de 45 à 50 pieds,1,,non,483234
chevrons de 5 pieds en acajou,1,,non,483234
chevrons de 6 pieds en acajou,1,,non,483234
chevrons de 8 pieds,1,,non,483234
chevrons de 8 pieds en acajou,1,,non,483234
chevrons de bois,11,,non,483234
chevrons de bois de noyer de 12 pieds de long,1,,non,483234
chevrons de cèdre,1,,non,483234
chevrons de chêne,9,,non,483234
chevrons de chêne de 10 pieds,1,,non,483234
chevrons de chêne de 11 pieds,1,,non,483234
chevrons de chêne de 12 à 18 pieds,1,,non,483234
chevrons de chêne de 12 pieds,1,,non,483234
chevrons de chêne de 15 pieds,1,,non,483234
chevrons de chêne de 16 pieds,2,,non,483234
chevrons de chêne de 18 pieds,3,,non,483234
chevrons de chêne de 22 pieds,1,,non,483234
chevrons de chêne de 5 à 6 pieds,1,,non,483234
chevrons de chêne de 6 pieds,1,,non,483234
chevrons de chêne de 7 pieds,1,,non,483234
chevrons de chêne de 8 pieds,1,,non,483234
chevrons de chêne de 9 pieds,1,,non,483234
chevrons de merisier,1,,non,483234
chevrons de pin,1,,non,483234
chevrons de planches,1,,non,483234
chevrons de sapin,84,,non,483234
chevrons de sapin 12 pieds,1,,non,483234
chevrons de sapin 24 pieds,1,,non,483234
chevrons de sapin de 10 pieds,1,,non,483234
chevrons de sapin de 12 pieds,3,,non,483234
chevrons de sapin de 14 à 15 pieds,1,,non,483234
chevrons de sapin de 14 pieds,2,,non,483234
