goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
tilleul,3,,,non,0,386384
timbres,1,,,non,0,386384
timon,1,,,non,0,386384
tin canarie,1,,,non,0,386384
tinettes,1,,,non,0,386384
tires-bouchons d'acier,1,,,non,0,386384
tiretaine,13,,,non,0,386384
tiretaine de laine,2,,,non,0,386384
tiretaine et miselaine,1,,,non,0,386384
tiretaine et miselaine aune,1,,,non,0,386384
tirtaine,0,,,oui,0,386384
tirtaine de laine,0,,,oui,0,386384
tissus brochés d'argent et d'or faux de soie,0,,,oui,0,386384
tissus brochés d'argent et d'or fin de soie,0,,,oui,0,386384
tissus brochés de soie de soie,0,,,oui,0,386384
tissus d'écorce,0,,,oui,0,386384
tissus de bourre de soie façon cachemire,0,,,oui,0,386384
tissus de chanvre ou de lin,0,,,oui,0,386384
tissus de chanvre ou de lin mêlés,0,,,oui,0,386384
tissus de coton,0,,,oui,0,386384
tissus de coton basin piqués mousselinettes,0,,,oui,0,386384
tissus de coton simples,0,,,oui,0,386384
tissus de crin,0,,,oui,0,386384
tissus de crin et de poils,0,,,oui,0,386384
tissus de fil,0,,,oui,0,386384
tissus de laine,0,,,oui,0,386384
tissus de laine casimirs et mérinos,0,,,oui,0,386384
tissus de lin et de chanvre mêlés,0,,,oui,0,386384
tissus de plocq,0,,,oui,0,386384
tissus de poil,0,,,oui,0,386384
tissus de soie blonde,0,,,oui,0,386384
tissus de soie mêlée,0,,,oui,0,386384
tissus de soie unis,0,,,oui,0,386384
tissus en feuilles,0,,,oui,0,386384
tissus façonnés de soie,0,,,oui,0,386384
tobines,1,,,non,0,386384
tobines de Hollande,1,,,non,0,386384
toile,752,,,non,1,386384
toile ???,22,,,non,0,386384
toile ...,17,,,non,0,386384
toile 3/4,1,,,non,0,386384
toile 3/4 large,0,,,oui,0,386384
toile a ???,1,,,non,0,386384
toile à 4 fils,5,,,non,0,386384
toile à bas,7,,,non,0,386384
toile à bas prix blanche de lin,1,,,non,0,386384
toile à bas prix blanche et de coton,1,,,non,0,386384
toile à bas prix de chanvre,1,,,non,0,386384
toile à bas prix de coton et imprimée,2,,,non,0,386384
toile à bâts,13,,,non,0,386384
toile à bluteaux,2,,,non,0,386384
toile à bouquets de laine de coton,2,,,non,0,386384
toile à Bretagne,1,,,non,0,386384
toile à canevas,4,,,non,0,386384
toile à carreaux,260,,,non,0,386384
toile à carreaux de fil et de laine,1,,,non,0,386384
toile à carreaux de Rouen,2,,,non,0,386384
toile à carreaux et à matelas,4,,,non,0,386384
toile à carreaux et de coton,5,,,non,0,386384
toile à carreaux et de coutil,56,,,non,0,386384
toile à carreaux et de fil et de laine,0,,,oui,0,386384
toile à carreaux et de lin,11,,,non,0,386384
toile à carreaux et en pièces de 50 aunes,1,,,non,0,386384
toile à carreaux fine et de lin,1,,,non,0,386384
toile à carreaux grosse et de Lille,1,,,non,0,386384
toile à carreaux pour matelas,8,,,non,0,386384
toile à cottray,1,,,non,0,386384
toile à doubler,1,,,non,0,386384
toile à drap,1,,,non,,386384
toile à faire drap de lin,1,,,non,0,386384
toile à faire linge,0,,,oui,0,386384
toile à fleurs,4,,,non,,386384
toile à halle,1,,,non,,386384
toile à image,1,,,non,,386384
toile à jamis,13,,,non,0,386384
toile à matelas,72,,,non,0,386384
toile à matelas et à carreaux,3,,,non,0,386384
toile à matelot,5,,,non,0,386384
toile à ménages,0,,,oui,0,386384
toile à nappes,7,,,non,0,386384
toile à nappes et serviettes,3,,,non,0,386384
toile à nègre,6,,,non,0,386384
toile à paillasse,3,,,non,0,386384
toile à pavillon,4,,,non,0,386384
toile à peindre,1,,,non,0,386384
toile à robes,2,,,non,0,386384
toile à sacquette dite talette,2,,,non,0,386384
toile à sacs,13,,,non,0,386384
toile à serpillière,7,,,non,0,386384
toile à serviettes,63,,,non,0,386384
toile à sorties,1,,,non,,386384
toile à tamis,18,,,non,0,386384
toile à tapisser,1,,,non,0,386384
toile abas,1,,,non,0,386384
toile abat,30,,,non,0,386384
toile alanea,1,,,non,0,386384
toile amant,3,,,non,0,386384
toile anascotes,1,,,non,0,386384
toile anglaise,1,,,non,0,386384
toile anglaise de prise,0,,,oui,0,386384
toile anglaise des prises,1,,,non,,386384
toile Antioche,6,,,non,0,386384
toile apprêtée de chanvre et de lin écrue de 13 à 20 fils,2,,,non,0,386384
toile apprêtée de chanvre et de lin écrue de 20 fils et au-dessus,2,,,non,0,386384
toile apprêtée de chanvre et de lin écrue de 8 à 13 fils,2,,,non,0,386384
toile apprêtée de chanvre et de lin écrue de moins de 8 fils,2,,,non,0,386384
toile apprêtée de chanvre et de lin écrue unie,2,,,non,0,386384
toile apprêtée de chanvre et de lin écrue unie de 13 fils inclusivement à 20 fils exclusivement,1,,,non,0,386384
toile apprêtée de chanvre et de lin écrue unie de 8 fils inclusivement à 13 fils exclusivement,1,,,non,0,386384
toile apprêtée de chanvre et de lin écrue unie de moins de 8 fils,1,,,non,0,386384
toile ardoisée et grise de lin,1,,,non,0,386384
toile ardoisée et grise et de lin,0,,,oui,0,386384
toile ardoisée et rayée et rayonnée,2,,,non,0,386384
toile ardoisée et rayonnée,1,,,non,0,386384
toile ardoisée grise et écrue,1,,,non,0,386384
toile au lain,1,,,non,0,386384
toile au lait,8,,,non,0,386384
toile au lait lin,1,,,non,0,386384
toile bajas,1,,,non,0,386384
toile bajouge,1,,,non,0,386384
toile bajutapaux,0,,,oui,0,386384
toile barrière,2,,,non,0,386384
toile Barrois,1,,,non,0,386384
toile bas brin,3,,,non,0,386384
toile basin coutil croisée et autre de chanvre et de lin,2,,,non,0,386384
toile basin coutil croisée et autres,2,,,non,0,386384
toile basin coutil croisée et autres de chanvre et de lin,3,,,non,0,386384
toile beaugrain,7,,,non,0,386384
toile blancard,129,,,non,0,386384
toile blancard cirée large,1,,,non,,386384
toile blancard de chanvre,1,,,non,,386384
toile blancard de lin,8,,,non,0,386384
toile blancard de Rouen,8,,,non,0,386384
toile blancard et fleuret,8,,,non,0,386384
toile blanche,902,Hors Canada,,non,1,154362
toile blanche à étoupe,1,,,non,,386384
toile blanche à imprimer,1,,,non,0,386384
toile blanche abati,1,,,non,0,386384
toile blanche aman,2,,,non,0,386384
toile blanche bleue et de lin,1,,,non,0,386384
toile blanche cirée,1,,,non,,386384
toile blanche commune,5,,,non,0,386384
toile blanche damassée de lin pour nappes et serviettes,1,,,non,0,386384
toile blanche de 13 à 20 fils,2,,,non,0,386384
toile blanche de 13 fils,2,,,non,0,386384
toile blanche de 20 fils et au-dessus,2,,,non,0,386384
toile blanche de chanvre,3,,,non,0,386384
toile blanche de chanvre 398 lignes,1,,,non,0,386384
toile blanche de chanvre et de lin,5,,,non,0,386384
toile blanche de chanvre et de lin de 13 à 20 fils,2,,,non,0,386384
toile blanche de chanvre et de lin de 20 fils et au-dessus,2,,,non,0,386384
toile blanche de chanvre et de lin de moins de 13 fils,2,,,non,0,386384
toile blanche de chanvre et de lin unie,2,,,non,0,386384
toile blanche de chanvre et de lin unie de 13 fils inclusivement à 20 fil exclusivement,1,,,non,0,386384
toile blanche de chanvre et de lin unie de 20 fils et au-dessus,1,,,non,0,386384
toile blanche de chanvre et de lin unie de moins de 13 fils,1,,,non,0,386384
toile blanche de Cholet,3,,,non,0,386384
toile blanche de coton,96,,,non,1,386384
toile blanche de coton et bas prix,0,,,oui,0,386384
toile blanche de coton et de ???,1,,,non,0,386384
toile blanche de coton et des Indes,7,,,non,0,386384
toile blanche de coton et fil,1,,,non,0,386384
toile blanche de coton et fine,3,,,non,0,386384
toile blanche de coton et nationale,6,,,non,0,386384
toile blanche de coton et rayée,1,,,non,0,386384
toile blanche de coton fine,0,,,oui,0,386384
toile blanche de coton pour mouchoirs,2,,,non,0,386384
toile blanche de France,2,,,non,0,386384
toile blanche de Hollande,1,,,non,0,386384
toile blanche de la Compagnie,3,,,non,0,386384
toile blanche de lin,23,,,non,0,386384
toile blanche de lin ??? à la frontière,5,,,non,0,386384
toile blanche de lin à 10 sols et en dessus,1,,,non,0,386384
toile blanche de lin de 12 sols par aune,1,,,non,0,386384
toile blanche de lin de 2 sols par aune,1,,,non,0,386384
toile blanche de lin de 20 sols par aune,1,,,non,0,386384
toile blanche de lin de 30 sols par aune,1,,,non,0,386384
toile blanche de lin de 8 sols par aune,1,,,non,0,386384
toile blanche de lin en dessous de 10 sols,2,,,non,0,386384
toile blanche de lin et de 12 sols par aune,0,,,oui,0,386384
toile blanche de lin et de 20 sols par aune,0,,,oui,0,386384
toile blanche de lin et de 30 sols par aune,0,,,oui,0,386384
toile blanche de lin et haut prix,1,,,non,0,386384
toile blanche de lin et toile de lin,6,,,non,0,386384
toile blanche de lin pour nappes et serviettes,1,,,non,0,386384
toile blanche de ménage,3,,,non,0,386384
toile blanche de ménages,0,,,oui,0,386384
toile blanche de Saint Quentin et Valenciennes,3,,,non,0,386384
toile blanche de Saint-Quentin,3,,,non,0,386384
toile blanche demitte,1,,,non,0,386384
toile blanche dite abati,0,,,oui,0,386384
toile blanche dite aman,0,,,oui,0,386384
toile blanche dite demitte,0,,,oui,0,386384
toile blanche dite escanite,0,,,oui,0,386384
toile blanche dite Guinée,0,,,oui,0,386384
toile blanche dite large,0,,,oui,0,386384
toile blanche en epièces de 20 aunes,0,,,oui,0,386384
toile blanche en pièces de 20 aunes,1,,,non,0,386384
toile blanche escanite,1,,,non,0,386384
toile blanche et rouge,1,,,non,0,386384
toile blanche et rousse,1,,,non,0,386384
toile blanche et teinte,100,,,non,0,386384
toile blanche étrangère,3,,,non,0,386384
toile blanche fine,8,,,non,0,386384
toile blanche fine et de lin,3,,,non,0,386384
toile blanche guinée,3,,,non,0,386384
toile blanche large,1,,,non,0,386384
toile blanche mousseline,0,,,oui,0,386384
toile blanche ordinaire,18,,,non,0,386384
toile blanche ordre,1,,,non,0,386384
toile blanche peinte,18,,,non,0,386384
toile blanche pour essuie-mains,1,,,non,0,386384
toile blanchie,2,,,non,0,386384
toile bleue,35,,,non,1,386384
toile bleue de coton,8,,,non,0,386384
toile bleue des Indes,1,,,non,0,386384
toile bleue et rouge,1,,,non,0,386384
toile bleue peinte,1,,,non,0,386384
toile bocadillo,2,,,non,0,386384
toile boelans,1,,,non,0,386384
toile bonnets,1,,,non,,386384
toile boucassine,21,,,non,0,386384
toile bougran,8,,,non,0,386384
toile boulange,1,,,non,0,386384
toile bourlegambis,1,,,non,0,386384
toile brantes des Indes,1,,,non,0,386384
toile brauls,4,,,non,0,386384
toile brauls des Indes,2,,,non,0,386384
toile brauls imitant celles des Indes,1,,,non,0,386384
toile Bretagne Locronan,0,,,oui,0,386384
toile brin,2,,,non,0,386384
toile brin de Dinant,1,,,non,0,386384
toile brin trois-quart de Combourg,5,,,non,,386384
toile brochée,2,,,non,0,386384
toile brodée,2,,,non,0,386384
toile brodée en laine et de coton,1,,,non,0,386384
toile brodée en soie et de coton,1,,,non,0,386384
toile brodée et de coton,5,,,non,0,386384
toile bueadille,1,,,non,0,386384
toile cacanava,1,,,non,0,386384
toile cachelas des Indes,3,,,non,0,386384
toile cadéas,1,,,non,0,386384
toile caissie,72,,,non,0,386384
toile caissière,1,,,non,,386384
toile caladaris,26,,,non,0,386384
toile calanea,1,,,non,0,386384
toile calias,1,,,non,0,386384
toile Cambrai,0,,,oui,0,386384
toile canevas,34,,,non,0,386384
toile carotte,1,,,non,0,386384
toile carotte double,1,,,non,0,386384
toile carotte simple,1,,,non,0,386384
toile carrée,1,,,non,,386384
toile casse,1,,,non,0,386384
toile casselis,4,,,non,0,386384
toile cassie,2,,,non,0,386384
toile ce chasse,3,,,non,0,386384
toile cerda,1,,,non,0,386384
toile céruse,2,,,non,0,386384
toile chapelur,1,,,non,0,386384
toile chapilas,3,,,non,0,386384
toile chasselas,28,,,non,0,386384
toile chebiny,5,,,non,0,386384
toile chille,1,,,non,0,386384
toile chitte,3,,,non,0,386384
toile choilette,1,,,non,0,386384
toile Cholet,133,,,non,0,386384
toile Cholet à carreaux,1,,,non,0,386384
toile cholette,11,,,non,0,386384
toile circaca,0,,,oui,0,386384
toile cirée,525,,,non,0,386384
toile cirée commune,1,,,non,0,386384
toile cirée de 13 à 20 fils,1,,,non,0,386384
toile cirée de chanvre et de lin de 13 à 20 fils,1,,,non,0,386384
toile cirée de chanvre et de lin de 20 fils et au-dessus,2,,,non,0,386384
toile cirée de chanvre et de lin de 8 à 13 fils,1,,,non,0,386384
toile cirée de chanvre et de lin de moins de 8 fils,2,,,non,0,386384
toile cirée de chanvre et de lin unie,2,,,non,0,386384
toile cirée de moins de 8 fils,1,,,non,0,386384
toile cirée et de crin et gommée,30,,,non,0,386384
toile cirée et gommée,12,,,non,0,386384
toile cirée et lustrée,1,,,non,0,386384
toile cirée et peinte,9,,,non,0,386384
toile cirée large,8,,,non,,386384
toile cirée pour paravent,1,,,non,0,386384
toile cirée trois-quart,1,,,non,,386384
toile cirsaca,7,,,non,0,386384
toile claire,1,,,non,0,386384
toile claire de coton et de fil,2,,,non,0,386384
toile cochelis,3,,,non,0,386384
toile coffres,1,,,non,0,386384
toile colette,1,,,non,0,386384
toile commune,314,Hors Canada,,non,1,154362
toile commune de 25 aunes,1,,,non,0,386384
toile commune de basin,1,,,non,0,386384
toile commune de coton,2,,,non,0,386384
toile commune de Dinant,1,,,non,0,386384
toile commune de Lille,1,,,non,0,386384
toile commune de lin,41,,,non,0,386384
toile commune écrue et grosse et de lin,6,,,non,0,386384
toile commune et fine,4,,,non,0,386384
toile cordat,38,,,non,0,386384
toile cordeillat,1,,,non,0,386384
toile coros,0,,,oui,0,386384
toile coros imitant celle des Indes,0,,,oui,0,386384
toile corot,165,,,non,0,386384
toile corot double,2,,,non,0,386384
toile corot imitant celle des Indes,1,,,non,0,386384
toile corot simple,1,,,non,0,386384
toile corots,0,,,oui,0,386384
toile corots double,0,,,oui,0,386384
toile corots simple,0,,,oui,0,386384
toile cotonnade,5,,,non,0,386384
toile cottray,44,,,non,0,386384
toile coupis,10,,,non,0,386384
toile coupis imitant celle des Indes,1,,,non,0,386384
toile couray,0,,,oui,0,386384
toile Courtray,0,,,oui,0,386384
toile coutil,329,,,non,1,386384
toile coutil commune,12,,,non,0,386384
toile coutil croisée,1,,,non,0,386384
toile coutil de fil,13,,,non,0,386384
toile coutil de fil et de laine,1,,,non,0,386384
toile coutil pour lit,1,,,non,,386384
toile coutray,0,,,oui,0,386384
toile crée,70,,,non,0,386384
toile crée entrelarge,1,,,non,0,386384
toile crée gratienne,1,,,non,0,386384
toile crée large,46,,,non,0,386384
toile créé large,0,,,oui,0,386384
toile crée large de lin,1,,,non,0,386384
toile crée margé,1,,,non,0,386384
toile crée pièces de 50 aunes,1,,,non,0,386384
toile crée rayée,1,,,non,0,386384
toile crée rosconne,2,,,non,0,386384
toile cretonne,1,,,non,0,386384
toile crin,2,,,non,0,386384
toile crise,1,,,non,0,386384
toile crue,140,,,non,0,386384
toile crue de ménage,3,,,non,0,386384
toile crue et teinte,1,,,non,0,386384
toile crue grise et ardoisée,1,,,non,0,386384
toile crue large,2,,,non,0,386384
toile crue pièces de 20 aunes,1,,,non,0,386384
toile cunbabis,1,,,non,0,386384
toile custas,2,,,non,0,386384
toile custas imitant celle des Indes,1,,,non,0,386384
toile d'abas,1,,,non,0,386384
toile d'Agen,6,,,non,0,386384
toile d'Alençon,1,,,non,0,386384
toile d'Alep,11,,,non,0,386384
toile d'Allemagne,54,,,non,0,386384
toile d'Allemagne et toile de Silésie,1,,,non,0,386384
toile d'aman,153,,,non,0,386384
toile d'amat,1,,,non,0,386384
toile d'Angers,1,,,non,0,386384
toile d'anne,1,,,non,0,386384
toile d'antal,0,,,oui,0,386384
toile d'antale,27,,,non,0,386384
toile d'Antioche,136,,,non,0,386384
toile d'antrain,1,,,non,0,386384
toile d'Argouges,1,,,non,0,386384
toile d'Artische,1,,,non,0,386384
toile d'aune,2,,,non,0,386384
toile d'Autriche,1,,,non,0,386384
toile d'auxonne,1,,,non,0,386384
toile d'azar,11,,,non,0,386384
toile d'azur,5,,,non,0,386384
toile d'azur bleue,1,,,non,0,386384
toile d'ecripe,1,,,non,0,386384
toile d'emballage,718,,,non,0,386384
toile d'emballage 2270 lignes,1,,,non,0,386384
toile d'emballage de lin,1,,,non,0,386384
toile d'emballage neuve,1,,,non,0,386384
toile d'emballage vieille,1,,,non,0,386384
toile d'éponge,1,,,non,,386384
toile d'Ernée,1,,,non,0,386384
toile d'étoupe 7/8,1,,,non,,386384
toile d'étoupes,108,,,non,0,386384
toile d'étoupes 1000 lignes,1,,,non,0,386384
toile d'étoupes de lin,36,,,non,0,386384
toile d'Hambrie,1,,,non,0,386384
toile d'herbe,1,,,non,0,386384
toile d'Irlande,2,,,non,0,386384
toile d'Olonne,22,,,non,0,386384
toile d'Orange,2,,,non,,386384
toile damassée,6,,,non,0,386384
toile damassée de 1 aune,1,,,non,0,386384
toile damassée de 2 1/2 aunes,1,,,non,0,386384
toile damassée de 2 aunes,1,,,non,0,386384
toile damassée de 3 aunes large,1,,,non,0,386384
toile damassée de Caux,1,,,non,0,386384
toile de ??? lin,1,,,non,0,386384
toile de 15 aunes de Hollande,3,,,non,0,386384
toile de 3 aunes de largeur et en dessus,1,,,non,0,386384
toile de 3 aunes pour nappes,1,,,non,0,386384
toile de 30 aunes,1,,,non,0,386384
toile de 30 aunes de Hollande,3,,,non,0,386384
toile de 36 aunes de Hollande,1,,,non,0,386384
toile de 4 fils,1,,,non,0,386384
toile de 7/8,1,,,non,0,386384
toile de balle,1,,,non,0,386384
toile de Barbezieux,3,,,non,0,386384
toile de Barrois,3,,,non,0,386384
toile de Barrois et Clinchamp,8,,,non,0,386384
toile de basin,238,,,non,1,386384
toile de basin brodé et de coton et de fil,1,,,non,0,386384
toile de basin clair et uni,1,,,non,0,386384
toile de basin coton et fil,2,,,non,0,386384
toile de basin de coton,4,,,non,0,386384
toile de basin de coton commune,5,,,non,0,386384
toile de basin de coton et de fil,3,,,non,0,386384
toile de basin de coton et de fil et teinte,1,,,non,0,386384
toile de basin de Rouen,1,,,non,0,386384
toile de basin et de coutil,5,,,non,0,386384
toile de basin étranger,4,,,non,0,386384
toile de basin fin,2,,,non,0,386384
toile de basin gros,3,,,non,0,386384
toile de basin national,5,,,non,0,386384
toile de basine,1,,,non,0,386384
toile de bazouges,1,,,non,0,386384
toile de Beaufort,2,Hors Canada,,non,1,154362
toile de Beaujolais,1,,,non,,386384
toile de Beauvais,28,,,non,0,386384
toile de Bernay,1,,,non,0,386384
toile de Bézier,1,,,non,,386384
toile de bleue,1,,,non,0,386384
toile de Bonbourg,1,,,non,0,386384
toile de Bretagne,598,,,non,0,386384
toile de Bretagne ??? brin,1,,,non,0,386384
toile de Bretagne 3/4,1,,,non,0,386384
toile de Bretagne 7/8,1,,,non,0,386384
toile de Bretagne à 4 fils,1,,,non,0,386384
toile de Bretagne à carreaux,69,,,non,0,386384
toile de Bretagne à nègre,1,,,non,0,386384
toile de Bretagne bas brin,2,,,non,0,386384
toile de Bretagne beurrière,1,,,non,0,386384
toile de Bretagne blancard,1,,,non,0,386384
toile de Bretagne blanche,33,,,non,0,386384
toile de Bretagne blanche large,1,,,non,0,386384
toile de Bretagne cirée,18,,,non,0,386384
toile de Bretagne cirée large,3,,,non,,386384
toile de Bretagne commune,1,,,non,0,386384
toile de Bretagne cotonnade,1,,,non,0,386384
toile de Bretagne cottray,1,,,non,0,386384
toile de Bretagne crée,39,,,non,0,386384
toile de Bretagne crée étroite,1,,,non,0,386384
toile de Bretagne crée large,96,Hors Canada,,non,1,154362
toile de Bretagne crée large de 40 aunes,1,,,non,0,386384
toile de Bretagne crue,21,,,non,0,386384
toile de Bretagne d'aune,5,,,non,0,386384
toile de Bretagne d'emballage,3,,,non,0,386384
toile de Bretagne d'étoupe,1,,,non,0,386384
toile de Bretagne d'Olonne,43,,,non,0,386384
toile de Bretagne de ???,1,,,non,0,386384
toile de Bretagne de ??? fil,6,,,non,0,386384
toile de Bretagne de 3 aunes,1,,,non,0,386384
toile de Bretagne de 4 fils,15,,,non,0,386384
toile de Bretagne de 6 fils,2,,,non,0,386384
toile de Bretagne de balles,5,,,non,0,386384
toile de Bretagne de bas brin,6,,,non,0,386384
toile de Bretagne de bazot,1,,,non,0,386384
toile de Bretagne de brin,28,,,non,0,386384
toile de Bretagne de challe,3,,,non,0,386384
toile de Bretagne de chanvre,12,,,non,0,386384
toile de Bretagne de coton,3,,,non,0,386384
toile de Bretagne de couleur,15,,,non,0,386384
toile de Bretagne de couture,1,,,non,0,386384
toile de Bretagne de fil,2,,,non,0,386384
toile de Bretagne de halle,164,,,non,0,386384
toile de Bretagne de haut brin,19,,,non,0,386384
toile de Bretagne de Locronan,0,,,oui,0,386384
toile de Bretagne de ménage,46,,,non,0,386384
toile de Bretagne de ménages,0,,,oui,0,386384
toile de Bretagne de quatre fils,1,,,non,0,386384
toile de Bretagne de réforme,1,,,non,0,386384
toile de Bretagne de rondelette,1,,,non,0,386384
toile de Bretagne de rosconne,11,,,non,0,386384
toile de Bretagne de Saint-???,1,,,non,0,386384
toile de Bretagne de Savigny,2,,,non,0,386384
toile de Bretagne de sept huit,1,,,non,0,386384
toile de Bretagne de serpillère,1,,,non,0,386384
toile de Bretagne de St. Georges,15,,,non,0,386384
toile de Bretagne diverse,40,,,non,0,386384
toile de Bretagne écrue,6,,,non,0,386384
toile de Bretagne écrue large,1,,,non,0,386384
toile de Bretagne entre large,48,,,non,0,386384
toile de Bretagne étroite,199,,,non,0,386384
toile de Bretagne fine claire,1,,,non,0,386384
toile de Bretagne fine étroite,1,,,non,0,386384
toile de Bretagne fine large,1,,,non,0,386384
toile de Bretagne Fougères,1,,,non,0,386384
toile de Bretagne gracienne,0,,,oui,0,386384
toile de Bretagne gratienne,104,,,non,0,386384
toile de Bretagne grenade,1,,,non,0,386384
toile de Bretagne grise,6,,,non,0,386384
toile de Bretagne gros brin,2,,,non,0,386384
toile de Bretagne guingan,2,,,non,0,386384
toile de Bretagne haut brin,1,,,non,0,386384
toile de Bretagne haute louise,1,,,non,0,386384
toile de Bretagne jaune,2,,,non,0,386384
toile de Bretagne lacormen,1,,,non,0,386384
toile de Bretagne large,176,,,non,0,386384
toile de Bretagne Locronan,0,,,oui,0,386384
toile de Bretagne ouvrée,3,,,non,0,386384
toile de Bretagne peinte,1,,,non,0,386384
toile de Bretagne platille,3,,,non,0,386384
toile de Bretagne pour voile,94,,,non,0,386384
toile de Bretagne quatre fils,3,,,non,0,386384
toile de Bretagne rayée,13,,,non,0,386384
toile de Bretagne rayée à carreaux,1,,,non,0,386384
toile de Bretagne reforme,3,,,non,0,386384
toile de Bretagne rondelette,21,,,non,0,386384
toile de Bretagne rosconne,95,,,non,0,386384
toile de Bretagne rouge et bleue,1,,,non,0,386384
toile de Bretagne rousse,20,,,non,0,386384
toile de Bretagne royale,2,,,non,0,386384
toile de Bretagne serpillère,1,,,non,0,386384
toile de Bretagne serpillière,13,,,non,0,386384
toile de Bretagne verges rayées,2,,,non,0,386384
toile de Bretagne verges serpillère,2,,,non,0,386384
toile de Brieu,1,,,non,0,386384
toile de brin,20,,,non,0,386384
toile de brin fine,2,,,non,0,386384
toile de Bruges,2,,,non,0,386384
toile de caisse,1,,,non,,386384
toile de caladaris,2,,,non,0,386384
toile de Cambrai,72,,,non,0,386384
toile de Cambrai aune,1,,,non,0,386384
toile de Cambrai et de lin,10,,,non,0,386384
toile de Cambrai et de lin fin,1,,,non,0,386384
toile de canevas,1,,,non,0,386384
toile de capiton,1,,,non,0,386384
toile de carreaux,2,,,non,0,386384
toile de châles et de lin,1,,,non,0,386384
toile de challe,4,,,non,0,386384
toile de chanvre,642,,,non,0,386384
toile de chanvre ???,4,,,non,0,386384
toile de chanvre 1400 lignes,1,,,non,0,386384
toile de chanvre 1500 lignes,1,,,non,0,386384
toile de chanvre 1700 lignes,1,,,non,0,386384
toile de chanvre 450 lignes,1,,,non,0,386384
toile de chanvre à carreaux,2,,,non,0,386384
toile de chanvre blanche,77,,,non,0,386384
toile de chanvre commune et de fil,3,,,non,0,386384
toile de chanvre coutil,6,,,non,0,386384
toile de chanvre d'emballage,15,,,non,0,386384
toile de chanvre d'étoupes,43,,,non,0,386384
toile de chanvre de ???,5,,,non,0,386384
toile de chanvre de coutil,10,,,non,0,386384
toile de chanvre de Halle,2,,,non,0,386384
toile de chanvre dite coutil,3,,,non,0,386384
toile de chanvre écrue,21,,,non,0,386384
toile de chanvre en canevas,1,,,non,0,386384
toile de chanvre et de fil d'épreuve,1,,,non,0,386384
toile de chanvre et de lin,377,,,non,0,386384
toile de chanvre et de lin apprêtée écrue de 13 à 20 fils,1,,,non,0,386384
toile de chanvre et de lin apprêtée écrue de 8 à 13 fils,1,,,non,0,386384
toile de chanvre et de lin apprêtée écrue de fils,1,,,non,0,386384
toile de chanvre et de lin apprêtée écrue de moins de 8 fils,1,,,non,0,386384
toile de chanvre et de lin blanches,2,,,non,0,386384
toile de chanvre et de lin écrue,0,,,oui,0,386384
toile de chanvre et de lin écrue pour voile,2,,,non,0,386384
toile de chanvre et de lin écrues,3,,,non,0,386384
toile de chanvre et de lin imprimée de 13 à 20 fils,2,,,non,0,386384
toile de chanvre et de lin imprimée mi-blanche unie de moins de 8 fils,1,,,non,0,386384
toile de chanvre et de lin imprimée unie,3,,,non,0,386384
toile de chanvre et de lin mi-blanche,2,,,non,0,386384
toile de chanvre et de lin peinte sur enduit pour tapisserie,2,,,non,0,386384
toile de chanvre et de lin peinte sur enduit unie pour tapisserie,1,,,non,0,386384
toile de chanvre et de lin pour matelas,2,,,non,0,386384
toile de chanvre et de lin sans apprêt écrue d'étoupes,1,,,non,0,386384
toile de chanvre et de lin sans apprêt écrue de 13 à 20 fils,1,,,non,0,386384
toile de chanvre et de lin sans apprêt écrue de 8 à 13 fils,1,,,non,0,386384
toile de chanvre et de lin sans apprêt écrue de fils,1,,,non,0,386384
toile de chanvre et de lin sans apprêt écrue de moins de 8 fils,1,,,non,0,386384
toile de chanvre et de lin teinte de 13 à 20 fils,2,,,non,0,386384
toile de chanvre et de lin teinte de 20 fils et au-dessus,1,,,non,0,386384
toile de chanvre et de lin teinte de 8 à 13 fils,2,,,non,0,386384
toile de chanvre et de lin teinte de moins de 8 fils,2,,,non,0,386384
toile de chanvre et de lin unie pour matelas,3,,,non,0,386384
toile de chanvre et de lin unie teinte,2,,,non,0,386384
toile de chanvre et de lin unie teinte de 13 fils inclusivement à 20 fils exclusivement,1,,,non,0,386384
toile de chanvre et de lin unie teinte de 8 fils inclusivement à 13 fils exclusivement,1,,,non,0,386384
toile de chanvre et de lin unie teinte de moins de 8 fils,1,,,non,0,386384
toile de chanvre et écrue et de lin,7,,,non,0,386384
toile de chanvre étoupes,1,,,non,0,386384
toile de chanvre étoupes grise,1,,,non,0,386384
toile de chanvre étoupes grises aune,1,,,non,0,386384
toile de chanvre fine,3,,,non,0,386384
toile de chanvre grise,7,,,non,0,386384
toile de chanvre grosse,1,,,non,0,386384
toile de chanvre ouvrée,2,,,non,0,386384
toile de chanvre peinte,2,,,non,0,386384
toile de chanvre pour nègre,1,,,non,0,386384
toile de chanvre pour voile,69,,,non,0,386384
toile de chanvre rousse,27,,,non,0,386384
toile de chanvre teinte,2,,,non,0,386384
toile de chanvre trillin,1,,,non,0,386384
toile de chasse,23,,,non,0,386384
toile de Château-Gontier,2,,,non,0,386384
toile de Chauvreau,1,,,non,0,386384
toile de Cholet,53,,,non,0,386384
toile de Clisson,1,,,non,0,386384
toile de Combourg,42,,,non,0,386384
toile de Comté,6,,,non,0,386384
toile de cordat,2,,,non,0,386384
toile de coton,1246,Hors Canada,,non,1,154362
