exportsimports,direction,country_grouping,product_simplification,quantity_unit_ortho,quantity_unit_ajustees,u_conv,q_conv,remarques
Exports,Bordeaux,Outre-mers,Saint-Domingue,barils,,,,
Exports,France,Outre-mers,Saint-Domingue,barils,,,,
Exports,Le Havre,Outre-mers,Saint-Domingue,barils,,,,
Imports,Toulon,Italie,Sardaigne,barils,,,,
Exports,,Italie,Savoie,barils,,,,
Exports,Marseille,Italie,Savoie,barils,,,,
Imports,,Italie,Savoie,barils,,,,
Imports,Marseille,Italie,Savoie,barils,,,,
Exports,Lyon,Italie,Savoie et Piémont,barils,,,,
Exports,Marseille,Italie,Savoie et Piémont,barils,,,,
Imports,Lyon,Italie,Savoie et Piémont,barils,,,,
Imports,Marseille,Italie,Savoie et Piémont,barils,,,,
Exports,,Suisse,Suisse,barils,,,,
Exports,Langres,Suisse,Suisse,barils,,,,
Exports,Lyon,Suisse,Suisse,barils,,,,
Exports,Rennes,Suisse,Suisse,barils,,,,
Imports,Bourgogne,Suisse,Suisse,barils,,,,
Imports,Langres,Suisse,Suisse,barils,,,,
Imports,Lyon,Suisse,Suisse,barils,,,,
Exports,,Nord,Suède,barils,,,,
Exports,Bordeaux,Nord,Suède,barils,,,,
Exports,Nantes,Nord,Suède,barils,,,,
Exports,Rouen,Nord,Suède,barils,,,,
Imports,,Nord,Suède,barils,,,,
Imports,Bayonne,Nord,Suède,barils,,,,
Imports,Bordeaux,Nord,Suède,barils,,,,
Imports,Caen,Nord,Suède,barils,,,,
Imports,La Rochelle,Nord,Suède,barils,,,,
Imports,Marseille,Nord,Suède,barils,,,,
Imports,Nantes,Nord,Suède,barils,,,,
Imports,Rennes,Nord,Suède,barils,,,,
Imports,Rouen,Nord,Suède,barils,,,,
Exports,Dunkerque,Outre-mers,Tobago,barils,,,,
Exports,Le Havre,Outre-mers,Tobago,barils,,,,
Exports,Châlons,France,Trois Évêchés,barils,,,,
Imports,Lorient,Nord,Villes hanséatiques,barils,,,,
Imports,Rouen,Nord,Villes hanséatiques,barils,,,,
Exports,Bordeaux,Outre-mers,[non traité],barils,,,,
Imports,Rouen,,[non traité],barils,,,,
Imports,Rouen,Angleterre,[non traité],barils,,,,
Imports,Rouen,Flandre et autres états de l'Empereur,[non traité],barils,,,,
Imports,Rouen,Hollande,[non traité],barils,,,,
Imports,Rouen,Nord,[non traité],barils,,,,
Imports,Rouen,Outre-mers,[non traité],barils,,,,
Exports,,Outre-mers,acier,barils,,,,
Exports,,États-Unis d'Amérique,acier,barils,,,,
Exports,Nantes,,acier,barils,,,,
Exports,Nantes,Outre-mers,acier,barils,,,,
Exports,Rennes,Angleterre,acier,barils,,,,
Exports,Rennes,Hollande,acier,barils,,,,
Exports,Rennes,Outre-mers,acier,barils,,,,
Exports,Rennes,États-Unis d'Amérique,acier,barils,,,,
Imports,La Rochelle,Nord,acier,barils,,,,
Imports,Nantes,,acier,barils,,,,
Imports,Nantes,Hollande,acier,barils,,,,
Imports,Nantes,Nord,acier,barils,,,,Aucune information trouvée
Imports,Rennes,Espagne,acier,barils,,,,
Imports,Rennes,Hollande,acier,barils,,,,
Imports,Rennes,Nord,acier,barils,,,,
Imports,Caen,Hollande,aigre de cèdre,barils,,,,
Imports,Rennes,Hollande,aiguilles,barils,,,,Aucune information trouvée
Imports,Rennes,Hollande,aiguilles à voile,barils,,,,Aucune information trouvée
Exports,Bordeaux,Outre-mers,ains à pêcher,barils,,,,
Imports,Rennes,Hollande,ains à pêcher,barils,,,,Aucune information trouvée
Exports,Nantes,Outre-mers,alose salée,barils,,,,
Exports,Rennes,États-Unis d'Amérique,alun,barils,,,,
Imports,La Rochelle,Hollande,alun,barils,,,,
Imports,Rouen,Nord,alun,barils,,,,Aucune information trouvée
Exports,Rennes,Outre-mers,amandes,barils,,,,
Imports,Rennes,Espagne,amandes,barils,,,,Aucune information trouvée
Imports,Rennes,Espagne,amandes cassée,barils,,,,Aucune information trouvée
Imports,Rennes,Espagne,amandes cassées,barils,,,,
Exports,Bordeaux,Outre-mers,amidon,barils,,,,
Imports,La Rochelle,Hollande,amidon,barils,,,,Aucune information trouvée
Imports,Rennes,Hollande,amidon,barils,,,,
Exports,,Italie,anchois,barils,,,,
Exports,Bayonne,Espagne,anchois,barils,,,,
Exports,Bayonne,Outre-mers,anchois,barils,,,,
Exports,Bordeaux,,anchois,barils,,,,
Exports,Bordeaux,Nord,anchois,barils,,,,
Exports,Bordeaux,Outre-mers,anchois,barils,,,,
Exports,La Rochelle,Outre-mers,anchois,barils,,,,
Exports,Lyon,Italie,anchois,barils,,,,
Exports,Marseille,Espagne,anchois,barils,,,,
Exports,Marseille,Hollande,anchois,barils,,,,
Exports,Marseille,Italie,anchois,barils,,,,
Exports,Marseille,Levant et Barbarie,anchois,barils,,,,
Exports,Nantes,Nord,anchois,barils,,,,
Exports,Nantes,Outre-mers,anchois,barils,,,,
Exports,Rennes,Angleterre,anchois,barils,,,,
Exports,Rennes,Outre-mers,anchois,barils,,,,
Imports,,Espagne,anchois,barils,,,,
Imports,,Italie,anchois,barils,,,,
Imports,Bayonne,Espagne,anchois,barils,,,,
Imports,Bordeaux,Angleterre,anchois,barils,,,,
Imports,Flandre,Flandre et autres états de l'Empereur,anchois,barils,,,,
Imports,Marseille,,anchois,barils,,,,
Imports,Marseille,Espagne,anchois,barils,,,,
Imports,Marseille,Italie,anchois,barils,,,,Aucune information trouvée
Imports,Nantes,Espagne,anchois,barils,,,,
Imports,Nantes,Flandre et autres états de l'Empereur,anchois,barils,,,,
Imports,Nantes,Hollande,anchois,barils,,,,
Imports,Narbonne,Espagne,anchois,barils,,,,
Imports,Rennes,Angleterre,anchois,barils,,,,
Imports,Rennes,Espagne,anchois,barils,,,,
Imports,Rennes,Hollande,anchois,barils,,,,
Imports,Rennes,Italie,anchois,barils,,,,
Exports,,Nord,anchois mariné et salé,barils,,,,
Exports,Marseille,Angleterre,anchois mariné et salé,barils,,,,Aucune information trouvée
Exports,Marseille,France,anchois mariné et salé,barils,,,,
Exports,Marseille,Hollande,anchois mariné et salé,barils,,,,
Exports,Marseille,Italie,anchois mariné et salé,barils,,,,
Imports,,Espagne,anchois salé et mariné,barils,,,,Aucune information trouvée
Imports,Marseille,Espagne,anchois salés et marinés,barils,,,,
Imports,Marseille,France,anchois salés et marinés,barils,,,,
Imports,Marseille,Italie,anchois salés et marinés,barils,,,,
Exports,Bordeaux,Colonies françaises,andouilles,barils,,,,Aucune information trouvée
Exports,Bordeaux,Outre-mers,andouilles,barils,,,,
Exports,La Rochelle,Outre-mers,andouilles,barils,,,,
Imports,Nantes,Hollande,anspects,barils,,,,Aucune information trouvée
Exports,,Afrique,armes à feu,barils,,,,Aucune information trouvée
Exports,,Outre-mers,armes à feu,barils,,,,
Exports,La Rochelle,Colonies françaises,artichauts,barils,,,,Aucune information trouvée
Exports,La Rochelle,Outre-mers,artichauts,barils,,,,
Exports,Bordeaux,Colonies françaises,artichauts confit,barils,,,,Aucune information trouvée
Exports,Bordeaux,,artichauts confits,barils,,,,
Exports,Bordeaux,Outre-mers,artichauts confits,barils,,,,
Exports,La Rochelle,Outre-mers,artichauts confits,barils,,,,
Exports,La Rochelle,Colonies françaises,artichauts mariné,barils,,,,Aucune information trouvée
Exports,La Rochelle,Outre-mers,artichauts marinés,barils,,,,
Exports,Bayonne,Outre-mers,avoine,barils,,,,
Imports,Bordeaux,Hollande,avoine,barils,,,,
Exports,,Outre-mers,azur,barils,,,,
Exports,Rennes,Outre-mers,azur,barils,,,,
Imports,La Rochelle,Hollande,azur,barils,,,,
Imports,Rennes,Hollande,azur,barils,,,,Aucune information trouvée
Imports,La Rochelle,Angleterre,baillarge,barils,,,,
Imports,La Rochelle,Angleterre,bailliarge,barils,,,,Aucune information trouvée
Imports,Rennes,Hollande,baleine coupée,barils,,,,Aucune information trouvée
Imports,Rouen,Nord,barils de fer-blanc et de 450 feuilles,barils,,,,Aucune information trouvée
Imports,Rouen,Nord,barils de fer-blanc et de 600 feuilles,barils,,,,Aucune information trouvée
Imports,Nantes,Nord,barils de fer-blanc simples,barils,,,,
Imports,Nantes,Nord,barils doubles de fer-blanc,barils,,,,
Exports,Rennes,Angleterre,barils vides,barils,,,,
Imports,"Grenoble, Lyon et Marseille",Italie,barils vides,barils,,,,
Imports,Marseille,Italie,barils vides,barils,,,,
Exports,La Rochelle,Outre-mers,barres de fer,barils,,,,
Imports,Rouen,Nord,barres de fer,barils,,,,Aucune information trouvée
Exports,Marseille,Espagne,bas de soie,barils,,,,Aucune information trouvée
Imports,Rennes,Hollande,bassin à barbe de cuivre,barils,,,,
Exports,,Outre-mers,beurre,barils,,,,
Exports,La Rochelle,Outre-mers,beurre,barils,,,,
Exports,Nantes,Outre-mers,beurre,barils,,,,
Exports,Rennes,Hollande,beurre,barils,,,,
Exports,Rennes,Outre-mers,beurre,barils,,,,
Exports,Rouen,,beurre,barils,,,,
Exports,Rouen,Outre-mers,beurre,barils,,,,
Imports,,Nord,beurre,barils,,,,
Imports,Bordeaux,Hollande,beurre,barils,,,,
Imports,La Rochelle,Angleterre,beurre,barils,,,,
Imports,La Rochelle,Espagne,beurre,barils,,,,
Imports,La Rochelle,Hollande,beurre,barils,,,,
Imports,La Rochelle,Nord,beurre,barils,,,,Aucune information trouvée
Imports,Marseille,Hollande,beurre,barils,,,,
Imports,Nantes,Angleterre,beurre,barils,,,,
Imports,Rennes,Angleterre,beurre,barils,,,,
Imports,Rennes,Italie,beurre,barils,,,,
Imports,Rennes,Nord,beurre,barils,,,,
Imports,Rouen,Angleterre,beurre,barils,,,,
Exports,Nantes,Espagne,beurre d'Irlande,barils,,,,
Exports,Nantes,Outre-mers,beurre d'Irlande,barils,,,,
Exports,Rennes,Outre-mers,beurre d'Irlande,barils,,,,
Imports,La Rochelle,Angleterre,beurre salé,barils,barils,kg,101.6,Doursther page 60
Imports,La Rochelle,Nord,beurre salé,barils,,,,
Imports,Nantes,Angleterre,beurre salé,barils,,,,
Imports,Rouen,Angleterre,beurre salé,barils,,,,
Imports,Bordeaux,Hollande,biscuit,barils,,,,
Imports,La Rochelle,Hollande,biscuit,barils,,,,Aucune information trouvée
Imports,Bordeaux,Hollande,biscuit de mer,barils,,,,Aucune information trouvée
Imports,La Rochelle,Hollande,biscuit de mer,barils,,,,
Exports,Amiens,Espagne,bière,barils,,,,Aucune information trouvée
Exports,Bordeaux,Outre-mers,bière,barils,,,,
Exports,Dunkerque,Outre-mers,bière,barils,,,,
Exports,Lyon,Italie,bière,barils,,,,
Exports,Lyon,Suisse,bière,barils,,,,
Exports,Marseille,Italie,bière,barils,,,,
Exports,Rennes,Hollande,bière,barils,,,,
Exports,Rennes,Outre-mers,bière,barils,,,,
Exports,Rouen,Outre-mers,bière,barils,,,,
Imports,,Suisse,bière,barils,,,,
Imports,Bordeaux,Hollande,bière,barils,,,,
Imports,La Rochelle,Hollande,bière,barils,,,,
Imports,Marseille,Hollande,bière,barils,,,,
Imports,Nantes,Hollande,bière,barils,,,,
Imports,Nantes,Nord,bière,barils,,,,
Imports,Rennes,Hollande,bière,barils,,,,
Imports,Rouen,Nord,bière,barils,,,,
Imports,Rouen,Nord,bière médicinale de Lübeck,barils,,,,
Imports,La Rochelle,Hollande,blanc simple,barils,,,,Aucune information trouvée
Exports,,Suisse,borax,barils,,,,
Exports,Rennes,Suisse,borax,barils,,,,
Imports,Rennes,Hollande,borax,barils,,,,
Imports,La Rochelle,Nord,bouteilles de marbre,barils,,,,Aucune information trouvée
Imports,Rennes,Hollande,boyaux,barils,,,,
Exports,La Rochelle,Outre-mers,brai,barils,,,,
Exports,Rennes,Angleterre,brai,barils,,,,Aucune information trouvée
Exports,Rennes,Espagne,brai,barils,,,,
Exports,Rennes,Hollande,brai,barils,,,,
Exports,Rennes,Outre-mers,brai,barils,,,,
Imports,,,brai,barils,,,,
Imports,,[vide],brai,barils,,,,
Imports,Amiens,Hollande,brai,barils,,,,
Imports,Amiens,Nord,brai,barils,,,,
Imports,Bordeaux,Hollande,brai,barils,,,,
Imports,Bordeaux,Nord,brai,barils,,,,
Imports,Caen,Nord,brai,barils,,,,
Imports,La Rochelle,Espagne,brai,barils,,,,
Imports,La Rochelle,Hollande,brai,barils,,,,
Imports,La Rochelle,Nord,brai,barils,,,,
Imports,Marseille,Nord,brai,barils,,,,
Imports,Nantes,Angleterre,brai,barils,,,,
Imports,Nantes,Hollande,brai,barils,,,,
Imports,Nantes,Nord,brai,barils,,,,
Imports,Rennes,Espagne,brai,barils,,,,
Imports,Rennes,Hollande,brai,barils,,,,
Imports,Rennes,Nord,brai,barils,,,,
Imports,Rouen,Hollande,brai,barils,,,,
Imports,Rouen,Nord,brai,barils,,,,
Exports,La Rochelle,Outre-mers,brai de goudron,barils,,,,
Imports,,Hollande,brai de goudron,barils,,,,Aucune information trouvée
Imports,La Rochelle,Nord,brai de goudron,barils,,,,
Exports,,Allemagne,brai et goudron,barils,,,,
Exports,,Angleterre,brai et goudron,barils,,,,
Exports,,Espagne,brai et goudron,barils,,,,
Exports,,Outre-mers,brai et goudron,barils,,,,
Exports,,Portugal,brai et goudron,barils,,,,
Exports,Bayonne,Angleterre,brai et goudron,barils,,,,
Exports,Bayonne,Espagne,brai et goudron,barils,,,,
Exports,Bayonne,Outre-mers,brai et goudron,barils,,,,
Exports,Bayonne,Portugal,brai et goudron,barils,,,,
Exports,La Rochelle,Outre-mers,brai et goudron,barils,,,,
Exports,Nantes,Angleterre,brai et goudron,barils,,,,
Exports,Nantes,Outre-mers,brai et goudron,barils,,,,
Exports,Rennes,Angleterre,brai et goudron,barils,,,,
Exports,Rennes,Espagne,brai et goudron,barils,,,,
Exports,Rennes,Outre-mers,brai et goudron,barils,,,,
Imports,,Angleterre,brai et goudron,barils,,,,
Imports,,Flandre et autres états de l'Empereur,brai et goudron,barils,,,,
Imports,,Hollande,brai et goudron,barils,,,,
Imports,,Nord,brai et goudron,barils,,,,
Imports,Bordeaux,Angleterre,brai et goudron,barils,,,,
Imports,Bordeaux,Nord,brai et goudron,barils,,,,
Imports,La Rochelle,France,brai et goudron,barils,,,,
Imports,La Rochelle,Hollande,brai et goudron,barils,,,,
Imports,La Rochelle,Nord,brai et goudron,barils,,,,
Imports,Nantes,Hollande,brai et goudron,barils,,,,
Imports,Nantes,Nord,brai et goudron,barils,,,,
Imports,Rennes,Espagne,brai et goudron,barils,,,,
Imports,Rennes,Flandre et autres états de l'Empereur,brai et goudron,barils,,,,
Imports,Rennes,Hollande,brai et goudron,barils,,,,
Imports,Rennes,Nord,brai et goudron,barils,,,,
Exports,Bayonne,Allemagne,brai gras,barils,,,,
Exports,Bayonne,Angleterre,brai gras,barils,,,,
Exports,Bayonne,Espagne,brai gras,barils,,,,
Exports,Bayonne,Hollande,brai gras,barils,,,,
Exports,Bayonne,Outre-mers,brai gras,barils,,,,
Exports,Bayonne,Portugal,brai gras,barils,,,,
Exports,Bordeaux,Angleterre,brai gras,barils,,,,
Exports,Bordeaux,Outre-mers,brai gras,barils,,,,
Exports,Bordeaux,Portugal,brai gras,barils,,,,
Exports,La Rochelle,Outre-mers,brai gras,barils,,,,
Exports,Nantes,,brai gras,barils,,,,
Exports,Nantes,Angleterre,brai gras,barils,,,,
Exports,Nantes,Espagne,brai gras,barils,,,,
Exports,Nantes,Outre-mers,brai gras,barils,,,,
Exports,Rennes,Angleterre,brai gras,barils,,,,
Exports,Rennes,Outre-mers,brai gras,barils,,,,
Exports,Rouen,Outre-mers,brai gras,barils,,,,
Imports,Amiens,Nord,brai gras,barils,,,,
Imports,Bayonne,Nord,brai gras,barils,,,,
Imports,Bordeaux,Hollande,brai gras,barils,,,,
Imports,Bordeaux,Nord,brai gras,barils,,,,
Imports,Caen,Flandre et autres états de l'Empereur,brai gras,barils,,,,
Imports,Caen,Hollande,brai gras,barils,,,,
Imports,La Rochelle,Angleterre,brai gras,barils,,,,
Imports,La Rochelle,Espagne,brai gras,barils,,,,
Imports,La Rochelle,Hollande,brai gras,barils,,,,
Imports,La Rochelle,Nord,brai gras,barils,,,,Aucune information trouvée
Imports,La Rochelle,Outre-mers,brai gras,barils,,,,
Imports,La Rochelle,Portugal,brai gras,barils,,,,
Imports,Nantes,,brai gras,barils,,,,
Imports,Nantes,Espagne,brai gras,barils,,,,
Imports,Nantes,Flandre et autres états de l'Empereur,brai gras,barils,,,,
Imports,Nantes,Hollande,brai gras,barils,,,,
Imports,Nantes,Nord,brai gras,barils,,,,
Imports,Nantes,Outre-mers,brai gras,barils,,,,
Imports,Rennes,Angleterre,brai gras,barils,,,,
Imports,Rennes,Espagne,brai gras,barils,,,,
Imports,Rennes,Hollande,brai gras,barils,,,,
Imports,Rennes,Nord,brai gras,barils,,,,
Imports,Rouen,Hollande,brai gras,barils,,,,
Imports,Rouen,Nord,brai gras,barils,,,,
Imports,Rennes,Nord,brai gras et goudron,barils,,,,
Imports,La Rochelle,Angleterre,brai gros,barils,,,,
Imports,La Rochelle,Hollande,brai gros,barils,,,,
Imports,La Rochelle,Nord,brai gros,barils,,,,Aucune information trouvée
Exports,Bayonne,Portugal,brai sec,barils,,,,
Exports,La Rochelle,Outre-mers,brai sec,barils,,,,
Exports,Nantes,Angleterre,brai sec,barils,,,,
Exports,Nantes,Outre-mers,brai sec,barils,,,,
Exports,Nantes,Portugal,brai sec,barils,,,,
Exports,Rouen,Outre-mers,brai sec,barils,,,,
Imports,La Rochelle,Nord,brai sec,barils,,,,
Imports,Nantes,,brai sec,barils,,,,
Imports,Nantes,Hollande,brai sec,barils,,,,
Imports,Nantes,Nord,brai sec,barils,,,,Aucune information trouvée
Imports,Rennes,Nord,brai sec,barils,,,,
Imports,Rouen,Hollande,brai sec,barils,,,,
Imports,Rouen,Nord,brai sec,barils,,,,
Exports,La Rochelle,Outre-mers,briques,barils,,,,
Exports,Bayonne,Espagne,bœuf,barils,,,,Aucune information trouvée
Exports,La Rochelle,Outre-mers,bœuf,barils,,,,
Exports,La Rochelle,Colonies françaises,bœuf d'Irlande,barils,,,,Aucune information trouvée
Exports,La Rochelle,Outre-mers,bœuf d'Irlande,barils,,,,
Exports,Rennes,Colonies françaises,bœuf en daube,barils,,,,Aucune information trouvée
Exports,Rennes,Outre-mers,bœuf en daube,barils,,,,
Imports,,,bœuf et langue salée,barils,,,,Aucune information trouvée
Imports,,[vide],bœuf et langue salée,barils,,,,
Imports,Rennes,Hollande,bœuf fumé,barils,,,,Aucune information trouvée
Imports,Rouen,Nord,bœuf fumé,barils,,,,
Exports,,Espagne,bœuf salé,barils,,,,
Exports,,Italie,bœuf salé,barils,,,,
Exports,,Outre-mers,bœuf salé,barils,,,,
Exports,,États-Unis d'Amérique,bœuf salé,barils,,,,
Exports,Bayonne,Espagne,bœuf salé,barils,,,,
Exports,Bayonne,Hollande,bœuf salé,barils,,,,
Exports,Bayonne,Outre-mers,bœuf salé,barils,,,,
Exports,Bayonne,Portugal,bœuf salé,barils,,,,
Exports,Bordeaux,Outre-mers,bœuf salé,barils,,,,
Exports,La Rochelle,Colonies françaises,bœuf salé,barils,,,,Aucune information trouvée
Exports,La Rochelle,Hollande,bœuf salé,barils,,,,
Exports,La Rochelle,Outre-mers,bœuf salé,barils,,,,
Exports,Marseille,,bœuf salé,barils,,,,
Exports,Marseille,Angleterre,bœuf salé,barils,,,,
Exports,Marseille,Italie,bœuf salé,barils,,,,
Exports,Marseille,Outre-mers,bœuf salé,barils,,,,
Exports,Nantes,,bœuf salé,barils,,,,
Exports,Nantes,Espagne,bœuf salé,barils,,,,
Exports,Nantes,Hollande,bœuf salé,barils,,,,
Exports,Nantes,Outre-mers,bœuf salé,barils,,,,
Exports,Nantes,Portugal,bœuf salé,barils,,,,
Exports,Nantes,États-Unis d'Amérique,bœuf salé,barils,,,,
Exports,Rennes,Angleterre,bœuf salé,barils,,,,
Exports,Rennes,Espagne,bœuf salé,barils,,,,
Exports,Rennes,Hollande,bœuf salé,barils,,,,
Exports,Rennes,Outre-mers,bœuf salé,barils,,,,
Exports,Rennes,États-Unis d'Amérique,bœuf salé,barils,,,,
Exports,Rouen,,bœuf salé,barils,,,,
Exports,Rouen,Hollande,bœuf salé,barils,,,,
Exports,Rouen,Outre-mers,bœuf salé,barils,,,,
Imports,,Allemagne,bœuf salé,barils,,,,
Imports,,Angleterre,bœuf salé,barils,,,,
Imports,,Espagne,bœuf salé,barils,,,,
Imports,,Flandre et autres états de l'Empereur,bœuf salé,barils,,,,
Imports,,Hollande,bœuf salé,barils,,,,
Imports,,Italie,bœuf salé,barils,,,,
Imports,,Nord,bœuf salé,barils,,,,
Imports,,États-Unis d'Amérique,bœuf salé,barils,,,,
Imports,Bayonne,Angleterre,bœuf salé,barils,,,,
Imports,Bayonne,Espagne,bœuf salé,barils,,,,
Imports,Bayonne,Flandre et autres états de l'Empereur,bœuf salé,barils,,,,
Imports,Bayonne,Hollande,bœuf salé,barils,,,,
Imports,Bayonne,Nord,bœuf salé,barils,,,,
Imports,Bordeaux,Angleterre,bœuf salé,barils,,,,
Imports,Bordeaux,Hollande,bœuf salé,barils,,,,
Imports,Bordeaux,Nord,bœuf salé,barils,,,,
Imports,La Rochelle,Angleterre,bœuf salé,barils,,,,
Imports,La Rochelle,Espagne,bœuf salé,barils,,,,
Imports,La Rochelle,Hollande,bœuf salé,barils,,,,
Imports,La Rochelle,Nord,bœuf salé,barils,,,,
Imports,Lorient,Angleterre,bœuf salé,barils,,,,
Imports,Lorient,États-Unis d'Amérique,bœuf salé,barils,,,,
Imports,Marseille,Angleterre,bœuf salé,barils,,,,
Imports,Marseille,Espagne,bœuf salé,barils,,,,
Imports,Marseille,Hollande,bœuf salé,barils,,,,
Imports,Marseille,Italie,bœuf salé,barils,,,,
Imports,Marseille,Nord,bœuf salé,barils,,,,
Imports,Nantes,Allemagne,bœuf salé,barils,,,,
Imports,Nantes,Angleterre,bœuf salé,barils,,,,
Imports,Nantes,Espagne,bœuf salé,barils,,,,
Imports,Nantes,Flandre et autres états de l'Empereur,bœuf salé,barils,,,,
Imports,Nantes,Hollande,bœuf salé,barils,,,,
Imports,Nantes,Nord,bœuf salé,barils,,,,
Imports,Nantes,Outre-mers,bœuf salé,barils,,,,
Imports,Nantes,Portugal,bœuf salé,barils,,,,
Imports,Rennes,Angleterre,bœuf salé,barils,,,,
Imports,Rennes,Espagne,bœuf salé,barils,,,,
Imports,Rennes,Hollande,bœuf salé,barils,,,,
Imports,Rennes,Italie,bœuf salé,barils,,,,
Imports,Rennes,Nord,bœuf salé,barils,,,,
Imports,Rouen,Angleterre,bœuf salé,barils,,,,
Imports,Rouen,Espagne,bœuf salé,barils,,,,
Imports,Rouen,Hollande,bœuf salé,barils,,,,
Imports,Rouen,Nord,bœuf salé,barils,,,,
Exports,Nantes,,bœuf salé d'Irlande,barils,,,,
Exports,Nantes,Colonies françaises,bœuf salé d'Irlande,barils,,,,Aucune information trouvée
Exports,Nantes,Outre-mers,bœuf salé d'Irlande,barils,,,,
Exports,Rennes,Outre-mers,bœuf salé d'Irlande,barils,,,,
Imports,Nantes,Angleterre,bœuf salé d'Irlande,barils,,,,
Exports,Bordeaux,Angleterre,bœuf salé d'olivier,barils,,,,
Exports,Nantes,Colonies françaises,bœuf salé du pays,barils,,,,Aucune information trouvée
Exports,Nantes,Outre-mers,bœuf salé du pays,barils,,,,
Imports,Nantes,Angleterre,bœuf salé pour l'entrepôt des Îles,barils,,,,
Imports,Nantes,Portugal,bœuf salé pour l'entrepôt des Îles,barils,,,,
Exports,,Colonies françaises,bœuf à l'écarlate,barils,,,,Aucune information trouvée
Exports,,Outre-mers,bœuf à l'écarlate,barils,,,,
