marchandises,orthographic_normalization_class,état_du_travail,nbr_occurences_source,nbr_occurences_ortho
2///Matières premières///Soie de porc et sanglier,matières premières soie de porcs et sanglier,,5,5
2///Matières premières///Soude,matières premières soudes,,20,20
2///Matières premières///Souffre et salpetre,matières premières soufre et salpêtre,,5,13
2///Matières premières///Soufre et salpetre,matières premières soufre et salpêtre,,6,13
2///Matières premières///Soufre et Salpetre,matières premières soufre et salpêtre,,2,13
2///Matières premières///Suif,matières premières suif,,44,45
2///Matières premières///Suif fondu et en chandelles,matières premières suif fondu et en chandelle,,1,1
2///Matières premières///Tabacs,matières premières tabac,,47,66
2///Subsistances///Articles réunis,subsistances articles réunis,,7,8
2///Subsistances///Cacao,subsistances cacao,,56,56
2///Subsistances///Café,subsistances café,,71,71
2///Subsistances///Chocolat,subsistances chocolat,,8,8
2///Subsistances///Liqueurs,subsistances liqueurs,,36,36
2///Subsistances///Liqueurs et sirops,subsistances liqueurs et sirop,,12,15
2///Subsistances///Liqueurs et Sirops,subsistances liqueurs et sirop,,3,15
"2///Subsistances///Provisions diverses,principalement en beurre",subsistances provisions diverses principalement en beurre,,1,13
2///Subsistances///Sirops,subsistances sirop,,45,45
2///Subsistances///Sucre,subsistances sucre,,72,72
2///Subsistances///Thé,subsistances thé,,47,47
2///Suite des matières premières///Articles réunis,suite des matières premières articles réunis,,1,1
3///Matières première///Alun,matières premières alun,,11,34
3///Matières première///Cochenille,matières premières cochenille,,12,31
3///Matières première///Drogues réunies,matières premières drogues réunies,,20,55
3///Matières première///Garance,matières premières garance,,6,26
3///Matières première///Indigo,matières premières indigo,,18,70
3///Matières première///Rocou,matières premières rocou,,15,39
3///Matières première///Verdet,matières premières verdet,,18,40
3///Matières premières///Alquifoux ou mine de plomb,matières premières alquifoux ou mine de plomb,,4,4
3///Matières premières///Alun,matières premières alun,,23,34
3///Matières premières///Azur,matières premières azur,,10,10
3///Matières premières///Céruse,matières premières céruse,,6,6
3///Matières premières///Cochenille,matières premières cochenille,,19,31
3///Matières premières///Drogues diverses réunies,matières premières drogues diverses réunies,,31,31
3///Matières premières///Drogues réunies,matières premières drogues réunies,,35,55
3///Matières premières///Garance,matières premières garance,,20,26
3///Matières premières///Indigo,matières premières indigo,,52,70
3///Matières premières///Noix de galle,matières premières noix de galle,,7,13
3///Matières premières///Noix de Galle,matières premières noix de galle,,6,13
3///Matières premières///Rocou,matières premières rocou,,24,39
3///Matières premières///Saffranum,matières premières safranum,,1,1
3///Matières premières///Verdet,matières premières verdet,,22,40
3///Subsistances///Articles réunis,subsistances articles réunis,,1,8
3///Subsistances///Canelle,subsistances cannelle,,45,45
3///Subsistances///Eiceries diverses,subsistances épicerie diverse,,7,17
3///Subsistances///Epiceries,subsistances épicerie,,29,29
3///Subsistances///Epiceries diverses,subsistances épicerie diverse,,5,17
3///Subsistances///Epiceries Diverses,subsistances épicerie diverse,,5,17
3///Subsistances///Giroffle,subsistances girofle,,2,21
3///Subsistances///Girofle,subsistances girofle,,19,21
3///Subsistances///Muscade,subsistances muscade,,4,4
3///Subsistances///Poivre,subsistances poivre,,40,40
3///Suite des matières premières///Alun,suite des matières premières alun,,6,6
3///Suite des matières premières///Azur,suite des matières premières azur,,4,4
3///Suite des matières premières///Céruse,suite des matières premières céruse,,2,2
3///Suite des matières premières///Cochenille,suite des matières premières cochenille,,4,4
3///Suite des matières premières///Drogues diverses réunies,suite des matières premières drogues diverses réunies,,15,15
3///Suite des matières premières///Garance,suite des matières premières garance,,3,3
3///Suite des matières premières///Indigo,suite des matières premières indigo,,6,6
3///Suite des matières premières///Noix de galle,suite des matières premières noix de galle,,3,3
3///Suite des matières premières///Rocou,suite des matières premières rocou,,1,1
Abacir,abassis,,1,4
Abafine,abassis,,1,4
abassis,abassis,,1,4
Abassis,abassis,,1,4
abats,abats,,1,2
Abats,abats,,1,2
Abbatis de morue,abattis de morue,,1,1
Abricots confits,abricots confits,,1,1
acacia,acacia,,1,5
Acacia,acacia,,2,5
Acacia ; germanica,acacia germanica,,1,1
Acaciavera,acacia vera,,1,1
Accacia,acacia,,1,5
Accorus,acorus,,1,5
Acétate ; de cuivre ; cristallisé,acétates de cuivre cristallisé,,2,2
Acétate ; de cuivre ; non cristallisé,acétates de cuivre non cristallisé,,2,2
Acétate ; de fer,acétates de fer,,1,2
Acétate ; de plomb,acétates de plomb,,2,29
Acétate ; Sel d'étain,acétates de sel d'étain,,1,1
Acétates ; de cuivre ; cristallisé (verdet),acétates de cuivre cristallisé (verdet),,2,2
Acétates ; de cuivre ; non cristallisé (vert-de-gris) sec,acétates de cuivre non cristallisé (vert de gris) sec,,3,3
"Acétates ; de cuivre, non cristallisé et cristallisé (verdet)",acétates de cuivre non cristallisés et cristallisés (verdet),,2,2
Acétates ; de fer,acétates de fer,,1,2
Acétates ; de plomb,acétates de plomb,,27,29
Acétates ; de plomb (sel de saturne),acétates de plomb sel de Saturne,,1,2
Acétates ; de plomb (Sel de Saturne),acétates de plomb sel de Saturne,,1,2
Acétates ; de potasse et de soude,acétates de potasse et de soude,,1,1
Achia,achia,,5,6
achiabanis,aluchiabanis,,1,2
Acide ; arsenieux,acide arsenieux,,2,4
Acide ; benzoïque,acide benzoïque,,1,1
Acide ; borique,acide borique,,2,3
Acide ; borique et benzoïque,acide borique et benzoïque,,2,2
Acide ; citrique,acide citrique,,2,2
Acide ; muriatique,acide muriatique,,1,1
Acide ; nitrique,acide nitrique,,2,4
Acide ; oxalique,acide oxalique,,2,2
Acide ; phosphorique,acide phosphorique,,2,2
Acide ; succinique,acide succinique,,1,1
Acide ; sulfurique,acide sulfurique,,2,4
Acide ; tartrique,acide tartrique,,2,2
Acide arsenieux (Arsenic blanc),acide arsenieux (acide blanc),,1,4
Acides ; arsenieux,acide arsenieux,,2,4
Acides ; arsenieux (arsenic blanc),acide arsenieux (acide blanc),,3,4
Acides ; boriques,acide borique,,1,3
"Acides ; citrique, tartrique, oxalique","acide citrique, muriatique et phosphorique",,2,2
"Acides ; citriques, tartriques, oxaliques",acide citrique et tartrique et oxalique,,2,2
Acides ; muriatiques et nitromuriatiques,acide muriatique et nitro-muriatique,,2,2
Acides ; nitriques,acide nitrique,,2,4
"Acides ; phosphoriques, benzoïques",acide phosphorique et benzoïque,,2,2
"Acides ; sulfurique (acide vitriolique, esprit ou huile de vitriol)","acide sulfurique (acide vitriolique, esprit ou huile de vitriol)",,3,3
Acides ; sulfuriques,acide sulfurique,,2,4
"Acides : nitriques, muriatique et phosphorique","acide nitrique, muriatique et phosphorique",,3,3
acier,acier,,121,1519
Acier,acier,,1395,1519
Acier ; brut,acier brut,,6,9
Acier ; en barres,acier en barres,,3,6
Acier ; ouvré,acier ouvré,,6,7
Acier brun,acier brun,,1,1
Acier brut,acier brut,,3,9
Acier commun,acier commun,,1,1
Acier en barre,acier en barres,,1,6
Acier en barres,acier en barres,,2,6
Acier en bottes pour la Compagnie des Indes,acier en bottes pour la Compagnie des Indes,,1,1
Acier non ouvré,acier non ouvré,,1,1
Acier ouvré,acier ouvré,,1,7
Aciers,acier,,2,1519
Acobille,agobille,"graphie ""acobille"" vérifiée sur scan original",1,1
Acon,acons,,1,1
Acons ; de selle,arçons de selles,,2,14
Acons ; démontés,acons démontés,,1,16
Acons ; en gabares ; démontés,acons en gabares démontés,,1,1
Acons démonté,acons démontés,,1,16
Acons demontés,acons démontés,,3,16
Acons démontés,acons démontés,,10,16
Acons gabares démontés,acons gabares démontés,,1,1
Acors demontés,acons démontés,,1,16
Acorus,acorus,,4,5
Acuirson,acuirson,,1,1
adatays,adatais,,1,3
Adatays,adatais,,1,3
Adatis,adatais,,1,3
Adoises,ardoise,,1,333
Aeuf,auf,,3,110
Affuts,affûts,,1,1
Affuts ; de canon,affûts de canons,,1,9
Affuts ; de fusils,affûts de fusils,,1,1
Affuts de bois,affûts de bois,,1,1
affuts de canon,affûts de canons,,2,9
Affuts de canon,affûts de canons,,3,9
Affuts de canons,affûts de canons,,1,9
Affûts de canons,affûts de canons,,1,9
Affuts de fer,affûts de fer,,1,1
Afust de fut a canon,affûts de fûts à canons,,1,1
Afut de canon,affûts de canons,,1,9
Agacia,acacia,,1,5
agaric,agaric,,10,129
Agaric,agaric,,101,129
Agaric ; Amadouvier,agaric amadouvier,,2,6
Agaric ; amadouvier ; brut,agaric amadouvier brut,,3,4
Agaric ; Amadouvier ; brut,agaric amadouvier brut,,1,4
Agaric ; amadouvier ; préparé (amadou),agaric amadouvier préparé (amadou),,4,5
Agaric ; Amadouvier ; préparé. - Amadou,agaric amadouvier préparé (amadou),,1,5
Agaric ; de mélèse,agaric de mélèze,,2,4
Agaric ; du mélèse,agaric de mélèze,,1,4
Agaric amadouvier,agaric amadouvier,,4,6
"Agaric amadouvier, brut et préparé",agaric amadouvier brut et préparé,,6,12
Agaric brut et préparé,agaric brut et préparé,,6,6
Agaric de mélèse,agaric de mélèze,,1,4
Agaric fin,agaric fin,,1,1
Agaric gros,agaric gros,,1,1
Agaric-Amadrouvier. - préparé,agaric amadouvier préparé,,1,1
agarics,agaric,,1,129
Agarie,agaric,,17,129
"Agarie amadouvier, brut et préparé",agaric amadouvier brut et préparé,,6,12
Agates ; brutes,agate brute,,4,4
Agates ; ouvrées,agate ouvrée,,4,4
Agates ; ouvrées ; autres que chiques,agate ouvrée et autre que chique,,2,2
Agates ; ouvrées ; chiques,agate ouvrée et chique,,1,1
agates fins,agate fine,,1,1
Agathe,agate,,9,9
Agathe pierre,agate pierre,,1,1
agats montés,agate montée,,1,1
Agent vif,argent vif,,1,470
agneaux,agneaux,,3,85
Agneaux,agneaux,,82,85
Agneaux en vie,agneaux en vie,,5,5
agneaux et cabrits,agneaux et cabris,,1,1
agnelines et crottelins,agnelines et crottelins,,1,1
agourats de bois,agoutals de bois,,1,5
Agoutals,agoutals,,3,4
Agoutals de bois,agoutals de bois,,4,5
agoutats,agoutals,,1,4
Agrais ; de navires,agrès de navire,,2,12
Agrais de navire,agrès de navire,,1,12
Agréémens or et argent,agrément or et argent,,1,5
Agremens,agrément,,1,15
Agrémens,agrément,,3,15
Agrémens ; au quart,agrément au quart,,1,3
Agrémens ; auquart,agrément au quart,,1,3
Agrémens ; de fil,agrément de fil,,2,9
Agrémens ; de fleurs,agrément de fleur,,1,1
Agremens ; de soye,agrément de soie,,8,55
Agrémens ; de soye,agrément de soie,,9,55
Agremens ; de soye et d'argent,agrément de soie et d'argent,,1,1
Agremens ; de soye et fil,agrément de soie et fil,,1,1
Agremens ; de soye or et argent faux,agrément de soie or et argent faux,,1,1
Agremens ; or et argent,agrément or et argent,,1,5
Agrémens ; or et argent,agrément or et argent,,1,5
Agremens de soye,agrément de soie,,4,55
Agrêmens soye et fil,agrément soie et fil,,1,1
Agrémens; d'argent,agrément d'argent,,1,2
Agrémens; de fil,agrément de fil,,1,9
Agremens; de soye,agrément de soie,,4,55
Agrement ; au quart,agrément au quart,,1,3
Agrément ; d'argent,agrément d'argent,,1,2
Agrément ; de fil,agrément de fil,,1,9
Agrement ; de soye,agrément de soie,,1,55
Agrément ; de soye,agrément de soie,,8,55
Agrement de Soye,agrément de soie,,1,55
Agrements,agrément,,2,15
Agréments,agrément,,9,15
Agrements ; d'or,agrément d'or,,1,1
Agrements ; de fil,agrément de fil,,4,9
Agrements ; de soye,agrément de soie,,6,55
Agréments ; de soye,agrément de soie,,8,55
Agréments ; or et arg,agrément or et argent,,1,5
Agrements ; or et argent,agrément or et argent,,1,5
Agrements de fil,agrément de fil,,1,9
Agrements de soye,agrément de soie,,3,55
Agréments de soye,agrément de soie,,3,55
Agrés ; de navire,agrès de navire,,1,12
Agrès ; de navire,agrès de navire,,4,12
Agrès ; de navire ; en voiles,agrès de navire en voile,,1,1
Agrès de navire,agrès de navire,,3,12
Agrès de navire (jeux de voile),agrès de navire jeux de voile,,5,5
Agrès de navires,agrès de navire,,1,12
Agrès de vaisseaux,agrès de vaisseaux,,1,1
Agrés et aparaux d'or navise,agrès et apparaux d'or navire,,1,1
Agrès et apparaux,agrès et apparaux,,1,1
Agrès et jeux de voiles,agrès de navire et jeux de voile,,5,5
Agrès et voiles de navire,agrès et voiles de navire,,1,1
Agrets,agrès,,1,1
agur commun,azur commun,,1,174
Aiglefin,églefin,,1,1
aigles,aigles,,1,1
Aigre ; de cidre,aigre de cèdre,,6,9
Aigre ; de vitriol,aigre de vitriol,,8,17
Aigre de cedra,aigre de cèdre,,1,9
Aigre de cedre,aigre de cèdre,,2,9
Aigre de cidre,aigre de cidre,,5,5
aigre de vitriol,aigre de vitriol,,1,17
Aigre de vitriol,aigre de vitriol,,8,17
Aigrettes,aigrettes,,8,10
Aiguiles,aiguilles,,1,182
Aiguiles a coudre,aiguilles à coudre,,3,46
Aiguille,aiguilles,,1,182
Aiguille ; a voile,aiguilles à voile,,2,34
Aiguille a coude,aiguilles à coudre,,1,46
Aiguille a coudre,aiguilles à coudre,,1,46
Aiguille A coudre,aiguilles à coudre,,1,46
Aiguille à coudre,aiguilles à coudre,,1,46
Aiguille A Toile,aiguilles à toile,,1,1
