product,orthographic,note,sourceFR,sourceFR_nbr,sourceBEL,sourceBEL_nbr,sourceSUND,sourceSUND_nbr,sourceNAVIGO,sourceNAVIGO_nbr,nbr_source,nbr_occurence_ttesources
Ducdalles,duc dalles,x,1,2,0,0,0,0,0,0,1,2
Ducks,,,0,0,1,3,0,0,0,0,1,3
Duffel,duffel,x,0,0,1,10,0,0,0,0,1,10
Duffel / aune,duffel aune,,0,0,0,0,0,0,0,0,0,0
Duffel teint,duffel teint,x,0,0,0,0,0,0,0,0,0,0
Duffel teint / aune,duffel teint aune,x,0,0,0,0,0,0,0,0,0,0
Duigen van 2 duim,,,0,0,1,0,0,0,0,0,1,0
Duigen voor vaten,,,0,0,1,0,0,0,0,0,1,0
Duigen voor vaten (den),,,0,0,1,0,0,0,0,0,1,0
Dutch beer,,,0,0,1,2,0,0,0,0,1,2
Dutch cheese,,,0,0,1,17,0,0,0,0,1,17
Dutch soft cheese,,,0,0,1,131,0,0,0,0,1,131
Dutch tobacco,,,0,0,1,2,0,0,0,0,1,2
Duver fine,duvet fin,,1,1,0,0,0,0,0,0,1,1
Duves,duves,x,1,1,0,0,0,0,0,0,1,1
Duvet,duvet,,1,11,0,0,1,13,0,0,2,24
Duvets,duvet,,1,1,0,0,0,0,0,0,1,1
Duyvelsteen,duyvelsteen,x,0,0,0,0,0,0,0,0,0,0
Duyvelsterck,duyvelsterck,x,0,0,0,0,0,0,0,0,0,0
Duyvelsterck / aune,duyvelsterck aune,,0,0,0,0,0,0,0,0,0,0
Dye wood,,,0,0,1,125,0,0,0,0,1,125
Dyed 'hondschote',,,0,0,1,5,0,0,0,0,1,5
Dyed baize,,,0,0,1,117,0,0,0,0,1,117
Dyed cloth,,,0,0,1,22,0,0,0,0,1,22
Dyed cloth (dozens),,,0,0,1,30,0,0,0,0,1,30
Dyed cloth from Holland,,,0,0,1,11,0,0,0,0,1,11
Dyed cloth from Holland and Spain,,,0,0,1,28,0,0,0,0,1,28
Dyed cotton for handkerchiefs,,,0,0,1,5,0,0,0,0,1,5
Dyed dimity,,,0,0,1,7,0,0,0,0,1,7
Dyed duffel,,,0,0,1,68,0,0,0,0,1,68
Dyed flannel,,,0,0,1,10,0,0,0,0,1,10
Dyed frisade,,,0,0,1,27,0,0,0,0,1,27
Dyed fustian,,,0,0,1,4,0,0,0,0,1,4
Dyed fustian per ell,,,0,0,1,2,0,0,0,0,1,2
Dyed kersey,,,0,0,1,130,0,0,0,0,1,130
Dyed linen 'à tapisser',,,0,0,1,3,0,0,0,0,1,3
Dyed linen cloth,,,0,0,1,201,0,0,0,0,1,201
Dyed linen cloth per ell,,,0,0,1,3,0,0,0,0,1,3
Dyed Moroccon cloth,,,0,0,1,3,0,0,0,0,1,3
Dyed Nordic broadcloth,,,0,0,1,6,0,0,0,0,1,6
Dyed packing cloth,,,0,0,1,4,0,0,0,0,1,4
Dyed perpetuane,,,0,0,1,3,0,0,0,0,1,3
Dyed perpetuane and processed,,,0,0,1,4,0,0,0,0,1,4
Dyed ratteen,,,0,0,1,8,0,0,0,0,1,8
Dyed serge (saye),,,0,0,1,184,0,0,0,0,1,184
Dyed Spanish cloth,,,0,0,1,3,0,0,0,0,1,3
Dyed woollen fabrics,,,0,0,1,8,0,0,0,0,1,8
Dyed woollen goods,,,0,0,1,3,0,0,0,0,1,3
Dyke stones,,,0,0,1,104,0,0,0,0,1,104
E?,e ???,,1,1,0,0,0,0,0,0,1,1
E??,e ???,,1,1,0,0,0,0,0,0,1,1
Eaau de vie,eau-de-vie,,1,1,0,0,0,0,0,0,1,1
Eacaille de tortue,écaille de tortue,,1,3,0,0,0,0,0,0,1,3
Eagles,,,0,0,1,4,0,0,0,0,1,4
Eain ; des Indes,étain des Indes,,1,1,0,0,0,0,0,0,1,1
Eain ; ouvré,étain ouvré,,1,1,0,0,0,0,0,0,1,1
Eain ouvré,étain ouvré,,1,1,0,0,0,0,0,0,1,1
Earth for glass blowers,,,0,0,1,5,0,0,0,0,1,5
Earth from Rouen,,,0,0,1,4,0,0,0,0,1,4
Earthen bottles,,,0,0,1,3,0,0,0,0,1,3
Earthen sculptures,,,0,0,1,5,0,0,0,0,1,5
Earthen sculptures and pots,,,0,0,1,11,0,0,0,0,1,11
Earthenware,,,0,0,1,252,0,0,0,0,1,252
Earthenware (plates),,,0,0,1,2,0,0,0,0,1,2
Earthenware (tiles),,,0,0,1,60,0,0,0,0,1,60
Earthenware pots,,,0,0,1,70,0,0,0,0,1,70
Earthern sugar moulds,,,0,0,1,2,0,0,0,0,1,2
Eatain ouvré,étain ouvré,,1,2,0,0,0,0,0,0,1,2
Eatamine de laine,étamine de laine,,1,2,0,0,0,0,0,0,1,2
Eau,eau,,0,0,0,0,1,19,0,0,1,19
"Eau , de fleur d'orange",eau de fleurs d'orange,,1,1,0,0,0,0,0,0,1,1
Eau ; ?,eau ???,,1,1,0,0,0,0,0,0,1,1
Eau ; cordiale,eau cordiale,,1,1,0,0,0,0,0,0,1,1
Eau ; cordialle,eau cordiale,,1,4,0,0,0,0,0,0,1,4
Eau ; Cordialle,eau cordiale,,1,1,0,0,0,0,0,0,1,1
Eau ; d'anis,eau d'anis,,1,8,0,0,0,0,0,0,1,8
Eau ; d'Anis,eau d'anis,,1,1,0,0,0,0,0,0,1,1
Eau ; d'arc,eau d'arc,x,1,1,0,0,0,0,0,0,1,1
Eau ; d'arquebusade,eau d'arquebusade,x,1,2,0,0,0,0,0,0,1,2
Eau ; d'Esquebat,eau d'Esquebat,x,1,2,0,0,0,0,0,0,1,2
Eau ; d'hongrie,eau d'Hongrie,,1,3,0,0,0,0,0,0,1,3
Eau ; d'odeur,eau d'odeur,,1,4,0,0,0,0,0,0,1,4
Eau ; d'odeur et essences diverses ; d'odeurs diverses,eau d'odeur et essence diverse d'odeur diverse,,1,6,0,0,0,0,0,0,1,6
Eau ; d'odeur et essences diverses ; essence ; de rose,eau d'odeur et essence diverse essence de rose,,1,2,0,0,0,0,0,0,1,2
Eau ; d'odeur et essences diverses ; quintessence ; de rose,eau d'odeur et essence diverse quintessence de rose,,1,1,0,0,0,0,0,0,1,1
Eau ; de Barbades,eau de Barbade,,1,4,0,0,0,0,0,0,1,4
Eau ; de Bergamotte,eau de bergamote,,1,1,0,0,0,0,0,0,1,1
Eau ; de bergamottes,eau de bergamote,,1,1,0,0,0,0,0,0,1,1
Eau ; de Brissol,eau de Bristol,x,1,1,0,0,0,0,0,0,1,1
Eau ; de Bristol,eau de Bristol,x,1,4,0,0,0,0,0,0,1,4
Eau ; de Bussing,eau de Bussingue,x,1,2,0,0,0,0,0,0,1,2
Eau ; de Bussingne,eau de Bussingue,x,1,2,0,0,0,0,0,0,1,2
Eau ; de Bussingue,eau de Bussingue,x,1,4,0,0,0,0,0,0,1,4
Eau ; de canelle,eau de cannelle,,1,1,0,0,0,0,0,0,1,1
Eau ; de Carme,eau de Carmes,x,1,2,0,0,0,0,0,0,1,2
Eau ; de Carmes,eau de Carmes,x,1,1,0,0,0,0,0,0,1,1
Eau ; de cedra,eau de cédrat,,1,1,0,0,0,0,0,0,1,1
Eau ; de cerise,eau de cerise,,1,5,0,0,0,0,0,0,1,5
Eau ; de cerises,eau de cerise,,1,1,0,0,0,0,0,0,1,1
Eau ; de cerize,eau de cerise,,1,7,0,0,0,0,0,0,1,7
Eau ; de cerizes,eau de cerise,,1,7,0,0,0,0,0,0,1,7
Eau ; de citron,eau de citron,,1,19,0,0,0,0,0,0,1,19
Eau ; de citron ?,eau de citron,,1,1,0,0,0,0,0,0,1,1
Eau ; de citronelle,eau de citronnelle,,1,3,0,0,0,0,0,0,1,3
Eau ; de Citrons,eau de citron,,1,2,0,0,0,0,0,0,1,2
Eau ; de coclearia,eau de coclearia,,1,1,0,0,0,0,0,0,1,1
Eau ; de cologne,eau de Cologne,,1,3,0,0,0,0,0,0,1,3
Eau ; de Cologne,eau de Cologne,,1,8,0,0,0,0,0,0,1,8
Eau ; de composition,eau de composition,x,1,1,0,0,0,0,0,0,1,1
Eau ; de cordoue,eau de Cordoue,,1,1,0,0,0,0,0,0,1,1
Eau ; de Cordoue,eau de Cordoue,,1,1,0,0,0,0,0,0,1,1
Eau ; de fl d'orange,eau de fleurs d'orange,,1,6,0,0,0,0,0,0,1,6
Eau ; de fl. D'orange,eau de fleurs d'orange,,1,4,0,0,0,0,0,0,1,4
Eau ; de fl.d'orange,eau de fleurs d'orange,,1,4,0,0,0,0,0,0,1,4
Eau ; de fleur ; d'orange,eau de fleurs d'orange,,1,14,0,0,0,0,0,0,1,14
Eau ; de fleur d'orange,eau de fleurs d'orange,,1,170,0,0,0,0,0,0,1,170
Eau ; de fleur d'oranger,eau de fleurs d'oranger,,1,2,0,0,0,0,0,0,1,2
Eau ; de fleur d'oranges,eau de fleurs d'orange,,1,4,0,0,0,0,0,0,1,4
Eau ; de fleurs ; d'orange,eau de fleurs d'orange,,1,13,0,0,0,0,0,0,1,13
Eau ; de Fleurs ; d'oranger,eau de fleurs d'oranger,,1,1,0,0,0,0,0,0,1,1
Eau ; de fleurs d'orange,eau de fleurs d'orange,,1,24,0,0,0,0,0,0,1,24
Eau ; de garance,eau de garance,,1,1,0,0,0,0,0,0,1,1
Eau ; de genievre,eau de genièvre,,1,5,0,0,0,0,0,0,1,5
Eau ; de genièvre,eau de genièvre,,1,4,0,0,0,0,0,0,1,4
Eau ; de la ?,eau de la ???,,1,1,0,0,0,0,0,0,1,1
Eau ; de la d'hongrie,eau de la reine de Hongrie,,1,1,0,0,0,0,0,0,1,1
Eau ; de la M d'hongrie,eau de la reine de Hongrie,x,1,8,0,0,0,0,0,0,1,8
Eau ; de la M. d'Hongrie,eau de la reine de Hongrie,x,1,1,0,0,0,0,0,0,1,1
Eau ; de la R d'hongrie,eau de la reine de Hongrie,,1,1,0,0,0,0,0,0,1,1
Eau ; de la R. d'hongrie,eau de la reine de Hongrie,,1,7,0,0,0,0,0,0,1,7
Eau ; de la R. d'Hongrie,eau de la reine de Hongrie,,1,19,0,0,0,0,0,0,1,19
Eau ; de la R.d'hongrie,eau de la reine de Hongrie,,1,5,0,0,0,0,0,0,1,5
Eau ; de la Re d'hongrie,eau de la reine de Hongrie,,1,9,0,0,0,0,0,0,1,9
Eau ; de la reine d'hongrie,eau de la reine de Hongrie,,1,19,0,0,0,0,0,0,1,19
Eau ; de la reine d'Hongrie,eau de la reine de Hongrie,,1,18,0,0,0,0,0,0,1,18
Eau ; de la Reine d'hongrie,eau de la reine de Hongrie,,1,12,0,0,0,0,0,0,1,12
Eau ; de la Reine d'Hongrie,eau de la reine de Hongrie,,1,61,0,0,0,0,0,0,1,61
Eau ; de la reine de Hongrie,eau de la reine de Hongrie,,1,1,0,0,0,0,0,0,1,1
Eau ; de la reyne d'hongrie,eau de la reine de Hongrie,,1,3,0,0,0,0,0,0,1,3
Eau ; de la Reyne d'hongrie,eau de la reine de Hongrie,,1,34,0,0,0,0,0,0,1,34
Eau ; de la Reyne d'Hongrie,eau de la reine de Hongrie,,1,2,0,0,0,0,0,0,1,2
Eau ; de la Rque d'Hongrie,eau de la reine de Hongrie,,1,4,0,0,0,0,0,0,1,4
Eau ; de lar d'hongrie,eau de la reine de Hongrie,,1,6,0,0,0,0,0,0,1,6
Eau ; de larmes,eau de larmes,,1,5,0,0,0,0,0,0,1,5
Eau ; de lavande,eau de lavande,,1,67,0,0,0,0,0,0,1,67
Eau ; de Lavande,eau de lavande,,1,10,0,0,0,0,0,0,1,10
Eau ; de marquelle,eau de Marquette,x,1,1,0,0,0,0,0,0,1,1
Eau ; de Marquette,eau de Marquette,x,1,1,0,0,0,0,0,0,1,1
Eau ; de melice,eau de mélisse,,1,44,0,0,0,0,0,0,1,44
Eau ; de Melice,eau de mélisse,,1,2,0,0,0,0,0,0,1,2
Eau ; de mélice,eau de mélisse,,1,12,0,0,0,0,0,0,1,12
Eau ; de melisse,eau de mélisse,,1,5,0,0,0,0,0,0,1,5
Eau ; de mélisse,eau de mélisse,,1,3,0,0,0,0,0,0,1,3
Eau ; de mer,eau de mer,,1,1,0,0,0,0,0,0,1,1
Eau ; de metier,eau de métier,x,1,1,0,0,0,0,0,0,1,1
Eau ; de miel,eau de miel,,1,1,0,0,0,0,0,0,1,1
Eau ; de milice,eau de mélisse,,1,18,0,0,0,0,0,0,1,18
Eau ; de Milice,eau de mélisse,,1,1,0,0,0,0,0,0,1,1
Eau ; de mirrhe,eau de myrrhe,,1,1,0,0,0,0,0,0,1,1
Eau ; de nar,eau de nard,x,1,1,0,0,0,0,0,0,1,1
Eau ; de nar de Naples,eau de nard de Naples,,1,1,0,0,0,0,0,0,1,1
Eau ; de pin,eau de pin,,1,9,0,0,0,0,0,0,1,9
Eau ; de plombiere,eau de Plombières,x,1,1,0,0,0,0,0,0,1,1
Eau ; de raisin,eau de raisin,,1,18,0,0,0,0,0,0,1,18
Eau ; de raisine,eau de raisin,x,1,46,0,0,0,0,0,0,1,46
Eau ; de raisins,eau de raisin,,1,6,0,0,0,0,0,0,1,6
Eau ; de raison,eau de raison,x,1,1,0,0,0,0,0,0,1,1
Eau ; de raze,eau de raze,,1,4,0,0,0,0,0,0,1,4
Eau ; de resine,eau de résine,,1,1,0,0,0,0,0,0,1,1
Eau ; de romarin,eau de romarin,,1,3,0,0,0,0,0,0,1,3
Eau ; de rose,eau de rose,,1,15,0,0,0,0,0,0,1,15
Eau ; de roze,eau de roze,x,1,17,0,0,0,0,0,0,1,17
Eau ; de sel,eau de Seltz,,1,1,0,0,0,0,0,0,1,1
Eau ; de Seltz,eau de Seltz,,1,1,0,0,0,0,0,0,1,1
Eau ; de selzer,eau de Seltzer,,1,1,0,0,0,0,0,0,1,1
Eau ; de Selzer,eau de Seltzer,,1,3,0,0,0,0,0,0,1,3
Eau ; de senlaw,eau de senlaw,x,1,11,0,0,0,0,0,0,1,11
Eau ; de senseo,eau de senseo,x,1,1,0,0,0,0,0,0,1,1
Eau ; de senten,eau de senten,x,1,2,0,0,0,0,0,0,1,2
Eau ; de senteur,eau de senteur,,1,238,0,0,0,0,0,0,1,238
Eau ; de Senteur,eau de senteur,,1,1,0,0,0,0,0,0,1,1
Eau ; de senteur ; de bergamotte,eau de senteur de bergamote,,1,1,0,0,0,0,0,0,1,1
Eau ; de senteur ; de citron,eau de senteur de citron,,1,1,0,0,0,0,0,0,1,1
Eau ; de senteur ; de la Re. d'hongrie,eau de senteur de la reine de Hongrie,,1,4,0,0,0,0,0,0,1,4
Eau ; de senteur ; de la Re.d'hongrie,eau de senteur de la reine de Hongrie,,1,1,0,0,0,0,0,0,1,1
Eau ; de senteur ; de lavande,eau de senteur de lavande,,1,7,0,0,0,0,0,0,1,7
Eau ; de senteur ; de nard,eau de senteur de nard,,1,1,0,0,0,0,0,0,1,1
Eau ; de senteur ; de Re. d'Hongrie,eau de senteur de reine de Hongrie,,1,1,0,0,0,0,0,0,1,1
Eau ; de senteur ; diverses,eau de senteur diverse,,1,14,0,0,0,0,0,0,1,14
Eau ; de senteur ; roze,eau de senteur rose,,1,2,0,0,0,0,0,0,1,2
Eau ; de senteur ; sans pareille,eau de senteur sans pareille,x,1,2,0,0,0,0,0,0,1,2
Eau ; de spa,eau de Spa,,1,9,0,0,0,0,0,0,1,9
Eau ; de Spa,eau de Spa,,1,5,0,0,0,0,0,0,1,5
Eau ; de tartre,eau de tartre,,1,4,0,0,0,0,0,0,1,4
Eau ; de vie,eau-de-vie,,1,341,0,0,0,0,0,0,1,341
Eau ; de vie ; commune,eau-de-vie commune,,1,1,0,0,0,0,0,0,1,1
Eau ; de vie ; d'andaye,eau-de-vie d'Hendaye,,1,2,0,0,0,0,0,0,1,2
Eau ; de vie ; d'Andaye,eau-de-vie d'Hendaye,,1,5,0,0,0,0,0,0,1,5
Eau ; de vie ; d'audaye,eau-de-vie d'Hendaye,x,1,1,0,0,0,0,0,0,1,1
Eau ; de vie ; d'Espagne,eau-de-vie d'Espagne,,1,1,0,0,0,0,0,0,1,1
Eau ; de vie ; de genievre,eau-de-vie de genièvre,,1,2,0,0,0,0,0,0,1,2
Eau ; de vie ; de Genievre,eau-de-vie de genièvre,,1,1,0,0,0,0,0,0,1,1
Eau ; de vie ; de genièvre,eau-de-vie de genièvre,,1,7,0,0,0,0,0,0,1,7
Eau ; de vie ; de Genièvre,eau-de-vie de genièvre,,1,4,0,0,0,0,0,0,1,4
Eau ; de vie ; de graine,eau-de-vie de grains,,1,1,0,0,0,0,0,0,1,1
Eau ; de vie ; de vin,eau-de-vie de vin,,1,3,0,0,0,0,0,0,1,3
Eau ; de vie ; diverse,eau-de-vie diverse,,1,2,0,0,0,0,0,0,1,2
Eau ; de vie ; double,eau-de-vie double,,1,17,0,0,0,0,0,0,1,17
Eau ; de vie ; gazeuse,eau-de-vie gazeuse,,1,1,0,0,0,0,0,0,1,1
Eau ; de vie ; genievre,eau-de-vie genièvre,,1,3,0,0,0,0,0,0,1,3
Eau ; de vie ; ordinaire,eau-de-vie ordinaire,,1,2,0,0,0,0,0,0,1,2
Eau ; de vie ; rectiffiée,eau-de-vie rectifiée,,1,1,0,0,0,0,0,0,1,1
Eau ; de vie ; rectifiée,eau-de-vie rectifiée,,1,1,0,0,0,0,0,0,1,1
Eau ; de vie ; royale,eau-de-vie royale,,1,4,0,0,0,0,0,0,1,4
Eau ; de vie ; simple,eau-de-vie simple,,1,70,0,0,0,0,0,0,1,70
Eau ; de vie ; triple,eau-de-vie triple,,1,1,0,0,0,0,0,0,1,1
Eau ; de vie de genièvre,eau-de-vie de genièvre,,1,1,0,0,0,0,0,0,1,1
Eau ; des barbades,eau de Barbade,,1,2,0,0,0,0,0,0,1,2
Eau ; des Barbades,eau de Barbade,,1,2,0,0,0,0,0,0,1,2
Eau ; des carmes,eau des Carmes,,1,6,0,0,0,0,0,0,1,6
Eau ; des Carmes,eau des Carmes,,1,15,0,0,0,0,0,0,1,15
Eau ; des cavernes,eau des cavernes,x,1,4,0,0,0,0,0,0,1,4
Eau ; des farmes,eau des farmes,x,1,11,0,0,0,0,0,0,1,11
Eau ; distilée,eau distillée,,1,1,0,0,0,0,0,0,1,1
Eau ; distillée,eau distillée,,1,1,0,0,0,0,0,0,1,1
Eau ; divine,eau divine,,1,5,0,0,0,0,0,0,1,5
Eau ; du val,eau divine,,1,1,0,0,0,0,0,0,1,1
Eau ; ferrée,eau ferrée,,1,2,0,0,0,0,0,0,1,2
Eau ; forte,eau-forte,,1,168,0,0,0,0,0,0,1,168
Eau ; fortes,eau-forte,,1,5,0,0,0,0,0,0,1,5
Eau ; genievre,eau genièvre,,1,1,0,0,0,0,0,0,1,1
Eau ; medecinale,eau médicinale,,1,5,0,0,0,0,0,0,1,5
Eau ; médécinale,eau médicinale,,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle,eau médicinale,,1,13,0,0,0,0,0,0,1,13
Eau ; medécinalle,eau medicinale,,1,2,0,0,0,0,0,0,1,2
Eau ; médecinalle,eau médicinale,,1,2,0,0,0,0,0,0,1,2
Eau ; medecinalle ; cordiale,eau médicinale cordiale,,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle ; d'arquebusan,eau médicinale d'arquebusan,x,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle ; d'arquelnisade,eau médicinale d'arquelnisade,x,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle ; de canelle,eau médicinale de cannelle,,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle ; de coclearia,eau médicinale de coclearia,,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle ; de fleur d'oranger,eau médicinale de fleurs d'oranger,,1,7,0,0,0,0,0,0,1,7
Eau ; medecinalle ; de genievre,eau médicinale de genièvre,,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle ; de melice,eau médicinale de mélisse,,1,6,0,0,0,0,0,0,1,6
Eau ; medecinalle ; de pin,eau médicinale de pin,,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle ; de raisins,eau médicinale de raisin,,1,2,0,0,0,0,0,0,1,2
Eau ; médecinalle ; de Selzers,eau médicinale de Seltzer,,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle ; des farmes,eau médicinale des farmes,x,1,3,0,0,0,0,0,0,1,3
Eau ; medecinalle ; diverses,eau médicinale diverse,,1,3,0,0,0,0,0,0,1,3
Eau ; medecinalle ; mineralle,eau médicinale minérale,,1,1,0,0,0,0,0,0,1,1
Eau ; medecinalle ; vulneraire,eau médicinale vulnéraire,,1,2,0,0,0,0,0,0,1,2
Eau ; médicinale,eau médicinale,,1,4,0,0,0,0,0,0,1,4
Eau ; médicinale ; composée,eau médicinale composée,,1,2,0,0,0,0,0,0,1,2
Eau ; médicinale ; de chipre,eau médicinale de Chypre,,1,1,0,0,0,0,0,0,1,1
Eau ; médicinale ; de marquettes,eau médicinale de marquette,,1,1,0,0,0,0,0,0,1,1
Eau ; médicinale ; de melice,eau médicinale de mélisse,,1,4,0,0,0,0,0,0,1,4
Eau ; medicinalle,eau médicinale,,1,4,0,0,0,0,0,0,1,4
Eau ; minerale,eau minérale,,1,6,0,0,0,0,0,0,1,6
Eau ; minérale,eau minérale,,1,2,0,0,0,0,0,0,1,2
Eau ; minérale ; de Bristole,eau minérale de Bristol,x,1,1,0,0,0,0,0,0,1,1
Eau ; mineralle,eau minérale,,1,10,0,0,0,0,0,0,1,10
Eau ; ocgeniente,eau ocgeniente,x,1,1,0,0,0,0,0,0,1,1
Eau ; octaze,eau octaze,x,1,3,0,0,0,0,0,0,1,3
Eau ; plombiere,eau Plombières,,1,1,0,0,0,0,0,0,1,1
Eau ; pour Remedes,eau pour remède,,1,1,0,0,0,0,0,0,1,1
Eau ; raisine,eau raisinée,,1,1,0,0,0,0,0,0,1,1
Eau ; reine de la Hongrie,eau reine de la Hongrie,,1,1,0,0,0,0,0,0,1,1
Eau ; rose,eau rose,,1,7,0,0,0,0,0,0,1,7
Eau ; roze,eau roze,x,1,14,0,0,0,0,0,0,1,14
Eau ; sans pareille,eau sans pareille,,1,4,0,0,0,0,0,0,1,4
Eau ; spa,eau Spa,,1,2,0,0,0,0,0,0,1,2
Eau ; spiritueuse,eau spiritueuse,,1,2,0,0,0,0,0,0,1,2
Eau ; vulnenaire,eau vulnéraire,,1,2,0,0,0,0,0,0,1,2
Eau ; vulneraire,eau vulnéraire,,1,3,0,0,0,0,0,0,1,3
Eau ; vulneraires,eau vulnéraire,,1,2,0,0,0,0,0,0,1,2
Eau : mineralle,eau minérale,,1,1,0,0,0,0,0,0,1,1
Eau à noirir tabac,eau à noirir tabac,x,0,0,0,0,0,0,0,0,0,0
Eau citronelle,eau citronnelle,,1,1,0,0,0,0,0,0,1,1
Eau Citronnelle,eau citronnelle,,1,1,0,0,0,0,0,0,1,1
Eau coclaria,eau coclearia,,1,1,0,0,0,0,0,0,1,1
Eau cordial,eau cordiale,,1,1,0,0,0,0,0,0,1,1
Eau d'arquebusade,eau d'arquebusade,x,0,0,0,0,0,0,0,0,0,0
Eau d'arquebuse,,,0,0,1,30,0,0,0,0,1,30
Eau d'aspic,eau d'aspic,,1,1,0,0,0,0,0,0,1,1
Eau d'Hongrie,eau de Hongrie,,1,6,0,0,0,0,0,0,1,6
Eau d'odeur,eau d'odeur,,1,20,0,0,0,0,0,0,1,20
Eau d'odeur diverses,eau d'odeur diverse,,1,5,0,0,0,0,0,0,1,5
Eau d'orange,eau d'orange,,1,1,0,0,0,0,0,0,1,1
Eau de Balaru,eau de balaruc,x,1,1,0,0,0,0,0,0,1,1
Eau de Balaruc,eau de balaruc,x,1,1,0,0,0,0,0,0,1,1
Eau de Balarue,eau de balaruc,x,1,1,0,0,0,0,0,0,1,1
Eau de Balaruth,eau de balaruc,x,1,1,0,0,0,0,0,0,1,1
Eau de balaruthe,eau de balaruc,x,1,1,0,0,0,0,0,0,1,1
Eau de barbade,eau de Barbade,,1,1,0,0,0,0,0,0,1,1
Eau de Barbade,eau de Barbade,,1,2,0,0,0,0,0,0,1,2
Eau de barbades,eau de Barbade,,1,1,0,0,0,0,0,0,1,1
Eau de bergamottes,eau de bergamote,,1,1,0,0,0,0,0,0,1,1
Eau de Bristol,eau de Bristol,,1,1,0,0,0,0,0,0,1,1
Eau de Bristol des prises,eau de bristol des prises,,1,1,0,0,0,0,0,0,1,1
Eau de bronze,eau de bronze,x,1,1,0,0,0,0,0,0,1,1
Eau de Bussan,eau de Bussang,,1,1,0,0,0,0,0,0,1,1
Eau de canelle,eau de cannelle,,1,3,0,0,0,0,0,0,1,3
Eau de cedra,eau de cèdre,,1,2,0,0,0,0,0,0,1,2
Eau de cedras,eau de cèdre,,1,1,0,0,0,0,0,0,1,1
Eau de cedre,eau de cèdre,,1,4,0,0,0,0,0,0,1,4
Eau de cerise,eau de cerise,,1,3,0,0,0,0,0,0,1,3
Eau de cerises,eau de cerise,,1,2,0,0,0,0,0,0,1,2
Eau de charante,eau de Charente,,1,2,0,0,0,0,0,0,1,2
Eau de citron,eau de citron,,1,21,0,0,0,0,0,0,1,21
Eau de citron distillée,eau de citron distillée,,1,1,0,0,0,0,0,0,1,1
Eau de citronelle,eau de citronnelle,,1,19,0,0,0,0,0,0,1,19
Eau de citronnelle,eau de citronnelle,,1,4,0,0,0,0,0,0,1,4
Eau de Citronnelle,eau de citronnelle,,1,4,0,0,0,0,0,0,1,4
Eau de citrons,eau de citron,,1,2,0,0,0,0,0,0,1,2
Eau de cocelaria,eau de coclearia,,1,1,0,0,0,0,0,0,1,1
Eau de coclaria,eau de coclearia,,1,2,0,0,0,0,0,0,1,2
Eau de Coclaria,eau de coclearia,,1,1,0,0,0,0,0,0,1,1
Eau de coclearia,eau de coclearia,,1,1,0,0,0,0,0,0,1,1
Eau de cologne,eau de Cologne,,1,2,0,0,0,0,0,0,1,2
Eau de Cologne,eau de Cologne,,1,3,0,0,0,0,0,0,1,3
Eau de Cordouë,eau de Cordoue,,1,2,0,0,0,0,0,0,1,2
Eau de fleur,eau de fleurs,,1,1,0,0,0,0,0,0,1,1
Eau de Fleur d'horange,eau de fleurs d'orange,,1,1,0,0,0,0,0,0,1,1
Eau de fleur d'orange,eau de fleurs d'orange,,1,217,0,0,0,0,1,1,2,218
Eau de Fleur d'Orange,eau de fleurs d'orange,,1,1,0,0,0,0,0,0,1,1
Eau de fleur d'oranger,eau de fleurs d'orange,,1,3,0,0,0,0,0,0,1,3
Eau de fleur d'oranges,eau de fleurs d'orange,,1,1,0,0,0,0,0,0,1,1
Eau de fleur de mirthe,eau de fleurs de myrte,,1,2,0,0,0,0,0,0,1,2
Eau de fleur de senteur,eau de fleurs de senteur,,1,1,0,0,0,0,0,0,1,1
Eau de fleur forte,eau de fleurs fortes,,1,1,0,0,0,0,0,0,1,1
Eau de fleurs d'horange,eau de fleurs d'orange,,1,1,0,0,0,0,0,0,1,1
Eau de fleurs d'orange,eau de fleurs d'orange,,1,13,0,0,0,0,0,0,1,13
Eau de fleurs d'oranges,eau de fleurs d'orange,,1,1,0,0,0,0,0,0,1,1
Eau de garance,eau de garance,,1,1,0,0,0,0,0,0,1,1
Eau de genievre,eau de genièvre,,1,1,0,0,0,0,0,0,1,1
Eau de hongrie,eau de Hongrie,,1,1,0,0,0,0,0,0,1,1
Eau de jasmin,eau de jasmin,,1,1,0,0,0,0,0,0,1,1
Eau de la côte,eau de la Côte,,1,1,0,0,0,0,0,0,1,1
Eau de la fleur d'orange,eau de la fleurs d'orange,,1,1,0,0,0,0,0,0,1,1
Eau de la raine d'Ongrie,eau de la reine de Hongrie,,1,1,0,0,0,0,0,0,1,1
Eau de la reine d'hongrie,eau de la reine de Hongrie,,1,43,0,0,0,0,0,0,1,43
