simplification,nbr_occurences_simpl,coton,obsolete,nbr_occurences_coton
tourteaux de graines grasses,4,not raw cotton,oui,817071
tourteaux de graines oléagineuses,3,not raw cotton,oui,817071
toutenague,2,not raw cotton,non,817071
toutenague ou zinc,1,,non,38841
trafiquer,123,,non,38841
train de cabriolet,1,not raw cotton,non,817071
train de carrosses,2,not raw cotton,non,817071
trait d'argent et d'or,2,not raw cotton,non,817071
trait d'or,3,not raw cotton,non,817071
tramail,4,not raw cotton,non,817071
traques de cuir,1,not raw cotton,non,817071
traverses,1,,non,38841
travettes,1,not raw cotton,non,817071
travettes de bois,1,not raw cotton,non,817071
travons,8,not raw cotton,non,817071
travons de sapin,6,not raw cotton,non,817071
travout,1,not raw cotton,non,817071
trèfle,1,not raw cotton,non,817071
treillis,95,not raw cotton,oui,817071
treillis bougrand et canevas,4,not raw cotton,oui,817071
treillis d'Allemagne,1,not raw cotton,oui,817071
treillis gommé,5,not raw cotton,oui,817071
treillis non lustré,1,not raw cotton,oui,817071
treillis peint,1,not raw cotton,oui,817071
tremille,1,not raw cotton,non,817071
trenelle,1,not raw cotton,non,817071
trenelle d'Espagne,2,not raw cotton,non,817071
trenelle d'espars,48,not raw cotton,non,817071
trenelle de jonc,2,not raw cotton,non,817071
trépan,1,,non,38841
trépan de marbre,1,,non,38841
trépieds,1,not raw cotton,non,817071
trépieds de fer,1,not raw cotton,non,817071
tresse d'argent,2,not raw cotton,non,817071
tresse d'argent et d'or,9,not raw cotton,non,817071
tresse d'or,5,not raw cotton,non,817071
tresse de fil,4,not raw cotton,non,817071
tresse de fleures,1,not raw cotton,non,817071
tresse de fleuret,6,not raw cotton,non,817071
tresse de jonc,1,not raw cotton,non,817071
tresse de laine,3,not raw cotton,non,817071
tresse de laine 30 lignes,1,not raw cotton,non,817071
tresse de lin,1,not raw cotton,non,817071
tresse de soie,15,not raw cotton,non,817071
tréteaux de chêne de 6 pouces,7,not raw cotton,non,817071
tricots,4,not raw cotton,non,817071
tricots chinés,1,,oui,38841
tricots chinés 6 aunes,1,,non,38841
tricots chinés de 6 aunes,1,not raw cotton,oui,817071
tricots de coton,2,not raw cotton,non,817071
tricots de coton et tricots de fil,1,not raw cotton,non,817071
tricots de fil,2,not raw cotton,non,817071
tricots de laine,5,not raw cotton,non,817071
tricots de laine en bonneterie,2,not raw cotton,non,817071
tricots de soie,4,not raw cotton,non,817071
trictrac,4,not raw cotton,non,817071
triomphante,2,not raw cotton,non,817071
tripe,6,not raw cotton,non,817071
tripe d'huîtres,1,not raw cotton,non,817071
tripe de bœuf salé,1,not raw cotton,non,817071
tripe de fil et de laine,1,not raw cotton,non,817071
tripe de laine,2,not raw cotton,non,817071
tripe de laine et de fil,1,not raw cotton,non,817071
tripe de Lannoy,1,not raw cotton,non,817071
tripe de morue,1,not raw cotton,non,817071
tripe de velours,104,not raw cotton,non,817071
tripe mêlée de soie et tripe de velours,56,not raw cotton,non,817071
tripe sur soie,4,not raw cotton,non,817071
tripes marinées et salées,1,not raw cotton,non,817071
tripes salées,1,not raw cotton,non,817071
tripoli,17,not raw cotton,non,817071
trompes,1,not raw cotton,non,817071
trompes de fer,2,not raw cotton,non,817071
trompettes,2,not raw cotton,non,817071
trompettes de cuivre,4,not raw cotton,non,817071
trompettes de fer,1,not raw cotton,non,817071
trot de vin,2,not raw cotton,non,817071
troupes,5,,non,38841
trousse de fleures,1,not raw cotton,non,817071
truelles,2,not raw cotton,non,817071
truelles de fer,2,not raw cotton,non,817071
truffe noire,1,not raw cotton,non,817071
truffes,315,not raw cotton,non,817071
truffes ??? et culs d'artichauts,1,not raw cotton,non,817071
truffes à l'huile,2,not raw cotton,non,817071
truffes culs d'artichauts et autres secs,3,not raw cotton,non,817071
truffes de fer,2,not raw cotton,non,817071
truffes de fonte de fer,3,not raw cotton,non,817071
truffes fraîches,9,not raw cotton,non,817071
truffes fraîches et marinées,2,not raw cotton,non,817071
truffes marinées,6,not raw cotton,non,817071
truffes noires,5,not raw cotton,non,817071
truffes sèches,57,not raw cotton,non,817071
truffes vertes,1,not raw cotton,non,817071
truites,17,not raw cotton,non,817071
truites séchées,1,not raw cotton,non,817071
trully,2,not raw cotton,non,817071
trumeaux de glace,1,not raw cotton,non,817071
tuffeaux,47,not raw cotton,non,817071
tuffeaux doubles,1,not raw cotton,non,817071
tuffeaux simples,3,not raw cotton,non,817071
tuiles,322,not raw cotton,non,817071
tuiles courbées,123,not raw cotton,non,817071
tuiles courbées de terre cuite,1,not raw cotton,non,817071
tuiles de couverture,2,not raw cotton,non,817071
tuiles de terre,8,not raw cotton,non,817071
tuiles de terre cuite,23,not raw cotton,non,817071
tuiles en lest,1,,non,38841
tuiles plates,97,not raw cotton,non,817071
tuiles plates de terre cuite,1,not raw cotton,non,817071
tulle,2,not raw cotton,non,817071
tulle de chanvre et de lin,4,not raw cotton,non,817071
tulle de soie,4,not raw cotton,non,817071
turban,1,not raw cotton,non,817071
turban de soie,7,not raw cotton,non,817071
turbit,51,not raw cotton,non,817071
turbot,85,not raw cotton,non,817071
turbot salé,2,not raw cotton,non,817071
turlutaines,2,not raw cotton,non,817071
turlutaines et turquoise,3,not raw cotton,non,817071
turquoise,1,not raw cotton,non,817071
turquoise des prises,1,not raw cotton,non,817071
tussaux,1,not raw cotton,non,817071
tutie,35,not raw cotton,oui,817071
tutilly,3,not raw cotton,non,817071
tuttie,1,not raw cotton,oui,817071
tuyaux,1,,non,38841
tuyaux d'orgue,4,not raw cotton,non,817071
tuyaux de cuir pour les pompes,1,not raw cotton,non,817071
tuyaux de fer,1,not raw cotton,non,817071
tuyaux de fer à vernir,1,not raw cotton,non,817071
tuyaux de fer de fonte,1,not raw cotton,oui,817071
tuyaux de fonte,2,not raw cotton,non,817071
tuyaux de grenade,2,not raw cotton,non,817071
tuyaux de pipes,2,not raw cotton,non,817071
tuyaux de plomb,5,not raw cotton,non,817071
tuyaux en fer,5,not raw cotton,non,817071
tympanon,1,not raw cotton,non,817071
urnes de terre,1,not raw cotton,non,817071
ustensiles d'imprimerie,1,not raw cotton,non,817071
ustensiles de marine,1,not raw cotton,non,817071
ustensiles de pêche,2,,non,38841
ustensiles de pêcheur,2,not raw cotton,oui,817071
ustensiles militaires,1,not raw cotton,non,817071
vaches,658,not raw cotton,non,817071
vaches en vie,18,not raw cotton,non,817071
vaches et veaux,1,not raw cotton,non,817071
vaches grasses et en chair,2,not raw cotton,non,817071
vaches maigres,2,not raw cotton,non,817071
vaches tuées,1,not raw cotton,non,817071
vaches vivantes,1,,non,38841
vacquette,30,not raw cotton,non,817071
vague ???,1,,non,38841
vairon,1,not raw cotton,non,817071
vaisseaux montés,9,not raw cotton,non,817071
vaisselle,5,not raw cotton,non,817071
vaisselle bijoux et meubles,81,,non,38841
vaisselle d'Allemagne d'argent,1,not raw cotton,non,817071
vaisselle d'argent,326,not raw cotton,non,817071
vaisselle d'étain,4,not raw cotton,non,817071
vaisselle d'or,4,not raw cotton,non,817071
vaisselle d'orfèvrerie,2,not raw cotton,non,817071
vaisselle de Biarritz,1,not raw cotton,non,817071
vaisselle de bois,8,not raw cotton,non,817071
vaisselle de bois verni,1,not raw cotton,non,817071
vaisselle de faïence,63,not raw cotton,non,817071
vaisselle de métal,1,not raw cotton,non,817071
vaisselle de terre,12,not raw cotton,non,817071
vaisselle de verre pour desserts,113,not raw cotton,non,817071
vaisselle plate,1,not raw cotton,non,817071
valeurs de diverses marchandises entrées en franchise de droits à charge de réexportation pour le commerce colonial,9,not raw cotton,non,817071
valises,1,not raw cotton,non,817071
valises petites,1,not raw cotton,non,817071
vallonea,1,not raw cotton,oui,817071
valtones,1,not raw cotton,non,817071
valvorette de coton,1,not raw cotton,non,817071
vandes,1,not raw cotton,non,817071
vanille,314,not raw cotton,non,817071
vanille botte,6,not raw cotton,non,817071
vannerie,16,not raw cotton,non,817071
vannerie 9050 lignes,0,not raw cotton,non,817071
vannerie brute,1,not raw cotton,non,817071
vannerie brute d'espèce,3,not raw cotton,non,817071
vannerie coupée,1,not raw cotton,non,817071
vannerie coupée d'espèce,2,not raw cotton,non,817071
vannerie d'espèce,1,not raw cotton,non,817071
vannerie d'espèce pelée,3,not raw cotton,non,817071
vannerie d'osier,11,not raw cotton,non,817071
vannerie pelée,1,not raw cotton,non,817071
vannes de coton blanches,1,not raw cotton,non,817071
vans à vanner,199,not raw cotton,non,817071
vans à vanner de bois,1,not raw cotton,non,817071
vans et verges d'osier,1,not raw cotton,non,817071
varech,2,,non,38841
vareuse de toile,1,,non,38841
varlopes,1,not raw cotton,non,817071
vas du Rhin,0,not raw cotton,non,817071
vases,4,not raw cotton,non,817071
vases d'église d'orfèvrerie,1,not raw cotton,non,817071
vases de briques,1,not raw cotton,non,817071
vases de faïence,4,not raw cotton,non,817071
vases de jardin de faïence,1,not raw cotton,non,817071
vases de pierre,3,not raw cotton,non,817071
vases de plâtre,2,not raw cotton,non,817071
vases de terre,3,not raw cotton,non,817071
vaté,1,not raw cotton,non,817071
vatons,3,not raw cotton,non,817071
vaude,0,not raw cotton,oui,817071
vaudes,139,,non,38841
vaudes bottes,0,,non,38841
veaux,329,not raw cotton,non,817071
veaux de lait,11,not raw cotton,non,817071
veaux en vie,4,not raw cotton,non,817071
veaux gras,3,not raw cotton,non,817071
veaux maigres,1,not raw cotton,non,817071
veaux petits,1,not raw cotton,non,817071
veaux pour ???,1,not raw cotton,non,817071
védasse,162,not raw cotton,non,817071
végétal,3,not raw cotton,non,817071
veiles,2,not raw cotton,non,817071
velbar,1,not raw cotton,non,817071
velours,408,not raw cotton,non,817071
velours à ramage,1,not raw cotton,non,817071
velours avec argent,1,not raw cotton,non,817071
velours bleu,2,not raw cotton,non,817071
velours ciselé à fond d'or,1,not raw cotton,non,817071
velours commun,5,not raw cotton,non,817071
velours cramoisi,12,not raw cotton,non,817071
velours d'Utrecht,8,not raw cotton,non,817071
velours de Chine,2,not raw cotton,non,817071
velours de coton,582,not raw cotton,non,817071
velours de coton aune,1,not raw cotton,oui,817071
velours de coton et de fil,1,not raw cotton,non,817071
velours de coton et de laine,1,,non,38841
velours de coton imprimé,1,not raw cotton,non,817071
velours de fil et de poil,2,not raw cotton,non,817071
velours de Gênes,5,not raw cotton,non,817071
velours de Gênes noir,1,not raw cotton,non,817071
velours de gueux,19,not raw cotton,non,817071
velours de laine,2,not raw cotton,non,817071
velours de poil d'Utrecht,1,not raw cotton,non,817071
velours de soie,33,not raw cotton,non,817071
velours de soie aune,1,not raw cotton,oui,817071
velours de soie de 30 aunes,1,,non,38841
velours de soie pièces de 30 aunes,1,not raw cotton,oui,817071
velours gueuse,1,not raw cotton,non,817071
velours noir,8,not raw cotton,non,817071
velours ordinaire,4,not raw cotton,non,817071
velours uni,1,not raw cotton,non,817071
velverette de coton,2,not raw cotton,non,817071
vendange,3,not raw cotton,non,817071
vénitienne,2,not raw cotton,non,817071
ver ???,1,not raw cotton,non,817071
verdasse,1,not raw cotton,non,817071
verdes,65,not raw cotton,oui,817071
verdet,2118,not raw cotton,non,817071
verdet ???,1,,non,38841
verdet cristallisé,6,not raw cotton,non,817071
verdet cristallisé et non cristallisé,2,not raw cotton,non,817071
verdet non cristallisé,4,not raw cotton,non,817071
verdet non cristallisé sec,3,not raw cotton,non,817071
verdol,1,,non,38841
verge de fer blanc,2,not raw cotton,non,817071
verges à moulins,2,not raw cotton,non,817071
verges d'étain,8,not raw cotton,non,817071
verges de cuivres,1,not raw cotton,non,817071
verges de fer,148,not raw cotton,non,817071
verges de fer et barres de fer et battu de fer,17,not raw cotton,non,817071
verges de sapin,1,,oui,38841
vergnes,2,not raw cotton,non,817071
vergues,49,not raw cotton,non,817071
vergues à mâture,2,not raw cotton,non,817071
vergues de 22 pieds,1,,non,38841
vergues de 25 pieds,1,not raw cotton,non,817071
vergues de 30 à 40 pieds,1,,non,38841
vergues de 30 pieds,1,,non,38841
vergues de 35 pieds sur 8 pouces de diamètre,1,not raw cotton,non,817071
vergues de 40 à 46 pieds,1,,non,38841
vergues de 40 pieds sur 10 pouces de diamètre,1,not raw cotton,non,817071
vergues de 44 à 50 pieds,1,not raw cotton,non,817071
vergues de 44 pieds,1,not raw cotton,non,817071
"vergues de 47 pieds sur 10,5 pouces de diamètre",1,not raw cotton,non,817071
vergues de 52 pieds,1,,non,38841
vergues de 53 à 57 pieds,1,not raw cotton,non,817071
"vergues de 56 pieds sur 10,5 pouces de diamètre",1,not raw cotton,non,817071
vergues de fer,1,not raw cotton,non,817071
vergues de navire,2,not raw cotton,non,817071
vergues de sapin,0,,non,38841
vergues de sapin de 38 pieds,1,,non,38841
vergues de sapin de 44 pieds,1,not raw cotton,non,817071
vergues pour mature,0,not raw cotton,oui,817071
vergues pour navire,2,not raw cotton,non,817071
vergues pour vaisseau,0,not raw cotton,oui,817071
verjus,47,not raw cotton,non,817071
vermeil et vernis,2,not raw cotton,non,817071
vermeille,3,not raw cotton,non,817071
vermicelle,615,not raw cotton,non,817071
vermilles,1,not raw cotton,non,817071
vermillon,678,not raw cotton,non,817071
vermillon de tasse,1,not raw cotton,non,817071
vermillon en grabeau,2,,non,38841
vernis,198,not raw cotton,non,817071
vernis à peindre,7,not raw cotton,non,817071
vernis clair,1,,non,38841
vernis de Chine,1,,non,38841
vernis de terre,2,not raw cotton,non,817071
vernis liquide,1,,non,38841
vernis massé,1,not raw cotton,non,817071
vernis préparés,21,not raw cotton,non,817071
vernoix,1,not raw cotton,non,817071
vernunes,1,not raw cotton,non,817071
verre pilé,2,,non,38841
verrerie,732,not raw cotton,non,817071
verrerie à boire,3,not raw cotton,non,817071
verrerie à vitre,7,not raw cotton,non,817071
verrerie autres que cristaux,1,not raw cotton,non,817071
verrerie bouteilles,70,not raw cotton,non,817071
verrerie cassée,4,not raw cotton,non,817071
verrerie d'office,2,not raw cotton,non,817071
verrerie de Baume,1,not raw cotton,non,817071
verrerie de Bohème,1,,non,38841
verrerie de toutes espèces,6,,oui,38841
verrerie diverse,159,not raw cotton,oui,817071
verrerie en boucaut,1,not raw cotton,non,817071
verrerie en bouteilles,14,not raw cotton,oui,817071
verrerie ordinaire,75,,non,38841
verrerie ouvrée,1,,non,38841
verres,454,not raw cotton,non,817071
verres ??? d'estampes,2,not raw cotton,non,817071
verres à boire,522,not raw cotton,non,817071
verres à boire communs,39,not raw cotton,non,817071
verres à boire cristallins,3,not raw cotton,non,817071
verres à boire de cristal,18,not raw cotton,non,817071
verres à boire de Venise,1,not raw cotton,non,817071
verres à boire et à vitre,1,not raw cotton,non,817071
verres à boire gobelets,1,not raw cotton,non,817071
verres à boire moutardiers etc.,96,not raw cotton,non,817071
verres à cadran et à lunettes polis et taillés,2,not raw cotton,non,817071
verres à carreaux,1,not raw cotton,non,817071
verres à carreaux et vitre,5,not raw cotton,non,817071
verres à cristal,1,not raw cotton,non,817071
verres à gobelets,2,not raw cotton,non,817071
verres à horloge de mer,1,not raw cotton,non,817071
verres à liqueur,1,,non,38841
verres à lunettes,4,not raw cotton,non,817071
verres à vin,2,not raw cotton,non,817071
verres à vitre,548,not raw cotton,non,817071
verres à vitre d'Allemagne,27,not raw cotton,non,817071
verres à vitre de France,34,not raw cotton,non,817071
verres blancs,27,not raw cotton,non,817071
verres blancs en assortiment,1,not raw cotton,non,817071
verres brodés,3,,non,38841
verres bruts à cadran et à lunettes,2,not raw cotton,non,817071
verres cassés,132,not raw cotton,non,817071
verres cassés en groisil,1,not raw cotton,non,817071
verres chimiques,1,not raw cotton,non,817071
verres communs,554,not raw cotton,non,817071
verres communs à boire,38,not raw cotton,non,817071
verres communs à vitre,2,not raw cotton,non,817071
verres communs gobelets,2,not raw cotton,oui,817071
verres cristallins et cuivrés,4,not raw cotton,non,817071
verres cuivrés en gobeleterie et à boire,2,not raw cotton,non,817071
verres cuivrés en table,1,not raw cotton,non,817071
verres d'Allemagne,2,not raw cotton,non,817071
verres d'Alsace,6,not raw cotton,non,817071
verres d'ambre,1,not raw cotton,non,817071
verres d'antimoine,3,not raw cotton,non,817071
verres d'Étampes,2,not raw cotton,non,817071
verres d'offre,1,not raw cotton,non,817071
verres de baromètre,6,not raw cotton,non,817071
verres de Bohème,11,not raw cotton,non,817071
verres de Bohème à boire,2,not raw cotton,non,817071
verres de bois,3,not raw cotton,non,817071
verres de cristal,374,not raw cotton,non,817071
verres de lampes,2,not raw cotton,non,817071
verres de lanternes,1,not raw cotton,non,817071
verres de Lorraine,6,not raw cotton,non,817071
verres de mer,2,not raw cotton,non,817071
verres de Saint Louis,1,not raw cotton,non,817071
verres de table,1,,non,38841
verres de toute sorte,1,not raw cotton,non,817071
verres de vaisselle,1,,non,38841
verres du Barrois,1,not raw cotton,non,817071
verres en ???,1,not raw cotton,non,817071
verres en carreaux et à vitre,96,not raw cotton,non,817071
verres en fioles,3,not raw cotton,non,817071
verres en petits carreaux et à vitre,2,not raw cotton,non,817071
verres et verrerie,10,not raw cotton,non,817071
verres étamés,1,,non,38841
verres filés,1,not raw cotton,non,817071
verres moulein,1,not raw cotton,non,817071
verres ouvrées en gobeleterie avec boîtes,5,,non,38841
verres ouvrés,3,not raw cotton,non,817071
verres ouvrés en gobeleterie ???,0,not raw cotton,non,817071
verres peints,1,not raw cotton,non,817071
verres pour boire,1,not raw cotton,non,817071
verres pour estampes,4,not raw cotton,non,817071
verres pour lunettes et montres,9,not raw cotton,non,817071
verres pour lustre,2,not raw cotton,non,817071
verres pour montre,64,not raw cotton,non,817071
verres taillés à cadran et à lunettes,3,not raw cotton,non,817071
verres verroterie,16,not raw cotton,non,817071
verroterie,107,not raw cotton,non,817071
verroterie anglaise,1,,non,38841
verroterie en rassades,5,not raw cotton,non,817071
verroterie et rassades,5,not raw cotton,non,817071
verroterie pour l'entrepôt de Guinée,2,not raw cotton,non,817071
verrunes,35,not raw cotton,non,817071
vers à soie,124,not raw cotton,non,817071
verses d'osier,2,not raw cotton,non,817071
vert,5,not raw cotton,non,817071
vert d'ambre,1,not raw cotton,non,817071
vert d'eau,1,not raw cotton,non,817071
vert d'Espagne,104,not raw cotton,non,817071
vert de grès,2,not raw cotton,non,817071
vert de mer,2,not raw cotton,non,817071
vert de montagne,16,not raw cotton,non,817071
vert de vessie,24,not raw cotton,non,817071
vert distillé,16,not raw cotton,non,817071
vert moulu,1,not raw cotton,non,817071
vert rouge,1,not raw cotton,non,817071
verunes,1,not raw cotton,non,817071
vesces,44,not raw cotton,non,817071
vesces en gerbes,16,not raw cotton,non,817071
vessie,10,not raw cotton,non,817071
vessie de cerf et autres,2,not raw cotton,non,817071
vestes,34,not raw cotton,non,817071
vestes blanches,1,not raw cotton,non,817071
vestes brodée d'argent et d'or et de soie,1,,non,38841
vestes brodées,19,not raw cotton,non,817071
vestes brodées d'argent et d'or,5,not raw cotton,non,817071
vestes brodées d'argent et or et de soie,1,not raw cotton,non,817071
vestes brodées d'or,2,,non,38841
vestes brodées d'or et de soie,7,not raw cotton,non,817071
vestes brodées de soie,1,not raw cotton,non,817071
vestes brodées et de satin,1,not raw cotton,non,817071
vestes d'argent d'étoffe et de soie,1,not raw cotton,non,817071
vestes d'estame des prises,1,not raw cotton,non,817071
vestes de basin,2,not raw cotton,non,817071
vestes de basin brodées,5,not raw cotton,non,817071
vestes de coton,4,not raw cotton,non,817071
vestes de coton et fil,5,not raw cotton,non,817071
vestes de drap,1,not raw cotton,non,817071
vestes de drap brodées en or,1,not raw cotton,non,817071
vestes de drap brodées en or et argent,1,not raw cotton,non,817071
vestes de drap et chapeaux bordés d'argent,2,not raw cotton,non,817071
vestes de drap galonnées d'argent,1,not raw cotton,non,817071
vestes de laine,3,not raw cotton,non,817071
vestes de peau,1,not raw cotton,non,817071
vestes de satin,2,not raw cotton,non,817071
vestes de soie,6,not raw cotton,non,817071
vestes de soie argent et or,1,not raw cotton,non,817071
vestes de soie unies,1,,non,38841
vestes de toile,7,not raw cotton,non,817071
vestes de toile brodées,3,not raw cotton,non,817071
vestes de toile grise,1,not raw cotton,non,817071
vestes de toile guingans,1,,non,38841
vestes de velours,3,not raw cotton,non,817071
vestes en dorure de soie,1,not raw cotton,non,817071
vestes en droguet de soie,1,not raw cotton,non,817071
vestes et bordures,1,not raw cotton,non,817071
vestes et culottes à nègre,1,,non,38841
vestes et gilets de soie,1,not raw cotton,non,817071
vestes galonnées d'argent,1,not raw cotton,non,817071
vestes peintes,2,not raw cotton,non,817071
vestes piquées,1,not raw cotton,non,817071
vestes vieilles,1,not raw cotton,non,817071
vétille,1,not raw cotton,non,817071
viande,39,not raw cotton,non,817071
viande apprêtée,2,not raw cotton,non,817071
viande confite,8,not raw cotton,non,817071
viande de boucherie,1,not raw cotton,non,817071
viande de boucherie fraîche,4,not raw cotton,non,817071
viande de boucherie salée,5,not raw cotton,non,817071
viande de boucherie salée de porcs,2,not raw cotton,non,817071
viande de boucherie salée de porcs lard compris,2,not raw cotton,non,817071
viande de cochon,1,not raw cotton,non,817071
viande de gibier et de volaille,8,not raw cotton,non,817071
viande de pâte,147,not raw cotton,non,817071
viande fraîche,4,not raw cotton,non,817071
viande fumée,5,not raw cotton,non,817071
viande salée,14,not raw cotton,non,817071
vide,922,,non,38841
vieille voile de moulins et autres,2,not raw cotton,non,817071
vièle,2,not raw cotton,non,817071
vieux clavecin,1,not raw cotton,non,817071
vieux linge,1,,non,38841
vieux linge lessivé,62,,non,38841
vieux ménage,2,,non,38841
vieux meubles et habits,1,,non,38841
vieux-oint,268,not raw cotton,non,817071
vilebrequin,1,not raw cotton,non,817071
villes,1,not raw cotton,non,817071
vîmes à barriques,2,,oui,38841
vîmes pour barriques,2,,non,38841
vin,20279,not raw cotton,non,817071
vin anti-scorbutique,1,not raw cotton,non,817071
vin au muid,4,not raw cotton,non,817071
vin blan de Lucques,1,,non,38841
vin blanc,363,not raw cotton,non,817071
vin blanc commun,9,,non,38841
vin blanc d'Espagne,1,not raw cotton,non,817071
vin blanc de France,138,not raw cotton,non,817071
vin blanc de la Côte,1,,non,38841
vin blanc de Lucques,1,,oui,38841
vin blanc du Rhin,2,,non,38841
vin blanc en bouteilles,10,not raw cotton,non,817071
vin Champagne,0,not raw cotton,oui,817071
vin commun,35,not raw cotton,non,817071
vin commun d'Espagne,1,not raw cotton,non,817071
vin cuit,14,not raw cotton,non,817071
vin d'absinthe,2,not raw cotton,non,817071
vin d'Aiguillon,1,not raw cotton,non,817071
vin d'Alicante,64,not raw cotton,non,817071
vin d'Alicante en bouteilles,1,not raw cotton,non,817071
vin d'Alsace,3,not raw cotton,non,817071
vin d'ambrion,1,not raw cotton,non,817071
vin d'Amont,355,not raw cotton,non,817071
vin d'amour,5,not raw cotton,non,817071
vin d'an de ville,9,not raw cotton,non,817071
vin d'Andelys,9,not raw cotton,non,817071
vin d'Andrésis,1,not raw cotton,non,817071
vin d'Anjou,23,not raw cotton,non,817071
vin d'Anjou et de Touraine,1,,non,38841
vin d'Arbois,6,not raw cotton,non,817071
vin d'Aubagne,84,not raw cotton,non,817071
vin d'Aument,1,not raw cotton,non,817071
vin d'Aunis,1,not raw cotton,non,817071
vin d'Auxerre,10,not raw cotton,non,817071
vin d'Auxonne,7,not raw cotton,non,817071
vin d'Égypte,2,not raw cotton,non,817071
vin d'Épernay,1,not raw cotton,non,817071
vin d'Espagne,607,not raw cotton,non,817071
vin d'Espagne de Malvoisie,2,not raw cotton,non,817071
vin d'Espagne et de liqueur,127,not raw cotton,non,817071
vin d'Espagne ordinaire,2,not raw cotton,non,817071
vin d'Espagne tisse,1,not raw cotton,non,817071
vin d'hors,1,,non,38841
vin d'Inde,1,not raw cotton,non,817071
vin d'Oléron,13,not raw cotton,non,817071
vin d'Oléron rouge,1,not raw cotton,non,817071
vin d'Operto,1,not raw cotton,non,817071
vin d'orange,2,not raw cotton,non,817071
vin d'Orléans,44,not raw cotton,non,817071
vin de ???,1,not raw cotton,non,817071
vin de Bar,47,not raw cotton,non,817071
vin de Bar et de Liège et d'Hay...,9,not raw cotton,non,817071
vin de Bar et vin de Metz,49,not raw cotton,non,817071
vin de Bar-sur-Aube,1,not raw cotton,non,817071
vin de Bar-sur-aube,4,not raw cotton,non,817071
vin de Barcelone,19,not raw cotton,non,817071
vin de Bastillon,1,,non,38841
vin de Bayonne,10,not raw cotton,non,817071
vin de Beaune,133,not raw cotton,non,817071
vin de Benicarlo dernière récolte,1,not raw cotton,non,817071
vin de Bergerac,7,not raw cotton,non,817071
vin de Béziers,2,not raw cotton,non,817071
vin de Blaye,129,not raw cotton,non,817071
vin de Blaye et de Bourg,1,,non,38841
vin de Blois,2,not raw cotton,non,817071
vin de Bordeaux,1192,not raw cotton,non,817071
vin de Bordeaux au muid,20,not raw cotton,non,817071
vin de Bordeaux de Blaye,49,not raw cotton,non,817071
vin de Bordeaux de haut,252,not raw cotton,non,817071
vin de Bordeaux de retour,2,not raw cotton,non,817071
vin de Bordeaux de ville,291,not raw cotton,non,817071
vin de Bordeaux en bouteilles,4,not raw cotton,non,817071
vin de Bordeaux en muid,2,,non,38841
vin de Bordeaux fin,13,not raw cotton,non,817071
vin de Bordeaux médiocre,1,not raw cotton,non,817071
vin de Bordeaux ordinaire,41,not raw cotton,non,817071
vin de Bourbonne,1,not raw cotton,non,817071
vin de Bourg,53,not raw cotton,non,817071
vin de Bourgogne,659,not raw cotton,non,817071
vin de Bourgogne de grand,1,not raw cotton,non,817071
vin de Bourgogne de Pommard,1,not raw cotton,non,817071
vin de Bourgogne en bouteilles,19,not raw cotton,non,817071
vin de Bourgogne en muid,14,not raw cotton,non,817071
vin de Bourgogne et vin de Champagne,129,not raw cotton,non,817071
vin de Bourgogne Mâcon,2,not raw cotton,non,817071
vin de Bretagne,1,not raw cotton,non,817071
vin de Cabreton,5,not raw cotton,non,817071
vin de Cahors,20,not raw cotton,non,817071
vin de Calabre,1,not raw cotton,non,817071
vin de Carlove,1,,non,38841
vin de Castillon,30,not raw cotton,non,817071
vin de Catalogne,8,not raw cotton,non,817071
vin de Cauret,1,not raw cotton,non,817071
vin de cédrat,1,not raw cotton,non,817071
vin de Cette,7,not raw cotton,non,817071
vin de Chablis,2,not raw cotton,non,817071
vin de Chagny,10,not raw cotton,non,817071
vin de Châlon,31,not raw cotton,non,817071
vin de Chalosse,3,not raw cotton,non,817071
vin de Champagne,667,not raw cotton,non,817071
vin de Champagne en bouteilles,13,not raw cotton,non,817071
vin de Champagne en muid,10,not raw cotton,non,817071
vin de Charente,26,not raw cotton,non,817071
vin de Chaumont,2,not raw cotton,non,817071
vin de Chenôve,1,not raw cotton,non,817071
vin de Chypre,231,not raw cotton,non,817071
vin de Chypre en bouteilles,2,not raw cotton,non,817071
vin de Ciola,1,not raw cotton,non,817071
vin de Cioutan,1,not raw cotton,non,817071
vin de Clérac,3,not raw cotton,non,817071
vin de Clermontois,2,not raw cotton,non,817071
vin de Cognac,248,not raw cotton,non,817071
vin de Comté,48,not raw cotton,non,817071
vin de Condrieux,1,not raw cotton,non,817071
vin de Constance,19,not raw cotton,non,817071
vin de Côte,10,not raw cotton,non,817071
vin de Côte du Rhône,1,not raw cotton,oui,817071
vin de Côte-Rotie,25,not raw cotton,non,817071
vin de Coulanges,1,not raw cotton,non,817071
vin de creverece,1,,non,38841
vin de Damazan,1,not raw cotton,non,817071
vin de Dauphiné,1,not raw cotton,non,817071
vin de deviet,1,not raw cotton,non,817071
vin de Dijon,118,not raw cotton,non,817071
vin de Domé,8,not raw cotton,non,817071
vin de Domme,2,not raw cotton,non,817071
vin de Doures,1,not raw cotton,non,817071
vin de Faial,3,not raw cotton,non,817071
vin de fap,1,not raw cotton,non,817071
vin de ferme,1,not raw cotton,non,817071
vin de Flacres,0,not raw cotton,non,817071
vin de Flandre,1,not raw cotton,non,817071
