goods_simpl_classification,nbr_occurences_simpl,ulrich_classification,obsolete,nbr_occurences_ulrich
beurre de cacao,4,out,non,483657
beurre de Dixmude,1,out,non,483657
beurre du pays,10,out,non,483657
beurre du pays salé,8,out,non,483657
beurre et fromage,6,out,non,483657
beurre fondu,2,out,non,483657
beurre frais,18,out,non,483657
beurre frais ou fondu,7,out,non,483657
beurre frais ou fondu ou salé,2,out,non,483657
beurre pour Genève par transit,1,out,non,483657
beurre pour l'entrepôt des Îles,5,out,non,483657
beurre salé,227,out,non,483657
beurreterie en bar de fil blanc,1,out,non,483657
beurrière,63,out,non,483657
bezoar,5,out,non,483657
bezoar du Ponent,1,out,non,483657
bibelots et mercerie,1,out,non,483657
bibliothèque,3,out,non,483657
bidets,2,out,non,483657
bidets de faïence,1,out,non,483657
bidets de faïence avec leurs pieds de bois,1,out,non,483657
bidets de faïence et leurs pièces,1,out,non,483657
bidons,1,out,non,483657
bière,1415,out,non,483657
bière aigre,1,out,non,483657
bière blanche,1,out,non,483657
bière cidre et vinaigre,1,out,non,483657
bière commune du pays,1,out,non,483657
bière d'Angleterre,2,out,non,483657
bière d'Hoegaarden,1,out,non,483657
bière de Hollande,7,out,non,483657
bière de Hollande et d'Angleterre,1,out,non,483657
bière de Liège,1,out,non,483657
bière de Lübeck,3,out,non,483657
bière de Lübeck pour médecine,1,out,non,483657
bière dite juypenbier,1,out,non,483657
bière dite lumay,1,out,non,483657
bière en barrique,1,out,non,483657
bière en bouteille,3,out,non,483657
bière en muid,4,out,non,483657
bière et cidre,100,out,non,483657
bière et cidre et vinaigre,9,out,non,483657
bière forte,1,out,non,483657
bière médicinale de Lübeck,1,out,non,483657
bière vétérinaire,1,out,non,483657
bigarade,1,out,non,483657
bigarade fraîche,1,out,non,483657
bignes,2,out,non,483657
bigons,14,out,non,483657
bigous,1,out,non,483657
bigues,6,out,non,483657
bijouterie,866,out,non,483657
bijouterie d'argent,6,out,non,483657
bijouterie d'argent autre qu'ornée en perles fines ou pierres,2,out,non,483657
bijouterie d'argent ornée en perles fines ou pierres,2,out,non,483657
bijouterie d'or,7,out,non,483657
bijouterie d'or autre qu'ornée en perles fines ou pierres,2,out,non,483657
bijouterie d'or ornée en perles fines ou pierres,2,out,non,483657
bijouterie en argent,1,out,non,483657
bijouterie et mercerie,1,out,non,483657
bijouterie et perles fines,17,out,non,483657
bijouterie fine,4,out,non,483657
bijouterie fine fausse en pierres faite métal,2,out,non,483657
bijouterie pour montres d'argent,1,out,non,483657
bijoux,1,out,non,483657
bijoux d'or,1,out,non,483657
bilardeaux,3,out,non,483657
billard,14,out,non,483657
billard vieux,1,out,non,483657
billes d'ivoire,8,out,non,483657
billes de billard,1,out,non,483657
billes de bois,4,out,non,483657
billes de bois de gaïac,1,out,non,483657
billes de bois et de marbre,1,out,non,483657
billes de bois marbré,4,out,non,483657
billes de bois pour meuble,1,out,non,483657
billets de parchemin,7,out,non,483657
billons,6,out,non,483657
billons de bois,2,out,non,483657
billons de bois blanc,3,out,non,483657
billons de bois petits,1,out,non,483657
billons de pin,1,out,non,483657
billons de sapin,4,out,non,483657
billons et bois blanc,1,out,non,483657
billots,1,out,non,483657
billots de chêne pour merrain,1,out,non,483657
billots de pin,1,out,non,483657
billots de sapin,13,out,non,483657
billots de sapin de 20 pieds,1,out,non,483657
billots de sapin de 30 à 35 pieds,1,out,non,483657
billots pour merrain,1,out,non,483657
bimbeloterie,91,out,non,483657
binages à pousser,1,out,non,483657
birampots,3,out,non,483657
birampots bleu,1,out,non,483657
birampots des Indes,2,out,non,483657
biscuit,261,out,non,483657
biscuit amer,2,out,non,483657
biscuit anisé,1,out,non,483657
biscuit de mer,172,out,non,483657
biscuit de mer et pain,7,out,non,483657
biscuit de mer et pâte d'Italie,1,out,non,483657
biscuit de munition,1,out,non,483657
biscuit en pain,1,out,non,483657
biscuit et farine et gruau et pâte,14,out,non,483657
biscuit sucré,7,out,non,483657
biseaux,1,out,non,483657
bismuth,5,out,non,483657
bitume,2,out,non,483657
bitume de Judée,6,out,non,483657
bitume et ambre jaune,2,out,non,483657
bitume et bitume de Judée,2,out,non,483657
bitume et houille brute,2,out,non,483657
bitume et houille coak,1,out,non,483657
blagues,3,out,non,483657
blagues à tabac,1,out,non,483657
blagues de cuir,1,out,non,483657
blallst,1,out,non,483657
blanc,3,out,non,483657
blanc d'écaille,2,out,non,483657
blanc d'Espagne,75,out,non,483657
blanc d'Espagne craie blanche et moulue,2,out,non,483657
blanc de ???,2,out,non,483657
blanc de baleine,128,out,non,483657
blanc de céruse,30,out,non,483657
blanc de céruse pour l'entrepôt de la Compagnie des Indes,1,out,non,483657
blanc de ferax,9,out,non,483657
blanc de ferux,5,out,non,483657
blanc de Herps,3,out,non,483657
blanc de Hollande,1,out,non,483657
blanc de Marne,1,out,non,483657
blanc de Naples,1,out,non,483657
blanc de plomb,51,out,non,483657
blanc de plomb et térébenthine,1,turpentine,non,1352
blanc de Troyes,23,out,non,483657
blanc de Troyes et craie,2,out,non,483657
blanc en chevron,1,out,non,483657
blanc simple,2,out,non,483657
blanchette,1,out,non,483657
blanchissoire,2,out,non,483657
blanquette,3,out,non,483657
blé,16,out,non,483657
blé avarié,1,out,non,483657
blé en gerbe,1,out,non,483657
blé et autres grains,17,out,non,483657
bleu,18,out,non,483657
bleu azure,1,out,non,483657
bleu calaminé,1,out,non,483657
bleu commun,7,out,non,483657
bleu d'Allemagne,1,out,non,483657
bleu d'azur,1,out,non,483657
bleu de Berlin,1,out,non,483657
bleu de Berlin ou de Prusse,1,out,non,483657
bleu de paille,1,out,non,483657
bleu de Pierre,1,out,non,483657
bleu de Prusse,168,out,non,483657
bleu de Prusse boules et indique,2,out,non,483657
bleu de Prusse et graine jaune,2,out,non,483657
bleu de Prusse et lazulite,15,out,non,483657
bleu de Saxe,1,out,non,483657
bleu de smalt,1,out,non,483657
bleu en encre,1,out,non,483657
bleu en pierres,5,out,non,483657
bleu et vert minéral ou de montagne,1,out,non,483657
bleu fin,2,out,non,483657
bleu foncé,1,out,non,483657
bleu ordinaire,1,out,non,483657
bleu ou tournesol,1,out,non,483657
Blicourt écarlate,1,out,non,483657
bloc de 30 pieds,1,out,non,483657
bloc de bois de l'Amérique,1,out,non,483657
blocs,4,out,non,483657
blocs de cuivre jaune,1,out,non,483657
blonde,4,out,non,483657
blonde d'argent,2,out,non,483657
blonde d'or,1,out,non,483657
blonde de fil,1,out,non,483657
blonde de soie,127,out,non,483657
blonde or et argent,1,out,non,483657
blonde visage,2,out,non,483657
blondine,1,out,non,483657
blues d'étain,1,out,non,483657
bluteau de laine,7,out,non,483657
bluteaux,2,out,non,483657
bobine de cuir,1,out,non,483657
bocard de verre,1,out,non,483657
bocau soie,1,out,non,483657
bodans,1,out,non,483657
boëland,18,out,non,483657
bœuf,427,out,non,483657
bœuf à l'écarlate,11,out,non,483657
bœuf à la mode,7,out,non,483657
bœuf d'Irlande,1,out,non,483657
bœuf du pays,3,out,non,483657
bœuf en daube,57,out,non,483657
bœuf et génisses et vaches,1,out,non,483657
bœuf et langue salée,6,out,non,483657
bœuf et moutons et porcs et vaches,123,out,non,483657
bœuf et moutons et porcs et vaches et veaux,67,out,non,483657
bœuf et moutons et porcs et vaches etc.,7,out,non,483657
bœuf et moutons et vaches et veaux,6,out,non,483657
bœuf et moutons et vaches etc.,1,out,non,483657
bœuf et taureaux,8,out,non,483657
bœuf et vaches,9,out,non,483657
bœuf froment,1,out,non,483657
bœuf fumé,153,out,non,483657
bœuf fumé et salé,3,out,non,483657
bœuf gras,2,out,non,483657
bœuf gras et en chair,2,out,non,483657
bœuf illinois,1,out,non,483657
bœuf jeune,1,out,non,483657
bœuf maigre,2,out,non,483657
bœuf préparé,1,out,non,483657
bœuf salé,1599,out,non,483657
bœuf salé d'Irlande,36,out,non,483657
bœuf salé de Bretagne,1,out,non,483657
bœuf salé de Hollande,1,out,non,483657
bœuf salé du pays,24,out,non,483657
bœuf salé pour l'entrepôt des Îles,3,out,non,483657
bœuf taureau,5,out,non,483657
bœuftins et génisses,1,out,non,483657
bois,785,out,non,483657
bois à brûler,4,out,non,483657
bois à fusil,2,out,non,483657
bois à quart,2,out,non,483657
bois à teindre moulu,17,out,non,483657
bois à tourner,1,out,non,483657
bois à travailler,1,out,non,483657
bois amer,2,out,non,483657
bois au daumes,3,out,non,483657
bois barres de guindeau,1,out,non,483657
bois billots,1,out,non,483657
bois blanc,4,out,non,483657
bois bordage,54,out,non,483657
bois bourdilles,21,out,non,483657
bois bourdillons,17,out,non,483657
bois boway de chêne,1,out,non,483657
bois boway de sapin,1,out,non,483657
bois brai,1,out,non,483657
bois brandilles,1,out,non,483657
bois brun,2,out,non,483657
bois commun,1,out,non,483657
bois commun de chêne et sans désignation d'espèce et scié,1,out,non,483657
bois commun de pin et sapin brut ou équarri à la hache,1,out,non,483657
bois commun de pin et sapin de cham et scié,1,out,non,483657
bois commun de pin et sapin scié de 34 mm d'épaisseur,1,out,non,483657
bois commun de pin et sapin scié de plus de 80 mm d'épaisseur,3,out,non,483657
bois corbin,1,out,non,483657
bois cordayer,2,out,non,483657
bois courbé,1,out,non,483657
bois d'acajou,228,out,non,483657
bois d'acajou brut,6,out,non,483657
bois d'acajou des entrepôts,1,out,non,483657
bois d'acajou divers,2,out,non,483657
bois d'acajou en bloc,1,out,non,483657
bois d'acajou pour madrier,1,out,non,483657
bois d'acajou pour planche,1,out,non,483657
bois d'acajou scié,4,out,non,483657
bois d'acajou scié de 2 à 3 décimètres,1,out,non,483657
bois d'aloès,13,out,non,483657
bois d'amarante,3,out,non,483657
bois d'Angeot,3,out,non,483657
bois d'Angola,1,out,non,483657
bois d'ansprete,2,out,non,483657
bois d'arc,1,out,non,483657
bois d'arc et d'arbalètes,1,out,non,483657
bois d'arc et de flèches,2,out,non,483657
bois d'arc et de fusils,1,out,non,483657
bois d'arc et de selles,1,out,non,483657
bois d'aspatton,1,out,non,483657
bois d'ébène,114,out,non,483657
bois d'ébénisterie,12,out,non,483657
bois d'ébénisterie des entrepôts,1,out,non,483657
bois d'ébénisterie et des Indes,32,out,non,483657
bois d'ébénisterie scié,2,out,non,483657
bois d'écarage,1,out,non,483657
bois d'érable,1,out,non,483657
bois d'espars,6,out,non,483657
bois d'esquine,4,out,non,483657
bois d'Inde,1,out,non,483657
bois d'olivier,27,out,non,483657
bois d'olivier à brûler,1,out,non,483657
bois d'olivier pelé,12,out,non,483657
bois d'olivier pelé préceintes,1,out,non,483657
bois d'orignal,2,out,non,483657
bois d'orme,9,out,non,483657
bois d'ormeau,1,out,non,483657
bois d'osier,32,out,non,483657
bois de ???,1,out,non,483657
bois de 5 pieds,1,out,non,483657
bois de bordage,5,out,non,483657
bois de bordage de chêne,1,out,non,483657
bois de bordage de sapin,1,out,non,483657
bois de Brésil,599,brasilwood,non,889
bois de Brésil en bûche,7,brasilwood,non,889
bois de Brésil menu,1,brasilwood,non,889
bois de Brésil moulu,1,brasilwood,non,889
bois de Brésil râpé,5,brasilwood,non,889
bois de Brésil Sainte-Marthe,2,brasilwood,non,889
bois de brésillet,6,out,non,483657
bois de brochialle,1,out,non,483657
bois de bruyère,1,out,non,483657
bois de buis,230,out,non,483657
bois de buis boule,1,out,non,483657
bois de cabestan,1,out,non,483657
bois de cail-cédra,3,out,non,483657
bois de Caliatour,88,out,non,483657
bois de Caliatour en bûche,3,out,non,483657
bois de Caliatour moulu,27,out,non,483657
bois de Caliatour râpé,4,out,non,483657
bois de Campêche,1079,logwood,non,1154
bois de Campêche en bûches,22,logwood,non,1154
bois de Campêche en bûches pour teinture,1,logwood,non,1154
bois de Campêche moulu,20,logwood,non,1154
bois de Campêche pour teinture,1,logwood,non,1154
bois de Campêche râpé,26,logwood,non,1154
bois de camphre,1,out,non,483657
bois de canet,1,out,non,483657
bois de cannelle,2,out,non,483657
bois de Cayenne,7,out,non,483657
bois de cèdre,21,out,non,483657
bois de cerf,2,out,non,483657
bois de cerisier,3,out,non,483657
bois de chacie de noyer,1,out,non,483657
bois de chaises,3,out,non,483657
bois de charbonnage,1,out,non,483657
bois de charouage,1,out,non,483657
bois de charpente,9,out,non,483657
bois de charpente couvertures de maisons,1,out,non,483657
bois de charpente de sapin,1,out,non,483657
bois de charronnage,22,out,non,483657
bois de châtaignier,3,out,non,483657
bois de châtaignier en planches,1,out,non,483657
bois de chêne,133,out,non,483657
bois de chêne 30 pieds,1,out,non,483657
bois de chêne à poutres,1,out,non,483657
bois de chêne à sommiers,2,out,non,483657
bois de chêne bourdilles,1,out,non,483657
bois de chêne bouts de 6 pieds,1,out,non,483657
bois de chêne carré,3,out,non,483657
bois de chêne chevrons,1,out,non,483657
bois de chêne courbé pour construction navale,1,out,non,483657
bois de chêne d'équarrissage,1,out,non,483657
bois de chêne de 30 à 40 pieds,1,out,non,483657
bois de chêne de 30 pieds,1,out,non,483657
bois de chêne de 40 pieds,1,out,non,483657
bois de chêne de charpente,1,out,non,483657
bois de chêne de construction,4,out,non,483657
bois de chêne en lattes,2,out,non,483657
bois de chêne en morceaux,1,out,non,483657
bois de chêne en morceaux de 5 pieds,1,out,non,483657
bois de chêne et sapin pour construction,1,out,non,483657
bois de chêne pour bordage,2,out,non,483657
bois de chêne pour construction,6,out,non,483657
bois de chêne pour construction courbe,1,out,non,483657
bois de chêne rond,3,out,non,483657
bois de chêne scié,2,out,non,483657
bois de chevrons,2,out,non,483657
bois de Chine,1,out,non,483657
bois de Chypre,1,out,non,483657
bois de citrin et de quassie et de Rhodes et de santal blanc,2,out,non,483657
bois de clafou,1,out,non,483657
bois de cleippe,1,out,non,483657
bois de coco,2,out,non,483657
bois de Constantine,1,out,non,483657
bois de coulette de hêtre,1,out,non,483657
bois de couleur,31,out,non,483657
bois de courbant,1,out,non,483657
bois de courbaril,5,out,non,483657
bois de coutelier,2,out,non,483657
bois de crabe,4,out,non,483657
bois de crible,1,out,non,483657
bois de faïence,2,out,non,483657
bois de fauteuils,5,out,non,483657
bois de fauteuils et canapé,1,out,non,483657
bois de faux,1,out,non,483657
bois de fayard,11,out,non,483657
bois de fer,3,out,non,483657
bois de férole,2,out,non,483657
bois de figuier,1,out,non,483657
bois de flèches,1,out,non,483657
bois de Fondal,2,out,non,483657
bois de frêne,2,out,non,483657
bois de fustel,95,out,non,483657
bois de fustel haché,2,out,non,483657
bois de fustel pour teinture,2,out,non,483657
bois de fustet,62,out,non,483657
bois de fustet moulu,1,out,non,483657
bois de fustet pour teinture,1,out,non,483657
bois de gaïac,362,out,non,483657
bois de gaïac des entrepôts,1,out,non,483657
bois de gaïac en bûches,1,out,non,483657
bois de gaïac râpé,2,out,non,483657
bois de gays,1,out,non,483657
bois de genièvre,1,out,non,483657
bois de girofle,44,out,non,483657
bois de gitte,1,out,non,483657
bois de grenadier,5,out,non,483657
bois de grenadille,3,out,non,483657
bois de Hambourg,1,out,non,483657
bois de Honduras,1,out,non,483657
bois de Honduras en bûches,1,out,non,483657
bois de houx,1,out,non,483657
bois de houx bûches,1,out,non,483657
bois de jacaranda,20,out,non,483657
bois de lettre,6,out,non,483657
bois de lin,3,out,non,483657
bois de lit,24,out,non,483657
bois de lit d'acajou,1,out,non,483657
bois de machandises marbré,5,out,non,483657
bois de machemillier,6,out,non,483657
bois de Magny,1,out,non,483657
bois de marbre,2,out,non,483657
bois de marguerite,1,out,non,483657
bois de marine,1,out,non,483657
bois de marqueterie,82,out,non,483657
bois de melle,1,out,non,483657
bois de menuiserie,20,out,non,483657
bois de Nantes,1,out,non,483657
bois de Nicaragua,1,out,non,483657
bois de noyer,57,out,non,483657
bois de palissandre,45,out,non,483657
bois de Pernambouc,241,brasilwood,non,889
bois de Pernambouc à teindre,2,brasilwood,non,889
bois de Pernambouc arbustes,2,brasilwood,non,889
bois de Pernambouc en bûche,4,brasilwood,non,889
bois de Pernambouc moulu,6,brasilwood,non,889
bois de Pernambouc râpé,2,brasilwood,non,889
bois de pin,9,out,non,483657
bois de pourpre,1,out,non,483657
bois de Provence,1,out,non,483657
bois de Provence Pernambouc et Campêche,2,dye other,non,2105
bois de quassie,1,out,non,483657
bois de raquette,1,out,non,483657
bois de réglisse,64,out,non,483657
bois de réglisse et jus de réglisse,1,out,non,483657
bois de Rhodes,7,out,non,483657
bois de Rhodes et sental-citrin etc.,2,out,non,483657
bois de romarin,1,out,non,483657
bois de rose,76,out,non,483657
bois de roseau,10,out,non,483657
bois de rouage,12,out,non,483657
bois de rouage et ouvrages de charronnerie,1,out,non,483657
bois de Sainte-Lucie,2,out,non,483657
bois de Sainte-Marthe,251,dye other,non,2105
bois de Sainte-Marthe en bûches,3,dye other,non,2105
bois de Sainte-Marthe moulu,1,dye other,non,2105
bois de Sainte-Marthe pour teinture,1,dye other,non,2105
bois de santal,232,out,non,483657
bois de santal ???,1,out,non,483657
bois de santal blanc,4,out,non,483657
bois de santal cetrin,1,out,non,483657
bois de santal citrin,6,out,non,483657
bois de santal en bûches,10,out,non,483657
bois de santal moulu,127,out,non,483657
bois de santal mouton,1,out,non,483657
bois de santal pour teinture,1,dye other,non,2105
bois de santal rouge,4,out,non,483657
bois de sap,1,out,non,483657
bois de sapin,104,out,non,483657
bois de sapin de 18 pieds,1,out,non,483657
bois de sapin de 2 à 3 pieds,1,out,non,483657
bois de sapin de 20 à 30 pieds,1,out,non,483657
bois de sapin de 20 pieds,1,out,non,483657
bois de sapin de 22 pieds et 12 pouces,1,out,non,483657
bois de sapin de 27 pieds,1,out,non,483657
bois de sapin de 40 pieds,2,out,non,483657
bois de sapin de 6 pieds,1,out,non,483657
bois de sapin peint,2,out,non,483657
bois de sappan,47,out,non,483657
bois de sappan moulu pour teindre,1,out,non,483657
bois de sappan pour teindre,1,out,non,483657
bois de sassafras,26,out,non,483657
bois de sassafras moulu,1,out,non,483657
bois de saule,1,out,non,483657
bois de saune,1,out,non,483657
bois de Sayan,1,out,non,483657
bois de selles,1,out,non,483657
bois de senteur,1,out,non,483657
bois de serrure,1,out,non,483657
bois de simarouba,40,out,non,483657
bois de sommiers,2,out,non,483657
bois de tables doré,1,out,non,483657
bois de tamis,1,out,non,483657
bois de teinture,97,dye other,non,2105
bois de teinture autres que Pernambouc et moulu,2,brasilwood,non,889
bois de teinture des entrepôts,1,dye other,non,2105
bois de teinture en bûches,4,dye other,non,2105
bois de teinture en bûches ou morceaux et autres bois exotiques,3,dye other,non,2105
bois de teinture en bûches ou morceaux et Pernambouc,3,brasilwood,non,889
bois de teinture et marqueterie,3,dye other,non,2105
bois de teinture moulu,16,dye other,non,2105
bois de teinture moulu Pernambouc,6,brasilwood,non,889
bois de teinture Nicaragua,1,dye other,non,2105
bois de teinture Pernambouc,2,brasilwood,non,889
bois de teure,1,out,non,483657
bois de tilleul,2,out,non,483657
bois de toctacanot,1,out,non,483657
bois de violette,25,out,non,483657
bois des Îles et des Indes,14,dye other,non,2105
bois des Îles et des Indes moulu,3,dye other,non,2105
bois des Îles et des Indes pour teinture et marqueterie,3,dye other,non,2105
bois des Indes,516,dye other,non,2105
bois des Indes de teinture,14,dye other,non,2105
bois des Indes de teinture moulu,1,dye other,non,2105
bois des Indes de violette,1,dye other,non,2105
bois des Indes en bûches,15,dye other,non,2105
bois des Indes et d'ébénisterie et de marqueterie,10,dye other,non,2105
bois des Indes jaune,14,dye other,non,2105
bois des Indes moulu,8,dye other,non,2105
bois des Indes moulu en bûches,1,dye other,non,2105
bois des Indes pour marqueterie,4,dye other,non,2105
bois des Indes pour teinture,1,dye other,non,2105
bois des Indes pour teinture et marqueterie,18,dye other,non,2105
bois des Indes râpé,19,dye other,non,2105
bois des Indes rose,1,dye other,non,2105
bois des Indes rouge,6,dye other,non,2105
bois dit à fond,1,out,non,483657
bois dit ricter,2,out,non,483657
bois dit schaelen ou rebuts de bois,1,out,non,483657
bois dit weres,1,out,non,483657
bois doré,12,out,non,483657
bois du Honduras de teinture,1,out,non,483657
bois du Japon,22,out,non,483657
bois du Japon jaune,1,out,non,483657
bois du Levant,1,out,non,483657
bois du Surinam,1,out,non,483657
bois durci,1,out,non,483657
bois en ??? à houblon,1,out,non,483657
bois en battreaux,1,out,non,483657
bois en billes pour meuble,2,out,non,483657
bois en bûches,1,out,non,483657
bois en bûches pour brûler,8,out,non,483657
bois en epriers,1,out,non,483657
bois en tranches,18,out,non,483657
bois équarri,1,out,non,483657
bois et écorces de chêne et de frêne,1,out,non,483657
bois et merrains,1,out,non,483657
bois et ouvrages de charronerie,1,out,non,483657
bois et paniers de coudre,1,out,non,483657
bois et papier d'éventail,1,out,non,483657
bois exotique d'ébénisterie,1,out,non,483657
bois exotique de teinture,1,dye other,non,2105
bois exotique de teinture en morceaux et Pernambouc,1,dye other,non,2105
bois flotté en étançon rond,1,out,non,483657
bois fonçaille,1,out,non,483657
bois fond à castor,1,out,non,483657
bois fustet,103,out,non,483657
bois gaïac,5,out,non,483657
bois gros,3,out,non,483657
bois jaune,257,out,non,483657
bois jaune à teindre,1,out,non,483657
bois jaune en bûches,1,out,non,483657
bois jaune moulu,2,out,non,483657
bois jaune râpé,3,out,non,483657
bois joli,1,out,non,483657
bois jonquette,1,out,non,483657
bois long,1,out,non,483657
bois lourd,1,out,non,483657
bois marbré,28,out,non,483657
bois marbré de 6 pieds,1,out,non,483657
bois merrains à cardines,1,out,non,483657
bois moulu,3,out,non,483657
bois néphrétique,7,out,non,483657
bois odorants,4,out,non,483657
bois osier,34,out,non,483657
bois palissandre,1,out,non,483657
bois perible,2,out,non,483657
bois petit de rouage,2,out,non,483657
bois portatif dit neyster,1,out,non,483657
bois pour arbalètes,1,out,non,483657
bois pour banquière,1,out,non,483657
bois pour barils,19,out,non,483657
bois pour barils long,1,out,non,483657
bois pour barils non scié,1,out,non,483657
bois pour barils ordinaire,1,out,non,483657
bois pour barils pour fond,1,out,non,483657
bois pour barrique,4,out,non,483657
bois pour basse,1,out,non,483657
bois pour bâtir,69,out,non,483657
bois pour bâtir de 14 pieds de long,1,out,non,483657
bois pour bats,4,out,non,483657
bois pour bâts,4,out,non,483657
bois pour battes de chêne,1,out,non,483657
bois pour boîtes,3,out,non,483657
bois pour bordage,1,out,non,483657
bois pour boucles,1,out,non,483657
bois pour brûler,588,out,non,483657
bois pour brûler d'orme,1,out,non,483657
bois pour brûler de chêne,1,out,non,483657
bois pour brûler de gite,1,out,non,483657
bois pour brûler en ???,2,out,non,483657
bois pour brûler et autres,2,out,non,483657
bois pour brûler et fagots,1,out,non,483657
bois pour cabanière,1,out,non,483657
bois pour cercle,2,out,non,483657
bois pour chaise,1,out,non,483657
bois pour charpente,2,out,non,483657
bois pour chocolat,1,out,non,483657
bois pour comble,1,out,non,483657
bois pour construction,455,out,non,483657
bois pour construction de 22 pieds,1,out,non,483657
bois pour construction de 40 pieds,1,out,non,483657
bois pour construction de sapin,2,out,non,483657
bois pour construction et planches de bois,1,out,non,483657
bois pour construire ayant d'épaisseur 34 à 80 mm,2,out,non,483657
bois pour construire ayant d'épaisseur 8 centimètres au moins,4,out,non,483657
bois pour construire ayant d'épaisseur 8 centimètres ou moins,2,out,non,483657
bois pour construire ayant reçu une première main-d'œuvre impropre à la construction navale,1,out,non,483657
bois pour construire brut ou équarri à la hache,8,out,non,483657
bois pour construire manche de fouines et pinceaux à goudron,3,out,non,483657
bois pour construire scié ayant d'épaisseur moins de 34 et autres,1,out,non,483657
bois pour construire scié ayant d'épaisseur moins de 34 mm et planches dites schom,1,out,non,483657
bois pour construire scié ayant d'épaisseur plus de 8 centimètres,5,out,non,483657
bois pour construire scié ayant d'épaisseur plus de 80 mm,2,out,non,483657
bois pour corbeilles,4,out,non,483657
bois pour corbin,27,out,non,483657
bois pour crible,59,out,non,483657
bois pour cribles,2,out,non,483657
bois pour étuis,1,out,non,483657
bois pour éventail,2,out,non,483657
bois pour éventail de nacre de perle,1,out,non,483657
bois pour faire sabot,1,out,non,483657
bois pour faux,1,out,non,483657
bois pour fond,8,out,non,483657
bois pour fourreau,2,out,non,483657
bois pour fourreau d'épée,7,out,non,483657
bois pour fusil,3,out,non,483657
bois pour futaille,2,out,non,483657
bois pour gabares,4,out,non,483657
bois pour gaine,3,out,non,483657
bois pour instruments de musique,1,out,non,483657
bois pour lattes,1,out,non,483657
bois pour lit,1,out,non,483657
bois pour mâts,1,out,non,483657
bois pour mâtures,6,out,non,483657
bois pour meuble,14,out,non,483657
bois pour meubles,8,out,non,483657
bois pour palissade,2,out,non,483657
bois pour palissade et terrasse,1,out,non,483657
bois pour paniers,4,out,non,483657
bois pour parquet,1,out,non,483657
bois pour peinture et teinture,3,dye other,non,2105
bois pour pipe,10,out,non,483657
bois pour plafond,2,out,non,483657
bois pour poinçon,1,out,non,483657
bois pour pompe,1,out,non,483657
bois pour quilles de navire,1,out,non,483657
bois pour sommier,5,out,non,483657
bois pour tamis,27,out,non,483657
bois pour tanin,1,out,non,483657
bois pour tapis,1,out,non,483657
bois pour teindre,360,dye other,non,2105
bois pour teindre en bûches,14,dye other,non,2105
bois pour teindre râpé,1,dye other,non,2105
bois pour teinture,1,dye other,non,2105
bois pour tierçon,2,out,non,483657
bois pour tonneaux,17,out,non,483657
bois pour violon,1,out,non,483657
bois préparé pour charpente et autres ouvrages,1,out,non,483657
bois préparé pour ouvrages,1,out,non,483657
bois râpé,2,out,non,483657
bois rosal,1,out,non,483657
bois rouge,154,out,non,483657
bois rouge des Indes,4,out,non,483657
bois rouge pour teinture,2,dye other,non,2105
bois rouge râpé,2,out,non,483657
bois royal,1,out,non,483657
bois royet,1,out,non,483657
bois rozat,3,out,non,483657
bois scié,49,out,non,483657
bois soutreaux,1,out,non,483657
bois sustek,9,out,non,483657
bois tes peintes,2,out,non,483657
bois tors,10,out,non,483657
bois travaillé,12,out,non,483657
bois travaillé pour construire une barrique,1,out,non,483657
bois tropique,3,out,non,483657
bois verni,7,out,non,483657
bois vert,2,out,non,483657
bois violet,26,out,non,483657
boisellerie,7,out,non,483657
boiseries,4,out,non,483657
boisselerie et futailles,12,out,non,483657
boissellerie,63,out,non,483657
boissons,1,out,non,483657
boissons de grains distillées,1,out,non,483657
boissons gazeuses à la salsepareille,1,out,non,483657
boîtes,12,out,non,483657
boites à ??? de bois,1,out,non,483657
boîtes assorties,1,out,non,483657
boîtes blanches,3,out,non,483657
boîtes d'argent,1,out,non,483657
boîtes d'étain,1,out,non,483657
boîtes d'olivier,1,out,non,483657
boîtes de bergamotes,47,out,non,483657
boîtes de bergamotes vernies,1,out,non,483657
boîtes de bois,57,out,non,483657
boites de bois blanc,2,out,non,483657
boîtes de bois blanc,5,out,non,483657
boîtes de bois d'olivier,1,out,non,483657
boîtes de bois musqué,1,out,non,483657
boîtes de bois vernies,1,out,non,483657
boîtes de bois violet,1,out,non,483657
boîtes de carton,3,out,non,483657
boîtes de coupure,1,out,non,483657
boîtes de fer,1,out,non,483657
boîtes de fer-blanc,7,out,non,483657
boîtes de fontes,1,out,non,483657
boîtes de Nuremberg,1,out,non,483657
boîtes de plomb,1,out,non,483657
boîtes de quadrilles,5,out,non,483657
boites de sapin,1,out,non,483657
boîtes de sapin,22,out,non,483657
boîtes de sapin blanc,1,out,non,483657
boîtes de sapin peintes,9,out,non,483657
boîtes et plateaux,1,out,non,483657
boîtes peintes,4,out,non,483657
boîtes vernies,1,out,non,483657
boitiers,1,out,non,483657
bol,21,out,non,483657
bol blanc,1,out,non,483657
bol commun,4,out,non,483657
bol d'Arménie,18,out,non,483657
bol d'Arménie et terre de Lemnos,2,out,non,483657
bol d'arsenic,1,out,non,483657
bol et planches,1,out,non,483657
bol fin,1,out,non,483657
bolbet de coton,1,cotton goods,non,14779
boldavid,2,out,non,483657
boldes d'Espagne,1,out,non,483657
bolsas,1,out,non,483657
bombardes,1,out,non,483657
