simplification,nbr_occurences_simpl,obsolete,coffee,nbr_occurences_hamburg,nbr_occurences_coffee
pompes à boire,1,non,Not coffee,442379,825945
pompes à éteindre le feu,2,non,Not coffee,442379,825945
pompes à feu,5,non,Not coffee,442379,825945
pompes à Hollande,1,non,Not coffee,442379,825945
pompes à incendie,3,non,Not coffee,442379,825945
pompes à laver les vitres,1,non,Not coffee,442379,825945
pompes à main,1,non,,,43966
pompes à main et petites,1,non,Not coffee,442379,825945
pompes à navire,2,non,Not coffee,442379,825945
pompes de bois,27,non,Not coffee,442379,825945
pompes de bois à main,1,non,,,43966
pompes de cuivre,1,non,Not coffee,442379,825945
pompes de fer,1,non,Not coffee,442379,825945
pompes de Hollande,1,non,Not coffee,442379,825945
pompes de navire,0,non,Not coffee,442379,825945
pompes de plomb,1,non,Not coffee,442379,825945
pompes de plomb de 20 pieds,1,non,Not coffee,442379,825945
pompes pour pompiers,3,non,Not coffee,442379,825945
pompons,1,non,Not coffee,442379,825945
pompons d'argent et de soie,1,non,Not coffee,442379,825945
poncire,70,non,Not coffee,442379,825945
ponçure de pin,1,non,Not coffee,442379,825945
Pondichery,0,oui,Not coffee,442379,825945
Pondichéry,1,non,Not coffee,442379,825945
pondre à tirer,0,oui,Not coffee,442379,825945
poopee ?,1,non,,,43966
popeline,18,non,Not coffee,442379,825945
popeline de coton et soie,2,non,Not coffee,442379,825945
popeline de filoselle,1,non,Not coffee,442379,825945
popeline de laine,1,non,,,43966
popeline de soie,1,oui,Not coffee,442379,825945
popeline des prises,1,non,Not coffee,442379,825945
populeum,5,non,Not coffee,442379,825945
porcelaine,1695,non,Not coffee,442379,825945
porcelaine à la valeur,1,non,Not coffee,442379,825945
porcelaine commune,133,non,Not coffee,442379,825945
porcelaine commune et fine,2,non,Not coffee,442379,825945
porcelaine contrefaite,5,non,Not coffee,442379,825945
porcelaine de Chine,2,non,Not coffee,442379,825945
porcelaine de Hollande,12,non,Not coffee,442379,825945
porcelaine de Saint-Cloud,5,non,Not coffee,442379,825945
porcelaine de Saxe,10,non,Not coffee,442379,825945
porcelaine de Tournai,2,non,Not coffee,442379,825945
porcelaine des Indes,69,non,Not coffee,442379,825945
porcelaine diverse,4,non,Not coffee,442379,825945
porcelaine du Faubourg Saint-Antoine,1,non,Not coffee,442379,825945
porcelaine du Japon,1,non,Not coffee,442379,825945
porcelaine et faïence,2,non,Not coffee,442379,825945
porcelaine fine,9,non,Not coffee,442379,825945
porcelaine fine à la valeur,1,non,Not coffee,442379,825945
porcelaine fine au kilogramme,2,non,Not coffee,442379,825945
porcelaine Hollande,1,non,Not coffee,442379,825945
porcelaine ordinaire,0,oui,Not coffee,442379,825945
porcelaine soucoupes et tasses,1,non,Not coffee,442379,825945
porcelets,87,non,Not coffee,442379,825945
porcelets de 6 mois,1,non,,,43966
porcelets et porcs,22,non,Not coffee,442379,825945
porcs,282,non,Not coffee,442379,825945
porcs au-dessous de 6 mois,4,non,Not coffee,442379,825945
porcs au-dessus de 6 mois,1,non,Not coffee,442379,825945
porcs confits,6,non,Not coffee,442379,825945
porcs de 6 mois et au-dessus,4,non,Not coffee,442379,825945
porcs de lait,158,non,Not coffee,442379,825945
porcs de lait au-dessous de 3 mois,2,non,Not coffee,442379,825945
porcs et porcelets,1,oui,Not coffee,442379,825945
porcs et porcselets,0,oui,Not coffee,442379,825945
porcs frais,11,non,Not coffee,442379,825945
porcs fumés,1,non,Not coffee,442379,825945
porcs gras,297,non,Not coffee,442379,825945
porcs gras en vie,1,non,Not coffee,442379,825945
porcs gras et maigres,1,non,Not coffee,442379,825945
porcs maigres,20,non,Not coffee,442379,825945
porcs maigres salés,2,non,Not coffee,442379,825945
porcs poulets,2,non,Not coffee,442379,825945
porcs salé,0,oui,,,43966
porcs salé et petit salé,1,oui,,,43966
porcs salés,393,non,Not coffee,442379,825945
porcs salés et petit salé,6,non,,,43966
porcs salés jambon,0,oui,Not coffee,442379,825945
porcs tués,1,non,Not coffee,442379,825945
porcs tués petits,1,non,Not coffee,442379,825945
porphir,0,oui,Not coffee,442379,825945
porphyre,1,non,Not coffee,442379,825945
porte de verre,1,non,Not coffee,442379,825945
porte la frine,1,non,,,43966
portefeuilles,3,non,Not coffee,442379,825945
portemanteaux,4,non,Not coffee,442379,825945
portemanteaux de cuir,2,non,Not coffee,442379,825945
portemanteaux de cuir de Russie,3,non,Not coffee,442379,825945
portemanteaux de peau de Russie,1,oui,Not coffee,442379,825945
portemanteaux de Russie,1,oui,Not coffee,442379,825945
portevoix,1,non,Not coffee,442379,825945
portevue,6,non,Not coffee,442379,825945
portrait,2,non,Not coffee,442379,825945
portrait à cadres dorés,1,non,Not coffee,442379,825945
portrait de cour,5,non,Not coffee,442379,825945
portrait de famille,4,non,Not coffee,442379,825945
portrait et ses bordures,1,non,Not coffee,442379,825945
portrait et ses bordures dorées,1,non,Not coffee,442379,825945
portrait et ses bordures dorées et en pastel,1,non,Not coffee,442379,825945
ports de terre pour apothicaire,0,oui,Not coffee,442379,825945
poste royale,20,non,,,43966
pot à fleurs de faïence,1,non,,,43966
pot de terre,2,non,Not coffee,442379,825945
pot de terre couvert d'étain,2,non,Not coffee,442379,825945
potache,4,non,Not coffee,442379,825945
potasse,1195,non,Not coffee,708,825945
potasse et gravelée et védasse,0,oui,Not coffee,708,825945
potasse et védasse,6,non,Not coffee,708,825945
potasse et védasse et gravelée,86,non,Not coffee,708,825945
potasse gravelée et védasse,32,non,Not coffee,708,825945
poterie,141,non,Not coffee,442379,825945
poterie à feu,1,non,Not coffee,442379,825945
poterie commune,3,non,Not coffee,442379,825945
poterie crue,1,non,Not coffee,442379,825945
poterie d'orient,0,non,,,43966
poterie de cuivre,1,non,Not coffee,442379,825945
poterie de Delft,1,non,Not coffee,442379,825945
poterie de faïence,263,non,Not coffee,442379,825945
poterie de faïence et verrerie,53,non,Not coffee,442379,825945
poterie de fer,31,non,Not coffee,442379,825945
poterie de grès,243,non,Not coffee,442379,825945
poterie de grès barbançons,1,non,Not coffee,442379,825945
poterie de grès barbues,1,non,Not coffee,442379,825945
poterie de grès cavelle,1,non,Not coffee,442379,825945
poterie de grès commune,4,non,Not coffee,442379,825945
poterie de grès commune et fine,2,non,Not coffee,442379,825945
poterie de grès diverse,33,non,Not coffee,442379,825945
poterie de grès fine,2,non,Not coffee,442379,825945
poterie de grès moques,1,non,Not coffee,442379,825945
poterie de livre,4,non,Not coffee,442379,825945
poterie de pierre,70,non,Not coffee,442379,825945
poterie de pierre et de terre,262,non,Not coffee,442379,825945
poterie de raffinerie,1,non,Not coffee,442379,825945
poterie de terraille,1,oui,Not coffee,442379,825945
poterie de terre,432,oui,Not coffee,442379,825945
poterie de terre barbançons,4,oui,Not coffee,442379,825945
poterie de terre cannette,1,oui,Not coffee,442379,825945
poterie de terre cruche,1,oui,Not coffee,442379,825945
poterie de terre cuite,453,non,Not coffee,442379,825945
poterie de terre cuite diverse,57,non,,,43966
poterie de terre diverse,57,oui,Not coffee,442379,825945
poterie de terre grossière,7,non,Not coffee,442379,825945
poterie de terre terraille,43,oui,Not coffee,442379,825945
poterie des Indes,1,non,Not coffee,442379,825945
poterie diverse,31,non,Not coffee,442379,825945
poterie du pays,1,non,,,43966
poterie et terre,2,non,Not coffee,442379,825945
poterie façon d'Angleterre et de terre,1,non,Not coffee,442379,825945
poterie grès,1,non,Not coffee,442379,825945
poterie jarre,10,non,Not coffee,442379,825945
poterie ordinaire,1,non,Not coffee,442379,825945
poterie petite et forme à sucre,1,non,Not coffee,442379,825945
poterie terraille,59,oui,Not coffee,442379,825945
poterie tuiles et verrerie,3,non,Not coffee,442379,825945
potin,101,non,Not coffee,442379,825945
potin à plomber pots,6,non,Not coffee,442379,825945
potin bleu,1,non,,,43966
potin cru,117,non,Not coffee,442379,825945
potin gris,18,non,Not coffee,442379,825945
potin raffiné,83,non,Not coffee,442379,825945
pots,67,non,Not coffee,442379,825945
pots à fleurs de faïence,1,non,Not coffee,442379,825945
pots à forme à sucre,5,non,Not coffee,442379,825945
pots à forme à sucre de terre,5,non,Not coffee,442379,825945
pots à huile de terre,1,non,Not coffee,442379,825945
pots à moutarde et verres à boire,1,non,Not coffee,442379,825945
pots à peintures,1,non,Not coffee,442379,825945
pots à raffinerie,2,non,Not coffee,442379,825945
pots à rouler du tabac,1,non,Not coffee,442379,825945
pots à sucre,1,non,,,43966
pots à sucre de terre,10,non,Not coffee,442379,825945
pots d'étain,2,non,Not coffee,442379,825945
pots de brai en fer,1,non,Not coffee,442379,825945
pots de cervier,1,non,Not coffee,442379,825945
pots de chaises de commodité,5,non,Not coffee,442379,825945
pots de chaises de faïence,1,non,Not coffee,442379,825945
pots de chambre de faïence,1,non,Not coffee,442379,825945
pots de faïence,2,non,Not coffee,442379,825945
pots de faïence à eau,1,non,Not coffee,442379,825945
pots de faïence à jardin,1,non,Not coffee,442379,825945
pots de faïence de commodité,1,non,Not coffee,442379,825945
pots de fer,26,non,Not coffee,442379,825945
pots de grès,20,non,Not coffee,442379,825945
pots de grès couverts d'étain,1,non,Not coffee,442379,825945
pots de grès grands,1,non,Not coffee,442379,825945
pots de rechange,2,non,Not coffee,442379,825945
pots de rouge,3,non,Not coffee,442379,825945
pots de sucre,1,non,Not coffee,442379,825945
pots de terre,99,non,Not coffee,442379,825945
pots de terre à faire,1,non,,,43966
pots de terre et forme de terre à sucre,1,non,Not coffee,442379,825945
pots de terre grands,1,non,Not coffee,442379,825945
pots de terre pour apothicaire,1,non,Not coffee,442379,825945
pots de terre rouge,1,non,Not coffee,442379,825945
pots garnis d'étain et de terre,1,non,Not coffee,442379,825945
pots non garnis et de terre,1,non,Not coffee,442379,825945
pots pour chaises de commodité,2,non,Not coffee,442379,825945
pou de soie,1,non,Not coffee,442379,825945
poudre,85,non,Not coffee,442379,825945
poudre ??? nationales d'après les états du département de poudre et de salpêtre,2,non,Not coffee,442379,825945
poudre à cacheter,1,non,Not coffee,442379,825945
poudre à canons,258,non,Not coffee,442379,825945
poudre à canons de guerre,2,non,Not coffee,442379,825945
poudre à canons et à tirer,12,non,Not coffee,442379,825945
poudre à cirer,4,non,Not coffee,442379,825945
poudre à encre,1,non,Not coffee,442379,825945
poudre à fers,1,non,Not coffee,442379,825945
poudre à feu,117,non,Not coffee,442379,825945
poudre à fusil,3,non,Not coffee,442379,825945
poudre à fusil et à tirer,14,non,Not coffee,442379,825945
poudre à giboyer,1,non,,,43966
poudre à liser,1,non,Not coffee,442379,825945
poudre à odeur,2,non,Not coffee,442379,825945
poudre à poudrer,720,non,Not coffee,442379,825945
poudre à poudrer et de senteur,2,non,Not coffee,442379,825945
poudre à poudrer et pommade,1,non,Not coffee,442379,825945
poudre à tirer,352,non,Not coffee,442379,825945
poudre à tirer d'après les états fournis par le directeur des poudres et salpêtre,5,non,Not coffee,442379,825945
poudre à tirer fine,1,non,Not coffee,442379,825945
poudre blanche,2,non,Not coffee,442379,825945
poudre brillant,2,non,Not coffee,442379,825945
poudre bronzante,4,non,Not coffee,442379,825945
poudre cosmétique,5,non,Not coffee,442379,825945
poudre d'Ailhaud,34,non,Not coffee,442379,825945
poudre d'aventurine,2,non,Not coffee,442379,825945
poudre d'émeri,1,non,Not coffee,442379,825945
poudre d'iris,6,non,Not coffee,442379,825945
poudre d'or,1,non,Not coffee,442379,825945
poudre d'oxaca,1,non,Not coffee,442379,825945
poudre de canons,1,non,Not coffee,442379,825945
poudre de capucin,14,non,Not coffee,442379,825945
poudre de carène,1,non,Not coffee,442379,825945
poudre de chasse,1,non,Not coffee,442379,825945
poudre de gouaxaca,1,non,Not coffee,442379,825945
poudre de guerre,3,non,Not coffee,442379,825945
poudre de marbre,1,non,Not coffee,442379,825945
poudre de mine,1,non,Not coffee,442379,825945
poudre de plomb,1,non,Not coffee,3536,825945
poudre de riz,2,non,Not coffee,442379,825945
poudre de sapin,1,non,Not coffee,442379,825945
poudre de terre,3,non,Not coffee,442379,825945
poudre de traite,6,non,Not coffee,442379,825945
poudre de traite d'Angleterre et de Hollande,1,non,Not coffee,442379,825945
poudre en grenaille,1,non,Not coffee,442379,825945
poudre en lest,1,non,,,43966
poudre en pommade,1,non,Not coffee,442379,825945
poudre et pommade,1,non,,,43966
poudre et salpêtre,3,non,,,43966
poudre et teinture verte,5,non,Not coffee,442379,825945
poudre fine,1,non,Not coffee,442379,825945
poudre jaune,1,non,Not coffee,442379,825945
poudre médicinale,8,non,Not coffee,442379,825945
poudre noire,1,non,Not coffee,442379,825945
poudre précipité,1,non,Not coffee,442379,825945
poudre purgative,3,non,Not coffee,442379,825945
poudre purgative d'Ailhaud,3,non,Not coffee,442379,825945
poudre verte,1,non,Not coffee,442379,825945
poudrer à encre,0,oui,Not coffee,442379,825945
poulailler de cordonnier,2,non,Not coffee,442379,825945
poulains,211,non,Not coffee,442379,825945
poulains à zin,1,non,Not coffee,442379,825945
poulains de 18 mois,1,non,,,43966
poulains de somme,2,non,Not coffee,442379,825945
poulains mulards,2,non,Not coffee,442379,825945
poulardes,9,non,Not coffee,442379,825945
poules,32,non,Not coffee,442379,825945
poules d'eau,1,non,,,43966
poules d'étain,1,non,Not coffee,442379,825945
poules d'Inde,1,non,Not coffee,442379,825945
poules de bois,1,non,Not coffee,442379,825945
poules des Indes,2,non,Not coffee,442379,825945
poules en vie,1,non,Not coffee,442379,825945
poules et poulets,2,non,Not coffee,442379,825945
poulets,68,non,Not coffee,442379,825945
poulets d'Inde,4,non,Not coffee,442379,825945
poulets de cane,1,non,Not coffee,442379,825945
poulies,20,non,Not coffee,442379,825945
poulies de bois,4,non,Not coffee,442379,825945
poulies de gaïac,1,non,Not coffee,442379,825945
poulies de sapin,1,non,Not coffee,442379,825945
poulies de vaisseaux,2,non,Not coffee,442379,825945
poulies garnies,2,non,Not coffee,442379,825945
poulles en vie,0,oui,Not coffee,442379,825945
poupée,6,non,Not coffee,442379,825945
poupée d'enfant,1,non,Not coffee,442379,825945
poupes de navire,1,non,,,43966
pour la pêche,20,oui,,,43966
pour la pêche à la morue,7,oui,,,43966
pour la pêche au poisson frais,1,oui,,,43966
pour la pêche aux moules,1,oui,,,43966
pour la poste royale,13,oui,,,43966
pour le cabotage,9,non,,,43966
pour les peintures et la teinture,1,non,Not coffee,442379,825945
pourette,1,non,Not coffee,442379,825945
pourette de mûrier,1,non,Not coffee,442379,825945
pourette de mûriers,0,oui,Not coffee,442379,825945
pousses de houblon et vignes,3,non,Not coffee,442379,825945
poussière,2,non,Not coffee,442379,825945
poussière d'écorce de pin,1,oui,Not coffee,442379,825945
poussière d'encens,36,non,Not coffee,442379,825945
poussière de barille,1,oui,Not coffee,442379,825945
poussière de bourde,2,oui,Not coffee,442379,825945
poussière de buis,3,non,Not coffee,442379,825945
poussière de foin,3,non,Not coffee,442379,825945
poussière de martre,1,non,Not coffee,442379,825945
poussière de mûriers,1,non,Not coffee,442379,825945
poussière de pin,3,non,Not coffee,442379,825945
poussière de raisin,1,non,Not coffee,442379,825945
poussière de résine,0,oui,Not coffee,442379,825945
poussière de résines,6,non,Not coffee,442379,825945
poussière de soude,7,oui,Not coffee,442379,825945
poussière de soudes,7,non,,,43966
poussière de tartre,61,non,Not coffee,1470,825945
poussière de terre,1,non,Not coffee,442379,825945
poussière de vitriol,2,non,Not coffee,1044,825945
poussins,3,non,Not coffee,442379,825945
poutardes,1,non,Not coffee,442379,825945
poutargues,85,non,Not coffee,442379,825945
poutines,1,non,Not coffee,442379,825945
poutreaux,26,non,Not coffee,442379,825945
poutreaux d'acajou,1,non,,,43966
poutreaux de 12 pieds,0,non,Not coffee,442379,825945
poutreaux de 9 pieds,0,non,Not coffee,442379,825945
poutreaux de bois,1,non,,,43966
poutreaux de chêne,2,non,Not coffee,442379,825945
poutreaux de sapin,14,non,Not coffee,442379,825945
poutreaux de sapin de 10 pieds,0,non,Not coffee,442379,825945
poutreaux de sapin de 24 pieds,0,non,Not coffee,442379,825945
poutrelles,12,non,Not coffee,442379,825945
poutrelles de frêne,1,non,Not coffee,442379,825945
poutrelles de sapin,4,non,Not coffee,442379,825945
poutrelles et solives,1,non,Not coffee,442379,825945
poutres,2139,non,Not coffee,442379,825945
poutres de 16 à 28 pieds,1,non,Not coffee,442379,825945
poutres de 40 pieds,1,non,,,43966
poutres de 60 pieds,1,non,Not coffee,442379,825945
poutres de bois,1,non,,,43966
poutres de bois pour bâtir,1,non,Not coffee,442379,825945
poutres de chêne,5,non,Not coffee,442379,825945
poutres de chêne de 20 pieds,1,non,Not coffee,442379,825945
poutres de chêne de 24 à 39 pieds,1,non,Not coffee,442379,825945
poutres de chêne de 30 pieds,2,non,Not coffee,442379,825945
poutres de chêne de 34 pieds,1,non,Not coffee,442379,825945
poutres de chêne de 45 pieds,1,non,Not coffee,442379,825945
poutres de sapin,55,non,Not coffee,442379,825945
poutres de sapin de 12 pieds,1,non,Not coffee,442379,825945
poutres de sapin de 14 pieds,2,non,Not coffee,442379,825945
poutres de sapin de 22 pieds,3,non,Not coffee,442379,825945
poutres de sapin de 24 pieds,4,non,Not coffee,442379,825945
poutres de sapin de 25 pieds,3,non,Not coffee,442379,825945
poutres de sapin de 26 pieds,2,non,Not coffee,442379,825945
poutres de sapin de 27 pieds,1,non,Not coffee,442379,825945
poutres de sapin de 28 pieds,1,non,Not coffee,442379,825945
poutres de sapin de 30 pieds,3,non,Not coffee,442379,825945
poutres de sapin de 32 pieds,1,non,Not coffee,442379,825945
poutres de sapin de 34 pieds,1,non,Not coffee,442379,825945
poutres de sapin de 35 pieds,2,non,Not coffee,442379,825945
poutres de sapin de 36 pieds,2,non,Not coffee,442379,825945
poutres de sapin de 40 pieds,4,non,Not coffee,442379,825945
poutres de sapin de 45 pieds,4,non,Not coffee,442379,825945
poutres de sapin de 55 pieds,2,non,Not coffee,442379,825945
poutres et poutrelles,3,non,Not coffee,442379,825945
poutres et solives de sapin,1,non,Not coffee,442379,825945
poutres grosses,1,non,Not coffee,442379,825945
pouzzolane,42,non,Not coffee,442379,825945
prastre,2,non,Not coffee,442379,825945
preceintes,33,non,Not coffee,442379,825945
preceintes de 30 à 40 pieds à 5 à 8 pouces d'épaisseur,1,non,Not coffee,442379,825945
preceintes de chêne,5,non,Not coffee,442379,825945
precipité,14,non,Not coffee,442379,825945
précipité,31,non,Not coffee,442379,825945
précipité rouge,7,non,Not coffee,442379,825945
preillons à faire colle,1,non,Not coffee,442379,825945
prélat de toile,1,non,Not coffee,442379,825945
prélat pour navire,1,non,Not coffee,442379,825945
préparation de chimie,1,non,Not coffee,442379,825945
presse,5,non,Not coffee,442379,825945
presse à étoffe,1,non,Not coffee,442379,825945
presse à imprimer,4,non,Not coffee,442379,825945
presse de bois,1,non,Not coffee,442379,825945
presse de bois de mâture,1,non,Not coffee,442379,825945
présure,41,non,Not coffee,442379,825945
présure en peaux de caillé,1,non,,,43966
prêtes,1,non,,,43966
pretes torches,2,non,Not coffee,442379,825945
prétin,1,non,,,43966
primaselle,2,non,Not coffee,442379,825945
primula veris,1,non,Not coffee,442379,825945
prisonnier,2,non,,,43966
prisonnier anglais,15,non,,,43966
prisonnier échangé,1,non,,,43966
prisonnier français,2,non,,,43966
prisonnier français échangé,1,non,,,43966
prix raisine,1,non,,,43966
provisions,1434,non,Not coffee,442379,825945
provisions à poudrer,1,non,Not coffee,442379,825945
provisions de bouche,666,non,Not coffee,442379,825945
provisions de Carême,5,non,Not coffee,442379,825945
provisions de caserne,20,non,Not coffee,442379,825945
provisions diverses principalement en beurre,13,non,Not coffee,2705,825945
prumerdants,1,non,,,43966
pruneaux,5047,non,Not coffee,12010,825945
pruneaux Brignoles,1,non,Not coffee,442379,825945
pruneaux communs,29,non,Not coffee,12010,825945
pruneaux cuits,1,non,Not coffee,442379,825945
pruneaux d'Amont,52,non,Not coffee,12010,825945
pruneaux de Bordeaux,1,non,Not coffee,442379,825945
pruneaux de Sainte-Catherine,78,non,Not coffee,12010,825945
pruneaux de Tours,1,non,Not coffee,442379,825945
pruneaux et prunes,7,non,Not coffee,12010,825945
pruneaux et raisin sec,3,non,Not coffee,12010,825945
pruneaux et sucre,40,non,Not coffee,12010,825945
pruneaux et verdet,15,non,Not coffee,12010,825945
pruneaux et vert-de-gris,0,oui,Not coffee,12010,825945
pruneaux noirs,5,non,Not coffee,12010,825945
prunelle,19,non,Not coffee,442379,825945
prunelle buratée de laine,1,non,Not coffee,442379,825945
prunelle de laine,18,non,Not coffee,442379,825945
prunelle de laine burail,4,non,Not coffee,442379,825945
prunelle de laine burat,2,non,Not coffee,442379,825945
prunelle de laine et de soie,1,non,Not coffee,442379,825945
prunelle de laine raz de castor,2,oui,Not coffee,442379,825945
prunelle de laine raze de castor,2,non,,,43966
prunelle de poil,18,non,Not coffee,442379,825945
prunelle de renvoi,1,non,,,43966
prunelle de soie,2,non,Not coffee,442379,825945
prunelle fine,3,non,Not coffee,442379,825945
prunelle mêlée de soie,2,non,Not coffee,442379,825945
prunes,379,non,Not coffee,12010,825945
prunes ???,1,non,,,43966
prunes Brignoles,75,non,Not coffee,12010,825945
prunes communes,135,non,Not coffee,12010,825945
prunes communes sèches,13,non,Not coffee,12010,825945
prunes d'ente,5,non,Not coffee,12010,825945
prunes de Bordeaux,2,non,Not coffee,12010,825945
prunes de Brignoles,1,oui,,,43966
prunes de Sainte-Catherine,94,non,Not coffee,12010,825945
prunes et figue et raisin,72,non,,,43966
prunes et pruneaux,0,non,Not coffee,12010,825945
prunes et raisin,1,non,Not coffee,442379,825945
prunes fraîches,1,non,Not coffee,12010,825945
prunes fraîches de ???,0,non,Not coffee,12010,825945
prunes noires,3,non,Not coffee,12010,825945
prunes pêches cerises nèfles etc.,125,non,Not coffee,12010,825945
prunes sèches,71,non,Not coffee,12010,825945
prunes sèches et communes,1,non,,,43966
prusses,1,non,Not coffee,442379,825945
prusses de 30 pieds,1,non,Not coffee,442379,825945
prussiate de potasse,3,non,Not coffee,708,825945
prussiate de potasse cristallisée,2,non,Not coffee,708,825945
prusus,1,non,Not coffee,442379,825945
psalterion,5,non,Not coffee,442379,825945
pumes,0,oui,Not coffee,442379,825945
pupitre,1,non,Not coffee,442379,825945
pyrèthre,16,non,Not coffee,442379,825945
pyrèthre racine,17,non,Not coffee,442379,825945
pysolles,1,non,,,43966
quadrilles,1,non,Not coffee,442379,825945
quadruple ou pièce d'or d'Espagne,1,non,Not coffee,442379,825945
quarlais bottes etc.,45,non,Not coffee,442379,825945
quart,1,oui,Not coffee,442379,825945
quart à farine,1,oui,Not coffee,442379,825945
quart de fer-blanc,1,non,,,43966
quart de nonante,10,non,Not coffee,442379,825945
quart de nonante à prendre hauteur,1,non,Not coffee,442379,825945
quarteaux,1,non,,,43966
quarteaux cerclés de fer,1,non,Not coffee,442379,825945
quartiers de réduction,1,non,Not coffee,442379,825945
quarts,1,non,,,43966
quarts à farine,1,non,,,43966
quenouilles,13,non,Not coffee,442379,825945
quenouilles de cannes,1,non,Not coffee,442379,825945
quenouilles de cannes de peinte,1,non,Not coffee,442379,825945
quenouilles de roseaux au peinte,1,non,Not coffee,442379,825945
quenouilles ou roseaux,2,non,Not coffee,442379,825945
quercas,1,non,Not coffee,442379,825945
quercitron,14,non,Not coffee,442379,825945
quercitron des entrepôts,0,non,Not coffee,442379,825945
queues de fouine et de martre,2,non,Not coffee,442379,825945
queues de koquiky et de putois,2,non,Not coffee,442379,825945
queues de martre,9,non,Not coffee,442379,825945
queues de martre en cordons,1,non,,,43966
queues de petit gris,2,non,Not coffee,442379,825945
queues de rat musqué,1,non,Not coffee,442379,825945
queues de renard,2,non,Not coffee,442379,825945
queues de renard et écureuil,2,non,Not coffee,442379,825945
queues penne et noppes,88,non,Not coffee,442379,825945
quicaille de fer,0,oui,Not coffee,442379,825945
quikous chaus,1,non,Not coffee,442379,825945
quilles,1,non,Not coffee,442379,825945
quilles de hêtre,2,non,Not coffee,442379,825945
quilles de navire,1,non,Not coffee,442379,825945
quilles de vaisseaux,4,non,Not coffee,442379,825945
quincaille,0,oui,Not coffee,442379,825945
quincaille commune,0,oui,Not coffee,442379,825945
quincaille de fer ???,0,oui,Not coffee,442379,825945
quincaille de fonte acier,0,oui,Not coffee,442379,825945
quincaille sèche,0,oui,Not coffee,442379,825945
quincaillerie,1294,non,Not coffee,442379,825945
quincaillerie argentée,1,non,,,43966
quincaillerie carde,54,non,Not coffee,442379,825945
quincaillerie clou,4,non,Not coffee,442379,825945
quincaillerie commune,43,non,Not coffee,442379,825945
quincaillerie commune de fer,22,non,Not coffee,442379,825945
quincaillerie d'acier,38,non,Not coffee,442379,825945
quincaillerie d'acier doré,4,non,Not coffee,442379,825945
quincaillerie d'acier et de cuivre,1,non,Not coffee,442379,825945
quincaillerie d'acier et de cuivre et de fer,25,non,Not coffee,442379,825945
quincaillerie d'acier et de fer,1099,non,Not coffee,442379,825945
quincaillerie d'acier et de fer en fauty,2,non,Not coffee,442379,825945
quincaillerie d'acier et de fonte,1,non,Not coffee,442379,825945
quincaillerie d'acier et fine,12,non,Not coffee,442379,825945
quincaillerie d'acier ou de fer,1,non,Not coffee,442379,825945
quincaillerie de,1,non,,,43966
quincaillerie de bois,18,non,Not coffee,442379,825945
quincaillerie de cuivre,519,non,Not coffee,442379,825945
quincaillerie de cuivre clou,9,non,Not coffee,442379,825945
quincaillerie de cuivre colorié,1,non,Not coffee,442379,825945
quincaillerie de cuivre fil de laiton,3,non,Not coffee,442379,825945
quincaillerie de faine,1,non,,,43966
quincaillerie de fer,963,non,Not coffee,442379,825945
quincaillerie de fer ???,2,non,Not coffee,442379,825945
quincaillerie de fer clou,78,non,Not coffee,442379,825945
quincaillerie de fer en fil,6,non,Not coffee,442379,825945
quincaillerie de fer et acier ???,1,non,Not coffee,442379,825945
quincaillerie de fer et d'acier et moulins à café,0,oui,Not coffee,442379,825945
quincaillerie de fer et étain en faux,0,oui,Not coffee,442379,825945
quincaillerie de fer et grosse,31,non,Not coffee,442379,825945
quincaillerie de fer faux,0,oui,Not coffee,442379,825945
quincaillerie de fer faux et ferraille,0,oui,Not coffee,442379,825945
quincaillerie de fer grosse,1,non,Not coffee,442379,825945
quincaillerie de fer ordinaire,3,non,Not coffee,442379,825945
quincaillerie de fer pigne à cordes,0,oui,Not coffee,442379,825945
quincaillerie de fer scie,0,oui,Not coffee,442379,825945
quincaillerie de fil de fer,0,oui,Not coffee,442379,825945
quincaillerie de fumée,1,non,Not coffee,442379,825945
quincaillerie de laiton filé,0,oui,Not coffee,442379,825945
quincaillerie de laiton filé et jaune,0,oui,Not coffee,442379,825945
quincaillerie de laiton filé et jaune et noir,0,oui,Not coffee,442379,825945
quincaillerie de laiton filé noir pour épingle,0,oui,Not coffee,442379,825945
quincaillerie de menu fer,6,non,Not coffee,442379,825945
quincaillerie de platine,1,non,Not coffee,442379,825945
quincaillerie de retour,1,non,Not coffee,442379,825945
quincaillerie de soie,1,non,Not coffee,442379,825945
quincaillerie de toutes espèces,6,oui,,,43966
quincaillerie diverse,0,oui,Not coffee,442379,825945
quincaillerie en ???,2,non,Not coffee,442379,825945
quincaillerie et mercerie,25,non,Not coffee,442379,825945
quincaillerie étrangère,7,non,Not coffee,442379,825945
quincaillerie faux,14,non,Not coffee,442379,825945
quincaillerie fine,25,non,Not coffee,442379,825945
quincaillerie fine d'acier,0,oui,Not coffee,442379,825945
quincaillerie française,7,non,Not coffee,442379,825945
quincaillerie grosse,12,non,Not coffee,442379,825945
quincaillerie pour épingles de laiton filé jaune et noir,0,oui,Not coffee,442379,825945
quincaillerie sèche,1,non,Not coffee,442379,825945
quincaillerie y compris les armes et ferrailles,0,oui,Not coffee,442379,825945
quincaillerie y compris les armes et la ferraille,12,non,Not coffee,442379,825945
quinette,4,non,Not coffee,442379,825945
