goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
madriers de Prusse,1,,non,483077
madriers de sapin,4,,non,483077
mages de fer,1,,non,483077
magnésie,2,,non,483077
magnol,1,,non,483077
magots,1,,non,483077
mahaleb,1,,non,483077
maiclais,1,,non,483077
maillicot,1,,non,483077
maines,1,,non,483077
maines avec leurs fers,1,,non,483077
maïs et seigle de Corse grain,1,,non,483077
maïs et seigle farine,5,,non,483077
maïs et seigle grain,5,,non,483077
malbroug,5,,non,483077
malemole,9,,non,483077
malemole de 12 aunes,1,,non,483077
malemole dome,1,,non,483077
malles,14,,non,483077
malles ???,1,,non,483077
malles d'étoffes d'or,1,,non,483077
malles de cuir,3,,non,483077
malles et valises et coffres,2,,non,483077
malles travaillées,1,,non,483077
malles vides,1,,non,483077
mallettes travaillées,1,,non,483077
mallons,1,,non,483077
mallons ???,1,,non,483077
mallons de briques,1,,non,483077
malmolle,0,,oui,483077
malreaux,3,,non,483077
malt,1,,non,483077
mambres de chêne de 10 pieds,1,,non,483077
mamoudis,1,,non,483077
mana,1,,non,483077
manades,1,,non,483077
manche de gaffe de 11 centimètre inclusivement à 15 exclusivement,2,,non,483077
manche de gaffe de 6 à 11 centimètres,2,,non,483077
manche de gaffe de 6 centimètres inclusivement à 11 exclusivement,2,,non,483077
manches à balais,11,,non,483077
manches à lave-place,10,,non,483077
manches brodées,3,,non,483077
manches d'alènes,1,,non,483077
manches de bois blanc,1,,non,483077
manches de bois de gaffes,8,,non,483077
manches de bois pour brosse,1,,non,483077
manches de brosses,1,,non,483077
manches de café,1,,non,483077
manches de couteau,1,,non,483077
manches de couteau de bois,1,,non,483077
manches de fouets,1,,non,483077
manches de gaffes,89,,non,483077
manches de gaffes de 11 à 15 centimètres,1,,non,483077
manches de gaffes de 12 pieds,1,,non,483077
manches de gaffes de 14 à 16 pieds,1,,non,483077
manches de gaffes de 18 pieds,1,,non,483077
manches de gaffes et livardes,1,,non,483077
manches de liège,0,,oui,483077
manches de mail,26,,non,483077
manches de pinceau,1,,non,483077
manches de sapin,1,,non,483077
manches pour fourches et pour balais,1,,non,483077
manches pour pioches,5,,non,483077
manchettes,9,,non,483077
manchettes brodée,150,,non,483077
manchettes d'acier,1,,non,483077
manchettes d'or,1,,non,483077
manchettes de batiste,1,,non,483077
manchettes de coton,2,,non,483077
manchettes de dentelle,5,,non,483077
manchettes de mousseline,3,,non,483077
manchettes de mousseline brodée,1,,non,483077
manchettes et mouchoirs brodés,1,,non,483077
manchettes et mouchoirs de mousseline,1,,non,483077
manchons,68,,non,483077
manchons communs,5,,non,483077
manchons de laine,1,,non,483077
manchons de martre,1,,non,483077
manchons de peau de grèbe,1,,non,483077
manchons de peau de loup et d'ours,1,,non,483077
manchons de plume,4,,non,483077
manchons de prix,1,,non,483077
manchons de renard,2,,non,483077
manchons de tigre,2,,non,483077
manchons de velours,1,,non,483077
manchons et platines,1,,non,483077
manchons façon de martre,1,,non,483077
manchons fins,1,,non,483077
manchons pour femme,1,,non,483077
mandarine,11,,non,483077
mandarins,0,,oui,483077
mandes et berces d'osier,1,,non,483077
mandragore,1,,non,483077
maneque,1,,non,483077
manganèse,42,,non,483077
mangarbine,1,,non,483077
manicot,4,,non,483077
maniguette,51,,non,483077
manille,4,,non,483077
manivelles,1,,non,483077
manivelles de fer,1,,non,483077
manne,846,,non,483077
manne d'osier,1,,non,483077
manne de Calabre,93,,non,483077
manne fine,1,,non,483077
manne vide,1,,non,483077
mannequins,1,,non,483077
manœuvre en grelin,1,,non,483077
manoudis,1,,non,483077
manouf,1,,non,483077
mansonque brodé,1,,non,483077
manteaux,11,,non,483077
manteaux à nègre,2,,non,483077
manteaux courts,1,,non,483077
manteaux d'écarlate,2,,non,483077
manteaux d'écarlate brodés d'or et d'argent,1,,non,483077
manteaux de drap,1,,non,483077
manteaux galonnés,2,,non,483077
manteaux vieux,2,,non,483077
mantelet,1,,non,483077
mantelets,9,,non,483077
mantelets courts,1,,non,483077
mantelets de drap écarlate,1,,non,483077
mantelets de soie,1,,non,483077
mantelets pour femme,1,,non,483077
mantes,1,,non,483077
mantilles d'écarlate brodées d'or,1,,non,483077
maquereaux,54,,non,483077
maquereaux frais,2,,non,483077
maquereaux salés,48,,non,483077
maquereaux salés ou marinés,1,,non,483077
maquet,83,,non,483077
maquets,0,,oui,483077
marbre,154,,non,483077
marbre à broyer,1,,non,483077
marbre à jouer,17,,non,483077
marbre à marbrer couleurs,1,,non,483077
marbre bâtard,3,,non,483077
marbre bille,2,,non,483077
marbre blanc,1,,non,483077
marbre brun,12,,non,483077
marbre brut,260,,non,483077
marbre brut en morceaux,1,,non,483077
marbre brut en pierres,27,,non,483077
marbre brut équarri en marbre statuaire ébauché,7,,non,483077
marbre brut et ouvré,1,,non,483077
marbre chique,2,,non,483077
marbre de Calabre,1,,non,483077
marbre divers,0,,oui,483077
marbre en bloc,0,,oui,483077
marbre en blocs,3,,non,483077
marbre en carreaux,3,,non,483077
marbre en pièces,1,,non,483077
marbre en pierre,25,,non,483077
marbre en sable,1,,non,483077
marbre et mortiers,2,,non,483077
marbre mortiers,4,,non,483077
marbre moulé poli ou sculpté,7,,non,483077
marbre noir travaillé,1,,non,483077
marbre rond,1,,non,483077
marbre rouge et gris,1,,non,483077
marbre scié sans autre main-d'œuvre ayant d'épaisseur 10 centimètres et plus,1,,non,483077
marbre scié sans autre main-d'œuvre ayant d'épaisseur 16 centimètres et plus,2,,non,483077
marbre scié sans autre main-d'œuvre ayant d'épaisseur moins de 10 centimètres,1,,non,483077
marbre scié sans autre main-d'œuvre ayant d'épaisseur moins de 16 centimètres,3,,non,483077
marbre travaillé,2,,non,483077
marc d'olive,5,,non,483077
marc de raisin,9,,non,483077
marcassin,2,,non,483077
marcassite,4,,non,483077
marchandises,1680,,non,483077
marchandises à l'estimation,921,,non,483077
marchandises à la valeur,0,,oui,483077
marchandises blanche de la Compagnie,0,,oui,483077
marchandises blanches,28,,non,483077
marchandises blanches ???,2,,non,483077
marchandises blanches de la Compagnie des Indes,4,,non,483077
marchandises de détail,1,,non,483077
marchandises de fer-blanc,0,,oui,483077
marchandises de Flandre,2,,non,483077
marchandises de l'Inde,1,,non,483077
marchandises de la compagnie des Indes,1,,non,483077
marchandises de la Compagnie des Indes,0,,oui,483077
marchandises de la Côte,2,,non,483077
marchandises de mode,0,Modes,oui,32
marchandises de modes,148,,non,483077
marchandises de Montauban,27,,non,483077
marchandises de Paris,1,,non,483077
marchandises de retour,1,,non,483077
marchandises de retour faute de vente contrebordée,0,,oui,483077
marchandises des Indes,8,,non,483077
marchandises des Indes en petits articles,1,,non,483077
marchandises des prises,2,,non,483077
marchandises diverses venant de l'étranger pour être réexportées aux colonies françaises principalement en toile Guinée viande salée barres de fers armes etc.,0,,oui,483077
marchandises dont le plus fort article n'excède pas 10000 livres,15,,non,483077
marchandises en articles de moindre importance,20,,non,483077
marchandises exportées par les port et pays du royaume traités comme étrangers,8,,non,483077
marchandises hors espèces,45,,non,483077
marchandises mêlées de prises anglaises,0,,oui,483077
marchandises mêlées des prises anglaises,1,,non,483077
marchandises non classifiées,1,,non,483077
marchandises prohibées,25,,non,483077
marchandises sèches,15,,non,483077
marchandises venant de l'étranger pour être réexportées aux colonies françaises principalement en armes barres de fers toile Guinée viande salée etc.,10,,non,483077
marche de fer blanche,1,,non,483077
marche de pierre de grison,1,,non,483077
marcottes d'œillets,1,,non,483077
maréchauderie,4,,non,483077
marée,1,,non,483077
marée fraiche,6,,non,483077
marègue,47,,non,483077
mares,2,,non,483077
mares divers,5,,non,483077
marete,1,,non,483077
mareule,2,,non,483077
marine,1,,non,483077
marine d'alizari,1,,non,483077
marinouttes,2,,non,483077
marjolaine,2,,non,483077
marle,1,,non,483077
Marly,2,,non,483077
Marly broché,2,,non,483077
Marly de fil,3,,non,483077
Marly de soie,1,,non,483077
Marly plâtrée,1,,non,483077
marmelade,3,,non,483077
marmites,1,,non,483077
marmites de composition,1,,non,483077
marmites de cuivre,6,,non,483077
marmites de fer,139,,non,483077
marmites de fer coulé,2,,non,483077
marmites de fer de fonte,5,,non,483077
marmites de fer grandes,1,,non,483077
marmites de fer moyennes,1,,non,483077
marmites de fer petites,1,,non,483077
marmites de feu,1,,non,483077
marmites de fonte,4,,non,483077
marmites de potier,1,,non,483077
marmites en fer,282,,non,483077
marne,8,,non,483077
Maroc,53,,non,483077
Maroc aune,1,,non,483077
Maroc de laine,2,,non,483077
Maroc raz de marron,1,,non,483077
Maroc teint de douzaine,2,,non,483077
maronic,1,,non,483077
maroquins,17,,non,483077
marquise,1,,non,483077
marraye,2,,non,483077
marregues,21,,non,483077
marrons,141,,non,483077
marrons crus,1,,non,483077
marrons et châtaignes,0,,oui,483077
marrons secs,3,,non,483077
marseille,1,,non,483077
marsouin,2,,non,483077
marteaux,3,,non,483077
marteaux de forge,1,,non,483077
martinet de fer,2,,non,483077
martinets à tonnelier,1,,non,483077
martre,7,,non,483077
marue,2,,non,483077
masques,32,,non,483077
masques communs,2,,non,483077
masques de cire,1,,non,483077
masques de Venise,23,,non,483077
masques fins,3,,non,483077
massepain,3,,non,483077
masses,2,,non,483077
masses de bois,1,,non,483077
masses de coton,16,,non,483077
masses de cuivre,1,,non,483077
masses de cuivre rouge pour être raffiné,1,,non,483077
masses de fer,9,,non,483077
masses de lin,23,,non,483077
masses de mail,3,,non,483077
massicot,46,,non,483077
massicot citron,1,,non,483077
massicot fond d'or,1,,non,483077
massicot jonquille,1,,non,483077
massie,1,,non,483077
massis,2,,non,483077
massy,1,,non,483077
mastaquy,1,,non,483077
mastic,122,,non,483077
mastic en larmes,9,,non,483077
mastie,1,,non,483077
mastrre,1,,non,483077
masulipatan,5,,non,483077
mateaux,1,,non,483077
matelas,63,,non,483077
matelas de coton,1,,non,483077
matelas de crin,3,,non,483077
matelas de crin et de noppes,1,,non,483077
matelas de laine,70,Lainage,non,9470
matelas de lit,1,,non,483077
matelas de toile de coton et de fil,1,,non,483077
matelas vieux,1,,non,483077
mâtereaux,232,,non,483077
mâtereaux 30 pieds,0,,oui,483077
mâtereaux à barques,1,,non,483077
mâtereaux communs de 30 pieds,1,,non,483077
mâtereaux d'acajou de 7 à 8 pieds,1,,non,483077
mâtereaux de 11 à 13 palmes,1,,non,483077
mâtereaux de 12 palmes,1,,non,483077
mâtereaux de 12 pieds,1,,non,483077
mâtereaux de 14 palmes,1,,non,483077
mâtereaux de 14 pieds,1,,non,483077
mâtereaux de 15 à 20 pieds,1,,non,483077
mâtereaux de 16 à 18 pieds,1,,non,483077
mâtereaux de 16 pieds,1,,non,483077
mâtereaux de 18 à 19 pieds,1,,non,483077
mâtereaux de 19 pieds,1,,non,483077
mâtereaux de 20 à 22 pieds,1,,non,483077
mâtereaux de 20 à 24 pieds,1,,non,483077
mâtereaux de 20 pieds,2,,non,483077
mâtereaux de 22 à 26 pieds,1,,non,483077
mâtereaux de 22 pieds,2,,non,483077
mâtereaux de 24,1,,non,483077
mâtereaux de 24 pieds 6 pouces,1,,non,483077
mâtereaux de 25 à 28 pieds,1,,non,483077
mâtereaux de 25 à 30 pieds,9,,non,483077
mâtereaux de 25 à 40 centimètres,1,,non,483077
mâtereaux de 25 centimètres à 40,2,,non,483077
mâtereaux de 25 centimètres inclusivement à 40 exclusivement,5,,non,483077
mâtereaux de 25 pieds,4,,non,483077
mâtereaux de 26 à 28 pieds,1,,non,483077
mâtereaux de 26 à 30 pieds,1,,non,483077
mâtereaux de 27 pieds,1,,non,483077
mâtereaux de 28 à 30 pieds,1,,non,483077
mâtereaux de 28 pieds,1,,non,483077
mâtereaux de 30 à 32 pieds,2,,non,483077
mâtereaux de 30 à 34 pieds,1,,non,483077
mâtereaux de 30 à 35 pieds,1,,non,483077
mâtereaux de 30 à 36 pieds,3,,non,483077
mâtereaux de 30 à 40 pieds,2,,non,483077
mâtereaux de 30 pieds,5,,non,483077
mâtereaux de 32 à 33 pieds,1,,non,483077
mâtereaux de 32 à 34 pieds,1,,non,483077
mâtereaux de 32 pieds,2,,non,483077
mâtereaux de 33 pieds,2,,non,483077
mâtereaux de 34 à 36 pieds,1,,non,483077
mâtereaux de 34 pieds,1,,non,483077
mâtereaux de 35 à 37 pieds,1,,non,483077
mâtereaux de 35 à 40 pieds,1,,non,483077
mâtereaux de 35 à 45 pieds,1,,non,483077
mâtereaux de 35 pieds,4,,non,483077
mâtereaux de 36 à 38 pieds,2,,non,483077
mâtereaux de 36 à 45 pieds,1,,non,483077
mâtereaux de 36 pieds,4,,non,483077
mâtereaux de 36 pieds 9 pouces,1,,non,483077
mâtereaux de 37 à 38 pieds,1,,non,483077
mâtereaux de 38 pieds,3,,non,483077
mâtereaux de 40 à 44 pieds,1,,non,483077
mâtereaux de 40 à 45 pieds,2,,non,483077
mâtereaux de 40 pieds,7,,non,483077
mâtereaux de 42 à 47 pieds,1,,non,483077
mâtereaux de 45 à 50 pieds,2,,non,483077
mâtereaux de 45 pieds,4,,non,483077
mâtereaux de 46 à 60 pieds,1,,non,483077
mâtereaux de 47 à 48 pieds,1,,non,483077
mâtereaux de 47 à 49 pieds,1,,non,483077
mâtereaux de 48 à 50 pieds,1,,non,483077
mâtereaux de 48 pieds,1,,non,483077
mâtereaux de 50 à 55 pieds,2,,non,483077
mâtereaux de 54 à 60 pieds,1,,non,483077
mâtereaux de 6 à 7 pieds,1,,non,483077
mâtereaux de 60 pieds,1,,non,483077
mâtereaux de 7 à 11 palmes,1,,non,483077
mâtereaux de 7 à 13 palmes,1,,non,483077
mâtereaux de 7 à 9 palmes,1,,non,483077
mâtereaux de 9 à 12 palmes,1,,non,483077
mâtereaux de bois,2,,non,483077
mâtereaux de chaloupe,1,,non,483077
mâtereaux de différente longueur,2,,non,483077
mâtereaux de sapin,13,,non,483077
mâtereaux de sapin de 20 pieds,1,,non,483077
mâtereaux de sapin de 25 pieds,1,,non,483077
mâtereaux de sapin de 28 pieds,1,,non,483077
mâtereaux de sapin de 30 pieds,1,,non,483077
mâtereaux et mâts,42,,non,483077
mâtereaux petits,3,,non,483077
matériaux,2,,non,483077
matériaux de bois,9,,non,483077
matériaux de construction,101,,non,483077
matériaux de sapin,2,,non,483077
matériaux moellons sable etc.,3,,non,483077
mâtes de 13 à 20 palmes,0,,oui,483077
mâtes de 13 à 25 palmes,0,,oui,483077
matières de verre composées,1,,non,483077
matières minérales,2,,non,483077
matières premières,105,,non,483077
matis,1,,non,483077
matocaux,1,,non,483077
mâts,370,,non,483077
mâts à bateau,1,,non,483077
mâts à chaloupe,1,,non,483077
mâts assortis,16,,non,483077
mâts au dessous de 6 paumes,1,,non,483077
mâts bouts de 3 à 4 pieds,1,,non,483077
mâts communs,5,,non,483077
mâts communs de 50 pieds,1,,non,483077
mâts de 12 à 13 palmes,1,,non,483077
mâts de 13 à 20 palmes,1,,non,483077
mâts de 13 à 25 palmes,1,,non,483077
mâts de 14 palmes,2,,non,483077
mâts de 16 à 18 pieds,1,,non,483077
mâts de 18 pieds,1,,non,483077
mâts de 20 à 25 palmes,1,,non,483077
mâts de 20 à 30 pieds,1,,non,483077
mâts de 20 pieds,1,,non,483077
mâts de 24 a 30,1,,non,483077
mâts de 24 pieds,1,,non,483077
mâts de 25 palmes,1,,non,483077
mâts de 28 à 32 pieds,1,,non,483077
mâts de 30 à 40 pieds,1,,non,483077
mâts de 30 pieds,6,,non,483077
mâts de 31 à 36 pieds,1,,non,483077
mâts de 33 à 43 pieds,1,,non,483077
mâts de 35 à 40 pieds,1,,non,483077
mâts de 35 à 45 pieds,1,,non,483077
mâts de 36 à 38 pieds,1,,non,483077
mâts de 38 à 40 pieds à barque,1,,non,483077
mâts de 39 à 40 pieds,1,,non,483077
mâts de 4 paumes,1,,non,483077
mâts de 40 à 45 pieds,4,,non,483077
mâts de 40 à 50 pieds,3,,non,483077
mâts de 40 à 70 pieds,1,,non,483077
mâts de 40 centimètres de diamètre et au-dessus,7,,non,483077
mâts de 40 pieds,3,,non,483077
mâts de 42 à 48 pieds,2,,non,483077
mâts de 45 à 50 pieds,2,,non,483077
mâts de 45 pieds,4,,non,483077
mâts de 48 à 50 pieds,3,,non,483077
mâts de 50 à 52 pieds,1,,non,483077
mâts de 50 à 53 pied,1,,non,483077
mâts de 50 à 55 pieds,2,,non,483077
mâts de 50 à 56 pieds,1,,non,483077
mâts de 50 à 60 pieds,2,,non,483077
mâts de 50 pieds,4,,non,483077
mâts de 52 à 55 pieds,1,,non,483077
mâts de 55 à 56 pieds,1,,non,483077
mâts de 55 à 60 pieds,2,,non,483077
mâts de 55 pieds,1,,non,483077
mâts de 56 pieds,1,,non,483077
mâts de 59 à 60 pieds,1,,non,483077
mâts de 6 à 9 palmes,1,,non,483077
mâts de 60 à 65 pieds,1,,non,483077
mâts de 60 à 66 pieds,1,,non,483077
mâts de 60 à 70 pieds,2,,non,483077
mâts de 60 à 80 pieds,1,,non,483077
mâts de 60 pieds,1,,non,483077
mâts de 66 à 55 pieds,1,,non,483077
mâts de 66 à 70 pieds,1,,non,483077
mâts de 66 à 72 pieds,1,,non,483077
mâts de 66 pieds,1,,non,483077
mâts de 68 à 70 pieds,1,,non,483077
mâts de 68 pieds de long,1,,non,483077
mâts de 7 pouces de diamètre,1,,non,483077
mâts de 70 pieds,1,,non,483077
mâts de 72 pieds,1,,non,483077
mâts de 75 à 78 pieds,1,,non,483077
mâts de barque,2,,non,483077
mâts de beauprés,5,,non,483077
mâts de beauprés de 35 pieds,1,,non,483077
mâts de beauprés de 38 pieds,1,,non,483077
mâts de beauprés de 40 pieds,1,,non,483077
mâts de beauprés de 42 à 45 pieds,1,,non,483077
mâts de bois petits,2,,non,483077
mâts de chaloupe,12,,non,483077
mâts de chêne,1,,non,483077
mâts de diverse grandeur,3,,non,483077
mâts de drapeaux,1,,non,483077
mâts de hune,1,,non,483077
mâts de navire,63,,non,483077
mâts de navire de 10 palmes,2,,non,483077
mâts de navire de 11 à 18 palmes,1,,non,483077
mâts de navire de 12 palmes,2,,non,483077
mâts de navire de 12 paumes de diamètre,1,,non,483077
mâts de navire de 12 paumes de grosseur,0,,oui,483077
mâts de navire de 18 pieds,1,,non,483077
mâts de navire de 22 pieds,1,,non,483077
mâts de navire de 24 pieds,1,,non,483077
mâts de navire de 25 pieds,1,,non,483077
mâts de navire de 27 à 30 pieds,2,,non,483077
mâts de navire de 27 pieds,1,,non,483077
mâts de navire de 28 à 31 pieds,1,,non,483077
mâts de navire de 30 pieds,9,,non,483077
mâts de navire de 34 pieds,2,,non,483077
mâts de navire de 35 pieds,3,,non,483077
mâts de navire de 36 pieds,2,,non,483077
mâts de navire de 38 pieds,2,,non,483077
mâts de navire de 40 pieds,8,,non,483077
mâts de navire de 42 pieds,1,,non,483077
mâts de navire de 45 pieds,6,,non,483077
mâts de navire de 46 pieds,1,,non,483077
mâts de navire de 48 pieds,1,,non,483077
mâts de navire de 49 pieds,1,,non,483077
mâts de navire de 50 pieds,17,,non,483077
mâts de navire de 52 pieds,1,,non,483077
mâts de navire de 55 pieds,10,,non,483077
mâts de navire de 56 pieds,1,,non,483077
mâts de navire de 58 pieds,1,,non,483077
mâts de navire de 6 palmes,1,,non,483077
mâts de navire de 60 pieds,9,,non,483077
mâts de navire de 61 pieds,1,,non,483077
mâts de navire de 65 pieds,3,,non,483077
mâts de navire de 66 pieds,1,,non,483077
mâts de navire de 69 pieds,1,,non,483077
mâts de navire de 7 palmes,1,,non,483077
mâts de navire de 7 paumes,1,,non,483077
mâts de navire de 70 pieds,1,,non,483077
mâts de navire de 76 pieds,1,,non,483077
mâts de navire de 78 pieds,1,,non,483077
mâts de navire de 8 palmes,2,,non,483077
mâts de navire de 8 pieds,1,,non,483077
mâts de navire de 80 pieds,1,,non,483077
mâts de navire de 9 palmes,1,,non,483077
mâts de navire moyens,1,,non,483077
mâts de navire petits,1,,non,483077
mâts de passementerie,2,,non,483077
mâts de petit navire,1,,non,483077
mâts de sapin,35,,non,483077
mâts de sapin à bateau,1,,non,483077
mâts de sapin de 10 à 11 pieds,1,,non,483077
mâts de sapin de 10 à 17 palmes,1,,non,483077
mâts de sapin de 10 palmes,1,,non,483077
mâts de sapin de 11 palmes,1,,non,483077
mâts de sapin de 12 à 14 paumes,1,,non,483077
mâts de sapin de 12 à 16 palmes,1,,non,483077
mâts de sapin de 12 à 16 paumes,1,,non,483077
mâts de sapin de 12 palmes,1,,non,483077
mâts de sapin de 12 paumes de diamètre,1,,non,483077
mâts de sapin de 12 paumes de grosseur,0,,oui,483077
mâts de sapin de 13 à 15 palmes,1,,non,483077
mâts de sapin de 14 paumes,1,,non,483077
mâts de sapin de 14 pieds de long et de 3 pieds de diamètre,1,,non,483077
mâts de sapin de 15 à 17 pouces de diamètre,1,,non,483077
mâts de sapin de 15 à 20 palmes,1,,non,483077
mâts de sapin de 15 palmes,1,,non,483077
mâts de sapin de 16 à 17 paumes de diamètre,1,,non,483077
mâts de sapin de 16 à 17 paumes de grosseur,0,,oui,483077
mâts de sapin de 16 paumes,1,,non,483077
mâts de sapin de 20 palmes,1,,non,483077
mâts de sapin de 20 pieds de long et de 3 pieds de diamètre,2,,non,483077
mâts de sapin de 24 à 25 pieds de long et de 4 à 5 pieds de diamètre,1,,non,483077
mâts de sapin de 24 pieds,1,,non,483077
mâts de sapin de 25 à 30 pieds,1,,non,483077
mâts de sapin de 25 à 34 pieds,1,,non,483077
mâts de sapin de 26 pieds de long et de 4 pieds de diamètre,1,,non,483077
mâts de sapin de 28 pieds de long et de 4 pieds de diamètre,2,,non,483077
mâts de sapin de 3 paumes,1,,non,483077
mâts de sapin de 30 pieds,2,,non,483077
mâts de sapin de 30 pieds à 40 pieds de long et de 9 pieds de diamètre,1,,non,483077
mâts de sapin de 30 pieds de long et de 10 pieds de diamètre,1,,non,483077
mâts de sapin de 30 pieds de long et de 3 pieds de diamètre,2,,non,483077
mâts de sapin de 30 pieds de long et de 6 à 8 pieds de diamètre,1,,non,483077
mâts de sapin de 30 pieds de long et de 6 pieds de diamètre,1,,non,483077
mâts de sapin de 30 pieds de long et de 9 pieds de diamètre,1,,non,483077
mâts de sapin de 35 pieds,1,,non,483077
mâts de sapin de 36 pieds,1,,non,483077
mâts de sapin de 36 pieds de long et de 5 pieds de diamètre,1,,non,483077
mâts de sapin de 36 pieds de long et de 6 pieds de diamètre,1,,non,483077
mâts de sapin de 36 pieds de long et de 7 pieds de diamètre,1,,non,483077
mâts de sapin de 37 pieds de long et de 6 pieds de diamètre,1,,non,483077
mâts de sapin de 38 à 40 pieds de long et de 7 pieds de diamètre,1,,non,483077
mâts de sapin de 38 pieds de long et de 6 pieds de diamètre,1,,non,483077
mâts de sapin de 38 pieds de long et de 7 pieds de diamètre,1,,non,483077
mâts de sapin de 4 à 8 paumes,1,,non,483077
mâts de sapin de 40 pieds,1,,non,483077
mâts de sapin de 40 pieds de long et de 10 pieds de diamètre,2,,non,483077
mâts de sapin de 40 pieds de long et de 11 pieds de diamètre,1,,non,483077
mâts de sapin de 40 pieds de long et de 12 pieds de diamètre,1,,non,483077
mâts de sapin de 40 pieds de long et de 18 pieds de diamètre,1,,non,483077
mâts de sapin de 40 pieds de long et de 6 pieds de diamètre,1,,non,483077
mâts de sapin de 42 pieds de long et de 11 pieds de diamètre,1,,non,483077
"mâts de sapin de 44 pieds de long et de 13,5 pieds de diamètre",1,,non,483077
mâts de sapin de 45 à 50 pieds de long et de 15 pieds de diamètre,1,,non,483077
mâts de sapin de 45 pieds,2,,non,483077
mâts de sapin de 45 pieds de long et de 4 pieds de diamètre,1,,non,483077
mâts de sapin de 45 pieds de long et de 7 à 8 pieds de diamètre,1,,non,483077
mâts de sapin de 45 pieds de long sans mention de diamètre,1,,non,483077
mâts de sapin de 46 pieds de long et de 12 pieds de diamètre,1,,non,483077
mâts de sapin de 48 pieds,1,,non,483077
mâts de sapin de 48 pieds de long et de 6 à 7 pieds de diamètre,1,,non,483077
mâts de sapin de 48 pieds de long et de 8 pieds de diamètre,1,,non,483077
mâts de sapin de 48 pieds de long et de 9 pieds de diamètre,1,,non,483077
mâts de sapin de 5 palmes,1,,non,483077
mâts de sapin de 5 paumes,1,,non,483077
mâts de sapin de 50 à 55 pieds,1,,non,483077
mâts de sapin de 50 pieds,2,,non,483077
mâts de sapin de 50 pieds de long et de 10 à 12 pieds de diamètre,1,,non,483077
mâts de sapin de 50 pieds de long et de 16 pieds de diamètre,1,,non,483077
mâts de sapin de 54 pieds de long et de 15 pieds de diamètre,1,,non,483077
mâts de sapin de 54 pieds de long et de 16 pieds de diamètre,1,,non,483077
mâts de sapin de 55 pieds,3,,non,483077
mâts de sapin de 6 à 7 paumes de grosseur,1,,non,483077
mâts de sapin de 6 palmes,1,,non,483077
mâts de sapin de 60 pieds,1,,non,483077
mâts de sapin de 60 pieds de long et 5 pieds de diamètre,1,,non,483077
mâts de sapin de 60 pieds de long et de 10 pieds de diamètre,1,,non,483077
mâts de sapin de 60 pieds de long et de 12 pieds de diamètre,1,,non,483077
mâts de sapin de 60 pieds de longueur et 5 pieds de grosseur,0,,oui,483077
mâts de sapin de 7 palmes,1,,non,483077
mâts de sapin de 78 pieds,1,,non,483077
mâts de sapin de 8 à 12 paumes,1,,non,483077
mâts de sapin de 9 palmes,1,,non,483077
mâts de sapin et vergues de sapin,1,,non,483077
mâts de sapin gros,1,,non,483077
mâts de sapin moyens,1,,non,483077
mâts de vaisseaux,21,,non,483077
mâts de vaisseaux assortis,1,,non,483077
mâts de vaisseaux beaupré,1,,non,483077
mâts de vaisseaux de 71 pieds,1,,non,483077
mâts de vaisseaux de chêne,1,,non,483077
mâts de vaisseaux de misenne,1,,non,483077
mâts doubles,1,,non,483077
mâts en dessous de 8 paumes,1,,non,483077
mâts espars,1,,non,483077
mâts et espars de bois,2,,non,483077
mâts et matériaux de bois,2,,non,483077
mâts et planches de bois,1,,non,483077
mâts façonnés,1,,non,483077
mâts grands,6,,non,483077
mâts gros,1,,non,483077
mâts mâtereaux,16,,non,483077
mâts matières,4,,non,483077
mâts mâtures,26,,non,483077
mâts peints,2,,non,483077
mâts petits,51,,non,483077
mâts pour galère,1,,non,483077
mâts verts de 45 pieds,1,,non,483077
mâts...,1,,non,483077
matu,6,,non,483077
mâtures,13,,non,483077
mâtures complètes,6,,non,483077
mâtures complètes d'un grand vaisseau,1,,non,483077
mâtures complètes d'un vaisseau,0,,oui,483077
mâtures complètes en 21 pièces,1,,non,483077
mâtures d'un vaisseau consistante en 56 pièces,0,,oui,483077
mâtures de vaisseau,0,,oui,483077
mâtures de vaisseau complète de 21 pièces chaque,0,,oui,483077
mâtures de vaisseau complètes de 21 pièces chaque,0,,oui,483077
mâtures en 56 pièces,1,,non,483077
maugrebine,49,,non,483077
maune,1,,non,483077
maurelle,3,,non,483077
mauris,1,,non,483077
maurs,2,,non,483077
mautes à mulets,1,,non,483077
Mazamet,4,,non,483077
mazon,1,,non,483077
mecerie de bois,0,,oui,483077
mèche à mousquet,0,,oui,483077
mèche de chandelles flambeaux et lampes,0,,oui,483077
mèche de lampe,0,,oui,483077
mèches,64,,non,483077
mèches à canons,43,,non,483077
mèches à chandelle,5,,non,483077
mèches à flambeau,1,,non,483077
mèches à mousquet,1,,non,483077
mèches d'étoupes de chanvre ou de lin,4,,non,483077
mèches d'étoupes de fil de chanvre ou en lin,2,,non,483077
mèches de chandelles flambeaux et lampes,2,,non,483077
mèches de coton,1,,non,483077
mèches de coton pour chandelle,1,,non,483077
mèches de lampe,1,,non,483077
mèches de souffre,1,,non,483077
mèches de tarière et herminettes,1,,non,483077
mèches et soufre,1,,non,483077
mèches flambeaux et chandelles et lampes,0,,oui,483077
mèches soufrées,50,,non,483077
