goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
buege de fer,1,,non,483077
bufferie,1,,non,483077
buffets,3,,non,483077
buffets d'acajou,4,,non,483077
buffles,9,,non,483077
buffles de chamois,5,,non,483077
buffletin,1,,non,483077
bugnette,1,,non,483077
bugues d'argent,0,,oui,483077
bulbes et oignons,7,,non,483077
buldan,1,,non,483077
burail,17,,non,483077
burail de laine,3,Lainage,non,9470
burail de laine et étamine de laine,8,,non,483077
burat,54,,non,483077
burat d'Auvergne,3,,non,483077
burat de laine,1,,non,483077
burat de laine et de soie,1,,non,483077
bure,9,,non,483077
bure étoffe,1,,non,483077
bureau,40,,non,483077
bureau d'acajou,6,,non,483077
bureau de bois des Indes,1,,non,483077
bureau de chêne,1,,non,483077
bureau de marqueterie,1,,non,483077
bureau de noyer,4,,non,483077
bureau de sapin,9,,non,483077
bureau garni de cuivre doré,1,,non,483077
bureau verni,4,,non,483077
bures de sanglier,1,,non,483077
burmards et leurs poids,1,,non,483077
burre,0,,oui,483077
buses pour raffiner le sucre,1,,non,483077
busquière d'argent,1,,non,483077
busquière d'or et busquière d'argent,1,,non,483077
bustes de marbre,3,,non,483077
buvie,1,,non,483077
buzes,1,,non,483077
cabans de palme,2,,non,483077
cabans ou capotes,6,,non,483077
cabans pour café,1,,non,483077
cabarets,20,,non,483077
cabarets à café,0,,oui,483077
cabarets de bois vernis,3,,non,483077
cabarets de sapin,2,,non,483077
cabarets de sapin et de chêne,2,,non,483077
cabarets de sapin peints,1,,non,483077
cabarets des Indes,2,,non,483077
cabarets des Indes vernis,3,,non,483077
cabarets façon de la Chine,2,,non,483077
cabarets garnis,2,,non,483077
cabarets peints,2,,non,483077
cabarets pour café,9,,non,483077
cabarets pour thé,1,,non,483077
cabarets vernis,71,,non,483077
cabas,14,,non,483077
cabas d'auf,2,,non,483077
cabas d'espars,1,,non,483077
cabas de jonc,10,,non,483077
cabas de laine,1,,non,483077
cabas de palme,21,,non,483077
cabas de palme petits,2,,non,483077
cabestan,2,,non,483077
cabillaud,254,,non,483077
cabine de noyer,2,,non,483077
cabine de sapin,3,,non,483077
cabine peinte,3,,non,483077
cabinet,5,,non,483077
cabinet de bois de Faial,1,,non,483077
cabinet de bois peint,1,,non,483077
cabinet de bois vernis,1,,non,483077
cabinet de noyer,1,,non,483077
cabinet de sapin,3,,non,483077
cabinet du Japon,1,,non,483077
cabinet peint,5,,non,483077
cabinet verni,2,,non,483077
câble,23,,non,483077
câble assorti,1,,non,483077
câble de 12 pouces de grosseur,1,,non,483077
câble de chanvre,1,,non,483077
câble de navire,4,,non,483077
câble de navire moyen,1,,non,483077
câble neuf,2,,non,483077
câble vieux,2,,non,483077
câbleaux,1,,non,483077
caboches,51,,non,483077
caboches de fer,3,,non,483077
caboches de fer et clous,17,,non,483077
caboches de marbre,1,,non,483077
cabochon,1,,non,483077
cabosse,3,,non,483077
cabriolets,35,,non,483077
cabriolets de velours de Prusse,1,,non,483077
cabrions,1,,non,483077
cabrouets,5,,non,483077
cabrouets complets,1,,non,483077
cacao,2108,,non,483077
cacao avarié,1,,non,483077
cacao broyé,21,,non,483077
cacao brut,10,,non,483077
cacao brut des entrepôts,1,,non,483077
cacao de Caracas,66,,non,483077
cacao de Guyaquil,1,,non,483077
cacao des Îles,28,,non,483077
cacao du Maranhão,16,,non,483077
cacao en graine,12,,non,483077
cacao en pâte,1,,non,483077
cacao et café et sucre,12,,non,483077
cacao et chocolat,8,,non,483077
cacao étranger,4,,non,483077
cache,1,,non,483077
cachets d'argent,1,,non,483077
cachets de cuivre,1,,non,483077
cachets dorés,2,,non,483077
cachou,42,,non,483077
cachou brut,5,,non,483077
cachou maron,0,,oui,483077
cachou marron,1,,non,483077
cadeas,0,,oui,483077
cadeau,1,,non,483077
cadeligue de laine,1,Lainage,non,9470
cadenas,61,,non,483077
cadenas de fer,9,,non,483077
cadenas petits,2,,non,483077
cadis,102,,non,483077
cadis de coton ratiné,1,,non,483077
cadis de Givaudan,1,,non,483077
cadis de Montauban,1,,non,483077
cadis rouge,1,,non,483077
cadisson,1,,non,483077
cadot,2,,non,483077
cadrans d'horloge,1,,non,483077
cadrans de montres,1,,non,483077
cadres,1,,non,483077
cadres de bois,7,,non,483077
cadres de bois doré,1,,non,483077
cadres de miroirs,1,,non,483077
cadres dorés,8,,non,483077
cadres dorés et tableaux,1,,non,483077
cadres neufs,1,,non,483077
cadres petits avec leurs verres,1,,non,483077
cadres pour carder,1,,non,483077
cadres pour tableaux,1,,non,483077
cafas,1,,non,483077
café,1682,,non,483077
café avarié,4,,non,483077
café commun,14,,non,483077
café commun du Levant,2,,non,483077
café d'Amérique,55,,non,483077
café de Bourbon,219,,non,483077
café de la Dominique,1,,non,483077
café de la Martinique,20,,non,483077
café de Moka,233,,non,483077
café de Moka avarié,2,,non,483077
café des entrepôts,1,,non,483077
café des Indes,1502,,non,483077
café du Levant,106,,non,483077
café en parchemin,19,,non,483077
café entré par Bordeaux et Le Havre,1,,non,483077
café et cacao,10,,non,483077
café et provisions,1,,non,483077
café et sucre et thé,10,,non,483077
café ordinaire,1,,non,483077
café pour Genève,1,,non,483077
café pur,2,,non,483077
café trié,2,,non,483077
cafetière de cuivre,0,,oui,483077
cafetière de fer-blanc,0,,oui,483077
cafetières,50,,non,483077
cafetières d'étain,1,,non,483077
cafetières de cuivre,25,,non,483077
cafetières de cuivre rouge,1,,non,483077
cafetières de fer-blanc,3,,non,483077
cafetières de métal,11,,non,483077
cafetières du Levant,1,,non,483077
cafetières en or,1,,non,483077
cafetou de fer,1,,non,483077
caffart,8,,non,483077
caffart blanc,1,,non,483077
caffart carpette et ligatures,4,,non,483077
caffart de damas,6,,non,483077
caffart de laine,1,,non,483077
caffatines,2,,non,483077
cages,3,,non,483077
cages d'oiseaux,0,,oui,483077
cages de poules,0,,oui,483077
cages pour oiseaux,9,,non,483077
cages pour perroquets,2,,non,483077
cages pour poules,1,,non,483077
cahouannes,10,,non,483077
cailles,4,,non,483077
cailloux,1,,non,483077
cailloux à faïence ou porcelaine,2,,non,483077
cailloux et sable à faïence ou porcelaine,2,,non,483077
caisse,3,,non,483077
caisse à carafons,1,,non,483077
caisse à finance,2,,non,483077
caisse de berline et train,1,,non,483077
caisse de carrosses,1,,non,483077
caisse de liège,1,,non,483077
caisse de sapin,9,,non,483077
caisse et têtes de carton,1,,non,483077
caisse vide,2,,non,483077
caissettes pour balz,1,,non,483077
cal d'artichaut,1,,non,483077
caladaris,66,,non,483077
caladaris des Indes,3,,non,483077
calames,1,,non,483077
calamine,24,,non,483077
calamine grillée,1,,non,483077
calamine grillée pulvérisée ou non et zinc,4,,non,483077
calamine pierres calaminaires et zinc,2,,non,483077
calamus,9,,non,483077
calamus aromaticus,5,,non,483077
calandrine,1,,non,483077
calaurure,1,,non,483077
calbas,4,,non,483077
calebasses vides,1,,non,483077
calèches,2,,non,483077
caleçons,2,,non,483077
calenderis,1,,non,483077
caliatour moulu,0,,oui,483077
calice d'argent,1,,non,483077
calicot,1,,non,483077
calicot et toile de coton blancs et écrus,1,,non,483077
calicot et toile de coton imprimés et teints,1,,non,483077
calicots et percale de coton blanc,1,,non,483077
callemande,383,,non,483077
callemande aune,1,,non,483077
callemande d'Amiens,4,,non,483077
callemande de laine,45,Lainage,non,9470
callemande de laine noire,1,,non,483077
callemande de Lille,2,,non,483077
callemande de poil,130,,non,483077
callemande des prises,1,,non,483077
callemande étroite de laine,1,,non,483077
callemande noire,1,,non,483077
callemande ordinaire,1,,non,483077
callemande pièces de 30 aunes,1,,non,483077
calmotte,1,,non,483077
calotte,1,,non,483077
calotte de papier,1,,non,483077
calotte de peau divine,1,,non,483077
calotte de prêtre,2,,non,483077
calotte et sacs de papier,1,,non,483077
calotte hollandaise,1,,non,483077
calpo baljainum,1,,non,483077
cambaye,3,,non,483077
cambaye à grands carreaux,1,,non,483077
cambouis,1,,non,483077
Cambrai,0,,oui,483077
camelot,228,,non,483077
camelot à mi-soie,6,,non,483077
camelot à peu de soie,13,,non,483077
camelot au quart,3,,non,483077
camelot au sixième de soie,3,,non,483077
camelot au-dessous du sixième de soie,1,,non,483077
camelot aune,1,,non,483077
camelot avec soie,4,,non,483077
camelot burail,6,,non,483077
camelot d'Amiens,24,,non,483077
camelot d'Angleterre,1,,non,483077
camelot d'Angleterre et de Hollande,12,,non,483077
camelot d'angora,1,,non,483077
camelot d'Auvergne,12,,non,483077
camelot de Bruxelles,4,,non,483077
camelot de burail,1,,non,483077
camelot de Chine,2,,non,483077
camelot de coton,1,,non,483077
camelot de Douai,2,,non,483077
camelot de France,3,,non,483077
camelot de Hollande,5,,non,483077
camelot de laine,239,Lainage,non,9470
camelot de laine écru,1,,non,483077
camelot de laine et de poil,2,,non,483077
camelot de laine et de soie,28,,non,483077
camelot de laine et soie,2,,non,483077
camelot de laine étroit,6,,non,483077
camelot de laine faille,4,,non,483077
camelot de laine large,8,,non,483077
camelot de laine petit dit de Berlin,1,,non,483077
camelot de Lille,12,,non,483077
camelot de Lille de soie,1,,non,483077
camelot de Lille et autres,8,,non,483077
camelot de poil,185,,non,483077
camelot de poil de chèvre,2,,non,483077
camelot de poil de laine,12,,non,483077
camelot de poil et de soie,11,,non,483077
camelot de poil fin,1,,non,483077
camelot de Smyrne,2,,non,483077
camelot de soie,42,,non,483077
camelot de terrine,1,,non,483077
camelot des Indes,4,,non,483077
camelot écarlate,11,,non,483077
camelot et burail de laine,2,,non,483077
camelot et étamine,1,,non,483077
camelot et panne de laine,1,,non,483077
camelot fil et soie,1,,non,483077
camelot fin,2,,non,483077
camelot gaufré,1,,non,483077
camelot jaspé,1,,non,483077
camelot petit dit Berlin,1,,non,483077
camelot rayé,1,,non,483077
cameramain,1,,non,483077
camion à garnir voiture,1,,non,483077
camisoles,12,,non,483077
camisoles de laine,3,,non,483077
camisoles de toile,1,,non,483077
camisoles et casaques,2,,non,483077
camisoles et redingotes,7,,non,483077
camisoles pour nègre,1,,non,483077
camomille,1,,non,483077
Campêche,1,,non,483077
camphre,292,,non,483077
camphre brut,21,,non,483077
camphre brut et raffiné,2,,non,483077
camphre raffiné,44,,non,483077
canades,1,,non,483077
canapé,10,,non,483077
canapé de canne,1,,non,483077
canapé de cuir de Russie,1,,non,483077
canapé de maroquin et tables à jouer,1,,non,483077
canapé de taffetas,1,,non,483077
canardières,1,,non,483077
canards,13,,non,483077
canards en vie,1,,non,483077
canaris,1,,non,483077
canaris ou serins,1,,non,483077
canaux,1,,non,483077
candetas,1,,non,483077
cane,1,,non,483077
cane garnie,2,,non,483077
caneffas,1,,non,483077
canefice,578,,non,483077
canefice des prises,1,,non,483077
canefice en café,1,,non,483077
canefice raffiné,1,,non,483077
caneficier,1,,non,483077
canelle (étoffe),1,,non,483077
canena,1,,non,483077
canepre,1,,non,483077
canerelles,1,,non,483077
canetilles d'or faux,0,,oui,483077
canettes des Indes,1,,non,483077
canevas,74,,non,483077
canevas à 15 sols l'aune,1,,non,483077
canevas de fil,2,,non,483077
canevas gommée,3,,non,483077
canevas tracé,7,,non,483077
canevettes,43,,non,483077
canevettes à flacons,1,,non,483077
canevettes de grès,15,,non,483077
canevettes de grès de 6 flacons,1,,non,483077
canevettes ou caisse de 6 flacons pour la traite,2,,non,483077
canevettes ou caisse de 6 flcons pour la traite,0,,oui,483077
canevettes vides,2,,non,483077
canifs,2,,non,483077
caniques,1,,non,483077
canne à main,0,,oui,483077
cannelle,1330,,non,483077
cannelle commune,18,,non,483077
cannelle commune des entrepôts,1,,non,483077
cannelle commune et cassia,1,,non,483077
cannelle commune hors d'Europe,1,,non,483077
cannelle de bois,4,,non,483077
cannelle de bois pour tamis,1,,non,483077
cannelle de Chine,1,,non,483077
cannelle de fleurs,1,,non,483077
cannelle de grès,1,,non,483077
cannelle des Indes,2,,non,483077
cannelle et girofle et poivre,1,,non,483077
cannelle et girofle et poivre etc,1,,non,483077
cannelle et poivre,1,,non,483077
cannelle fine,9,,non,483077
cannelle fine des entrepôts,1,,non,483077
cannelle giroflée,11,,non,483077
cannelle malte,4,,non,483077
cannelle ocyrez,1,,non,483077
cannelle ordinaire,3,,non,483077
cannelle sauvage,6,,non,483077
cannelles de cuivre pour tonneaux,1,,non,483077
cannes,27,,non,483077
cannes à faire chaise,1,,non,483077
cannes à main,95,,non,483077
cannes à pêcher,1,,non,483077
cannes à pommes d'argent,1,,non,483077
cannes à pommes d'or,12,,non,483077
cannes à pommes d'or ayant servi,1,,non,483077
cannes de bambous,4,,non,483077
cannes de bois,3,,non,483077
cannes de bois montées et non montées,1,,non,483077
cannes de bois vernis,1,,non,483077
cannes de jonc,12,,non,483077
cannes de jonc ou roseau,1,,non,483077
cannes de roseau,8,,non,483077
cannes de terre,2,,non,483077
cannes dites genettes,1,,non,483077
cannes en brochettes,1,,non,483077
cannes en canon,1,,non,483077
cannes et bâtons vernis,1,,non,483077
cannes garnies,1,,non,483077
cannes vernies,2,,non,483077
cannetilles,2,,non,483077
cannetilles d'argent et d'or,1,,non,483077
cannetilles d'or faux,1,,non,483077
cannette de grès et de terre,1,,non,483077
cannettes,13,,non,483077
cannettes à faïence,1,,non,483077
cannettes d'étain,16,,non,483077
cannettes de ???,1,,non,483077
cannettes de faïence,3,,non,483077
cannettes de grès,171,,non,483077
cannettes de grès couvertes d'étain,2,,non,483077
cannettes de marbre,1,,non,483077
cannettes de sapin,1,,non,483077
cannettes de terre,37,,non,483077
cannettes et leurs flacons,1,,non,483077
cannettes ocyrez,1,,non,483077
cannettes ou marbre,1,,non,483077
cannettes ou marbre pour la Compagnie des Indes,1,,non,483077
cannettes ou marbre pour le Compagnie des Indes,0,,oui,483077
canonnières de cantil,2,,non,483077
canons,20,,non,483077
canons de 12 livres,1,,non,483077
canons de 18 livres,1,,non,483077
canons de 2 livres,1,,non,483077
canons de 3 livres,2,,non,483077
canons de 4 livres,5,,non,483077
canons de 6 pieds,1,,non,483077
canons de bronze,2,,non,483077
canons de bronze d'une demi livre,1,,non,483077
canons de différents calibres,1,,non,483077
canons de fer,304,,non,483077
canons de fer avec leurs affûts,2,,non,483077
canons de fer brisés et rompus,1,,non,483077
canons de fer de 12 livres,3,,non,483077
canons de fer de 18 à 24 livres,2,,non,483077
canons de fer de 18 et 30 livres,1,,non,483077
canons de fer de 18 livres,1,,non,483077
canons de fer de 2 livres,3,,non,483077
canons de fer de 3 à 4 livres,1,,non,483077
canons de fer de 3 livres,3,,non,483077
canons de fer de 3 livres de balle,0,,oui,483077
canons de fer de 4 livres,12,,non,483077
canons de fer de 6 livres,6,,non,483077
canons de fer de 8 livres,2,,non,483077
canons de fer de 9 livres,1,,non,483077
canons de fer et balles de fer,1,,non,483077
canons de fer petits,2,,non,483077
canons de fer vieux,3,,non,483077
canons de feu de 4 livres,1,,non,483077
canons de filoselle,2,,non,483077
canons de fonte,18,,non,483077
canons de fonte petit,1,,non,483077
canons de fusils,28,,non,483077
canons de fusils vieux,2,,non,483077
canons de métal,1,,non,483077
canons de métal de 12 livres,0,,oui,483077
canons de vieux mousquets,1,,non,483077
canons et affûts,1,,non,483077
canot neuf,1,,non,483077
canouane,0,,oui,483077
cantharides,354,,non,483077
cantharides et cloportes,2,,non,483077
cantharides ou mouches d'Espagne,1,,non,483077
cantines,1,,non,483077
cantines de cuir,1,,non,483077
canules,1,,non,483077
canyolore,3,,non,483077
caoutchouc,3,,non,483077
capalme,1,,non,483077
caparaçons,6,,non,483077
caparaçons de peau,1,,non,483077
capeabas,1,,non,483077
caperies,1,,non,483077
capes,8,,non,483077
capes cabas,1,,non,483077
capes de camelot,3,,non,483077
capes du Béarn,1,,non,483077
capies,3,,non,483077
capillaire,28,,non,483077
capillaire du Canada,1,,non,483077
capillaire en herbes,137,,non,483077
capillaire verte,1,,non,483077
capiton,10,,non,483077
capiton de soie,1,,non,483077
capons,1,,non,483077
capot,3,,non,483077
capot et casaques,2,,non,483077
capotes,13,,non,483077
capotes de drap,1,,non,483077
capotes de drap gros,1,,non,483077
capotes de marrègue,1,,non,483077
capotes et chemises casaques,1,,non,483077
capots,138,,non,483077
capots (draps),1,,non,483077
capots à nègre,1,,non,483077
capots de laine,1,,non,483077
câpres,902,,non,483077
câpres au vinaigre,4,,non,483077
câpres communes,3,,non,483077
câpres communes confits,1,,non,483077
câpres confits,3,,non,483077
câpres confits au vinaigre,1,,non,483077
câpres cornichons et olives,10,,non,483077
câpres d'Espagne,1,,non,483077
câpres et cornichons au vinaigre,5,,non,483077
câpres et olive,1,,non,483077
câpres et olives,1,,non,483077
câpres fines,4,,non,483077
câpres gousses,1,,non,483077
câpres grosses,1,,non,483077
câpres marinées,5,,non,483077
câpres non marinées,4,,non,483077
câpres salées et au vinaigre,1,,non,483077
capris,4,,non,483077
