line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,valeur calculée,value,,,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
4671,Local,1768,Nantes,,D'Hollande,Imports,Cloux de fer,,,"340,8",,,,,1136,livres,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4672,Local,1768,Nantes,,D'Hollande,Imports,Colle forte,,,"7629,75",,,,,16955,livres,"0,45",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4673,Local,1768,Nantes,,D'Hollande,Imports,coros,,,3690,,,,,410,pièces,9,Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4674,Local,1768,Nantes,,D'Hollande,Imports,couperose,,,28659,,,,,95530,livres,"0,0625",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4675,Local,1768,Nantes,,D'Hollande,Imports,Couteaux flamants ,,,"13975,5",,,,,9317,douzaine,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4676,Local,1768,Nantes,,D'Hollande,Imports,Couteaux de table,,,1320,,,,,660,livres,2,Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4677,Local,1768,Nantes,,D'Hollande,Imports,Crême de tartre,,,"178,5",,,,,510,livres,"0,35",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4678,Local,1768,Nantes,,D'Hollande,Imports,cricks  ,,,1512,,,,,84,en nombre,18,Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4678,Local,1768,Nantes,,D'Hollande,Imports,crins  ,,,804,,,,,804,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4679,Local,1768,Nantes,,D'Hollande,Imports,cuivre brut,,,"32748,1",,,,,29771,livres,"1,1",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4680,Local,1768,Nantes,,D'Hollande,Imports,cuivre en fourrure,,,"11951,8",,,,,8537,livres,"1,4",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4681,Local,1768,Nantes,,D'Hollande,Imports,cuivre ouvré,,,"22243,2",,,,,13902,livres,"1,6",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4682,Local,1768,Nantes,,D'Hollande,Imports,cumin,,,"22,5",,,,,150,livres,"0,15",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,,,,,,,,,,
4683,Local,1768,Nantes,,D'Hollande,Imports,dictionnaires,,,20,,,,,2,en nombre,10,Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4684,Local,1768,Nantes,,D'Hollande,Imports,epicerie,,,"5149,2",,,,,2452,livres,"2,1",Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4685,Local,1768,Nantes,,D'Hollande,Imports,esprots  ,,,4,,,,,4,en nombre,1,Nantes -- 1768 -- Imports -- AD44_C717,,5,,,,,,,,0,,,,,,,,,
4686,Local,1768,Nantes,,D'Hollande,Imports,etaim en bloc,,,1176,,,,,1568,livres,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4687,Local,1768,Nantes,,D'Hollande,Imports,fer en barres,,,64116,,,,,427440,livres,"0,15",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4688,Local,1768,Nantes,,D'Hollande,Imports,fer blanc simple,,,5000,,,,,40,baril,125,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4689,Local,1768,Nantes,,D'Hollande,Imports,fer en botes de cercles,,,91329,,,,,130470,livres,"0,225",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4690,Local,1768,Nantes,,D'Hollande,Imports,fer en étaux,,,"151,2",,,,,252,livres,"0,6",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4691,Local,1768,Nantes,,D'Hollande,Imports,fer en etuves,,,690,,,,,6900,livres,"0,1",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4692,Local,1768,Nantes,,D'Hollande,Imports,fer en flaux,,,,270,,,,,,,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,270,,,,,,,,,
4693,Local,1768,Nantes,,D'Hollande,Imports,fer en pllauqes,,,2680,,,,,3350,livres,"0,0875",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4694,Local,1768,Nantes,,D'Hollande,Imports,fer en platines,,,"497,25",,,,,3315,livres,"0,15",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4695,Local,1768,Nantes,,D'Hollande,Imports,fer en Poëles à frire et en taule,,,15288,,,,,43680,livres,"0,35",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4696,Local,1768,Nantes,,D'Hollande,Imports,fer en serrures,,,"25,2",,,,,21,en nombre,"1,2",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4697,Local,1768,Nantes,,D'Hollande,Imports,fil de fer,,,11655,,,,,23310,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4698,Local,1768,Nantes,,D'Hollande,Imports,flacons de rechange,,,"10,4",,,,,52,en nombre,"0,2",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4699,Local,1768,Nantes,,D'Hollande,Imports,fromage d'hollande,,,"121609,8",,,,,405366,livres,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4700,Local,1768,Nantes,,D'Hollande,Imports,garance,,,"56254,2",,,,,93757,livres,"0,6",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4701,Local,1768,Nantes,,D'Hollande,Imports,gaudron,,,3825,,,,,225,baril,17,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4702,Local,1768,Nantes,,D'Hollande,Imports,gentianne,,,120,,,,,200,livres,"0,125",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4703,Local,1768,Nantes,,D'Hollande,Imports,geroffle,,,15687,,,,,1743,livres,9,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4704,Local,1768,Nantes,,D'Hollande,Imports,gomme de Cèdre,,,7815,,,,,7815,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4705,Local,1768,Nantes,,D'Hollande,Imports,graine d’anis,,,296,,,,,1480,livres,"0,2",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4706,Local,1768,Nantes,,D'Hollande,Imports,graine de choux,,,"70,5",,,,,94,livres,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4707,Local,1768,Nantes,,D'Hollande,Imports,graine de Lin,,,177,,,,,354,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4708,Local,1768,Nantes,,D'Hollande,Imports,gruau,,,"191,4",,,,,319,livres,"0,125",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4709,Local,1768,Nantes,,D'Hollande,Imports,Guinée,,,59424,,,,,2476,piece,24,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4710,Local,1768,Nantes,,D'Hollande,Imports,harans sors,,,"3142,5",,,,,10475,livres,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4711,Local,1768,Nantes,,D'Hollande,Imports,herbes capillaires,,,181,,,,,181,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4712,Local,1768,Nantes,,D'Hollande,Imports,pendule,,,40,,,,,1,pièces,40,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4713,Local,1768,Nantes,,D'Hollande,Imports,huile de lin,,,"17601,5",,,,,50290,livres,"0,35",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4714,Local,1768,Nantes,,D'Hollande,Imports,huile de poisson,,,"2324,5",,,,,9298,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4715,Local,1768,Nantes,,D'Hollande,Imports,huile de rabete,,,13344,,,,,44480,livres,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4716,Local,1768,Nantes,,D'Hollande,Imports,jalap,,,1194,,,,,597,livres,2,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4717,Local,1768,Nantes,,D'Hollande,Imports,jambons,,,1542,,,,,3084,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4718,Local,1768,Nantes,,D'Hollande,Imports,inde  ,,,21828,,,,,1819,livres,12,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4719,Local,1768,Nantes,,D'Hollande,Imports,indienne,,,6500,,,,,250,pièces,26,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4720,Local,1768,Nantes,,D'Hollande,Imports,liens de fil,,,1476,,,,,738,livres,2,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4721,Local,1768,Nantes,,D'Hollande,Imports,limes,,,"781,2",,,,,2232,livres,"0,35",Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4722,Local,1768,Nantes,,D'Hollande,Imports,limeneas,,,22048,,,,,848,pièces,26,Nantes -- 1768 -- Imports -- AD44_C717,,6,,,,,,,,0,,,,,,,,,
4723,Local,1768,Nantes,,D'Hollande,Imports,Lin cru,,,"30851,5",,,,,61703,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4724,Local,1768,Nantes,,D'Hollande,Imports,litarge,,,"161,5",,,,,646,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4725,Local,1768,Nantes,,D'Hollande,Imports,marchandises melées,,,0,886,,,,,,,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,886,,,,,,,,,
4726,Local,1768,Nantes,,D'Hollande,Imports,matures,,,0,800,,,,,,,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,800,,,,,,,,,
4727,Local,1768,Nantes,,D'Hollande,Imports,Mercerie,,,2994,,,,,1497,livres,2,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4728,Local,1768,Nantes,,D'Hollande,Imports,Mine de Plomb,,,3500,,,,,14000,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4729,Local,1768,Nantes,,D'Hollande,Imports,Moulins à Caffé,,,1935,,,,,1290,livres,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4730,Local,1768,Nantes,,D'Hollande,Imports,Muscades,,,12782,,,,,1826,livres,7,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4731,Local,1768,Nantes,,D'Hollande,Imports,nicaneas ,,,2250,,,,,100,pièces,"22,5",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4732,Local,1768,Nantes,,D'Hollande,Imports,Orge mondée,,,1779,,,,,5930,livres,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4733,Local,1768,Nantes,,D'Hollande,Imports,Ozpin,,,"30,3",,,,,101,livres,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4734,Local,1768,Nantes,,D'Hollande,Imports,Papier blanc,,,5375,,,,,"537,5",rames,10,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4735,Local,1768,Nantes,,D'Hollande,Imports,pareira brava,,,#VALEUR !,,,,,150,livres,inconnu,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4736,Local,1768,Nantes,,D'Hollande,Imports,pelles terrées,,,"322,5",,,,,215,en nombre,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4737,Local,1768,Nantes,,D'Hollande,Imports,pied d’élan,,,75,,,,,30,livres,"2,5",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4738,Local,1768,Nantes,,D'Hollande,Imports,piment,,,"3732,4",,,,,5332,livres,"0,7",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4739,Local,1768,Nantes,,D'Hollande,Imports,pipes à fumer,,,"9369,5",,,,,2677,grosses,"3,5",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4740,Local,1768,Nantes,,D'Hollande,Imports,planches de sapin,,,"2148,75",,,,,2865,en nombre,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4741,Local,1768,Nantes,,D'Hollande,Imports,platre,,,225,,,,,25,monts,9,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4742,Local,1768,Nantes,,D'Hollande,Imports,Plomb en saumon,,,1145,,,,,4580,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4743,Local,1768,Nantes,,D'Hollande,Imports,Poivre,,,"29030,4",,,,,18144,livres,"1,6",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4744,Local,1768,Nantes,,D'Hollande,Imports,Poix,,,277,,,,,2770,livres,"0,1",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4745,Local,1768,Nantes,,D'Hollande,Imports,populeum,,,1304,,,,,652,livres,2,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4746,Local,1768,Nantes,,D'Hollande,Imports,poterie de grez barbançon,,,"312,5",,,,,250,en nombre,"1,25",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4747,Local,1768,Nantes,,D'Hollande,Imports,poterie de grez diverses,,,187,,,,,3740,livres,"0,05",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4748,Local,1768,Nantes,,D'Hollande,Imports,Poudre à feu,,,8005,,,,,8005,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4749,Local,1768,Nantes,,D'Hollande,Imports,Quincaille,,,"10315,5",,,,,13754,livres,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4750,Local,1768,Nantes,,D'Hollande,Imports,Rasade,,,"22934,4",,,,,19112,livres,"1,2",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4751,Local,1768,Nantes,,D'Hollande,Imports,rave à pecher,,,16310,,,,,466,baril,35,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4752,Local,1768,Nantes,,D'Hollande,Imports,rhubarbe,,,775,,,,,155,livres,5,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4753,Local,1768,Nantes,,D'Hollande,Imports,ris,,,9154,,,,,45770,livres,"0,2",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4754,Local,1768,Nantes,,D'Hollande,Imports,saffre,,,89,,,,,89,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4755,Local,1768,Nantes,,D'Hollande,Imports,salsepareille,,,"2769,75",,,,,1231,livres,"2,25",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4756,Local,1768,Nantes,,D'Hollande,Imports,Sang de Dragon,,,400,,,,,100,livres,4,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4757,Local,1768,Nantes,,D'Hollande,Imports,sené,,,900,,,,,450,livres,2,Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4758,Local,1768,Nantes,,D'Hollande,Imports,savons noir,,,"208,2",,,,,694,livres,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4759,Local,1768,Nantes,,D'Hollande,Imports,sassafras,,,15,,,,,150,livres,"0,1",Nantes -- 1768 -- Imports -- AD44_C717,,7,,,,,,,,0,,,,,,,,,
4760,Local,1768,Nantes,,D'Hollande,Imports,sel de saturne,,,"72,9",,,,,486,livres,"0,15",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4761,Local,1768,Nantes,,D'Hollande,Imports,sel d’ipsum,,,242,,,,,484,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4762,Local,1768,Nantes,,D'Hollande,Imports,Souffre,,,"276,9",,,,,2769,livres,"0,1",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4763,Local,1768,Nantes,,D'Hollande,Imports,Sublime,,,224,,,,,32,livres,7,Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4764,Local,1768,Nantes,,D'Hollande,Imports,suif,,,19000,,,,,1900,livres,10,Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4765,Local,1768,Nantes,,D'Hollande,Imports,tapsel,,,"2137,5",,,,,95,livres,"22,5",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4766,Local,1768,Nantes,,D'Hollande,Imports,toile coutil,,,120,,,,,120,aulnes,1,Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4767,Local,1768,Nantes,,D'Hollande,Imports,Toile à voile,,,"7122,15",,,,,7497,livres,"0,95",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4768,Local,1768,Nantes,,D'Hollande,Imports,tournesol,,,"48,9",,,,,163,livres,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4769,Local,1768,Nantes,,D'Hollande,Imports,toutenague,,,150,,,,,100,livres,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4770,Local,1768,Nantes,,D'Hollande,Imports,Vermillon,,,"985,5",,,,,219,livres,"4,5",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4771,Local,1768,Nantes,,D'Hollande,Imports,Vin,,,100,,,,,100,bouteille,1,Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4772,Local,1768,Nantes,,D'Hollande,Imports,Vitriol,,,48,,,,,60,livres,"0,8",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4773,Local,1768,Nantes,,D'Hollande,Imports,yeux d'ecrevisse,,,280,,,,,140,livres,2,Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4774,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Arcenic,,,135,,,,,540,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4775,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Amidon,,,1470,,,,,2100,livres,"0,7",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4776,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Armes à feu,,,495,,,,,550,livres,"0,9",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4777,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,azur,,,"6378,75",,,,,8505,livres,"0,75",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4778,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,bazin,,,836,,,,,38,pièces,22,Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4779,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,beuf fumé,,,"2155,5",,,,,2395,livres,"0,9",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4780,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,bois merrain à barriques,,,1830,,,,,6100,en nombre,"0,3",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4781,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,bois merrain à pipes,,,36150,,,,,60250,en nombre,"0,6",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4782,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,bois  bourdille,,,310,,,,,620,en nombre,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4783,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,bray gras,,,204,,,,,12,baril,17,Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4784,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,briquets,,,"558,4",,,,,698,livres,"0,8",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4785,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,chanvre cru,,,76950,,,,,307800,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4786,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,chevrons de sapin,,,20,,,,,20,en nombre,1,Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4787,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,couperoze,,,"1572,5",,,,,25160,livres,"0,0625",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4788,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Cuirs de Russie,,,2022,,,,,1348,livres,"1,5",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4789,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Cuivre Brut,,,"3856,6",,,,,3506,livres,"1,1",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4790,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Cuivre jaune,,,"29639,4",,,,,21171,livres,"1,4",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4791,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Cuivre en planches,,,"28396,2",,,,,20283,livres,"1,4",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4792,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,fer en barres,,,7950,,,,,53000,livres,"0,15",Nantes -- 1768 -- Imports -- AD44_C717,,8,,,,,,,,0,,,,,,,,,
4793,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,fer blanc double,,,375,,,,,3,baril,125,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4794,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,fer blanc simple,,,53250,,,,,426,baril,125,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4795,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,fer noir simple,,,1500,,,,,12,baril,125,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4796,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,gaudron,,,5440,,,,,320,baril,17,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4797,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Graine de Lin,,,1134,,,,,2268,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4798,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,guinée,,,10872,,,,,453,pièces,24,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4799,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Huile de Poisson,,,265,,,,,1060,livres,"0,25",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4800,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,indienne,,,9880,,,,,380,pièces,26,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4801,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Laine en Suin,,,254435,,,,,254435,livres,1,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4802,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,limeneas,,,21554,,,,,829,pièces,26,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4803,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,Lin Cru,,,"68842,5",,,,,137685,livres,"0,5",Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4804,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,marchandises melées,,,0,256,,,,,,,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,256,,,,,,,,,
4805,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,mats,,,2800,,,,,28,en nombre,100,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
4806,Local,1768,Nantes,,Du Nord qui comprend les villes Anzéatiques,Imports,matreaux de 25 pied,,,1005,,,,,67,en nombre,15,Nantes -- 1768 -- Imports -- AD44_C717,,9,,,,,,,,0,,,,,,,,,
