numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,remarks
120,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Orange,Marseille,Piemont,4,charges,3,
121,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Poisson salé,Marseille,Piemont,15200,livres,"0,2",
122,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Poivre,Marseille,Piemont,2,livres,"0,55",
123,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Ris,Marseille,Piemont,153750,livres,"0,075",
124,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Rossoly,Marseille,Piemont,440,bouteilles,"0,4",
125,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Sardines ,Marseille,Piemont,195,barils,3,
126,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Veaux de lait,Marseille,Piemont,16,en nombre,15,
127,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Vermichel,Marseille,Piemont,69675,livres,"0,15",
128,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Vin,Marseille,Piemont,1,charges,5,
129,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Vinaigre,Marseille,Piemont,1,charges,"2,5",
130,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Acier,Marseille,Piemont,25,livres,"0,2",
131,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Arquifou,Marseille,Piemont,7750,livres,"0,09",
132,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Auf,Marseille,Piemont,200,livres,"0,025",
133,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Bourres de bœuf,Marseille,Piemont,700,livres,"0,05",
134,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Bois de campet,Marseille,Piemont,175,livres,"0,09",
135,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Cheveux communs,Marseille,Piemont,24,livres,4,
136,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Chanvre peigné,Marseille,Piemont,240,livres,"0,42",
137,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Chanvre batu,Marseille,Piemont,43450,livres,"0,16",
138,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Chanvre cru,Marseille,Piemont,29225,livres,"0,11",
139,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Cuivre vieux,Marseille,Piemont,450,livres,"0,75",
140,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Cercles de tonneaux,Marseille,Piemont,223,rodes,"0,5",
141,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Cercles a tamis,Marseille,Piemont,425,livres,"0,4",
142,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Douves a tonneaux,Marseille,Piemont,5,charges,4,
143,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Etoupe,Marseille,Piemont,1050,livres,"0,07",
144,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Esclapes de bois,Marseille,Piemont,2,charges,4,
145,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Fer en bandes,Marseille,Piemont,3100,livres,"0,2",
146,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Fer vieux,Marseille,Piemont,100,livres,"0,04",
147,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,fauquieres,Marseille,Piemont,2,douzaines ,3,
148,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Goudron,Marseille,Piemont,11375,livres,"0,07",
149,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Graine de ver a soie,Marseille,Piemont,1,livres,12,
150,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Graine de jardin,Marseille,Piemont,100,livres,"0,4",
151,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Graine de chanvre,Marseille,Piemont,9800,livres,"0,04",
152,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Galles légères,Marseille,Piemont,7650,livres,"0,2",
153,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Huille de noix,Marseille,Piemont,55,livres,"0,18",
154,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Laine pellade,Marseille,Piemont,830,livres,"0,2",
155,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Laine surge,Marseille,Piemont,1860,livres,"0,18",
156,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Linge vieux a faire papier,Marseille,Piemont,14350,livres,"0,04",
157,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Peaux de veau en poil,Marseille,Piemont,1600,livres,"0,33",
158,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Peaux de mouton en laine,Marseille,Piemont,100,en nombre,"0,4",
159,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Peaux de chien de mer,Marseille,Piemont,365,livres,"0,35",
160,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Platre,Marseille,Piemont,352,charges,"0,3",
161,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Platre,Marseille,Piemont,185,quintaux,"0,15",
162,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Pierres d'ardoises,Marseille,Piemont,2,en nombre,2,
163,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Planches de sapin,Marseille,Piemont,"43,5",douzaines ,6,
164,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Rognures de peau,Marseille,Piemont,40,livres,"0,025",
165,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Souffre,Marseille,Piemont,175,livres,"0,08",
166,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Soude,Marseille,Piemont,3000,livres,"0,0325",
167,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Verre cassé,Marseille,Piemont,1000,livres,"0,025",
168,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Bougie de cire,Marseille,Piemont,25,livres,"1,3",
169,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Barils vuides,Marseille,Piemont,220,en nombre,"0,18",
170,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Couvertures de laine,Marseille,Piemont,30,livres,"0,64",
171,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Cordeillas de Piemont,Marseille,Piemont,"1,5",pièces,50,
172,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Chemises de Riello de chanvre,Marseille,Piemont,,,15,
173,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Coton filé,Marseille,Piemont,23,livres,"0,75",
174,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Cuir tanné,Marseille,Piemont,40,livres,"0,35",
175,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Cordages de chanvre,Marseille,Piemont,6725,livres,"0,16",
176,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Chandelles,Marseille,Piemont,50,livres,"0,35",
177,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Chapeaux de paille,Marseille,Piemont,22,en nombre,1,
178,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Chaises de paille,Marseille,Piemont,18,en nombre,"0,75",
179,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,3,1725,Imports,Couffins d'auf,Marseille,Piemont,1,douzaines ,"1,5",
180,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Cardes a carder,Marseille,Piemont,15,paires,4,
181,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Essence de limon,Marseille,Piemont,35,livres,12,
182,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Fil cru,Marseille,Piemont,60,livres,"0,75",
183,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Fil de fer,Marseille,Piemont,20,livres,"0,3",
184,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Filets a pescher,Marseille,Piemont,13,en nombre,20,
185,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Mercerie commune,Marseille,Piemont,155,livres,1,
186,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Nipes,Marseille,Piemont,,,15,
187,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Savon,Marseille,Piemont,15,livres,"0,18",
188,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Toille blanche,Marseille,Piemont,141,cannes,2,
189,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Toile de menage,Marseille,Piemont,66,pièces,36,
190,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Toile d'etoupe,Marseille,Piemont,8,pièces,16,
191,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Toile d'embalage,Marseille,Piemont,306,pièces,22,
192,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Toile grosse,Marseille,Piemont,1650,livres,"0,9",
193,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Toile de crin,Marseille,Piemont,24,livres,"0,3",
194,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Tonneaux vuides,Marseille,Piemont,23,en nombre,4,
195,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Terraille commune,Marseille,Piemont,1,charges,"2,5",
196,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Anchois,Marseille,Italie,18,barils,4,
197,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Anchois,Marseille,Italie,11520,livres,"0,2",
198,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Bled froment,Marseille,Italie,2,charges,20,
199,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Chair salée,Marseille,Italie,215,livres,"0,15",
200,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Confitures,Marseille,Italie,20170,livres,"0,6",
201,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Chataignes seches,Marseille,Italie,45050,livres,"0,07",
202,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Chataignes fraiches,Marseille,Italie,2375,livres,"0,035",
203,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Citrons,Marseille,Italie,69700,en nombre,"0,003",
204,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Eau de cedre,Marseille,Italie,300,livres,"0,3",
205,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Eau de fleur d'orange,Marseille,Italie,1700,livres,"0,5",
206,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Fromage parmesan,Marseille,Italie,5950,livres,"0,25",
207,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Fromage de sardaigne,Marseille,Italie,131200,livres,"0,08",
208,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Graisse de boucherie,Marseille,Italie,3000,livres,"0,2",
209,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Harangs sors,Marseille,Italie,6,barils,15,
210,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Huile d'olive,Marseille,Italie,157125,livres,"0,26",
211,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Lard,Marseille,Italie,875,livres,"0,2",
212,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Langues de bœuf salées,Marseille,Italie,15,livres,"0,2",
213,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Manne de calabre,Marseille,Italie,33360,livres,"0,75",
214,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Noisettes,Marseille,Italie,3050,livres,"0,05",
215,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Oranges douces,Marseille,Italie,7,milliers,3,
216,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Oignons,Marseille,Italie,400,en nombre,"0,15",
217,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Poissons salés,Marseille,Italie,60,barils,20,
218,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Poissons salés,Marseille,Italie,15050,livres,"0,14",
219,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Pistache,Marseille,Italie,4100,livres,"0,3",
220,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Prunes de Brigoles,Marseille,Italie,335,livres,"0,14",
221,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Ris,Marseille,Italie,765200,livres,"0,075",
222,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Raisin sec,Marseille,Italie,5325,livres,"0,05",
223,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Saucissons,Marseille,Italie,3130,livres,1,
224,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Sardines,Marseille,Italie,200,barils,3,
225,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Tonine,Marseille,Italie,130,livres,"0,08",
226,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Teriac,Marseille,Italie,45,livres,3,
227,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Vermichel,Marseille,Italie,88475,livres,"0,15",
228,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Alun,Marseille,Italie,265850,livres,"0,13",
229,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Allumettes souffrées,Marseille,Italie,450,livres,"0,15",
230,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Arçons de selle,Marseille,Italie,2,charges,100,
231,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Avirons,Marseille,Italie,9,paires,5,
232,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Crin,Marseille,Italie,25,livres,"0,2",
233,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Chanvre peigné,Marseille,Italie,24700,livres,"0,42",
234,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Chanvre cru,Marseille,Italie,254375,livres,"0,11",
235,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Cuivre vieux,Marseille,Italie,35940,livres,"0,75",
236,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Couperose verte,Marseille,Italie,46375,livres,"0,05",
237,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Charbon de bois,Marseille,Italie,5,charges,6,
238,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Cercles a tamis,Marseille,Italie,100,rodes,10,
239,Pascal Fontaine,Archives de la CCI de Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1725.csv,Local,4,1725,Imports,Cercles a tamis,Marseille,Italie,5325,livres,"0,4",
