numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks
130,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,mercerie commune,Piemont,102,102,livres,1,0,
131,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,moulins à caffé,Piemont,12,2,pièces,6,0,
132,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,oranges,Piemont,42,14,charges,3,0,
133,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,oranges,Piemont,19,19000,pièces,0.001,0,
134,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,poisson salé,Piemont,65,13,barils,5,0,
135,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,peaux de cerf crues,Piemont,8,8,pièces,1,0,
136,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,peaux de chevreaux crues,Piemont,10.5,7,douzaine,1.5,0,
137,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,peaux de chevres passées,Piemont,7,7,pièces,1,0,
138,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,pelleterie blanche,Piemont,1815,3025,livres,0.6,0,
139,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,peaux de chien de mer,Piemont,18.65,15,pièces,1.25,-0.100000000000001,arrondi
140,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,pommade,Piemont,2.25,3,livres,0.75,0,
141,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,poix noire,Piemont,10.5,175,livres,0.06,0,en quintal
142,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,porcelaine,Piemont,10,100,livres,0.1,0,
143,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,platre,Piemont,99.9,333,charges,0.3,0,
144,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,platre,Piemont,65.4,436,quintaux,0.15,0,
145,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,planche de sapin,Piemont,150,5,charges,30,0,
146,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,planche de sapin,Piemont,208,520,pièces,0.4,0,
147,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,ris,Piemont,2713.5,30150,livres,0.09,0,en quintal
148,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,rossoly,Piemont,17.5,35,livres,0.5,0,
149,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,sardines salées,Piemont,75,25,barils,3,0,
150,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,saumure,Piemont,10,10,barils,1,0,
151,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,savonetes,Piemont,3,6,livres,0.5,0,
152,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,satinade,Piemont,3,2,livres,1.5,0,
153,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,toile blanche,Piemont,734,367,cannes,2,0,
154,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,toile de menage,Piemont,306,8.5,pièces,36,0,8 piècess et 1/2
155,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,toile de menage,Piemont,32,32,livres,1,0,
156,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,toile d'emballage,Piemont,407,18.5,pièces,22,0,18 piècess et 1/2
157,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,tambours,Piemont,28,28,livres,0,0,marchandises en estimation
158,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,4,tonneaux cercles de bois,Piemont,56,14,pièces,4,0,
159,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,terrailles blanches,Piemont,6,60,livres,0.1,0,en quintal
160,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,vermichel,Piemont,1305,9000,livres,0.15,-45,arrondi
161,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,verre à vitre,Piemont,10,52,livres,0.2,-0.4,arrondi
162,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,anchoix,Italie,64,16,barils,4,0,
163,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,anis vert,Italie,35,175,livres,0.2,0,en quintal
164,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,aulx,Italie,46,11.5,charges,4,0,11 charges et 1/2
165,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,alun,Italie,34327,282725,livres,0.12,400,erreur de calcul
166,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,arquifou,Italie,2155.5,23950,livres,0.09,0,en pourcentage
167,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,auf ouvré,Italie,48.75,325,livres,0.15,0,en quintal
168,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,bled froment,Italie,2475,165,charges,15,0,
169,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,bas de fil et coton,Italie,30,24,paires,1.25,0,
170,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,bas de soye vieux,Italie,30,30,livres,0,0,marchandises en estimation
171,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,bourre de soye,Italie,750,500,livres,1.5,0,
172,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,bois d'olivier,Italie,100,100,livres,0,0,marchandises en estimation
173,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,bois à bruler,Italie,854,854,livres,0,0,marchandises en estimation
174,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,barils vuides,Italie,38.85,216,pièces,0.18,-0.029999999999994,en pourcentage
175,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,balais de palme,Italie,4.5,36,pièces,0.125,0,
176,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,chair salée,Italie,30,200,livres,0.15,0,en quintal
177,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,confitures,Italie,2632.5,3510,livres,0.75,0,
178,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,chataignes blanches,Italie,1308.75,26173,livres,0.05,0.0999999999999091,en quintal
179,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,citrons,Italie,1040,260000,pièces,0.004,0,
180,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,couvertures coton et fil,Italie,1000,1000,livres,1,0,
181,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,coton filé,Italie,110.5,170,livres,0.65,0,en quintal
182,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,chanvre peigné,Italie,40660,101650,livres,0.4,0,en quintal
183,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,chanvre cru,Italie,23400,195000,livres,0.12,0,en pourcentage
184,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cuirs de bœuf en poil,Italie,200,20,pièces,10,0,
185,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cordage vieux,Italie,670,6700,livres,0.1,0,en quintal
186,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cuivre vieux,Italie,15500,19375,livres,0.8,0,en quintal
187,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cordes de fil de fer,Italie,24,8,paires,3,0,
188,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cornes de mouton,Italie,72,3600,pièces,0.02,0,en millier
189,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,couperose,Italie,1782.5,35650,livres,0.05,0,en quintal
190,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,corbeilles d'ozier,Italie,3720,310,douzaine,12,0,
191,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,couffes,Italie,13,13,douzaine,1,0,
192,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cercles à tamis,Italie,460,46,rodes,10,0,
193,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cercles à tamis,Italie,430,1073,livres,0.4,0.799999999999955,en quintal
194,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cercles à tonneaux,Italie,807.6,1346,rodes,0.6,0,
195,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cercles à tonneaux,Italie,177.6,296,douzaine,0.6,0,
196,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cercles à tonneaux,Italie,962.8,240700,pièces,0.004,0,en millier
197,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,cercles à barrils,Italie,39.3,13100,pièces,0.003,0,en millier
198,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,dattes,Italie,15,150,livres,0.1,0,en quintal
199,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,douelles à tonneau,Italie,1264,316,charges,4,0,
200,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,douelles à tonneau,Italie,774,258,canelles,3,0,
201,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,douelles à tonneau,Italie,8761.5,584100,pièces,0.015,0,en millier
202,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,esprit de bergamotte,Italie,25,25,livres,1,0,
203,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,5,eau de fleur d'orange,Italie,100,200,livres,0.5,0,
204,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,etoffe de soye or et argent,Italie,1760,22,livres,80,0,
205,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,etoffe de soye,Italie,24680,617,livres,40,0,
206,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,egoutals,Italie,24,240,pièces,0.1,0,
207,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,feves,Italie,405,45,charges,9,0,
208,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,fromages de sardaigne,Italie,1938,24225,livres,0.08,0,en quintal
209,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,fleurs artificielles,Italie,4340,217,livres,20,0,
210,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,fil cru,Italie,142,355,livres,0.4,0,
211,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,fer en cercle,Italie,140,700,livres,0.2,0,en pourcentage
212,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,fer vieux,Italie,30,750,livres,0.04,0,en pourcentage
213,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,graisse de boucherie,Italie,605,3025,livres,0.2,0,en pourcentage
214,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,graine de chanvre,Italie,805,4025,livres,0.04,644,erreur de calcul
215,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,galles legeres,Italie,405,2025,livres,0.2,0,en pourcentage
216,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,huille d'olive,Italie,387810,12927,millerolles,30,0,
217,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,herbage,Italie,4,1,charges,0,0,marchandises en estimation
218,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,iris de florence,Italie,244.5,1630,livres,0.15,0,en quintal
219,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,iris de citron,Italie,1681.25,33625,livres,0.05,0,
220,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,liqueurs à boire,Italie,400,800,livres,0.5,0,
221,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,lin cru,Italie,48,240,livres,0.2,0,en quintal
222,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,mane de calabre,Italie,29043.75,38725,livres,0.75,0,
223,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,mercerie commune,Italie,620,620,livres,1,0,
224,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,meche souffrée,Italie,20,100,livres,0.2,0,en quintal
225,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,mortiers de marbre,Italie,68,68,pièces,1,0,
226,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,marbre en tables,Italie,9700,19400,livres,0.5,0,
227,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,marbre brut,Italie,269,13450,livres,0.02,0,en quintal
228,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,noisettes,Italie,1677,27950,livres,0.06,0,en pourcentage
229,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,oranges,Italie,56,56000,pièces,0.001,0,
230,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,oignons commnuns,Italie,10,1000,pièces,0.01,0,en millier
231,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,poisson salé,Italie,805,4025,livres,0.2,0,en pourcentage
232,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,pistaches,Italie,2542,12710,livres,0.2,0,en pourcentage
233,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,pommes,Italie,24,400,livres,0.06,0,en pourcentage
234,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,parapluyes,Italie,939,313,pièces,3,0,
235,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,peaux de chevres crues,Italie,36,240,livres,0.15,0,
236,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,poterie de terre,Italie,217.5,3625,livres,0.06,0,en quintal
237,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,papier,Italie,3,1,pièces,3,0,
238,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,ris,Italie,56052,622800,livres,0.09,0,en pourcentage
239,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,rouge d'espagne,Italie,60,240,pièces,0.25,0,
240,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,roseaux,Italie,37,7400,livres,0.005,0,en pourcentage
241,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,saucissons,Italie,90,100,livres,0.9,0,
242,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,soye ouvré ou organsine,Italie,116136,6452,livres,18,0,
243,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,soye crue,Italie,816240,81624,livres,10,0,
244,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,souffre,Italie,5478,68475,livres,0.08,0,en pourcentage
245,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,savon,Italie,160,800,livres,0.2,0,en pourcentage
246,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,teriaque,Italie,450,450,livres,1,0,
247,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,tableaux,Italie,1440,144,livres,10,0,
248,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,6,toille blanche,Italie,50,50,livres,1,0,
249,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,toille de crin,Italie,13.2,44,livres,0.3,0,
250,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,tamis,Italie,66.5,9.5,livres,7,0,9 douzaine ET 1/2
251,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,tonneaux cercles de fer,Italie,72,9,pièces,8,0,
252,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,tonneaux cercles de bois,Italie,1456,364,pièces,4,0,
253,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,vin muscat,Italie,30,1,millerolles,30,0,
254,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,vermichel,Italie,14974.5,99830,livres,0.15,0,en pourcentage
255,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,velours,Italie,6900,138,livres,50,0,
256,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,assafetida,levant,2437.5,1623,livres,1.5,3,arrondi
257,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,aloes,levant,230,230,livres,1,0,
258,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,bled froment,levant,139350,9290,charges,15,0,
259,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,beaume,levant,602,86,livres,7,0,
260,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1731.csv,Local,1731,Imports,Marseille,7,benjoin,levant,300,150,livres,2,0,
