numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks
131,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,sardines,Piemont,1448,12900,livres,0.12,-100,écart de 100 livres
132,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,savon,Piemont,9.5,50,livres,0.19,0,en quintal
133,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,soude,Piemont,90,1800,livres,0.05,0,en quintal
134,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,toile blanche,Piemont,468,234,cannes,2,0,
135,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,toile de menage,Piemont,57.75,33,pièces,1.75,0,
136,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,toile d'emballage,Piemont,16.5,11,pièces,1.5,0,
137,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,table d'ardoise,Piemont,32,4,pièces,8,0,
138,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,vermichel,Piemont,1161.75,7725,livres,0.15,2.99999999999977,arrondi
139,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,anchoix,Italie,24,6,barils,4,0,
140,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,aulx,Italie,80,32,charges,2.5,0,
141,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,alun,Italie,40398.75,269325,livres,0.15,0,
142,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,arquifou,Italie,280,2800,livres,0.1,0,en pourcentage
143,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,avirons,Italie,192,96,pièces,2,0,
144,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,bled froment,Italie,2244,132,charges,17,0,
145,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,beaume,Italie,272,34,livres,8,0,
146,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,bas de soye vieux,Italie,48,24,paires,2,0,
147,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,bas de coton,Italie,9,18,paires,0.5,0,
148,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,babouches,Italie,40,40,paires,1,0,
149,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,bourre de soye,Italie,7620,3048,livres,2.5,0,
150,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,balais de palme,Italie,27,432,pièces,0.0625,0,
151,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,bois de construction,Italie,300,20,pièces,15,0,
152,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,chair salée,Italie,240,1200,livres,0.2,0,en quintal
153,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,confitures,Italie,1832,2290,livres,0.8,0,
154,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,chataignes blanche,Italie,5712.75,190425,livres,0.03,0,en pourcentage
155,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,citrons,Italie,875,175000,pièces,0.005,0,
156,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,citrons,Italie,480,48000,livres,0.01,0,en pourcentage
157,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,couvertures filet et coton,Italie,2001,1334,livres,1.5,0,
158,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,coton filé commun,Italie,870,1450,livres,0.6,0,en pourcentage
159,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,coton en laine,Italie,450,1125,livres,0.4,0,en pourcentage
160,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,chaanvre peigné,Italie,43551,120975,livres,0.36,0,en pourcentage
161,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,chanvre cru,Italie,12536,78350,livres,0.16,0,en pourcentage
162,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,cordes de chanvre,Italie,38.5,175,livres,0.22,0,en pourcentage
163,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,chapeau de paille,Italie,33.75,27,douzaine,1.25,0,
164,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,corbeille,Italie,297,1980,pièces,0.15,0,
165,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,cercles à tonneaux,Italie,3125,2500,rodes,1.25,0,
166,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,cercles à tonneaux,Italie,516,86000,pièces,0.006,0,
167,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,cercles à barrils,Italie,44,11000,pièces,0.004,0,
168,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,cercles à tamis,Italie,295,2950,livres,0.1,0,en pourcentage
169,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,cuivre vieux,Italie,17472,22400,livres,0.78,0,
170,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,couperose,Italie,1922.5,38450,livres,0.05,0,
171,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,cire jaune,Italie,598,520,livres,1.15,0,en pourcentage
172,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,chandellle,Italie,14.5,50,livres,0.29,0,en pourcentage
173,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,douelles à tonneaux,Italie,1060,265,charges,4,0,
174,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,douelles à tonneaux,Italie,510,170,canelles,3,0,
175,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,douelles à tonneaux,Italie,2044.5,136300,pièces,0.015,0,en millier
176,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,dattes,Italie,270,2250,livres,0.12,0,en pourcentage
177,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,eau de fleur d'orange,Italie,192.5,550,livres,0.35,0,
178,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,etoffe avec or et argent,Italie,2800,35,livres,80,0,
179,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,etoffe de soye,Italie,56800.5,1420,livres,40,0.5,arrondi
180,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,etoupe blanche,Italie,367.5,3675,livres,0.1,0,en pourcentage
181,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,4,fromage parmesan,Italie,282,1175,livres,0.24,0,
182,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,fromage de sardaigne,Italie,1710,14250,livres,0.12,0,
183,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,feves,Italie,40,8,charges,5,0,
184,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,fleurs artificielles,Italie,960,48,livres,20,0,
185,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,fil cru,Italie,63.75,85,livres,0.75,0,
186,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,fer en barre,Italie,2943,16350,livres,0.18,0,en pourcentage
187,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,fer vieux,Italie,237.5,2375,livres,0.1,0,en pourcentage
188,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,graisse de boucherie,Italie,1050,5250,livres,0.2,0,en pourcentage
189,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,graine de choux,Italie,1,20,livres,0.05,0,en pourcentage
190,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,graine de chanvre,Italie,450,9000,livres,0.05,0,en pourcentage
191,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,galles legeres,Italie,41.25,275,livres,0.15,0,en pourcentage
192,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,huille d'olive,Italie,143100,4770,milleroles,30,0,
193,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,iris de florence,Italie,202.5,1350,livres,0.15,0,en pourcentage
194,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,jaune de naple,Italie,54,150,livres,0.36,0,
195,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,laque de venise,Italie,36.25,145,livres,0.25,0,en pourcentage
196,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,lard,Italie,45,150,livres,0.3,0,en pourcentage
197,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,legumes,Italie,112,1400,livres,0.08,0,en quintal
198,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,mane de calabre,Italie,29542.5,39390,livres,0.75,0,
199,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,mercerie,Italie,480,960,pièces,0.5,0,
200,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,mortiers de pierre,Italie,3.6,9,pièces,0.4,0,
201,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,mortiers de marbre,Italie,228.75,305,pièces,0.75,0,
202,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,marbre en table,Italie,7650,42500,livres,0.18,0,en pourcentage
203,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,marbre brut,Italie,168,4200,livres,0.04,0,en pourcentage
204,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,noisettes,Italie,192,3200,livres,0.06,0,en pourcentage
205,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,oranges,Italie,370,37000,pièces,0.01,0,
206,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,orangelets secs,Italie,412.5,550,livres,0.75,0,
207,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,oignons,Italie,32,4,charges,8,0,
208,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,pistaches,Italie,4700,9400,livres,0.5,0,
209,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,pommes,Italie,580,11600,livres,0.0025,551,erreur de calcul (a confondu sous et livres)
210,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,paste d'amendes,Italie,180,450,livres,0.4,0,
211,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,peaux de veaux crue,Italie,200,1000,livres,0.2,0,
212,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,peinture grossière,Italie,1200,200,livres,6,0,
213,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,plomb,Italie,17.5,125,livres,0.14,0,en pourcentage
214,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,poterie de gray,Italie,756,9450,livres,0.08,0,en pourcentage
215,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,parasols,Italie,144,216,pièces,0.666666666666666,0,
216,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,planches,Italie,399,684,pièces,0.5833333333333,2.28510543820448E-11,
217,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,quincaille,Italie,1025,1025,livres,1,0,
218,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,quenouilles de rozeau au peintes,Italie,7,14,douzaine,0.5,0,
219,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,rozeaux,Italie,40,2000,livres,0.001,38,erreur de calcul (a confondu sous et livres)
220,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,rouge d'Espagne,Italie,750,3600,tasses,0.208333333333333,1.13686837721616E-12,
221,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,ris,Italie,26595,295500,livres,0.09,0,
222,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,saumon,Italie,200,200,livres,1,0,
223,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,soye organsine,Italie,212960,13310,livres,16,0,
224,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,soye crue,Italie,802050,80205,livres,10,0,
225,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,savon,Italie,49.5,275,livres,0.18,0,en pourcentage
226,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,souffre,Italie,6069,86700,livres,0.07,0,en pourcentage
227,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,tableaux,Italie,420,21,livres,20,0,
228,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,toile d'emballage,Italie,162,540,livres,0.3,0,
229,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,tabatiere de bois,Italie,50,50,livres,1,0,
230,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,tonneaux cerclés de fer,Italie,16,2,pièces,8,0,
231,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,teriaque,Italie,630,63,livres,10,0,
232,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,vermichel,Italie,14482.5,96550,livres,0.15,0,
233,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,velours de gennes,Italie,1925,38.5,livres,50,0,38 livres et 1/2
234,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,verres à boire de venise,Italie,56.25,75,livres,0.75,0,
235,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,verres à vitre,Italie,4725,9450,livres,0.5,0,
236,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,5,tonneaux cerclés de bois,Italie,1492,373,pièces,4,0,
237,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,assafetida,levant,1925,1540,livres,1.25,0,
238,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,aloes,levant,115,115,livres,1,0,
239,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,beaume de la meque,levant,360,45,livres,8,0,
240,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,bled froment,levant,7560,420,charges,18,0,
241,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,babouches,levant,232.5,186,paires,1.25,0,
242,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,balais de palme,levant,2393.75,1915,douzaine,1.25,0,
243,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,bois de buy,levant,1168.5,19475,livres,0.06,0,en pourcentage
244,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,caffé,levant,173547,96415,livres,1.8,0,
245,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,cumin,levant,369,2050,livres,0.18,0,en quintal
246,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,coque de levant,levant,3507.5,2806,livres,1.25,0,
247,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,coloquinte,levant,160,160,livres,1,0,
248,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,casse,levant,457.5,3050,livres,0.15,0,en pourcentage
249,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,cire jaune,levant,76409.2,65870,livres,1.16,0,en pourcentage
250,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,cuivre tangou,levant,7864,9830,livres,0.8,0,en pourcentage
251,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,caffetieres,levant,1500,500,pièces,3,0,
252,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,cornes de moutons,levant,480,6000,livres,0.08,0,en pourcentage
253,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,cendre,levant,960,60,sacs,16,0,
254,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,cuirs de beuf et vache en poil,levant,98000,9800,pièces,10,0,
255,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,coton en laine,levant,221400,553500,livres,0.4,0,en pourcentage
256,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,coton filé commun,levant,366600,611000,livres,0.6,0,en pourcentage
257,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,coton filé fin donce,levant,7872,6560,livres,1.2,0,en pourcentage
258,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,datte,levant,2787.5,27875,livres,0.1,0,en pourcentage
259,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,drogues commune,levant,24480,27200,livres,0.9,0,en pourcentage
260,Ahmed,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille-1732.csv,Local,1732,Imports,Marseille,6,encens,levant,5487.5,10975,livres,0.5,0,
