numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
351,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Fromages,Marseille,Savoye et Piemont,"13 336,00",livres,"0,2000000","2667,00","-0,20",
352,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Fil a coudre,Marseille,Savoye et Piemont,"55,00",livres,"2,0000000","110,00","0,00",
353,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Fil cru,Marseille,Savoye et Piemont,"33,00",livres,"1,5000000","49,00","-0,50",
354,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Fil de pallamard,Marseille,Savoye et Piemont,"10,00",livres,"0,5000000","5,00","0,00",
355,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Fayence,Marseille,Savoye et Piemont,"1 000,00",livres,"0,5000000","500,00","0,00",
356,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Fer en barres,Marseille,Savoye et Piemont,"1 575,00",livres,"0,1450000","228,00","-0,38",
357,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Graisse de boucherie,Marseille,Savoye et Piemont,"1 812,00",livres,"0,2400000","434,00","-0,88",
358,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Graisse de chanvre,Marseille,Savoye et Piemont,"1 000,00",livres,"0,0500000","50,00","0,00",
359,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Harans sors,Marseille,Savoye et Piemont,"50,00",en nombre,,"1,00",,50 estimé à 20 sous.
360,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Huile d'olive,Marseille,Savoye et Piemont,"50,00",livres,"0,3000000","15,00","0,00",
361,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Herbages,Marseille,Savoye et Piemont,"40,50",charges,"2,5000000","101,00","-0,25",
362,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Liqueurs a boire,Marseille,Savoye et Piemont,"3 411,00",bouteilles,"0,5000000","1705,00","-0,50",
363,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Lard,Marseille,Savoye et Piemont,"339,00",livres,"0,2400000","81,00","-0,36",
364,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Laine filée,Marseille,Savoye et Piemont,"20,00",livres,"0,8000000","16,00","0,00",
365,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Laine pellade,Marseille,Savoye et Piemont,"2 753,00",livres,"0,4000000","1101,00","-0,20",
366,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Laine surge,Marseille,Savoye et Piemont,"100,00",livres,"0,3000000","30,00","0,00",
367,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Lacets de filozelle,Marseille,Savoye et Piemont,"62,00",livres,"3,5000000","217,00","0,00",
368,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Linceuls vieux,Marseille,Savoye et Piemont,"20,00",en nombre,"3,0000000","60,00","0,00",
369,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Moutons en vie,Marseille,Savoye et Piemont,"161,00",en nombre,"7,0000000","1127,00","0,00",
370,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Mulets,Marseille,Savoye et Piemont,"2,00",en nombre,"100,0000000","200,00","0,00",
371,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Maquets ,Marseille,Savoye et Piemont,"170,00",barrils,"0,7500000","127,00","-0,50",
372,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Mercerie,Marseille,Savoye et Piemont,"330,00",livres,"2,0000000","660,00","0,00",
373,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Noisettes,Marseille,Savoye et Piemont,"325,00",livres,"0,1000000","32,00","-0,50",
374,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Œufs,Marseille,Savoye et Piemont,"720,00",en nombre,"0,0350000","25,00","-0,20",
375,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Oranges,Marseille,Savoye et Piemont,"1,00",charges,"12,0000000","12,00","0,00",
376,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Oranges petits,Marseille,Savoye et Piemont,,,,"2,00",,46 nombre et 167£ à 2 sous estimé à 2 livres.
377,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Prunes seches,Marseille,Savoye et Piemont,"34,00",livres,"0,1800000","6,00","-0,12",
378,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Pelleterie blanche,Marseille,Savoye et Piemont,"15,00",livres,"1,0000000","15,00","0,00",
379,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Pelleterie sauvagine,Marseille,Savoye et Piemont,"15,00",livres,"5,0000000","75,00","0,00",
380,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Peaux de chien de mer,Marseille,Savoye et Piemont,"40,00",livres,"0,5000000","20,00","0,00",
381,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Peaux de chevre tanées,Marseille,Savoye et Piemont,"14,50",douzaines,"36,0000000","522,00","0,00",
382,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Peaux de mouton en chamoise,Marseille,Savoye et Piemont,"4,00",en nombre,"6,0000000","24,00","0,00",
383,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Peaux de veaux crues,Marseille,Savoye et Piemont,"333,00",livres,"0,5000000","166,00","-0,50",
384,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Peaux de bouc,Marseille,Savoye et Piemont,"9,00",en nombre,"1,0000000","9,00","0,00",
385,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Papier grossier,Marseille,Savoye et Piemont,"134,00",livres,"0,2500000","33,00","-0,50",
386,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Platre,Marseille,Savoye et Piemont,"348,00",charges,"3,0000000","1044,00","0,00",
387,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Planches de sapin,Marseille,Savoye et Piemont,"79,00",douzaines,"9,0000000","721,00","10,00",erreur de calcul
388,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Quincailles de fer,Marseille,Savoye et Piemont,"33,00",livres,"0,5000000","16,00","-0,50",
389,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Raisins secs,Marseille,Savoye et Piemont,"1 509,00",livres,"0,2000000","301,00","-0,80",
390,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Ris,Marseille,Savoye et Piemont,"119 075,00",livres,"0,0800000","9526,00","0,00",
391,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Sucre d'orge,Marseille,Savoye et Piemont,"6,00",livres,"1,0000000","6,00","0,00",
392,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Thon salé,Marseille,Savoye et Piemont,"194,00",livres,"0,7500000","145,00","-0,50",
393,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Toilles blanches,Marseille,Savoye et Piemont,"387,00",cannes,"1,6000000","619,00","-0,20",
394,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Toilles blanches,Marseille,Savoye et Piemont,"4,00",pans,"1,0000000","1,00","-3,00",
395,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Toille vernante,Marseille,Savoye et Piemont,"4,00",pieces,"25,0000000","100,00","0,00",
396,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Toille grise,Marseille,Savoye et Piemont,"83,00",livres,"1,5000000","124,00","-0,50",
397,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Toilles d'embalage,Marseille,Savoye et Piemont,"5,00",pieces,"25,0000000","125,00","0,00",
398,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Terraille blanche,Marseille,Savoye et Piemont,"16,00",charges,"80,0000000","1280,00","0,00",
399,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Terraille commune,Marseille,Savoye et Piemont,"150,00",livres,"0,2000000","30,00","0,00",
400,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Vermichel,Marseille,Savoye et Piemont,"26 600,00",livres,"0,2000000","5320,00","0,00",
401,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Anchois,Marseille,Italie,"33,00",barrils,"10,0000000","330,00","0,00",
402,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Anchois,Marseille,Italie,"49 735,00",livres,"0,5000000","24867,00","-0,50",
403,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Amandes ,Marseille,Italie,"187 854,00",livres,"0,2000000","37570,00","-0,80",
404,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Anis,Marseille,Italie,"7 718,00",livres,"0,2000000","1543,00","-0,60",
405,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Ails,Marseille,Italie,"4,50",charges,"15,0000000","67,00","-0,50",
406,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Ails,Marseille,Italie,"42,00",masses,,"20,00",,42 masses d'ails en valeur de 20 livres
407,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,8,1742,Import,Alun,Marseille,Italie,"1 000 000,00",livres,"0,1400000","140000,00","0,00",
408,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Amidon,Marseille,Italie,"3 636,00",livres,"0,2000000","727,00","-0,20",
409,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Amadou,Marseille,Italie,"1 124,00",livres,"0,8000000","899,00","-0,20",
410,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Acier,Marseille,Italie,"62 262,00",livres,"0,3500000","21791,00","-0,70",
411,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Ameçons,Marseille,Italie,"200,00",livres,"1,5000000","300,00","0,00",
412,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Ancre de fer,Marseille,Italie,"15 521,00",livres,"0,2000000","3104,00","-0,20",
413,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Avirons,Marseille,Italie,"969,00",paires,"3,5000000","3391,00","-0,50",
414,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Arçons de selle,Marseille,Italie,"12,00",douzaines,"5,0000000","60,00","0,00",
415,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Auf ouvré,Marseille,Italie,"725,00",livres,"0,1000000","72,00","-0,50",
416,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Arquifou,Marseille,Italie,"645 350,00",livres,"0,1500000","96802,00","-0,50",
417,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Arbres fruitiers,Marseille,Italie,"1 200,00",livres,"0,0500000","60,00","0,00",
418,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bled froment,Marseille,Italie,"24 829,00",charges,"18,0000000","446922,00","0,00",
419,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Biscuit de mer,Marseille,Italie,"1 200,00",livres,"0,1200000","144,00","0,00",
420,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bergamottes,Marseille,Italie,"7,00",milliers,"14,0000000","98,00","0,00",
421,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bergamottes,Marseille,Italie,"1 000,00",livres,"0,3000000","300,00","0,00",
422,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Beurre,Marseille,Italie,"4 575,00",livres,"0,2500000","1143,00","-0,75",
423,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Biere,Marseille,Italie,"2 500,00",livres,"0,0500000","125,00","0,00",
424,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bray sec,Marseille,Italie,"600,00",livres,"0,0900000","54,00","0,00",
425,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Boucassins,Marseille,Italie,"100,00",pieces,"3,0000000","300,00","0,00",
426,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bours fil et coton,Marseille,Italie,"8,00",pieces,"8,0000000","64,00","0,00",
427,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bas de soye,Marseille,Italie,"962,00",livres,"24,0000000","23088,00","0,00",
428,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bas de filozelle ,Marseille,Italie,"100,00",livres,"3,5000000","350,00","0,00",
429,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bas de laine,Marseille,Italie,"600,00",livres,"6,0000000","3600,00","0,00",
430,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bas de coton,Marseille,Italie,"24 126,00",livres,"6,0000000","144756,00","0,00",
431,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bas de fil,Marseille,Italie,"1 384,00",paires,"1,5000000","2076,00","0,00",
432,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bas de fil,Marseille,Italie,"12 342,00",livres,"5,0000000","61710,00","0,00",
433,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bonnets de laine,Marseille,Italie,"1 585,00",douzaines,"9,0000000","14265,00","0,00",
434,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bonnets de coton,Marseille,Italie,"250,00",douzaines,"10,0000000","2500,00","0,00",
435,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bourre de beüf,Marseille,Italie,"1 331,00",livres,"0,1000000","133,00","-0,10",
436,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Babouches,Marseille,Italie,"312,00",paires,"2,0000000","624,00","0,00",
437,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Basanne tanée,Marseille,Italie,"350,00",livres,"1,0000000","350,00","0,00",
438,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Balais de palme,Marseille,Italie,"10 981,50",douzaines,"0,9000000","9883,00","-0,35",
439,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Balais de paille de ris,Marseille,Italie,"11,33",douzaines,"1,5000000","17,00","0,00",
440,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Bignes,Marseille,Italie,"319,33",douzaines,"5,0000000","1597,00","0,33",
441,Hasna,CCI Marseille - I 29,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1742,Local,9,1742,Import,Barres de cabestan,Marseille,Italie,"396,00",douzaines,"0,2500000","99,00","0,00",33 douzaines de barres de cabestan à 5 sous la pieces
