marchandises,marchandises_normalisees_inter,marchandises_normalisees,product_prix,dutchtranslation,englishproduct,unit,alternativenames,source_rg_1774,source_rgbase,source_france,source_sound,source_hambourg,v14,v15,remarques,nbr_lignes_fr,nbr_lignes_hambourg
,???,???,,,,,,,,1,,,,,,2205,
.,???,???,,,,,,,,,,,,,,,
Bois ; de caillatour en buche,Bois ; de caliatour ; en bûches,,,,,,,,,,,,,,,,
Bois ; de Fimanbourg,Bois ; de pernambouc ; moulu,,,,,,,,,,,,,,,,
Boutarge,Boutarge,,,,,,,,,,,,,,,,
Cavial,Caviar,,,,,,,,,,,,,,,,
Cendre blue,Cendre ; bleue,,,,,,,,,,,,,,,,
Cerùze,Céruse,,,,,,,,,,,,,,,,
Chausse pied,Chauffes ; pieds,,,,,,,,,,,,,,,,
Colle fort,Colle ; forte,,,,,,,,,,,,,,,,
cruches de gréz,Cruches ; de grès,,,,,,,,,,,,,,,,
cuirs de russie,Cuirs ; de Russie,,,,,,,,,,,,,,,,
Essence de canelle,Essence ; de cannelle,,,,,,,,,,,,,,,,
fert en barres,Fer ; en barres,,,,,,,,,,,,,,,,
fert Blanc,Fer ; blanc,,,,,,,,,,,,,,,,
fert coulé,Fer ; coulé,,,,,,,,,,,,,,,,
fert en cercles,Fer ; en cercles,,,,,,,,,,,,,,,,
fert en lames,Fer ; en lames,,,,,,,,,,,,,,,,
fert ouvré,Fert ; ouvré,,,,,,,,,,,,,,,,
fert en plaques,Fer ; en plaques,,,,,,,,,,,,,,,,
fert en taule,Fer ; en tôle,,,,,,,,,,,,,,,,
Fil à marques,Fil ; à marquer,,,,,,,,,,,,,,,,
fil à Retz,Fil ; à rez,,,,,,,,,,,,,,,,
Fil tord,Fil ; tord,,,,,,,,,,,,,,,,
futailles,Futailles,,,,,,,,,,,,,,,,
Graine de Choux,Graine ; de choux,,,,,,,,,,,,,,,,
indienne,Indienne,,,,,,,,,,,,,,,,
instruments de pillotage,instruments ; de pillotage,,,,,,,,,,,,,,,,
Limès de fer,Lime ; de fer,,,,,,,,,,,,,,,,
Lignes à pêche,Lignes ; à pêcher,,,,,,,,,,,,,,,,
Miniun,Minium,,,,,,,,,,,,,,,,
Mouchoirs de pontichéry,Mouchoir ; de Pondichéry,,,,,,,,,,,,,,,,
Orge en grain,Orge ; en graines,,,,,,,,,,,,,,,,
Orge moudeé,Orge ; mondée,,,,,,,,,,,,,,,,
outil de menuziers,Outils ; menuisier,,,,,,,,,,,,,,,,
Papier a lettre,Papier ; à lettre,,,,,,,,,,,,,,,,
Pinceaux a dorer,Pinceaux ; à dorer,,,,,,,,,,,,,,,,
Pierres bleues,Pierre ; bleue,,,,,,,,,,,,,,,,
Plomb Laminé,Plomb ; laminé,,,,,,,,,,,,,,,,
Plumes à Ecrire,Plumes ; à écrire,,,,,,,,,,,,,,,,
Poele à frire,Poêles ; à frire,,,,,,,,,,,,,,,,
Pois de fert,Poids ; de fer,,,,,,,,,,,,,,,,
Pompes de Bois ;,Pompes ; de bois,,,,,,,,,,,,,,,,
Quincaille de fer ou acier,Quincaille ; de fer et acier,,,,,,,,,,,,,,,,
Rouge de Poudre,Rouge ; en poudre,,,,,,,,,,,,,,,,
Salemporil,Salemporis,,,,,,,,,,,,,,,,
Sel D'ypsum,Sel ; d'ypossum,,,,,,,,,,,,,,,,
vers de montagne,Vers de montagne,,,,,,,,,,,,,,,,
verdes,Verdet,,,,,,,,,,,,,,,,
vin du Rhin,Vin ; du Rhin,,,,,,,,,,,,,,,,
vrilles,Vrilles,,,,,,,,,,,,,,,,
Bois ; merrain a barrique,Merrain ; à barriques,,,,,,,,,,,,,,,,
Bois ; merrain a pipes,Merrain ; à pipes,,,,,,,,,,,,,,,,
Bois ; merrain a tierçpn,Merrain ; à pipes,,,,,,,,,,,,,,,,
Bordages ;chesne,Bordages ; de chêne,,,,,,,,,,,,,,,,
Bordages ; sapin,Bordages ; de sapin,,,,,,,,,,,,,,,,
Corne à lanterne,Cornes ; à lanternes,,,,,,,,,,,,,,,,
Crin brut,Crin ; brut,,,,,,,,,,,,,,,,
fautx à faucher,Faux ; à faucher,,,,,,,,,,,,,,,,
fert blanc simple,Fer ; blanc simple,,,,,,,,,,,,,,,,
fert noir,Fer ; noir,,,,,,,,,,,,,,,,
futailles vuides,Futailles ; vides,,,,,,,,,,,,,,,,
futailles de Bois ;,Futailles ; de bois,,,,,,,,,,,,,,,,
Galons d'or faux,Galon ; d'or ; faux,,,,,,,,,,,,,,,,
Goumable,Gournable,,,,,,,,,,,,,,,,
orge en grain,Orge ; en graines,,,,,,,,,,,,,,,,
Pots de terre a Sucre,Pots ; de terre ; à sucre,,,,,,,,,,,,,,,,
Solliveaux,Soliveaux,,,,,,,,,,,,,,,,
verres à vitres,Verre ; à vitres,,,,,,,,,,,,,,,,
Bordages de Sapin,Bordages ; de sapin,,,,,,,,,,,,,,,,
Bois ; de campêche rappé,Bois ; de campêche ; râpé,,,,,,,,,,,,,,,,
Bois ; de couteau,Bois ; de couteliers,,,,,,,,,,,,,,,,
Bois ; de menisier,Bois ; de menuiserie,,,,,,,,,,,,,,,,
Bois ; merrain à barriques,Merrain ; à barriques,,,,,,,,,,,,,,,,
Canepre,Cannelle,,,,,,,,,,,,,,,,
Chocolat en patte,Chocolat ; en patte,,,,,,,,,,,,,,,,
confiture,Confitures,,,,,,,,,,,,,,,,
cotton en Laine,Coton ; en laine,,,,,,,,,,,,,,,,
Dens de morphil,Dents ; de morphil,,,,,,,,,,,,,,,,
Gingimbre,Gingembre,,,,,,,,,,,,,,,,
Herbes capilaire,Herbe ; capilaire,,,,,,,,,,,,,,,,
Meules aiguiser,Meules ; à aiguiser,,,,,,,,,,,,,,,,
Morue; sêche,Morue ; sèche,,,,,,,,,,,,,,,,
Peaux de caster sec,Peaux ; de castor ; sec,,,,,,,,,,,,,,,,
peaux loutre,Peaux ; de loutre,,,,,,,,,,,,,,,,
Sirop de crupilaire,Sirop ; de capillaire,,,,,,,,,,,,,,,,
Langues de Beuf,Langues ; de bœuf,,,,,,,,,,,,,,,,
peaux de veaux tannés,Peaux ; de veau ; tannées,,,,,,,,,,,,,,,,
chevrons de sapin,Chevrons ; de sapin,,,,,,,,,,,,,,,,
cordage,Cordage,,,,,,,,,,,,,,,,
douelles a quarts,Douelles ; à quartz,,,,,,,,,,,,,,,,
fer en verge,Fer ; en verges,,,,,,,,,,,,,,,,
pelles de Bois ;,Pelle ; de bois,,,,,,,,,,,,,,,,
fer en cercles,Fer ; en cercles,,,,,,,,,,,,,,,,
huile d'olive,Huile ; d'olive,,,,,,,,,,,,,,,,
ains a pecher,Ains à pêcher,,,,,,,,,,,,,,,,
annabas,Ananas,,,,,,,,,,,,,,,,
angélique du Rozème,Angélique ; du Rozème,,,,,,,,,,,,,,,,
ami de toillé,Ami de toillé,,,,,,,,,,,,,,,,
arbres a planter,Arbres ; à planter,,,,,,,,,,,,,,,,
Beaume copahu,Beaume de Copahu,,,,,,,,,,,,,,,,
Blanc de plomb,Blanc ; de plomb,,,,,,,,,,,,,,,,
Bois ; de caliatour moulu,Bois ; de caliatour ; moulu,,,,,,,,,,,,,,,,
Bois ; de campeche rapé,Bois ; de campêche ; râpé,,,,,,,,,,,,,,,,
Bois ; de Simanbourg,Bois ; de pernambouc,,,,,,,,,,,,,,,,
Bois ; Sandal,Bois ; de santal,,,,,,,,,,,,,,,,
Cannevelles,Cannevettes,,,,,,,,,,,,,,,,
chaise de commodité,Chaises ; de commodité,,,,,,,,,,,,,,,,
chasselas,Chasselas,,,,,,,,,,,,,,,,
corou,Corou,,,,,,,,,,,,,,,,
rayon,Rayons,,,,,,,,,,,,,,,,
cuivre brut,Cuivre ; brun,,,,,,,,,,,,,,,,
cuivres ouvré,Ouvrage ; de cuivre,,,,,,,,,,,,,,,,
dames jeannes de verre,Dame-jeanne ; de verre,,,,,,,,,,,,,,,,
Eau mineralle,Eau ; minérale,,,,,,,,,,,,,,,,
fer battu,Fer ; battu,,,,,,,,,,,,,,,,
Blanc simple,Blanc ; simple,,,,,,,,,,,,,,,,
fer ouvrè,Fer ; ouvré,,,,,,,,,,,,,,,,
fer en taulle,Fer ; en tôle,,,,,,,,,,,,,,,,
fil a broder,Fil ; à broder,,,,,,,,,,,,,,,,
fil a Rez,Fil ; à rez,,,,,,,,,,,,,,,,
fil avoile,Fil ; à voile,,,,,,,,,,,,,,,,
flau de fer,Fer ; en fléaux,,,,,,,,,,,,,,,,
Gallons de laine,Galon ; de laine,,,,,,,,,,,,,,,,
Gommes commune,Gomme ; commune,,,,,,,,,,,,,,,,
Gomme du Sénégal,Gomme ; de Sénégal,,,,,,,,,,,,,,,,
Gras rouge,Rouge ; gras,,,,,,,,,,,,,,,,
huile de palmes,Huile ; de palme,,,,,,,,,,,,,,,,
jambon,Jambon,,,,,,,,,,,,,,,,
janne,Janne,,,,,,,,,,,,,,,,
indiene,Indienne,,,,,,,,,,,,,,,,
instrument de pillotage,instruments ; de pillotage,,,,,,,,,,,,,,,,
Lame d'épée,Lame ; d'épée,,,,,,,,,,,,,,,,
Marchandises mellés,Marchandises ; mêlées,,,,,,,,,,,,,,,,
Massy,Massy,,,,,,,,,,,,,,,,
Moullin a caffe,Moulins ; à café,,,,,,,,,,,,,,,,
nattes de paelle,Nattes ; de paille,,,,,,,,,,,,,,,,
nicanéas,Nicanéas,,,,,,,,,,,,,,,,
orges en grain,Orge ; en graines,,,,,,,,,,,,,,,,
orges jaune,Orge ; jaune,,,,,,,,,,,,,,,,
Papier a plan,Papier ; à plans,,,,,,,,,,,,,,,,
Papier a sucre,Papier ; à sucre,,,,,,,,,,,,,,,,
pinceaux,Pinceaux,,,,,,,,,,,,,,,,
pipes a fumer,Pipes ; à fumer,,,,,,,,,,,,,,,,
poëles de fer,Poêles ; de fer,,,,,,,,,,,,,,,,
poix,Poix,,,,,,,,,,,,,,,,
poterie de gréz,Poterie ; de grès,,,,,,,,,,,,,,,,
quincaillerie,Quincaille,,,,,,,,,,,,,,,,
rouge en poudre,Rouge ; en poudre,,,,,,,,,,,,,,,,
ruban de fil,Ruban ; de fil,,,,,,,,,,,,,,,,
sandaraque,Sandarac,,,,,,,,,,,,,,,,
sanguine,Sanguine,,,,,,,,,,,,,,,,
sinabre,Cinabre,,,,,,,,,,,,,,,,
souffre,Soufre,,,,,,,,,,,,,,,,
Tapetal,Tapetal,,,,,,,,,,,,,,,,
Terre de Grez,Terre ; de grès,,,,,,,,,,,,,,,,
Thyeres de cuivres,Théières ; de cuivre,,,,,,,,,,,,,,,,
Verd de grez,Vert de gris,,,,,,,,,,,,,,,,
verdet,Verdet,,,,,,,,,,,,,,,,
vrille,Vrilles,,,,,,,,,,,,,,,,
yeux d'Ecrevisse,Yeux ; d'écrevisse,,,,,,,,,,,,,,,,
yvoire Noir,Ivoire ; noir,,,,,,,,,,,,,,,,
Bordages de sapin,Bordages ; de sapin,,,,,,,,,,,,,,,,
cornes a lanterne,Cornes ; à lanternes,,,,,,,,,,,,,,,,
cuir de Russie,Cuirs ; de Russie,,,,,,,,,,,,,,,,
cuivre en planches,Cuivre ; en planches,,,,,,,,,,,,,,,,
Douelles a Barique,Douelles ; à barriques,,,,,,,,,,,,,,,,
Faux a Faucher,Faux ; à faucher,,,,,,,,,,,,,,,,
fer blanc simple,Fer ; blanc simple,,,,,,,,,,,,,,,,
fil de Léton,Fil ; de laiton,,,,,,,,,,,,,,,,
Lamie commune,Laine ; commune,,,,,,,,,,,,,,,,
Limèneas,Limeneas,,,,,,,,,,,,,,,,
peaux de Loup marin,Peaux ; de loup ; marin,,,,,,,,,,,,,,,,
peaux de mouton,Peaux ; de mouton,,,,,,,,,,,,,,,,
saude,Saude,,,,,,,,,,,,,,,,
toile platille,Toile ; platille,,,,,,,,,,,,,,,,
toile a voile,Toile ; à voile,,,,,,,,,,,,,,,,
verres a boire,Verre ; à boire,,,,,,,,,,,,,,,,
Espart doubles,Éparts ; doubles,,,,,,,,,,,,,,,,
averons,Aviron,,,,,,,,,,,,,,,,
Chanvre en rame,Chanvre ; en rames,,,,,,,,,,,,,,,,
Perche de sapin,Perche ; de sapin,,,,,,,,,,,,,,,,
Bois ; de Siramonbasse,Bois ; de Siramonbas,,,,,,,,,,,,,,,,
cane fue,Canefices,,,,,,,,,,,,,,,,
cuirs de Beuf en poil,Cuirs ; de bœuf ; en poil,,,,,,,,,,,,,,,,
Dents de morphel,Dents ; de morphil,,,,,,,,,,,,,,,,
Ecaille de carres,Ecaille ; de caret,,,,,,,,,,,,,,,,
Herbes capillaire,Herbe ; capilaire,,,,,,,,,,,,,,,,
madriers de Bois ; de couleurs,Madrier ; de bois de couleurs,,,,,,,,,,,,,,,,
Peaux de castor gras et sec,Peaux ; de castor gras et sec,,,,,,,,,,,,,,,,
Peaux de castor sec,Peaux ; de castor ; sec,,,,,,,,,,,,,,,,
Peaux Beuf,Peaux ; de bœuf,,,,,,,,,,,,,,,,
Peaux de loup de Bois ;,Peaux ; de loup ; de bois,,,,,,,,,,,,,,,,
Peaux de loup marain,Peaux ; de loup ; marin,,,,,,,,,,,,,,,,
Tabac en feuille,Tabac ; en feuilles,,,,,,,,,,,,,,,,
Bois ; merain,Bois ; merrain,,,,,,,,,,,,,,,,
Carreaux a paver,Carreaux ; à paver,,,,,,,,,,,,,,,,
Espart,Éparts,,,,,,,,,,,,,,,,
Meules à Eguiser ; batardes,Meules ; à aiguiser ; batardes,,,,,,,,,,,,,,,,
Meules à Eguiser ; grandes,Meules ; à aiguiser ; grandes,,,,,,,,,,,,,,,,
Meules à Eguiser ; moyennes,Meules ; à aiguiser ; moyennes,,,,,,,,,,,,,,,,
Balais de crin,Balais ; de crin,,,,,,,,,,,,,,,,
Balence de cuivre,Balance ; de cuivre,,,,,,,,,,,,,,,,
baleine en fanon,Baleine ; en fanon,,,,,,,,,,,,,,,,
batons à lave place,Batons ; à lave-place,,,,,,,,,,,,,,,,
Blan de baleine,Blanc ; de baleine,,,,,,,,,,,,,,,,
blan d'Espagne,Blanc ; d'Espagne,,,,,,,,,,,,,,,,
Bois ; de cailliatour moulu,Bois ; de caliatour,,,,,,,,,,,,,,,,
Bois ; merrain à pipes,Merrain ; à pipes,,,,,,,,,,,,,,,,
Bois ; à Teindre en buches,Bois ; à teindre ; en bûches,,,,,,,,,,,,,,,,
Bois ; à Teindre moulu,Bois ; à teindre ; moulu,,,,,,,,,,,,,,,,
Bois ; de Tilleul,Bois ; de tilleul,,,,,,,,,,,,,,,,
boure de beuf,Bourre ; de bœuf,,,,,,,,,,,,,,,,
briquets,Briquets,,,,,,,,,,,,,,,,
brosseries,Brosseries,,,,,,,,,,,,,,,,
Camptre,Camphre,,,,,,,,,,,,,,,,
Canettes de gréz,Cannettes ; de grès,,,,,,,,,,,,,,,,
Careaux a paver,Carreaux ; à paver,,,,,,,,,,,,,,,,
Cendre;gravelée,Cendre ; gravelée,,,,,,,,,,,,,,,,
Cruches de grétz,Cruches ; de grès,,,,,,,,,,,,,,,,
Cuivre en grelots,Cuivre ; en grelots,,,,,,,,,,,,,,,,
fer en botte,Fer ; en bottes,,,,,,,,,,,,,,,,
fer en étocks,Fer ; en étaux,,,,,,,,,,,,,,,,
fer en poëles à frire,Fer ; en poêles à frire,,,,,,,,,,,,,,,,
fer en poids,Fer ; en poids,,,,,,,,,,,,,,,,
fer en Taules,Fer ; en tôle,,,,,,,,,,,,,,,,
fer en verges,Fer ; en verges,,,,,,,,,,,,,,,,
ferrements,Ferrement,,,,,,,,,,,,,,,,
fil à coudre,Fil ; à coudre,,,,,,,,,,,,,,,,
fil a Esturgon,Fil ; à Esturgon,,,,,,,,,,,,,,,,
Fil de fer à cardre,Fil ; de fer ; à cardes,,,,,,,,,,,,,,,,
Fil de fer à diverse,Fil ; de fer ; divers,,,,,,,,,,,,,,,,
Fil retore,Fil ; retord,,,,,,,,,,,,,,,,
fromaged' Hollande,Fromage ; de Hollande,,,,,,,,,,,,,,,,
Gallon en ruban de fil,Galon ; en ruban de fil,,,,,,,,,,,,,,,,
Gallon en ruban de laine,Galon ; en ruban de laine,,,,,,,,,,,,,,,,
gros tord,gros tord,,,,,,,,,,,,,,,,
harangs blancs,Harengs ; blancs,,,,,,,,,,,,,,,,
harangs sors,Harengs ; sors,,,,,,,,,,,,,,,,
huille de graine,Huile ; de graine,,,,,,,,,,,,,,,,
huile rabette,Huile ; de rabelle,,,,,,,,,,,,,,,,
indeplats,Indes ; plates,,,,,,,,,,,,,,,,
ipecacuana,Ipécacuana,,,,,,,,,,,,,,,,
Laine commune,Laine ; commune,,,,,,,,,,,,,,,,
Marchandises mesleer,Marchandises ; mêlées,,,,,,,,,,,,,,,,
noir broyé,Noir ; à broyer,,,,,,,,,,,,,,,,
Ocre jaune,Ocre ; jaune,,,,,,,,,,,,,,,,
oignons de fleurs,Oignon ; de fleurs,,,,,,,,,,,,,,,,
outils de charpamtier,Outils ; de charpentier,,,,,,,,,,,,,,,,
Poivre gerofflé,Poivre ; girofle,,,,,,,,,,,,,,,,
Poix de Bougogne,Poix ; de Bourgogne,,,,,,,,,,,,,,,,
Potterie de gréz diverses,Poterie ; de grès ; divers,,,,,,,,,,,,,,,,
Potterie de gréz moques,Poterie ; de grès ; moques,,,,,,,,,,,,,,,,
Quincaille de fer § acier,Quincaille ; de fer et acier,,,,,,,,,,,,,,,,
Solliveaux de Chesne,Soliveaux ; de chêne,,,,,,,,,,,,,,,,
Soyette de fil à fleurs,Soieries ; de fil de fleurs,,,,,,,,,,,,,,,,
Sublimé corosif,Sublime corosif,,,,,,,,,,,,,,,,
Tourneso,Tournesols,,,,,,,,,,,,,,,,
vers de grin,Vert de gris,,,,,,,,,,,,,,,,
Bois ; merain à barique,Merrain ; à barriques,,,,,,,,,,,,,,,,
Bois ; merain à pipes,Merrain ; à pipes,,,,,,,,,,,,,,,,
bordages de Sapin,Bordages ; de sapin,,,,,,,,,,,,,,,,
Cire a cachetter,Cire ; à cacheter,,,,,,,,,,,,,,,,
Dames Jeannes clisséer,Dame-jeanne ; lissées,,,,,,,,,,,,,,,,
fer plac,Fer ; plat,,,,,,,,,,,,,,,,
fucailles,Futailles,,,,,,,,,,,,,,,,
Marchandises mêléer,Marchandises ; mêlées,,,,,,,,,,,,,,,,
Plumes à Lit,Plumes ; à lit,,,,,,,,,,,,,,,,
Verres commun,Verre ; communs,,,,,,,,,,,,,,,,
Barbes;de baleine,Barbes ; de baleine,,,,,,,,,,,,,,,,
Bois ; a meubler,Bois ; à meubles,,,,,,,,,,,,,,,,
Bois ; de Ste marthe,Bois ; de Ste Marthe,,,,,,,,,,,,,,,,
Bois ; de Sipre,Bois ; de Sipre,,,,,,,,,,,,,,,,
canifue,Canefices,,,,,,,,,,,,,,,,
Dents ;de morphil,Dents ; de morphil,,,,,,,,,,,,,,,,
Dents ;de vache marine,Dents ; de vache marine,,,,,,,,,,,,,,,,
Morue; seche,Morue ; sèche,,,,,,,,,,,,,,,,
Peignes de Cotton,Peignes ; de coton,,,,,,,,,,,,,,,,
peignes; d'herbes,Peignes ; d'herbes,,,,,,,,,,,,,,,,
peaux de biches,Peaux ; de biches,,,,,,,,,,,,,,,,
Peaux de loup de Cervier,Peaux ; de loup ; cervier,,,,,,,,,,,,,,,,
Pelleteries du canada,Pelleterie ; du Canada,,,,,,,,,,,,,,,,
Tabac en maroc,Tabac ; en manoc,,,,,,,,,,,,,,,,
Bois ; mairin a barique,Merrain ; à barriques,,,,,,,,,,,,,,,,
Meulles a Tailandiers,Meules ; à taillandiers,,,,,,,,,,,,,,,,
Bois ; mairin,Bois ; merrain,,,,,,,,,,,,,,,,
Rognons de stocfiche,Rognons ; de stockfish,,,,,,,,,,,,,,,,
merrains a quarts,Merrain ; à quarts,,,,,,,,,,,,,,,,
vin d'Espagne,Vin ; d'Espagne,,,,,,,,,,,,,,,,
agarics,Agaric,,,,,,,,,,,,,,,,
beaume de capaha,Beaume de Copahu,,,,,,,,,,,,,,,,
bonjoin,Drogues ; composées pour la médecine ; Benjoin,,,,,,,,,,,,,,,,
bithume; de judée,Bitume ; de Judée,,,,,,,,,,,,,,,,
blanc de balaine,Blanc ; de baleine,,,,,,,,,,,,,,,,
Bois ; de caliatours,Bois ; de caliatour,,,,,,,,,,,,,,,,
Bois ; Merain a bariques,Merrain ; à barriques,,,,,,,,,,,,,,,,
Bois ; Merain a pipe,Merrain ; à pipes,,,,,,,,,,,,,,,,
bourdilles,Bourdilles,,,,,,,,,,,,,,,,
braye,Bray,,,,,,,,,,,,,,,,
Caillatour,Bois ; de caliatour,,,,,,,,,,,,,,,,
Carreaux de Fayance,Carreaux ; de faïence,,,,,,,,,,,,,,,,
cannevette,Cannevettes,,,,,,,,,,,,,,,,
cardamonium,Cardamone,,,,,,,,,,,,,,,,
carreaux de terre,Carreaux ; de terre,,,,,,,,,,,,,,,,
caves a flacons,Caves ; à flacons,,,,,,,,,,,,,,,,
Cendre gravellé,Cendre ; gravelée,,,,,,,,,,,,,,,,
Chaise de comodité,Chaises ; de commodité,,,,,,,,,,,,,,,,
cochonille,Cochenille,,,,,,,,,,,,,,,,
cuirs de Russie,Cuirs ; de Russie,,,,,,,,,,,,,,,,
douelles de Sapin,Douelles ; de sapin,,,,,,,,,,,,,,,,
faulx,Faux,,,,,,,,,,,,,,,,
fer batu,Fer ; battu,,,,,,,,,,,,,,,,
fer en marmites,Fer ; en marmites,,,,,,,,,,,,,,,,
fer en poesle a frire,Fer ; en poêles à frire,,,,,,,,,,,,,,,,
fer en taillandiers,Fer ; en taillanderie,,,,,,,,,,,,,,,,
fil; a marquer,Fil ; à marquer,,,,,,,,,,,,,,,,
fil;retors,Fil ; retord,,,,,,,,,,,,,,,,
futaille vielle,Futailles ; vieilles,,,,,,,,,,,,,,,,
galles,Galle,,,,,,,,,,,,,,,,
Gomme armoniac,Gomme ; ammoniac,,,,,,,,,,,,,,,,
Gomme a dragon,Gomme ; à dragant,,,,,,,,,,,,,,,,
Gomme Gutte,Gomme ; gutte,,,,,,,,,,,,,,,,
Graine; de rabatte,Graine ; de rabette,,,,,,,,,,,,,,,,
Graine ; de Truelle,Graine ; de truelle,,,,,,,,,,,,,,,,
haran ;Blancs,Harengs ; blancs,,,,,,,,,,,,,,,,
harang;sors,Harengs ; sors,,,,,,,,,,,,,,,,
huile de baleine,Huile ; de baleine,,,,,,,,,,,,,,,,
huile de cannelle,Huile ; de cannelle,,,,,,,,,,,,,,,,
huile de géroffle,Huile ; de girofle,,,,,,,,,,,,,,,,
huile de Graine,Huile ; de graine,,,,,,,,,,,,,,,,
huile de Lin,Huile ; de lin,,,,,,,,,,,,,,,,
huile de muscade,Huile ; de muscade,,,,,,,,,,,,,,,,
huile de rabette,Huile ; de rabelle,,,,,,,,,,,,,,,,
Inde plates,Indes ; plates,,,,,,,,,,,,,,,,
Lime d'Autriche,Lime ; d'Autriche,,,,,,,,,,,,,,,,
Lin; apresté,Lin ; apprêté,,,,,,,,,,,,,,,,
Manches a lave place,Manches ; à lave place,,,,,,,,,,,,,,,,
Marbre Rond,Marbre ; rond,,,,,,,,,,,,,,,,
Marchandises mêlléer,Marchandises ; mêlées,,,,,,,,,,,,,,,,
Mats de 60 a 70,Mâts ; de 60 a 70,,,,,,,,,,,,,,,,
Mats de 24 a 30,Mâts ; de 24 a 30,,,,,,,,,,,,,,,,
Mineum,Minium,,,,,,,,,,,,,,,,
moulin a caffé,Moulins ; à café,,,,,,,,,,,,,,,,
Noir de fumé,Noir ; de fumée,,,,,,,,,,,,,,,,
Pipe,Pipe,,,,,,,,,,,,,,,,
Poil de Sanglier,Poil ; de sanglier,,,,,,,,,,,,,,,,
Poils a feu,Poêles ; à feu,,,,,,,,,,,,,,,,
Precipité rouge,Précipité ; rouge,,,,,,,,,,,,,,,,
Quincaillerie fer § acier,Quincaillerie ; De fer et d'acier,,,,,,,,,,,,,,,,
Rouge gras,Rouge ; gras,,,,,,,,,,,,,,,,
Ruban; de fil § Laine,Ruban ; de fil et laine,,,,,,,,,,,,,,,,
Salpareille,Salsepareille,,,,,,,,,,,,,,,,
Sandale,Sandales,,,,,,,,,,,,,,,,
Saturne,Saturne,,,,,,,,,,,,,,,,
Suin,Suine,,,,,,,,,,,,,,,,
Sel;armoniac,Sel ; armoniac,,,,,,,,,,,,,,,,
Soliveaux;de chesne,Soliveaux ; de chêne,,,,,,,,,,,,,,,,
Soliveaux;de Sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,
Stil;Grain,Stil de grain,,,,,,,,,,,,,,,,
Verder,Verdet,,,,,,,,,,,,,,,,
Verre;d'antimoine,Verre ; d'antimoine,,,,,,,,,,,,,,,,
Verre;cristalin,Verre ; cristallin,,,,,,,,,,,,,,,,
Verre;de grin,Verre ; de grin,,,,,,,,,,,,,,,,
Verre; de mer,Verre ; de mer,,,,,,,,,,,,,,,,
Terre;Rouge,Terre ; rouge,,,,,,,,,,,,,,,,
Verre; a Vin,Verre ; à vin,,,,,,,,,,,,,,,,
Vitriol ;blanc,Vitriol ; blanc,,,,,,,,,,,,,,,,
Bois ;;mairin;a barique,Merrain ; à barriques,,,,,,,,,,,,,,,,
Bois ;;mairin;a pipes,Merrain ; à pipes,,,,,,,,,,,,,,,,
Bordage; de chesne,Bois ; bordages ; de chêne,,,,,,,,,,,,,,,,
Bordage;de Sapin,Bordages ; de sapin,,,,,,,,,,,,,,,,
Clous;de fer,Clous ; de fer,,,,,,,,,,,,,,,,
crin,Crin,,,,,,,,,,,,,,,,
Cuivre;battu,Cuivre ; battu,,,,,,,,,,,,,,,,
Cuivre;brun,Cuivre ; brun,,,,,,,,,,,,,,,,
Cuivre;ouvré,Cuivre ; ouvré,,,,,,,,,,,,,,,,
Cuivre;vieux,Cuivre ; vieux,,,,,,,,,,,,,,,,
Dames;Jeanne,Dame-jeanne,,,,,,,,,,,,,,,,
douelles; a barique,Douelles ; à barriques,,,,,,,,,,,,,,,,
douelles; a pieces,Douelles ; à pièces,,,,,,,,,,,,,,,,
fer;plat,Fer ; plat,,,,,,,,,,,,,,,,
fil;a coudre,Fil ; à coudre,,,,,,,,,,,,,,,,
fil;de fer,Fil ; de fer,,,,,,,,,,,,,,,,
fil;de Leton,Fil ; de laiton,,,,,,,,,,,,,,,,
futailles vielles,Futailles ; vieilles,,,,,,,,,,,,,,,,
Laine en Rome,Laine ; de rome,,,,,,,,,,,,,,,,
Sacs Vuider,Sacs ; vides,,,,,,,,,,,,,,,,
Solliveaux; de chesne,Soliveaux ; de chêne,,,,,,,,,,,,,,,,
Verre;Cristalin,Verre ; cristallin,,,,,,,,,,,,,,,,
Chanvre;en Rame,Chanvre ; en rames,,,,,,,,,,,,,,,,
fer;quarré,Fer ; quarré,,,,,,,,,,,,,,,,
Barbe;de Bellemie,Barbes ; de baleine,,,,,,,,,,,,,,,,
Peaux;de loup;de Bois ;,Peaux ; de loup ; de bois,,,,,,,,,,,,,,,,
Peaux;de loup;cervier,Peaux ; de loup ; cervier,,,,,,,,,,,,,,,,
Peaux; de Liévre,Peaux ; de liévre,,,,,,,,,,,,,,,,
Peaux; de martre,Peaux ; de martres,,,,,,,,,,,,,,,,
Peaux Pellettris,Peaux et pelleteries,,,,,,,,,,,,,,,,
Peignes d'herbes,Peignes ; d'herbes,,,,,,,,,,,,,,,,
Bois ;;mairin;à bariques,Merrain ; à barriques,,,,,,,,,,,,,,,,
fer;en barres,Fer ; en barres,,,,,,,,,,,,,,,,
Poisson Salé,Poisson ; salé,,,,,,,,,,,,,,,,
Rogue de Morue;,Rognes ; de morue,,,,,,,,,,,,,,,,
soliveaux de sapin,Soliveaux ; de sapin,,,,,,,,,,,,,,,,
Bois ;;merain;a barriques,Merrain ; à barriques,,,,,,,,,,,,,,,,
