marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	test	numrodeligne	dataentryby	source	SourceType	year	exportsimports	direction	bureaux	sheet	origine	pays	quantit	value	leurvaleursubtotal1	leurvaleursubtotal2	leurvaleursubtotal3	total	remarks
Chemises ; à Negre	Chemises ; à nègres	Chemises ; à nègres						0	0	1	0					1	2135	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Rouen		123		Hollande		359.5	972				
Chemises ; à Negres	Chemises ; à nègres	Chemises ; à nègres						0	0	1	0					1	2138	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Bordeaux		123		Hollande		13839.8	85706.2				
Chemises ; à Nègres	Chemises ; à nègres	Chemises ; à nègres						0	0	1	0					1	2978	Fatima Zahra	AN F12 242	Objet Général	1775	Imports			39		Hollande		70201				152633	
Chemises ; Bretonnes	Chemises ; bretonnes	Chemises ; bretonnes						0	0	1	0					1	415	Fatima Zahra	AN F12 248	Objet Général	1780	Imports			32		Allemagne		1380				169550	
Chemises ; bretonnes	Chemises ; bretonnes	Chemises ; bretonnes						0	0	1	0					1	953	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			36		Hollande		15480				0	
Chemises ; commune	Chemises ; communes	Chemises ; communes						0	0	1	0					1	4833	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Bordeaux		243		Guinée		2160				17700	
Chemises ; Communes	Chemises ; communes	Chemises ; communes						0	0	1	0					1	2149	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Nantes		123		Hollande		138					
Chemises ; communes	Chemises ; communes	Chemises ; communes						0	0	1	0					1	483	Fatima Zahra	IIHS-122G	Objet Général	1774	Imports			21		Levant		12750					
Chemises ; de gingas	Chemises ; de gingas	Chemises ; de gingas						0	0	1	0					1	516	Annick Davis	Montbret 849	Objet Général	1772	Imports			26		Levant						1566	No value given
Chemises ; de lin	Chemises ; de lin	Chemises ; de lin						0	0	1	0					1	767	Milewski	Montbret 155-1	Objet Général	1754	Imports			38		Angleterre		522				24426	
Chemises ; diverses	Chemises	Chemises						0	0	1	0					1	717	Annick Davis	Montbret 849	Objet Général	1752	Imports			125		Levant		2578.5				7142	
Chemises ; Fines	Chemises ; fines	Chemises ; fines						0	0	1	0					1	881	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			36		Italie		240				0	
Chemises ; fines	Chemises ; fines	Chemises ; fines						0	0	1	0					1	1094	Milewski	Montbret 155-1	Objet Général	1754	Exports			38		Angleterre		7.8	0	0		0	
Chemises ; garnics	Chemises ; garnies	Chemises ; garnies						0	0	1	0					1	1388	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Flandre		14		Flandre Autrichienne		144					
Chemises ; garnier	Chemises ; garnies	Chemises ; garnies						0	0	1	0					1																		
Chemises ; Garnies	Chemises ; garnies	Chemises ; garnies						0	0	1	0					1																		
Chemises ; garnies	Chemises ; garnies	Chemises ; garnies						0	0	1	0					1	552	Annick Davis	IIHS-122A	Objet Général	1767	Exports			22		Savoye		2624				46635	
Chemises ; garnis	Chemises ; garnies	Chemises ; garnies						0	0	1	0					1	829	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			39		Hollande		20349.8	20497	0	0	22822	
Chemises ; gingas	Chemises ; de gingas	Chemises ; de gingas						0	0	1	0					1	1095	Milewski	Montbret 155-1	Objet Général	1754	Exports			39		Flandre		154	0	0		116603	
Chemises ; Unies	Chemises ; unies	Chemises ; unies						0	0	1	0					1	69	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Rouen	Le Havre	6		angleterre		2000				31015	
Chemises ; unies	Chemises ; unies	Chemises ; unies						0	0	1	0					1	722	Annick Davis	Montbret 849	Objet Général	1752	Imports			125		Hollande		17402.3				28399	
Chemises ; unis	Chemises ; unies	Chemises ; unies						0	0	1	0					1	4839	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Rennes		244		Guinée		540				76959.3	
Chemises de laine	Chemises ; de laine	Chemises ; de laine										1				1	830	Fatima Zahra	Montbret 155-1	Objet Général	1757	Imports			39		Nord		2325	0	0	0	22822	
Chemises écossaises	Chemises ; écossaises	Chemises ; écossaises										1				1	772	Milewski	Montbret 155-1	Objet Général	1754	Imports			39		Hollande		1128				0	
Chemises fines	Chemises ; fines	Chemises ; fines						0	0	1	0					1	118	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Imports	Flandre		67		Allemagne, Lorraine et Païs de Liege		40				40	
chemises neufs	Chemises ; neuves	Chemises ; neuves		hemden (nieuwe)	linen shirts	pieces		1	0	0	0					1	35	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Lille	41		etatsdelempereur	7245	8880				10693	
Chenille ; au Quart	Chenille ; au Quart	Chenille ; au Quart						0	0	1	0					1	600	Hichem Omri	AN F12 250	Objet Général	1787	Imports			44		Angleterre		25507				174798	
Chenille ; de soye	Chenille ; de soie	Chenille ; de soie						0	0	1	0					1	676	Hichem Omri	AN F12 249	Objet Général	1782	Imports			49		Sardaigne		45				17614	
Chenille de soie	Chenille ; de soie	Chenille ; de soie						0	0	1	0					1	726	Hichem Omri	AN F12 249	Objet Général	1782	Exports			50		Etat de l'empreur		2213				18103	
Chenille de soye	Chenille ; de soie	Chenille ; de soie						0	0	1	0					1	1102	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			40		Isles		1928		0		21039	
Cheval ; de bois	Cheval ; de bois	Cheval ; de bois						0	0	1	0					1																		
Chevaux	Bêtes de somme ; chevaux	Bêtes de somme ; chevaux						0	0	1	0	1				1	1616	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Rennes		129		Espagne, Canaries et Indes Occidentales		90				23422.5	
chevaux	Bêtes de somme ; chevaux	Bêtes de somme ; chevaux		paarden	horses	pieces	chevaux et mulets	1	1	0	0					1	2598	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Flandre		14		Flandre Autrichienne		1008				1008	
Chevaux ; chevaux	Bêtes de somme ; chevaux	Bêtes de somme ; chevaux						0	0	1	0					1	2162	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Nantes		124		Hollande		100					
Chevaux ; Jumens	Bêtes de somme ; juments	Bêtes de somme ; juments						0	0	1	0					1																		
Chevaux ; poulains	Bêtes de somme ; poulains	Bêtes de somme ; poulains						0	0	1	0					1	574	Hichem Omri	AN F12 250	Objet Général	1787	Exports			47		Sardaigne		19620	126078			147789	
Chevaux entiers	Bêtes de somme ; chevaux entiers	Bêtes de somme ; chevaux										1				1	571	Hichem Omri	AN F12 250	Objet Général	1787	Exports			47		Hollande		2400	21711			147789	
Chevaux,juments et poulins	Bêtes de somme ; chevaux	Bêtes de somme ; chevaux						0	0	1	0					1	32	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Baisieux	54		etatsdelempereur		454				454	
Cheveaux	Bêtes de somme ; chevaux	Bêtes de somme ; chevaux						0	0	1	0					1	34	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Rouen	Rouen	14	Etranger	angleterre	11	360				360	
Cheveux	Cheveux	Cheveux						0	0	1	1	1				1	8	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Lille	Turcoing	32	Flandre	etatsdelempereur		250					
Cheveux ; communs	Cheveux ; communs	Cheveux									1					1	5761	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Rouen		262		Nord avec villes Anseatiques		20				20	
cheveux à faire peruques	Cheveux ; à perruques	Cheveux		haar voor pruiken (in vlechten)	hair for wigs	guilders		1	1	0	0					1	748	Hichem Omri	AN F12 249	Objet Général	1782	Exports			50		Allemagne-Pologne		8169	393073			413534	
Cheveux bouclés	Cheveux ; bouclés	Cheveux										1				1	608	Hichem Omri	AN F12 250	Objet Général	1787	Imports			46		Angleterre		9289	18251			71997	
cheveux et laines en perruques	Cheveux	Cheveux		haar en wol bereid tot pruiken	hair and wool in wigs	guilders	poil et laine préparée pour peruques	1	0	0	0					1	725	Annick Davis	Montbret 849	Objet Général	1752	Imports			125		Flandre		494				30695	
Cheveyx	Cheveux	Cheveux									1					1	892	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			37		Flandre		243				8747	
Chevilles	Chevilles	Cheville										1				1	2599	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Flandre		15		Flandre Autrichienne		14	14			25851.5	
Chevilles en fer	Chevilles ; de fer	Cheville ; de fer										1				1	843	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			36		Flandre		243	0	0		33676	
Chevillieres ; de fil	Chevillieres ; de fil	Chevillieres ; de fil						0	0	1	0					1	975	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			37		Hollande		720				142382	
Chevreaux	Bêtes de somme ; chevaux	Bêtes de somme ; chevaux						0	0	1	0					1	778	Milewski	Montbret 155-1	Objet Général	1754	Imports			39		Flandre		424				35819	
Chevres	Bétail ; chèvres	Bétail ; chèvres						0	0	1	0					1	1115	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			40		Allemagne				0		168388	
chevres	Bétail ; chèvres	Bétail ; chèvres						0	0	1	0					1	551	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			40		Isles		16392				409560	
Chèvres	Bétail ; chèvres	Bétail ; chèvres						0	0	1	0					1	1618	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Montpellier		129		Espagne, Canaries et Indes Occidentales		609	609			3025	
chevreuil	Bétail ; chèvres	Bétail ; chèvres		reeën	deer	pieces		1	0	0	0					1	585	Annick Davis	Montbret 849	Objet Général	1772	Exports			26		Savoye		1200	3875				Idem
Chevrons	Chevrons	Chevrons						0	0	1	0					1	587	Annick Davis	Montbret 849	Objet Général	1772	Exports			26		Espagne		7200					Idem
chevrons	Chevrons	Chevrons		dakribben	roof-beam	feet		1	0	0	0					1	590	Annick Davis	Montbret 849	Objet Général	1772	Exports			26		Flandre		59980					Idem
Chevrons ; de chesne	Chevrons ; de chene	Chevrons ; de chene						0	0	1	0					1	1129	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			40		Isles		8500		0		168388	
Chevrons ; de sapin	Chevrons ; de sapin	Chevrons ; de sapin						0	0	1	0					1	1107	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			40		Geneve		168	513	0		168388	
Chevrons de bois	Chevrons ; de bois	Chevrons ; de bois						0	0	1	0					1	1110	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			40		Geneve		910	1011	0		168388	
chevrons de bois	Bétail ; chèvres	Bétail ; chèvres						0	0	1	0					1	480	Annick Davis	IIHS-122A	Objet Général	1767	Imports			22		Naples		1140	2140			47210	
Chicolin	Chicotin	Chicotin						0	0	1	0					1	726	Annick Davis	Montbret 849	Objet Général	1752	Imports			125		Espagne		3500				30695	
Chicorée	Chicorée	Chicorée										1				1	553	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			40		Espagne		10215				409560	
Chicotin	Chicotin	Chicotin						0	0	1	0					1	47	Jérémy Hervelin	AN F12 1666	Par direction	1789	Exports	Lille	Lille	6	Flandre	dunkerque		54				1152	
Chiena	Chiens	Chiens						0	0	1	0					1	2600	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Chaalons		15		Flandre Autrichienne		37.5	25837.5			25851.5	
Chiens	Chiens	Chiens						0	0	1	1					1	876	Annick Davis	Montbret 849	Objet Général	1752	Exports			125		Allemagne		10				71290	
chiens courants de chasse	Chiens	Chiens		gewone jachthonden	regular hounds	guilders	chiens de chasse et courants	1	1	0	0					1	1130	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			40		Allemagne		2280		0		168388	
Chilas	Chilas	Chilas						0	0	1	0					1	988	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			37		Espagne		9900	31453.5			142382	
Chille	Chilas	Chilas						0	0	1	0					1	592	Mohamed Chabih	Montbret 849	Objet Général	1772	Exports			27		Guinée		6252	170606			198161	
Chima ; calin	Chima ; calin	Chima ; calin									1					1	595	Mohamed Chabih	Montbret 849	Objet Général	1772	Exports			27		Isles		6030	16480			198161	
Chine	Chine	Chine						0	0	1	0					1	779	Milewski	Montbret 155-1	Objet Général	1754	Imports			39		Italie		5500				35819	
Chinois	Chinois	Chinois						0	0	1	0					1	1113	Milewski	Montbret 155-1	Objet Général	1754	Exports			39		Italie		5110	0	0		171923.2969	
chise de fourneaux	Chise de fourneaux	Chise de fourneaux		chise de fourneaux	chise de fourneaux	guilders	cendre ditte chise de fourneaux	1	1	0	0					1	1619	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Marseille		129		Espagne, Canaries et Indes Occidentales		1360	1360			3025	
Chitte	Chitte	Chitte						0	0	1	0					1	776	Milewski	Montbret 155-1	Objet Général	1754	Imports			39		Angleterre		40				35819	
Chitte ; étoffe	Chitte ; étoffe	Chitte ; étoffe						0	0	1	0					1	875	Annick Davis	Montbret 849	Objet Général	1752	Exports			125		Hollande		420				71290	
Chivelles	Chivelles	Chivelles						0	0	1	0					1	972	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			37		Espagne		360				142382	
Chocolat	Chocolat	Chocolat						0	0	1	1	1				1	53	Jérémy Hervelin	AN F12 1667	Par direction	1789	Imports	Lille	Dunkerque-Basseville	28		angleterre	1686	8430				8430	
chocolat	Chocolat	Chocolat	chocolat	chocolade	chocolate	pounds		1	1	0	0					1	3932	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	La Rochelle		196		Isles Françoises de l'Amerique, Canada et Terre-Neuve		3060	3060			54863	
Chocolats	Chocolat	Chocolat						0	0	1	0					1	564	Fatima Zahra	AN F12 245	Objet Général	1777	Exports			40		Isles		7530				409560	
Choux	Choux	Choux						0	0	1	0	1				1																		
Choux ; fleurs	Choux ; fleurs	Choux ; fleurs						0	0	1	0					1	446	Fatima Zahra	IIHS-122G	Objet Général	1774	Imports			19		Levant		26635				28045	
choux à planter	Chous ; à planter	Chous ; à planter		kolen (om te planten)	cabbages to plant	guilders		1	1	0	0					1	3898	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Rennes		194		Isles Françoises de l'Amerique, Canada et Terre-Neuve		42				42	
Choux confits	Choux ; confits	Choux ; confits						0	0	1	0					1	750	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			32		Flandre		75.2				0	
choux salés	Choux ; salés	Choux ; salés		zuurkool	sauerkraut	ton		1	1	0	0					1	1584	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Nantes		127		Espagne, Canaries et Indes Occidentales		110				110	
choux-fleurs	Choux ; fleurs	Choux ; fleurs		bloemkool	cauliflower	pieces		1	0	0	0					1	3899	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Nantes		194		Isles Françoises de l'Amerique, Canada et Terre-Neuve		1400				1400	
choux-fleurs, cabus et artichoux	Choux ; fleurs et cabus et atrichaux	Choux ; fleurs et cabus et atrichaux		kool, kabuiskool, bloemkool.	all sorts of cabbages	pieces		1	1	0	0					1	1128	Milewski	Montbret 155-1	Objet Général	1754	Exports			39		Italie		94.9	114.9000015	0		921.9000244	
Chrabon ; de terre	Charbon ; de terre	Charbon ; de terre						0	0	1	0					1	1127	Milewski	Montbret 155-1	Objet Général	1754	Exports			39		Espagne		807	0	0		921.9000244	
Christs ; d'yvoire	Christ ; d'ivoire	Christ ; d'ivoire						0	0	1	0					1																		
Chrits ; d'yvoire	Christ ; d'ivoire	Christ ; d'ivoire						0	0	1	0					1																		
Chuquelas	Chuquelas	Chuquelas						0	0	1	0					1																		
Cidre	Cidre	Cidre						0	0	1	0	1				1	2163	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Nantes		124		Hollande		243					
cidre	Cidre	Cidre		cider	cider	awm		1	1	0	0					1	3933	Jérémy Hervelin	Fonds Gournay - M84	Objet Général	1750	Exports	Nantes		196		Isles Françoises de l'Amerique, Canada et Terre-Neuve		679.9				679.9	
Cidres	Cidre	Cidre						0	0	1	0					1																		
Cierges	Cierges	Cierges						0	0	1	0					1	6379	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Exports	Lyon		50		Savoye et Piemont		25				25	
cignes	Cignes	Cignes		ooievaars	storks	guilders		1	0	0	0					1	880	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			36		Espagne		320	0	0		1790	
Cilindre	Cylindre	Cylindre						0	0	1	0					1	878	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			36		Italie		274	1470	0		1790	
Ciment	Ciment	Ciment						0	0	1	0	1				1	991	Saadia Mai	Montbret 155-1	Objet Général	1761	Exports			37		Hollande		553.9				1499.7	
ciment ou tiras	Ciment ou tiras	Ciment ou tiras		cement (tras)	cement	ton		1	1	0	0					1	4525	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Imports	Lyon		50		Savoye et Piemont		68					
Cinabre	Cinabre	Drogue ; pour la peinture et la teinture ; Cinabre						0	0	1	0	1				1	487	Annick Davis	IIHS-122A	Objet Général	1767	Imports			22		Espagne						1890	
cinabre	Cinabre	Drogue ; pour la peinture et la teinture ; Cinabre						0	0	1	0					1	851	Fatima Zahra	Montbret 155-2	Objet Général	1759	Imports			36		Allemagne		140	0	0		0	
Cinamomum	Cannelle	Épicerie ; cannelle						0	0	1	0					1	897	Saadia Mai	Montbret 155-1	Objet Général	1761	Imports			37		Allemagne		64				0	
cinturons	Ceinturons	Ceinturons		broeksriemen	belts	guilders		1	0	0	0					1	1137	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			40		Hollande		150		0		12887	
Circaca	Cirsaca	Cirsaca						0	0	1	0					1	190	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Langres		67		Allemagne, Lorraine et le Païs		3				3213	
Circes blanche et jaune	Cire ; blanche et jaune	Cire ; blanche et jaune						0	0	0	0					1	1397	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Imports	Flandre		15		Flandre Autrichienne		100					
Circks	Cricks	Ouvrage ; de fer ; cricks						0	0	1	0					1	887	Fatima Zahra	Montbret 155-2	Objet Général	1759	Exports			36		Allemagne		1350	0	0		4062	
Cire	Cire	Cire										1				1	557	Fatima Zahra	AN F12 242	Objet Général	1775	Exports			40		Flandre		3214				6203	
Cire ; A cacheter	Cire ; à cacheter	Cire ; à cacheter						0	0	1	0					1																		
Cire ; à cacheter	Cire ; à cacheter	Cire ; à cacheter									1					1	520	Mohamed Chabih	Montbret 849	Objet Général	1772	Imports			27		Hollande		2217				2217	
Cire ; à Cachetter	Cire ; à cacheter	Cire ; à cacheter						0	0	1	0					1	789	Milewski	Montbret 155-1	Objet Général	1754	Imports			40		Suisse		7.5				45	
Cire ; à cachetter	Cire ; jaune	Cire ; jaune						0	0	1	0					1	544	Jérémy Hervelin	IIHS-122C	Objet Général	1769	Exports			22		Hollande		5850				6870	
Cire ; à cachettes	Cire ; à cacheter	Cire ; à cacheter						0	0	1	0					1	1143	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			41		Geneve		176		0		20985	
Cire ; à cochetter	Cire ; à cacheter	Cire ; à cacheter						0	0	1	0					1	2604	Jérémy Hervelin	Fonds Gournay - M86	Objet Général	1750	Exports	Flandre		15		Flandre Autrichienne		140				140	
Cire ; Blanche	Cire ; blanche	Cire ; blanche						0	0	1	0					1	1144	Milewski	Montbret 155-1	Objet Général	1754	Exports			40		Russie		30.85	0	0		12479.0498	
Cire ; blanche	Cire ; blanche	Cire ; blanche						0	0	1	0					1	892	Annick Davis	Montbret 849	Objet Général	1752	Exports			126		Allemagne		1680				1965	
Cire ; Blanches	Cire ; blanche	Cire ; blanche						0	0	1	0					1	893	Annick Davis	Montbret 849	Objet Général	1752	Exports			126		Flandre		285				1965	
Cire ; Crasse	Cire ; en crasse	Cire ; en crasse						0	0	1	0					1	1148	Fatima Zahra	Montbret 155-1	Objet Général	1757	Exports			41		Espagne		850		0		0	
Cire ; d'Espagne	Cire ; d'Espagne	Cire ; d'Espagne						0	0	1	0					1	1147	Milewski	Montbret 155-1	Objet Général	1754	Exports			40		Flandre		1420	0	0		5704	
Cire ; de bougie	Cire ; de bougie	Cire ; de bougie									1					1	4802	Jérémy Hervelin	Fonds Gournay - M85	Objet Général	1750	Imports	Bourgogne		13		Suisse et Geneve		24					
Cire ; Diverses	Cire ; diverses	Cire ; diverses						0	0	1	0					1	191	Jérémy Hervelin	Fonds Gournay - M87	Objet Général	1750	Exports	Chaalons		68		Allemagne, Lorraine et le Païs		1230				1230	
