marchandises;id;marchandises_normalisees_inter;marchandises_normalisees;product_prix;dutchtranslation;englishproduct;unit;alternativenames;source_rg_1774;source_rgbase;source_france;source_sound;source_hambourg;v14;v15;remarques;nbr_lignes_fr;nbr_lignes_hambourg
///Objets manufacturés///Mousselines;211;Mousseline;Mousseline;;;;;;0;0;1;;;;;;24;
///Objets manufacturés///Objets manufacturés réunis;212;"Objets ; manufacturés ; réunis";"Objets ; manufacturés ; réunis";;;;;;0;0;1;;;;;;27;
///Objets manufacturés///Rubannerie de soie;213;"Rubanerie ; de soie";"Rubanerie ; de soie";;;;;;0;0;1;;;;;;39;
///Objets manufacturés///Rubannerie ordinaire;214;"Rubanerie ; ordinaire";"Rubanerie ; ordinaire";;;;;;0;0;1;;;;;;17;
///Objets manufacturés///Rubanneries diverses;215;"Rubanerie ; diverse";"Rubanerie ; diverse";;;;;;0;0;1;;;;;;3;
///Objets manufacturés///Soierie en étoffe, mouchoirs, gazes et rubans;216;Soierie en étoffe, mouchoirs, gazes et rubans;"Mouchoir, gaze et ruban ; étoffe ; soie";;;;;;0;0;1;;;;;;12;
///Objets manufacturés///Soirie en étoffe ,mouchoirs, gazes et rubans;217;Soierie en étoffe, mouchoirs, gazes et rubans;"Mouchoir, gaze et ruban ; étoffe ; soie";;;;;;0;0;1;;;;;;15;
///Objets manufacturés///Soirie en étoffe, mouchoirs,gazes et rubans;218;Soierie en étoffe, mouchoirs, gazes et rubans;"Mouchoir, gaze et ruban ; étoffe ; soie";;;;;;0;0;1;;;;;;13;
///Objets manufacturés///Toile de coton;219;"Toile ; de coton";"Toile ; de coton";;;;;;0;0;1;;;;;;12;
///Objets manufacturés///Toile de fil et coton;220;"Toile ; de fil et coton";"Toile ; de fil et coton";;;;;;0;0;1;;;;;;11;
///Objets manufacturés///Toiles de coton;221;"Toile ; de coton";"Toile ; de coton";;;;;;0;0;1;;;;;;29;
///Objets manufacturés///Toiles de coton, mousseline et nankin;222;"Toile ; de coton, mousseline et nankin";"Toile ; de coton, mousseline et nankin";;;;;;0;0;1;;;;;;11;
///Objets manufacturés///Toiles de coton, mousseline, nankin, et des Indes;223;"Toile ; de coton, mousseline, nankin et des indes";"Toile ; de coton, mousseline, Nankin et des indes";;;;;;0;0;1;;;;;;10;
///Objets manufacturés///Toiles de fil et coton;224;"Toile ; de fil et coton";"Toile ; de fil et coton";;;;;;0;0;1;;;;;;27;
///Objets manufacturés///Toiles de lin et chanvre;225;"Toile ; de lin et chanvre";"Toile ; de lin et de chanvre";;;;;;0;0;1;;;;;;21;
///Objets manufacturés///Toiles de lin et de chanvre;226;"Toile ; de lin et chanvre";"Toile ; de lin et de chanvre";;;;;;0;0;1;;;;;;41;
///Objets manufacturés///Toiles diverses de lin et de chanvre;227;"Toile ; de lin et chanvre ; diverse";"Toile ; de lin et de chanvre";;;;;;0;0;1;;;;;;15;
///Objets manufacturés///Toiles diverses en lin et chanvre;228;"Toile ; de lin et chanvre ; diverse";"Toile ; de lin et de chanvre";;;;;;0;0;1;;;;;;29;
///Objets manufacturés///Toiles en coton, mousseline et nankin;229;"Toile ; de coton, mousseline et nankin";"Toile ; de coton, mousseline et nankin";;;;;;0;0;1;;;;;;11;
///Objets manufacturés///chapellerie;230;Chapellerie;Chapellerie;;;;;;0;0;1;;;;;;1;
0;231;???;???;;;;;;;;1;;;;;;0;
1///Matières première///Articles réunis;232;"Armes ; réunies";Arme;;;;;;0;0;1;;;;;;9;
1///Matières première///Coton;233;Coton;Coton;;;;;;0;0;1;;;;;;16;
1///Matières première///Fil;234;Fil;Fil;;;;;;0;0;1;;;;;;11;
1///Matières première///Laine;235;Laine;Laine;;;;;;0;0;1;;;;;;15;
1///Matières première///Soie;236;Soie;Soie;;;;;;0;0;1;;;;;;12;
1///Matières premières///Chanvre;237;Chanvre;Chanvre;;;;;;0;0;1;;;;;;49;
1///Matières premières///Chanvre et lin;238;Chanvre et lin;Chanvre et lin;;;;;;0;0;1;;;;;;6;
1///Matières premières///Coton;239;Coton;Coton;;;;;;0;0;1;;;;;;62;
1///Matières premières///Fil;240;Fil;Fil;;;;;;0;0;1;;;;;;40;
1///Matières premières///Laine;241;Laine;Laine;;;;;;0;0;1;;;;;;71;
1///Matières premières///Lin;242;Lin;Lin;;;;;;0;0;1;;;;;;22;
1///Matières premières///Poil de chevre, lièvre et lapin;243;"Poil ; de chèvre, lièvre et lapin";"Poil ; de chèvre, lièvre et lapin";;;;;;0;0;1;;;;;;1;
1///Matières premières///Poil de chèvre, lièvre et lapin;244;"Poil ; de chèvre, lièvre et lapin";"Poil ; de chèvre, lièvre et lapin";;;;;;0;0;1;;;;;;8;
1///Matières premières///Soie;245;Soie;Soie;;;;;;0;0;1;;;;;;18;
1///Matières premières///Soie et filoselle;246;"Soie ; filoselle";"Soie ; filoselle";;;;;;0;0;1;;;;;;35;
1///Subsistances///Bestiaux en Bœufs, vaches, porcs, moutons;247;"Bestiaux ; en bœufs, vaches, porcs et moutons";"Bétail ; bœuf, vaches, Porc et mouton";;;;;;0;0;1;;;;;;6;
1///Subsistances///Bestiaux en bœufs, vaches, porcs, moutons;248;"Bestiaux ; en bœufs, vaches, porcs et moutons";"Bétail ; bœuf, vaches, Porc et mouton";;;;;;0;0;1;;;;;;5;
1///Subsistances///Bestiaux en bœufs, vaches, veaux, porcs et moutons;249;"Bestiaux ; en bœufs, vaches, veaux, porcs et moutons";"Bétail ; bœuf, vaches, veaux, Porc et mouton";;;;;;0;0;1;;;;;;6;
1///Subsistances///Bestiaux en bœufs,vaches, veaux, porcs et moutons;250;"Bestiaux ; en bœufs, vaches, veaux, porcs et moutons";"Bétail ; bœuf, vaches, veaux, Porc et mouton";;;;;;0;0;1;;;;;;6;
1///Subsistances///Bestiaux en bœufs,vaches,porcs moutons;251;"Bestiaux ; en bœufs, vaches, porcs et moutons";"Bétail ; bœuf, vaches, Porc et mouton";;;;;;0;0;1;;;;;;6;
1///Subsistances///Bestiaux en bœufs,vaches,veaux et moutons;252;"Bestiaux ; en bœufs, vaches, porcs et moutons";"Bétail ; bœuf, vaches, Porc et mouton";;;;;;0;0;1;;;;;;6;
1///Subsistances///Beurre;253;Beurre;Beurre;;;;;;0;0;1;;;;;;8;
1///Subsistances///Biscuit de mer;254;"Biscuits ; de mer";"Biscuits ; de mer";;;;;;0;0;1;;;;;;1;
1///Subsistances///Biscuits de mer et pâtes d'Italie;255;"Biscuit ; de mer et pâtes d'Italie";"Biscuit ; de mer et pâtes d'Italie";;;;;;0;0;1;;;;;;1;
1///Subsistances///Bière;256;Bière;Bière;;;;;;0;0;1;;;;;;3;
1///Subsistances///Bière, cidre et vinaigre;257;Bière, cidre et vinaigre;Bière, cidre et vinaigre;;;;;;0;0;1;;;;;;1;
1///Subsistances///Blé;258;Blé;"Grains ; blé";;;;;;0;0;1;;;;;;15;
1///Subsistances///Blé et autres grains;259;Blé et autres grains;"Grains ; blé et autres grains";;;;;;0;0;1;;;;;;17;
1///Subsistances///Blé et autres grains comestibles;260;"Blé et autres grains ; comestibles";"Grains ; blé et autres grains";;;;;;0;0;1;;;;;;22;
1///Subsistances///Blé et autres grains, comestibles;261;"Blé et autres grains ; comestibles";"Grains ; blé et autres grains";;;;;;0;0;1;;;;;;34;
1///Subsistances///Chairs salées;262;"Chair ; salée";"Chair ; salée";;;;;;0;0;1;;;;;;44;
1///Subsistances///Eaux de vie;263;"Eau ; de vie";"Eau ; de vie";;;;;;0;0;1;;;;;;23;
1///Subsistances///Eaux-de-vie;264;"Eau ; de vie";"Eau ; de vie";;;;;;0;0;1;;;;;;45;
1///Subsistances///Farine;265;Farine;Farine;;;;;;0;0;1;;;;;;16;
1///Subsistances///Farine et biscuit de mer;266;Farine et biscuits de mer;Farine et biscuits de mer;;;;;;0;0;1;;;;;;13;
1///Subsistances///Farine et biscuits de mer et pâtes d'Italie;267;Farine, biscuits de mer et pâtes d'Italie;Farine, biscuits de mer et pâtes d'Italie;;;;;;0;0;1;;;;;;9;
1///Subsistances///Farine et pâtes d'Italie;268;Farine et pâtes d'Italie;Farine et pâtes d'Italie;;;;;;0;0;1;;;;;;1;
1///Subsistances///Fromage;269;Fromage;Fromage;;;;;;0;0;1;;;;;;25;
1///Subsistances///Fromages;270;Fromage;Fromage;;;;;;0;0;1;;;;;;28;
1///Subsistances///Fruits divers;271;"Fruits ; divers";Fruits;;;;;;0;0;1;;;;;;60;
1///Subsistances///Fruits secs en amandes, figues et ...;272;"Fruits ; secs ; amandes, figues et raisins";"Fruits secs ; amandes, figues et raisins";;;;;;0;0;1;;;;;;9;
1///Subsistances///Fruits secs, en amandes ,figues et raisins;273;"Fruits ; secs ; amandes, figues et raisins";"Fruits secs ; amandes, figues et raisins";;;;;;0;0;1;;;;;;10;
1///Subsistances///Fruits secs, en amandes, figues et raisins;274;"Fruits ; secs ; amandes, figues et raisins";"Fruits secs ; amandes, figues et raisins";;;;;;0;0;1;;;;;;14;
1///Subsistances///Fruits verts en Oranges et citrons;275;"Fruits ; verts ; oranges et citrons";"Fruits ; oranges et citrons";;;;;;0;0;1;;;;;;7;
1///Subsistances///Fruits verts, en oranges et citrons;276;"Fruits ; verts ; oranges et citrons";"Fruits ; oranges et citrons";;;;;;0;0;1;;;;;;6;
1///Subsistances///Fruits verts, en oranges et citrons.;277;"Fruits ; verts ; oranges et citrons";"Fruits ; oranges et citrons";;;;;;0;0;1;;;;;;7;
1///Subsistances///Huile d'Olive;278;"Huile ; d'olive";"Huile ; d'olive";;;;;;0;0;1;;;;;;24;
1///Subsistances///Huile d'olive;279;"Huile ; d'olive";"Huile ; d'olive";;;;;;0;0;1;;;;;;47;
1///Subsistances///Légumes;280;Légumes;Légume;;;;;;0;0;1;;;;;;62;
1///Subsistances///Miel;281;Miel;Miel;;;;;;0;0;1;;;;;;22;
1///Subsistances///Poissons de toute sorte;282;"Poisson ; de toute sorte";Poisson;;;;;;0;0;1;;;;;;59;
1///Subsistances///Poissons de toutes sortes;283;"Poisson ; de toute sorte";Poisson;;;;;;0;0;1;;;;;;10;
1///Subsistances///Provisions de bouche réunies;284;"Provisions ; de bouche ; réunies";"Provisions ; de bouche";;;;;;0;0;1;;;;;;41;
1///Subsistances///Provisions diverses;285;"Provisions ; diverses";Provisions;;;;;;0;0;1;;;;;;25;
1///Subsistances///Provisions diverses,principalement en beurre;286;"Provisions ; diverses";Provisions;;;;;;0;0;1;;;;;;12;
1///Subsistances///Riz;287;Riz;Riz;;;;;;0;0;1;;;;;;33;
1///Subsistances///Sel;288;Sel;Sel;;;;;;0;0;1;;;;;;40;
1///Subsistances///Vin de liqueurs;289;"Vin ; de liqueurs";"Vin ; liqueur";;;;;;0;0;1;;;;;;14;
1///Subsistances///Vins;290;Vin;Vin;;;;;;0;0;1;;;;;;21;
1///Subsistances///Vins de Bordeaux;291;"Vin ; de Bordeaux";"Vin ; de Bordeaux";;;;;;0;0;1;;;;;;25;
1///Subsistances///Vins de bordeaux;292;"Vin ; de Bordeaux";"Vin ; de Bordeaux";;;;;;0;0;1;;;;;;20;
1///Subsistances///Vins de liqueur;293;"Vin ; de liqueurs";"Vin ; liqueur";;;;;;0;0;1;;;;;;6;
1///Subsistances///Vins de liqueurs;294;"Vin ; de liqueurs";"Vin ; liqueur";;;;;;0;0;1;;;;;;3;
1///Subsistances///Vins divers;295;"Vin ; divers";"Vin ; divers";;;;;;0;0;1;;;;;;58;
2///Matières première///Articles réunis;296;"Articles ; réunis";Matières premières;;;;;;0;0;1;;;;;;19;
2///Matières première///Bois divers;297;"Bois ; divers";Bois;;;;;;0;0;1;;;;;;17;
2///Matières première///Brai, goudron et résine;298;Brai, goudron et résine;Brai, goudron et résine;;;;;;0;0;1;;;;;;16;
2///Matières première///Charbons;299;Charbon;Charbon;;;;;;0;0;1;;;;;;5;
2///Matières première///Cires jaune et blanche;300;"Cire ; blanche et jaune";"Cire ; blanche et jaune";;;;;;0;0;1;;;;;;13;
2///Matières première///Cuirs appretés;301;"Cuirs ; apprêtés";"Cuirs ; apprêtés";;;;;;0;0;1;;;;;;16;
2///Matières première///Graines de jardin;302;"Graine ; de jardin";"Graine ; de jardin";;;;;;0;0;1;;;;;;7;
2///Matières première///Graines de trèfle;303;"Graine ; de trèfle";"Graine ; de trèfle";;;;;;0;0;1;;;;;;8;
2///Matières première///Graines diverses;304;"Graine ; diverse";"Graine ; diverse";;;;;;0;0;1;;;;;;11;
2///Matières première///Huile de graine;305;"Huile ; de graine";"Huile ; de graine";;;;;;0;0;1;;;;;;8;
2///Matières première///Pain de navette;306;"Pains ; de navette";"Pain ; de navette";;;;;;0;0;1;;;;;;1;
2///Matières première///Suif;307;Suif;Suif;;;;;;0;0;1;;;;;;1;
2///Matières première///Tabacs;308;Tabac;Tabac;;;;;;0;0;1;;;;;;19;
2///Matières premières///Articles réunis;309;"Articles ; réunis";Matières premières;;;;;;0;0;1;;;;;;75;
2///Matières premières///Bois de Iles;310;"Bois ; des Iles";"Bois ; des Iles";;;;;;0;0;1;;;;;;8;
2///Matières premières///Bois des iles;311;"Bois ; des Iles";"Bois ; des Iles";;;;;;0;0;1;;;;;;17;
2///Matières premières///Bois divers;312;"Bois ; divers";"Bois ; divers";;;;;;0;0;1;;;;;;77;
2///Matières premières///Brai, Goudron, Résine;313;Brai, goudron et résine;Brai, goudron et résine;;;;;;0;0;1;;;;;;8;
2///Matières premières///Brai, goudron et résine;314;Brai, goudron et résine;Brai, goudron et résine;;;;;;0;0;1;;;;;;9;
2///Matières premières///Brai,goudron et résine;315;Brai, goudron et résine;Brai, goudron et résine;;;;;;0;0;1;;;;;;12;
2///Matières premières///Bray, goudron, poix et résine;316;Brai, goudron, poix et résine;Brai, goudron, poix et résine;;;;;;0;0;1;;;;;;11;
2///Matières premières///Cendres diverses;317;"Cendre ; diverses";Cendre;;;;;;0;0;1;;;;;;20;
2///Matières premières///Charbon;318;Charbon;Charbon;;;;;;0;0;1;;;;;;2;
2///Matières premières///Charbons;319;Charbon;Charbon;;;;;;0;0;1;;;;;;20;
2///Matières premières///Circes blanche et jaune;320;"Cire ; blanche et jaune";"Cire ; blanche et jaune";;;;;;0;0;1;;;;;;6;
2///Matières premières///Cires blanche et jaune;321;"Cire ; blanche et jaune";"Cire ; blanche et jaune";;;;;;0;0;1;;;;;;9;
2///Matières premières///Cires blanches et jaunes;322;"Cire ; blanche et jaune";"Cire ; blanche et jaune";;;;;;0;0;1;;;;;;5;
2///Matières premières///Cires jaune et blanche;323;"Cire ; blanche et jaune";"Cire ; blanche et jaune";;;;;;0;0;1;;;;;;9;
2///Matières premières///Cires jaune et blanche fondue et en bougies;324;"Cire ; blanche et jaune ; fondue et en bougie";"Cire ; blanche et jaune ; fondue et en bougie";;;;;;0;0;1;;;;;;7;
2///Matières premières///Cuirs appretés;325;"Cuirs ; apprêtés";"Cuirs ; apprêtés";;;;;;0;0;1;;;;;;11;
2///Matières premières///Cuirs apprétés;326;"Cuirs ; apprêtés";"Cuirs ; apprêtés";;;;;;0;0;1;;;;;;14;
2///Matières premières///Cuirs en poil;327;"Cuirs ; en poil";"Cuirs ; en poil";;;;;;0;0;1;;;;;;44;
2///Matières premières///Dents d'éléphant;328;"Dents ; d'éléphant";"Dents ; d'éléphant";;;;;;0;0;1;;;;;;1;
2///Matières premières///Goudron ,poix et résine;329;Goudron, poix et résine;Goudron, poix et résine;;;;;;0;0;1;;;;;;6;
2///Matières premières///Graine de Lin;330;"Graine ; de lin";"Graine ; de lin";;;;;;0;0;1;;;;;;5;
2///Matières premières///Graine de lin;331;"Graine ; de lin";"Graine ; de lin";;;;;;0;0;1;;;;;;7;
2///Matières premières///Graines de diverses;332;"Graine ; diverse";Graine;;;;;;0;0;1;;;;;;4;
2///Matières premières///Graines de jardin;333;"Graine ; de jardin";"Graine ; de jardin";;;;;;0;0;1;;;;;;8;
2///Matières premières///Graines de trèfle;334;"Graine ; de trèfle";"Graine ; de trèfle";;;;;;0;0;1;;;;;;3;
2///Matières premières///Graines diverses;335;"Graine ; diverse";"Graine ; diverse";;;;;;0;0;1;;;;;;7;
2///Matières premières///Graines diverses et de lin;336;"Graine ; diverse";"Graine ; diverse";;;;;;0;0;1;;;;;;10;
2///Matières premières///Houblon;337;Houblon;Houblon;;;;;;0;0;1;;;;;;2;
2///Matières premières///Huile d'olive pour fabriques;338;"Huile ; d'olive ; pour fabriques";"Huile ; d'olive ; pour fabriques";;;;;;0;0;1;;;;;;16;
2///Matières premières///Huile de graine;339;"Huile ; de graine";"Huile ; de graine";;;;;;0;0;1;;;;;;6;
2///Matières premières///Huile de grains;340;"Huile ; de graine";"Huile ; de graine";;;;;;0;0;1;;;;;;4;
2///Matières premières///Huile de poisson;341;"Huile ; de poisson";"Huile ; de poisson";;;;;;0;0;1;;;;;;22;
2///Matières premières///Huile de poissons;342;"Huile ; de poisson";"Huile ; de poisson";;;;;;0;0;1;;;;;;6;
2///Matières premières///Huiles d'Olive pour fabriques;343;"Huile ; d'olive ; pour fabriques";"Huile ; d'olive ; pour fabriques";;;;;;0;0;1;;;;;;4;
2///Matières premières///Pain de navette;344;"Pains ; de navette";"Pain ; de navette";;;;;;0;0;1;;;;;;1;
2///Matières premières///Petasse, vedasses et gravelées;345;Potasses, vedasses et gravelées;Potasses, vedasses et gravelées;;;;;;0;0;1;;;;;;12;
2///Matières premières///Potasse, vedasse et gravelées;346;Potasses, vedasses et gravelées;Potasses, vedasses et gravelées;;;;;;0;0;1;;;;;;8;
2///Matières premières///Potasses, vedasses et gravelées;347;Potasses, vedasses et gravelées;Potasses, vedasses et gravelées;;;;;;0;0;1;;;;;;12;
2///Matières premières///Soie de porc et sanglier;348;"Soie ; de porc et sanglier";"Soie ; de porc et sanglier";;;;;;0;0;1;;;;;;5;
2///Matières premières///Soude;349;Soude;Soude;;;;;;0;0;1;;;;;;20;
2///Matières premières///Souffre et salpetre;350;Soufre et salpêtre;Souffre et salpêtre;;;;;;0;0;1;;;;;;5;
2///Matières premières///Soufre et Salpetre;351;Soufre et salpêtre;Souffre et salpêtre;;;;;;0;0;1;;;;;;2;
2///Matières premières///Soufre et salpetre;352;Soufre et salpêtre;Souffre et salpêtre;;;;;;0;0;1;;;;;;6;
2///Matières premières///Suif;353;Suif;Suif;;;;;;0;0;1;;;;;;44;
2///Matières premières///Suif fondu et en chandelles;354;"Suif ; fondu et en chandelles";"Suif ; fondu et en Chandelle";;;;;;0;0;1;;;;;;1;
2///Matières premières///Tabacs;355;Tabac;Tabac;;;;;;0;0;1;;;;;;47;
2///Matières premières///cendres Diverses;356;"Cendre ; diverses";Cendre;;;;;;0;0;1;;;;;;7;
2///Subsistances///Articles réunis;357;"Subsistances ; Articles ; réunis";Subsistance;;;;;;0;0;1;;;;;;7;
2///Subsistances///Cacao;358;Cacao;Cacao;;;;;;0;0;1;;;;;;56;
2///Subsistances///Café;359;Café;Café;;;;;;0;0;1;;;;;;71;
2///Subsistances///Chocolat;360;Chocolat;Chocolat;;;;;;0;0;1;;;;;;8;
2///Subsistances///Liqueurs;361;Liqueurs;Liqueur;;;;;;0;0;1;;;;;;36;
2///Subsistances///Liqueurs et Sirops;362;"Liqueurs ; Sirops";"Liqueur ; Sirops";;;;;;0;0;1;;;;;;3;
2///Subsistances///Liqueurs et sirops;363;"Liqueurs ; Sirops";"Liqueur ; Sirops";;;;;;0;0;1;;;;;;12;
2///Subsistances///Provisions diverses,principalement en beurre;364;"Subsistances ; Provisions ; diverses";Subsistance;;;;;;0;0;1;;;;;;1;
2///Subsistances///Sirops;365;Sirop;Sirop;;;;;;0;0;1;;;;;;45;
2///Subsistances///Sucre;366;Sucre;Sucre;;;;;;0;0;1;;;;;;72;
2///Subsistances///Thé;367;Thé;Thé;;;;;;0;0;1;;;;;;47;
2///Suite des matières premières///Articles réunis;368;"Articles ; réunis";Matières premières;;;;;;0;0;1;;;;;;1;
3///Matières première///Alun;369;Alun;"Drogue ; pour la peinture et la teinture ; alun";;;;;;0;0;1;;;;;;11;
3///Matières première///Cochenille;370;Cochenille;"Drogue ; pour la peinture et la teinture ; Cochenille";;;;;;0;0;1;;;;;;12;
3///Matières première///Drogues réunies;371;"Drogues ; Réunies";"Drogue ; Réunies";;;;;;0;0;1;;;;;;20;
3///Matières première///Garance;372;Garance;"Drogue ; pour la peinture et la teinture";;;;;;0;0;1;;;;;;6;
3///Matières première///Indigo;373;Indigo;"Drogue ; pour la peinture et la teinture ; indigo";;;;;;0;0;1;;;;;;18;
3///Matières première///Rocou;374;Rocou;"Drogue ; pour la peinture et la teinture ; Rocou";;;;;;0;0;1;;;;;;15;
3///Matières première///Verdet;375;Verdet;"Drogue ; pour la peinture et la teinture ; Verdet";;;;;;0;0;1;;;;;;18;
3///Matières premières///Alquifoux ou mine de plomb;376;Alquifoux ou mine de plomb;"Drogue ; pour la peinture et la teinture ; Alquifou";;;;;;0;0;1;;;;;;4;
3///Matières premières///Alun;377;Alun;"Drogue ; pour la peinture et la teinture ; alun";;;;;;0;0;1;;;;;;23;
3///Matières premières///Azur;378;Azur;"Drogue ; pour la peinture et la teinture ; azur";;;;;;0;0;1;;;;;;10;
3///Matières premières///Cochenille;379;Cochenille;"Drogue ; pour la peinture et la teinture ; Cochenille";;;;;;0;0;1;;;;;;19;
3///Matières premières///Céruse;380;Céruse;"Drogue ; pour la peinture et la teinture ; Blanc de céruse";;;;;;0;0;1;;;;;;6;
3///Matières premières///Drogues diverses réunies;381;"Drogues ; Réunies ; Diverses";"Drogue ; Réunies ; Diverses";;;;;;0;0;1;;;;;;31;
3///Matières premières///Drogues réunies;382;"Drogues ; Réunies";"Drogue ; Réunies";;;;;;0;0;1;;;;;;35;
3///Matières premières///Garance;383;Garance;"Drogue ; pour la peinture et la teinture";;;;;;0;0;1;;;;;;20;
3///Matières premières///Indigo;384;Indigo;"Drogue ; pour la peinture et la teinture ; indigo";;;;;;0;0;1;;;;;;52;
3///Matières premières///Noix de Galle;385;"Noix ; de Galle";"Drogue ; pour la peinture et la teinture ; noix ; de galles";;;;;;0;0;1;;;;;;6;
3///Matières premières///Noix de galle;386;"Noix ; de Galle";"Drogue ; pour la peinture et la teinture ; noix ; de galles";;;;;;0;0;1;;;;;;7;
3///Matières premières///Rocou;387;Rocou;"Drogue ; pour la peinture et la teinture ; Rocou";;;;;;0;0;1;;;;;;24;
3///Matières premières///Saffranum;388;Safran;"Drogue ; safran";;;;;;0;0;1;;;;;;1;
3///Matières premières///Verdet;389;Verdet;"Drogue ; pour la peinture et la teinture ; Verdet";;;;;;0;0;1;;;;;;22;
3///Subsistances///Articles réunis;390;"Articles ; réunis";"Articles ; réunis";;;;;;0;0;1;;;;;;1;
3///Subsistances///Canelle;391;Cannelle;"Épicerie ; cannelle";;;;;;0;0;1;;;;;;45;
3///Subsistances///Eiceries diverses;392;"Epicerie ; diverse";Épicerie;;;;;;0;0;1;;;;;;7;
3///Subsistances///Epiceries;393;Épicerie;Épicerie;;;;;;0;0;1;;;;;;29;
3///Subsistances///Epiceries Diverses;394;"Epicerie ; diverse";Épicerie;;;;;;0;0;1;;;;;;5;
3///Subsistances///Epiceries diverses;395;"Epicerie ; diverse";Épicerie;;;;;;0;0;1;;;;;;5;
3///Subsistances///Giroffle;396;Girofle;"Épicerie ; girofle";;;;;;0;0;1;;;;;;2;
3///Subsistances///Girofle;397;Girofle;"Épicerie ; girofle";;;;;;0;0;1;;;;;;19;
3///Subsistances///Muscade;398;Muscade;"Épicerie ; muscade";;;;;;0;0;1;;;;;;4;
3///Subsistances///Poivre;399;Poivre;"Épicerie ; poivre";;;;;;0;0;1;;;;;;40;
3///Suite des matières premières///Alun;400;Alun;"Drogue ; pour la peinture et la teinture ; alun";;;;;;0;0;1;;;;;;6;
3///Suite des matières premières///Azur;401;Azur;"Drogue ; pour la peinture et la teinture ; azur";;;;;;0;0;1;;;;;;4;
3///Suite des matières premières///Cochenille;402;Cochenille;"Drogue ; pour la peinture et la teinture ; Cochenille";;;;;;0;0;1;;;;;;4;
3///Suite des matières premières///Céruse;403;Céruse;"Drogue ; pour la peinture et la teinture ; Blanc de céruse";;;;;;0;0;1;;;;;;2;
3///Suite des matières premières///Drogues diverses réunies;404;"Drogues ; Réunies ; Diverses";Droguerie;;;;;;0;0;1;;;;;;15;
3///Suite des matières premières///Garance;405;Garance;"Drogue ; pour la peinture et la teinture";;;;;;0;0;1;;;;;;3;
3///Suite des matières premières///Indigo;406;Indigo;"Drogue ; pour la peinture et la teinture ; indigo";;;;;;0;0;1;;;;;;6;
