dataentryby	Source	year	sheet	marchandises	pays	quantit	value	leurvaleursub~1	leurvaleursub~2	total	Remarks	exportsimports	numrodeligne
Saadia Mai	AN F12 243	1776	38	"Couvertures; de laine"	Savoye	1402	2804	105411		118082		Imports	564
Saadia Mai	AN F12 243	1776	38	"Couvertures; de laine"	Suisse	1088	2176	105411		118082		Imports	565
Saadia Mai	AN F12 243	1776	38	"Couvertures; de laine"	Isles	2400	4800	105411		118082		Imports	566
Saadia Mai	AN F12 243	1776	38	"Couvertures; de laine"	Guinée	632	1264	105411		118082		Imports	567
Saadia Mai	AN F12 243	1776	40	"Couvertures; à Negres"	Isles	1500	1500			118082		Imports	568
Saadia Mai	AN F12 243	1776	40	"Couvertures; de plocq"	Portugal	3500	3500			118082		Imports	569
Saadia Mai	AN F12 243	1776	40	Craye	Allemagne	114980	1725			22725		Imports	570
Saadia Mai	AN F12 243	1776	40	Craye	Espagne	300000	21000			22725		Imports	571
Saadia Mai	AN F12 243	1776	40	Crème de tartre	Hollande	9040	3616			5104		Imports	572
Saadia Mai	AN F12 243	1776	40	Crème de tartre	Italie	2480	1488			5104		Imports	573
Saadia Mai	AN F12 243	1776	40	Cribles	Savoye	222	6660					Imports	574
Saadia Mai	AN F12 243	1776	40	Crin	Flandre	3257	2337			9977		Imports	575
Saadia Mai	AN F12 243	1776	40	Crin	Isles	7640	7640			9977		Imports	576
Saadia Mai	AN F12 243	1776	40	Cristaux	Isles	615	1230					Imports	577
Saadia Mai	AN F12 243	1776	40	Cuilleres de bois	Espagne	2350	1175					Imports	578
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; en poil"	Allemagne	1250	41618	57379	392735	971055		Imports	579
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; en poil"	Espagne	302	4535	57379	392735	971055		Imports	580
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; en poil"	Italie	12190	4876	57379	392735	971055		Imports	581
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; en poil"	Genes	5300	2650	57379	392735	971055		Imports	582
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; en poil"	Savoye	7400	3700	57379	392735	971055		Imports	583
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; tannés"	Allemagne	224	7691	335356	392735	971055		Imports	584
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; tannés"	Angleterre	15820	15820	335356	392735	971055		Imports	585
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; tannés"	Espagne	17660	29533	335356	392735	971055		Imports	586
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; tannés"	Flandre	1275	45924	335356	392735	971055		Imports	587
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; tannés"	Italie	143165	85898	335356	392735	971055		Imports	588
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; tannés"	Naples	48355	29013	335356	392735	971055		Imports	589
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; tannés"	Savoye	150100	100077	335356	392735	971055		Imports	590
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; tannés"	Suisse		17900	335356	392735	971055		Imports	591
Saadia Mai	AN F12 243	1776	40	"Cuirs; de beuf; tannés"	Isles	3500	3500	335356	392735	971055		Imports	592
Saadia Mai	AN F12 243	1776	40	"Cuirs; de cheval; en poil"	Allemagne	1068	10678			971055		Imports	593
Saadia Mai	AN F12 243	1776	42	"Cuirs; de genisse corroyés"	Espagne	403	7254	242952		971055		Imports	594
Saadia Mai	AN F12 243	1776	42	"Cuirs; de genisse corroyés"	Portugal	12861	231498	242952		971055		Imports	595
Saadia Mai	AN F12 243	1776	42	"Cuirs; de genisse corroyés"	Savoye	300	4200	242952		971055		Imports	596
Saadia Mai	AN F12 243	1776	42	"Cuirs; d'hongrie"	Allemagne	8046	8046			971055		Imports	597
Saadia Mai	AN F12 243	1776	42	"Cuirs; de Russie"	Savoye	3670	3670			971055		Imports	598
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; corroyés"	Allemagne	235	5640	98600	312974	971055		Imports	599
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; corroyés"	Espagne	1899	1540	98600	312974	971055		Imports	600
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; corroyés"	Portugal	4571	91420	98600	312974	971055		Imports	601
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tissés"	Italie	11695	9356	30427	312974	971055	le total devrait etre 35427	Imports	602
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tissés"	Naples	15743	15743	30427	312974	971055		Imports	603
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tissés"	Levant	6995	6995	30427	312974	971055		Imports	604
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tissés"	Savoye	3333	3333	30427	312974	971055		Imports	605
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; en poil"	Allemagne	3523	73509	312974		971055		Imports	606
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tannés"	Allemagne	562	12174	105438	312974	971055		Imports	607
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tannés"	Espagne	707	14140	105438	312974	971055		Imports	608
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tannés"	Italie	5100	2550	105438	312974	971055		Imports	609
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tannés"	Naples	40752	20376	105438	312974	971055		Imports	610
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tannés"	Savoye	1719	51588	105438	312974	971055		Imports	611
Saadia Mai	AN F12 243	1776	42	"Cuirs; de vaches; tannés"	Isles	193	4610	105438	312974	971055		Imports	612
Saadia Mai	AN F12 243	1776	42	Cuisses d'oye	Isles	146	1752					Imports	613
Saadia Mai	AN F12 243	1776	42	"Cuivre; en batterie"	Allemagne	919	1470	5741		547496		Imports	614
Saadia Mai	AN F12 243	1776	42	"Cuivre; en batterie"	Angleterre	2441	4271	5741		547496		Imports	615
Saadia Mai	AN F12 243	1776	42	"Cuivre; en chaudrons"	Isles	13120	18368			547496		Imports	616
Saadia Mai	AN F12 243	1776	42	"Cuivre; doré"	Allemagne		3828			547496		Imports	617
Saadia Mai	AN F12 243	1776	42	"Cuivre; en feuilles"	Angleterre	16900	16900	72945		547496		Imports	618
Saadia Mai	AN F12 243	1776	42	"Cuivre; en feuilles"	Isles	28324	41630	72945		547496		Imports	619
Saadia Mai	AN F12 243	1776	42	"Cuivre; en feuilles"	Indes	9610	14415	72945		547496		Imports	620
Saadia Mai	AN F12 243	1776	42	"Cuivre; ouvré"	Angleterre	670	1045	155518		547496		Imports	621
Saadia Mai	AN F12 243	1776	42	"Cuivre; ouvré"	Espagne	2496	4351	155518		547496		Imports	622
Saadia Mai	AN F12 243	1776	42	"Cuivre; ouvré"	Italie	27766	41649	155518		547496		Imports	623
Saadia Mai	AN F12 243	1776	42	"Cuivre; ouvré"	Genes	11600	18560	155518		547496		Imports	624
Saadia Mai	AN F12 243	1776	42	"Cuivre; ouvré"	Suisse	1235	1852	155518		547496		Imports	625
Saadia Mai	AN F12 243	1776	42	"Cuivre; ouvré"	Guinée	48279	84486	155518		547496		Imports	626
Saadia Mai	AN F12 243	1776	42	"Cuivre; ouvré"	Indes	1987	3575	155518		547496		Imports	627
Saadia Mai	AN F12 243	1776	44	"Cuivre; en planches"	Indes	181182	253654			547496		Imports	628
Saadia Mai	AN F12 243	1776	44	"Cuivre; en rozette"	Indes	11440	13728			547496		Imports	629
Saadia Mai	AN F12 243	1776	44	"Cuivre; tangout"	Italie	23300	20970			547496		Imports	630
Saadia Mai	AN F12 243	1776	44	"Cuivre; vieux"	Flandre	2744	2744			547496		Imports	631
Saadia Mai	AN F12 243	1776	44	Dame jannes	Isles	13284	41867			43617		Imports	632
Saadia Mai	AN F12 243	1776	44	Dame jannes	Indes	350	1750			43617		Imports	633
Saadia Mai	AN F12 243	1776	44	Degras de peaux	Savoye	10760	1076					Imports	634
Saadia Mai	AN F12 243	1776	44	"Dentelle; dorure; d'argent"	Espagne	14	1450	2500	10330	4016348		Imports	635
Saadia Mai	AN F12 243	1776	44	"Dentelle; dorure; d'argent"	Hollande	15	1050	2500	10330	4016348		Imports	636
Saadia Mai	AN F12 243	1776	44	"Dentelle; dorure; d'or"	Allemagne	31	5580	10330		4016348		Imports	637
Saadia Mai	AN F12 243	1776	44	"Dentelle; dorure; or et argent"	Espagne	7	2250	10330		4016348		Imports	638
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; de Caen"	Hollande	13	4550	5668	1859021	4016348		Imports	639
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; de Caen"	Italie	11	1118	5668	1859021	4016348		Imports	640
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Allemagne	232	52488	1593244	1859021	4016348		Imports	641
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Angleterre	1822	789075	1593244	1859021	4016348		Imports	642
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Danemark	9	3325	1593244	1859021	4016348		Imports	643
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Espagne	40	13696	1593244	1859021	4016348		Imports	644
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Flandre	813	361248	1593244	1859021	4016348		Imports	645
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Hollande	29	4760	1593244	1859021	4016348		Imports	646
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Italie	85	24360	1593244	1859021	4016348		Imports	647
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Levant	617	276752	1593244	1859021	4016348		Imports	648
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Savoye	78	32584	1593244	1859021	4016348		Imports	649
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Suisse	7	2214	1593244	1859021	4016348		Imports	650
Saadia Mai	AN F12 243	1776	44	"Dentelle; de fil; blanc"	Isles	327	32742	1593244	1859021	4016348		Imports	651
Saadia Mai	AN F12 243	1776	46	"Dentelle; de fil; communs"	Espagne	56	3360	1859021		4016348		Imports	652
Saadia Mai	AN F12 243	1776	46	"Dentelle; de fil; du Puy"	Espagne	4691	234587	256749	1859021	4016348		Imports	653
Saadia Mai	AN F12 243	1776	46	"Dentelle; de fil; du Puy"	Italie	368	18412	256749	1859021	4016348		Imports	654
Saadia Mai	AN F12 243	1776	46	"Dentelle; de fil; du Puy"	Levant	75	3750	256749	1859021	4016348		Imports	655
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Allemagne	1571	549850	2146997		4016348		Imports	656
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Angleterre	3014	1054986	2146997		4016348		Imports	657
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Espagne	578	179825	2146997		4016348		Imports	658
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Flandre	239	83825	2146997		4016348		Imports	659
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Hollande	177	61950	2146997		4016348		Imports	660
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Italie	595	138643	2146997		4016348		Imports	661
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Naples	68	23975	2146997		4016348		Imports	662
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Genes	8	2887	2146997		4016348		Imports	663
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Venise	5	1750	2146997		4016348		Imports	664
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Levant	5	1925	2146997		4016348		Imports	665
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Nord	10	3675	2146997		4016348		Imports	666
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Russie	60	21175	2146997		4016348		Imports	667
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Savoye	43	15225	2146997		4016348		Imports	668
Saadia Mai	AN F12 243	1776	46	"Dentelle; de soye"	Suisse	21	7306	2146997		4016348		Imports	669
Saadia Mai	AN F12 243	1776	46	Dominoterie	Allemagne	146	1460					Imports	670
Saadia Mai	AN F12 243	1776	46	Dorure fine	Allemagne	1503	180360			4679820		Imports	671
Saadia Mai	AN F12 243	1776	46	Dorure fine	Espagne	19594	2200160			4679820		Imports	672
Saadia Mai	AN F12 243	1776	46	Dorure fine	Flandre	1690	202800			4679820		Imports	673
Saadia Mai	AN F12 243	1776	46	Dorure fine	Genes	147	17640			4679820		Imports	674
Saadia Mai	AN F12 243	1776	46	Dorure fine	Hollande	200	24000			4679820		Imports	675
Saadia Mai	AN F12 243	1776	46	Dorure fine	Italie	13394	1591920			4679820		Imports	676
Saadia Mai	AN F12 243	1776	46	Dorure fine	Naples	335	33500			4679820		Imports	677
Saadia Mai	AN F12 243	1776	46	Dorure fine	Levant	2073	207300			4679820		Imports	678
Saadia Mai	AN F12 243	1776	46	Dorure fine	Portugal	596	71020			4679820		Imports	679
Saadia Mai	AN F12 243	1776	46	Dorure fine	Savoye	177	21200			4679820		Imports	680
Saadia Mai	AN F12 243	1776	46	Dorure fine	Suisse	406	48720			4679820		Imports	681
Saadia Mai	AN F12 243	1776	46	Dorure fine	Isles	69	10800			4679820		Imports	682
Saadia Mai	AN F12 243	1776	46	Dorure fine	Guinée		4300			4679820		Imports	683
Saadia Mai	AN F12 243	1776	46	Dorure fine	Indes	649	66100			4679820		Imports	684
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; de Carcassone"	Isles	193	1158	24408	8853716	16898123		Imports	685
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; de Carcassone"	Guinée	3950	18350	24408	8853716	16898123		Imports	686
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; de Carcassone"	Indes	10	4900	24408	8853716	16898123		Imports	687
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; cordeillard"	Espagne	279	22360	103825	8853716	16898123		Imports	688
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; cordeillard"	Savoye	16293	81465	103825	8853716	16898123		Imports	689
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; divers"	Indes	400	200000	8853716		16898123		Imports	690
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; ecarlatte"	Espagne	75	1125	100170	8853716	16898123		Imports	691
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; ecarlatte"	Italie	3763	56445	100170	8853716	16898123		Imports	692
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; ecarlatte"	Savoye	100	1500	100170	8853716	16898123		Imports	693
Saadia Mai	AN F12 243	1776	46	"Drap; de laine; ecarlatte"	Suisse	2740	41100	100170	8853716	16898123		Imports	694
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Allemagne	36208	425152	1659273	8853716	16898123		Imports	695
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Angleterre	867	10260	1659273	8853716	16898123		Imports	696
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Espagne	19340	292081	1659273	8853716	16898123		Imports	697
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Flandre	2540	28596	1659273	8853716	16898123		Imports	698
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Geneve	2204	29044	1659273	8853716	16898123		Imports	699
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Hollande	983	15708	1659273	8853716	16898123		Imports	700
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Italie	20651	330296	1659273	8853716	16898123		Imports	701
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Nord	1796	13364	1659273	8853716	16898123		Imports	702
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Portugal	3200	38400	1659273	8853716	16898123		Imports	703
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Savoye	9994	157276	1659273	8853716	16898123		Imports	704
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Suisse	8161	103968	1659273	8853716	16898123		Imports	705
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Isles	12983	195690	1659273	8853716	16898123		Imports	706
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; d'Elbeuf"	Guinée	2754	19438	1659273	8853716	16898123		Imports	707
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de france"	Espagne	5369	83392	8853716		16898123		Imports	708
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Languedoc"	Espagne	19069	85810	8853716		16898123		Imports	709
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Lille"	Flandre	63	15750	8853716		16898123		Imports	710
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; Londrin"	Espagne	6261	43827	5756872	8853716	16898123		Imports	711
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; Londrin"	Levant	791935	5543545	5756872	8853716	16898123		Imports	712
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; Londrin"	Indes	113	169500	5756872	8853716	16898123		Imports	713
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Louviers"	Allemagne	1620	32400	284660	8853716	16898123		Imports	714
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Louviers"	Espagne	1433	28660	284660	8853716	16898123		Imports	715
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Louviers"	Flandre	135	2700	284660	8853716	16898123		Imports	716
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Louviers"	Geneve	711	14220	284660	8853716	16898123		Imports	717
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Louviers"	Hollande	343	6860	284660	8853716	16898123		Imports	718
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Louviers"	Italie	3218	64360	284660	8853716	16898123		Imports	719
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Louviers"	Savoye	6413	128260	284660	8853716	16898123		Imports	720
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Louviers"	Suisse	177	3540	284660	8853716	16898123		Imports	721
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Louviers"	Indes	183	3660	284660	8853716	16898123		Imports	722
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Rouen"	Allemagne	175	1225	5365	8853716	16898123		Imports	723
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Rouen"	Flandre	103	1236	5365	8853716	16898123		Imports	724
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Rouen"	Hollande	242	2904	5365	8853716	16898123		Imports	725
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Sedan"	Espagne	141	70500	8853716		16898123		Imports	726
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Silesie"	Allemagne	10258	102580	278885	8853716	16898123		Imports	727
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Silesie"	Espagne	1182	11820	278885	8853716	16898123		Imports	728
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Silesie"	Flandre	2297	22975	278885	8853716	16898123		Imports	729
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Silesie"	Hollande	510	5100	278885	8853716	16898123		Imports	730
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Silesie"	Italie	9580	95800	278885	8853716	16898123		Imports	731
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Silesie"	Genes	565	5650	278885	8853716	16898123		Imports	732
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Silesie"	Portugal	350	3500	278885	8853716	16898123		Imports	733
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Silesie"	Savoye	2686	26860	278885	8853716	16898123		Imports	734
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Silesie"	Suisse	460	4600	278885	8853716	16898123		Imports	735
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Van Robet"	Allemagne	3602	64836	184806	8853716	16898123		Imports	736
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Van Robet"	Espagne	2035	36630	184806	8853716	16898123		Imports	737
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Van Robet"	Flandre	1745	31410	184806	8853716	16898123		Imports	738
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Van Robet"	Italie	2815	50670	184806	8853716	16898123		Imports	739
Saadia Mai	AN F12 243	1776	48	"Drap; de laine; de Van Robet"	Suisse	70	1260	184806	8853716	16898123		Imports	740
Saadia Mai	AN F12 243	1776	48	"Drap; draperie; bayette"	Guinée	3033	60346	8044407		16898123		Imports	741
Saadia Mai	AN F12 243	1776	48	"Drap; draperie; crespe"	Allemagne	44	2200	5275	8044407	16898123		Imports	742
Saadia Mai	AN F12 243	1776	48	"Drap; draperie; crespe"	Flandre	61	3075	5275	8044407	16898123		Imports	743
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; daufine"	Allemagne	19149	47872	57826	8044407	16898123		Imports	744
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; daufine"	Flandre	620	1550	57826	8044407	16898123		Imports	745
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; daufine"	Italie	1905	4762	57826	8044407	16898123		Imports	746
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; daufine"	Savoye	460	1130	57826	8044407	16898123		Imports	747
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; daufine"	Suisse	1005	2512	57826	8044407	16898123		Imports	748
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; droguet"	Allemagne	213	2130	8044407		16898123		Imports	749
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; espagnolette"	Allemagne	5097	34283	121790	8044407	16898123		Imports	750
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; espagnolette"	Espagne	3361	23527	121790	8044407	16898123		Imports	751
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; espagnolette"	Flandre	404	2828	121790	8044407	16898123		Imports	752
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; espagnolette"	Geneve	884	6188	121790	8044407	16898123		Imports	753
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; espagnolette"	Hollande	1743	12201	121790	8044407	16898123		Imports	754
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; espagnolette"	Italie	1760	12320	121790	8044407	16898123		Imports	755
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; espagnolette"	Savoye	3444	24108	121790	8044407	16898123		Imports	756
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; espagnolette"	Suisse	905	6335	121790	8044407	16898123		Imports	757
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; flanelle"	Allemagne	400	1600	57990	8044407	16898123		Imports	758
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; flanelle"	Espagne	9582	38330	57990	8044407	16898123		Imports	759
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; flanelle"	Italie	3010	12040	57990	8044407	16898123		Imports	760
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; flanelle"	Savoye	1505	6020	57990	8044407	16898123		Imports	761
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; froc"	Guinée	14096	56384	8044407		16898123		Imports	762
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; futaine"	Espagne	560	1900	2900	8044407	16898123		Imports	763
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; futaine"	Geneve	200	1000	2900	8044407	16898123		Imports	764
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; molton"	Allemagne	1175	5874	17035	8044407	16898123		Imports	765
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; molton"	Espagne	1525	5301	17035	8044407	16898123		Imports	766
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; molton"	Flandre	699	2796	17035	8044407	16898123		Imports	767
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; molton"	Hollande	495	1980	17035	8044407	16898123		Imports	768
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; molton"	Nord	271	1084	17035	8044407	16898123		Imports	769
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Allemagne	25699	177731	4544470	8044407	16898123		Imports	770
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Angleterre		96250	4544470	8044407	16898123		Imports	771
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Espagne	54671	311266	4544470	8044407	16898123		Imports	772
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Flandre	1660	11620	4544470	8044407	16898123		Imports	773
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Geneve	26718	220949	4544470	8044407	16898123		Imports	774
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Hollande	4227	25362	4544470	8044407	16898123		Imports	775
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Italie	216399	1393259	4544470	8044407	16898123		Imports	776
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Naples	23201	116005	4544470	8044407	16898123		Imports	777
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Genes	19436	97180	4544470	8044407	16898123		Imports	778
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Portugal	1591	6344	4544470	8044407	16898123		Imports	779
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Savoye	231737	1502184	4544470	8044407	16898123		Imports	780
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Suisse	81257	566935	4544470	8044407	16898123		Imports	781
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; ordinaire"	Isles	3270	19385	4544470	8044407	16898123		Imports	782
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Allemagne	45426	136526	1164272	8044407	16898123		Imports	783
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Espagne	213177	782735	1164272	8044407	16898123		Imports	784
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Flandre	25136	75868	1164272	8044407	16898123		Imports	785
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Geneve	681	2043	1164272	8044407	16898123		Imports	786
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Italie	26778	80334	1164272	8044407	16898123		Imports	787
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Levant	2800	8400	1164272	8044407	16898123		Imports	788
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Nord	1385	9695	1164272	8044407	16898123		Imports	789
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Portugal	1810	10030	1164272	8044407	16898123		Imports	790
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Savoye	4135	12405	1164272	8044407	16898123		Imports	791
Saadia Mai	AN F12 243	1776	50	"Drap; draperie; petite"	Suisse	15412	46236	1164272	8044407	16898123		Imports	792
Saadia Mai	AN F12 243	1776	52	"Drap; draperie; pinchina"	Flandre	12	3000	8044407		16898123		Imports	793
Saadia Mai	AN F12 243	1776	52	"Drap; draperie; ratine"	Allemagne	385	2695	9012	8044407	16898123		Imports	794
Saadia Mai	AN F12 243	1776	52	"Drap; draperie; ratine"	Espagne	205	1435	9012	8044407	16898123		Imports	795
Saadia Mai	AN F12 243	1776	52	"Drap; draperie; ratine"	Flandre	232	2320	9012	8044407	16898123		Imports	796
