dataentryby	Source	year	sheet	marchandises	pays	quantit	value	leurvaleursub~1	leurvaleursub~2	total	Remarks	exportsimports	numrodeligne
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Angleterre	194315	91280	30021305		30407668		Imports	287
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Danemark	1682087	859373	30021305		30407668		Imports	288
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Espagne	362195	195726	30021305		30407668		Imports	289
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Flandre	5253291	2678572	30021305		30407668		Imports	290
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Geneve	178372	133819	30021305		30407668		Imports	291
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Hollande	8770627	4063211	30021305		30407668		Imports	292
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Italie	2294518	1417274	30021305		30407668		Imports	293
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Naples	331134	248350	30021305		30407668		Imports	294
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Genes	281713	211284	30021305		30407668		Imports	295
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Venise	6777	5082	30021305		30407668		Imports	296
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Levant	6015834	4511875	30021305		30407668		Imports	297
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Nord	21868054	10930340	30021305		30407668		Imports	298
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Russie	827460	420074	30021305		30407668		Imports	299
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Savoye	126120	94590	30021305		30407668		Imports	300
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Suede	7081748	3546113	30021305		30407668		Imports	301
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Suisse	788563	517903	30021305		30407668		Imports	302
Saadia Mai	AN F12 243	1776	22	"Caffé; des Isles"	Guinée	16903	9057	30021305		30407668		Imports	303
Saadia Mai	AN F12 243	1776	22	"Caffé; de Moka"	Flandre	7282	10923	246065		30407668		Imports	304
Saadia Mai	AN F12 243	1776	22	"Caffé; de Moka"	Geneve	42263	64415	246065		30407668		Imports	305
Saadia Mai	AN F12 243	1776	22	"Caffé; de Moka"	Hollande	79931	119896	246065		30407668		Imports	306
Saadia Mai	AN F12 243	1776	22	"Caffé; de Moka"	Suisse	31846	50831	246065		30407668		Imports	307
Saadia Mai	AN F12 243	1776	22	Camphre	Hollande	8625	38812					Imports	308
Saadia Mai	AN F12 243	1776	22	Canefice	Italie	76115	22834			42018		Imports	309
Saadia Mai	AN F12 243	1776	22	Canefice	Naples	5020	1506			42018		Imports	310
Saadia Mai	AN F12 243	1776	22	Canefice	Genes	26100	7830			42018		Imports	311
Saadia Mai	AN F12 243	1776	22	Canefice	Venise	49123	7368			42018		Imports	312
Saadia Mai	AN F12 243	1776	22	Canefice	Savoye	8275	2480			42018		Imports	313
Saadia Mai	AN F12 243	1776	22	Canelle	Allemagne	155	1240			460537		Imports	314
Saadia Mai	AN F12 243	1776	22	Canelle	Espagne	7487	82690			460537		Imports	315
Saadia Mai	AN F12 243	1776	22	Canelle	Flandre	406	3248			460537		Imports	316
Saadia Mai	AN F12 243	1776	22	Canelle	Geneve	1068	8544			460537		Imports	317
Saadia Mai	AN F12 243	1776	22	Canelle	Hollande	27753	222024			460537		Imports	318
Saadia Mai	AN F12 243	1776	22	Canelle	Italie	2030	20300			460537		Imports	319
Saadia Mai	AN F12 243	1776	22	Canelle	Naples	105	1050			460537		Imports	320
Saadia Mai	AN F12 243	1776	22	Canelle	Genes	410	4100			460537		Imports	321
Saadia Mai	AN F12 243	1776	22	Canelle	Venise	393	3930			460537		Imports	322
Saadia Mai	AN F12 243	1776	24	Canelle	Levant	5068	53680			460537		Imports	323
Saadia Mai	AN F12 243	1776	24	Canelle	Nord	4772	38176			460537		Imports	324
Saadia Mai	AN F12 243	1776	24	Canelle	Portugal	600	6000			460537		Imports	325
Saadia Mai	AN F12 243	1776	24	Canelle	Savoye	130	1300			460537		Imports	326
Saadia Mai	AN F12 243	1776	24	Canelle	Suisse	1529	13007			460537		Imports	327
Saadia Mai	AN F12 243	1776	24	Canelle	Isles	156	1248			460537		Imports	328
Saadia Mai	AN F12 243	1776	24	Canettes de grez	Guinée	15324	6396					Imports	329
Saadia Mai	AN F12 243	1776	24	Canevettes de grer	Guinée		145946					Imports	330
Saadia Mai	AN F12 243	1776	24	Canons de fer	Isles	8000	2400			23411		Imports	331
Saadia Mai	AN F12 243	1776	24	Canons de fer	Indes	70	21011			23411		Imports	332
Saadia Mai	AN F12 243	1776	24	Capres	Angleterre	1890	1417			156713		Imports	333
Saadia Mai	AN F12 243	1776	24	Capres	Hollande	2814	1407			156713		Imports	334
Saadia Mai	AN F12 243	1776	24	Capres	Italie	85428	42714			156713		Imports	335
Saadia Mai	AN F12 243	1776	24	Capres	Nord	12368	6184			156713		Imports	336
Saadia Mai	AN F12 243	1776	24	Capres	Isles	4267	85351			156713		Imports	337
Saadia Mai	AN F12 243	1776	24	Capres	Indes	955	19100			156713		Imports	338
Saadia Mai	AN F12 243	1776	24	Cardamomum	Hollande	475	2375			4675		Imports	339
Saadia Mai	AN F12 243	1776	24	Cardamomum	Nord	460	2300			4675		Imports	340
Saadia Mai	AN F12 243	1776	24	Cardes à carder	Portugal	1388	2776					Imports	341
Saadia Mai	AN F12 243	1776	24	Carosses	Isles		2000					Imports	342
Saadia Mai	AN F12 243	1776	24	"Carreaux; de bidache"	Isles	232	1856			54536		Imports	343
Saadia Mai	AN F12 243	1776	24	"Carreaux; de terre"	Angleterre	9150	4575	52680		54536		Imports	344
Saadia Mai	AN F12 243	1776	24	"Carreaux; de terre"	Flandre	2125	2125	52680		54536		Imports	345
Saadia Mai	AN F12 243	1776	24	"Carreaux; de terre"	Isles	1793	37980	52680		54536		Imports	346
Saadia Mai	AN F12 243	1776	24	"Carreaux; de terre"	Guinée	2000	8000	52680		54536		Imports	347
	AN F12 243		24	"Cartes; géographiques"	Russie	232	2320			8094		Imports	348
Saadia Mai	AN F12 243	1776	24	"Cartes; à jouer"	Isles	2350	5774			8094		Imports	349
Saadia Mai	AN F12 243	1776	26	Cassia lignex	Hollande	2580	7740					Imports	350
Saadia Mai	AN F12 243	1776	26	Caves garnies	Guinée	68528	34264			37084		Imports	351
Saadia Mai	AN F12 243	1776	26	Caves garnies	Indes	470	2820			37084		Imports	352
	AN F12 243		26	Cauria	Guinée	663087	599314					Imports	353
Saadia Mai	AN F12 243	1776	26	"Cendre; à fumer terre"	Flandre		9676			46351		Imports	354
Saadia Mai	AN F12 243	1776	26	"Cendre; de hoüille"	Flandre		9400			46351		Imports	355
Saadia Mai	AN F12 243	1776	26	"Cendre; potasse"	Flandre	33700	10110	27275		46351		Imports	356
Saadia Mai	AN F12 243	1776	26	"Cendre; potasse"	Isles	42145	17165	27275		46351		Imports	357
Saadia Mai	AN F12 243	1776	26	Cercles de bois	Angleterre	23542	23542			194630		Imports	358
Saadia Mai	AN F12 243	1776	26	Cercles de bois	Espagne	26940	1916			194630		Imports	359
Saadia Mai	AN F12 243	1776	26	Cercles de bois	Isles	53107	159322			194630		Imports	360
Saadia Mai	AN F12 243	1776	26	Cercles de bois	Indes	3940	9850			194630		Imports	361
Saadia Mai	AN F12 243	1776	26	Cervelats	Indes	6090	4567					Imports	362
Saadia Mai	AN F12 243	1776	26	Ceruze	Indes	3275	6550					Imports	363
Saadia Mai	AN F12 243	1776	26	"Chaises; de joncs"	Angleterre	72	2880	29946		31992		Imports	364
Saadia Mai	AN F12 243	1776	26	"Chaises; de joncs"	Isles	4511	27066	29946		31992		Imports	365
Saadia Mai	AN F12 243	1776	26	"Chaises; de paille"	Isles	93	2046			31992		Imports	366
Saadia Mai	AN F12 243	1776	26	Chandelle	Angleterre	8590	4536			798018		Imports	367
Saadia Mai	AN F12 243	1776	26	Chandelle	Espagne	26117	14363			798018		Imports	368
Saadia Mai	AN F12 243	1776	26	Chandelle	Levant	3823	1911			798018		Imports	369
Saadia Mai	AN F12 243	1776	26	Chandelle	Portugal	6766	3442			798018		Imports	370
Saadia Mai	AN F12 243	1776	28	Chandelle	Suisse	3435	1717			798018		Imports	371
Saadia Mai	AN F12 243	1776	28	Chandelle	Isles	1468750	756851			798018		Imports	372
Saadia Mai	AN F12 243	1776	28	Chandelle	Guinée	14370	8612			798018		Imports	373
Saadia Mai	AN F12 243	1776	28	Chandelle	Indes	10625	6586			798018		Imports	374
Saadia Mai	AN F12 243	1776	28	"Chanvre; peigné"	Espagne	112954	84715	92227		92227		Imports	375
Saadia Mai	AN F12 243	1776	28	"Chanvre; peigné"	Italie	1800	1350	92227		92227		Imports	376
Saadia Mai	AN F12 243	1776	28	"Chanvre; peigné"	Naples	1900	1625	92227		92227		Imports	377
Saadia Mai	AN F12 243	1776	28	"Chanvre; peigné"	Levant	6050	4537	92227		92227		Imports	378
Saadia Mai	AN F12 243	1776	28	"Chapeaux; assortis"	Isles	13213	1058840	1144200		3134284	le total devrait être 3128284	Imports	379
Saadia Mai	AN F12 243	1776	28	"Chapeaux; assortis"	Indes	1067	85360	1144200		3134284		Imports	380
Saadia Mai	AN F12 243	1776	28	"Chapeaux; bordés"	Isles		33750			3134284		Imports	381
Saadia Mai	AN F12 243	1776	28	"Chapeaux; castor"	Allemagne	47	11304	452283		3134284		Imports	382
Saadia Mai	AN F12 243	1776	28	"Chapeaux; castor"	Angleterre		9696	452283		3134284		Imports	383
Saadia Mai	AN F12 243	1776	28	"Chapeaux; castor"	Espagne	1671	396675	452283		3134284		Imports	384
Saadia Mai	AN F12 243	1776	28	"Chapeaux; castor"	Flandre	13	3120	452283		3134284		Imports	385
Saadia Mai	AN F12 243	1776	28	"Chapeaux; castor"	Italie	7	1680	452283		3134284		Imports	386
Saadia Mai	AN F12 243	1776	28	"Chapeaux; castor"	Naples	14	3360	452283		3134284		Imports	387
Saadia Mai	AN F12 243	1776	28	"Chapeaux; castor"	Russie	5	1200	452283		3134284		Imports	388
Saadia Mai	AN F12 243	1776	28	"Chapeaux; castor"	Savoye	19	4560	452283		3134284		Imports	389
Saadia Mai	AN F12 243	1776	28	"Chapeaux; castor"	Isles	113	20688	452283		3134284		Imports	390
Saadia Mai	AN F12 243	1776	28	"Chapeaux; mi castor"	Allemagne	3783	37830	252926		3134284		Imports	391
Saadia Mai	AN F12 243	1776	28	"Chapeaux; mi castor"	Espagne	917	110080	252926		3134284		Imports	392
Saadia Mai	AN F12 243	1776	28	"Chapeaux; mi castor"	Hollande	24	2880	252926		3134284		Imports	393
Saadia Mai	AN F12 243	1776	28	"Chapeaux; mi castor"	Italie	297	35680	252926		3134284		Imports	394
Saadia Mai	AN F12 243	1776	28	"Chapeaux; mi castor"	Portugal	21	2520	252926		3134284		Imports	395
Saadia Mai	AN F12 243	1776	28	"Chapeaux; mi castor"	Russie	19	2280	252926		3134284		Imports	396
Saadia Mai	AN F12 243	1776	28	"Chapeaux; mi castor"	Savoye	44	5280	252926		3134284		Imports	397
Saadia Mai	AN F12 243	1776	28	"Chapeaux; mi castor"	Suisse	33	3480	252926		3134284		Imports	398
Saadia Mai	AN F12 243	1776	28	"Chapeaux; mi castor"	Isles	5289	52896	252926		3134284		Imports	399
Saadia Mai	AN F12 243	1776	30	"Chapeaux; communs"	Espagne	10	5075	55650		3134284		Imports	400
Saadia Mai	AN F12 243	1776	30	"Chapeaux; communs"	Isles	687	34357	55650		3134284		Imports	401
Saadia Mai	AN F12 243	1776	30	"Chapeaux; communs"	Guinée	2281	8618	55650		3134284		Imports	402
Saadia Mai	AN F12 243	1776	30	"Chapeaux; communs"	Indes	76	7600	55650		3134284		Imports	403
Saadia Mai	AN F12 243	1776	30	"Chapeaux; de feutre"	Isles	806	9672			3134284		Imports	404
Saadia Mai	AN F12 243	1776	30	"Chapeaux; de laine"	Savoye	9674	48369			3134284		Imports	405
Saadia Mai	AN F12 243	1776	30	"Chapeaux; à Negres"	Isles	415	8360	9500		3134284		Imports	406
Saadia Mai	AN F12 243	1776	30	"Chapeaux; à Negres"	Guinée	63	1140	9500		3134284		Imports	407
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Allemagne	140	84330	1121934		3134284		Imports	408
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Espagne	11981	718825	1121934		3134284		Imports	409
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Flandre	423	25412	1121934		3134284		Imports	410
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Geneve	222	13320	1121934		3134284		Imports	411
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Italie	2399	143976	1121934		3134284		Imports	412
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Naples	650	3900	1121934		3134284		Imports	413
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Genes	330	1980	1121934		3134284		Imports	414
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Levant	1316	7896	1121934		3134284		Imports	415
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Portugal	39	2340	1121934		3134284		Imports	416
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Savoye	3305	40395	1121934		3134284		Imports	417
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Suisse	505	30300	1121934		3134284		Imports	418
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Isles	821	46740	1121934		3134284		Imports	419
Saadia Mai	AN F12 243	1776	30	"Chapeaux; poil a laine"	Indes	70	2520	1121934		3134284		Imports	420
Saadia Mai	AN F12 243	1776	30	"Charbon; de bois"	Allemagne	521	18840			2803700		Imports	421
Saadia Mai	AN F12 243	1776	30	"Charbon; de terre"	Flandre	455396	2732376	2784860		2803700		Imports	422
Saadia Mai	AN F12 243	1776	30	"Charbon; de terre"	Savoye	83400	4170	2784860		2803700		Imports	423
Saadia Mai	AN F12 243	1776	30	"Charbon; de terre"	Isles	1115	44634	2784860		2803700		Imports	424
Saadia Mai	AN F12 243	1776	30	"Charbon; de terre"	Guinée	478	2390	2784860		2803700		Imports	425
Saadia Mai	AN F12 243	1776	30	"Charbon; de terre"	Indes	45	1290	2784860		2803700		Imports	426
Saadia Mai	AN F12 243	1776	30	Chardons à drapier	Angleterre	4860	1458			14898		Imports	427
Saadia Mai	AN F12 243	1776	30	Chardons à drapier	Hollande	672	13440			14898		Imports	428
Saadia Mai	AN F12 243	1776	30	Charettes	Isles	31	3720					Imports	429
Saadia Mai	AN F12 243	1776	30	Chaux	Savoye	121	6071			10999		Imports	430
Saadia Mai	AN F12 243	1776	30	Chaux	Isles	1232	4928			10999		Imports	431
Saadia Mai	AN F12 243	1776	30	"Chemises; communes"	Isles	892	85633	112129		275624		Imports	432
Saadia Mai	AN F12 243	1776	30	"Chemises; communes"	Indes	276	26496	112129		275624		Imports	433
Saadia Mai	AN F12 243	1776	30	"Chemises; garnies"	Espagne	8050	24933	152137		275624		Imports	434
Saadia Mai	AN F12 243	1776	30	"Chemises; garnies"	Isles	8480	127204	152137		275624		Imports	435
Saadia Mai	AN F12 243	1776	30	"Chemises; unies"	Espagne	1611	3312	11358		275624		Imports	436
Saadia Mai	AN F12 243	1776	30	"Chemises; unies"	Isles	1788	8046	11358		275624		Imports	437
Saadia Mai	AN F12 243	1776	32	Chevaux	Allemagne	85	12750			109920		Imports	438
Saadia Mai	AN F12 243	1776	32	Chevaux	Angleterre	98	19500			109920		Imports	439
Saadia Mai	AN F12 243	1776	32	Chevaux	Espagne	475	33250			109920		Imports	440
Saadia Mai	AN F12 243	1776	32	Chevaux	Savoye	435	44420			109920		Imports	441
Saadia Mai	AN F12 243	1776	32	Cheveux	Suisse	181	2715					Imports	442
Saadia Mai	AN F12 243	1776	32	Chevres	Allemagne	713	3639			12884		Imports	443
Saadia Mai	AN F12 243	1776	32	Chevres	Espagne	213	2130			12884		Imports	444
Saadia Mai	AN F12 243	1776	32	Chevres	Savoye	236	2360			12884		Imports	445
Saadia Mai	AN F12 243	1776	32	Chevres	Suisse	951	4755			12884		Imports	446
Saadia Mai	AN F12 243	1776	32	Chevrons de bois	Savoye	203	2030					Imports	447
Saadia Mai	AN F12 243	1776	32	Chocolat	Allemagne	1194	2388					Imports	448
Saadia Mai	AN F12 243	1776	32	Choux fleurs	Flandre		5400					Imports	449
Saadia Mai	AN F12 243	1776	32	Cidre	Espagne	208	4160			16162		Imports	450
Saadia Mai	AN F12 243	1776	32	Cidre	Isles	356	7122			16162		Imports	451
Saadia Mai	AN F12 243	1776	32	Cidre	Indes	166	4880			16162		Imports	452
Saadia Mai	AN F12 243	1776	32	"Cire; blanche"	Allemagne	20732	57143	97127		637692		Imports	453
Saadia Mai	AN F12 243	1776	32	"Cire; blanche"	Espagne	10342	20684	97127		637692		Imports	454
	AN F12 243		32	"Cire; blanche"	Geneve		2416	97127		637692		Imports	455
Saadia Mai	AN F12 243	1776	32	"Cire; blanche"	Hollande	600	1200	97127		637692		Imports	456
Saadia Mai	AN F12 243	1776	32	"Cire; blanche"	Italie	1346	2692	97127		637692		Imports	457
Saadia Mai	AN F12 243	1776	32	"Cire; blanche"	Suisse		8582	97127		637692		Imports	458
Saadia Mai	AN F12 243	1776	32	"Cire; blanche"	Isles	1960	4410	97127		637692		Imports	459
Saadia Mai	AN F12 243	1776	32	"Cire; à cachetter"	Isles	560	1750			637692		Imports	460
Saadia Mai	AN F12 243	1776	32	"Cire; jaune"	Allemagne	506	1052	538815		637692		Imports	461
Saadia Mai	AN F12 243	1776	32	"Cire; jaune"	Espagne	80399	147266	538815		637692		Imports	462
Saadia Mai	AN F12 243	1776	32	"Cire; jaune"	Italie	42904	64356	538815		637692		Imports	463
Saadia Mai	AN F12 243	1776	32	"Cire; jaune"	Naples	55786	83679	538815		637692		Imports	464
Saadia Mai	AN F12 243	1776	32	"Cire; jaune"	Genes	55733	83599	538815		637692		Imports	465
Saadia Mai	AN F12 243	1776	32	"Cire; jaune"	Venise	1456	2182	538815		637692		Imports	466
Saadia Mai	AN F12 243	1776	32	"Cire; jaune"	Levant	33228	49842	538815		637692		Imports	467
Saadia Mai	AN F12 243	1776	32	"Cire; jaune"	Savoye	71226	106839	538815		637692		Imports	468
Saadia Mai	AN F12 243	1776	34	Citrons et oranges	Allemagne	23649	1600			11082		Imports	469
Saadia Mai	AN F12 243	1776	34	Citrons et oranges	Flandre	20800	2080			11082		Imports	470
Saadia Mai	AN F12 243	1776	34	Citrons et oranges	Nord	12000	2400			11082		Imports	471
Saadia Mai	AN F12 243	1776	34	Citrons et oranges	Savoye	12620	1262			11082		Imports	472
Saadia Mai	AN F12 243	1776	34	Citrons et oranges	Suede	37400	3740			11082		Imports	473
Saadia Mai	AN F12 243	1776	34	Cloches	Isles	1654	1654					Imports	474
Saadia Mai	AN F12 243	1776	34	"Clous; de fer"	Espagne	19625	5085	332238		332238		Imports	475
Saadia Mai	AN F12 243	1776	34	"Clous; de fer"	Hollande	6300	11025	332238		332238		Imports	476
Saadia Mai	AN F12 243	1776	34	"Clous; de fer"	Levant	85984	21481	332238		332238		Imports	477
Saadia Mai	AN F12 243	1776	34	"Clous; de fer"	Isles	766867	209556	332238		332238		Imports	478
Saadia Mai	AN F12 243	1776	34	"Clous; de fer"	Guinée	28630	8997	332238		332238		Imports	479
Saadia Mai	AN F12 243	1776	34	"Clous; de fer"	Indes	288605	76094	332238		332238		Imports	480
Saadia Mai	AN F12 243	1776	34	Cochenille	Angleterre	400	7200			3657798		Imports	481
Saadia Mai	AN F12 243	1776	34	Cochenille	Hollande	915	16470			3657798		Imports	482
Saadia Mai	AN F12 243	1776	34	Cochenille	Italie	3041	54738			3657798		Imports	483
Saadia Mai	AN F12 243	1776	34	Cochenille	Naples	728	13104			3657798		Imports	484
Saadia Mai	AN F12 243	1776	34	Cochenille	Genes	640	11520			3657798		Imports	485
Saadia Mai	AN F12 243	1776	34	Cochenille	Levant	195029	3510522			3657798		Imports	486
Saadia Mai	AN F12 243	1776	34	Cochenille	Nord	240	4320			3657798		Imports	487
Saadia Mai	AN F12 243	1776	34	Cochenille	Savoye	2218	39924			3657798		Imports	488
Saadia Mai	AN F12 243	1776	34	Coffres de chirurgie	Isles	393	117540			119140		Imports	489
Saadia Mai	AN F12 243	1776	34	Coffres de chirurgie	Indes	4	1600			119140		Imports	490
Saadia Mai	AN F12 243	1776	34	"Colle; forte"	Espagne	13655	5462	8882		20786		Imports	491
Saadia Mai	AN F12 243	1776	34	"Colle; forte"	Italie	8550	3420	8882		20786		Imports	492
Saadia Mai	AN F12 243	1776	34	"Colle; de poisson"	Espagne	600	2400	11904		20786		Imports	493
Saadia Mai	AN F12 243	1776	34	"Colle; de poisson"	Hollande	1584	9504	11904		20786		Imports	494
Saadia Mai	AN F12 243	1776	34	Colombine	Hollande	89000	2225			9175		Imports	495
Saadia Mai	AN F12 243	1776	34	Colombine	Italie	278000	6950			9175		Imports	496
Saadia Mai	AN F12 243	1776	34	Coloquintes	Naples	1600	1600					Imports	497
Saadia Mai	AN F12 243	1776	36	Confitures	Angleterre	13000	1300			121139		Imports	498
Saadia Mai	AN F12 243	1776	36	Confitures	Espagne	17568	17589			121139		Imports	499
Saadia Mai	AN F12 243	1776	36	Confitures	Flandre	1240	1273			121139		Imports	500
Saadia Mai	AN F12 243	1776	36	Confitures	Hollande	7004	7004			121139		Imports	501
Saadia Mai	AN F12 243	1776	36	Confitures	Italie	8804	8804			121139		Imports	502
Saadia Mai	AN F12 243	1776	36	Confitures	Genes	1980	1980			121139		Imports	503
Saadia Mai	AN F12 243	1776	36	Confitures	Levant	7100	7100			121139		Imports	504
Saadia Mai	AN F12 243	1776	36	Confitures	Nord	6935	7177			121139		Imports	505
Saadia Mai	AN F12 243	1776	36	Confitures	Portugal	1982	1982			121139		Imports	506
Saadia Mai	AN F12 243	1776	36	Confitures	Russie	5878	5938			121139		Imports	507
Saadia Mai	AN F12 243	1776	36	Confitures	Suede	1382	1382			121139		Imports	508
Saadia Mai	AN F12 243	1776	36	Confitures	Isles	11770	51770			121139		Imports	509
Saadia Mai	AN F12 243	1776	36	Confitures	Indes	7840	7840			121139		Imports	510
Saadia Mai	AN F12 243	1776	36	Congres	Espagne	31310	5473					Imports	511
Saadia Mai	AN F12 243	1776	36	"Corail; brut"	Italie	10900	5450	6582		767322		Imports	512
Saadia Mai	AN F12 243	1776	36	"Corail; brut"	Levant	2264	1132	6582		767322		Imports	513
Saadia Mai	AN F12 243	1776	36	"Corail; ouvré"	Angleterre	30	4800	760740		767322		Imports	514
Saadia Mai	AN F12 243	1776	36	"Corail; ouvré"	Espagne	29	4640	760740		767322		Imports	515
Saadia Mai	AN F12 243	1776	36	"Corail; ouvré"	Italie	600	96000	760740		767322		Imports	516
Saadia Mai	AN F12 243	1776	36	"Corail; ouvré"	Levant	645	103200	760740		767322		Imports	517
Saadia Mai	AN F12 243	1776	36	"Corail; ouvré"	Nord	850	136000	760740		767322		Imports	518
Saadia Mai	AN F12 243	1776	36	"Corail; ouvré"	Guinée	1878	368100	760740		767322		Imports	519
Saadia Mai	AN F12 243	1776	36	"Corail; ouvré"	Indes	400	48000	760740		767322		Imports	520
Saadia Mai	AN F12 243	1776	36	Cordages de chanvre	Angleterre	12110	3633			460796		Imports	521
