dutchtranslation,unit,tax_office,quantity,exportimport,product_prix,product,product_Original,sitc1digit,sitc18thc,alternativenames
"huiden (bokken en geiten, bereid)",aantal,marche,3,export,,peaux de boucs et de chevres,goat hides,2,2,[idem] appretés
"huiden (bokken en geiten, bereid)",aantal,marche,5,import,,peaux de boucs et de chevres appretées,goat hides,,,
"huiden (bokken en geiten, bereid)",aantal,brussel,30,import,,peaux de boucs et de chevres appretées,goat hides,,,
"huiden (bokken en geiten, bereid)",aantal,turnhout,8,import,,peaux de boucs et de chevres appretées,goat hides,,,
"huiden (bokken en geiten, bereid)",aantal,namen,1,export,,peaux de boucs et de chevres appretées,goat hides,,,
"huiden (bokken en geiten, bereid)",aantal,luxemburg,3,import,,peaux de boucs et de chevres appretées,goat hides,,,
"huiden (bokken en geiten, bereid)",aantal,chimay,8,transit,,peaux de boucs et de chevres appretées,goat hides,,,
"huiden (bokken en geiten, bereid)",aantal,namen,6,import,,peaux de boucs et de chevres appretées,goat hides,,,
"huiden (bokken en geiten, bereid)",aantal,stphillipe,92,import,,peaux de boucs et de chevres appretées,goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,herve,1,transit,,peaux de boucs et de chevres,goat hides,2,2,[idem] sans apprêt
"huiden (bokken en geiten, zonder bereiding)",aantal,luxemburg,425,transit,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,luxemburg,1515,export,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,chimay,2,transit,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,namen,4,transit,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,oostende,1457,import,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,luxemburg,82,import,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,marche,413,export,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,stvith,339,export,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,stvith,66,import,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,marche,4,import,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,stphillipe,320,import,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,stvith,1,transit,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (bokken en geiten, zonder bereiding)",aantal,namen,6,import,,"peaux de boucs et de chevres, sans apprets",goat hides,,,
"huiden (hazen en konijnen, bereid)",aantal,ieper,1476,export,,peaux de lievres et lapins appretées,skins of hares and rabbits,2,2,[idem] appretés
"huiden (hazen en konijnen, bereid)",aantal,antwerpen,30429,export,,peaux de lievres et lapins appretées,skins of hares and rabbits,2,2,[idem] appretés
"huiden (hazen en konijnen, bereid)",aantal,antwerpen,136,import,,peaux de lievres et lapins appretées,skins of hares and rabbits,2,2,[idem] appretés
"huiden (hazen en konijnen, bereid)",aantal,namen,12,export,,peaux de lievres et lapins appretées,skins of hares and rabbits,2,2,[idem] appretés
"huiden (hazen en konijnen, bereid)",aantal,charleroi,5,import,,peaux de lievres et lapins appretées,skins of hares and rabbits,2,2,[idem] appretés
"huiden (hazen en konijnen, bereid)",aantal,namen,38,import,,peaux de lievres et lapins appretées,skins of hares and rabbits,2,2,[idem] appretés
"huiden (hazen en konijnen, bereid)",aantal,namen,6,transit,,peaux de lievres et lapins appretées,skins of hares and rabbits,2,2,[idem] appretés
"huiden (hazen en konijnen, zonder bereiding)",aantal,stvith,1,export,,peaux de lievres et lapins,skins of hares and rabbits,2,2,[idem] sans apprêt
"huiden (hazen en konijnen, zonder bereiding)",aantal,bergen,2216,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,sintniklaas,15378,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,kortrijk,957,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,brugge,510,export,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,turnhout,5600,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,namen,12,export,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,gent,30960,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,marche,164,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,stphillipe,2800,export,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,antwerpen,6300,export,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,nieuwpoort,8932,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,charleroi,562,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,herve,20,export,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,stvith,176,transit,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,brugge,5043,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,luxemburg,50,transit,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,luxemburg,14,export,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,herve,12,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,ieper,200,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,stphillipe,429353,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,namen,205,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,brussel,198,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,oostende,25365,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,tienen,3270,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,marche,21,export,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (hazen en konijnen, zonder bereiding)",aantal,luxemburg,63,import,,"peaux de lievres et lapins, sans apprêt",skins of hares and rabbits,,,
"huiden (herten en damherten, bereid)",aantal,oostende,240,import,,peaux de cerfs et dains appretées,deer hides,,,
"huiden (herten en damherten, bereid)",aantal,turnhout,25,import,,peaux de cerfs et dains,deer hides,2,2,[idem] appretés
"huiden (herten en damherten, bereid)",aantal,chimay,3,transit,,peaux de cerfs et dains,deer hides,2,2,[idem] appretés
"huiden (herten en damherten, bereid)",aantal,nieuwpoort,49,import,,peaux de cerfs et dains,deer hides,2,2,[idem] appretés
"huiden (herten en damherten, zonder bereiding)",aantal,marche,2,export,,peaux de cerfs et de dains,deer hides,2,2,[idem] sans apprêt
"huiden (herten en damherten, zonder bereiding)",aantal,luxemburg,2,export,,"peaux de cerfs et de dains, sans apprêt",deer hides,,,
"huiden (herten en damherten, zonder bereiding)",aantal,brugge,58,import,,"peaux de cerfs et de dains, sans apprêt",deer hides,,,
"huiden (herten en damherten, zonder bereiding)",aantal,luxemburg,84,import,,"peaux de cerfs et de dains, sans apprêt",deer hides,,,
"huiden (kalveren, behaard)",aantal,chimay,22,import,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,nieuwpoort,67,import,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,luxemburg,20,transit,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,chimay,8,export,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,marche,1,export,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,namen,636,transit,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,stvith,71,import,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,namen,6,import,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,sintniklaas,3,import,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,brugge,500,import,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,turnhout,99,export,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,chimay,680,transit,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,sintniklaas,2,export,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,charleroi,846,transit,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,luxemburg,952,import,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,ieper,733,transit,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,herve,1148,export,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,gent,502,import,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,tienen,826,export,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,herve,5,transit,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,stvith,1983,transit,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, behaard)",aantal,marche,12,transit,,peaux de veaux à poil,hides of calfs (with hair),2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,sintniklaas,470.5,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,marche,120,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,doornik,48,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,brussel,3,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,stvith,789,transit,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,chimay,203,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,luxemburg,18,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,marche,6,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,gent,286,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,charleroi,724,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,bergen,18,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,chimay,728,transit,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,namen,22,transit,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,herve,394,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,sintniklaas,12,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,turnhout,99,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,oostende,556,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,tienen,22,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,herve,534,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,brussel,8168,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,charleroi,21,transit,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,tienen,6,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,namen,13,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,luxemburg,1015,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,stvith,4,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,stvith,85,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,oostende,118,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,antwerpen,4999,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,herve,75,transit,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,bergen,3,import,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,brugge,232,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,charleroi,74,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,kortrijk,472,transit,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,kortrijk,338,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid in allerlei kleuren)",aantal,namen,1164,export,,peaux de veaux appretées et en couleur,processed calf hides in colours,2,2,
"huiden (kalveren, bereid tot zeemvellen)",aantal,brugge,94,export,,peaux de veaux appretées en chamois,calf hides in chamois,2,2,
"huiden (kalveren, bereid tot zeemvellen)",aantal,marche,54,import,,peaux de veaux appretées en chamois,calf hides in chamois,2,2,
"huiden (kalveren, bereid tot zeemvellen)",aantal,brussel,1508,export,,peaux de veaux appretées en chamois,calf hides in chamois,2,2,
"huiden (kalveren, bereid tot zeemvellen)",aantal,turnhout,50,export,,peaux de veaux appretées en chamois,calf hides in chamois,2,2,
"huiden (kalveren, bereid tot zeemvellen)",aantal,gent,4,export,,peaux de veaux appretées en chamois,calf hides in chamois,2,2,
