numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
252,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray,Les 4 villes anséatiques,46600,Livres,,2370,,,Pas de prix unitaire
253,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray ,Etats de l'empereur,88800,,,4400,,,Pas de prix unitaire
254,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray,Etats du roi de Prusse,13220,Livres,,680,,,Pas de prix unitaire
255,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray goudron,Espagne,704400,Livres,,48211,,,Pas de prix uniaitaire
256,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray goudron,Portugal,61600,Livres,,4078,,,Pas de prix unitaire
257,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray résine,Espagne,50100,Livres,,2622,,,Pas de prix unitaire
258,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray résine,Portugal,6600,Livres,,330,,,Pas de prix unitaire
259,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Bray térébenthine,Portugal,2400,Livres,,300,,,Pas de prix unitaire
260,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cordage en cables neufs,Espagne,3,Nombre,,4207,,,3 nombre et 9100 livres; pas de prix unitaire
261,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cacao de Guyaquil,Espagne,57228,Livres,,30204,,,Pas de prix unitaire
262,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cacao de caraques,Espagne,434977,Livres,,508483,,,Pas de prix unitaire
263,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cacaob (pelure de),Etats de l'empereur,5890,Livres,,3498,,,Pas de prix unitaire
264,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Canarilles,Espagne,2500,Livres,,435,,,Pas de prix unitaire
265,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Chairs salées,Portugal,92200,Livres,,45738,,,Pas de prix unitaire
266,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Chanvre en rames,Espagne,19699,Livres,,7270,,,Pas de prix unitaire
267,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Chanvre en rames,Portugal,17400,Livres,,5700,,,Pas de prix unitaire
268,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Charbon en terre,Espagne,48000,Livres,,750,,,Pas de prix unitaire
269,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cidre ,Espagne,38700,Pièces,,1456,,,Pas de prix unitaire
270,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cire blanche,Espagne,1300,Livres,,8000,,,Pas de prix unitaire
271,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cire jaune,Espagne,5000,Livres,,9800,,,Pas de prix unitaire
272,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cuirs de bœuf secs en poil,Etats de l'empereur,10000,Livres,,7500,,,Pas de prix unitaire
273,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cuirs de bœuf apprêtés,Espagne,4000,Livres,,4050,,,Pas de prix unitaire
274,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cuivre en saumons,La Hollande,7600,Livres,,7600,,,Pas de prix unitaire
275,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Cuivre en planche,Espagne,2000,Livres,,4000,,,Pas de prix unitaire
276,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues pour peinture et teinture ; craie,Espagne,2500,Livres,,110,,,Pas de prix unitaire
277,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues pour peinture et teinture ; indigo,La Hollande,20400,Livres,,183600,,,Pas de prix unitaire
278,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues pour peinture et teinture ; indigo,Les 4 villes anséatiques,28780,Livres,,259020,,,Pas de prix unitaire
279,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues pour peinture et teinture ; peinture,Etats de l'empereur,8000,Livres,,1000,,,Pas de prix unitaire
280,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse de bois,La Hollande,104280,Livres,,15914,,,Pas de prix unitaire
281,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse de bois,Les 4 villes anséatiques,23760,Livres,,3484,,,Pas de prix unitaire
282,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse de bois,Etats de l'empereur,104920,Livres,,15414,,,Pas de prix unitaire
283,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse en jus,Espagne,12000,Livres,,4800,,,Pas de prix unitaire
284,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse en jus,La Hollande,15000,Livres,,8000,,,Pas de prix unitaire
285,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse en jus,Les 4 villes anséatiques,8600,Livres,,41150,,,Pas de prix unitaire
286,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales réglisse en jus,Etats de l'empereur,8200,Livres,,4000,,,Pas de prix unitaire
287,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Espagne,9500,Livres,,1900,,,Pas de prix unitaire
288,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Angleterre,7100,Livres,,432,,,Pas de prix unitaire
289,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,La Hollande,147200,Livres,,13290,,,Pas de prix unitaire
290,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Les 4 villes anséatiques,74600,Livres,,12870,,,Pas de prix unitaire
291,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Etats de l'empereur,29400,Livres,,3465,,,Pas de prix unitaire
292,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,11,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Drogues médicinales huile de térébenttine,Etats du roi de Prusse,16500,Livres,,3300,,,Pas de prix unitaire
293,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Espagne,,,,527157,,, 1224818 ? 4252 muids et 242 pintes
294,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Les 4 villes anséatiques,,,,41435,,,104010? 361 muids 42 pintes
295,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Etats de l'empereur,,,,11875,,,27450? 95 muids et 90 pintes
296,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Etats du roi de Prusse,,,,12600,,,34200? 118 muids 216 pintes
297,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Eau de vie de vin,Etats unis de l'Amérique,,,,21600,,,48000 ? 166 muids et 192 pintes
298,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Epiceries canelle communes,Espagne,400,Livres,,900,,,Pas de prix unitaire
299,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Epiceries canelle de Chine,Espagne,600,Livres,,1500,,,Pas de prix unitaire
300,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Etoffes coton velours commun,Espagne,200,Livres,,520,,,Pas de prix unitaire
301,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Fayence,Espagne,36800,Livres,,13790,,,Pas de prix unitaire
302,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Fer en cloux,Espagne,16500,Livres,,11500,,,Pas de prix unitaire
303,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Fer ouvré,Espagne,3000,Livres,,750,,,Pas de prix unitaire
304,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Fil d'épreuve,Espagne,2200,Livres,,9240,,,Pas de prix unitaire
305,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Huile de morue,Espagne,1550,Livres,,480,,,Pas de prix unitaire
306,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Huile de lin,Espagne,800,Livres,,300,,,Pas de prix unitaire
307,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Laine ordinaire,La Hollande,11250,Livres,,22500,,,Pas de prix unitaire
308,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Laine de France,Portugal,7800,Livres,,5100,,,Pas de prix unitaire
309,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Laine fine en rames,La Hollande,3500,Livres,,12250,,,Pas de prix unitaire
310,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Laine fine en rames,Etats de l'empereur,6750,Livres,,20250,,,Pas de prix unitaire
311,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Légumes fêves,Espagne,206640,Livres,,28074,,,Pas de prix unitaire
312,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Légumes fêves,Angleterre,60000,Livres,,4000,,,Pas de prix unitaire
313,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Linge de table,Etats unis de l'Amérique,,,,300,,,En valeur
314,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Liqueurs,Espagne,600,Pintes,,900,,,Qauntités non certaines ; pas de prix unitaire
315,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Liqueurs anizette,Espagne,4050,Pintes,,1800,,,Pas de prix unitaire
316,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Marchandises diverses à la valeur,Espagne,,,,189,,,En valeur
317,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Marchandises diverses à la valeur,Le Portugal,,,,55,,,En valeur
318,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Marchandises diverses à la valeur,La Hollande,,,,90,,,En valeur
319,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Marchandises diverses à la valeur,Etats du roi de Prusse,,,,60,,,En valeur
320,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Mercerie commune,Espagne,2830,Livres,,3234,,,Pas de prix unitaire
321,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Mercerie mélée,Espagne,4300,Livres ,,15534,,,Pas de prix unitaire
322,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Mercerie mélée en lizière de drap,Espagne,625,Livres,,1000,,,Pas de prix unitaire
323,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Meubles armoires bois de noyer,Espagne,8,Nombre,,340,,,Pas de prix unitaire
324,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Papier commun,Le Portugal,46550,Livres,,27616,,,Pas de prix unitaire
325,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Pâte de térébenthine,Angleterre,80000,Livres,,4800,,,Pas de prix unitaire
326,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Pâte de térébenthine,La Hollande,156300,Livres,,10257,,,Pas de prix unitaire
327,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Pâte de térébenthine,Etats de l'empereur,17000,Livres,,8020,,,Pas de prix unitaire
328,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Peaux de chiens de mer,Etats de l'empereur,100,Livres,,200,,,Pas de prix unitaire
329,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Peaux d'agneaux en poil,Angleterre,1500,Livres,,2000,,,Pas de prix unitaire
330,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Peaux d'agneaux en poil,Les 4 villes anséatiques,3000,Livres,,2000,,,Pas de prix unitaire
331,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,12,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Peaux d'agneaux apprêtées,Le Portugal,5000,Livres,,5200,,,Pas de prix unitaire
332,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Plâtre,Espagne,10000,Livres,,150,,,Pas de prix unitaire
333,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Pierres à meuble,Espagne,8,Tonneaux,,700,,,Pas de prix unitaire
334,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Plumes à lit,Etats de l'empereur,2200,Livres,,2200,,,Pas de prix unitaire
335,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Plomb en barre,Espagne,3000,Livres,,480,,,Pas de prix unitaire
336,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Plomb en graines,Espagne,9000,Livres,,3200,,,Pas de prix unitaire
337,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Morue,Espagne,5000,Livres,,1200,,,Pas de prix unitaire
338,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Noves de morue,Espagne,2600,Livres,,360,,,Pas de prix unitaire
339,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Sardines,Espagne,1,Barique,,200,,,Pas de prix unitaire
340,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Poterie de terre,Espagne,,,,162,,,En valeur
341,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Quincaillerie,Espagne,6850,Livres,,16800,,,Pas de prix unitaire
342,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Quincaillerie,Le Portugal,1900,Livres,,1800,,,Pas de prix unitaire
343,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Savon,Espagne,154580,Livres,,78250,,,Pas de prix unitaire
