numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
344,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Sel,Espagne,6000,Livres,,200,,,Pas de prix unitaire
345,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Sel,Etats unis de l'Amérique,168300,Livres,,2412,,,Pas de prix unitaire
346,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Seraphine,Espagne,300,Livres,,950,,,Pas de prix unitaire
347,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Souffre,Espagne,7950,Livres,,870,,,Pas de prix unitaire
348,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Stopilles,Espagne,2500,Livres,,18000,,,Pas de prix unitaire
349,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Tabac en feuilles,Espagne,93700,Livres,,43400,,,Pas de prix unitaire
350,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Tabac en feuilles de la Virginie,Espagne,6900,Livres,,3450,,,Pas de prix unitaire
351,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Terre à fayance commune,Espagne,6000,Livres,,240,,,Pas de prix unitaire
352,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Verre en dame-jeanne,Etats unis de l'Amérique,300,Nombre,,1200,,,Pas de prix unitaire
353,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin commun,Espagne,243972,Pintes,,34291,,,Qauntités non certaines ; pas de prix 
354,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin commun,La Hollande,333440,Pintes,,44260,,,Qauntités non certaines ; pas de prix 
355,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin commun,Les 4 villes anséatiques,371580,Pintes,,261140,,,Qauntités non certaines ; pas de prix 
356,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin commun,Etats de l'empereur,1218960,Pintes,,148240,,,Qauntités non certaines ; pas de prix 
357,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin commun,Dannemarck et Norvège,420200,Pintes,,58600,,,Qauntités non certaines ; pas de prix 
358,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,13,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin commun,Etats du roi de Prusse,1146320,Pintes,,123480,,,Qauntités non certaines ; pas de prix 
359,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin de Bordeaux,Espagne,2880,Pintes,,1200,,,Qauntités non certaines ; pas de prix 
360,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin de Bordeaux,Le Portugal,1470,Pintes,,1400,,,Qauntités non certaines ; pas de prix 
361,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin du cap breton,La Hollande,2106,Pintes,,820,,,Qauntités non certaines ; pas de prix 
362,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vin de liqueur,Espagne,800,Pintes,,1500,,,Qauntités non certaines ; pas de prix 
363,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Port franc de Bayonne et Saint Jean de Luz,,Vinaigre,Espagne,4680,Pintes,,715,,,Qauntités non certaines ; pas de prix 
364,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Les isles francaises,,Cacao,Espagne,38824,Livres,,26900,,,Pas de prix unitaire
365,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Les isles francaises,,Caffé,Les 4 villes anséatiques,90500,Livres,,90500,,,Pas de prix unitaire
366,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Les isles francaises,,Sirop de mélasse,Les 4 villes anséatiques,22000,Livres,,3950,,,Pas de prix unitaire
367,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Les isles francaises,,Sirop de mélasse,Etats de l'empereur,1800,Livres,,280,,,Pas de prix unitaire
368,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Les isles francaises,,Sucre brut,Espagne,237062,Livres,,110490,,,Pas de prix unitaire
369,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Les isles francaises,,Sucre brut,La Hollande,129804,Livres,,64450,,,Pas de prix unitaire
370,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Les isles francaises,,Sucre terré et tête,Espagne,184582,Livres,,101644,,,Pas de prix unitaire
371,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,14,1789,Bayonne,Les isles francaises,,Sucre terré et tête,Les 4 villes anséatiques,100600,Livres,,50300,,,Pas de prix unitaire
372,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Languedoc,Amandes,Bayonne,1865,Livres,"0,65",1212,"-0,25",,
373,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Lyon,Amandes,Bayonne,330,Livres,"0,65",214,"-0,5",,
374,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,,Amandes,Bayonne,1875,Livres,"0,65",1218,"-0,75",,
375,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Amidon,Bayonne,805,Livres,"0,4",322,0,,
376,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Anjou,Ardoises,Bayonne,10000,Nombre,"0,05",500,0,,
377,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,,Armes diverses,Bayonne,,,,560,0,,En valeur
378,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Baleine coupée,Espagne,1169,Livres,,3317,,,Pas de prix unitaire
379,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Saintonge,Bestiaux et bêtes de sommes mules,Pays de labour,1,Nombre,150,150,0,,En valeur
380,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Saintonge,Bestiaux et bêtes de sommes mules,Espagne,7,Nombre,,2500,,,Pas de prix unitaire
381,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Bestiaux et bêtes de sommes bœufs,Bayonne,330,Nombre,175,56750,-1000,,Erreur de calcul
382,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Bestiaux et bêtes de sommes bœufs,Espagne,139,Nombre,175,24625,300,,
383,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Bestiaux et bêtes de sommes bœufs,Pays de labour,113,Nombre,145,16385,0,,
384,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Bestiaux et bêtes de sommes moutons,Bayonne,348,Nombre,15,5220,0,,
385,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Bestiaux et bêtes de sommes moutons,Espagne,224,Nombre,15,3360,0,,
386,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Bestiaux et bêtes de sommes porcs,Pays de labour,365,Nombre,30,11550,600,,Erreur de calcul
387,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Bestiaux et bêtes de sommes vaches,Espagne,8,Nombre,65,520,0,,
388,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bretagne,Bestiaux et bêtes de sommes vaches,Bayonne,36,Nombre,100,3600,0,,
389,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bigorre,Beurre,Espagne,51020,Livres,"0,8",40816,0,,
390,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Bijouterie en argent,Espagne,,,,16860,0,,En valeur
391,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Isles de France,Bijouterie en or,Espagne,,,,2789,0,,
392,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,?,Biscuit,Bayonne,2000,Livres,"0,1",200,0,,
393,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,,Bois divers,Bayonne,,,,1984,0,,En valeur
394,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,,Bois divers,Pays de labour,,,,584,0,,En valeur
395,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Bois de buis,Bayonne,11100,Livres,"0,1",1110,0,,
396,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Bois de buis,Bayonne,19200,Livres,"0,1",1920,0,,
397,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Navarre,Bois de chêne,Bayonne,8642,Pieds cubes,"1,1",9506,"-0,2",,
398,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Bearn,Bois de chêne en planches,Bayonne,2352,Nombre,"0,6",1411,"-0,2",,
399,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Navarre,Bois feuillard,Bayonne,1064,Paquets,"1,75",1862,0,,
400,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Navarre,Bois merrain,Pays de labour,9200,Nombre,"0,12",1104,0,,
401,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Bois de pin,Bayonne,38198,Nombre,,14895,,,Pas de prix unitaire
402,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National toutes directions tous partenaires,Exports,16,1789,Bayonne,Saint-Esprit de Bayonne,Guyenne,Bois de pin,Espagne,3850,Nombre,,1260,,,
