new sourcepath,nb line bdd_centrale,old source.s,source type.s,nb old sourcepath.s,old sourcepath.s,columns removed
AD33_C4387_Bordeaux_Exports_1754,267,AD33 C4387,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1718-1754 (-).csv,
AD33_C4387_Bordeaux_Exports_1755,234,AD33 C4387,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4387_Bordeaux_Exports_1756,212,AD33 C4387,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1756.csv,
AD33_C4387_Bordeaux_Exports_1757,233,AD33 C4387,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1757.csv,
AD33_C4387_Bordeaux_Exports_1758,167,AD33 C4387,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1758.csv,
AD33_C4387_Bordeaux_Exports_1759,155,AD33 C4387,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1759.csv,
AD33_C4387_Bordeaux_Exports_1760,148,AD33 C4387,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1761,161,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1761.csv,
AD33_C4388_Bordeaux_Exports_1762,165,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1763,228,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1764,200,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1765,198,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1766,191,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1767,190,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1768,201,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1768.csv,
AD33_C4388_Bordeaux_Exports_1769,216,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1770,206,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1772,213,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1772.csv,
AD33_C4388_Bordeaux_Exports_1773,201,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1773.csv,
AD33_C4388_Bordeaux_Exports_1774,259,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1775,215,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1776,279,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4388_Bordeaux_Exports_1777,251,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1777.csv,
AD33_C4388_Bordeaux_Exports_1778,232,AD33 C4388,Local,1,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,
AD33_C4389_Bordeaux_Imports_1723,463,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1723.csv,
AD33_C4389_Bordeaux_Imports_1724,463,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1724.csv,
AD33_C4389_Bordeaux_Imports_1725,313,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1725.csv,
AD33_C4389_Bordeaux_Imports_1726,241,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1726.csv,
AD33_C4389_Bordeaux_Imports_1728,283,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1728.csv,
AD33_C4389_Bordeaux_Imports_1729,173,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1729.csv,
AD33_C4389_Bordeaux_Imports_1730,228,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4389_Bordeaux_Imports_1731,245,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1731.csv,
AD33_C4389_Bordeaux_Imports_1732,208,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4389_Bordeaux_Imports_1733,230,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1733.csv,
AD33_C4389_Bordeaux_Imports_1734,220,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1734.csv,
AD33_C4389_Bordeaux_Imports_1735,178,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4389_Bordeaux_Imports_1736,178,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1736.csv,
AD33_C4389_Bordeaux_Imports_1738,226,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4389_Bordeaux_Imports_1740,218,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4389_Bordeaux_Imports_1741,368,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1741.csv,
AD33_C4389_Bordeaux_Imports_1742,358,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1742.csv,
AD33_C4389_Bordeaux_Imports_1743,353,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1743.csv,
AD33_C4389_Bordeaux_Imports_1744,330,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1744.csv,
AD33_C4389_Bordeaux_Imports_1745,282,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4389_Bordeaux_Imports_1746,311,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4389_Bordeaux_Imports_1747,239,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1747.csv,
AD33_C4389_Bordeaux_Imports_1748,388,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1748.csv,
AD33_C4389_Bordeaux_Imports_1749,370,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1749.csv,
AD33_C4389_Bordeaux_Imports_1750,362,AD33 C4389,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1751,365,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1751.csv,
AD33_C4390_Bordeaux_Imports_1752,389,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1752.csv,
AD33_C4390_Bordeaux_Imports_1753,367,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1753.csv,
AD33_C4390_Bordeaux_Imports_1754,327,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1754.csv,
AD33_C4390_Bordeaux_Imports_1755,332,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1756,307,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1756.csv,
AD33_C4390_Bordeaux_Imports_1757,321,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1757.csv,
AD33_C4390_Bordeaux_Imports_1758,265,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1758.csv,
AD33_C4390_Bordeaux_Imports_1759,308,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1759.csv,
AD33_C4390_Bordeaux_Imports_1760,276,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1761,339,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1761.csv,
AD33_C4390_Bordeaux_Imports_1762,301,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1763,303,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1765,235,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1766,228,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1767,211,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1768,188,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1768.csv,
AD33_C4390_Bordeaux_Imports_1769,216,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1770,220,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1771,230,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1772,147,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1772.csv,
AD33_C4390_Bordeaux_Imports_1773,213,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1773.csv,
AD33_C4390_Bordeaux_Imports_1774,177,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1775,200,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1776,193,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1777,200,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1777.csv,
AD33_C4390_Bordeaux_Imports_1778,200,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD33_C4390_Bordeaux_Imports_1780,260,AD33 C4390,Local,1,Local/Bordeaux/Bordeaux - Entrées - 1730-1780 (-).csv,
AD34_C5488_Montpellier_Exports_1732,180,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Exports_1733,175,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Exports_1735,295,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Exports_1736,166,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Exports_1737,167,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Exports_1738,268,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Exports_1739,168,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Imports_1732,124,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Imports_1733,120,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Imports_1736,115,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Imports_1737,123,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Imports_1738,53,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD34_C5488_Montpellier_Imports_1739,125,AD34 C5488,Local,1,Local/Montpellier/Années_1730.csv,
AD44_C706_Nantes_Exports_1728,630,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1728.csv,
AD44_C706_Nantes_Exports_1731,792,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1731.csv,
AD44_C706_Nantes_Exports_1732,700,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1732.csv,
AD44_C706_Nantes_Exports_1734,733,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1734.csv,
AD44_C706_Nantes_Exports_1735,780,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1735.csv,
AD44_C706_Nantes_Exports_1736,549,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1736.csv,
AD44_C706_Nantes_Exports_1737,674,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1737.csv,
AD44_C706_Nantes_Exports_1739,767,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1739.csv,
AD44_C706_Nantes_Exports_1740,679,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1740.csv,
AD44_C706_Nantes_Exports_1741,810,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1741.csv,
AD44_C706_Nantes_Exports_1742,837,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1742.csv,
AD44_C706_Nantes_Exports_1743,782,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1743.csv,
AD44_C706_Nantes_Exports_1744,600,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1744.csv,
AD44_C706_Nantes_Exports_1745,518,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C706_Nantes_Exports_1751,570,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1751.csv,
AD44_C706_Nantes_Exports_1752,577,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1752.csv,
AD44_C706_Nantes_Exports_1753,636,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1753.csv,
AD44_C706_Nantes_Exports_1756,297,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1756.csv,
AD44_C706_Nantes_Exports_1757,237,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1757.csv,
AD44_C706_Nantes_Exports_1778,921,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1778.csv,
AD44_C706_Nantes_Exports_1779,508,AD44 C706,Local,1,Local/Nantes/Nantes - Exports - 1779.csv,
AD44_C706_Nantes_Imports_1730,377,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C706_Nantes_Imports_1731,368,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1731.csv,
AD44_C706_Nantes_Imports_1732,309,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C706_Nantes_Imports_1734,394,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1734.csv,
AD44_C706_Nantes_Imports_1735,342,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C706_Nantes_Imports_1736,544,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1736.csv,
AD44_C706_Nantes_Imports_1737,476,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1737.csv,
AD44_C706_Nantes_Imports_1738,450,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C706_Nantes_Imports_1739,429,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1739.csv,
AD44_C706_Nantes_Imports_1740,412,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C706_Nantes_Imports_1741,496,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1741.csv,
AD44_C706_Nantes_Imports_1742,545,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1742.csv,
AD44_C706_Nantes_Imports_1743,541,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1743.csv,
AD44_C706_Nantes_Imports_1744,481,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1744.csv,
AD44_C706_Nantes_Imports_1745,314,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1745 et 1746.csv,
AD44_C706_Nantes_Imports_1746,333,AD44 C706,Local,1,Local/Nantes/Nantes - Imports - 1745 et 1746.csv,
AD44_C706_Rennes_Exports_1714,908,AD44 C706,Local,1,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,
AD44_C706_Rennes_Exports_1747,522,AD44 C706,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C706_Rennes_Imports_1714,772,AD44 C706,Local,1,Local/Rennes/Rennes - Entrées - 1714 - reconstructed.csv,
AD44_C706_Rennes_Imports_1747,261,AD44 C706,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C716-15_Nantes_Exports_1754,672,AD44 C716 n°15,Local,1,Local/Nantes/Nantes - Exports - 1754.csv,
AD44_C716-2_Nantes_Exports_1749,652,AD44 C716 n°2,Local,1,Local/Nantes/Nantes - Exports - 1749.csv,
AD44_C716-30_Nantes_Exports_1758,163,AD44 C716 n°30,Local,1,Local/Nantes/Nantes - Exports - 1758.csv,
AD44_C716-34_Nantes_Exports_1759,116,AD44 C716 n°34,Local,1,Local/Nantes/Nantes - Exports - 1759.csv,
AD44_C716_Nantes_Exports_1746,459,AD44 C716,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C716_Nantes_Exports_1750,598,AD44 C716,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C716_Nantes_Exports_1755,575,AD44 C716,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C716_Nantes_Exports_1760,176,AD44 C716,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C716_Nantes_Exports_1762,242,AD44 C716,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C716_Nantes_Exports_1763,922,AD44 C716,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C716_Nantes_Exports_1764,1195,AD44 C716,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C716_Nantes_Imports_1749,532,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1749.csv,
AD44_C716_Nantes_Imports_1750,596,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C716_Nantes_Imports_1755,534,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C716_Nantes_Imports_1756,292,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1756.csv,
AD44_C716_Nantes_Imports_1758,141,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1758.csv,
AD44_C716_Nantes_Imports_1759,140,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1759.csv,
AD44_C716_Nantes_Imports_1760,191,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C716_Nantes_Imports_1761,316,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1761.csv,
AD44_C716_Nantes_Imports_1762,267,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C716_Nantes_Imports_1763,533,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C716_Nantes_Imports_1764,549,AD44 C716,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C716_Rennes_Exports_1749,592,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties - 1749.csv,
AD44_C716_Rennes_Exports_1750,474,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C716_Rennes_Exports_1751,505,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties - 1751.csv,
AD44_C716_Rennes_Exports_1753,527,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties - 1753.csv,
AD44_C716_Rennes_Exports_1754,546,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties - 1754.csv,
AD44_C716_Rennes_Exports_1755,371,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C716_Rennes_Exports_1756,264,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties - 1756.csv,
AD44_C716_Rennes_Exports_1757,304,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties - 1757.csv,
AD44_C716_Rennes_Exports_1758,301,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties - 1758.csv,
AD44_C716_Rennes_Exports_1759,193,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties - 1759.csv,
AD44_C716_Rennes_Exports_1760,260,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C716_Rennes_Exports_1761,329,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties - 1761.csv,
AD44_C716_Rennes_Exports_1762,253,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C716_Rennes_Exports_1763,590,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C716_Rennes_Exports_1764,465,AD44 C716,Local,1,Local/Rennes/Rennes - Sorties.csv,
AD44_C716_Rennes_Imports_1749,377,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1749.csv,
AD44_C716_Rennes_Imports_1750,277,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C716_Rennes_Imports_1752,287,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1752.csv,
AD44_C716_Rennes_Imports_1754,266,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1754.csv,
AD44_C716_Rennes_Imports_1755,246,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C716_Rennes_Imports_1756,248,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1756.csv,
AD44_C716_Rennes_Imports_1757,271,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1757.csv,
AD44_C716_Rennes_Imports_1758,216,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1758.csv,
AD44_C716_Rennes_Imports_1759,200,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1759.csv,
AD44_C716_Rennes_Imports_1760,169,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C716_Rennes_Imports_1761,271,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1761.csv,
AD44_C716_Rennes_Imports_1762,193,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C716_Rennes_Imports_1763,191,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C716_Rennes_Imports_1764,288,AD44 C716,Local,1,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,
AD44_C717-14_Nantes_Exports_1768,701,AD44 C717 n°14,Local,1,Local/Nantes/Nantes - Exports - 1768.csv,
AD44_C717_Nantes_Exports_1761,250,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1761.csv,
AD44_C717_Nantes_Exports_1765,900,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C717_Nantes_Exports_1766,752,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1766.csv,
AD44_C717_Nantes_Exports_1767,713,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C717_Nantes_Exports_1769,596,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1769.csv,
AD44_C717_Nantes_Exports_1770,556,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1770.csv,
AD44_C717_Nantes_Exports_1771,634,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C717_Nantes_Exports_1772,568,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1772.csv,
AD44_C717_Nantes_Exports_1774,479,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C717_Nantes_Exports_1776,711,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C717_Nantes_Exports_1778,922,AD44 C717,Local,1,Local/Nantes/Nantes - Exports - 1745 1746 1750 1755 1760 1762 1763 1764 1765 1767 1771 1774 1776 1778.csv,
AD44_C717_Nantes_Imports_1765,416,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C717_Nantes_Imports_1766,380,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1766.csv,
AD44_C717_Nantes_Imports_1767,371,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C717_Nantes_Imports_1769,347,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
AD44_C717_Nantes_Imports_1770,324,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1770.csv,
AD44_C717_Nantes_Imports_1771,323,AD44 C717,Local,1,Local/Nantes/Nantes - Imports - 1730 1732 1735 1738 1740 1750 1755 1760 1762 1763 1764 1765 1767 1769 1771 1774 1775 1776.csv,
