new sourcepath,nb line bdd_centrale,old source.s,source type.s,nb old sourcepath.s,old sourcepath.s,columns removed
AN_F12_1666_Passeports_Exports_1789,113,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Passeports.csv,
AN_F12_1666_Rouen_Exports_1789,933,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Saint-Quentin_Exports_1789,10,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Saint_Malo_Exports_1789,217,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Saint-Malo.csv,
AN_F12_1666_Soissons_Exports_1789,14,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1666_Toulon_Exports_1789,486,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports - Toulon.csv,
AN_F12_1666_Valenciennes_Exports_1789,547,AN F12 1666,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1667_Auch_Imports_1789,27,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Auch.csv,
AN_F12_1667_Bordeaux_Imports_1789,616,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1667_Charleville_Imports_1789,404,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Charleville.csv,
AN_F12_1667_Grenoble_Imports_1789,246,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Grenoble.csv,
AN_F12_1667_La_Rochelle_Imports_1789,461,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - La Rochelle.csv,
AN_F12_1667_Langres_Imports_1789,152,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Langres.csv,
AN_F12_1667_Lille_Imports_1789,1821,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1667_Lorient_Imports_1789,399,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,
AN_F12_1667_Lyon_Imports_1789,169,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Lyon.csv,
AN_F12_1667_Montpellier_Imports_1789,463,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,
AN_F12_1667_Nantes_Imports_1789,22,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1667_Narbonne_Imports_1789,163,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Narbonne.csv,
AN_F12_1667_Passeport_du_roy_Imports_1789,54,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Passeports.csv,
AN_F12_1667_Rouen_Imports_1789,1358,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1667_Saint-Malo_Imports_1789,341,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Saint-Malo.csv,
AN_F12_1667_Saint-Quentin_Imports_1789,3,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1667_Soissons_Imports_1789,9,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1667_Toulon_Imports_1789,606,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,
AN_F12_1667_Valenciennes_Imports_1789,400,AN F12 1667,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1667_et_Archives_de_la_CCI_de_Marseille_I_31_Marseille_Imports_1789,974,AN F12 1667 et Archives de la CCI de Marseille I 31,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789.csv,
AN_F12_1835_Colonies_Imports_1788,250,AN F12 1835,National toutes directions partenaires manquants,1,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,
AN_F12_835_Angleterre_Exports_1787,158,AN F12 835,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_835/Angleterre 1787.csv,
AN_F12_835_Angleterre_Imports_1787,304,AN F12 835,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/AN/F_12_835/Angleterre 1787.csv,
AN_Marine_B_7_514_et_ANOM_Col_F_2B_14_Colonies_Exports_1787,1433,AN Marine B 7 514 et ANOM Col F 2B 14;AN Marine B 7 514 et ANOM Col F 2B 14 (tableau 23);AN Marine B 7 514 et ANOM Col F 2B 14 (tableau 18);AN Marine B 7 514 et ANOM Col F 2B 14 (tableau 21);AN Marine B 7 514 et ANOM Col F 2B 14 (tableau 22);AN Marine B 7 514 et ANOM Col F 2B 14 (tableau 17);AN Marine B 7 514 et ANOM Col F 2B 14 (tableau 24),National toutes directions partenaires manquants,6,National toutes directions partenaires manquants/Colonies/1787 - Petits Ports - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1787 - La Rochelle - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1787 - Saint-Malo - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1787 - Le Havre - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1787 - Bayonne - Exports colonies.csv;National toutes directions partenaires manquants/Colonies/1787 - Nantes - Exports colonies.csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Espagne_Exports_1749,993,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Espagne_Imports_1749,528,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Portugal_Exports_1749,246,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Portugal_Imports_1749,77,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BM_Saint-Brieuc_Fonds_Gournay_M86_Flandres_Exports_1751,740,BM Saint-Brieuc Fonds Gournay - M86,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/Saint-Brieuc/1751 (-).csv,
BM_Saint-Brieuc_Fonds_Gournay_M86_Flandres_Imports_1751,334,BM Saint-Brieuc Fonds Gournay - M86,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/Saint-Brieuc/1751 (-).csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Allemagne_Exports_1749,726,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Allemagne_Imports_1749,448,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Russie_Exports_1749,31,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Russie_Imports_1749,18,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BNF_N._Acq._20538_Flandres_Exports_1749,604,BNF N. Acq. 20538,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BNF_N._Acq._20538_Flandres_Imports_1749,346,BNF N. Acq. 20538,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BNF_N._Acq._20541_Danemark_Exports_1749,128,BNF N. Acq. 20541,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BNF_N._Acq._20541_Danemark_Imports_1749,140,BNF N. Acq. 20541,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BNF_N._Acq._20541_Suede_Exports_1749,137,BNF N. Acq. 20541,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BNF_N._Acq._20541_Suede_Imports_1749,134,BNF N. Acq. 20541,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BNF_N._Acq._20541_Suisse_Exports_1749,471,BNF N. Acq. 20541,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
BNF_N._Acq._20541_Suisse_Imports_1749,221,BNF N. Acq. 20541,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/BNF&StBrieuc/1749 (-).csv,
IIHS-133_Angleterre_Exports_1777,346,IIHS-133,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/IIHS-Amsterdam/Angleterre-1777.csv,
IIHS-133_Angleterre_Imports_1777,150,IIHS-133,National toutes directions partenaires manquants,1,National toutes directions partenaires manquants/IIHS-Amsterdam/Angleterre-1777.csv,
AN_F12_245_and_246_Department_no_Products_Exports_1777,206,AN F12 246;AN F12 245,National toutes directions sans produits,1,National toutes directions sans produits/1777.csv,
AN_F12_245_and_246_Department_no_Products_Imports_1777,124,AN F12 246;AN F12 245,National toutes directions sans produits,1,National toutes directions sans produits/1777.csv,
AN_F12_246_Departments_no_Products_Exports_1778,199,AN F12 246,National toutes directions sans produits,1,National toutes directions sans produits/1778.csv,
AN_F12_246_Departments_no_Products_Imports_1778,130,AN F12 246,National toutes directions sans produits,1,National toutes directions sans produits/1778.csv,
AN_F12_247_Departments_no_Products_Exports_1779,191,AN F12 247,National toutes directions sans produits,1,National toutes directions sans produits/1779.csv,
AN_F12_247_Departments_no_Products_Imports_1779,131,AN F12 247,National toutes directions sans produits,1,National toutes directions sans produits/1779.csv,
AN_F12_248_Departments_no_Products_Exports_1780,199,AN F12 248,National toutes directions sans produits,1,National toutes directions sans produits/1780.csv,
AN_F12_248_Departments_no_Products_Imports_1780,130,AN F12 248,National toutes directions sans produits,1,National toutes directions sans produits/1780.csv,
BM_Rouen_Montbret_155-1_Departments_no_Products_Exports_1753,168,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits,1,National toutes directions sans produits/1753.csv,
BM_Rouen_Montbret_155-1_Departments_no_Products_Exports_1756,166,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits,1,National toutes directions sans produits/1756.csv,
BM_Rouen_Montbret_155-1_Departments_no_Products_Exports_1766,193,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits,1,National toutes directions sans produits/1766.csv,
BM_Rouen_Montbret_155-1_Departments_no_Products_Imports_1753,112,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits,1,National toutes directions sans produits/1753.csv,
BM_Rouen_Montbret_155-1_Departments_no_Products_Imports_1756,104,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits,1,National toutes directions sans produits/1756.csv,
BM_Rouen_Montbret_155-1_Departments_no_Products_Imports_1766,118,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits,1,National toutes directions sans produits/1766.csv,
IIHS-123_Departments_no_Products_Exports_1768,183,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1768.csv,
IIHS-123_Departments_no_Products_Exports_1770,185,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1770.csv,
IIHS-123_Departments_no_Products_Exports_1771,189,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1771.csv,
IIHS-123_Departments_no_Products_Exports_1773,215,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1773.csv,
IIHS-123_Departments_no_Products_Exports_1774,207,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1774.csv,
IIHS-123_Departments_no_Products_Imports_1768,112,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1768.csv,
IIHS-123_Departments_no_Products_Imports_1770,108,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1770.csv,
IIHS-123_Departments_no_Products_Imports_1771,107,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1771.csv,
IIHS-123_Departments_no_Products_Imports_1773,122,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1773.csv,
IIHS-123_Departments_no_Products_Imports_1774,121,IIHS-123,National toutes directions sans produits,1,National toutes directions sans produits/1774.csv,
BM_Saint-Brieuc_Fonds_Gournay_M84_Colonies_Exports_1750,1122,BM Saint-Brieuc Fonds Gournay - M84,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M84_Colonies_Imports_1750,219,BM Saint-Brieuc Fonds Gournay - M84,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M84_Guinee_Exports_1750,360,BM Saint-Brieuc Fonds Gournay - M84,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Espagne_Exports_1750,1057,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Espagne_Imports_1750,530,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Italie_Exports_1750,893,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Italie_Imports_1750,572,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Portugal_Exports_1750,271,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Portugal_Imports_1750,82,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Suisse_Exports_1750,459,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M85_Suisse_Imports_1750,218,BM Saint-Brieuc Fonds Gournay - M85,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M86_Angleterre_Exports_1750,517,BM Saint-Brieuc Fonds Gournay - M86,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M86_Angleterre_Imports_1750,267,BM Saint-Brieuc Fonds Gournay - M86,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M86_Flandres_Exports_1750,673,BM Saint-Brieuc Fonds Gournay - M86,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M86_Flandres_Imports_1750,369,BM Saint-Brieuc Fonds Gournay - M86,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M86_Hollande_Exports_1750,515,BM Saint-Brieuc Fonds Gournay - M86,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M86_Hollande_Imports_1750,1614,BM Saint-Brieuc Fonds Gournay - M86,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Allemagne_Exports_1750,728,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Allemagne_Imports_1750,407,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Danemark_Exports_1750,116,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Danemark_Imports_1750,90,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Nord_Exports_1750,293,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Nord_Imports_1750,449,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Russie_Exports_1750,30,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Russie_Imports_1750,25,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Suede_Exports_1750,89,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
BM_Saint-Brieuc_Fonds_Gournay_M87_Suede_Imports_1750,118,BM Saint-Brieuc Fonds Gournay - M87,National toutes directions tous partenaires,1,National toutes directions tous partenaires/Saint-Brieuc/1750.csv,
AN_F12_1835_Exports_1788,2783,AN F12 1835,Objet Général,1,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,
AN_F12_1835_Imports_1788,1291,AN F12 1835,Objet Général,1,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,
AN_F12_242_Exports_1775,2523,AN F12 242,Objet Général,1,National/Objet Général/AN Paris/F_12_242_1775/1775.csv,
AN_F12_242_Imports_1775,1621,AN F12 242,Objet Général,1,National/Objet Général/AN Paris/F_12_242_1775/1775.csv,
AN_F12_243_Exports_1776,2581,AN F12 243,Objet Général,1,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,
AN_F12_243_Imports_1776,1582,AN F12 243,Objet Général,1,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,
AN_F12_245_Exports_1777,2605,AN F12 245,Objet Général,1,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,
AN_F12_245_Imports_1777,1553,AN F12 245,Objet Général,1,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,
AN_F12_246_Exports_1778,2430,AN F12 246,Objet Général,1,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,
AN_F12_246_Imports_1778,1482,AN F12 246,Objet Général,1,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,
AN_F12_247_Exports_1779,2122,AN F12 247,Objet Général,1,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,
AN_F12_247_Imports_1779,1483,AN F12 247,Objet Général,1,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,
AN_F12_248_Exports_1780,2182,AN F12 248,Objet Général,1,National/Objet Général/AN Paris/F_12_248_1780/1780.csv,
AN_F12_248_Imports_1780,1569,AN F12 248,Objet Général,1,National/Objet Général/AN Paris/F_12_248_1780/1780.csv,
AN_F12_249_Exports_1782,4286,AN F12 249,Objet Général,1,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,
AN_F12_249_Imports_1782,3258,AN F12 249,Objet Général,1,National/Objet Général/AN Paris/F_12_249bis_1782/1782.csv,
BM_Rouen_Montbret_155-1_2e_partie_Exports_1756,4140,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,
BM_Rouen_Montbret_155-1_2e_partie_Imports_1756,2851,"BM Rouen, Fonds Montbret, 155-1 (2e partie)",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1756.csv,
BM_Rouen_Montbret_155-1_Exports_1754,4686,"BM Rouen, Fonds Montbret, 155-1",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1754.csv,
BM_Rouen_Montbret_155-1_Exports_1755,4529,"BM Rouen, Fonds Montbret, 155-1",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,
BM_Rouen_Montbret_155-1_Exports_1757,4536,"BM Rouen, Fonds Montbret, 155-1",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,
BM_Rouen_Montbret_155-1_Exports_1761,4361,"BM Rouen, Fonds Montbret, 155-1",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1761.csv,
BM_Rouen_Montbret_155-1_Imports_1754,2810,"BM Rouen, Fonds Montbret, 155-1",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1754.csv,
BM_Rouen_Montbret_155-1_Imports_1755,2897,"BM Rouen, Fonds Montbret, 155-1",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1755.csv,
BM_Rouen_Montbret_155-1_Imports_1757,2970,"BM Rouen, Fonds Montbret, 155-1",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,
BM_Rouen_Montbret_155-1_Imports_1761,3244,"BM Rouen, Fonds Montbret, 155-1",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1761.csv,
BM_Rouen_Montbret_155-2_Exports_1758,4147,"BM Rouen, Fonds Montbret, 155-2",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,
BM_Rouen_Montbret_155-2_Exports_1759,3763,"BM Rouen, Fonds Montbret, 155-2",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,
BM_Rouen_Montbret_155-2_Exports_1760,3911,"BM Rouen, Fonds Montbret, 155-2",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1760.csv,
BM_Rouen_Montbret_155-2_Imports_1758,2805,"BM Rouen, Fonds Montbret, 155-2",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1758.csv,
BM_Rouen_Montbret_155-2_Imports_1759,3029,"BM Rouen, Fonds Montbret, 155-2",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,
BM_Rouen_Montbret_155-2_Imports_1760,2922,"BM Rouen, Fonds Montbret, 155-2",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1760.csv,
BM_Rouen_Montbret_849_Exports_1772,2688,"BM Rouen, Fonds Montbret, 849",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,
BM_Rouen_Montbret_849_Imports_1772,1782,"BM Rouen, Fonds Montbret, 849",Objet Général,1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,
IIHS-122A_Exports_1767,2713,IIHS-122A,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1767.csv,
IIHS-122A_Imports_1767,1675,IIHS-122A,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1767.csv,
IIHS-122B_Exports_1768,2594,IIHS-122B,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1768.csv,
IIHS-122B_Imports_1768,1661,IIHS-122B,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1768.csv,
IIHS-122C_Exports_1769,2633,IIHS-122C,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1769.csv,
IIHS-122C_Imports_1769,1622,IIHS-122C,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1769.csv,
IIHS-122D_Exports_1770,2637,IIHS-122D,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1770.csv,
IIHS-122D_Imports_1770,1672,IIHS-122D,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1770.csv,
IIHS-122E_Exports_1771,2752,IIHS-122E,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1771.csv,
IIHS-122E_Imports_1771,1760,IIHS-122E,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1771.csv,
IIHS-122F_Exports_1773,2602,IIHS-122F,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1773.csv,
IIHS-122F_Imports_1773,1763,IIHS-122F,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1773.csv,
IIHS-122G_Exports_1774,2591,IIHS-122G,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1774.csv,
IIHS-122G_Imports_1774,1692,IIHS-122G,Objet Général,1,National/Objet Général/IIHS - Amsterdam/1774.csv,
2C635_Grenoble_Imports_1728,189,2C635,Out,1,Out/Grenoble - Entrées - 1725-1726.csv,
2C635_Grenoble_Marseille_et_Lyon_Imports_1726,307,2C635,Out,1,Out/Grenoble - Entrées - 1725-1726.csv,
AD33_C4388_Bordeaux_Exports_1770,206,AD33 C4388,Out,1,Out/Bordeaux - Sorties - 1770 - bis.csv,
AD44_C706_Nantes_Exports_1734,446,AD44 C706,Out,1,Out/Nantes - Exports - 1734 - bis.csv,
AD44_C706_Nantes_Imports_1734,613,AD44 C706,Out,1,Out/Nantes - Imports - 1734 - bis.csv,
