item,group,status,beforeItems,afterItems,obsolete,imprimatur
mât petit,[mât],ambiguous,,[Mats ; petits] [Mats petits] [Mâts ; petits] [mats petits] [Mats ; petit],no,
mâts petit,[mât],ambiguous,,[Bois ; en petits mats],no,
mât de navire,[mât],ambiguous,,[Mats ; de batteaux] [Mâts de bateau] [Mâts pour bateau],no,
matu,[mât],ambiguous,,[Matu],no,
mâts mâtures,[mât],ambiguous,,[Mats ; matures] [Mâts ; matures] [Mâts ; mâtures] [Mat ; matures],no,
mâts de taille moyenne,[mât],ambiguous,,[Mâts de taille moyenne],no,
mâts de drapeaux,[mât],ambiguous,,[Mâts de drapeau],no,
matis,[mât],ambiguous,,[Matis ; divers],no,
matelas,[matelas],ambiguous,[Matelas] [Matelat] [Matelats] [matelats],[Matelas] [Matelat] [Matelats] [matelats] [Mattelats],no,
matelas de laine,[matelas],ambiguous,,[Matelas ; de laine] [Matelas de laine] [Matelats ; de laine] [Matelats de laine] [matelats de laine],no,
matelas de crin,[matelas],ambiguous,,[Matelats ; de crin] [Matelats ; de frin],no,
drap,[drap],ambiguous,[Drap] [Draps] [draps] [Drap ; de lain] [Drap ; de laine] [Drap de Laine] [Drap de laine] [Draps ; de laine] [Draps de Laine] [Draps de laine] [Drap ; draperie ; ?] [Drap ; draperie ; cad???] [Draperie] [Draperies] [Drapperie] [Draprie] [draperie] [Draperie ; drap],[Drap] [Draps] [draps] [Draperie ; drap] [Draperie draps divers;] [Draps ; non indiqué],no,
drap étranger,[drap],ambiguous,,[Drap ; de laine ; étranger],no,
drap écarlate,[drap],ambiguous,,[Draps ; Divers ; Ecarlate] [Draps ; Divers ; Ecarlette] [Drap ; de laine ; ecarlate] [Drap ; de laine ; ecarlatte] [Drap ; de laine ; écarlatte] [Drap ; Ecarlatte] [Drap ; du Chateau du Parc] [Drap ; ecarlatte] [Drap ; écarlate] [Drap ; écarlatte] [Drap Ecarlate] [Drap Ecarlatte] [Drap ecarlatine] [Drap ecarlatte] [Drap écarlate] [Drap écarlatine] [Drap écarlatte] [Draps ; Ecarlatte] [Draps ; écarlatte] [Draps ecarlate] [drap ; ecarlate] [Draperie ; drap ; écarlate] [Drap ecarlate],no,
drap à doubler,[drap],ambiguous,,[Drap ; à doubler],no,
drap vert,[drap],ambiguous,,[Drap ; verd] [Draps ; verd],no,
drap raz des Lo,[drap],ambiguous,,[Draps ; raz ; des Lo],no,
drap raz de castor,[drap],ambiguous,,[Drap ; raz ; de castor] [Draps ; raz ; de castor],no,
drap raz du Maroc,[drap],ambiguous,,[Drap ; raz ; de Maroc] [Drap ; raz ; de maroc] [Drap ; raz ; de morue] [Draps ; raz ; de maroc],no,
drap ratine,[drap],ambiguous,,[Draps ; Ratines diverses] [Drap ; ratine] [Drap ratine],no,
draperie ratine,[drap],ambiguous,,[Drap ; draperie ; vatine] [Drape ; draperie ; ratine] [Drap ; draperie ; racine] [Drap ; draperie ; ratine] [Drap ; draperie ; ratiné],no,
drap londrin,[drap],ambiguous,,[Draps ; Poudrin] [Drap Londrin] [Drap ; Londrin] [Drap ; Loudrin] [Drap ; londrin] [Draps ; Londrin] [Drap loudrin] [Draps ; loudrine] [Drap londrin],no,
drap platine,[drap],ambiguous,,[Draperie ; platine],no,
pinchina,[drap],ambiguous,[Pinchina] [Pinchinal] [Pinchinat] [pinchine],[Pinchina] [Pinchinal] [Pinchinat] [pinchine] [Drap ; draperie ; pinchina] [Drap ; draperie ; pinchinat] [Drap ; draperie ; pivchina],no,
drape petite,[drap],ambiguous,,[Drape ; petite],no,
drap petit,[drap],ambiguous,,[Drap ; petit] [Draps ; petits] [Draps ; petits ; divers] [Draps petits] [Drap petit],no,
draperie petite,[drap],ambiguous,,[Draperie ; petite] [Draperie ; petitte] [Draperie petite] [Draperie petitte] [Draps ; Draperie petite ; Divers] [Draps ; Draperie petite ; Diverses] [Drap ; draperie ; petite] [Drap ; draperies ; petite] [Draps ; draperie ; petite] [Drapperie petittes] [Draperies petites] [Draperies petittes] [Draperie ; petite ; drap ; de castor] [Drapperie ; petite] [Draperies ; petite],no,
drap palencourt,[drap],ambiguous,,[Draps ; palencourt],no,
drap ordinaire,[drap],ambiguous,,[Drap ordinaire] [Drap ; ordinaire],no,
draperie ordinaire,[drap],ambiguous,,[Drap ; draperie ; ordinaire] [Drap ; draperies ; ordinaire] [Draps ; draperie ; ordinaire] [Drap ; draperie ; ordinnaire],no,
drap noir,[drap],ambiguous,,[Drap ; noir],no,
drap naturel diverse,[drap],ambiguous,,[Draps ; Naturels ; Diverses],no,
drap naturel de Sedan,[drap],ambiguous,,[Draps ; Naturels ; De Sedan],no,
drap naturel commune,[drap],ambiguous,,[Draps ; Naturels ; Commune],no,
drap naturel Sirre,[drap],ambiguous,,[Draps ; Naturels ; Sirre],no,
drap native divers,[drap],ambiguous,,[Draps ; Natives ; Divers],no,
drap de laine londrin,[drap],ambiguous,,[Drap ; de laine ; Londrin],no,
irtaine,[drap],ambiguous,,[Drap ; draperie ; irtaine],no,
drap imprimé,[drap],ambiguous,,[Drap ; imprimée],no,
drap grossier,[drap],ambiguous,,[Drap grossier] [drap grossier] [Draperies grossieres] [Draperie ; grossiere],no,
espagnolette,[drap],ambiguous,,[Drap ; draperie ; espagnolette] [Drap ; draperie ; espagolette],no,
drap du sceau,[drap],ambiguous,,[Drap ; de laine ; du sceau],no,
drap du nord,[drap],ambiguous,,[Drap ; de laine ; du Nord] [draps du nord],no,
drap drapé,[drap],ambiguous,,[Drap ; drapée],no,
tricots,[drap],ambiguous,,[Drap ; draperie ; tricots],no,
draperie petite du Maroc,[drap],ambiguous,,[Draps ; Draperie petite ; Du Maroc],no,
draperie petite de main,[drap],ambiguous,,[Draps ; Draperie petite ; De mains],no,
draperie petite de Silésie,[drap],ambiguous,,[Draps ; Draperie petite ; De Silésie] [Draperie ; petite ; de silezie],no,
draperie petite de Sedan,[drap],ambiguous,,[Draps ; Draperie petite ; De Sedan],no,
draperie petite de Languedoc,[drap],ambiguous,,[Draps ; Draperie petite ; De Languedoc],no,
draperie cadis,[drap],ambiguous,,[Drap ; draperies ; cadis] [Drap ; draperie ; cadis],no,
draperie moutade,[drap],ambiguous,,[Drap ; draperie ; moutade],no,
draperie layette,[drap],ambiguous,,[Drap ; draperie ; layette],no,
draperie iada,[drap],ambiguous,,[Drap ; draperie ; iadia],no,
draperie futaine,[drap],ambiguous,,[Drap ; draperie ; fulaine] [Drap ; draperie ; furaine] [Drap ; draperie ; futaine],no,
draperie frac,[drap],ambiguous,,[Drap ; draperie ; frac] [Drap ; draperie ; froc],no,
draperie fine,[drap],ambiguous,,[Draperie ; fine] [Draperie fine] [Drap ; draperie ; fine] [Draps ; draperie ; fine] [Draperie fines diverses],no,
draperie,[drap],ambiguous,,[Drap ; draperie ; diverse] [Draps ; Divers ; Draperie] [Draperie ; diverse] [Draperies de toutes sortes] [Draperie] [Draperies] [Drapperie] [Draprie] [draperie] [Draperie ; draps d'Elbeuf et Sedan] [Draperies diverses] [Draperie de toutes sortes] [///Objets manufacturés///Draperies] [Draperie de toues sortes] [Draperie diverses] [Draperie ; divers],no,
draperie de Montauban,[drap] [draperie],ambiguous,,[Daperie ; de Montauban] [Drap ; draperie ; de montauban] [Draps ; draperie ; de Montauban] [Draperie de Montauban],no,
draperie de Languedoc,[drap],ambiguous,,[Drap ; draperie ; de Languedoc] [Draps ; draperie ; de Languedoc],no,
draperie de Carcassonne,[drap],ambiguous,,[Drap ; draperie ; de Carcassonne] [Draperie de Carcassonne],no,
draperie dauphine,[drap],ambiguous,,[Draps ; draperie ; d'aufine] [Drap ; draperie ; daufine] [Drap ; draperie ; dauphine] [Drap ; draperie ; de fine] [Drap ; draperie ; d'aufine] [Drap ; draperie daufine],no,
draperie d'Amiens,[drap],ambiguous,,[Draps ; draperie ; d'Amiens] [Drap ; draperie ; d'Amiens] [Draperie d'Amiens] [Draperie d'amiens],no,
draperie d'Abbeville,[drap],ambiguous,,[Drap ; draperie ; d'Abbeville],no,
draperie Damas,[drap],ambiguous,,[Drap ; draperie ; damas],no,
drap de laine,[drap],ambiguous,,[Draperie ; diverse ; de laine] [Draperie ; de laine] [Draps de Laine divers] [Draps de laine divers] [Drap ; de laine ; divers] [Drap ; de laine ; diverse] [Drap ; de laine ; diverses] [Draps ; Divers ; De laine] [Drap ; de lain] [Drap ; de laine] [Drap de Laine] [Drap de laine] [Draps ; de laine] [Draps de Laine] [Draps de laine] [Draperie de laine],no,
drap fin,[drap],ambiguous,,[Drap ; fin] [Drap fin] [Draps ; Fins] [Draps ; fins] [Draps et draperies ; rafiné] [Draps ; Divers ; Fins] [Drap ; fins] [Draps ; draps fins],no,
drap de Limbourg,[drap],ambiguous,,[Draps ; Divers ; De Limbourg] [draps de Limbourg],no,
drap anglais,[drap],ambiguous,,[Draps ; Divers ; Anglais],no,
drap divers ???,[drap],ambiguous,,[Draps ; Divers ; ***],no,
draps,[drap],ambiguous,,[Drap ; divers] [Draps ; divers] [Draps divers],no,
drap de vere,[drap],ambiguous,,[Draps ; De vere],no,
drap des prise,[drap],ambiguous,,[Drap ; de laine ; des prises] [Drap ; des prises] [Drap de laine des prises] [Drap ; de laine des prises] [Drap des prises],no,
drap de soie,[drap],ambiguous,,[Draps ; de soye],no,
drap de montagne,[drap],ambiguous,,[Draps ; de Montagne] [Drap de Montagne] [Drap de montaigne] [Draps ; de montagne],no,
drap de lit,[drap],ambiguous,,[Drap ; de lit] [Drap de Lit] [Drap de lit] [Draps de Lit] [Draps de lit] [drap de lit] [draps de lit] [Draps ; de lit] [Lingerie; Draps de lit],no,
drap de lin,[drap],ambiguous,,[Drap de lin] [Draps ; de lin] [Draps de lin],no,
drap de laine avarié,[drap],ambiguous,,[Drap ; de laine ; avarié],no,
drap de laine au ? de soie,[drap],ambiguous,,[Drap ; de laine ; au ? de soye],no,
drap de fil et laine serge,[drap],ambiguous,,[Drap ; serge ; de laine et fil],no,
drap de douzaine,[drap],ambiguous,,[Draps ; de douzaine] [draps de douzaine],no,
drap de cérémonie,[drap],ambiguous,,[Drap ; de laine ; de ceremonie],no,
drap de castor,[drap],ambiguous,,[Drap ; de Dauphiné] [Drap ; de castor] [Draps ; de castor] [drap de castor] [draps de castor] [Drap ; de laine ; de castor],no,
drap de bourbon,[drap],ambiguous,,[Drap ; de Bourbon],no,
drap de Vir,[drap],ambiguous,,[Drap ; de Vir] [Drap ; de vir] [Draps ; de Vire] [Draps ; devir] [Drap ; de Vire],no,
drap de Van Robais,[drap],ambiguous,,[Drap ; de Van Robais] [Drap ; de Varobais] [Drap ; de Vauroisais] [Drap ; de Veucobais] [Drap ; de vanrobais] [Draps ; de Varobais] [Drap de Van Robais] [Draps ; de Vanrobais],no,
drap de laine de Van Robais,[drap],ambiguous,,[Drap ; de laine ; de Van Robais] [Drap ; de laine ; de Van Robest] [Drap ; de laine ; de Van Robet] [Drap ; de laine ; de Van-robets] [Drap ; de laine ; de Vanrobais] [Drap ; de laine ; de vanRobent],no,
drap de laine de Saint-Robert,[drap],ambiguous,,[Drap ; de laine ; de Saint Robert] [Drap ; de laine ; de san Robert],no,
drap de laine de Nanrabais,[drap],ambiguous,,[Drap ; de laine ; de Nanrabais],no,
drap de Ségovie,[drap],ambiguous,,[Draps ; de Segovie],no,
drap de Soudrain,[drap],ambiguous,,[Draps ; De Soudrain],no,
drap de Sir,[drap],ambiguous,,[Drap ; de laine ; de Sir],no,
drap petit de Silésie,[drap],ambiguous,,[Draperie ; petite ; silezie] [Draperie petite filesie],no,
drap de Silésie,[drap],ambiguous,,[Drap ; de Silesie] [Drap ; de Silezie] [Drap ; de Silésie] [Drap ; de filesie] [Drap ; de silesie] [Drap ; de silésie] [Draps ; de Silesie] [Draps ; salesie] [Draps ;de Silésie] [draps de Silésie] [Drap ; de laine ; de Selesie] [Drap ; de laine ; de Silesie] [Drap ; de laine ; de Silesse] [Drap ; de laine ; de Silésie] [Draperie ; Silesie] [Drap de Silesie] [Drap Silésie] [Drap de silesie] [Drap de Silésie],no,
drap de Sedan de retour,[drap],ambiguous,,[Draps ; de sédan de retour],no,
drap de Sedan,[drap],ambiguous,,[Drap ; de Sedan] [Drap ; de sedan] [Draps ; De Sedan] [Draps ; de Sedan] [Drap ; de laine ; de Sedan] [Drap de Sedan] [Draps de sedan],no,
drap de Saint Lô,[drap],ambiguous,,[Drap ; de Saint Lo],no,
drap de Rouen,[drap],ambiguous,,[Drap ; de Rouen] [Drap ; de Roüen] [Draps ; de Rouen] [Drap ; de laine ; de Rouen],no,
drap de Rome,[drap],ambiguous,,[Drap ; de laine ; de Rome],no,
drap de Reims,[drap],ambiguous,,[Draps ; Reims],no,
drap de Picardie,[drap],ambiguous,,[Drap ; de Picardie],no,
drap de Panguede,[drap],ambiguous,,[Draps ; De Panguede],no,
drap de Normandie,[drap],ambiguous,,[Drap ; de Normandie],no,
drap de Nison,[drap],ambiguous,,[Drap ; de laine ; de Nison],no,
drap de Moucu,[drap],ambiguous,,[Draps ; De Moucu],no,
drap de Montauban,[drap],ambiguous,,[Drap ; de Montauban] [Draps ; de Montauban] [Drap ; de laine ; de Montanban] [Drap ; de laine ; de Montauban] [Drap de Montauban],no,
drap de Souvier,[drap],ambiguous,,[Draps ; De Souvier],no,
drap de Louvres,[drap],ambiguous,,[Drap de Louvres],no,
drap de Louviers,[drap],ambiguous,,[Drap ; de Louvier] [Drap ; de Louviers] [Drap ; de loumiere] [Drap ; de louvier] [Draps ; De Louvier] [Draps ; de Louvier] [Draps ; de Louviers] [Draps de louviers] [Draps de louvier] [Drap ; de louviers] [Drap de Louviers],no,
drap de laine de Louviers,[drap],ambiguous,,[Drap ; de laine ; de Louviere] [Drap ; de laine ; de Louviers] [Drap ; de laine ; de louviers],no,
drap de Louvier au 6e de soie,[drap],ambiguous,,[Drap ; de Louvier ; au 6è de soye],no,
drap de Lodève,[drap],ambiguous,,[Drap ; de Lodeve] [Drap ; de Lodève] [Drap de Lodève] [Drap de Lodeve],no,
drap de Limoux,[drap],ambiguous,,[Draps ; de Limoux] [Drap de Limoux],no,
drap de Lille,[drap],ambiguous,,[Draps ; De Hille] [Drap ; de Lille] [Draps ; de Lille] [Drap ; de L'Ille],no,
drap de laine de Lille,[drap],ambiguous,,[Drap ; de laine ; de Lille],no,
drap de Latte,[drap],ambiguous,,[Draps ; de Latte],no,
drap de Languedoc,[drap],ambiguous,,[Drap ; de Languedoc] [Drap de Languedoc] [Drap de languedoc] [Draps ; De Langue***] [Draps ; de Languedoc] [Draps de Languedoc] [Drap ; de laine ; de Languede] [Drap ; de laine ; de Languedoc] [Drap ; de laine ; de languedoc] [Drap de laine de Languedoc] [Draperie ; de Languedoc] [Draperie ? De Languedoc] [Draperie de Languedoc] [Draperie de languedoc] [Draperie du Languedoc] [Drap du languedoc] [Drap ; de Langudoc] [Drap du Languedoc] [Draperie de Languedonc] [Drap de Languedonc] [Draps du languedoc],no,
drap de Hollande,[drap],ambiguous,,[Drap ; d'Hollande] [Drap ; d'hollande] [Draps ;d'hollande] [Drap ; de laine ; d'Hollande] [Drap ; de laine ; d'hollande],no,
drap de Glates,[drap],ambiguous,,[Drap ; de Glates] [Drap de Glates],no,
drap de glastes,[drap],ambiguous,,[Drap de glastes],no,
drap de glaster,[drap],ambiguous,,[Drap ; de glaster],no,
drap de Glaster,[drap],ambiguous,,[Draps de Glaster],no,
drap de Glasier,[drap],ambiguous,,[Drap de Glasier],no,
drap de France,[drap],ambiguous,,[Drap ; de France] [Draps ; de France] [Drap ; de laine ; de France] [Drap ; de laine ; de france] [Draps de France] [Drap de France],no,
drap de Cherbourg,[drap],ambiguous,,[Drap ; de laine ; de Cherbourg],no,
drap de Champagne,[drap],ambiguous,,[Draperie ; de Champagne],no,
drap de Carcassonne,[drap],ambiguous,,[Drap ; de Carcassone] [Drap ; de Carcassonne] [Drap ; de carcassonne] [Drap de Carcassonne] [Drap de carcassonne] [Draps ; De Carcassone] [Draps ; de Carcassonne] [Draps de Carcassonne] [Draps de carcassonne] [Drap ; de laine ; de Carcassone] [Drap ; de laine ; de Carcassonne] [Drap ; de laine ; de carcasonne] [Drap de Carcasonne] [drap de Carcassonne] [Drap de Carcassone] [Draps ; de Carcassone],no,
drap de Bergoopseau,[drap],ambiguous,,[Draps ; De Bergoopseau],no,
drap de Beauvais,[drap],ambiguous,,[Draps ; De Beauvaste] [Draps ; de Beauvais] [Drap ; de Beauvais],no,
drap de ?,[drap],ambiguous,,[Drap ; de laine ; de ?],no,
drap d'or et d'argent fin,[drap],ambiguous,,[Draps ; d'or et d'argent fin],no,
drap d'estames,[drap],ambiguous,,[Drap ; d'estames],no,
drap d'aucrin,[drap],ambiguous,,[Draps ; d'aucrin],no,
drap d'Espagne,[drap],ambiguous,,[Drap ; d'Espagne] [draps d'Espagne] [draps mellés d'espagne],no,
drap d'Elbeuf de retour,[drap],ambiguous,,[Draps ; D'elbeuf de retour],no,
drap de laine d'Elbeuf,[drap],ambiguous,,[Drap ; de laine ; d'Ebeuf] [Drap ; de laine ; d'Elbeuf] [Drap ; de laine ; d'Elbœuf],no,
drap d'Elbeuf,[drap],ambiguous,,[Drap ; d'Elbeuf] [Drap ; d'elbeuf] [Drap d'Elbeuf] [Drap d'elbeuf] [Draps ; D'Elbeuf] [Draps ; D'elbeuf] [Draps ; d'Elbeuf] [Draps d' Elberd] [Drap d'Elboeuf] [Draps d'elbeuf] [Draps d'Elbeuf] [Draps ; d'elbeuf],no,
drap d'Aumale,[drap],ambiguous,,[Drap ; d'aumale],no,
drap d'Arnetal,[drap],ambiguous,,[Drap ; D'arnetal] [Drap ; d'Arnelat] [Drap ; d'Arnetal] [Drap ; d'Aructal] [Drap ; d'arnetal] [Drap ; d'arnétal] [Drap ; de Arnetal] [Draps ; d'Arnetal] [Draps ; d'arnetal] [Drap d'arnetal] [Draps ; d'ernetal],no,
"drap d'Angleterre, de Hollande et d'Espagne",[drap],ambiguous,,"[Draps ; d'Angleterre, Hollande et Espagne]",no,
drap d'Angleterre,[drap],ambiguous,,[Drap ; d'Angleterre] [Drap d'Angleterre] [draps d'Angleterre] [Drap ; de laine ; d'Angleterre] [Drap ; de laine ; d'angleterre] [Drap d'angletterre] [Drap ; d'angleterre],no,
drap d'Andelis,[drap],ambiguous,,[Drap ; d'Andelis] [Drap ; d'andely] [Drap ; des andelis] [Draps ; d'Andelis] [Draps ; d'andelis] [Drap ; de laine ; d'Andelis] [Drap ; d'Andely],no,
drap de laine d'Amiens,[drap],ambiguous,,[Drap ; de laine ; d'Amiens],no,
drap d'Amiens,[drap],ambiguous,,[Drap ; d'Amiens] [Drap ; d'amiens] [Drap ; d'amine] [Draps ; D'Amiens] [Draps ; d'Amien] [Drap d'amiens] [Draps d'amiens],no,
drap d'Amboise,[drap],ambiguous,,[Draps ; D'anboise],no,
drap d'Abbeville,[drap],ambiguous,,[Drap : d'Abbeville] [Drap ; d'Abbeville] [Drap ; d'Abbevitte] [Drap ; d'abbeville] [Drap ; d'abbevitte] [Draps ; D'abbeville] [Draps ; D'ableville] [Draps d'Abbeville] [Drap ; de laine ; d'Abbeville] [Draps ; d'abbeville] [Draps d'abeville] [Drap d'abbeville],no,
drap crêpe,[drap],ambiguous,,[Drap ; crêpe],no,
crêpe,[drap] [crêpe],ambiguous,[creppe],[Drap ; draperie ; crepe] [Drap ; draperie ; crespe] [creppe] [Crepe] [Crespes],no,
crêpe de Reims,[drap],ambiguous,,[Drap ; draperie ; crep de Reins] [Drap ; draperie ; crepe de Reims] [Drap ; draperie ; crèpe de Reims] [Crespes ; de Reims] [Crespe ; de Reims],no,
drap de laine de cordeillat,[drap],ambiguous,,[Drap ; de laine ; de cordellat] [Drap ; de laine ; de cordeillard],no,
drap de laine cordeillat,[drap],ambiguous,,[Drap ; de laine ; Cordeillard] [Drap ; de laine ; corbillard] [Drap ; de laine ; cordellat] [Drap ; de laine ; cordeillard],no,
cordeillat,[drap],ambiguous,,[Cordallards] [Cordcillards] [Cordeillar] [Cordeillard] [Cordeillards] [Cordeillaros] [Cordeillart] [Cordeillat] [Cordillards] [Cordeillats] [Cordillats] [Cordeillas] [Cordillas],no,
drap commun,[drap],ambiguous,,[Drap ; commun] [Drape ; commune] [draps communs] [Draperie ; commune] [Draperie commune] [Drap commun] [Draps ; draps communs],no,
drap casimir,[drap],ambiguous,,[Drap ; casimir] [Drap casimir],no,
drap carizé,[drap],ambiguous,,[Drap ; carizé],no,
capoterie,[drap],ambiguous,[Capots] [Capottes] [capots],[Drap ; draperie ; capots],no,
drap callemande,[drap],ambiguous,,[Draperie ; calemande],no,
drap brodé en soie,[drap],ambiguous,,[Drap ; brodé ; en soie] [Draps ; Brodé ; En soye],no,
drap brodé en or et argent,[drap],ambiguous,,[Draps ; Brodé ; En or et argent] [Draps ; Brodé en or et argent] [Draps ; Brodés en or et argent],no,
drap brodé au ciseau en soie,[drap],ambiguous,,[Drap ; brodé ; au ciseau ; en soie],no,
drap bleu,[drap],ambiguous,,[Drap ; de laine ; bleu],no,
drap bayette,[drap],ambiguous,,[Drap ; draperie ; bay???] [Drap ; draperie ; bayette] [Drap ; draperie ; bryelle],no,
drap au 6e de soie,[drap],ambiguous,,[Drap ; au 6è de soye] [Draps ; au 6è de soye],no,
drap Maroc,[drap],ambiguous,,[Maroc],no,
draperie cad ???,[drap],ambiguous,,[Drap ; draperie ; cad???],no,
drap draperie ???,[drap],ambiguous,,[Drap ; draperie ; ?],no,
marmite,[marmites],ambiguous,[Marmittes],[Marmittes],no,
marmite de fonte,[marmites],ambiguous,,[Marmittes ; de fonte],no,
marmites de feu,[marmites],ambiguous,,[Marmites de feu],no,
marmites de fer,[marmites],ambiguous,,[Marmite de fer] [Marmites ; de fer] [Marmites en fer] [Marmitte de fer] [Marmittes en Fer] [marmites ; de fer] [marmites de fer] [Marmite ; de fer] [Marmite de Fer] [Marmites de Fer] [Marmites de fer] [Marmittes ; de fer] [Marmittes de fer] [Marmittes de fers] [marmittes de Fer] [Fer ouvré en marmites],no,
marc de raisin,[marc],ambiguous,[Mar ; de raisin] [Mar de raisin],[Mar ; de raisin] [Mar de raisin],no,
marc d'olive,[marc],ambiguous,[Marc D'olive],[Marc D'olive] [Marc d'olive],no,
marc,[marc],ambiguous,[Mares],[Mares],no,
marc divers,[marc],ambiguous,,[Mares divers],no,
marbre à jouer,[marbre ; ouvré],ambiguous,,[Marbre ; à joüer] [Marbre a jouer] [Marbre a joüer] [Marbres a jouer] [Marbres a joüer] [marbre a jouër] [marbre à jouer],no,
ouvrages de marbre à jouer,[marbre ; ouvré],ambiguous,,[Marbre ; ouvré ; a jouer] [Marbre ; ouvré ; a joüer],no,
table de marbre,[marbre ; ouvré],ambiguous,,[Marbre ; ouvré ; en tables],no,
mortiers de marbre,[marbre ; ouvré],ambiguous,,[Marbre ; ouvré ; en mortier],no,
ouvrages de marbre,[marbre ; ouvré],ambiguous,,"[Marbre Ouvres] [Marbre , ouvré] [Marbre : ouvré] [Marbre ; Ouvré] [Marbre ; ouvrié] [Marbre ; ouvré] [Marbre ouvré] [Ouvrage ; de marbre] [Ouvrage de marbre] [Ouvrages de marbre] [Marbre; Ouvré] [Marbre ; ouvré ; divers] [marbre ouvré]",no,
marbre,[marbre],ambiguous,[Marbre] [Marbres] [marbre],[Marbre] [Marbres] [marbre] [///Industrie étrangère///Marbres] [Marbre;] [///Industrie Etrangère///Marbres],no,
marbre divers,[marbre],ambiguous,,[Marbre ; Divers] [Marbre ; divers] [Marbre divers],no,
marbre brut,[marbre],ambiguous,,[Marbre ; Brut] [Marbre ; Brute] [Marbre ; brut] [Marbre brut] [marbre brut] [Marbre; Brut],no,
marbre brun,[marbre],ambiguous,,[Marbre ; brun],no,
maquet,[maquet],ambiguous,[Maquet] [Maquets] [maquet],[maguet],no,
maquets,[maquet],ambiguous,,[Maquet] [Maquets] [maquet] [maquets],no,
manteau,[manteaux],ambiguous,[Manteaux],[Manteaux] [Manteau],no,
manteau vieux,[manteaux],ambiguous,,[Manteaux ; vieux],no,
lisière,[lisière],ambiguous,[Lizières],[Lizières],no,
lisière de velours,[lisière],ambiguous,,[Lizieres ; de velour] [Lizières ; de velour],no,
lisières de drap,[lisière],ambiguous,,[Lisière ; de drap] [Liziere ; de drap] [Lizieres ; de drap] [Lizieres de drap] [Lizières ; de drap] [liziere ; de drap] [Liziere de drap],no,
liège,[lisière] [liège],ambiguous,[Liege] [Liège] [Liége] [Liéges] [Liêge] [liege] [liége] [liege de Portugal et Espagne] [liege de Portugal et d'Espagne] [liege en bois],[Liege] [Liège] [Liége] [Liéges] [Liêge] [liege] [liége] [liège],no,
liqueur,[liqueur],ambiguous,[Liqueur] [Liqueure] [Liqueurs] [liqueur] [liqueurs] [Liqueur ; des Isles],[Liqueur] [Liqueure] [Liqueurs] [liqueur] [liqueurs] [Liqueur ; des Isles] [Liqueur;],no,
liqueur tafia,[liqueur],ambiguous,,[Liqueur ; en taffiats] [Liqueurs ; Taffia] [Liqueurs ; Taffin] [Liqueurs ; taffia],no,
liqueur sirop mélasse,[liqueur],ambiguous,,[Liqueur ; en sirop ; melasse] [Liqueurs ; Sirops ; Melasse] [Liqueur ; sirop ; melasse],no,
liqueur sirop,[liqueur],ambiguous,,[Liqueurs ; Sirops] [Liqueurs et sirops] [Liqueurs ; sirop ; Melasse étranger] [Liqueur ; sirops],no,
lingerie,[lingerie],ambiguous,[Lingerie] [Lingeries],[Lingerie] [Lingeries] [Lingerie ; diverse] [Linge ; lingerie] [Lingerie diverse] [Lingerie ; serviettes nappes draps] [Linge ; ligerie],no,
lingerie ouvrée,[lingerie],ambiguous,,[Lingerie ; ouvrée] [Lingerie ouvrée],no,
lingerie en chanvre,[lingerie],ambiguous,,[Lingerie ; en chanvre],no,
lingerie de toile de lin,[lingerie],ambiguous,,[Lingerie ; de Toile ; de lin] [Lingerie ; de toile ; de lin] [Lingerie ; de toile de lin],no,
lingerie de toile d'étoupe,[lingerie],ambiguous,,[Linge ; de Toille ; d'Estoupes],no,
lingerie chemise,[lingerie],ambiguous,,[Lingerie ; en chemises] [Lingeries ; en chemises] [Lingerie en chemises] [Lingerie en chemise],no,
vieux linge,[linge],ambiguous,,[Vieux ; Linge],no,
lingerie vieille,[linge],ambiguous,,[Lingerie ; vieille],no,
linge vieux,[linge],ambiguous,,[Linge ; vieux] [Linge Vieux] [Linge vieux] [linge ; vieux] [linge vieux] [Linge; vieux],no,
linge de table ouvré,[linge],ambiguous,,[Linge ; de table ; ouvré] [Linge de Table Ouvre] [Linge de table ouvré] [Linge de tavle ouvré],no,
linge de table neuf,[linge],ambiguous,,[Linge ; de table ; neuf],no,
linge de table damassé,[linge],ambiguous,,[Linge ; de la table ; damassé] [Linge ; de table ; damassé],no,
linge de table chemise,[linge],ambiguous,,[Linge ; de table ; chemises],no,
linge de table,[linge],ambiguous,,[Linge ; de table] [Linge de Table] [Linge de table] [Lingeries ; en linge de table] [Linges de table] [linge de table],no,
lime d'acier,[limes],ambiguous,,[Limes ; d'acier] [Limes d'acier] [limes d'Acier],no,
limes,[limes] [limas],ambiguous,,[Limea] [Limes] [limes] [Limas],no,
lie de vin,[lie],ambiguous,[Lie de Vin] [Lie de vin] [Tartre dit lie devin] [Tartre et lie de vin] [lie de vin],[Lie de Vin] [Lie de vin] [lie de vin] [Lie ; de vin],no,
liens de fil,[lie],ambiguous,,[Liens de fil] [Lien de fil] [Liens ; de fil],no,
tartre de vin,[lie],ambiguous,,[Tartre de vin] [Tartre dit lie devin] [Tartre et lie de vin],no,
