orthographic_pierre,simplification,status,beforeItems,afterItems,obsolete,imprimatur
bonneterie,[bonneterie],ambiguous,[Bonneterie ; ?] [Bonneterie],[Bonneterie],no,
bonneterie en ???,[bonneterie],ambiguous,,[Bonneterie ; en ?],no,
bonneterie de toute sorte,[bonneterie],ambiguous,,[Bonneterie ; de toute sorte],no,
bonneterie diverse,[bonneterie],ambiguous,,[Bonneterie diverses] [Bonneterie ; Diverses] [Bonnetterie diverse] [Bonnetterie ; diverse] [Bonnetterie; diverse] [Bonnetterie Diverse;] [Bonneteries diverses] [Bonneterie diverse] [Bonneterie divers] [Bonneterie ; diverses],no,
bonneterie ???,[bonneterie],ambiguous,,[Bonneterie ; ?],no,
bonnets piqués,[bonneterie ; bonnet ; piqué] [bonnet et pique],ambiguous,,[bonnets picques] [Bonnets; piquets] [Bonnets ; piqués],no,
borax raffiné,[borax ; raffiné] [borax ; rafiné],ambiguous,,[Borax ; raffiné] [Borax rafiné] [Borax Rafiné] [Borax ; rafiné],no,
bourdilles,[bourdille] [boudille],ambiguous,,[Bourdille] [bourdilles] [bordelles] [Bourdelles] [Bordilles] [Boudille] [Bourdelle] [Bourdilles],no,
boulets de fer,[boulet ; de fer] [boulet ; de canon],ambiguous,,[Boulets de fer] [Boulets de Fer],no,
boutons de crin,[boulon ; de crin] [bouton ; de crin],ambiguous,,[boutons de crin] [Bouton ; de crin] [Boutons; de crin] [Boulons ; de crin] [Bouton de crin] [Boutons de crin] [Boutons ; de crin],no,
boutons de fil d'or et d'argent,[boulon ; de fil ; d'or et d'argent] [boulon ; de fil d'or et d'argent] [bouton ; d'or et d'argent] [bouton ; de fil ; or et argent] [bouton ; de fil d'or et d'argent],ambiguous,,[Boulons ; de fil ; d'or et d'argent] [Boulons ; de fil d'or et d'argent] [boutons ; de fil ; d'or et d'argent] [Boutons de fil d'or et d'argent] [Boutons ; de fil d'or et d'argent] [Boutons ; de fil ; d'or et d'argent],no,
boutons de fil d'argent,[boulon ; de fil d'argent] [bouton ; de fil d'argent],ambiguous,,[Boutons ; de fil d'argent] [Boulons ; de fil d'argent] [Boutons ; de fil ; d'argent] [Boutons de fil d'argent],no,
boutons de fil d'or,[boulon ; de fil d'or] [bouton ; de fil d'or],ambiguous,,[Boulons ; de fil d'or] [boutons ; de fil ; d'or] [Boutons de fils d'or] [Boutons de fil d'or] [Boutons ; de fil ; d'or] [Boutons ; de fil d'or],no,
bourre du Levant,[bourre ; du Levant],ambiguous,,[Bourre ; de Levant] [Boure ; du Levant],no,
bouras du Levant,[bourre ; du Levant],ambiguous,,[Boura; de Levant] [Bours du Levant] [Bours ; de levant] [Bours ; de Levant] [Bours de Levant],no,
bouras fil et coton,[bourre ; fil et coton],ambiguous,,[Bours ; fil et coton] [Bours fil et coton] [bours fil et cotton],no,
bouras de Nîmes,[bourre ; de Mismes] [bourre ; de Nîmes],ambiguous,,[Bours de mismes] [Bours de Nismes],no,
bouteilles clissées,[bouteille ; Elisées] [bouteille ; lissée] [bouteille ; clissé],ambiguous,,[Bouteilles clisés] [Bouteilles lissées] [Bouteille lissées] [Bouteille Elisées],no,
boutons de cuivre doré,[bouton ; de cuivre ; doré] [bouton ; de cuivre doré],ambiguous,,[boutons de cuivre doré] [Boutons; de cuivre doré] [Boutons de cuivre doré] [Boutons ; de cuivre ; doré] [Boutons ; de cuivre doré] [Bouton ; de cuivre ; doré],no,
boutons dorure d'or fin,[bouton ; d'or ; fin] [bouton ; dorure ; d'or fin],ambiguous,,[Boutons ; dorure ; d'or fin] [Bouton ; dorure ; d'or fin] [Boutons ; dorure ; d'or ; fin],no,
boutons de jais,[bouton ; de jais] [bouton ; de jayet],ambiguous,,[boutons de jayet] [Boutons ; de jaix] [Boutons ; de jais] [Boutons ; de Jais] [Boutons; de jaix],no,
brai gras,[brai ; gras] [braule] [bray ; gras],ambiguous,,[Brays ; gras] [Bray; Gras] [Brai; Gras] [Bray; gras] [Bray Gras] [bray Gras] [Brai ; gras] [Brais ; gras] [Brais gras] [Brai gras] [Brey gras] [Brays gras] [bray gras] [Bray ; gras] [Bray gras],no,
brai sec,[bray ; sec] [brai ; sec],ambiguous,,[Bray; sec] [Bray ; Sec] [Bray; Sec] [Bray ;sec] [Bray secq] [Bray ; sec] [Brai-sec] [Bray ; séc] [Brais ; sec] [Bray séc] [Braye sec] [Brayses] [Bré sec] [Brai sec] [Bray Sec] [Bray sec],no,
bris d'espars,[bris d'espar] [épart ; bris],ambiguous,,[Bris ; d'espars] [Bris d'espaes] [Bris d'espars],no,
bureau de bois de sapin,[bureau ; de bois ; de sapin] [bureau de bois ; de sapin],ambiguous,,[Bureaux de Bois ; de sapin] [Bureaux ; de Bois ; de sapin] [Bureau ; de Bois ; de sapin],no,
caffart,[caffar],ambiguous,,[Caffars] [Caffas],no,
camelot de Lille,[camelot ; des isles] [camelot ; de Lille],ambiguous,,[Camelot de Lisle] [Camellot de l'Isle] [Camelot de Lille],no,
camelot à peu de soie,[camelot ; à peu de soie] [camelot ; a peu de soie],ambiguous,,[Camelot ; a peu de soye] [Camelot a peu de soye] [Camelot à peu de osye] [Camelot à peu de soye] [Camelot ; à peu de soye],no,
camelot de Bruxelles,[camelot ; de Bruxelles] [camelot ; poil et soie],ambiguous,,[Camelot ; de Bruxelle] [Camelot ; de Bruxelles] [camelot de bruxelles],no,
camelot soie et laine,[camelot ; soie et laine] [camelot ; laine et soie] [camelot; écarlate],ambiguous,,[Camelot; écarlatte] [Camelots soye et laine] [Camelot ; soye et laine] [Camelot Soye et Laine] [Camelot soye et laine],no,
cannelle giroflée,[épicerie ; cannelle ; gerofflée] [épicerie ; cannelle],ambiguous,,[Canelle ; gerofflée] [Canelle gerofflé],no,
cannettes de terre,[canette ; de terre] [cannette ; de grès] [cannette ; de terre] [canette ; de grès],ambiguous,,[Canettes ; de terre] [Canette ; de terre] [Canettes de Terres] [Canettes de Terre] [Canettes de terre] [Cannette de terre] [Cannettes de Terre] [Canette de Terre],no,
canevettes de grès,[canevette ; de grès] [cannette ; de grès],ambiguous,,[Canevettes de grer] [Cannevette de gaz] [Cannevettes de gaz] [Canevettes de Grey] [Cannevettes de gray] [Cannevettes de gréz] [Cannevettes de Grez] [Canevettes de 6 flacons],no,
cannes bambous,[canne ; bambou] [caume ; bambou],ambiguous,,[Cannes ; bambous] [Cannes ; bambou] [Caumes ; bambous],no,
cannes de bois,[canne ; de bois] [caume ; de bois],ambiguous,,[Caumes ; de bois] [Cannes ; de bois],no,
cannes de jonc,[canne ; de jonc] [caume ; de jonc],ambiguous,,[Cannes ; de jonc] [Caumes ; de jonc] [Cannes ; de joncs] [cannes ; de Jongs] [cannes de joncs] [cannes de jongs],no,
canons et boulets de fer,[canon et boulet de fer] [canon et boulet ; de fer],ambiguous,,[Canons et boulets ; de fer] [Canons et Boulets de Fer] [Canon et boulets de fer] [Canons et boulets de fer] [Canon et boullets de fert],no,
fer en canons,[canon ; de fer],ambiguous,,[Fer ; en canons] [Fer ; en canon] [Fer en canon] [Fer en canons],no,
canons de fer de 18 à 24 livres de balles,[canon ; de fer],ambiguous,,[canons de fer de 18 à 24 livres de balles],no,
armes canons de fer,[canon ; de fer],ambiguous,,"[armes, canons de fer]",no,
canons de fer,[canon ; de fer],ambiguous,,[Cannons de fer] [canons de fer] [canon de fer] [Canons ; de fer] [cannons de fer] [Canon ; de fer] [Canon de Fer] [Canon de fer] [Canons de fer] [Canons de Fer],no,
canons en fer,[canon ; de fer],ambiguous,,[Canons en fer] [Canon en fer],no,
canons de feu,[canon ; de fer],ambiguous,,[Canons ; de feu] [Canon de feu] [Canon de Feu],no,
canons fer,[canon ; de fer],ambiguous,,[canons fer],no,
canot neuf,[canon ; de fer],ambiguous,,[Canot neuf],no,
capes,[capa] [cape],ambiguous,,[Capas] [Capes],no,
capillaire,[capilaire] [capilaire ; en herbe],ambiguous,,[capilaire] [Capilaire] [Capillaire],no,
caractères à imprimer,[caractère ; à imprimer] [caractère d'imprimerie],ambiguous,,[caractères à imprimer] [Carracteres à imprimer] [Carractere à imprimer] [Caracteres ; a imprimer] [Caracteres ; à imprimer] [Caractères à imprimer] [Carracteres à imprimerie] [Caractères ; à imprimer],no,
carreaux moulage de France,[carreau ; moulage ; de France] [carreau ; meulage de France],ambiguous,,[Carreaux ; meulage de France] [Carreaux ; moulage de France] [Careaux ; moulage ; de France] [Carreaux ; moulage ; de France],no,
carreaux de terre,[carreau ; de terre] [carreau ; de lorre],ambiguous,,[carreaux ; de terre] [Carreaux ; De lorre] [Carzeaux de terre] [Carreau ; de terre] [carreaux de terre] [Carreaux de terres] [Carreaux ; de terre] [Carreaux de Terre] [Carreaux de terre],no,
carreaux à faire dentelle,[carreau ; à dentelle],ambiguous,,[Carreaux ; à faire dentelle],no,
carreaux à dentelle,[carreau ; à dentelle] [carreau ; noir],ambiguous,,[Carreaux à dentelle] [Carreaux ; à dentelle],no,
carreaux de brique,[carreau ; de brique],ambiguous,,[Carreaux ; de brique] [Carreaux de briques] [Carreaux de brique],no,
carreaux moulage de Brie,[carreau ; meulage de Brie] [carreau ; moulage ; de Brie],ambiguous,,[Carreaux ; meulage de brie] [Carreaux ; meulage de Brie] [Carreaux ; moulage ; de Brie],no,
carreaux de pierre à paver,[carreau ; de pierre à paver] [carreau ; de terre à paver],ambiguous,,[Carreaux de pierre a pave] [Carreaux de pierre a paver] [Carreaux de pierre à paver],no,
cartes,[carte] [castalogne],ambiguous,,[Cartes] [Castas] [Cartas],no,
cartes de géographie,[carte ; de géographie] [carte ; géographique],ambiguous,,[Cartes ; de géografie] [Cartes ; de géographie] [Cartes de géographie],no,
cendre bleue,[cendre ; bleu] [cendre ; bleue],ambiguous,,[Cendre ; bleus] [cendre ; bleue] [Cendre blue] [Cendre ; bleu] [Cendre ; bleüe] [Cendre Bleues] [Cendre ; bleue] [Cendre bleue],no,
cendre gravelins,[cendre ; gravelin] [cendre ; gravelée],ambiguous,,[Cendre ; gravelins] [Cendres gravelins],no,
cendre vedasse,[cendre ; vedasse],ambiguous,,[Cendres ; Vedasse] [cendre ; sedassé] [Cendres ; vedasse] [Cendre ; vedasse] [Cendre vedane] [Cendre vedasse],no,
cendre de tourbe,[cendre ; de tourbe] [cendre ; des tourbe],ambiguous,,[cendres des tourbes] [Cendres ; de tourbe],no,
cercles à barils,[cercle ; à baril],ambiguous,,[Cercle ; à barils] [cercle à barrils] [cercles à barrils] [cercles à barils],no,
fer feuillards,[cercle et feuillard ; en fer] [fer ; en feuillard],ambiguous,,[Fer; Feuillard] [Fer; Fouillard] [Fer ; feuillard] [fer feuillard] [Fer feuillard] [Fers ; feuillard] [Fers feuillard],no,
feuilles de fer,[cercle et feuillard ; en fer],ambiguous,,[Feuille de Fer],no,
fer feuillards en cercles,[cercle et feuillard ; en fer],ambiguous,,[Fer ; feuillard en cercles],no,
fer en feuillards ou ???,[cercle et feuillard ; en fer],ambiguous,,[Fers ; en feuillard ou ...],no,
cercles de fer pour tonneaux,[cercle et feuillard ; en fer],ambiguous,,[Cercles de fer pour tonneaux],no,
cercles de fer,[cercle et feuillard ; en fer],ambiguous,,[Cercles ; de fer] [cerelede en Fer] [cercles de fer] [cerelen de Fer] [Cercles de Fer] [Cercles de fer],no,
fer en cercles,[cercle et feuillard ; en fer] [fer ; en cercle],ambiguous,,[Fer ; en cercle] [Fer; En cercles] [Fer; en cercles] [Fer ; en cercles] [Fer en cercle] [fert en cercles] [fer en cercles] [fer en cercle] [Fer en cercles],no,
menu charbon de terre,[charbon ; de terre],ambiguous,,[menus charbons de terre],no,
charbon de terre à cuir chaux,[charbon ; de terre],ambiguous,,[charbon de terre à cuir chaux],no,
charbon de terre ou de pierre dit houille,[charbon ; de terre],ambiguous,,[charbons de terre ou de pierre dits houille],no,
charbon houille,[charbon ; de terre],ambiguous,,[Charbons/houilles],no,
charbon de terre d'Angleterre,[charbon ; de terre],ambiguous,,[charbons de terre d'Angleterre],no,
charbon de terre,[charbon ; de terre],ambiguous,,[Charbon ; De terre] [Charbon ; De Terre] [Charbons ; De terre] [Charbon ; de Terre] [Chrabon ; de terre] [Charbons ; de terre] [Cherboye ; de terre] [chabon de Terre] [charbon de terre] [Charbon de Terre] [Charbon de terre],no,
chapeaux mi castor,[chapeau ; mi castor] [drapeau ; mi castor],ambiguous,,[Chapeaux ; My-castor] [Chapeaux ; My castor] [Chapeaux ; mi castors] [Drapeaux ; my castor] [Chapeaux ; my-castor] [Chapeaux mi Castor] [Chapeau ; mi castor] [Chapeaux ; mi castor] [Chapeaux ; mi-castor] [Chaeaux mi-castor] [Chapeau mi castor] [Chapeaux mi castors] [Chapeaux ; my castor] [Chapeaux micastors] [Chapeaux mi-castor] [Chapeaux ; micastors] [Chapeaux ; mi-castors] [Chapeaux my castor] [Chapeaux mi castor],no,
chaînes de montres,[horlogerie ; chaîne de montre] [chaîne ; de montre],ambiguous,,[chaines de montres] [Chaisnes ; de montre],no,
chair salée diverse,[chair ; salée ; diverse],ambiguous,,[Chair ; salée ; diverse] [Chair salée ; Diverses] [Chair salée ; Diverse] [Chais ; salées ; diverses] [Chairs ; salée ; diverse] [Chair salée diverse] [Chairs salées diverses] [Chaires salées ; divers],no,
chapeaux demi castor,[chapeau ; demi-castor] [chapeau ; 1/2 castor],ambiguous,,[Chapeaux demi Castor] [Chapeaux ; 1/2castor] [Chapeaux ; 1/2 castors] [Chapeaux demi casrtor] [Chapeaux 1/2 vigognes] [Chapeaux 1/2 castors] [Chapeaux demi castors] [Chapeaux ; demi castors] [Champeaux ; demi castor] [Chapeaux dely castor] [ChaPeaux demy castor] [Chapeaux ; 1/2 castor] [Chapeaux ; demy castor] [Chapeaux demy Castor] [Chaoeaux demy castor] [Chapeaux demy castor] [chapeaux demy castor] [Chapeaux demi Castors] [Chapeaux Demy Castor] [Chapeaux demis castor] [Chapeaux 1/2 castor] [Chapeaux demi-castor] [Chapeaux demi castor],no,
chanvre écru,[chanvre ; eau] [chanvre ; écru],ambiguous,,[Chanvre ; eau] [Chanvre ; écru] [Chanvre; Ecru] [Chanvre ; ecru],no,
chapeaux à nègre,[chapeau ; à nègre],ambiguous,,[Chapeau ; à nègres] [Chapeaux ; a nègres] [Chapeaux ; à negres] [Chapeaux ; à Negres] [Chapeaux ; a ; neigres] [Chapeaux à Negres] [Chapeaux à Négres] [Chapeaux ; a negres] [Chapeaux à négres] [Chapeaux aux negres] [Chapeaux ; à negre] [Chapeaux à nègre] [Chapeaux a negre] [Chapeaux à naigre] [Chapeaux a negres] [Chapeaux à negre] [Chapeaux à negres] [Chapeaux à nègres],no,
chapeaux divers,[chapeau ; divers],ambiguous,,[Chapeaux ; Divers] [Chapeau divers] [Chapeaux divers communs] [Chapeaux divers],no,
chapeaux castor bordés,[chapeau ; castor ; bordé] [chapeau ; de castor ; brodé],ambiguous,,[Chapeaux ; castor ; bordés] [Chapeaux castor bordés],no,
chapeaux de castor bordés or et argent,[chapeau ; de castor ; bordé or et argent] [chapeau ; de castor ; brodé d'or et d'argent],ambiguous,,[Chapeaux de castor borde or et argent] [Chapeaux ; de castor ; bordés or et argent],no,
chapeaux mi vigogne,[chapeau ; mi vigogne] [drapeau ; mi vigogne],ambiguous,,[Chapeaux ; mi vigogne] [Drapeaux ; my vigogne] [Chapeaux ; mi-vigogne] [Chapeaux ; mi-vigognes] [Chapeaux ; mi vigognes] [Chapeaux mi-vigogne] [Chapeaux mi vogogne] [Chapeaux mi vigogne],no,
chauffe-pieds,[chauffe ; pieds],ambiguous,,[Chauffepieds] [Chauffepied] [Chauffes ; pieds] [chauffe pieds] [Chauffe ; pieds] [Chauffe pieds],no,
chemises de lin,[chemise ; de lin] [chemise ; de toile de lin],ambiguous,,[Chemises ; de lin] [Chemises de lin],no,
cruches de grès,[cruche ; de grès] [couchette ; de grès],ambiguous,,[Cruches ; de grez] [Chruches de grez] [Cruches de gréz] [Cruches de grétz] [cruches de gréz] [Cruches de grez] [Couches de Grez] [Cruche de gré] [Cruche de grais] [Cruches ; de gray],no,
cygnes,[cygne] [signe],ambiguous,,[signes] [cignes],no,
cire blanche et jaune,[cire ; blanche et jaune] [cire ; jaune et blanche],ambiguous,,[Circes blanche et jaune] [Cires blanches et jaunes] [Cires blanche et jaune] [Cire blanche et jaune],no,
cire jaune brute,[cire ; jaune],ambiguous,,[Cire jaune brute],no,
cire jaune,[cire ; jaune],ambiguous,,[Cires ; Jaune] [Cire ; Jaune] [Cire; Jaune] [Cires; Jaune] [Cire jaune;] [Cire ; jeaunne] [CIre Jeaune] [Cire jeaunne] [Cire Jeaune] [Cire jeaune] [Cire jEaune] [Cires jaunes] [cire jaune] [Cire ; jeaune] [Cire Jaune] [Cire jaune],no,
cire verte,[cire ; verte],ambiguous,,[cire verte] [Cire Verte],no,
sivadille,[drogue ; médicinale ; cévadille],ambiguous,[Sivadille] [sivadille],[Sivadille] [sivadille],no,
cevadille,[drogue ; médicinale ; cévadille],ambiguous,[Civadilles] [Civaditte] [Civadille],[Cévadille],no,
drogues médicinales en plantes civadille,[drogue ; médicinale ; cévadille],ambiguous,,[Drogues ; Medecinales en plantes ; Civadille] [Drogues ; Médecinales en plantes ; Civadille],no,
drogues médicinales cevadille,[drogue ; médicinale ; cévadille],ambiguous,,[Drogues ; médécinales ; cevadille] [Drogues ; Médécinales ; Cevadille] [Drogues; Médicinales; Civadille],no,
civadille,[drogue ; médicinale ; cévadille],ambiguous,,[Civadilles] [Civaditte] [Civadille],no,
cloches en fonte,[cloche ; en fonte] [cloche ; de fonte],ambiguous,,[Cloches en fonte] [Cloches ; en fonte],no,
girofle,[épicerie ; girofle],ambiguous,[Girofles] [Gerofflé] [Gérofle] [Giroffle] [géroffle] [gérofle] [Gerofflfe] [Géroffle] [Gerofle] [geroffle] [gerofle] [Geroffe] [Geroffle] [Girofle],[Girofles] [Gerofflé] [Gérofle] [Giroffle] [géroffle] [gérofle] [Gerofflfe] [Géroffle] [Gerofle] [geroffle] [gerofle] [Geroffe] [Geroffle] [Girofle],no,
épicerie girofle,[épicerie ; girofle],ambiguous,,[Epiceries ; girofle] [Epiceries ; Giroffle] [Epiceries; Girofle] [Epicerie; Girofle] [Epicerie ; giroffle] [Epicerie ; gérofle],no,
têtes de girofle,[épicerie ; girofle],ambiguous,,[Testes ; de geroffle] [Têtes de geroffle] [Tete de geroffle],no,
clous de girofle,[épicerie ; girofle] [clou ; de girofle],ambiguous,,[cloux de giroffle] [clous de girofle] [Cloux de girofle] [Clous ; de geroffle] [Cloux de Geroffle] [Clouds de Geroffle] [Cloux de geroffle],no,
clous de cuivre,[cloche ; de cuivre] [clou ; de cuivre],ambiguous,,[Clous ; de cuivre] [Clous de cuivre],no,
clous de cuivre doré,[clou ; de cuivre ; doré] [clou ; doré],ambiguous,,[cloux de cuivre doré] [Clous ; de cuivre doré] [clous ; de cuivre ; doré],no,
cochenille mesteque,[cochenille ; mesteque] [cochenille ; mestèque],ambiguous,,[Cochenile ; mesteque] [Cochenille mestoch] [Cochenille mesteque] [Cochenille Mesteque] [Cochenille Mereque] [Cochenille messegne] [cochenille mesteque] [Cochenille ; mesteque],no,
cochenille sylvestre,[cochenille ; silvestre] [cochenille ; sylvestre],ambiguous,,[Cochenille Silvestre] [Cochenille silvestre] [cochenille silvestre] [Cochenille ; silvestre],no,
cocos du Levant,[coco ; de levant] [coco ; du levant],ambiguous,,[Cocos ; du levant] [Cocos ; de levant],no,
coiffes de chapeaux,[coiffe de chapeau] [coiffe ; de chapeau],ambiguous,,[coeffes de chapeaux] [Coëffe ; de chapeau] [Coiffes de chapeaux] [Coeffes de chapeaux] [Coëffes ; de chapeaux],no,
coffres-forts,[coffre ; fort],ambiguous,,[Coffres ; forts] [Coffre fort] [Coffre ; fort] [Coffres forts],no,
colle forte,[colle ; forte],ambiguous,,[Colle ; Forte] [Colle forte;] [Colle : forte] [Cole forte] [Cole;forte] [Colle fort] [Colle; forte] [colle forte] [Colle Forte] [Colle forte],no,
colle de Flandre,[colle ; de Flandre],ambiguous,,[Colle ; des Flandres] [Colle ; de Flandre],no,
coque du Levant,[coque ; du Levant] [coque ; Levant],ambiguous,,[Coque Levent] [Coques ; Levant] [Coque ; Levant] [Coque-levant] [Coques ; levant] [Coques levant] [Coque du levant] [coque Levant] [Coque de Levant] [coque du levant] [Coque levant] [Coque Levan] [Coque Levant] [coque de levant] [Coque ; levant] [Coque ; du levant] [coque levant],no,
corail brut,[corail ; brut],ambiguous,,"[Corail Brut] [Corail brut] [Cozail brut] [Corail ; Brut] [Corails ; brut] [Corail , brut] [Corail ; brut] [corail brut]",no,
corail ouvré,[corail ; ouvré],ambiguous,,"[Corail ; Ouvré] [Corail , ouvré] [Corails ouvrés] [Corail ; ouvré] [Corail ouvré]",no,
corail terraille,[corail ; terraille],ambiguous,,[Corail ; terraile] [Corail ; terraille] [Corail cerrail] [Corail terrail],no,
