year,marchandises,value,quantit,quantity_unit,total,grammesargent_markbanco
1742,Tartre,1850,12431.854,livres de hambourg,6988920,8.2761059
1742,Thé ; boue,1850,1085.1925,livres de hambourg,6988920,8.2761059
1742,Térébenthine,800,13896.609,livres de hambourg,6988920,8.2761059
1742,Vert-de-gris,14410,14690.84,livres de hambourg,6988920,8.2761059
1742,Vin ; de France,525640,17511.061,oxhoft,6988920,8.2761059
1742,Vinaigre,7545,338.22552,tierce,6988920,8.2761059
1742,Vitriol ; blanc,0,0,livres de hambourg,6988920,8.2761059
1743,Alun,,,,,8.2761059
1743,Beurre,,,,,8.2761059
1743,Blanc ; de baleine,,,,,8.2761059
1743,Bois ; de Pernambouc,,,,,8.2761059
1743,Bougie ; de suif,,,,,8.2761059
1743,Cacao,,,,,8.2761059
1743,Café,,,,,8.2761059
1743,Cochenille,,,,,8.2761059
1743,Coton ; autre et de Méditerranée,,,,,8.2761059
1743,Coton ; autre et de Méditerranée,,,,,8.2761059
1743,Eau ; de vie,,,,,8.2761059
1743,Fer,,,,,8.2761059
1743,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1743,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1743,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1743,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1743,Galle,,,,,8.2761059
1743,Gingembre,,,,,8.2761059
1743,Gomme,,,,,8.2761059
1743,Goudron ; de Suède,,,,,8.2761059
1743,Huile ; d'olive ; blanc ; de Gènes,,,,,8.2761059
1743,Huile ; de baleine,,,,,8.2761059
1743,Indigo,,,,,8.2761059
1743,Marchandises non classifiées,0,,,,8.2761059
1743,Minium,,,,,8.2761059
1743,Oxyde ; de plomb,,,,,8.2761059
1743,Plombs,,,,,8.2761059
1743,Poivre ; blanc-noir,,,,,8.2761059
1743,Potasse,,,,,8.2761059
1743,Riz,,,,,8.2761059
1743,Safran ; orange,,,,,8.2761059
1743,Savon,,,,,8.2761059
1743,Sucre ; cru blanc ; du Brésil,,,,,8.2761059
1743,Suif ; pour faire du savon,,,,,8.2761059
1743,Sumac,,,,,8.2761059
1743,Tabac ; de Virginie,,,,,8.2761059
1743,Tartre,,,,,8.2761059
1743,Thé ; boue,,,,,8.2761059
1743,Térébenthine,,,,,8.2761059
1743,Vert-de-gris,,,,,8.2761059
1743,Vin ; de France,,,,,8.2761059
1743,Vinaigre,,,,,8.2761059
1743,Vitriol ; blanc,,,,,8.2761059
1744,Alun,,,,,8.2761059
1744,Beurre,,,,,8.2761059
1744,Blanc ; de baleine,,,,,8.2761059
1744,Bois ; de Pernambouc,,,,,8.2761059
1744,Bougie ; de suif,,,,,8.2761059
1744,Cacao,,,,,8.2761059
1744,Café,,,,,8.2761059
1744,Cochenille,,,,,8.2761059
1744,Coton ; autre et de Méditerranée,,,,,8.2761059
1744,Coton ; autre et de Méditerranée,,,,,8.2761059
1744,Eau ; de vie,,,,,8.2761059
1744,Fer,,,,,8.2761059
1744,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1744,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1744,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1744,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1744,Galle,,,,,8.2761059
1744,Gingembre,,,,,8.2761059
1744,Gomme,,,,,8.2761059
1744,Goudron ; de Suède,,,,,8.2761059
1744,Huile ; d'olive ; blanc ; de Gènes,,,,,8.2761059
1744,Huile ; de baleine,,,,,8.2761059
1744,Indigo,,,,,8.2761059
1744,Marchandises non classifiées,0,,,,8.2761059
1744,Minium,,,,,8.2761059
1744,Oxyde ; de plomb,,,,,8.2761059
1744,Plombs,,,,,8.2761059
1744,Poivre ; blanc-noir,,,,,8.2761059
1744,Potasse,,,,,8.2761059
1744,Riz,,,,,8.2761059
1744,Safran ; orange,,,,,8.2761059
1744,Savon,,,,,8.2761059
1744,Sucre ; cru blanc ; du Brésil,,,,,8.2761059
1744,Suif ; pour faire du savon,,,,,8.2761059
1744,Sumac,,,,,8.2761059
1744,Tabac ; de Virginie,,,,,8.2761059
1744,Tartre,,,,,8.2761059
1744,Thé ; boue,,,,,8.2761059
1744,Térébenthine,,,,,8.2761059
1744,Vert-de-gris,,,,,8.2761059
1744,Vin ; de France,,,,,8.2761059
1744,Vinaigre,,,,,8.2761059
1744,Vitriol ; blanc,,,,,8.2761059
1745,Alun,,,,,8.2761059
1745,Beurre,,,,,8.2761059
1745,Blanc ; de baleine,,,,,8.2761059
1745,Bois ; de Pernambouc,,,,,8.2761059
1745,Bougie ; de suif,,,,,8.2761059
1745,Cacao,,,,,8.2761059
1745,Café,,,,,8.2761059
1745,Cochenille,,,,,8.2761059
1745,Coton ; autre et de Méditerranée,,,,,8.2761059
1745,Coton ; autre et de Méditerranée,,,,,8.2761059
1745,Eau ; de vie,,,,,8.2761059
1745,Fer,,,,,8.2761059
1745,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1745,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1745,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1745,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1745,Galle,,,,,8.2761059
1745,Gingembre,,,,,8.2761059
1745,Gomme,,,,,8.2761059
1745,Goudron ; de Suède,,,,,8.2761059
1745,Huile ; d'olive ; blanc ; de Gènes,,,,,8.2761059
1745,Huile ; de baleine,,,,,8.2761059
1745,Indigo,,,,,8.2761059
1745,Marchandises non classifiées,0,,,,8.2761059
1745,Minium,,,,,8.2761059
1745,Oxyde ; de plomb,,,,,8.2761059
1745,Plombs,,,,,8.2761059
1745,Poivre ; blanc-noir,,,,,8.2761059
1745,Potasse,,,,,8.2761059
1745,Riz,,,,,8.2761059
1745,Safran ; orange,,,,,8.2761059
1745,Savon,,,,,8.2761059
1745,Sucre ; cru blanc ; du Brésil,,,,,8.2761059
1745,Suif ; pour faire du savon,,,,,8.2761059
1745,Sumac,,,,,8.2761059
1745,Tabac ; de Virginie,,,,,8.2761059
1745,Tartre,,,,,8.2761059
1745,Thé ; boue,,,,,8.2761059
1745,Térébenthine,,,,,8.2761059
1745,Vert-de-gris,,,,,8.2761059
1745,Vin ; de France,,,,,8.2761059
1745,Vinaigre,,,,,8.2761059
1745,Vitriol ; blanc,,,,,8.2761059
1746,Alun,,,,,8.2761059
1746,Beurre,,,,,8.2761059
1746,Blanc ; de baleine,,,,,8.2761059
1746,Bois ; de Pernambouc,,,,,8.2761059
1746,Bougie ; de suif,,,,,8.2761059
1746,Cacao,,,,,8.2761059
1746,Café,,,,,8.2761059
1746,Cochenille,,,,,8.2761059
1746,Coton ; autre et de Méditerranée,,,,,8.2761059
1746,Coton ; autre et de Méditerranée,,,,,8.2761059
1746,Eau ; de vie,,,,,8.2761059
1746,Fer,,,,,8.2761059
1746,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1746,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1746,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1746,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2761059
1746,Galle,,,,,8.2761059
1746,Gingembre,,,,,8.2761059
1746,Gomme,,,,,8.2761059
1746,Goudron ; de Suède,,,,,8.2761059
1746,Huile ; d'olive ; blanc ; de Gènes,,,,,8.2761059
1746,Huile ; de baleine,,,,,8.2761059
1746,Indigo,,,,,8.2761059
1746,Marchandises non classifiées,0,,,,8.2761059
1746,Minium,,,,,8.2761059
1746,Oxyde ; de plomb,,,,,8.2761059
1746,Plombs,,,,,8.2761059
1746,Poivre ; blanc-noir,,,,,8.2761059
1746,Potasse,,,,,8.2761059
1746,Riz,,,,,8.2761059
1746,Safran ; orange,,,,,8.2761059
1746,Savon,,,,,8.2761059
1746,Sucre ; cru blanc ; du Brésil,,,,,8.2761059
1746,Suif ; pour faire du savon,,,,,8.2761059
1746,Sumac,,,,,8.2761059
1746,Tabac ; de Virginie,,,,,8.2761059
1746,Tartre,,,,,8.2761059
1746,Thé ; boue,,,,,8.2761059
1746,Térébenthine,,,,,8.2761059
1746,Vert-de-gris,,,,,8.2761059
1746,Vin ; de France,,,,,8.2761059
1746,Vinaigre,,,,,8.2761059
1746,Vitriol ; blanc,,,,,8.2761059
1747,Alun,0,0,livres de hambourg,6749942,8.1945238
1747,Beurre,2420,35.955658,tonneaux,6749942,8.1945238
1747,Blanc ; de baleine,0,0,livres de hambourg,6749942,8.1945238
1747,Bois ; de Pernambouc,6100,19326.734,livres de hambourg,6749942,8.1945238
1747,Bois ; de teinture,7850,,,6749942,8.1945238
1747,Bougie ; de suif,0,0,livres de hambourg,6749942,8.1945238
1747,Cacao,3620,6949.0098,livres de hambourg,6749942,8.1945238
1747,Café,922341,973019.06,livres de hambourg,6749942,8.1945238
1747,Cochenille,0,0,livres de hambourg,6749942,8.1945238
1747,Coton ; autre et de Méditerranée,350,634.30457,livres de hambourg,6749942,8.1945238
1747,Coton ; autre et de Méditerranée,4700,4240.6235,livres de hambourg,6749942,8.1945238
1747,Eau ; de vie,151890,49251.773,quartiers,6749942,8.1945238
1747,Fer,0,0,livres de bateau,6749942,8.1945238
1747,"Fruits ; divers ; amandes, pelures, raisins, prunes",1375,9426.6865,livres de hambourg,6749942,8.1945238
1747,"Fruits ; divers ; amandes, pelures, raisins, prunes",13820,60020.574,livres de hambourg,6749942,8.1945238
1747,"Fruits ; divers ; amandes, pelures, raisins, prunes",900,7566.646,livres de hambourg,6749942,8.1945238
1747,"Fruits ; divers ; amandes, pelures, raisins, prunes",8500,145685.14,livres de hambourg,6749942,8.1945238
1747,Galle,4950,11004.885,livres de hambourg,6749942,8.1945238
1747,Gingembre,11875,31205.518,livres de hambourg,6749942,8.1945238
1747,Gomme,70150,,,6749942,8.1945238
1747,Goudron ; de Suède,0,0,last,6749942,8.1945238
1747,Huile ; d'olive ; blanc ; de Gènes,9119,35480.809,livres de hambourg,6749942,8.1945238
1747,Huile ; de baleine,0,0,tonneaux,6749942,8.1945238
1747,Indigo,366900,76520,livres de hambourg,6749942,8.1945238
1747,Marchandises non classifiées,173956.375,,,6749942,8.1945238
1747,Minium,3620,37360.27,livres de hambourg,6749942,8.1945238
1747,Oxyde ; de plomb,700,2908.5093,livres de hambourg,6749942,8.1945238
1747,Plombs,0,0,livres de hambourg,6749942,8.1945238
1747,Poivre ; blanc-noir,450,469.50653,livres de hambourg,6749942,8.1945238
1747,Potasse,0,0,livres de hambourg,6749942,8.1945238
1747,Riz,11400,87449.07,livres de hambourg,6749942,8.1945238
1747,Safran ; orange,6050,439.91202,livres de hambourg,6749942,8.1945238
1747,Savon,3800,15878.758,livres de hambourg,6749942,8.1945238
1747,Sucre ; cru blanc ; du Brésil,4359235.5,12384155,livres de hambourg,6749942,8.1945238
1747,Suif ; pour faire du savon,0,0,livres de hambourg,6749942,8.1945238
1747,Sumac,0,0,livres de hambourg,6749942,8.1945238
1747,Tabac ; de Virginie,16313,79952.422,livres de hambourg,6749942,8.1945238
1747,Tartre,1050,7006.1538,livres de hambourg,6749942,8.1945238
1747,Thé ; boue,300,177.19533,livres de hambourg,6749942,8.1945238
1747,Térébenthine,2700,45069.246,livres de hambourg,6749942,8.1945238
1747,Vert-de-gris,7140,6631.9639,livres de hambourg,6749942,8.1945238
1747,Vin ; de France,571591,17783.393,oxhoft,6749942,8.1945238
1747,Vinaigre,4776,224.70799,tierce,6749942,8.1945238
1747,Vitriol ; blanc,0,0,livres de hambourg,6749942,8.1945238
1748,Alun,,,,,8.1351213
1748,Beurre,,,,,8.1351213
1748,Blanc ; de baleine,,,,,8.1351213
1748,Bois ; de Pernambouc,,,,,8.1351213
1748,Bougie ; de suif,,,,,8.1351213
1748,Cacao,,,,,8.1351213
1748,Café,,,,,8.1351213
1748,Cochenille,,,,,8.1351213
1748,Coton ; autre et de Méditerranée,,,,,8.1351213
1748,Coton ; autre et de Méditerranée,,,,,8.1351213
1748,Eau ; de vie,,,,,8.1351213
1748,Fer,,,,,8.1351213
1748,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.1351213
1748,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.1351213
1748,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.1351213
1748,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.1351213
1748,Galle,,,,,8.1351213
1748,Gingembre,,,,,8.1351213
1748,Gomme,,,,,8.1351213
1748,Goudron ; de Suède,,,,,8.1351213
1748,Huile ; d'olive ; blanc ; de Gènes,,,,,8.1351213
1748,Huile ; de baleine,,,,,8.1351213
1748,Indigo,,,,,8.1351213
1748,Marchandises non classifiées,0,,,,8.1351213
1748,Minium,,,,,8.1351213
1748,Oxyde ; de plomb,,,,,8.1351213
1748,Plombs,,,,,8.1351213
1748,Poivre ; blanc-noir,,,,,8.1351213
1748,Potasse,,,,,8.1351213
1748,Riz,,,,,8.1351213
1748,Safran ; orange,,,,,8.1351213
1748,Savon,,,,,8.1351213
1748,Sucre ; cru blanc ; du Brésil,,,,,8.1351213
1748,Suif ; pour faire du savon,,,,,8.1351213
1748,Sumac,,,,,8.1351213
1748,Tabac ; de Virginie,,,,,8.1351213
1748,Tartre,,,,,8.1351213
1748,Thé ; boue,,,,,8.1351213
1748,Térébenthine,,,,,8.1351213
1748,Vert-de-gris,,,,,8.1351213
1748,Vin ; de France,,,,,8.1351213
1748,Vinaigre,,,,,8.1351213
1748,Vitriol ; blanc,,,,,8.1351213
1749,Alun,,,,,8.1885443
1749,Beurre,,,,,8.1885443
1749,Blanc ; de baleine,,,,,8.1885443
1749,Bois ; de Pernambouc,,,,,8.1885443
1749,Bougie ; de suif,,,,,8.1885443
1749,Cacao,,,,,8.1885443
1749,Café,,,,,8.1885443
1749,Cochenille,,,,,8.1885443
1749,Coton ; autre et de Méditerranée,,,,,8.1885443
1749,Coton ; autre et de Méditerranée,,,,,8.1885443
1749,Eau ; de vie,,,,,8.1885443
1749,Fer,,,,,8.1885443
1749,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.1885443
1749,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.1885443
1749,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.1885443
1749,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.1885443
1749,Galle,,,,,8.1885443
1749,Gingembre,,,,,8.1885443
1749,Gomme,,,,,8.1885443
1749,Goudron ; de Suède,,,,,8.1885443
1749,Huile ; d'olive ; blanc ; de Gènes,,,,,8.1885443
1749,Huile ; de baleine,,,,,8.1885443
1749,Indigo,,,,,8.1885443
1749,Marchandises non classifiées,0,,,,8.1885443
1749,Minium,,,,,8.1885443
1749,Oxyde ; de plomb,,,,,8.1885443
1749,Plombs,,,,,8.1885443
1749,Poivre ; blanc-noir,,,,,8.1885443
1749,Potasse,,,,,8.1885443
1749,Riz,,,,,8.1885443
1749,Safran ; orange,,,,,8.1885443
1749,Savon,,,,,8.1885443
1749,Sucre ; cru blanc ; du Brésil,,,,,8.1885443
1749,Suif ; pour faire du savon,,,,,8.1885443
1749,Sumac,,,,,8.1885443
1749,Tabac ; de Virginie,,,,,8.1885443
1749,Tartre,,,,,8.1885443
1749,Thé ; boue,,,,,8.1885443
1749,Térébenthine,,,,,8.1885443
1749,Vert-de-gris,,,,,8.1885443
1749,Vin ; de France,,,,,8.1885443
1749,Vinaigre,,,,,8.1885443
1749,Vitriol ; blanc,,,,,8.1885443
1750,Alun,,,,,8.3500004
1750,Beurre,,,,,8.3500004
1750,Blanc ; de baleine,,,,,8.3500004
1750,Bois ; de Pernambouc,,,,,8.3500004
1750,Bougie ; de suif,,,,,8.3500004
1750,Cacao,,,,,8.3500004
1750,Café,,,,,8.3500004
1750,Cochenille,,,,,8.3500004
1750,Coton ; autre et de Méditerranée,,,,,8.3500004
1750,Coton ; autre et de Méditerranée,,,,,8.3500004
1750,Eau ; de vie,,,,,8.3500004
1750,Fer,,,,,8.3500004
1750,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.3500004
1750,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.3500004
1750,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.3500004
1750,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.3500004
1750,Galle,,,,,8.3500004
1750,Gingembre,,,,,8.3500004
1750,Gomme,,,,,8.3500004
1750,Goudron ; de Suède,,,,,8.3500004
1750,Huile ; d'olive ; blanc ; de Gènes,,,,,8.3500004
1750,Huile ; de baleine,,,,,8.3500004
1750,Indigo,,,,,8.3500004
1750,Marchandises non classifiées,0,,,,8.3500004
1750,Minium,,,,,8.3500004
1750,Oxyde ; de plomb,,,,,8.3500004
1750,Plombs,,,,,8.3500004
1750,Poivre ; blanc-noir,,,,,8.3500004
1750,Potasse,,,,,8.3500004
1750,Riz,,,,,8.3500004
1750,Safran ; orange,,,,,8.3500004
1750,Savon,,,,,8.3500004
1750,Sucre ; cru blanc ; du Brésil,,,,,8.3500004
1750,Suif ; pour faire du savon,,,,,8.3500004
1750,Sumac,,,,,8.3500004
1750,Tabac ; de Virginie,,,,,8.3500004
1750,Tartre,,,,,8.3500004
1750,Thé ; boue,,,,,8.3500004
1750,Térébenthine,,,,,8.3500004
1750,Vert-de-gris,,,,,8.3500004
1750,Vin ; de France,,,,,8.3500004
1750,Vinaigre,,,,,8.3500004
1750,Vitriol ; blanc,,,,,8.3500004
1751,Alun,,,,,8.3422413
1751,Beurre,,,,,8.3422413
1751,Blanc ; de baleine,,,,,8.3422413
1751,Bois ; de Pernambouc,,,,,8.3422413
1751,Bougie ; de suif,,,,,8.3422413
1751,Cacao,,,,,8.3422413
1751,Café,,,,,8.3422413
1751,Cochenille,,,,,8.3422413
1751,Coton ; autre et de Méditerranée,,,,,8.3422413
1751,Coton ; autre et de Méditerranée,,,,,8.3422413
1751,Eau ; de vie,,,,,8.3422413
1751,Fer,,,,,8.3422413
1751,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.3422413
1751,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.3422413
1751,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.3422413
1751,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.3422413
1751,Galle,,,,,8.3422413
1751,Gingembre,,,,,8.3422413
1751,Gomme,,,,,8.3422413
1751,Goudron ; de Suède,,,,,8.3422413
1751,Huile ; d'olive ; blanc ; de Gènes,,,,,8.3422413
1751,Huile ; de baleine,,,,,8.3422413
1751,Indigo,,,,,8.3422413
1751,Marchandises non classifiées,0,,,,8.3422413
1751,Minium,,,,,8.3422413
1751,Oxyde ; de plomb,,,,,8.3422413
1751,Plombs,,,,,8.3422413
1751,Poivre ; blanc-noir,,,,,8.3422413
1751,Potasse,,,,,8.3422413
1751,Riz,,,,,8.3422413
1751,Safran ; orange,,,,,8.3422413
1751,Savon,,,,,8.3422413
1751,Sucre ; cru blanc ; du Brésil,,,,,8.3422413
1751,Suif ; pour faire du savon,,,,,8.3422413
1751,Sumac,,,,,8.3422413
1751,Tabac ; de Virginie,,,,,8.3422413
1751,Tartre,,,,,8.3422413
1751,Thé ; boue,,,,,8.3422413
1751,Térébenthine,,,,,8.3422413
1751,Vert-de-gris,,,,,8.3422413
1751,Vin ; de France,,,,,8.3422413
1751,Vinaigre,,,,,8.3422413
1751,Vitriol ; blanc,,,,,8.3422413
1752,Alun,,,,,8.265439
1752,Beurre,,,,,8.265439
1752,Blanc ; de baleine,,,,,8.265439
1752,Bois ; de Pernambouc,,,,,8.265439
1752,Bougie ; de suif,,,,,8.265439
1752,Cacao,,,,,8.265439
1752,Café,,,,,8.265439
1752,Cochenille,,,,,8.265439
1752,Coton ; autre et de Méditerranée,,,,,8.265439
1752,Coton ; autre et de Méditerranée,,,,,8.265439
1752,Eau ; de vie,,,,,8.265439
1752,Fer,,,,,8.265439
1752,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.265439
1752,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.265439
1752,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.265439
1752,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.265439
1752,Galle,,,,,8.265439
1752,Gingembre,,,,,8.265439
1752,Gomme,,,,,8.265439
1752,Goudron ; de Suède,,,,,8.265439
1752,Huile ; d'olive ; blanc ; de Gènes,,,,,8.265439
1752,Huile ; de baleine,,,,,8.265439
1752,Indigo,,,,,8.265439
1752,Marchandises non classifiées,0,,,,8.265439
1752,Minium,,,,,8.265439
1752,Oxyde ; de plomb,,,,,8.265439
1752,Plombs,,,,,8.265439
1752,Poivre ; blanc-noir,,,,,8.265439
1752,Potasse,,,,,8.265439
1752,Riz,,,,,8.265439
1752,Safran ; orange,,,,,8.265439
1752,Savon,,,,,8.265439
1752,Sucre ; cru blanc ; du Brésil,,,,,8.265439
1752,Suif ; pour faire du savon,,,,,8.265439
1752,Sumac,,,,,8.265439
1752,Tabac ; de Virginie,,,,,8.265439
1752,Tartre,,,,,8.265439
1752,Thé ; boue,,,,,8.265439
1752,Térébenthine,,,,,8.265439
1752,Vert-de-gris,,,,,8.265439
1752,Vin ; de France,,,,,8.265439
1752,Vinaigre,,,,,8.265439
1752,Vitriol ; blanc,,,,,8.265439
1753,Alun,0,0,livres de hambourg,7186096,8.1691723
1753,Beurre,400,7.6404252,tonneaux,7186096,8.1691723
1753,Blanc ; de baleine,0,0,livres de hambourg,7186096,8.1691723
1753,Bois ; de Pernambouc,8000,23836.127,livres de hambourg,7186096,8.1691723
1753,Bois ; de teinture,9075,,,7186096,8.1691723
1753,Bougie ; de suif,260,6.3280983,livres de hambourg,7186096,8.1691723
1753,Cacao,1725,4353.6099,livres de hambourg,7186096,8.1691723
1753,Café,1188009,2327527.8,livres de hambourg,7186096,8.1691723
1753,Cochenille,0,0,livres de hambourg,7186096,8.1691723
1753,Coton ; autre et de Méditerranée,4950,10103.125,livres de hambourg,7186096,8.1691723
1753,Coton ; autre et de Méditerranée,5100,6458.7705,livres de hambourg,7186096,8.1691723
1753,Eau ; de vie,206705,94404.711,quartiers,7186096,8.1691723
1753,Fer,0,0,livres de bateau,7186096,8.1691723
1753,"Fruits ; divers ; amandes, pelures, raisins, prunes",42851,921266.88,livres de hambourg,7186096,8.1691723
1753,"Fruits ; divers ; amandes, pelures, raisins, prunes",38820,190162.75,livres de hambourg,7186096,8.1691723
1753,"Fruits ; divers ; amandes, pelures, raisins, prunes",1700,13317.386,livres de hambourg,7186096,8.1691723
1753,"Fruits ; divers ; amandes, pelures, raisins, prunes",750,5906.9395,livres de hambourg,7186096,8.1691723
1753,Galle,5940,14393.11,livres de hambourg,7186096,8.1691723
1753,Gingembre,6150,24166.24,livres de hambourg,7186096,8.1691723
1753,Gomme,27625,41759.887,livres de hambourg,7186096,8.1691723
1753,Goudron ; de Suède,0,0,last,7186096,8.1691723
1753,Huile ; d'olive ; blanc ; de Gènes,6391,22947.434,livres de hambourg,7186096,8.1691723
1753,Huile ; de baleine,0,0,tonneaux,7186096,8.1691723
1753,Indigo,459325,95795.992,livres de hambourg,7186096,8.1691723
1753,Marchandises non classifiées,223729.015625,,,7186096,8.1691723
1753,Minium,1725,17204.988,livres de hambourg,7186096,8.1691723
1753,Oxyde ; de plomb,0,0,livres de hambourg,7186096,8.1691723
1753,Plombs,1260,44.408401,livres de hambourg,7186096,8.1691723
1753,Poivre ; blanc-noir,975,1051.2507,livres de hambourg,7186096,8.1691723
1753,Potasse,500,3556.8706,livres de hambourg,7186096,8.1691723
1753,Riz,0,0,livres de hambourg,7186096,8.1691723
1753,Safran ; orange,1900,132.72136,livres de hambourg,7186096,8.1691723
1753,Savon,2100,10669.32,livres de hambourg,7186096,8.1691723
1753,Sucre ; cru blanc ; du Brésil,4080972,20426882,livres de hambourg,7186096,8.1691723
1753,Suif ; pour faire du savon,0,0,livres de hambourg,7186096,8.1691723
1753,Sumac,1800,27239.43,livres de hambourg,7186096,8.1691723
1753,Tabac ; de Virginie,37860,231337.08,livres de hambourg,7186096,8.1691723
1753,Tartre,5225,28167.436,livres de hambourg,7186096,8.1691723
1753,Thé ; boue,650,491.61285,livres de hambourg,7186096,8.1691723
1753,Térébenthine,3350,54470.934,livres de hambourg,7186096,8.1691723
1753,Vert-de-gris,12450,10107.682,livres de hambourg,7186096,8.1691723
1753,Vin ; de France,792489,23591.029,oxhoft,7186096,8.1691723
1753,Vinaigre,5335,236.7636,tierce,7186096,8.1691723
1753,Vitriol ; blanc,0,0,livres de hambourg,7186096,8.1691723
1754,Alun,,,,,8.2230444
1754,Beurre,,,,,8.2230444
1754,Blanc ; de baleine,,,,,8.2230444
1754,Bois ; de Pernambouc,,,,,8.2230444
1754,Bougie ; de suif,,,,,8.2230444
1754,Cacao,,,,,8.2230444
1754,Café,,,,,8.2230444
1754,Cochenille,,,,,8.2230444
1754,Coton ; autre et de Méditerranée,,,,,8.2230444
1754,Coton ; autre et de Méditerranée,,,,,8.2230444
1754,Eau ; de vie,,,,,8.2230444
1754,Fer,,,,,8.2230444
1754,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2230444
1754,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2230444
1754,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2230444
1754,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,,,8.2230444
1754,Galle,,,,,8.2230444
1754,Gingembre,,,,,8.2230444
1754,Gomme,,,,,8.2230444
1754,Goudron ; de Suède,,,,,8.2230444
1754,Huile ; d'olive ; blanc ; de Gènes,,,,,8.2230444
1754,Huile ; de baleine,,,,,8.2230444
1754,Indigo,,,,,8.2230444
1754,Marchandises non classifiées,0,,,,8.2230444
1754,Minium,,,,,8.2230444
1754,Oxyde ; de plomb,,,,,8.2230444
1754,Plombs,,,,,8.2230444
1754,Poivre ; blanc-noir,,,,,8.2230444
1754,Potasse,,,,,8.2230444
1754,Riz,,,,,8.2230444
1754,Safran ; orange,,,,,8.2230444
1754,Savon,,,,,8.2230444
1754,Sucre ; cru blanc ; du Brésil,,,,,8.2230444
1754,Suif ; pour faire du savon,,,,,8.2230444
1754,Sumac,,,,,8.2230444
1754,Tabac ; de Virginie,,,,,8.2230444
1754,Tartre,,,,,8.2230444
1754,Thé ; boue,,,,,8.2230444
1754,Térébenthine,,,,,8.2230444
1754,Vert-de-gris,,,,,8.2230444
1754,Vin ; de France,,,,,8.2230444
1754,Vinaigre,,,,,8.2230444
1754,Vitriol ; blanc,,,,,8.2230444
1755,Alun,0,0,livres de hambourg,9218470,8.2487316
1755,Beurre,4000,79.036034,tonneaux,9218470,8.2487316
1755,Blanc ; de baleine,0,0,livres de hambourg,9218470,8.2487316
1755,Bois ; de Pernambouc,0,0,livres de hambourg,9218470,8.2487316
1755,Bois ; de teinture,67750,,,9218470,8.2487316
1755,Bougie ; de suif,270,4.9704967,livres de hambourg,9218470,8.2487316
1755,Cacao,100,323.38913,livres de hambourg,9218470,8.2487316
1755,Café,1744996,3190849.5,livres de hambourg,9218470,8.2487316
1755,Cochenille,0,0,livres de hambourg,9218470,8.2487316
1755,Coton ; autre et de Méditerranée,0,0,livres de hambourg,9218470,8.2487316
1755,Coton ; autre et de Méditerranée,11740,28698.383,livres de hambourg,9218470,8.2487316
1755,Eau ; de vie,123125,67233.688,quartiers,9218470,8.2487316
