numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
634,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Estampes,Allemagne,4550,,,,,,26896,,,,,,,,,,,
635,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; or et argent,Hollande,4725,,,,,,2267702,,17070,,,,,,,,,
635,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Estampes,Angleterre,18270,,,,,,26896,,,,,,,,,,,
636,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; or et argent,Italie,1020,,,,,,2267702,,17070,,,,,,,,,
636,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Estampes,Espagne,2600,,,,,,26896,,,,,,,,,,,
637,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Allemagne,133991,,,,,,2267702,,618136,,,,,,,,,
637,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Estampes,Flandre,1476,,,,,,26896,,,,,,,,,,,
638,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Angleterre,13885,,,,,,2267702,,618136,,,,,,,,,
638,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Esturgeons,Flandre,,,,,,,2775,,,,,,,,,,,
639,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Espagne,83743,,,,,,2267702,,618136,,,,,,,,,
639,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; en bloc,Angleterre,434606,,,,,,570027,,531085,,,,,,,,,
640,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Flandre,1428,,,,,,2267702,,618136,,,,,,,,,
640,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; en bloc,Flandre,12390,,,,,,570027,,531085,,,,,,,,,
641,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Hollande,3225,,,,,,2267702,,618136,,,,,,,,,
641,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; en bloc,Hollande,47240,,,,,,570027,,531085,,,,,,,,,
642,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Italie,30464,,,,,,2267702,,618136,,,,,,,,,
642,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; en bloc,Italie,8000,,,,,,570027,,531085,,,,,,,,,
643,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Levant,232568,,,,,,2267702,,618136,,,,,,,,,
643,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; en bloc,Naples,6750,,,,,,570027,,531085,,,,,,,,,
644,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Savoye,21844,,,,,,2267702,,618136,,,,,,,,,
644,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; en bloc,Genes,16725,,,,,,570027,,531085,,,,,,,,,
645,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Suisse,81116,,,,,,2267702,,618136,,,,,,,,,
645,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; en bloc,Savoye,4350,,,,,,570027,,531085,,,,,,,,,
646,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,25,Dentelle ; de fil blanc,Isles,15872,,,,,,2267702,,618136,,,,,,,,,
646,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; en bloc,Suisse,1024,,,,,,570027,,531085,,,,,,,,,
647,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; du Puy,Espagne,108400,,,,,,2267702,,129283,,,,,,,,,
647,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; des Indes,Hollande,37057,,,,,,570027,,,,,,,,,,,
648,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; du Puy,Italie,19333,,,,,,2267702,,129283,,,,,,,,,
648,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,33,Etaim ; ouvré,Hollande,1885,,,,,,570027,,,,,,,,,,,
649,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; du Puy,Savoye,1550,,,,,,2267702,,129283,,,,,,,,,
649,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; diverses,Espagne,25280,,,,,,2521632,,678170,2469360,,,,,,,,
650,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Allemagne,435215,,,,,,2267702,,1491601,,,,,,,,,
650,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; diverses,Hollande,11330,,,,,,2521632,,678170,2469360,,,,,,,,
651,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Angleterre,535509,,,,,,2267702,,1491601,,,,,,,,,
651,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; diverses,Italie,69440,,,,,,2521632,,678170,2469360,,,,,,,,
652,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Danemark,3850,,,,,,2267702,,1491601,,,,,,,,,
652,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; diverses,Naples,85640,,,,,,2521632,,678170,2469360,,,,,,,,
653,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Espagne,110400,,,,,,2267702,,1491601,,,,,,,,,
653,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; diverses,Genes,149000,,,,,,2521632,,678170,2469360,,,,,,,,
654,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Flandre,110687,,,,,,2267702,,1491601,,,,,,,,,
654,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; diverses,Levant,77800,,,,,,2521632,,678170,2469360,,,,,,,,
655,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Hollande,64706,,,,,,2267702,,1491601,,,,,,,,,
655,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; diverses,Savoye,244960,,,,,,2521632,,678170,2469360,,,,,,,,
656,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Italie,102549,,,,,,2267702,,1491601,,,,,,,,,
656,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; diverses,Suède,10000,,,,,,2521632,,678170,2469360,,,,,,,,
657,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Naples,24325,,,,,,2267702,,1491601,,,,,,,,,
657,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; diverses,Suisse,4720,,,,,,2521632,,678170,2469360,,,,,,,,
658,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Genes,2668,,,,,,2267702,,1491601,,,,,,,,,
658,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; bours,Levant,271680,,,,,,2521632,,,2469360,,,,,,,,
659,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Venise,1050,,,,,,2267702,,1491601,,,,,,,,,
659,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,34,Etoffe ; de soye ; crepe,Italie,6405,,,,,,2521632,,,2469360,,,,,,,,
660,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Nord,6912,,,,,,2267702,,1491601,,,,,,,,,
660,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,35,Etoffe ; de soye ; satin,Levant,73230,,,,,,2521632,,,2469360,,,,,,,,
661,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Russie,26075,,,,,,2267702,,1491601,,,,,,,,,
661,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,35,Etoffe ; de soye ; tafetas,Hollande,5250,,,,,,2521632,,,2469360,,,,,,,,
662,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Savoye,24125,,,,,,2267702,,1491601,,,,,,,,,
662,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,35,Etoffe ; de soye ; velour,Espagne,52000,,,,,,2521632,,1388125,2469360,,,,,,,,
663,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; de soye,Suisse,43530,,,,,,2267702,,1491601,,,,,,,,,
663,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,35,Etoffe ; de soye ; velour,Naples,12000,,,,,,2521632,,1388125,2469360,,,,,,,,
664,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dentelle ; mi soye,Espagne,11612,,,,,,2267702,,,,,,,,,,,
664,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,35,Etoffe ; de soye ; velour,Genes,1319325,,,,,,2521632,,1388125,2469360,,,,,,,,
665,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Des à joüer,Isles,,,,,,,5680,,,,,,,,,,,
665,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,35,Etoffe ; de soye ; velour,Savoye,4800,,,,,,2521632,,1388125,2469360,,,,,,,,
666,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dominoterie,Allemagne,20204,,,,,,26804,,,,,,,,,,,
666,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,35,Etoffe ; de soye ; voile,Italie,42760,,,,,,2521632,,46500,2469360,,,,,,,,
667,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dominoterie,Angleterre,3100,,,,,,26804,,,,,,,,,,,
667,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,35,Etoffe ; de soye ; voile,Savoye,3740,,,,,,2521632,,46500,2469360,,,,,,,,
668,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dominoterie,Hollande,3500,,,,,,26804,,,,,,,,,,,
668,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,35,Etoffe ; meslées de soye ; mi soye,Savoye,3160,,,,,,2521632,,27496,,,,,,,,,
669,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Allemagne,174000,,,,,,2656290,,,,,,,,,,,
669,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,36,Etoffe ; meslées de soye ; ?,Hollande,24336,,,,,,2521632,,27496,,,,,,,,,
670,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Espagne,1370310,,,,,,2656290,,,,,,,,,,,
670,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,36,Etoffe ; de coton ; ?,Hollande,1656,,,,,,2521632,,24776,,,,,,,,,
671,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Hollande,29640,,,,,,2656290,,,,,,,,,,,
671,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,36,Etoffe ; de coton ; ?,Levant,23120,,,,,,2521632,,24776,,,,,,,,,
672,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Italie,440820,,,,,,2656290,,,,,,,,,,,
672,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,37,Eventails,Levant,,,,,,,1200,,,,,,,,,,,
673,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Naples,19600,,,,,,2656290,,,,,,,,,,,
673,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Farine,Angleterre,6780,,,,,,52837,,,,,,,,,,,
674,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Levant,370900,,,,,,2656290,,,,,,,,,,,
674,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Farine,Flandre,6126,,,,,,52837,,,,,,,,,,,
675,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Portugal,17840,,,,,,2656290,,,,,,,,,,,
675,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Farine,Italie,2400,,,,,,52837,,,,,,,,,,,
676,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Savoye,116340,,,,,,2656290,,,,,,,,,,,
676,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Farine,Naples,10520,,,,,,52837,,,,,,,,,,,
677,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Suisse,12840,,,,,,2656290,,,,,,,,,,,
677,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Farine,Levant,27011,,,,,,52837,,,,,,,,,,,
678,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Dorure fine,Isles,104000,,,,,,2656290,,,,,,,,,,,
678,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Faucilles,Allemagne,,,,,,,1089,,,,,,,,,,,
679,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Drap ; de laine ; d'Andelis,Espagne,7200,,,,,,33702154,,30600,23297278,,,,,,,,
679,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Faulx à faucher,Nord,82591,,,,,,84975,,,,,,,,,,,
680,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Drap ; de laine ; d'Andelis,Portugal,23400,,,,,,33702154,,30600,23297278,,,,,,,,
680,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Faulx à faucher,Savoye,2384,,,,,,84975,,,,,,,,,,,
681,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Drap ; de laine ; d'Arnetal,Espagne,1050,,,,,,33702154,,,23297278,,,,,,,,
681,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fayance,Allemagne,9731,,,,,,15035,,,,,,,,,,,
682,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Drap ; de laine ; de Carcassone,Guinée,24086,,,,,,33702154,,,23297278,,,,,,,,
682,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fayance,Hollande,5304,,,,,,15035,,,,,,,,,,,
683,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Drap ; de laine ; cordellat,Espagne,31383,,,,,,33702154,,158098,23297278,,,,,,,,
683,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en ancres,Espagne,6981,,,,,,2368471,,25620,,,,,,,,,
684,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Drap ; de laine ; cordellat,Savoye,126715,,,,,,33702154,,158098,23297278,,,,,,,,
684,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en ancres,Hollande,8999,,,,,,2368471,,25620,,,,,,,,,
685,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,26,Drap ; de laine ; diverses,Isles,47500,,,,,,33702154,,,23297278,,,,,,,,
685,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en ancres,Genes,9640,,,,,,2368471,,25620,,,,,,,,,
686,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; écarlatte,Espagne,34440,,,,,,33702154,,214800,23297278,,,,,,,,
686,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Allemagne,317834,,,,,,2368471,,1775422,,,,,,,,,
687,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; écarlatte,Italie,132885,,,,,,33702154,,214800,23297278,,,,,,,,
687,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Danemark,283355,,,,,,2368471,,1775422,,,,,,,,,
688,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; écarlatte,Savoye,47475,,,,,,33702154,,214800,23297278,,,,,,,,
688,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Espagne,22271,,,,,,2368471,,1775422,,,,,,,,,
689,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Allemagne,402812,,,,,,33702154,,1513856,23297278,,,,,,,,
689,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Flandre,902008,,,,,,2368471,,1775422,,,,,,,,,
690,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Angleterre,1218,,,,,,33702154,,1513856,23297278,,,,,,,,
690,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Hollande,16831,,,,,,2368471,,1775422,,,,,,,,,
691,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Espagne,405316,,,,,,33702154,,1513856,23297278,,,,,,,,
691,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Italie,145840,,,,,,2368471,,1775422,,,,,,,,,
692,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Flandre,47568,,,,,,33702154,,1513856,23297278,,,,,,,,
692,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Genes,23988,,,,,,2368471,,1775422,,,,,,,,,
693,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Hollande,6848,,,,,,33702154,,1513856,23297278,,,,,,,,
693,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Nord,7779,,,,,,2368471,,1775422,,,,,,,,,
694,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Italie,204622,,,,,,33702154,,1513856,23297278,,,,,,,,
694,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Russie,47033,,,,,,2368471,,1775422,,,,,,,,,
695,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Nord,6263,,,,,,33702154,,1513856,23297278,,,,,,,,
695,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Savoye,7000,,,,,,2368471,,1775422,,,,,,,,,
696,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Portugal,48400,,,,,,33702154,,1513856,23297278,,,,,,,,
696,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,38,Fer ; en barres,Suède,1483,,,,,,2368471,,1775422,,,,,,,,,
697,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Savoye,262450,,,,,,33702154,,1513856,23297278,,,,,,,,
697,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en batterie,Allemagne,22731,,,,,,2368471,,25227,,,,,,,,,
698,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Suisse,93687,,,,,,33702154,,1513856,23297278,,,,,,,,
698,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en batterie,Hollande,2496,,,,,,2368471,,25227,,,,,,,,,
699,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; d'Elbeuf,Isles,34672,,,,,,33702154,,1513856,23297278,,,,,,,,
699,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; battu,Allemagne,17402,,,,,,2368471,,,,,,,,,,,
700,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de France,Espagne,95347,,,,,,33702154,,,23297278,,,,,,,,
700,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; blanc,Allemagne,12900,,,,,,2368471,,253395,,,,,,,,,
701,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Languedoc,Espagne,1015520,,,,,,33702154,,,23297278,,,,,,,,
701,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; blanc,Flandre,8075,,,,,,2368471,,253395,,,,,,,,,
702,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Lille,Espagne,1400,,,,,,33702154,,,23297278,,,,,,,,
702,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; blanc,Hollande,84601,,,,,,2368471,,253395,,,,,,,,,
703,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; Londrin,Espagne,51906,,,,,,33702154,,19429536,23297278,,,,,,,,
703,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; blanc,Nord,142143,,,,,,2368471,,253395,,,,,,,,,
704,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; Londrin,Italie,24474,,,,,,33702154,,19429536,23297278,,,,,,,,
704,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; blanc,Savoye,1020,,,,,,2368471,,253395,,,,,,,,,
705,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; Londrin,Naples,119268,,,,,,33702154,,19429536,23297278,,,,,,,,
705,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; blanc,Suède,4656,,,,,,2368471,,253395,,,,,,,,,
706,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; Londrin,Genes,75420,,,,,,33702154,,19429536,23297278,,,,,,,,
706,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en casses,Suisse,2890,,,,,,2368471,,,,,,,,,,,
707,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; Londrin,Levant,19150260,,,,,,33702154,,19429536,23297278,,,,,,,,
707,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en cercles,Hollande,17011,,,,,,2368471,,80658,,,,,,,,,
708,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; Londrin,Savoye,8208,,,,,,33702154,,19429536,23297278,,,,,,,,
708,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en cercles,Italie,2000,,,,,,2368471,,80658,,,,,,,,,
709,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Louviers,Allemagne,41355,,,,,,33702154,,239545,23297278,,,,,,,,
709,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en cercles,Genes,52892,,,,,,2368471,,80658,,,,,,,,,
710,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Louviers,Espagne,6144,,,,,,33702154,,239545,23297278,,,,,,,,
710,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en cercles,Nord,8755,,,,,,2368471,,80658,,,,,,,,,
711,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Louviers,Flandre,13896,,,,,,33702154,,239545,23297278,,,,,,,,
711,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; coulé,Allemagne,19095,,,,,,2368471,,,,,,,,,,,
712,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Louviers,Hollande,2434,,,,,,33702154,,239545,23297278,,,,,,,,
712,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en enclumes,Allemagne,3000,,,,,,2368471,,4176,,,,,,,,,
713,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Louviers,Italie,21744,,,,,,33702154,,239545,23297278,,,,,,,,
713,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en enclumes,Hollande,1176,,,,,,2368471,,4176,,,,,,,,,
714,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Louviers,Portugal,2070,,,,,,33702154,,239545,23297278,,,,,,,,
714,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en ess?,Hollande,1746,,,,,,2368471,,,,,,,,,,,
715,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Louviers,Savoye,147204,,,,,,33702154,,239545,23297278,,,,,,,,
715,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en feuilles,Hollande,6715,,,,,,2368471,,,,,,,,,,,
716,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Louviers,Suisse,4698,,,,,,33702154,,239545,23297278,,,,,,,,
716,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; en fleaux,Hollande,1160,,,,,,2368471,,,,,,,,,,,
717,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Sedan,Espagne,177417,,,,,,33702154,,345977,23297278,,,,,,,,
717,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; noir,Allemagne,7618,,,,,,2368471,,24093,,,,,,,,,
718,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Sedan,Nord,2644,,,,,,33702154,,345977,23297278,,,,,,,,
718,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; noir,Flandre,3800,,,,,,2368471,,24093,,,,,,,,,
719,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Sedan,Portugal,162996,,,,,,33702154,,345977,23297278,,,,,,,,
719,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; noir,Nord,4240,,,,,,2368471,,24093,,,,,,,,,
720,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Sedan,Isles,2920,,,,,,33702154,,345977,23297278,,,,,,,,
720,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; noir,Suisse,8435,,,,,,2368471,,24093,,,,,,,,,
721,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Silesie,Allemagne,26880,,,,,,33702154,,105168,23297278,,,,,,,,
721,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; ouvré,Hollande,7838,,,,,,2368471,,33765,,,,,,,,,
722,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Silesie,Flandre,3336,,,,,,33702154,,105168,23297278,,,,,,,,
722,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; ouvré,Italie,19427,,,,,,2368471,,33765,,,,,,,,,
723,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Silesie,Hollande,1620,,,,,,33702154,,105168,23297278,,,,,,,,
723,Annick Davis,IIHS-122A,Objet Général,1767,Imports,,,39,Fer ; ouvré,Venise,6500,,,,,,2368471,,33765,,,,,,,,,
724,Annick Davis,IIHS-122A,Objet Général,1767,Exports,,,27,Drap ; de laine ; de Silesie,Italie,14232,,,,,,33702154,,105168,23297278,,,,,,,,
