numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
421,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,18,Moelons,Isles françoises de l'Amerique,"18,00",charetées,"50,0000000","900,00","0,00",
422,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,18,Morue seche,Isles françoises de l'Amerique,"1 200,00",livres,"0,2500000","300,00","0,00",
423,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,18,Mouchoirs ,Isles françoises de l'Amerique,"6,00",pièces,"4,0000000","24,00","0,00",
424,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,18,Mouchoirs ,Isles françoises de l'Amerique,"19,50",douzaines,"18,0000000","351,00","0,00",
425,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,18,Mouchoirs ,Isles françoises de l'Amerique,"26,00",douzaines,"12,0000000","312,00","0,00",
426,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,18,Mouchoirs ,Isles françoises de l'Amerique,"855,00",pièces,"0,9000000","625,00","-144,50",erreur calcul
427,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,18,Mouchoirs ,Isles françoises de l'Amerique,"159,00",pièces,"0,7500000","118,50","-0,75",
428,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Mouchoirs de fil,Isles françoises de l'Amerique,"10,00",douzaines,"15,0000000","150,00","0,00",
429,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Mouchoirs de Rouen,Isles françoises de l'Amerique,"104,00",douzaines,"12,0000000","1248,00","0,00",
430,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Moulins a caffé,Isles françoises de l'Amerique,"7,00",en nombre,"4,0000000","28,00","0,00",
431,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Mousseline rayée a fleurs,Isles françoises de l'Amerique,"8,00",aunes,"16,0000000","128,00","0,00",
432,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Oignon,Isles françoises de l'Amerique,"1,00",bariques,"15,0000000","15,00","0,00",
433,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Ozier,Isles françoises de l'Amerique,"1 113,00",bottes,"2,0000000","2226,00","0,00",
434,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Ozier,Isles françoises de l'Amerique,"100,00",paquets,"0,2500000","25,00","0,00",
435,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Pain,Isles françoises de l'Amerique,"30,00",bariques,"12,0000000","360,00","0,00",
436,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Papeline,Isles françoises de l'Amerique,"40,00",aunes,"3,0000000","120,00","0,00",
437,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Papier commun,Isles françoises de l'Amerique,"59,00",rames,"3,0000000","177,00","0,00",
438,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,papier fin,Isles françoises de l'Amerique,"22,00",rames,"6,0000000","132,00","0,00",
439,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Peaux de veau tannées,Isles françoises de l'Amerique,"520,00",livres,"0,7500000","490,00","100,00",erreur calcul
440,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Peignes,Isles françoises de l'Amerique,"20,00",pièces,"0,1500000","3,00","0,00",
441,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Pierres de St Cast,Isles françoises de l'Amerique,"9 395,00",pieds,"0,2500000","2343,00","-5,75",erreur de calcul
442,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Pierres de taille,Isles françoises de l'Amerique,"7 217,00",pieds,"0,7000000","3650,00","-1 401,90",erreur calcul
443,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Planches de sapin,Isles françoises de l'Amerique,"2 592,00",en nombre,"1,0000000","2592,00","0,00",
444,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Plomb en grenaille,Isles françoises de l'Amerique,"337,00",livres,"0,2500000","84,00","-0,25",
445,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Plomb en saumon,Isles françoises de l'Amerique,"13 825,00",livres,"0,2400000","3318,00","0,00",
446,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Poeles a frire,Isles françoises de l'Amerique,"1,00",douzaine,"2,0000000","2,00","0,00",
447,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Poil de chevre,Isles françoises de l'Amerique,,,"0,0000000","450,00","450,00",
448,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Pois,Isles françoises de l'Amerique,"270,50",boisseaux,"6,0000000","1623,00","0,00",
449,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Poivre,Isles françoises de l'Amerique,"224,00",livres,"1,8000000","403,00","-0,20",
450,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Poudre a poudrer,Isles françoises de l'Amerique,"476,00",livres,"0,3000000","142,00","-0,80",
451,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Poudre a tirer fine,Isles françoises de l'Amerique,"1 100,00",livres,"1,6000000","1650,00","-110,00",erreur calcul
452,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,19,Quincaille de fer,Isles françoises de l'Amerique,"600,00",livres,"1,0000000","600,00","0,00",
453,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Raz croisé,Isles françoises de l'Amerique,"100,00",pièces,"50,0000000","5000,00","0,00",
454,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Raz de Maroc,Isles françoises de l'Amerique,"645,50",aunes,"2,0000000","1291,00","0,00",
455,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Raz de St Cir,Isles françoises de l'Amerique,"28,00",aunes,"3,0000000","84,00","0,00",
456,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Rechange de toile de halle,Isles françoises de l'Amerique,"71,00",pièces,"2,5000000","177,00","-0,50",
457,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Revêche ,Isles françoises de l'Amerique,"40,00",pièces,"50,0000000","2000,00","0,00",
458,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Ris,Isles françoises de l'Amerique,"3 825,00",livres,"0,2500000","706,00","-250,25",erreur calcul
459,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Ruban de fil,Isles françoises de l'Amerique,"1,00",livres,"6,0000000","6,00","0,00",
460,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Ruban de soye,Isles françoises de l'Amerique,"438,00",aunes,"0,2500000","109,00","-0,50",
461,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Savon,Isles françoises de l'Amerique,"1 625,00",livres,"0,4500000","731,00","-0,25",
462,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Savon,Isles françoises de l'Amerique,,,"0,0000000","80,00","80,00",
463,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Sel,Isles françoises de l'Amerique,"547,75",tonneaux,"40,0000000","21910,00","0,00",
464,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Sel,Isles françoises de l'Amerique,"11,50",bariques,"10,0000000","112,00","-3,00",erreur de calcul
465,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Selles de femmes,Isles françoises de l'Amerique,"9,00",en nombre,"20,0000000","180,00","0,00",9 selles estimées 180
466,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Selles de Maitre,Isles françoises de l'Amerique,"36,00",en nombre,"25,0000000","900,00","0,00",36 selles estimées 900
467,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Siamoise,Isles françoises de l'Amerique,"1 665,25",livres,"4,0000000","6661,00","0,00",
468,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Siamoise,Isles françoises de l'Amerique,"1 026,00",aunes,"2,2000000","2257,90","0,70",
469,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Souliers,Isles françoises de l'Amerique,"1 985,00",paires,"3,5000000","6947,50","0,00",
470,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Stocfiche,Isles françoises de l'Amerique,"525,00",livres,"0,2000000","125,00","20,00",erreur de calcul
471,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Suif,Isles françoises de l'Amerique,"3 575,00",livres,"0,3000000","1072,50","0,00",
472,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Tabatieres vernies,Isles françoises de l'Amerique,"9,00",douzaines,"30,0000000","270,00","0,00",
473,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Tambour,Isles françoises de l'Amerique,"1,00",nombre,"5,0000000","5,00","0,00",
474,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Thé,Isles françoises de l'Amerique,,,"0,0000000","0,00","0,00",
475,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Toile d'allemagne,Isles françoises de l'Amerique,"1 018,50",aunes,"0,7000000","611,10","-101,85",erreur de calcul
476,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Toile baptiste,Isles françoises de l'Amerique,"5,75",aunes,"8,0000000","46,00","0,00",
477,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,20,Toile beaugrin,Isles françoises de l'Amerique,"12,00",pièces,"4,0000000","48,00","0,00",
478,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toile blanche,Isles françoises de l'Amerique,"12,00",pièces,"20,0000000","240,00","0,00",
479,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toile blanche,Isles françoises de l'Amerique,"1 934,00",aunes,"1,2500000","2417,00","-0,50",
480,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses étroites,Isles françoises de l'Amerique,"200,00",pièces,"6,5000000","1300,00","0,00",
481,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses,Isles françoises de l'Amerique,"29,00",pièces,"49,7500000","1442,00","-0,75",
482,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses,Isles françoises de l'Amerique,"7,00",pièces,"41,7500000","291,00","-1,25",erreur de calcul
483,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses,Isles françoises de l'Amerique,"45,00",pièces,"28,0000000","1260,00","0,00",
484,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses,Isles françoises de l'Amerique,"29,00",pièces,"23,0000000","667,00","0,00",
485,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses,Isles françoises de l'Amerique,"19,00",pièces,"6,0000000","114,00","0,00",
486,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses,Isles françoises de l'Amerique,"1 742,00",aunes,"2,0000000","3484,00","0,00",
487,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses,Isles françoises de l'Amerique,"1 053,00",aunes,"1,7000000","1779,00","-11,10",erreur de calcul
488,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses,Isles françoises de l'Amerique,"29 786,50",aunes,"1,4000000","41740,75","39,65",erreur de calcul
489,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses ; a carreaux,Isles françoises de l'Amerique,"296,00",aunes,"1,5000000","444,00","0,00",
490,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toile de bretagne diverses ; crée large,Isles françoises de l'Amerique,"2 250,00",aunes,"1,2500000","2812,00","-0,50",
491,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toile de bretagne diverses ; de Fougères,Isles françoises de l'Amerique,"80,00",aunes,"1,0000000","80,00","0,00",
492,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses ; grenade,Isles françoises de l'Amerique,"36,00",aunes,"1,5000000","54,00","0,00",
493,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses ; de halle,Isles françoises de l'Amerique,"83 257,00",aunes,"0,7500000","62442,75","0,00",
494,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses; de haut brin,Isles françoises de l'Amerique,"6 874,00",aunes,"3,0000000","20622,00","0,00",
495,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toile de bretagne diverses ; de Langenau,Isles françoises de l'Amerique,"1 242,00",aunes,"1,2500000","1550,00","-2,50",erreur de calcul
496,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses ; de pontivi,Isles françoises de l'Amerique,"118,00",aunes,"1,2500000","147,50","0,00",
497,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses ; rayées,Isles françoises de l'Amerique,"2 299,00",aunes,"1,5000000","3448,00","-0,50",
498,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toile de bretagne diverses ; rosconne,Isles françoises de l'Amerique,"12,00",pièces,"0,7500000","18,00","9,00",erreur de calcul
499,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses ; de St Georges,Isles françoises de l'Amerique,"3 655,00",aunes,"0,9500000","3106,00","-366,25",erreur de calcul
500,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,21,Toiles de bretagne diverses ; de vitré,Isles françoises de l'Amerique,"6 420,00",aunes,"0,7500000","4815,00","0,00",
501,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile de Cholet,Isles françoises de l'Amerique,"18,00",aunes,"2,0000000","36,00","0,00",
502,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile de cotton,Isles françoises de l'Amerique,"33,00",aunes,"4,0000000","132,00","0,00",
503,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile de cotton rayée,Isles françoises de l'Amerique,"277,00",aunes,"4,5000000","1246,00","-0,50",
504,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile d'hollande,Isles françoises de l'Amerique,"95,00",aunes,"4,0000000","380,00","0,00",
505,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile de demi hollande,Isles françoises de l'Amerique,"15,00",aunes,"3,0000000","45,00","0,00",
506,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile de Laval,Isles françoises de l'Amerique,"1 950,00",livres,"1,2500000","2437,00","-0,50",
507,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile a nape,Isles françoises de l'Amerique,"17,00",aunes,"3,0000000","51,00","0,00",
508,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile ouvré,Isles françoises de l'Amerique,"16,00",aunes,"8,0000000","128,00","0,00",
509,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile teinte,Isles françoises de l'Amerique,"1 985,50",,"1,0000000","1985,50","0,00",pas d'unité de mesure
510,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Toile a voile,Isles françoises de l'Amerique,"3 226,00",aunes,"1,1000000","3548,50","-0,10",
511,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Vestes de coton,Isles françoises de l'Amerique,"36,00",en nombre,"18,0000000","648,00","0,00",
512,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Vin d'anjou,Isles françoises de l'Amerique,"12,00",bariques,"35,0000000","420,00","0,00",
513,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Vin blanc,Isles françoises de l'Amerique,"3,00",tiercons,"25,0000000","75,00","0,00",
514,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Vin de haut,Isles françoises de l'Amerique,"271,00",bariques,"50,0000000","13550,00","0,00",
515,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Vin de Malaga,Isles françoises de l'Amerique,"109,00",veltes,"4,0000000","436,00","0,00",
516,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Vin rouge,Isles françoises de l'Amerique,"7,00",bariques,"50,0000000","350,00","0,00",
517,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Vin de ville,Isles françoises de l'Amerique,"67,00",bariques,"60,0000000","4020,00","0,00",
518,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Vin de ville,Isles françoises de l'Amerique,"15,00",tierçons,"40,0000000","600,00","0,00",
519,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Vin aigre,Isles françoises de l'Amerique,"19,00",tierçons,"20,0000000","380,00","0,00",
520,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,22,Volant de camelot ecarlate,Isles françoises de l'Amerique,"3,00",en nombre,"36,0000000","108,00","0,00",
521,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Aigrettes,Angleterre,"21,00",en nombre,"2,0000000","0,00","-42,00",
522,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Amandes,Angleterre,"122,00",milliers,"2,0000000","0,00","-244,00",
523,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Amidon,Angleterre,"2 300,00",livres,"0,2000000","0,00","-460,00",
524,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Anchois,Angleterre,"24,00",pots,"2,0000000","0,00","-48,00",
525,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Balais,Angleterre,"100,00",pièces,"0,1250000","0,00","-12,50",
526,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Bas de soye,Angleterre,"3,00",paires,"16,0000000","0,00","-48,00",
527,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Beurre,Angleterre,"10 437,00",livres,"0,4000000","0,00","-4 174,80",
528,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Bouchons de Liege,Angleterre,,,"0,0000000","100,00","100,00",
529,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Bray,Angleterre,"8,00",barils,"25,0000000","0,00","-200,00",
530,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Caffé des Isles,Angleterre,"21 856,00",livres,"0,8000000","0,00","-17 484,80",
531,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Chaises de Paille,Angleterre,"393,00",pièces,"1,0000000","0,00","-393,00",
532,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Chandelles,Angleterre,"5 784,00",livres,"0,4000000","0,00","-2 313,60",
533,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Chemises,Angleterre,"68,00",pièces,"6,0000000","0,00","-408,00",
534,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Chocolat,Angleterre,"75,00",livres,"1,5000000","0,00","-112,50",
535,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Collier de femme,Angleterre,"19,00",douzaines,"21,0000000","0,00","-399,00",
536,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Confitures,Angleterre,"20,00",livres,"0,7500000","0,00","-15,00",
537,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,1,Corps piqués de jupes,Angleterre,"6,00",pièces,"3,0000000","0,00","-18,00",
538,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Couty,Angleterre,"132,00",pièces,"1,8000000","0,00","-237,60",
539,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Couty,Angleterre,"72,00",aunes,"2,5000000","0,00","-180,00",
540,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Cotonade,Angleterre,"451,00",aunes,"1,5000000","0,00","-676,50",
541,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Cuirs de vache corroyés,Angleterre,"30,00",cuirs,"0,0000000","0,00","0,00",pas de prix unitaire
542,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Cuirs de vache corroyés,Angleterre,"200,00",livres,"0,0000000","0,00","0,00",
543,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Dentelle commune,Angleterre,"15,50",aunes,"0,2500000","0,00","-3,88",
544,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Eau de senteur,Angleterre,"5,00",fioles,"0,2500000","0,00","-1,25",
545,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Eau de vie,Angleterre,"5,00",bariques,"120,0000000","0,00","-600,00",
546,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Eau de vie,Angleterre,"6 705,00",veltes,"4,1379310","0,00","-27 744,83",
547,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Epicerie,Angleterre,"18,00",livres,"2,0000000","0,00","-36,00",
548,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Eventails,Angleterre,"7,00",en nombre,"3,0000000","0,00","-21,00",
549,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Fer en verges,Angleterre,"600,00",livres,"0,1400000","0,00","-84,00",
550,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Figues,Angleterre,"10,00",barils,"12,0000000","0,00","-120,00",
551,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Fil de Rennes,Angleterre,"240,00",livres,"3,0000000","0,00","-720,00",
552,Pascal Fontaine,AD44 C716,Local/Rennes/Rennes - Sorties.csv,Local,1750,Exports,Rennes,2,Filain,Angleterre,"5 810,00",livres,"0,2500000","0,00","-1 452,50",
