numrodeligne,source,sourcepath,sourcetype,exportsimports,year,marchandises,direction,pays,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts,quantit,value
164,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gerofle,Rennes,Espagne,Livres,0,0,,,100,0
165,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gorgoran,Rennes,Espagne,Pièces,0,0,,,4,0
166,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Grisette,Rennes,Espagne,Pièces,0,0,,,8,0
167,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Harans blanc,Rennes,Espagne,Barils,0,0,,,40,0
168,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Linçeuls,Rennes,Espagne,Nombres,0,0,,,300,0
169,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Merain a bariques ; douelles,Rennes,Espagne,Nombres,0,0,,,8000,0
170,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Merceries,Rennes,Espagne,Livres,0,0,,,200,0
171,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Moruë seche,Rennes,Espagne,Livres,0,0,,,12000,0
172,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoir de soie,Rennes,Espagne,Nombres,0,0,,,7,0
173,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoirs,Rennes,Espagne,Nombres,0,0,,,53,0
174,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Muscade,Rennes,Espagne,Livres,0,0,,,100,0
175,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier,Rennes,Espagne,Rames,0,0,,,6836,0
176,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier blanc,Rennes,Espagne,Rames,0,0,,,992,0
177,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peignes de cornes,Rennes,Espagne,Livres,0,0,,,500,0
178,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Poivre,Rennes,Espagne,Livres,0,0,,,2559,0
179,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Robe de chambre de soie,Rennes,Espagne,Nombres,0,0,,,2,0
180,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Rubans,Rennes,Espagne,Pièces,0,0,,,3,0
181,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Sardines,Rennes,Espagne,Bariques,0,0,,,57,0
182,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Satin a fleurs,Rennes,Espagne,Pièces,0,0,,,1,0
183,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Saumon,Rennes,Espagne,Barils,0,0,,,15,0
184,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Soie a coudre,Rennes,Espagne,Livres,0,0,,,748,0
185,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Speculation,Rennes,Espagne,Pièces,0,0,,,100,0
186,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tabac en cottes,Rennes,Espagne,Livres,0,0,,,1200,0
187,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tabatieres de corne,Rennes,Espagne,Livres,0,0,,,100,0
188,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas de pequin,Rennes,Espagne,Pièces,0,0,,,180,0
189,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile a voile,Rennes,Espagne,Aunes,0,0,,,780,0
190,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile bas brin,Rennes,Espagne,Aunes,0,0,,,447,0
191,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile crée gratienne,Rennes,Espagne,Aunes,0,0,,,4800,0
192,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile crée large,Rennes,Espagne,Aunes,0,0,,,271500,0
193,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile crée rayée,Rennes,Espagne,Aunes,0,0,,,350,0
194,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile crée rosconne,Rennes,Espagne,Aunes,0,0,,,186000,0
195,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne étroite,Rennes,Espagne,Aunes,0,0,,,6000,0
196,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne étroite,Rennes,Espagne,Pièces,0,0,,,15250,0
197,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Bretagne fine claire,Rennes,Espagne,Pièces,0,0,,,128,0
198,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Bretagne fine étroite,Rennes,Espagne,Pièces,0,0,,,300,0
199,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Bretagne fine large,Rennes,Espagne,Pièces,0,0,,,200,0
200,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,Espagne,Pièces,0,0,,,16800,0
201,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de collon,Rennes,Espagne,Pièces,0,0,,,8,0
202,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de halle,Rennes,Espagne,Aunes,0,0,,,2806,0
203,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de langueneau,Rennes,Espagne,Aunes,0,0,Pas le même prix original/copie,,1073,0
204,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de laval,Rennes,Espagne,Aunes,0,0,,,20114,0
205,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de laval,Rennes,Espagne,Pièces,0,0,,,120,0
206,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Leon,Rennes,Espagne,Aunes,0,0,Pas le même prix original/copie,,1200,0
207,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de marigni,Rennes,Espagne,Aunes,0,0,Mesure d'origine livre,,952,0
208,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Morlaix,Rennes,Espagne,Aunes,0,0,,,8500,0
209,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de quintin,Rennes,Espagne,Aunes,0,0,,,3500,0
210,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Rouën,Rennes,Espagne,Aunes,0,0,,,4500,0
211,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile écruë,Rennes,Espagne,Aunes,0,0,,,3206,0
212,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile écruë de langeneau,Rennes,Espagne,Aunes,0,0,,,2400,0
213,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile fougere,Rennes,Espagne,Aunes,0,0,,,1660,0
214,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile haut brin,Rennes,Espagne,Aunes,0,0,,,766,0
215,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile humaine,Rennes,Espagne,Aunes,0,0,,,2997,0
216,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile Roscone,Rennes,Espagne,Aunes,0,0,,,210000,0
217,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile rosconne,Rennes,Espagne,Aunes,0,0,,,50000,0
218,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile roscoune,Rennes,Espagne,Aunes,0,0,,,213000,0
219,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles bretagne,Rennes,Espagne,Aunes,0,0,,,125000,0
220,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles bretagne,Rennes,Espagne,Pièces,21,0,,,5765,121065
221,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles crées large,Rennes,Espagne,Aunes,0,0,,,176100,0
222,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles de couleur rayée,Rennes,Espagne,Aunes,0,0,,,2800,0
223,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles de Rouën,Rennes,Espagne,Aunes,0,0,,,11320,0
224,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles écruës,Rennes,Espagne,Aunes,0,0,,,800,0
225,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles fougeres,Rennes,Espagne,Aunes,0,0,,,2400,0
226,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles gratienne rayée,Rennes,Espagne,Aunes,0,0,,,5000,0
227,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles morlaix,Rennes,Espagne,Aunes,0,0,,,4200,0
228,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles navales,Rennes,Espagne,Aunes,0,0,,,5300,0
229,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toiles roscoune,Rennes,Espagne,Aunes,0,0,,,182500,0
230,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Velour,Rennes,Espagne,Pièces,0,0,,,3,0
231,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Acier,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,6080,0
232,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie,Rennes,Espagne et Indes Occidentales,Paires,0,0,,,963,0
233,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bayette,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,20,0
234,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Beuf salé,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,12600,0
235,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Beure,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,8274,0
236,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Boutons d'argent,Rennes,Espagne et Indes Occidentales,,0,-1000,,,0,1000
237,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Boutons d'argent faux,Rennes,Espagne et Indes Occidentales,,0,-1500,,,0,1500
238,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cadis,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,48,0
239,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Calemande,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,6,0
240,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot de Doüay,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,48,0
241,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot de Smirne,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,375,0
242,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chapeaux communs,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,200,0
243,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chapeaux de castor,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,850,0
244,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chapeaux de loutre,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,200,0
245,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cire blanche,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,3000,0
246,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cire en bougie,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,500,0
247,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Couteaux flamands,Rennes,Espagne et Indes Occidentales,Douzaines,0,0,,,649,0
248,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cristaux,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,800,0
249,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,867,0
250,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dauphine,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,30,0
251,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Caën,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,120,0
252,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de France,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,4124,0
253,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap de Carcasonne,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,112,0
254,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap de France,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,71,0
255,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap écarlatte de France,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,47,0
256,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eau de vie,Rennes,Espagne et Indes Occidentales,Tonneaux,0,0,,,7.75,0
257,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Etamine de Reims,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,20,0
258,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eventails,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,100,0
259,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Farine,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,15600,0
260,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer blanc,Rennes,Espagne et Indes Occidentales,Barils,0,0,,,2,0
261,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer en barres,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,104670,0
262,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer ouvré,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,4742,0
263,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil blanc,Rennes,Espagne et Indes Occidentales,Livres,0,0,Pas le même prix original/copie,,1300,0
264,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil de couleur de Rennes,Rennes,Espagne et Indes Occidentales,Livres,0,0,Pas le même prix original/copie,,400,0
265,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Gorgoran,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,7,0
266,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Grisette,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,249,0
267,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Indienne,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,1,0
268,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lard,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,28500,0
269,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Listonnerie,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,180,0
270,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Livres espagnols,Rennes,Espagne et Indes Occidentales,Caisses,0,-2000,,,2,2000
271,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,mouchoir de fleuret,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,27,0
272,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoir de soie,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,104,0
273,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier,Rennes,Espagne et Indes Occidentales,Rames,0,0,,,262,0
274,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pekin,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,625,0
275,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peluche sur laine,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,768,0
276,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peluche sur soie,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,6,0
277,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Perpetuane,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,78,0
278,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Planches de sapin,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,200,0
279,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Poivre,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,439,0
280,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Primaselle,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,1,0
281,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Robe de chambre de Damas,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,1,0
282,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Rubans avec de l'or,Rennes,Espagne et Indes Occidentales,Caisses,0,-2500,,,1,2500
283,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Rubans de soie,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,180,0
284,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Sempiterne,Rennes,Espagne et Indes Occidentales,Pièces,0,0,Pièces et livres en unités de mesure,,130,0
285,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Serge,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,1963,0
286,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Soie a coudre,Rennes,Espagne et Indes Occidentales,Livres,0,0,,,1174,0
287,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas lustré,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,15,0
288,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas noir,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,20,0
289,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas petit,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,25,0
290,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tapis d'indienne,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,1,0
291,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tapis de satin brodé,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,2,0
292,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile crée large,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,60500,0
293,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile d'Allemagne,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,92,0
294,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile d'embalage,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,4000,0
295,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de batiste,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,80,0
296,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne étroite,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,1342,0
297,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,16000,0
298,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,5500,0
299,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de cholet,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,960,0
300,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de halle,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,4636,0
301,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de haut brin,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,1373,0
302,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de langeneau,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,2044,0
303,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de marigni,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,14250,0
304,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Morlaix,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,2750,0
305,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de rosconne,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,71000,0
306,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Rouen,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,36332,0
307,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de senigat,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,1000,0
308,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile écruë,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,4173,0
309,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile naval,Rennes,Espagne et Indes Occidentales,Aunes,0,0,,,1975,0
310,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Toile ouvrée, Chaussette",Rennes,Espagne et Indes Occidentales,Douzaines,0,0,,,80,0
311,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,"Toile ouvrée, nappes et serviettes",Rennes,Espagne et Indes Occidentales,Douzaines,0,0,,,48,0
312,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile peinte,Rennes,Espagne et Indes Occidentales,Coupons,0,0,,,1,0
313,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile peinte,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,2,0
314,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile sangalatte,Rennes,Espagne et Indes Occidentales,Pièces,0,0,,,200,0
315,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Turbans de soie,Rennes,Espagne et Indes Occidentales,Nombres,0,0,,,3,0
316,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin de Bordeaux,Rennes,Espagne et Indes Occidentales,Tonneaux,0,0,,,12.5,0
317,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin de Canarie,Rennes,Espagne et Indes Occidentales,Tonneaux,0,0,,,4,0
