numrodeligne,source,sourcepath,sourcetype,exportsimports,year,marchandises,direction,pays,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts,quantit,value
611,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tabac,Rennes,Hollande,Livres,0,0,,,6900,0
612,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas de pekin,Rennes,Hollande,Pièces,0,0,,,350,0
613,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas petit,Rennes,Hollande,Pièces,0,0,,,33,0
614,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tafetas rayé,Rennes,Hollande,Pièces,0,0,,,2,0
615,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tapis de palampoux,Rennes,Hollande,Nombres,0,0,,,47,0
616,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tapis de satin brodé,Rennes,Hollande,Nombres,0,0,,,2,0
617,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Thé,Rennes,Hollande,Livres,0,0,,,2177,0
618,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Thé vert,Rennes,Hollande,Livres,0,0,,,244,0
619,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile a voile,Rennes,Hollande,Pièces,0,0,,,190,0
620,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile cholet,Rennes,Hollande,Pièces,0,0,,,400,0
621,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne,Rennes,Hollande,Aunes,0,0,,,1000,0
622,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne étroite,Rennes,Hollande,Pièces,0,0,,,10300,0
623,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,Hollande,Aunes,0,0,,,13200,0
624,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,Hollande,Pièces,0,0,,,21000,0
625,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de cholet,Rennes,Hollande,Pièces,0,0,,,504,0
626,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de coton bleue,Rennes,Hollande,Pièces,0,0,,,10,0
627,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de laval,Rennes,Hollande,Aunes,0,0,,,5250,0
628,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Leon,Rennes,Hollande,Aunes,0,0,,,2000,0
629,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de marigni blanche,Rennes,Hollande,Aunes,0,0,,,5700,0
630,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de marigni écruë,Rennes,Hollande,Aunes,0,0,,,900,0
631,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Morlaix,Rennes,Hollande,Aunes,0,0,,,3000,0
632,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de mousseline,Rennes,Hollande,Pièces,0,0,,,17,0
633,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Rouen,Rennes,Hollande,Aunes,0,0,,,67600,0
634,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Rouën,Rennes,Hollande,Aunes,0,0,,,20500,0
635,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile naval,Rennes,Hollande,Aunes,0,0,,,10000,0
636,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile ouvré ; chemises,Rennes,Hollande,Nombres,0,0,,,2000,0
637,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile rosconne,Rennes,Hollande,Aunes,0,0,,,30000,0
638,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Velours,Rennes,Hollande,Pièces,0,0,,,4,0
639,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vieus-oin,Rennes,Hollande,Livres,0,0,,,300,0
640,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vieusoin,Rennes,Hollande,Livres,0,0,,,1800,0
641,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vieusoin,Rennes,Hollande,Livres,0,0,Pas la même quantité original/copie,,1200,0
642,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin,Rennes,Hollande,Tonneaux,0,0,,,7,0
643,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Vin de Canarie,Rennes,Hollande,Bariques,0,0,,,1,0
644,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chaussettes de fil,Rennes,Indes Orientales,Douzaines,0,0,,,50,0
645,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap fin manufacture de France,Rennes,Indes Orientales,Pièces,0,0,,,32,0
646,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peluche,Rennes,Indes Orientales,Pièces,0,0,,,128,0
647,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Dinant,Rennes,Indes Orientales,Aunes,0,0,,,2400,0
648,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile langenau,Rennes,Indes Orientales,Aunes,0,0,,,1200,0
649,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Acier,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,2000,0
650,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bafetas blanc,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,100,0
651,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bafetas bleu,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,72,0
652,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bajutapeaux,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,35,0
653,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie pour femme,Rennes,Isles françoises de l'Amerique,Paires,0,0,,,12,0
654,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Bas de soie pour homme,Rennes,Isles françoises de l'Amerique,Paires,0,0,,,10,0
655,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Beuf salé,Rennes,Isles françoises de l'Amerique,Barils,0,0,,,162,0
656,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Beuf salé,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,54940,0
657,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Beure,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,17301,0
658,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Biere,Rennes,Isles françoises de l'Amerique,Tonneaux,0,0,,,7,0
659,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Biscuit,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,3600,0
660,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Botines,Rennes,Isles françoises de l'Amerique,Paires,0,0,,,6,0
661,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Boutons de fil or et argent,Rennes,Isles françoises de l'Amerique,,0,-1672,,,0,1672
662,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Brides,Rennes,Isles françoises de l'Amerique,Nombres,0,0,,,24,0
663,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Calemande,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,616,0
664,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,1455,0
665,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot de France,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,7060,0
666,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot de poil fin,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,255,0
667,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Camelot de Smirne,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,103,0
668,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Canelle,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,265,0
669,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cercles a bariques,Rennes,Isles françoises de l'Amerique,Paquets,0,0,,,20,0
670,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chagrin,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,1.5,0
671,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chandelles,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,475,0
672,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chandelles de suif,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,561,0
673,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chapeaux de castor,Rennes,Isles françoises de l'Amerique,Nombres,0,0,,,1122,0
674,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chaussettes de fil,Rennes,Isles françoises de l'Amerique,Paires,0,0,,,1200,0
675,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Chemises,Rennes,Isles françoises de l'Amerique,Douzaines,0,0,,,5,0
676,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cidre,Rennes,Isles françoises de l'Amerique,Tonneaux,0,0,,,8.5,0
677,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cire blanche,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,2684,0
678,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cravatte noire,Rennes,Isles françoises de l'Amerique,Nombres,0,0,,,49,0
679,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cristaux de Rouën,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,3600,0
680,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cristaux de Rouën ; gobelets,Rennes,Isles françoises de l'Amerique,Douzaines,0,0,,,126,0
681,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Cuivre ouvré,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,300,0
682,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damas,Rennes,Isles françoises de l'Amerique,Pièces,0,0,Mesure d'origine livre,,62,0
683,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Damasin,Rennes,Isles françoises de l'Amerique,Aunes,0,0,Mesure d'origine livre,,457,0
684,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle commune,Rennes,Isles françoises de l'Amerique,Caisses,0,-800,,,1,800
685,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Caën,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,10000,0
686,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Caën,Rennes,Isles françoises de l'Amerique,Caisses,0,-8000,,,3,8000
687,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle de Dupui,Rennes,Isles françoises de l'Amerique,Caisses,0,-17205,,,8,17205
688,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelle du havre,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,10000,0
689,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Dentelles de flandre,Rennes,Isles françoises de l'Amerique,Caisses,0,"-2138,6",,,1,2138.6
690,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap de Carcasonne,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,3340,0
691,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Drap fin manufacture de France,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,1500,0
692,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Eau de vie,Rennes,Isles françoises de l'Amerique,Tonneaux,0,0,,,42.38,0
693,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Ecarlatille,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,18,0
694,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Etain ouvré,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,1100,0
695,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Etamine,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,4,0
696,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Etamine de laine,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,180,0
697,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Farine,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,26600,0
698,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fayence,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,1050,0
699,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fayence de Rouën,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,700,0
700,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer d'Espagne,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,40000,0
701,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer d'Espagne en barres,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,15047,0
702,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer de fonte ouvré,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,3600,0
703,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer en barres,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,213133,0
704,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer en poëlerie,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,1200,0
705,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fer ouvré,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,3050,0
706,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Feves,Rennes,Isles françoises de l'Amerique,Boisseaux,0,0,,,200,0
707,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil de Rennes,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,3609,0
708,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fil de Rouën,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,3000,0
709,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fromage,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,2034,0
710,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Fusils boucaniers,Rennes,Isles françoises de l'Amerique,Nombres,0,0,,,6,0
711,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Glaces de la manufacture de Paris de différentes grandeurs,Rennes,Isles françoises de l'Amerique,Nombres,0,0,,,81,0
712,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Grisette,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,23,0
713,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Guincastafs,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,160,0
714,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Harans blanc,Rennes,Isles françoises de l'Amerique,Barils,0,0,Mesure d'origine livre,,6,0
715,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Harans sors,Rennes,Isles françoises de l'Amerique,Barils,0,0,,,24,0
716,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huile d'olive,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,5003,0
717,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huile de poisson,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,1000,0
718,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Huile du perou,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,150,0
719,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Jambons,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,100,0
720,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Lard,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,38900,0
721,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Merain ; douelles,Rennes,Isles françoises de l'Amerique,Paquets,0,0,Paquets de douëlles,,45,0
722,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mors de bride,Rennes,Isles françoises de l'Amerique,Nombres,0,0,Pas le même prix original/copie,,24,0
723,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoirs de Pontichery,Rennes,Isles françoises de l'Amerique,Nombres,0,0,,,168,0
724,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Mouchoirs de soie,Rennes,Isles françoises de l'Amerique,Nombres,0,0,,,297,0
725,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Nécanés,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,248,0
726,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Panne de soie,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,440,0
727,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier,Rennes,Isles françoises de l'Amerique,Rames,0,0,,,30,0
728,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Papier commun,Rennes,Isles françoises de l'Amerique,Rames,0,0,,,64,0
729,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pekin,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,70,0
730,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Peluche,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,1200,0
731,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pipes a fumer,Rennes,Isles françoises de l'Amerique,Grosses,0,0,,,70,0
732,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Platille,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,250,0
733,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pois,Rennes,Isles françoises de l'Amerique,Boisseaux,0,0,,,500,0
734,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Pois,Rennes,Isles françoises de l'Amerique,Tierçons,0,0,,,5,0
735,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Quincaillerie,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,300,0
736,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Raisin sec,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,282,0
737,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Ras de St Maur,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,2000,0
738,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Sardines,Rennes,Isles françoises de l'Amerique,Bariques,0,0,,,2,0
739,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Selle a cheval,Rennes,Isles françoises de l'Amerique,Nombres,0,0,,,24,0
740,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Selle a cheval,Rennes,Isles françoises de l'Amerique,Nombres,0,0,Pas le même prix original/copie,,1,0
741,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Soie a coudre,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,85,0
742,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Souliers,Rennes,Isles françoises de l'Amerique,Paires,0,0,,,100,0
743,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Suif,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,450,0
744,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tabac en poudre,Rennes,Isles françoises de l'Amerique,Livres,0,0,,,7549,0
745,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tapsel,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,200,0
746,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Tapselle,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,100,0
747,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile a carreaux,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,1000,0
748,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile bas brin,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,209,0
749,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile bazin de Rouën,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,400,0
750,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile crée,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,360,0
751,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile crée,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,25,0
752,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile d'Allemagne,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,155,0
753,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile d'antrain,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,600,0
754,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Bretagne,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,20000,0
755,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne,Rennes,Isles françoises de l'Amerique,Aunes,0,0,Pas le même prix original/copie,,25000,0
756,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne étroite,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,25000,0
757,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne étroite,Rennes,Isles françoises de l'Amerique,Pièces,0,0,Mesure d'origine livre,,6700,0
758,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,Isles françoises de l'Amerique,Aunes,0,0,,,4743,0
759,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de bretagne large,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,300,0
760,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Cambrai,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,380,0
761,AD44 C706,Local/Rennes/Rennes - Sorties - 1714 - reconstructed.csv,Local,Exports,1714,Toile de Cambray,Rennes,Isles françoises de l'Amerique,Pièces,0,0,,,25,0
