numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
753,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1750,Imports,Estrasse de soye,Marseille,Levant,"1 093,00",livres,"0,60000","655,00","-0,80",
754,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,13,1750,Imports,Etoffes de soye,Marseille,Levant,"520,00",livres,"40,00000","20800,00","0,00",
755,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Etoupes de chanvre,Marseille,Levant,"750,00",livres,"0,10000","75,00","0,00",
756,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Etoupes de soye,Marseille,Levant,"15 815,00",livres,"1,00000","15815,00","0,00",
757,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Eventails,Marseille,Levant,"100,00",livres,"8,00000","800,00","0,00",
758,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Euphorbe,Marseille,Levant,"6 033,00",livres,"0,15000","904,00","-0,95",
759,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Feves,Marseille,Levant,"643,00",charges,"10,00000","6430,00","0,00",
760,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Ficelle,Marseille,Levant,"3 800,00",livres,"0,50000","1900,00","0,00",
761,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Fil de chevre,Marseille,Levant,"521 377,00",livres,"4,00000","2085508,00","0,00",
762,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Fleurs de Dictam,Marseille,Levant,"1 067,00",livres,"0,30000","320,00","-0,10",
763,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Fourneaux de briques,Marseille,Levant,"830,00",pièces,"1,75000","1452,00","-0,50",
764,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Fourrures de soye,Marseille,Levant,"5 162,00",livres,"1,50000","7743,00","0,00",
765,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Fromage,Marseille,Levant,"284 294,00",livres,"0,30000","85288,00","-0,20",
766,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Galles du Levant,Marseille,Levant,"705 843,00",livres,"0,50000","352921,00","-0,50",
767,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Gomme adragan,Marseille,Levant,"18 806,00",livres,"1,00000","18806,00","0,00",
768,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Gomme arabique,Marseille,Levant,"33 443,00",livres,"0,35000","11705,00","-0,05",
769,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Gomme sandarac,Marseille,Levant,"147 466,00",livres,"1,00000","147466,00","0,00",
770,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Gomme senegal,Marseille,Levant,"1 937,00",livres,"0,50000","968,00","-0,50",
771,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Gomme thurique,Marseille,Levant,"20 340,00",livres,"0,30000","6102,00","0,00",
772,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Garbeau de cire,Marseille,Levant,"250,00",livres,"0,50000","125,00","0,00",
773,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Garbeau de corail,Marseille,Levant,"866,00",livres,"0,50000","433,00","0,00",
774,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Grabeau d'encens,Marseille,Levant,"117 887,00",livres,"0,15000","17683,00","-0,05",
775,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Grabeau de gomme,Marseille,Levant,"300,00",livres,"0,10000","30,00","0,00",
776,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Grabeau de sené,Marseille,Levant,"12 671,00",livres,"0,65000","8236,00","-0,15",
777,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Graine pour teinture,Marseille,Levant,"200,00",livres,"0,50000","100,00","0,00",
778,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Hermodates,Marseille,Levant,"630,00",livres,"0,30000","189,00","0,00",
779,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Huile de lin,Marseille,Levant,"62 387,00",livres,"0,30000","18716,00","-0,10",
780,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Huile d'olive,Marseille,Levant,"56 032,00",milleroles,"40,00000","2241280,00","0,00",
781,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Huile petrolle,Marseille,Levant,"500,00",livres,"2,00000","1000,00","0,00",
782,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Indiennes,Marseille,Levant,"22 147,00",pièces,"12,00000","265764,00","0,00",
783,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Iris,Marseille,Levant,"2 696,00",livres,"0,75000","2022,00","0,00",
784,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Jus de reglisse,Marseille,Levant,"364,00",livres,"0,35000","127,00","-0,40",
785,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Laine de chevron,Marseille,Levant,"327 523,00",livres,"1,50000","491284,00","-0,50",
786,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Laine lavée,Marseille,Levant,"437 958,00",livres,"1,10000","481753,00","-0,80",
787,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Laine de Sigovie,Marseille,Levant,"82 140,00",livres,"1,60000","131424,00","0,00",
788,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Laine surge,Marseille,Levant,"10 144 105,00",livres,"0,40000","4057642,00","0,00",
789,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Legumes,Marseille,Levant,"182 525,00",livres,"0,15000","27378,00","-0,75",
790,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Librairie,Marseille,Levant,"200,00",livres,"2,00000","400,00","0,00",
791,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Liege,Marseille,Levant,"1 500,00",livres,"0,15000","225,00","0,00",
792,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Lin cru,Marseille,Levant,"23 871,00",livres,"0,60000","14322,00","-0,60",
793,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Liqueurs,Marseille,Levant,"2 000,00",livres,"0,75000","1500,00","0,00",
794,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Mane,Marseille,Levant,"1 500,00",livres,"1,75000","2625,00","0,00",
795,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Mastic,Marseille,Levant,"5 300,00",livres,"1,75000","9275,00","0,00",
796,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Maugarbines,Marseille,Levant,"120,00",pièces,"6,00000","720,00","0,00",
797,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Mhirre,Marseille,Levant,"350,00",livres,"2,50000","875,00","0,00",
798,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Miel,Marseille,Levant,"400,00",livres,"0,15000","60,00","0,00",
799,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Millet,Marseille,Levant,"2 700,00",livres,"0,13000","351,00","0,00",
800,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Mouchoirs d'indienne,Marseille,Levant,"928,00",pièces,"24,00000","22272,00","0,00",
801,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Mouchoirs de mousseline,Marseille,Levant,"60,00",douzaines,"36,00000","2160,00","0,00",
802,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Mouchoirs de soye,Marseille,Levant,"646,00",douzaines,"28,00000","18088,00","0,00",
803,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Mousseline,Marseille,Levant,"120,00",pièces,"77,00000","9240,00","0,00",
804,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Nattes,Marseille,Levant,"45,00",pièces,"1,50000","67,00","-0,50",
805,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Oignons de narcisse,Marseille,Levant,"300,00",livres,"0,75000","225,00","0,00",
806,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Oranges,Marseille,Levant,"13,00",milliers,"10,00000","130,00","0,00",
807,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Orge,Marseille,Levant,"371,00",charges,"12,00000","4452,00","0,00",
808,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Peaux d'agneaux en laine,Marseille,Levant,"500,00",en nombre,"1,50000","750,00","0,00",
809,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Peaux d'agneaux en laine,Marseille,Levant,"1 400,00",livres,"0,90000","1260,00","0,00",
810,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Peaux de chameaux,Marseille,Levant,"90,00",en nombre,"7,00000","630,00","0,00",
811,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Peaux de chat  de mer,Marseille,Levant,"200,00",livres,"2,00000","400,00","0,00",
812,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Peaux de chevron,Marseille,Levant,"1 402,00",en nombre,"1,50000","2103,00","0,00",
813,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Peaux de chevron,Marseille,Levant,"500,00",livres,"0,40000","200,00","0,00",
814,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Peaux de lievres,Marseille,Levant,"5 450,00",livres,"0,55000","2997,00","-0,50",
815,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Peaux de marroquin,Marseille,Levant,"79 296,00",livres,"1,50000","118944,00","0,00",
816,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,14,1750,Imports,Pierres a batir,Marseille,Levant,"700,00",livres,"0,50000","350,00","0,00",
817,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Pierres cades,Marseille,Levant,"4 700,00",livres,"0,05000","235,00","0,00",
818,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Pierres d'emery,Marseille,Levant,"35 000,00",livres,"0,25000","8750,00","0,00",
819,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Pierres de malte,Marseille,Levant,"500,00",livres,"0,50000","250,00","0,00",
820,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Pipes a fumer,Marseille,Levant,"160,00",grosses,"3,00000","480,00","0,00",
821,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Plumes d'autruche,Marseille,Levant,"6 103,00",livres,"4,00000","24412,00","0,00",
822,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Poil de lapin,Marseille,Levant,"420,00",livres,"4,00000","1680,00","0,00",
823,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Poix raisine,Marseille,Levant,"3 330,00",livres,"0,05000","166,00","-0,50",
824,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Pomade,Marseille,Levant,"200,00",livres,"1,00000","200,00","0,00",
825,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Racines de Lizary,Marseille,Levant,"32 667,00",livres,"0,25000","8166,00","-0,75",
826,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Raisins secs,Marseille,Levant,"605 555,00",livres,"0,20000","121111,00","0,00",
827,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Rhubarb,Marseille,Levant,"1 814,00",livres,"15,00000","27210,00","0,00",
828,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Ris,Marseille,Levant,"6 313 950,00",livres,"0,12000","757674,00","0,00",
829,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Saffranum,Marseille,Levant,"133 785,00",livres,"0,60000","80271,00","0,00",
830,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Santuaire,Marseille,Levant,"4 000,00",livres,"1,00000","4000,00","0,00",
831,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Scamonée,Marseille,Levant,"1 746,00",livres,"6,00000","10476,00","0,00",
832,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Sel armoniac,Marseille,Levant,"32 200,00",livres,"1,00000","32200,00","0,00",
833,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Sené,Marseille,Levant,"44 022,00",livres,"1,25000","55027,00","-0,50",
834,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Soude,Marseille,Levant,"589 550,00",livres,"0,08000","47164,00","0,00",
835,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Souffre,Marseille,Levant,"89 700,00",livres,"0,15000","13455,00","0,00",
836,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Soye,Marseille,Levant,"240 128,00",livres,"12,00000","2881536,00","0,00",
837,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Storax,Marseille,Levant,"15 834,00",livres,"4,00000","63336,00","0,00",
838,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Suif,Marseille,Levant,"2 544,00",livres,"0,40000","1017,00","-0,60",
839,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Tabac,Marseille,Levant,"344 015,00",livres,"0,25000","86003,00","-0,75",
840,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Tabatieres d'olivier,Marseille,Levant,"200,00",douzaines,"3,00000","600,00","0,00",
841,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Tableaux,Marseille,Levant,"4,00",douzaines,"48,00000","192,00","0,00",
842,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Tamarin,Marseille,Levant,"9 168,00",livres,"0,60000","5500,00","-0,80",
843,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Tapis de laine,Marseille,Levant,"381,00",pièces,"60,00000","22860,00","0,00",
844,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Tartre,Marseille,Levant,"8 625,00",livres,"0,24000","2070,00","0,00",
845,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Terebentine,Marseille,Levant,"100,00",livres,"0,30000","30,00","0,00",
846,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Terraille,Marseille,Levant,"290 000,00",livres,"0,10000","29000,00","0,00",
847,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Terre d'ombre,Marseille,Levant,"440 000,00",livres,"0,05000","22000,00","0,00",
848,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Tete de cuivre en poel,Marseille,Levant,"3 798,00",pièces,"0,20000","759,00","-0,60",
849,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile d'abas,Marseille,Levant,"71,00",pièces,"5,00000","355,00","0,00",
850,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile d'alep,Marseille,Levant,"61,00",pièces,"10,00000","610,00","0,00",
851,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile d'aman,Marseille,Levant,"7 893,00",pièces,"15,00000","118395,00","0,00",
852,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile d'antioche,Marseille,Levant,"19 338,00",pièces,"12,00000","232056,00","0,00",
853,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile d'azur,Marseille,Levant,"884,00",pièces,"6,00000","5304,00","0,00",
854,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile blanche,Marseille,Levant,"100,00",livres,"4,00000","400,00","0,00",
855,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toiles diverses,Marseille,Levant,"2 250,00",livres,"3,00000","6750,00","0,00",
856,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile caissie,Marseille,Levant,"5 080,00",pièces,"5,00000","25400,00","0,00",
857,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile embabi,Marseille,Levant,"195,00",pièces,"15,00000","2925,00","0,00",
858,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile d'embalage,Marseille,Levant,"400,00",livres,"0,60000","240,00","0,00",
859,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile killi,Marseille,Levant,"3 877,00",pièces,"9,00000","34893,00","0,00",
860,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile manouf,Marseille,Levant,"2 889,00",pièces,"7,00000","20223,00","0,00",
861,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1750,Imports,Toile de montagne,Marseille,Levant,"2 446,00",pièces,"5,00000","12230,00","0,00",
