quantity_unit,marchandises_simplification,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
livres,tabac en carotte,,,tabac en carottelivres,1.2783409,
quintal,tabac en côtes,,,tabac en côtesquintal,6,
Livres,tabac en poudre,,,tabac en poudreLivres,3.397114,
livres,tabac râpé de la Ferme,,,tabac râpé de la Fermelivres,4,
livre,tabac râpé,,,tabac râpélivre,3.6000001,
livres,tabac râpé,,,tabac râpélivres,3.2999475,
livres,tabac à fumer,,,tabac à fumerlivres,1.9961541,
Livres,tabac,,,tabacLivres,3,
Livres,tabatières,,,tabatièresLivres,4.5,
Livre,tableaux,,,tableauxLivre,2,
Livres,tableaux,,,tableauxLivres,5.9657879,
Valeur,tableaux,,,tableauxValeur,393.59793,
livre,tableaux,,,tableauxlivre,5,
livres,tableaux,,,tableauxlivres,4.6057796,
Livres,tables de verre,,,tables de verreLivres,1.5,
livres,tables de verre,,,tables de verrelivres,.7496841,
Douzaines,talons de bois,,,talons de boisDouzaines,1,
livre,tamarin,,,tamarinlivre,2,
en nombre,tapis de laine,,,tapis de laineen nombre,31.684889,
Nombre,tapis,,,tapisNombre,2.4494898,
quintal,tartre blanc,,,tartre blancquintal,32,
quintal,tartre rouge,,,tartre rougequintal,36,
quintal,tartre térébenthine,,,tartre térébenthinequintal,12.999999,
Livres,tartre,,,tartreLivres,.13831618,
Quintal,tartre,,,tartreQuintal,16.868654,
quintal,tartre,,,tartrequintal,13.907644,
Nombre,taureaux,,,taureauxNombre,72.522156,
en nombre,taureaux,,,taureauxen nombre,98.992409,
Quintal,teinture cerise,,,teinture ceriseQuintal,32.403709,
quintal,terraille commune,,,terraille communequintal,8.0680752,
Quintal,terraille noire,,,terraille noireQuintal,15.000001,
Livres,terraille,,,terrailleLivres,.041601676,
Quintal,terraille,,,terrailleQuintal,7.2112484,
Valeur,terraille,,,terrailleValeur,266.22366,
en nombre,terraille,,,terrailleen nombre,1.3771923,
livres,terraille,,,terraillelivres,.18969113,
livres,terre blanche,,,terre blanchelivres,.026207415,
livres,terre de Cologne,,,terre de Colognelivres,.079666734,
Livres,terre de pipes,,,terre de pipesLivres,.12,
Livres,terre glaise,,,terre glaiseLivres,.012499999,
Quintal,terre manganèse,,,terre manganèseQuintal,7.5000005,
Quintal,terre pouzolanne,,,terre pouzolanneQuintal,1.0573713,
livres,terre rouge,,,terre rougelivres,.059705794,
Valeur,terre,,,terreValeur,262.30716,
Quintal,thon frais,,,thon fraisQuintal,50.000004,
Livres,thon mariné au vinaigre,,,thon mariné au vinaigreLivres,.14999999,
livres,thon mariné et salé,,,thon mariné et salélivres,3.0327919,
Livre,thon mariné,,,thon marinéLivre,.71137863,
Quintal,thon mariné,,,thon marinéQuintal,105.55264,
quintal,thon,,,thonquintal,48.989796,
livres,thé ???,,,thé ???livres,1.5144356,
livres,thé vert commun,,,thé vert communlivres,3.4966648,
Livres,thé vert,,,thé vertLivres,8.7590389,
livres,thé vert,,,thé vertlivres,10,
Livre,thé,,,théLivre,4,
Livres,thé,,,théLivres,7.239809,
livre,thé,,,thélivre,5.3631392,
aunes,toile ???,,,toile ???aunes,4.3498569,
pièces,toile ???,,,toile ???pièces,16.59399,
pièces,toile Rajutapau,,,toile Rajutapaupièces,26.56209,
Livres,toile blanche de chanvre et de lin,,,toile blanche de chanvre et de linLivres,5,
Aunes,toile blanche de chanvre,,,toile blanche de chanvreAunes,1.5,
aunes,toile blanche de coton et fine,,,toile blanche de coton et fineaunes,3,
Aunes,toile blanche de coton,,,toile blanche de cotonAunes,3.0626194,
Livres,toile blanche de coton,,,toile blanche de cotonLivres,6.9262009,
aune,toile blanche de coton,,,toile blanche de cotonaune,3.7582502,
aunes,toile blanche de coton,,,toile blanche de cotonaunes,2.7605574,
livres,toile blanche de coton,,,toile blanche de cotonlivres,10,
aunes,toile blanche de lin,,,toile blanche de linaunes,1.4880476,
livre,toile blanche de lin,,,toile blanche de linlivre,3.911962,
livre,toile blanche dite Guinée,,,toile blanche dite Guinéelivre,3.4999998,
livre,toile blanche dite aman,,,toile blanche dite amanlivre,3,
aune,toile blanche peinte,,,toile blanche peinteaune,3.2163115,
livre,toile blanche peinte,,,toile blanche peintelivre,9.7689562,
Livres,toile blanche,,,toile blancheLivres,5.732657,
pièces,toile caladaris,,,toile caladarispièces,40,
pièces,toile casselis,,,toile casselispièces,16,
pièces,toile chapilas,,,toile chapilaspièces,28.000002,
pièces,toile chasselas,,,toile chasselaspièces,29.733152,
quintal,toile chasselas,,,toile chasselasquintal,30.000002,
Livres,toile cirée,,,toile ciréeLivres,1.1485435,
aunes,toile cirée,,,toile ciréeaunes,1.826825,
livres,toile cirée,,,toile ciréelivres,1.0738512,
Livres,toile claire de coton et de fil,,,toile claire de coton et de filLivres,25.000002,
pièces,toile coros,,,toile corospièces,10,
pièces,toile coupis,,,toile coupispièces,21.732628,
aunes,toile coutil commune,,,toile coutil communeaunes,1.6,
aunes,toile coutil de fil,,,toile coutil de filaunes,2.4830544,
Aunes,toile coutil,,,toile coutilAunes,2.7589242,
Livres,toile coutil,,,toile coutilLivres,5.7569838,
aune,toile coutil,,,toile coutilaune,4,
livres,toile céruse,,,toile céruselivres,2,
aunes,toile d'emballage,,,toile d'emballageaunes,1.0552735,
quintal,toile d'emballage,,,toile d'emballagequintal,35.596619,
Aunes,toile d'étoupes de lin,,,toile d'étoupes de linAunes,.72663194,
livre,toile de basin de coton et de fil,,,toile de basin de coton et de fillivre,9.8648491,
Aunes,toile de basin,,,toile de basinAunes,4,
aune,toile de basin,,,toile de basinaune,4.0564041,
aunes,toile de basin,,,toile de basinaunes,4.1500101,
livres,toile de basin,,,toile de basinlivres,13.770903,
aunes,toile de chanvre blanche,,,toile de chanvre blancheaunes,1.7120966,
livre,toile de chanvre blanche,,,toile de chanvre blanchelivre,3.4999998,
livres,toile de chanvre blanche,,,toile de chanvre blanchelivres,2.6732917,
quintal,toile de chanvre blanche,,,toile de chanvre blanchequintal,222.48592,
aunes,toile de chanvre commune et de fil,,,toile de chanvre commune et de filaunes,.97608221,
aunes,toile de chanvre d'emballage,,,toile de chanvre d'emballageaunes,.79597211,
livres,toile de chanvre d'emballage,,,toile de chanvre d'emballagelivres,1,
aune,toile de chanvre d'étoupes,,,toile de chanvre d'étoupesaune,1.5,
Aunes,toile de chanvre de Halle,,,toile de chanvre de HalleAunes,1.3845394,
Livres,toile de chanvre grise,,,toile de chanvre griseLivres,2,
aunes,toile de chanvre grise,,,toile de chanvre griseaunes,1.5,
aunes,toile de chanvre peinte,,,toile de chanvre peinteaunes,3,
Aunes,toile de chanvre rousse,,,toile de chanvre rousseAunes,2.5,
aunes,toile de chanvre rousse,,,toile de chanvre rousseaunes,1.4696426,
aunes,toile de chanvre à voile,,,toile de chanvre à voileaunes,1.2792947,
livres,toile de chanvre à voile,,,toile de chanvre à voilelivres,1.4660889,
Aunes,toile de chanvre écrue,,,toile de chanvre écrueAunes,1.25,
aunes,toile de chanvre écrue,,,toile de chanvre écrueaunes,1.4380982,
livres,toile de chanvre écrue,,,toile de chanvre écruelivres,2,
Aunes,toile de chanvre,,,toile de chanvreAunes,1.7215296,
Livres,toile de chanvre,,,toile de chanvreLivres,3.5295331,
aune,toile de chanvre,,,toile de chanvreaune,2.1246955,
aunes,toile de chanvre,,,toile de chanvreaunes,1.0662004,
Aunes,toile de coton basin,,,toile de coton basinAunes,5.1800404,
Livres,toile de coton basin,,,toile de coton basinLivres,11.292433,
aunes,toile de coton basin,,,toile de coton basinaunes,3.4641016,
aunes,toile de coton commune,,,toile de coton communeaunes,3,
quintal,toile de coton dite armanie,,,toile de coton dite armaniequintal,349.99997,
aunes,toile de coton en siamoise,,,toile de coton en siamoiseaunes,3.5001733,
Livres,toile de coton et de fil imprimée,,,toile de coton et de fil impriméeLivres,8,
aunes,toile de coton et de fil imprimée,,,toile de coton et de fil impriméeaunes,2.556102,
Livres,toile de coton et de fil peinte,,,toile de coton et de fil peinteLivres,6.9999995,
aunes,toile de coton et de fil teinte,,,toile de coton et de fil teinteaunes,2.9234953,
Aunes,toile de coton et de fil,,,toile de coton et de filAunes,3.4636748,
Livres,toile de coton et de fil,,,toile de coton et de filLivres,7.3972454,
Valeur,toile de coton et de fil,,,toile de coton et de filValeur,712.18683,
aunes,toile de coton et de fil,,,toile de coton et de filaunes,2.6809289,
livres,toile de coton et de fil,,,toile de coton et de fillivres,6,
aunes,toile de coton et soie,,,toile de coton et soieaunes,3.5681267,
Aunes,toile de coton imprimée,,,toile de coton impriméeAunes,3.0864096,
Livres,toile de coton imprimée,,,toile de coton impriméeLivres,7.7459669,
aunes,toile de coton mousseline,,,toile de coton mousselineaunes,4.7688179,
livre,toile de coton mousseline,,,toile de coton mousselinelivre,44.721363,
livres,toile de coton mousseline,,,toile de coton mousselinelivres,57.334309,
Aunes,toile de coton peinte,,,toile de coton peinteAunes,2.4684062,
aunes,toile de coton peinte,,,toile de coton peinteaunes,3.6005678,
livres,toile de coton peinte,,,toile de coton peintelivres,10.063271,
quintal,toile de coton peinte,,,toile de coton peintequintal,800.00006,
Aunes,toile de coton rayée,,,toile de coton rayéeAunes,2.8309283,
aune,toile de coton rousse,,,toile de coton rousseaune,2.8062429,
Aunes,toile de coton teinte,,,toile de coton teinteAunes,3.8315475,
Livres,toile de coton teinte,,,toile de coton teinteLivres,9.7979593,
aunes,toile de coton teinte,,,toile de coton teinteaunes,3.5509977,
Aunes,toile de coton,,,toile de cotonAunes,3.3086159,
Livres,toile de coton,,,toile de cotonLivres,9.5177851,
Valeur,toile de coton,,,toile de cotonValeur,846.0094,
aune,toile de coton,,,toile de cotonaune,3.3806009,
aunes,toile de coton,,,toile de cotonaunes,3.5124185,
livres,toile de coton,,,toile de cotonlivres,8,
aunes,toile de coutil,,,toile de coutilaunes,3,
livres,toile de crin,,,toile de crinlivres,4,
livres,toile de fil blanche,,,toile de fil blanchelivres,5,
livres,toile de fil commune,,,toile de fil communelivres,3.5233808,
livres,toile de fil coutil,,,toile de fil coutillivres,3,
aunes,toile de fil de coton,,,toile de fil de cotonaunes,2.3294907,
Aunes,toile de fil et de laine,,,toile de fil et de laineAunes,1.956211,
Aunes,toile de fil,,,toile de filAunes,1.8171206,
aunes,toile de fil,,,toile de filaunes,1.8973666,
Aunes,toile de lin blanche,,,toile de lin blancheAunes,2.7709846,
Livres,toile de lin blanche,,,toile de lin blancheLivres,6,
aunes,toile de lin blanche,,,toile de lin blancheaunes,3.0312803,
livres,toile de lin blanche,,,toile de lin blanchelivres,6.5906763,
aunes,toile de lin claire et gaze,,,toile de lin claire et gazeaunes,5.0000663,
aunes,toile de lin claire,,,toile de lin claireaunes,4.3495216,
Aunes,toile de lin coutil,,,toile de lin coutilAunes,3.9853992,
Aunes,toile de lin de linon,,,toile de lin de linonAunes,6,
Aunes,toile de lin de ménage,,,toile de lin de ménageAunes,2,
aunes,toile de lin fil d'épreuve,,,toile de lin fil d'épreuveaunes,2.4999609,
aunes,toile de lin grosse,,,toile de lin grosseaunes,1.0374204,
Aunes,toile de lin large,,,toile de lin largeAunes,1.9930201,
Aunes,toile de lin linon,,,toile de lin linonAunes,6,
aunes,toile de lin linon,,,toile de lin linonaunes,4.5845852,
aunes,toile de lin peinte,,,toile de lin peinteaunes,3.2896407,
aunes,toile de lin pour robes et rayée,,,toile de lin pour robes et rayéeaunes,3,
Aunes,toile de lin teinte,,,toile de lin teinteAunes,1,
Livres,toile de lin teinte,,,toile de lin teinteLivres,3.1827459,
aunes,toile de lin teinte,,,toile de lin teinteaunes,2.7638805,
aunes,toile de lin toilette,,,toile de lin toiletteaunes,2.5031309,
aunes,toile de lin à doubler,,,toile de lin à doubleraunes,2.4984272,
aunes,toile de lin à matelas,,,toile de lin à matelasaunes,1.3283232,
Aunes,toile de lin,,,toile de linAunes,3.2266099,
Livres,toile de lin,,,toile de linLivres,10.769705,
aune,toile de lin,,,toile de linaune,2.1099453,
aunes,toile de lin,,,toile de linaunes,2.7801101,
aune,toile de linet,,,toile de linetaune,2.236068,
livres,toile de lin,,,toile de linlivres,4.2092667,
Aunes,toile de linon,,,toile de linonAunes,4,
aunes,toile de linon,,,toile de linonaunes,14.581579,
pièces,toile de linon,,,toile de linonpièces,6.8436198,
Aunes,toile de siamoise,,,toile de siamoiseAunes,3.1318846,
livres,toile de siamoise,,,toile de siamoiselivres,10,
pièces,toile des Indes,,,toile des Indespièces,23.273481,
aunes,toile en basin de coton,,,toile en basin de cotonaunes,3.5000002,
en nombre,toile en fair,,,toile en fairen nombre,.82504547,
aunes,toile fine de lin,,,toile fine de linaunes,4.3901534,
livres,toile fine,,,toile finelivres,11.910108,
pièces,toile firsacas,,,toile firsacaspièces,14.966628,
Aunes,toile grise de lin,,,toile grise de linAunes,2.2894285,
aunes,toile grise de lin,,,toile grise de linaunes,2.6767168,
livre,toile grise de lin,,,toile grise de linlivre,2.6566465,
Aunes,toile grise,,,toile griseAunes,2,
Livres,toile grise,,,toile griseLivres,2,
aunes,toile grise,,,toile griseaunes,1.161895,
aunes,toile grosse de lin,,,toile grosse de linaunes,1.1495981,
livres,toile grosse de lin,,,toile grosse de linlivres,2.2293427,
aunes,toile indienne fine,,,toile indienne fineaunes,5,
pièce,toile judieau,,,toile judieaupièce,30.000002,
pièces,toile kircochaye,,,toile kircochayepièces,36.660603,
Aunes,toile large de lin,,,toile large de linAunes,2.7500002,
aunes,toile linon,,,toile linonaunes,6.9550118,
livre,toile peinte indienne,,,toile peinte indiennelivre,6.4633045,
Aunes,toile peinte,,,toile peinteAunes,3.2594554,
Livres,toile peinte,,,toile peinteLivres,11.389591,
aune,toile peinte,,,toile peinteaune,3.4999998,
livres,toile peinte,,,toile peintelivres,10,
aunes,toile petite,,,toile petiteaunes,3.3076661,
pièces,toile photas,,,toile photaspièces,18.143465,
aunes,toile polonaise,,,toile polonaiseaunes,3.5492167,
aunes,toile rayée,,,toile rayéeaunes,1.8371172,
pièces,toile romals,,,toile romalspièces,18.142054,
Aunes,toile rousse,,,toile rousseAunes,2.5,
livres,toile rousse,,,toile rousselivres,2.3140817,
pièces,toile tapsel,,,toile tapselpièces,23.856436,
aune,toile treillis,,,toile treillisaune,2.6612267,
Aunes,toile à bouquets de laine de coton,,,toile à bouquets de laine de cotonAunes,1.7738082,
aunes,toile à carreaux et de lin,,,toile à carreaux et de linaunes,1.4999835,
aunes,toile à carreaux,,,toile à carreauxaunes,1.8905734,
Aunes,toile à matelas,,,toile à matelasAunes,2.0310097,
aune,toile à sacs,,,toile à sacsaune,1,
Aune,toile à voile,,,toile à voileAune,1.7380133,
Livre,toile à voile,,,toile à voileLivre,1.2247449,
Livres,toile à voile,,,toile à voileLivres,2.5528889,
aune,toile à voile,,,toile à voileaune,1.3608916,
aunes,toile à voile,,,toile à voileaunes,1.5500458,
livres,toile à voile,,,toile à voilelivres,1.2495703,
Aunes,toile écrue de lin,,,toile écrue de linAunes,1.6239959,
aunes,toile écrue de lin,,,toile écrue de linaunes,2.0574145,
aunes,toile écrue,,,toile écrueaunes,1.2,
Aunes,toile étroite de lin,,,toile étroite de linAunes,2.148025,
Aunes,toile,,,toileAunes,1.9309788,
Valeur,toile,,,toileValeur,696.11975,
livres,toile,,,toilelivres,3.6993275,
pièces,toile,,,toilepièces,16.868303,
livres,toilerie,,,toilerielivres,3,
pièces,toiles custas,,,toiles custaspièces,25.690466,
livres,tournesol en pain,,,tournesol en painlivres,.59999996,
Livres,tournesol,,,tournesolLivres,.5,
livres,truffes marinées,,,truffes marinéeslivres,1.3610535,
en nombre,tuiles de terre cuite,,,tuiles de terre cuiteen nombre,.04819461,
Nombre,tuiles de terre,,,tuiles de terreNombre,.026273048,
en nombre,tuiles de terre,,,tuiles de terreen nombre,.033008624,
Nombre,tuiles,,,tuilesNombre,.024495918,
Livres,térébenthine,,,térébenthineLivres,.092049576,
Livre,tôle de fer,,,tôle de ferLivre,.29669225,
Livres,tôle de fer,,,tôle de ferLivres,.37482414,
Quintal,tôle de fer,,,tôle de ferQuintal,29.848864,
quintal,tôle de fer,,,tôle de ferquintal,32.432213,
Nombre,vaches,,,vachesNombre,68.915428,
en nombre,vaches,,,vachesen nombre,95.89299,
Marcs,vaisselle d'argent,,,vaisselle d'argentMarcs,54.000004,
marc,vaisselle d'argent,,,vaisselle d'argentmarc,61.709003,
marcs,vaisselle d'argent,,,vaisselle d'argentmarcs,60.052555,
Marcs,vaisselle,,,vaisselleMarcs,55.000004,
Nombre,veaux de lait,,,veaux de laitNombre,14.696939,
en nombre,veaux gras,,,veaux grasen nombre,38.444088,
Nombre,veaux,,,veauxNombre,14.822025,
Aunes,velours de coton,,,velours de cotonAunes,8.2377062,
aune,velours de coton,,,velours de cotonaune,6.2946906,
aunes,velours de coton,,,velours de cotonaunes,7.4235473,
livre,velours de coton,,,velours de cotonlivre,8,
livres,velours de coton,,,velours de cotonlivres,10.124228,
Aunes,velours de fil et de poil,,,velours de fil et de poilAunes,6,
Livres,verdet,,,verdetLivres,1.3440121,
livre,verdet,,,verdetlivre,1.2678132,
quintal,verdet,,,verdetquintal,130.00003,
Livres,verge de fer blanc,,,verge de fer blancLivres,.17999999,
Quintal,verges d'étain,,,verges d'étainQuintal,102.25977,
Livres,verges de fer,,,verges de ferLivres,.16794774,
livres,verges de fer,,,verges de ferlivres,.17780481,
quintal,verges de fer,,,verges de ferquintal,15.000001,
livre,vermillon,,,vermillonlivre,7.6673174,
Quintal,verrerie cassée,,,verrerie casséeQuintal,5.7235718,
Valeur,verrerie d'office,,,verrerie d'officeValeur,855.57019,
Valeur,verrerie diverse,,,verrerie diverseValeur,517.94958,
livres,verrerie diverse,,,verrerie diverselivres,.59582418,
Livres,verrerie en bouteilles,,,verrerie en bouteillesLivres,.22099103,
en nombre,verrerie en bouteilles,,,verrerie en bouteillesen nombre,.25809667,
Livres,verrerie à vitre,,,verrerie à vitreLivres,.39999998,
Valeur,verrerie à vitre,,,verrerie à vitreValeur,775.69727,
Livres,verrerie,,,verrerieLivres,.55195928,
livres,verrerie,,,verrerielivres,2.4646826,
quintal,verres cassés,,,verres cassésquintal,6.407443,
en nombre,verres à boire communs,,,verres à boire communsen nombre,.89999998,
en nombre,verres à boire,,,verres à boireen nombre,.062967569,
Livres,verres à vitre,,,verres à vitreLivres,.72477967,
carreaux,verres à vitre,,,verres à vitrecarreaux,1.2164404,
livre,verres à vitre,,,verres à vitrelivre,.22857849,
Livres,verres,,,verresLivres,3,
livres,verres,,,verreslivres,.5,
livres,verroterie,,,verroterielivres,1.3938801,
quintal,verroterie,,,verroteriequintal,40,
en nombre,vestes de coton et fil,,,vestes de coton et filen nombre,5.2065811,
