numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
589,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Cuivre ; ouvré,Guinée,114734,,,,,,241257,,,176529,,,,,,,,
589,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,31,Estampes,Nord,2030,,,,,,441310,,,,,,,,,,,
590,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Cuivre ; en rozelle,Indes,12105,,,,,,241257,,,12105,,,,,,,,
590,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,31,Estampes,Suede,7200,,,,,,441310,,,,,,,,,,,
591,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Cuivre ; tangout,Espagne,2358,,,,,,241257,,,4634,,,,,,,,
591,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,31,Etaim ; en blocq,Allemagne,3525,,,,,,412352,,390045,,,,,,,,,
592,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Cuivre ; tangout,Genes,2276,,,,,,241257,,,4634,,,,,,,,
592,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,31,Etaim ; en blocq,Angleterre,300275,,,,,,412352,,390045,,,,,,,,,
593,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Cuivre ; vieux,Flandre,5439,,,,,,241257,,,9948,,,,,,,,
593,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,31,Etaim ; en blocq,Espagne,2018,,,,,,412352,,390045,,,,,,,,,
594,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Cuivre ; vieux,Genes,4509,,,,,,241257,,,9948,,,,,,,,
594,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,31,Etaim ; en blocq,Flandre,5538,,,,,,412352,,390045,,,,,,,,,
595,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Cumin,Hollande,6600,,,,,,6600,,,,,,,,,,,
595,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,32,Etaim ; en blocq,Hollande,59950,,,,,,412352,,390045,,,,,,,,,
596,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Damejaunes,Isles,27885,,,,,,27885,,,,,,,,,,,
596,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,32,Etaim ; en blocq,Italie,11300,,,,,,412352,,390045,,,,,,,,,
597,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Dattes,Espagne,2432,,,,,,2432,,,,,,,,,,,
597,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,32,Etaim ; en blocq,Savoye,7439,,,,,,412352,,390045,,,,,,,,,
598,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Dents ; d'elephant,Allemagne,3000,,,,,,70500,,,,,,,,,,,
598,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,32,Etaim ; des Indes,Hollande,12670,,,,,,412352,,12670,,,,,,,,,
599,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Dents ; d'elephant,Genes,67500,,,,,,70500,,,,,,,,,,,
599,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,32,Etaim ; ouvré,Hollande,1013,,,,,,412352,,3059,,,,,,,,,
600,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Dentelle ; or et argent,Allemagne,29432,,,,,,3252095,,,39682,1191127,,,,,,,
600,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,32,Etaim ; ouvré,Nord,2040,,,,,,412352,,3059,,,,,,,,,
601,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Dentelle ; or et argent,Angleterre,1500,,,,,,3252095,,,39682,1191127,,,,,,,
601,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,32,Etaim ; vieux,Allemagne,6578,,,,,,412352,,6578,,,,,,,,,
602,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Dentelle ; or et argent,Espagne,2250,,,,,,3252095,,,39682,1191127,,,,,,,
602,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; diverses,Espagne,22800,,,,,,2507662,,1431180,2446745,,,,,,,,
603,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Dentelle ; or et argent,Hollande,1700,,,,,,3252095,,,39682,1191127,,,,,,,
603,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; diverses,Italie,97880,,,,,,2507662,,1431180,2446745,,,,,,,,
604,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Dentelle ; or et argent,Nord,3600,,,,,,3252095,,,39682,1191127,,,,,,,
604,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; diverses,Naples,92160,,,,,,2507662,,1431180,2446745,,,,,,,,
605,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,24,Dentelle ; or et argent,Portugal,1200,,,,,,3252095,,,39682,1191127,,,,,,,
605,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; diverses,Genes,148460,,,,,,2507662,,1431180,2446745,,,,,,,,
606,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Allemagne,36260,,,,,,3252095,,,689547,1191127,,,,,,,
606,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; diverses,Levant,87800,,,,,,2507662,,1431180,2446745,,,,,,,,
607,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Angleterre,17624,,,,,,3252095,,,689547,1191127,,,,,,,
607,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; diverses,Savoye,982080,,,,,,2507662,,1431180,2446745,,,,,,,,
608,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Espagne,33852,,,,,,3252095,,,689547,1191127,,,,,,,
608,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; bours,Levant,458760,,,,,,2507662,,458760,2446745,,,,,,,,
609,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Flandre,107748,,,,,,3252095,,,689547,1191127,,,,,,,
609,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; de Levant,Geneve,2040,,,,,,2507662,,2040,2446745,,,,,,,,
610,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Hollande,3175,,,,,,3252095,,,689547,1191127,,,,,,,
610,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; satin,Levant,59910,,,,,,2507662,,59910,2446745,,,,,,,,
611,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Italie,49588,,,,,,3252095,,,689547,1191127,,,,,,,
611,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; tafetas,Hollande,124500,,,,,,2507662,,124500,2446745,,,,,,,,
612,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Levant,296100,,,,,,3252095,,,689547,1191127,,,,,,,
612,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; velours,Espagne,5200,,,,,,2507662,,368175,2446745,,,,,,,,
613,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Savoye,37744,,,,,,3252095,,,689547,1191127,,,,,,,
613,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; velours,Isles,4000,,,,,,2507662,,368175,2446745,,,,,,,,
614,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Suede,1600,,,,,,3252095,,,689547,1191127,,,,,,,
614,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; velours,Naples,4000,,,,,,2507662,,368175,2446745,,,,,,,,
615,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Suisse,88760,,,,,,3252095,,,689547,1191127,,,,,,,
615,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; velours,Genes,337775,,,,,,2507662,,368175,2446745,,,,,,,,
616,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; blanc,Isles,17096,,,,,,3252095,,,689547,1191127,,,,,,,
616,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; velours,Savoye,17200,,,,,,2507662,,368175,2446745,,,,,,,,
617,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; d'alençon,Hollande,1000,,,,,,3252095,,,1000,1191127,,,,,,,
617,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,33,Etoffe ; de soye ; voile,Italie,2180,,,,,,2507662,,2180,2446745,,,,,,,,
618,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; de Caën,Angleterre,24000,,,,,,3252095,,,24000,1191127,,,,,,,
618,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,34,Etoffe ; meslée de soye ; mi soye,?,2120,pas de pays indiqué pour cette marchandise,,,,,2507662,,2120,38877,,,,,,,,
619,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; commune,Isles,41200,,,,,,3252095,,,41200,1191127,,,,,,,
619,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,34,Etoffe ; meslée de soye ; peluche,Hollande,36757,,,,,,2507662,,36757,38877,,,,,,,,
620,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; fine,Isles,19400,,,,,,3252095,,,19400,1191127,,,,,,,
620,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,35,Etoffe ; de coton ; cotonne,Levant,3440,,,,,,2507662,,3440,8440,,,,,,,,
621,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; du Puy,Espagne,392500,,,,,,3252095,,,415980,1191127,,,,,,,
621,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,35,Etoffe ; de coton ; velour,Angleterre,5000,,,,,,2507662,,5000,8440,,,,,,,,
622,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; du Puy,Italie,15450,,,,,,3252095,,,415980,1191127,,,,,,,
622,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,35,Etoffe ; d'herbes,Levant,13600,,,,,,2507662,,13600,13600,,,,,,,,
623,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de fil ; du Puy,Savoye,8030,,,,,,3252095,,,415980,1191127,,,,,,,
623,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Etoupes,Levant,1768,,,,,,1768,,,,,,,,,,,
624,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Allemagne,565930,,,,,,3252095,,,2021286,2021286,,,,,,,
624,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Farine,Angleterre,981318,,,,,,1011496,,,,,,,,,,,
625,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Angleterre,864937,,,,,,3252095,,,2021286,2021286,,,,,,,
625,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Farine,Flandre,1595,,,,,,1011496,,,,,,,,,,,
626,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Danemark,14000,,,,,,3252095,,,2021286,2021286,,,,,,,
626,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Farine,Hollande,2136,,,,,,1011496,,,,,,,,,,,
627,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Espagne,90487,,,,,,3252095,,,2021286,2021286,,,,,,,
627,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Farine,Italie,10698,,,,,,1011496,,,,,,,,,,,
628,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Flandre,49044,,,,,,3252095,,,2021286,2021286,,,,,,,
628,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Farine,Genes,12090,,,,,,1011496,,,,,,,,,,,
629,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Geneve,1270,,,,,,3252095,,,2021286,2021286,,,,,,,
629,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Farine,Venise,1575,,,,,,1011496,,,,,,,,,,,
630,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Hollande,136631,,,,,,3252095,,,2021286,2021286,,,,,,,
630,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Farine,Savoye,2084,,,,,,1011496,,,,,,,,,,,
631,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Italie,161700,,,,,,3252095,,,2021286,2021286,,,,,,,
631,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Faulx ; à faucher,Nord,89593,,,,,,103602,,,,,,,,,,,
632,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Naples,23450,,,,,,3252095,,,2021286,2021286,,,,,,,
632,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Faulx ; à faucher,Savoye,11300,,,,,,103602,,,,,,,,,,,
633,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Genes,5250,,,,,,3252095,,,2021286,2021286,,,,,,,
633,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,36,Faulx ; à faucher,Suisse,2709,,,,,,103602,,,,,,,,,,,
634,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Nord,75337,,,,,,3252095,,,2021286,2021286,,,,,,,
634,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fayance,Allemagne,13991,,,,,,29978,,,,,,,,,,,
635,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Portugal,3500,,,,,,3252095,,,2021286,2021286,,,,,,,
635,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fayance,Hollande,15987,,,,,,29978,,,,,,,,,,,
636,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Savoye,21000,,,,,,3252095,,,2021286,2021286,,,,,,,
636,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en ancres,Espagne,2890,,,,,,3475225,,17118,,,,,,,,,
637,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dentelle ; de soye,Isles,8750,,,,,,3252095,,,2021286,2021286,,,,,,,
637,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en ancres,Hollande,6811,,,,,,3475225,,17118,,,,,,,,,
638,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dez ; à joüer,Isles,1040,,,,,,1040,,,,,,,,,,,
638,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en ancres,Genes,5260,,,,,,3475225,,17118,,,,,,,,,
639,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dominoterie,Allemagne,22720,,,,,,90610,,,,,,,,,,,
639,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en ancres,Suede,2157,,,,,,3475225,,17118,,,,,,,,,
640,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dominoterie,Flandre,6390,,,,,,90610,,,,,,,,,,,
640,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Allemagne,305351,,,,,,3475225,,2759586,,,,,,,,,
641,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dominoterie,Savoye,1500,,,,,,90610,,,,,,,,,,,
641,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Danemark,59651,,,,,,3475225,,2759586,,,,,,,,,
642,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dorure ; fine,Allemagne,234515,,,,,,4494512,,,,,,,,,,,
642,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Espagne,955520,,,,,,3475225,,2759586,,,,,,,,,
643,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dorure ; fine,Espagne,1760050,,,,,,4494512,,,,,,,,,,,
643,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Flandre,6735,,,,,,3475225,,2759586,,,,,,,,,
644,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dorure ; fine,Flandre,44760,,,,,,4494512,,,,,,,,,,,
644,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Hollande,337562,,,,,,3475225,,2759586,,,,,,,,,
645,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dorure ; fine,Geneve,7920,,,,,,4494512,,,,,,,,,,,
645,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Isles,53574,,,,,,3475225,,2759586,,,,,,,,,
646,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dorure ; fine,Hollande,12600,,,,,,4494512,,,,,,,,,,,
646,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Genes,14818,,,,,,3475225,,2759586,,,,,,,,,
647,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dorure ; fine,Italie,1221080,,,,,,4494512,,,,,,,,,,,
647,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Venise,1297,,,,,,3475225,,2759586,,,,,,,,,
648,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,25,Dorure ; fine,Naples,19400,,,,,,4494512,,,,,,,,,,,
648,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Nord,5797,,,,,,3475225,,2759586,,,,,,,,,
649,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Dorure ; fine,Venise,3000,,,,,,4494512,,,,,,,,,,,
649,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Russie,328987,,,,,,3475225,,2759586,,,,,,,,,
650,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Dorure ; fine,Levant,382600,,,,,,4494512,,,,,,,,,,,
650,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Savoye,1692,,,,,,3475225,,2759586,,,,,,,,,
651,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Dorure ; fine,Portugal,9360,,,,,,4494512,,,,,,,,,,,
651,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en barres,Suede,688602,,,,,,3475225,,2759586,,,,,,,,,
652,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Dorure ; fine,Savoye,666770,,,,,,4494512,,,,,,,,,,,
652,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en batterie,Allemagne,54899,,,,,,3475225,,54899,,,,,,,,,
653,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Dorure ; fine,Suisse,26520,,,,,,4494512,,,,,,,,,,,
653,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; blanc,Allemagne,11381,,,,,,3475225,,302784,,,,,,,,,
654,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Dorure ; fine,Isles,97537,,,,,,4494512,,,,,,,,,,,
654,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; blanc,Flandre,19008,,,,,,3475225,,302784,,,,,,,,,
655,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Dorure ; fine,Guinée,9000,,,,,,4494512,,,,,,,,,,,
655,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; blanc,Hollande,86508,,,,,,3475225,,302784,,,,,,,,,
656,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; d'Andelis,Italie,2860,,,,,,26418771,,,2860,18250852,,,,,,,
656,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; blanc,Nord,133530,,,,,,3475225,,302784,,,,,,,,,
657,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; de Carcassonne,Indes,6560,,,,,,26418771,,,33352,18250852,,,,,,,
657,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; blanc,Russie,16416,,,,,,3475225,,302784,,,,,,,,,
658,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; de Carcassonne,Isles,4460,,,,,,26418771,,,33352,18250852,,,,,,,
658,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; blanc,Savoye,25101,,,,,,3475225,,302784,,,,,,,,,
659,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; de Carcassonne,Guinée,22332,,,,,,26418771,,,33352,18250852,,,,,,,
659,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; blanc,Suede,10840,,,,,,3475225,,302784,,,,,,,,,
660,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; cordeillard,Espagne,24600,,,,,,26418771,,,60250,18250852,,,,,,,
660,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en brancard,Hollande,18045,,,,,,3475225,,18045,,,,,,,,,
661,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; cordeillard,Savoye,35650,,,,,,26418771,,,60250,18250852,,,,,,,
661,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en casses,Savoye,1106,,,,,,3475225,,1106,,,,,,,,,
662,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; divers,Indes,10720,,,,,,26418771,,,10720,18250852,,,,,,,
662,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en cercles,Flandre,1522,,,,,,3475225,,97709,,,,,,,,,
663,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; écarlatte,Allemagne,8160,,,,,,26418771,,,189915,18250852,,,,,,,
663,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en cercles,Hollande,28846,,,,,,3475225,,97709,,,,,,,,,
664,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; écarlatte,Espagne,28545,,,,,,26418771,,,189915,18250852,,,,,,,
664,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en cercles,Genes,56700,,,,,,3475225,,97709,,,,,,,,,
665,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; écarlatte,Italie,127950,,,,,,26418771,,,189915,18250852,,,,,,,
665,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en cercles,Suede,10641,,,,,,3475225,,97709,,,,,,,,,
666,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; écarlatte,Savoye,22320,,,,,,26418771,,,189915,18250852,,,,,,,
666,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; coulé,Allemagne,32335,,,,,,3475225,,36353,,,,,,,,,
667,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; écarlatte,Suisse,2940,,,,,,26418771,,,189915,18250852,,,,,,,
667,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; coulé,Flandre,1958,,,,,,3475225,,36353,,,,,,,,,
668,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; d'Elbeuf,Allemagne,319932,,,,,,26418771,,,1432821,18250852,,,,,,,
668,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; coulé,Hollande,2060,,,,,,3475225,,36353,,,,,,,,,
669,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; d'Elbeuf,Danemark,1296,,,,,,26418771,,,1432821,18250852,,,,,,,
669,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en enclumes,Hollande,2626,,,,,,3475225,,2626,,,,,,,,,
670,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; d'Elbeuf,Espagne,259433,,,,,,26418771,,,1432821,18250852,,,,,,,
670,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,37,Fer ; en feüilles,Hollande,7769,,,,,,3475225,,7769,,,,,,,,,
671,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; d'Elbeuf,Flandre,32858,,,,,,26418771,,,1432821,18250852,,,,,,,
671,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,38,Fer ; noir,Allemagne,9255,,,,,,3475225,,31521,,,,,,,,,
672,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; d'Elbeuf,Geneve,8704,,,,,,26418771,,,1432821,18250852,,,,,,,
672,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,38,Fer ; noir,Hollande,2855,,,,,,3475225,,31521,,,,,,,,,
673,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; d'Elbeuf,Hollande,1568,,,,,,26418771,,,1432821,18250852,,,,,,,
673,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Imports,,,38,Fer ; noir,Nord,12210,,,,,,3475225,,31521,,,,,,,,,
674,Jérémy Hervelin,IIHS-122C,Objet Général,1769,Exports,,,26,Drap ; de laine ; d'Elbeuf,Italie,195078,,,,,,26418771,,,1432821,18250852,,,,,,,
