Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Sous,Leur Valeur (sub-total 1),Sous,Leur Valeur (sub-total 2),Sous,Leur Valeur (sub-total 3),Sous,Total,Sous,
Fatima zahra,,1757,56,Etamine ; de laine,Hollande,,148 000,,148 120,,,,,,148 120,,
Fatima zahra,,1757,57,Etoffe ; de soye ; diverses,Espagne,,12 000,,1 113 552,10,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,57,Etoffe ; de soye ; diverses,Geneve,,134 055,,1 113 552,10,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,57,Etoffe ; de soye ; diverses,Italie,,664 882,10,1 113 552,10,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,57,Etoffe ; de soye ; diverses,Levant,,22 080,,1 113 552,10,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,57,Etoffe ; de soye ; diverses,Savoye,,148 055,,1 113 552,10,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,57,Etoffe ; de soye ; diverses,Suisse,,132 480,,1 113 552,10,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,58,Etoffe ; de soye ; velour,Italie,,2 233 925,,2 245 925,,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,58,Etoffe ; de soye ; velour,Savoye,,12 000,,2 245 925,,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,58,Etoffe ; de soye ; voile,Italie,,34 400,,46 280,,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,58,Etoffe ; de soye ; voile,Savoye,,11 880,,46 280,,3 405 757,10,,,3 427 722,12,
Fatima zahra,,1757,58,Etoffe ; meselée de soye ; mi soye,Geneve,,10 000,,21 960,,21 960,,,,3 427 722,12,
Fatima zahra,,1757,58,Etoffe ; meselée de soye ; mi soye,Savoye,,2 720,,21 960,,21 960,,,,3 427 722,12,
Fatima zahra,,1757,58,Etoffe ; meselée de soye ; mi soye,Suisse,,9 240,,21 960,,21 960,,,,3 427 722,12,
Fatima zahra,,1757,59,Etoffe ; de fil,Allemagne,,5,2,,,,,,,3 427 722,12,
Fatima zahra,,1757,59,Etoupes ; de chanvre,Espagne,,600,,652,8,,,,,36 322,8,
Fatima zahra,,1757,59,Etoupes ; de chanvre,Italie,,50,,652,8,,,,,36 322,8,
Fatima zahra,,1757,59,Etoupes ; de chanvre,Savoye,,2,8,652,8,,,,,36 322,8,
Fatima zahra,,1757,59,Etoupes ; de soye,Levant,,35 670,,,,,,,,36 322,8,
Fatima zahra,,1757,59,Eventails ; communs,Flandre,,2 214,,,,,,,,2 354,,
Fatima zahra,,1757,59,Eventails ; communs,Hollande,,140,,,,,,,,2 354,,
Fatima zahra,,1757,60,Euphorbe,Hollande,,690,,,,,,,,,,
Fatima zahra,,1757,60,Farine,Angleterre,,4 608,,,,,,,,4 908,,
Fatima zahra,,1757,60,Farine,Espagne,,270,,,,,,,,4 908,,
Fatima zahra,,1757,60,Farine,Italie,,30,,,,,,,,4 908,,
Fatima zahra,,1757,60,Fanailes,Allemagne,,784,19,,,,,,,954,19,
Fatima zahra,,1757,60,Fanailes,Nord,,170,,,,,,,,954,19,
Fatima zahra,,1757,60,Faulx à faucher,Allemagne,,33 020,16,,,,,,,227 483,4,
Fatima zahra,,1757,60,Faulx à faucher,Flandre,,254,4,,,,,,,227 483,4,
Fatima zahra,,1757,60,Faulx à faucher,Geneve,,17 355,,,,,,,,227 483,4,
Fatima zahra,,1757,60,Faulx à faucher,Hollande,,346,17,,,,,,,227 483,4,
Fatima zahra,,1757,60,Faulx à faucher,Nord,,173 959,7,,,,,,,227 483,4,
Fatima zahra,,1757,60,Faulx à faucher,Savoye,,1 947,,,,,,,,227 483,4,
Fatima zahra,,1757,60,Faulx à faucher,Suisse,,600,,,,,,,,227 483,4,
Fatima zahra,,1757,60,Fayance,Allemagne,,623,13,,,,,,,25 762,11,
Fatima zahra,,1757,60,Fayance,Espagne,,10 344,,,,,,,,25 762,11,
Fatima zahra,,1757,60,Fayance,Flandre,,31,6,,,,,,,25 762,11,
Fatima zahra,,1757,61,Fayance,Hollande,,10 352,12,,,,,,,25 762,11,
Fatima zahra,,1757,61,Fayance,Italie,,4 000,,,,,,,,25 762,11,
Fatima zahra,,1757,61,Fayance,Nord,,9,,,,,,,,25 762,11,
Fatima zahra,,1757,61,Fayance,Savoye,,300,,,,,,,,25 762,11,
Fatima zahra,,1757,61,Fayance,Suisse,,100,,,,,,,,25 762,11,
Fatima zahra,,1757,61,Fer ; en bandes,Allemagne,,100,,,,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Allemagne,,185 701,19,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Angleterre,,4 430,11,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Danemark,,3 436,13,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Espagne,,865 799,2,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Flandre,,150 935,2,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Geneve,,348,,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Hollande,,366 734,6,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Italie,,10 177,,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Nord,,49 043,,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Russie,,7 080,,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Savoye,,808,10,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,suede,,345 150,13,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en barres ,Suisse,,60,,1 989 704,16,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en batteries,Allemagne,,6 957,10,7 096,17,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en batteries,Angleterre,,139,7,7 096,17,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; battu,Allemagne,,6 300,6,9 648,12,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; battu,Flandre,,2 448,9,9 648,12,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; battu,Hollande,,842,17,9 648,12,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; battu,Italie,,15,,9 648,12,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; battu,Savoye,,6,,9 648,12,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; battu,Suisse,,36,,9 648,12,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; blanc,Allemagne,,29 059,,256 358,10,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; blanc,Espagne,,6 396,,256 358,10,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; blanc,Flandre,,230,,256 358,10,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; blanc,Geneve,,202,10,256 358,10,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; blanc,Hollande,,80 475,,256 358,10,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; blanc,Italie,,6 120,,256 358,10,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; blanc,Nord,,130 276,,256 358,10,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; blanc,Savoye,,150,,256 358,10,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; blanc,suede,,3 450,,256 358,10,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en boites,Danemark,,1 350,,,,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en casses,Suisse,,491,5,,,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en cercles,Espagne,,9 360,,173 347,18,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en cercles,Hollande,,95 137,18,173 347,18,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en cercles,Italie,,67 725,,173 347,18,,,,,2 912 566,3,
Fatima zahra,,1757,61,Fer ; en cercles,Savoye,,1 125,,173 347,18,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en chaises,Allemagne,,4 241,10,4 254,4,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en chaises,Flandre,,1,4,4 254,4,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en chaises,Geneve,,10,,4 254,4,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en chaises,Hollande,,1,10,4 254,4,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; coulé,Allemagne,,2 175,11,32 010,14,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; coulé,Angleterre,,50,3,32 010,14,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; coulé,Danemark,,6,19,32 010,14,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; coulé,Flandre,,7 341,,32 010,14,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; coulé,Geneve,,28,12,32 010,14,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; coulé,Hollande,,22 400,9,32 010,14,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; coulé,Savoye,,8,,32 010,14,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en mittieres,Hollande,,594,,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en écopes,Flandre,,10,10,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en enclumes,Allemagne,,218,15,538,18,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en enclumes,Hollande,,320,3,538,18,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en essieux,Allemagne,,18,,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en étocks,Hollande,,150,,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en étrilles,Allemagne,,78,15,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en étuves,Flandre,,99,,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en feuilles,Hollande,,68 868,18,71 568,18,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en feuilles,suede,,2 700,,71 568,18,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en fleaux,Hollande,,75,,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en grapins,Espagne,,300,,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en marmittes,Hollande,,12,,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; à moulins,Hollande,,4 267,10,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; noir,Allemagne,,270,,21 702,10,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; noir,Hollande,,1 077,10,21 702,10,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; noir,Nord,,20 355,,21 702,10,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; en outils,Hollande,,379,,,,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; ouvré,Allemagne,,250,10,17 106,17,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; ouvré,Flandre,,1 057,10,17 106,17,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; ouvré,Geneve,,6 466,16,17 106,17,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; ouvré,Hollande,,6 895,15,17 106,17,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; ouvré,Italie,,12,10,17 106,17,,,,,2 912 566,3,
Fatima zahra,,1757,62,Fer ; ouvré,Nord,,187,10,17 106,17,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; ouvré,Savoye,,864,6,17 106,17,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; ouvré,Suisse,,1 372,,17 106,17,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en pelles,Allemagne,,212,5,284,10,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en pelles,Espagne,,6,5,284,10,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en pelles,Hollande,,66,,284,10,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en plaques,Espagne,,220,,15 911,3,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en plaques,Hollande,,4 547,3,15 911,3,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en plaques,Nord,,11 144,,15 911,3,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; plat,Espagne,,12 000,7,85 028,8,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; plat,Hollande,,59 579,16,85 028,8,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; plat,Russie,,9 022,10,85 028,8,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; plat,suede,,4 425,15,85 028,8,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en platines,Flandre,,2 996,12,,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en poele à frire,Geneve,,5 911,4,29 528,9,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en poele à frire,Hollande,,23 617,5,29 528,9,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en poids,Hollande,,570,12,,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; guarré,suede,,918,15,,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; rond,Hollande,,148 482,12,,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en serrares,Allemagne,,35,,35,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en serrares,Espagne,,,,35,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en taillanderie,Allemagne,,11,5,,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en taule,Allemagne,,551,11,24 534,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en taule,Danemark,,105,,24 534,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en taule,Flandre,,1 142,11,24 534,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en taule,Hollande,,20 166,16,24 534,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en taule,Nord,,47,10,24 534,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en taule,suede,,2 100,,24 534,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; en taule,Suisse,,420,12,24 534,,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; caverges,Allemagne,,2 140,8,10 240,1,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; caverges,Espagne,,212,10,10 240,1,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; caverges,Flandre,,1 993,12,10 240,1,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; caverges,Hollande,,5 893,11,10 240,1,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; vieux,Allemagne,,95,,2 761,2,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; vieux,Espagne,,2 060,,2 761,2,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; vieux,Geneve,,106,5,2 761,2,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; vieux,Hollande,,355,,2 761,2,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; vieux,Levant,,85,,2 761,2,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; vieux,Savoye,,42,17,2 761,2,,,,,2 912 566,3,
Fatima zahra,,1757,63,Fer ; vieux,suede,,17,,2 761,2,,,,,2 912 566,3,
Fatima zahra,,1757,64,Feves,Allemagne,,3 547,15,,,,,,,48 643,15,
Fatima zahra,,1757,64,Feves,Angleterre,,920,,,,,,,,48 643,15,
Fatima zahra,,1757,64,Feves,Espagne,,18 560,,,,,,,,48 643,15,
Fatima zahra,,1757,64,Feves,Italie,,17 140,,,,,,,,48 643,15,
Fatima zahra,,1757,64,Feves,Levant,,7 520,,,,,,,,48 643,15,
Fatima zahra,,1757,64,Feves,Savoye,,956,,,,,,,,48 643,15,
Fatima zahra,,1757,64,Ficelle,Hollande,,195,1,,,,,,,1 904,1,
Fatima zahra,,1757,64,Ficelle,Italie,,922,,,,,,,,1 904,1,
Fatima zahra,,1757,64,Ficelle,Levant,,787,,,,,,,,1 904,1,
Fatima zahra,,1757,64,Fideau,Italie,,6,6,,,,,,,,,
Fatima zahra,,1757,64,Figues,Angleterre,,106,16,,,,,,,61 971,13,
Fatima zahra,,1757,64,Figues,Espagne,,24 738,14,,,,,,,61 971,13,
Fatima zahra,,1757,64,Figues,Flandre,,5 012,5,,,,,,,61 971,13,
Fatima zahra,,1757,64,Figues,Hollande,,1 921,10,,,,,,,61 971,13,
Fatima zahra,,1757,64,Figues,Italie,,4 786,,,,,,,,61 971,13,
Fatima zahra,,1757,64,Figues,Portugal,,25 406,8,,,,,,,61 971,13,
Fatima zahra,,1757,64,Fil ; dorure ; or et arg faux,Allemagne,,357,10,6 057,10,6 057,10,,,2 207 590,17,
Fatima zahra,,1757,64,Fil ; dorure ; or et arg faux,Geneve,,5 700,,6 057,10,6 057,10,,,2 207 590,17,
Fatima zahra,,1757,64,Fil ; à coudre ; blanc,Espagne,,1 600,,62 860,10,300 818,5,,,2 207 590,17,
Fatima zahra,,1757,64,Fil ; à coudre ; blanc,Flandre,,59 005,10,62 860,10,300 818,5,,,2 207 590,17,
Fatima zahra,,1757,64,Fil ; à coudre ; blanc,Geneve,,45,,62 860,10,300 818,5,,,2 207 590,17,
Fatima zahra,,1757,64,Fil ; à coudre ; blanc,Hollande,,1 200,,62 860,10,300 818,5,,,2 207 590,17,
Fatima zahra,,1757,64,Fil ; à coudre ; blanc,Italie,,740,,62 860,10,300 818,5,,,2 207 590,17,
Fatima zahra,,1757,64,Fil ; à coudre ; blanc,Savoye,,270,,62 860,10,300 818,5,,,2 207 590,17,
Fatima zahra,,1757,64,Fil ; à coudre ; de couteau,Flandre,,120 763,15,300 818,5,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; à coudre ; divers,Allemagne,,6,,2 231,10,300 818,5,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; à coudre ; divers,Hollande,,825,10,2 231,10,300 818,5,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; à coudre ; divers,Italie,,1 400,,2 231,10,300 818,5,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; à coudre ; épinal,Flandre,,114 962,10,300 818,5,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de carette,Allemagne,,30,,14 134,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de carette,Hollande,,14 104,,14 134,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de chanvre,Allemagne,,28 234,10,28 242,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de chanvre,Geneve,,7,10,28 242,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de chenette,Allemagne,,14 640,,,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de chevre,Italie,,57 090,,980 634,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de chevre,Levant,,920 844,,980 634,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de chevre,Savoye,,2 700,,980 634,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; à cordonnier,Allemagne,,18,,,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; cru,Flandre,,30 408,,39 984,10,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; cru,Hollande,,7 800,,39 984,10,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; cru,Italie,,52,,39 984,10,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; cru,Nord,,1 662,10,39 984,10,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; cru,Savoye,,62,,39 984,10,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; à dentelle,Flandre,,22 076,5,80 421,5,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; à dentelle,Hollande,,58 345,,80 421,5,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; d'etoupe,Allemagne,,11 645,8,,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; gris,Flandre,,787,10,,,,,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de lin ; bis,Allemagne,,281 064,,282 294,,686 794,10,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de lin ; bis,Flandre,,1 230,,282 294,,686 794,10,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de lin ; blanc,Allemagne,,283 102,10,285 520,,686 794,10,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de lin ; blanc,Flandre,,2 417,10,285 520,,686 794,10,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de lin ; divers,Hollande,,109 878,,118 278,,686 794,10,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de lin ; divers,Nord,,8 400,,118 278,,686 794,10,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; de lin ; retors,Allemagne,,702,10,,,686 794,10,,,2 207 590,17,
Fatima zahra,,1757,65,Fil ; à marquer,Hollande,,40,,,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; de palangres,Espagne,,120,,,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; de Bieustons,Italie,,2 533,,7 558,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; de Bieustons,Savoye,,5 025,,7 558,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; plat,Allemagne,,24,,,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; à rez,Hollande,,115,,,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; de sayettes,Flandre,,3 200,,,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; single,Flandre,,1 725,,,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; de ritte,Savoye,,4 197,4,,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; de filesie,Hollande,,21 615,,,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; à sisserans,Hollande,,681,,,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; tord,Hollande,,393,15,687,15,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; tord,Suisse,,294,,687,15,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; à voile,Allemagne,,2 200,,3 451,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; à voile,Espagne,,391,,3 451,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; à voile,Hollande,,725,,3 451,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; à voile,Italie,,135,,3 451,,,,,,2 207 590,17,
Fatima zahra,,1757,66,Fil ; de fer,Allemagne,,69 588,10,500 731,3,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de fer,Espagne,,250,,500 731,3,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de fer,Hollande,,399 976,5,500 731,3,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de fer,Levant,,23 507,,500 731,3,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de fer,Geneve,,4 067,18,500 731,3,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de fer,Suisse,,3 341,10,500 731,3,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de leton,Allemagne,,339 389,17,1 065 162,15,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de leton,Espagne,,532,,1 065 162,15,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de leton,Flandre,,1 120,,1 065 162,15,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de leton,Hollande,,29 733,8,1 065 162,15,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de leton,Nord,,62 550,,1 065 162,15,,,,,1 565 893,18,
Fatima zahra,,1757,66,Fil ; de leton,suede,,631 837,10,1 065 162,15,,,,,1 565 893,18,
Fatima zahra,,1757,66,Filets ; d'espars,Espagne,,272 930,,274 090,,,,,,314 859,,
Fatima zahra,,1757,66,Filets ; d'espars,Levant,,1 160,,274 090,,,,,,314 859,,
Fatima zahra,,1757,66,Filets ; de lapache,Italie,,40 669,,40 769,,,,,,314 859,,
Fatima zahra,,1757,66,Filets ; de lapache,Savoye,,100,,40 769,,,,,,314 859,,
Fatima zahra,,1757,67,Filozelle,Savoye,,300,,,,,,,,,,
Fatima zahra,,1757,67,Flambeaux,Flandre,,60,,,,,,,,,,
Fatima zahra,,1757,67,Fleches marines,Hollande,,340,,,,,,,,,,
Fatima zahra,,1757,67,Fleurs ; artifficielle,Espagne,,11,14,126 994,14,,,,,127 341,14,
Fatima zahra,,1757,67,Fleurs ; artifficielle,Geneve,,200,,126 994,14,,,,,127 341,14,
Fatima zahra,,1757,67,Fleurs ; artifficielle,Italie,,54 860,,126 994,14,,,,,127 341,14,
Fatima zahra,,1757,67,Fleurs ; artifficielle,Savoye,,71 923,,126 994,14,,,,,127 341,14,
Fatima zahra,,1757,67,Fleurs ; d'estima,Hollande,,16,,,,,,,,127 341,14,
Fatima zahra,,1757,67,Fleurs ; de siascades,Hollande,,225,,,,,,,,127 341,14,
Fatima zahra,,1757,67,Fleurs ; de souffre,Nord,,106,,,,,,,,127 341,14,
Fatima zahra,,1757,67,Fleures,Hollande,,256,10,,,,,,,,,
Fatima zahra,,1757,67,Foin,Allemagne,,3 350,,,,,,,,,,
Fatima zahra,,1757,67,Foticule de semé,Levant,,2 786,,,,,,,,,,
Fatima zahra,,1757,67,Folium,Espagne,,75,,,,,,,,,,
Fatima zahra,,1757,68,Forces à drapier,Allemagne,,3 060,,,,,,,,3 190,,
Fatima zahra,,1757,68,Forces à drapier,Geneve,,130,,,,,,,,3 190,,
Fatima zahra,,1757,68,Fourures de soye,Levant,,5 329,,,,,,,,,,
Fatima zahra,,1757,68,Fromage ; commun,Allemagne,,7 645,7,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; commun,Angleterre,,5 272,,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; commun,Espagne,,15 782,10,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; commun,Flandre,,66,15,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; commun,Geneve,,38 641,4,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; commun,Italie,,7 138,18,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; commun,Levant,,485,,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; commun,Nord,,7 475,,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; commun,Savoye,,151 335,2,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; commun,Suisse,,452 638,16,686 480,12,,,,,2 178 676,14,
Fatima zahra,,1757,68,Fromage ; de Gruyeres,Geneve,,51 996,14,316 497,1,,,,,2 178 676,14,
