Data entry by,Source,Year,Sheet,Marchandises,Pays,Quotités,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks
Karim Benyagoub,AN F12 245,1777,21,Cacao,Espagne,151 307,201 652,,,,2 192 408,
Karim Benyagoub,AN F12 245,1777,21,Cacao,Hollande,38 150,45 105,,,,2 192 408,
Karim Benyagoub,AN F12 245,1777,21,Cacao,Genes,3 600,4 680,,,,2 192 408,
Karim Benyagoub,AN F12 245,1777,21,Cacao,Portugal,88 590,53 974,,,,2 192 408,
Karim Benyagoub,AN F12 245,1777,21,Cacao,Savoye,57 744,75 067,,,,2 192 408,
Karim Benyagoub,AN F12 245,1777,21,Cacao,Isles,1 728 019,1 811 930,,,,2 192 408,
Karim Benyagoub,AN F12 245,1777,23,Caffé;des Isles,Flandre,2 225,1 335,40 619 154,,,40 731 486,
Karim Benyagoub,AN F12 245,1777,23,Caffé;des Isles,Naples,7 550,6 796,40 619 154,,,40 731 486,
Karim Benyagoub,AN F12 245,1777,23,Caffé;des Isles,Isles,74 940 516,40 611 023,40 619 154,,,40 731 486,
Karim Benyagoub,AN F12 245,1777,23,Café; de Levant,Levant,74 197,111 295,,,,40 731 486,
Karim Benyagoub,AN F12 245,1777,23,Café; de Moka,Flandre,610,1 037,,,,40 731 486,
Karim Benyagoub,AN F12 245,1777,23,Camphre,Hollande,2 975,8 622,,,,,
Karim Benyagoub,AN F12 245,1777,23,Canefice,Isles,143 829,33 487,,,,,
Karim Benyagoub,AN F12 245,1777,25,Canelle,Espagne,1 034,11 149,,,,177 113,
Karim Benyagoub,AN F12 245,1777,25,Canelle,Hollande,15 828,149 964,,,,177 113,
Karim Benyagoub,AN F12 245,1777,25,Canelle,Genes,1 600,16 000,,,,177 113,
Karim Benyagoub,AN F12 245,1777,25,Canelles ocyrez,Hollande,5 815,2 412,,,,,
Karim Benyagoub,AN F12 245,1777,25,Canons;de fer,Danemark,40 000,8 000,312 616,,,312 616,
Karim Benyagoub,AN F12 245,1777,25,Canons;de fer,Flandre,229 775,34 466,312 616,,,312 616,
Karim Benyagoub,AN F12 245,1777,25,Canons;de fer,Hollande,118 000,17 700,312 616,,,312 616,
Karim Benyagoub,AN F12 245,1777,25,Canons;de fer,Nord,139,252 450,312 616,,,312 616,
Karim Benyagoub,AN F12 245,1777,25,Cantarides,Italie,36 042,108 126,,,,,
Karim Benyagoub,AN F12 245,1777,25,Capilaire,Flandre,,1 410,,,,,
Karim Benyagoub,AN F12 245,1777,25,Capres,Espagne,7 380,3 690,,,,5 440,
Karim Benyagoub,AN F12 245,1777,25,Capres,Italie,3 500,1 750,,,,5 440,
Karim Benyagoub,AN F12 245,1777,25,Cardes à carder,Hollande,2 745,5 764,,,,,
Karim Benyagoub,AN F12 245,1777,25,Carosses,Flandre,5,16 000,,,,,
Karim Benyagoub,AN F12 245,1777,25,Carreaux;noir,Allemagne,,7 044,,,,7 044,
Karim Benyagoub,AN F12 245,1777,25,Cartes;géographiques,Angleterre,1 820,10 920,15 070,,,15 070,
Karim Benyagoub,AN F12 245,1777,25,Cartes;géographiques,Hollande,415,4 150,15 070,,,15 070,
Karim Benyagoub,AN F12 245,1777,25,Carubi,Savoye,11 459,1 145,,,,,
Karim Benyagoub,AN F12 245,1777,25,Cassis lignes,Hollande,700,2 800,,,,,
Karim Benyagoub,AN F12 245,1777,25,Caves garnies,Hollande,1 210,7 260,,,,,
Karim Benyagoub,AN F12 245,1777,25,Cauris,Flandre,43 880,39 492,,,,77 402,
Karim Benyagoub,AN F12 245,1777,25,Cauris,Hollande,44 600,37 910,,,,77 402,
Karim Benyagoub,AN F12 245,1777,25,Ceintures de laine,Espagne,513,6 162,,,,7 512,
Karim Benyagoub,AN F12 245,1777,25,Ceintures de laine,Savoye,675,1 350,,,,7 512,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;flore,Flandre,765,1 912,,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;caleinée,Nord,11 765,4 682,,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;casseaux,Nord,138,62 244,,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;de chaux,Flandre,22,1 100,,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;commune,savoye,1 034,3 102,,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;gravelée,Allemagne,95 920,38 040,46 152,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;gravelée,Hollande,27 040,8 112,46 152,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;potasse,Allemagne,127 796,40 869,293 650,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;potasse,Flandre,19 705,9 634,293 650,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;potasse,Hollande,78 875,30 787,293 650,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;potasse,Nord,510 589,204 985,293 650,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;potasse,Suede,14 750,7 375,293 650,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;sedassé,Hollande,38,30 666,37 791,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cendre;sedassé,Nord,14,7 125,37 791,,,450 633,
Chaker Hamzaoui,AN F12 245,1777,27,cercles;ocloir,Allemagne,293 550,7 401,,,,33 960,
Chaker Hamzaoui,AN F12 245,1777,27,cercles;ocloir,Flandre,167 900,6 296,,,,33 960,
Chaker Hamzaoui,AN F12 245,1777,27,cercles;ocloir,Italie,17 090,8 545,,,,33 960,
Chaker Hamzaoui,AN F12 245,1777,27,cercles;ocloir,Naples,6 700,2 680,,,,33 960,
Chaker Hamzaoui,AN F12 245,1777,27,cercles;ocloir,Genes,22 597,9 038,,,,33 960,
Chaker Hamzaoui,AN F12 245,1777,27,Ceruse,Flandre,23 440,5 770,,,,439 430,
Chaker Hamzaoui,AN F12 245,1777,27,Ceruse,Hollande,1 804 665,433 660,,,,439 430,
Chaker Hamzaoui,AN F12 245,1777,27,chaises;de commodite,Hollande,214,1 284,,,,10 884,
Chaker Hamzaoui,AN F12 245,1777,27,chaises;de poste,Angleterre,,9 600,,,,10 884,
Chaker Hamzaoui,AN F12 245,1777,27,chandelle,Allemagne,15 248,7 624,,,,20 086,
Chaker Hamzaoui,AN F12 245,1777,27,chandelle,Danemark,4 735,2 367,,,,20 086,
Chaker Hamzaoui,AN F12 245,1777,27,chandelle,Hollande,2 330,1 226,,,,20 086,
Chaker Hamzaoui,AN F12 245,1777,27,chandelle,Genes,2 695,1 347,,,,20 086,
Chaker Hamzaoui,AN F12 245,1777,27,chandelle,Russie,4 490,2 338,,,,20 086,
Chaker Hamzaoui,AN F12 245,1777,27,chandelle,savoye,12 869,5 184,,,,20 086,
Chaker Hamzaoui,AN F12 245,1777,27,chanvre;battu,savoye,97 040,38 816,,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,27,chanvre;cru,Hollande,853 920,255 376,3 120 892,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,27,chanvre;cru,Italie,1 763 171,352 634,3 120 892,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,27,chanvre;cru,Naples,643 329,128 665,3 120 892,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,27,chanvre;cru,Genes,56 290,11 258,3 120 892,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,27,chanvre;cru,Nord,1 498 641,417 891,3 120 892,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,27,chanvre;cru,Russie,6 493 595,1 948 078,3 120 892,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,27,chanvre;cru,savoye,24 950,4 990,3 120 892,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,27,chanvre;cru,Suede,10 000,2 000,3 120 892,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre;peigné,Allemagne,4 216,2 389,162 080,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre;peigné,Espagne,20 000,12 000,162 080,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre;peigné,Hollande,50 015,20 006,162 080,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre;peigné,Italie,4 774,2 351,162 080,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre;peigné,Naples,57 234,34 340,162 080,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre;peigné,Russie,161 840,64 736,162 080,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre;peigné,savoye,17 551,8 775,162 080,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre;peigné,Suisse,29 139,17 483,162 080,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre; en rame,hollande,287 130,86 139,582 685,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre; en rame,Nord,6 900,2 070,582 685,,,3 904 473,
Chaker Hamzaoui,AN F12 245,1777,29,chanvre; en rame,Russie,1 748 255,494 476,582 685,,,3 904 473,
,AN F12 245,1777,29,chapeaux en paille,Italie,656,65 600,,,,65 600,
Fatima Z.,AN F12 245,1777,31,Charbon; de bois,Allemagne,4 084,81 680,121 256,,,2 499 807,
Fatima Z.,AN F12 245,1777,31,Charbon; de bois,Espagne,60 000,12 000,121 256,,,2 499 807,
Fatima Z.,AN F12 245,1777,31,Charbon; de bois,Italie,820 000,24 600,121 256,,,2 499 807,
Fatima Z.,AN F12 245,1777,31,Charbon; de bois,Naples,85 000,2 976,121 256,,,2 499 807,
Fatima Z.,AN F12 245,1777,31,Charbon; de terre,Allemagne,17 300,103 800,2 378 551,,,2 499 807,
Fatima Z.,AN F12 245,1777,31,Charbon; de terre,Angleterre,20 921,1 046 068,2 378 551,,,2 499 807,
Fatima Z.,AN F12 245,1777,31,Charbon; de terre,Flandres,201 881,1 211 286,2 378 551,,,2 499 807,
Fatima Z.,AN F12 245,1777,31,Charbon; de terre,Nord,300 000,15 000,2 378 551,,,2 499 807,
Fatima Z.,AN F12 245,1777,31,Charbon; de terre,Suède,68,2 397,2 378 551,,,2 499 807,
Fatima Z.,AN F12 245,1777,31,Chaux,Flandres,160,4 800,,,,6 165,
Fatima Z.,AN F12 245,1777,31,Chaux,Savoye,36 400,1 365,,,,6 165,
Fatima Z.,AN F12 245,1777,31,Chevaux,Allemagne,284,36 320,,,,1 092 540,
Fatima Z.,AN F12 245,1777,31,Chevaux,Angleterre,912,623 550,,,,1 092 540,
Fatima Z.,AN F12 245,1777,31,Chevaux,Flandres,79,4 760,,,,1 092 540,
Fatima Z.,AN F12 245,1777,31,Chevaux,Hollande,637,382 200,,,,1 092 540,
Fatima Z.,AN F12 245,1777,31,Chevaux,Savoye,300,38 750,,,,1 092 540,
Fatima Z.,AN F12 245,1777,31,Chevaux,Suisse,35,6 960,,,,1 092 540,
Fatima Z.,AN F12 245,1777,31,Chevres,Savoye,341,3 410,,,,,
Fatima Z.,AN F12 245,1777,31,Chevrons de bois,Savoye,302,10 872,,,,,
Fatima Z.,AN F12 245,1777,33,Chiens,Angleterre,638,6 380,,,,,
Fatima Z.,AN F12 245,1777,33,Chocolat,Espagne,8 133,18 643,,,,31 672,
Fatima Z.,AN F12 245,1777,33,Chocolat,Italie,5 016,10 032,,,,31 672,
Fatima Z.,AN F12 245,1777,33,Chocolat,Naples,600,1 200,,,,31 672,
Fatima Z.,AN F12 245,1777,33,Chocolat,Savoye,898,1 797,,,,31 672,
Fatima Z.,AN F12 245,1777,33,Cinabre,Espagne,16 000,80 000,,,,85 604,
Fatima Z.,AN F12 245,1777,33,Cinabre,Hollande,1 398,5 604,,,,85 604,
Fatima Z.,AN F12 245,1777,33,Cire; jaune,Espagne,8 200,12 300,1 927 711,,,1 927 711,
Fatima Z.,AN F12 245,1777,33,Cire; jaune,Flandres,690,1 035,1 927 711,,,1 927 711,
Fatima Z.,AN F12 245,1777,33,Cire; jaune,Hollande,42 880,74 438,1 927 711,,,1 927 711,
Fatima Z.,AN F12 245,1777,33,Cire; jaune,Naples,7 500,11 250,1 927 711,,,1 927 711,
Fatima Z.,AN F12 245,1777,33,Cire; jaune,Genes,3 600,5 400,1 927 711,,,1 927 711,
Fatima Z.,AN F12 245,1777,33,Cire; jaune,Levant,659 556,989 334,1 927 711,,,1 927 711,
Fatima Z.,AN F12 245,1777,33,Cire; jaune,Nord,366 000,731 998,1 927 711,,,1 927 711,
Fatima Z.,AN F12 245,1777,33,Cire; jaune,Russie,42 933,79 228,1 927 711,,,1 927 711,
Fatima Z.,AN F12 245,1777,33,Cire; jaune,Isles,15 206,22 728,1 927 711,,,1 927 711,
Fatima Z.,AN F12 245,1777,33,Citrons et oranges,Espagne,4 438,110 956,,,,9 674,
Fatima Z.,AN F12 245,1777,33,Citrons et oranges,Flandres,139 100,10 432,,,,967 452,
Fatima Z.,AN F12 245,1777,33,Citrons et oranges,Italie,793 400,158 680,,,,967 452,
Fatima Z.,AN F12 245,1777,33,Citrons et oranges,Genes,1 636 450,327 290,,,,967 452,
Fatima Z.,AN F12 245,1777,33,Citrons et oranges,Portugal,2 203,,,,,967 452,
Fatima Z.,AN F12 245,1777,33,Citrons et oranges,Portugal,4 041 530,225 106,,,,967 452,Two quantities for Portugal
Fatima Z.,AN F12 245,1777,33,Citrons et oranges,Savoye,674 940,134 988,,,,967 452,
Fatima Z.,AN F12 245,1777,33,Civadille,Genes,4 000,4 800,,,,,
Fatima Z.,AN F12 245,1777,33,Clous de fer,Allemagne,29 757,7 439,,,,381 313,
Fatima Z.,AN F12 245,1777,33,Clous de fer,Flandres,50 903,12 825,,,,381 313,
Fatima Z.,AN F12 245,1777,33,Clous de fer,Hollande,1 264 178,355 150,,,,381 313,
Fatima Z.,AN F12 245,1777,33,Clous de fer,Nord,23 598,5 899,,,,381 313,
Fatima Z.,AN F12 245,1777,35,Cochenille,Espagne,119 748,2 184 402,,,,2 247 802,
Fatima Z.,AN F12 245,1777,35,Cochenille,Flandres,460,11 040,,,,2 247 802,
Fatima Z.,AN F12 245,1777,35,Cochenille,Hollande,34,1 360,,,,2 247 802,
Fatima Z.,AN F12 245,1777,35,Cochenille,Nord,2 000,36 000,,,,2 247 802,
Fatima Z.,AN F12 245,1777,35,Cochenille,Portugal,750,15 000,,,,2 247 802,
Fatima Z.,AN F12 245,1777,35,Cocon,Hollande,52 000,13 000,,,,199 430,
Fatima Z.,AN F12 245,1777,35,Cocon,Portugal,745 720,186 430,,,,199 430,
Fatima Z.,AN F12 245,1777,35,Cocon de soie,Savoye,2 000,3 000,,,,,
Fatima Z.,AN F12 245,1777,35,Colle; forte,Allemagne,3 500,1 400,145 987,,,744 849,
Fatima Z.,AN F12 245,1777,35,Colle; forte,Flandres,21 855,13 036,145 987,,,744 849,
Fatima Z.,AN F12 245,1777,35,Colle; forte,Hollande,279 342,131 551,145 987,,,744 849,
Fatima Z.,AN F12 245,1777,35,Colle; de poisson,Flandres,930,4 650,598 862,,,744 849,
Fatima Z.,AN F12 245,1777,35,Colle; de poisson,Hollande,116 661,582 762,598 862,,,744 849,
Fatima Z.,AN F12 245,1777,35,Colle; de poisson,Nord,675,3 375,598 862,,,744 849,
Fatima Z.,AN F12 245,1777,35,Colle; de poisson,Russie,1 615,8 075,598 862,,,744 849,
Fatima Z.,AN F12 245,1777,35,Colombine,Espagne,343 785,17 189,,,,19 630,
Fatima Z.,AN F12 245,1777,35,Colombine,Italie,24 415,2 441,,,,19 630,
Fatima Z.,AN F12 245,1777,35,Coloquintes,Espagne,3 625,3 625,,,,,
Fatima Z.,AN F12 245,1777,35,Confitures,Allemagne,9 804,7 479,,,,42 897,
Fatima Z.,AN F12 245,1777,35,Confitures,Italie,10 151,10 151,,,,42 897,
Fatima Z.,AN F12 245,1777,35,Confitures,Genes,14 045,14 045,,,,42 897,
Fatima Z.,AN F12 245,1777,35,Confitures,Isles,14 936,11 222,,,,42 897,
Fatima Z.,AN F12 245,1777,35,Conterie,Italie,1 950,1 950,,,,4 380,
Fatima Z.,AN F12 245,1777,35,Conterie,Genes,2 430,2 430,,,,4 380,
Fatima Z.,AN F12 245,1777,37,Coques levant,Genes,1 200,1 200,,,,,
Fatima Z.,AN F12 245,1777,37,Corail; brut ,Nord,1 100,1 100,,,,,
Fatima Z.,AN F12 245,1777,37,Cordages;???,Espagne,202 850,20 285,21 989,,,87 734,
Fatima Z.,AN F12 245,1777,37,Cordages;???,Savoye,6 816,1 704,21 989,,,87 734,
Fatima Z.,AN F12 245,1777,37,Cordages; de chanvre,Angleterre,4 760,1 428,39 059,,,87 734,
Fatima Z.,AN F12 245,1777,37,Cordages; de chanvre,Hollande,22 867,6 860,39 059,,,87 734,
Fatima Z.,AN F12 245,1777,37,Cordages; de chanvre,Italie,75 828,22 748,39 059,,,87 734,
Fatima Z.,AN F12 245,1777,37,Cordages; de chanvre,Savoye,26 748,8 023,39 059,,,87 734,
Fatima Z.,AN F12 245,1777,37,Cordages;???,Espagne,533 733,26 686,,,,87 734,
Fatima Z.,AN F12 245,1777,37,Cordes à boyaux,Genes,180,1 080,,,,,
Fatima Z.,AN F12 245,1777,37,Cornes; de bœuf,Allemagne,10 124,1 012,13 139,,,123 939,
Fatima Z.,AN F12 245,1777,37,Cornes; de bœuf,Angleterre,61 816,12 127,13 139,,,123 939,
Fatima Z.,AN F12 245,1777,37,Cornes; de …,Flandres,30 096,81 144,87 594,,,123 939,
Fatima Z.,AN F12 245,1777,37,Cornes; de …,Hollande,4 150,6 450,87 594,,,123 939,
Fatima Z.,AN F12 245,1777,37,Cornes; de mouton,Espagne,88 700,8 870,21 331,,,123 939,
Fatima Z.,AN F12 245,1777,37,Cornes; de mouton,Italie,45 720,6 858,21 331,,,123 939,
Fatima Z.,AN F12 245,1777,37,Cornes; de mouton,Levant,20 735,2 073,21 331,,,123 939,
Fatima Z.,AN F12 245,1777,37,Cornes; de mouton,Savoye,35 300,3 530,21 331,,,123 939,
Fatima Z.,AN F12 245,1777,37,Cornes; …,Flandres,1 250,1 875,,,,123 939,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Allemagne,659,2 518,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Flandres,232,1 160,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Hollande,1 780,8 010,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Italie,382 973,765 946,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Naples,14 834,16 317,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Genes,9 900,10 890,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Levant,739 200,1 478 400,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Portugal,1 000,2 000,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Suisse,4 901,20 729,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,37,Coton; filé,Isles,419 296,628 944,2 934 914,,,18 592 863,
Fatima Z.,AN F12 245,1777,39,Coton; en laine,Espagne,8 093,14 162,15 657 949,,,18 592 863,
Fatima Z.,AN F12 245,1777,39,Coton; en laine,Flandres,2 255,4 510,15 657 949,,,18 592 863,
Fatima Z.,AN F12 245,1777,39,Coton; en laine,Hollande,11 865,23 730,15 657 949,,,18 592 863,
Fatima Z.,AN F12 245,1777,39,Coton; en laine,Levant,8 316 210,8 316 210,15 657 949,,,18 592 863,
Fatima Z.,AN F12 245,1777,39,Coton; en laine,Portugal,613 675,767 093,15 657 949,,,18 592 863,
Fatima Z.,AN F12 245,1777,39,Coton; en laine,Isles,3 511 808,6 532 244,15 657 949,,,18 592 863,
Fatima Z.,AN F12 245,1777,39,Couperose,Angleterre,24 828,2 159,,,,142 967,
Fatima Z.,AN F12 245,1777,39,Couperose,Espagne,50 000,10 500,,,,142 967,
Fatima Z.,AN F12 245,1777,39,Couperose,Flandres,870 730,77 816,,,,142 967,
Fatima Z.,AN F12 245,1777,39,Couperose,Hollande,488 427,45 407,,,,142 967,
Fatima Z.,AN F12 245,1777,39,Couperose,Nord,13 585,6 085,,,,142 967,
Fatima Z.,AN F12 245,1777,39,Couperose,Savoye,10 000,1 000,,,,142 967,
Fatima Z.,AN F12 245,1777,39,Couteaux,Allemagne,3 226,5 705,,,,21 890,
Fatima Z.,AN F12 245,1777,39,Couteaux,Flandres,2 400,1 770,,,,21 890,
Fatima Z.,AN F12 245,1777,39,Couteaux,Hollande,8 592,14 415,,,,21 890,
Fatima Z.,AN F12 245,1777,39,Couvertures; de coton,Naples,10 410,15 615,,,,19 451,
Fatima Z.,AN F12 245,1777,39,Couvertures; de laine,Espagne,1 342,2 684,3 836,,,19 451,
Fatima Z.,AN F12 245,1777,39,Couvertures; de laine,Hollande,96,1 152,3 836,,,19 451,
Fatima Z.,AN F12 245,1777,39,Craye,Allemagne,6 770,2 031,,,,,
Fatima Z.,AN F12 245,1777,39,Creusets,Nord,,6 571,,,,,
Fatima Z.,AN F12 245,1777,39,Crin,Hollande,14 310,7 155,,,,86 352,
Fatima Z.,AN F12 245,1777,39,Crin,Levant,1 900,1 425,,,,86 352,
Fatima Z.,AN F12 245,1777,41,Crin,Nord,16 225,16 225,,,,86 352,
Fatima Z.,AN F12 245,1777,41,Crin,Russie,625,59 955,,,,86 352,
Fatima Z.,AN F12 245,1777,41,Crin,Savoye,1 990,1 592,,,,86 352,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Allemagne,62,1 860,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Angleterre,2 703,97 308,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Espagne,77 696,1 165 455,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Hollande,3 170,45 837,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Italie,70 867,10 630,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Levant,1 710 212,256 531,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Nord,1 442,18 220,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Portugal,3 196,53 534,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Savoye,14 103,6 297,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Suède,656,3 936,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; en poil,Isles,37 475,467 492,2 127 100,2 157 263,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de bœuf; tannés,Isles,60 326,30 163,2 157 263,,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de Russie,Hollande,5 900,5 900,14 450,,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de Russie,Nord,950,8 550,14 450,,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de vaches; en poil,Danemark,200,1 500,43 016,43 016,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de vaches; en poil,Espagne,1 300,9 100,43 016,43 016,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de vaches; en poil,Hollande,2 943,26 487,43 016,43 016,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de vaches; en poil,Nord,547,3 829,43 016,43 016,,2 214 729,
Fatima Z.,AN F12 245,1777,41,Cuirs; de vaches; en poil,Savoye,150,2 100,43 016,43 016,,2 214 729,
Fatima Z.,AN F12 245,1777,43,Cuivre; en bassin,Flandres,970,1 697,,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en batterie,Allemagne,1 436,2 334,30 899,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en batterie,Hollande,890,1 557,30 899,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en batterie,Nord,19 292,27 008,30 899,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; brut,Espagne,325 795,327 853,1 051 170,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; brut,Flandres,18 088,21 608,1 051 170,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; brut,Hollande,54 137,63 243,1 051 170,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; brut,Levant,444 964,622 949,1 051 170,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; brut,Nord,12 591,15 517,1 051 170,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en chaudrons,Flandres,106 753,144 116,,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en feuilles,Danemark,22 018,33 027,88 617,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en feuilles,Hollande,37 060,55 590,88 617,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en fourrure,Allemagne,459 966,646 613,781 677,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en fourrure,Flandres,28 819,43 228,781 677,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en fourrure,Hollande,61 224,91 836,781 677,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en hopitaux,Hollande,751,1 502,,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; ouvré,Espagne,2 910,5 820,227 445,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; ouvré,Hollande,137 640,208 473,227 445,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; ouvré,Nord,6 781,11 464,227 445,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; ouvré,Suède,1 055,1 688,227 445,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en planches,Flandres,46 048,64 540,417 401,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en planches,Hollande,27 350,38 137,417 401,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en planches,Nord,202 616,283 662,417 401,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en planches,Suède,9 370,13 118,417 401,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en planches,Suisse,11 215,17 944,417 401,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en platines,Hollande,18 010,23 413,,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; rouge,Suisse,1 326,2 121,,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en rozette,Allemagne,9 669,15 017,103 230,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en rozette,Danemark,31 877,31 877,103 230,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en rozette,Espagne,3 102,3 102,103 230,,,2 975 300,
Fatima Z.,AN F12 245,1777,43,Cuivre; en rozette,Flandres,2 679,2 679,103 230,,,2 975 300,
