Data entry by,Source,Year,Sheet,Marchandises,Pays,Quotités,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks
Hichem Omri,AN F12 245,1777,105,Papier; doré,Allemagne,2 650,1 590,,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ;a donblage,Hollande,12 040,3 612,,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ;--------,Italie,12 330,2 466,9 870,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ;--------,Genes,74 040,7 404,9 870,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ; d'éventail,Flandre,,2 315,,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ;--------,Allemagne,10 700,2 675,5 583,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ;--------,Hollande,7 493,2 908,5 583,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ; de musique,Flandre,220,2 200,3 200,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ; de musique,Russie,400,1 000,3 200,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ; noir,Hollande,2 675,1 605,,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier; a sucre,Hollande,5 540,1 662,,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier ; violet,Hollande,6 050,2 117,,,,465 613,
Hichem Omri,AN F12 245,1777,105,parapluyes,Italie,40,2 000,,,,,
Hichem Omri,AN F12 245,1777,105,Peaux ; d'agneaux,Espagne,792,11 088,,,,776 854,
Hichem Omri,AN F12 245,1777,105,Peaux; de castor,Flandre,1 315,6 575,15 855,,,776 854,
Hichem Omri,AN F12 245,1777,105,Peaux; de castor,Isles,1 160,9 280,15 855,,,776 854,
Hichem Omri,AN F12 245,1777,105,Peau ;de cerf,Espagne,14 166,28 368,,,,776 854,
Hichem Omri,AN F12 245,1777,105,Peau ;de chamois,Espagne,250,1 225,,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux;de chevre; apressées,Naples,13 925,41 775,188 321,231 734,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux;de chevre; apressées,Levant,57 600,144 000,188 321,231 734,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux;de chevre; apressées,Suisse,506,1 518,188 321,231 734,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux;de chevre; apressées,Isles,857,1 028,188 321,231 734,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux;de chevre; en poil,Allemagne,50,1 096,43 413,231 734,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux;de chevre; en poil,Espagne,1 421,16 840,43 413,231 734,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux;de chevre; en poil,Italie,6 000,6 000,43 413,231 734,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux;de chevre; en poil,Savoye,16 761,18 077,43 413,231 734,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux;de chevre; en poil,Suisse,70,1 400,43 413,231 734,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de chevreuil,Espagne,14 234,28 468,29 700,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de chevreuil,Isles,744,1 232,29 700,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de chien de mer,Portugal,803,14 467,,,,776 854,
Fatima Z.,AN F12 245,1777,107,"Peaux, de cignes? ",Hollande,,5 719,,,,776 854,
Fatima Z.,AN F12 245,1777,107,peaux; de fouines ,Espagne,29,1 334,,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de lievres,Allemagne,2 549,2 292,163 026,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de lievres,Espagne,9 418,14 127,163 026,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de lievres,Italie,71 348,107 022,163 026,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de lievres,Gènes,3 074,7 685,163 026,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de lievres,Levant,10 400,20 800,163 026,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de lievres,Nord,3 881,3 881,163 026,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de lievres,Russie,,2 825,163 026,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de lievres,Savoye,2 061,4 394,163 026,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de loup; de bois,Hollande,2 635,13 175,29 665,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de loup; cervier,Flandres,389,3 890,16 490,29 665,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de loup; cervier,Hollande,700,12 600,16 490,29 665,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de maroquin,Levant,1 400,1 750,7 960,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de maroquin,Portugal,,6 210,7 960,,,776 854,
Fatima Z.,AN F12 245,1777,107,"Peaux, de martre",Flandres,1 431,5 724,6 876,,,776 854,
Fatima Z.,AN F12 245,1777,107,"Peaux, de martre",Hollande,96,1 152,6 876,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de moutons; en laine,Espagne,30 076,30 076,31 169,31 169,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; de moutons; en laine,Savoye,91,1 093,31 169,31 169,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; d'origneaux,Espagne,12 100,27 225,,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; d'ours,Flandres,29,5 900,27 000,,,776 854,
Fatima Z.,AN F12 245,1777,107,Peaux; d'ours,Hollande,2 110,21 100,27 000,,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; de petit gris,Russie,34,1 700,,,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; sauvagines,Espagne,,3 120,,,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; de veau; en poil,Gènes,71,1 562,62 151,,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; de veau; en poil,Hollande,8 373,25 119,62 151,,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; de veau; en poil,Nord,600,1 800,62 151,,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; de veau; en poil,Savoye,56 516,28 258,62 151,,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; de veau; en poil,Suisse,246,5 412,62 151,,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; apressées,Allemagne,,7 269,61 370,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; apressées,Angleterre,,11 900,61 370,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; apressées,Flandres,1 974,4 935,61 370,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; apressées,Hollande,2 916,5 832,61 370,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; apressées,Russie,12 963,25 926,61 370,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; apressées,Savoye,1 377,5 508,61 370,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; crue,Flandres,1 302,1 727,16 102,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; crue,Hollande,8 651,8 651,16 102,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; crue,Nord,2 970,2 970,16 102,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peaux; pelleterie; crue,Russie,2 754,2 754,16 102,77 472,,776 854,
Fatima Z.,AN F12 245,1777,109,Peignes; de corne,Flandres,309,1 854,,,,3 614,
Fatima Z.,AN F12 245,1777,109,Peignes; d'yvoire,Flandres,44,1 760,,,,3 614,
Fatima Z.,AN F12 245,1777,109,Pelles de bois,Allemagne,37 135,9 284,,,,,
Fatima Z.,AN F12 245,1777,109,Piastres,Espagne,320 409,1 678 128,,,,1 724 128,
Fatima Z.,AN F12 245,1777,109,Piastres,Portugal,,46 000,,,,1 724 128,
Fatima Z.,AN F12 245,1777,111,Pierres; à bâtir,Allemagne,19 420,19 422,24 175,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; à bâtir,Savoye,158,4 753,24 175,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; de composition,Suisse,1 231,29 544,,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; éclatentes,Suisse,184,5 520,,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; à éguiser,Italie,10 000,2 000,3 000,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; à éguiser,Nord,200,1 000,3 000,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; d'emeri,Flandres,12 950,2 590,59 590,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; d'emeri,Levant,285 000,57 000,59 590,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; à faux,Allemagne,9 655,1 931,21 019,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; à faux,Levant,95 444,19 088,21 019,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; de Malte ,Naples,100,1 000,,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pierres; ponce,Naples,20 900,2 090,,,,145 938,
Fatima Z.,AN F12 245,1777,111,Pignons d'épine,Espagne,10 424,2 606,,,,3 943,
Fatima Z.,AN F12 245,1777,111,Pignons d'épine,Italie,5 350,1 337,,,,3 943,
Fatima Z.,AN F12 245,1777,111,Piment,Flandres,61 853,30 926,,,,60 041,
Fatima Z.,AN F12 245,1777,111,Piment,Hollande,31 032,15 515,,,,60 041,
Fatima Z.,AN F12 245,1777,111,Piment,Savoye,13 600,13 600,,,,60 041,
Fatima Z.,AN F12 245,1777,111,Pipes à fumer,Hollande,16 593,49 781,,,,50 761,
Fatima Z.,AN F12 245,1777,111,Pipes à fumer,Suisse,4 000,1 000,,,,50 761,
Fatima Z.,AN F12 245,1777,111,Planches; de chesne,Allemagne,243 655,506 810,661 042,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Planches; de chesne,Angleterre,,10 950,661 042,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Planches; de chesne,Hollande,45 007,90 014,661 042,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Planches; de chesne,gènes,485,9 700,661 042,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Planches; de chesne,Nord,2 170,17 440,661 042,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Planches; de chesne,Russie,336,2 688,661 042,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Planches; de chesne,Suède,2 930,23 440,661 042,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Palnches; de Prusse,Nord,5 030,30 180,,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Palnches; de sapin,Allemagne,236 653,236 653,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Palnches; de sapin,Danemark,892 799,892 799,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,111,Palnches; de sapin,Espagne,1 666,1 666,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,113,Palnches; de sapin,Hollande,138 341,138 341,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,113,Palnches; de sapin,Italie,265,3 180,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,113,Palnches; de sapin,Levant,908,8 172,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,113,Palnches; de sapin,Nord,1 381 305,2 762 611,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,113,Palnches; de sapin,Russie,60 674,60 674,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,113,Palnches; de sapin,Savoye,1 307,11 763,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,113,Palnches; de sapin,Suède,1 043 447,1 043 447,5 159 306,,,5 850 528,
Fatima Z.,AN F12 245,1777,113,Platre,Italie,110,1 100,,,,76 758,
Fatima Z.,AN F12 245,1777,113,Platre,Savoye,378 290,75 658,,,,76 758,
Fatima Z.,AN F12 245,1777,113,Ploq,Angleterre,31 280,4 692,,,,5 812,
Fatima Z.,AN F12 245,1777,113,Ploq,Flandres,5 600,1 120,,,,5 812,
Fatima Z.,AN F12 245,1777,113,Plomb; en grénailles,Flandres,12 930,3 879,80 345,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en grénailles,Hollande,219 166,52 591,80 345,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en grénailles,Nord,95 500,23 875,80 345,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en planches,Espagne,98 250,24 562,27 782,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en planches,Hollande,16 100,3 220,27 782,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en rouleaux,Hollande,8 875,2 218,,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en saumon,Allemagne,156 905,36 171,2 005 514,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en saumon,Angleterre,2 587 768,525 133,2 005 514,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en saumon,Espagne,1 500 105,300 021,2 005 514,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en saumon,Flandres,849 078,169 815,2 005 514,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en saumon,Hollande,1 398 425,280 596,2 005 514,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en saumon,Italie,10 000,2 000,2 005 514,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en saumon,Gènes,26 720,5 344,2 005 514,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en saumon,Nord,3 157 748,631 548,2 005 514,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en saumon,Savoye,274 430,54 886,2 005 514,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en tables,Flandres,138 920,35 469,46 108,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plomb; en tables,Hollande,35 465,10 639,46 108,,,2 161 967,
Fatima Z.,AN F12 245,1777,113,Plumes; d'autruche apressées,Hollande,22,1 760,,,,161 393,
Fatima Z.,AN F12 245,1777,113,Plumes; à écrire,Hollande,12 227,22 607,89 803,,,161 393,
Fatima Z.,AN F12 245,1777,113,Plumes; à écrire,Nord,35 598,67 196,89 803,,,161 393,
Fatima Z.,AN F12 245,1777,113,Plumes; d'edredon,Flandres,,1 048,20 798,,,161 393,
Fatima Z.,AN F12 245,1777,113,Plumes; d'edredon,Nord,1 795,17 950,20 798,,,161 393,
Fatima Z.,AN F12 245,1777,113,Plumes; d'edredon,Russie,,1 800,20 798,,,161 393,
Fatima Z.,AN F12 245,1777,115,Plumes; à lit,Espagne,1 900,1 900,49 032,,,161 393,
Fatima Z.,AN F12 245,1777,115,Plumes; à lit,Hollande,10 119,12 077,49 032,,,161 393,
Fatima Z.,AN F12 245,1777,115,Plumes; à lit,Italie,9 846,9 846,49 032,,,161 393,
Fatima Z.,AN F12 245,1777,115,Plumes; à lit,Naples,2 790,2 790,49 032,,,161 393,
Fatima Z.,AN F12 245,1777,115,Plumes; à lit,Nord,18 683,22 419,49 032,,,161 393,
Fatima Z.,AN F12 245,1777,115,Poil de sanglier,Hollande,4 551,4 012,,,,,
Fatima Z.,AN F12 245,1777,115,Poissons; frais,Allemagne,2 405,1 202,,,,45 088,
Fatima Z.,AN F12 244,1777,115,Poissons; de mer,Flandres,1 942,,,,,45 088,
Fatima Z.,AN F12 245,1777,115,Poissons; de mer,Flandres,128,41 912,,,,45 088,2 Qtités pour Flandres
Fatima Z.,AN F12 245,1777,115,Poissons; salés,Savoye,7 896,1 974,,,,45 088,
Fatima Z.,AN F12 245,1777,115,Poivre,Angleterre,10 325,13 938,,,,620 834,
Fatima Z.,AN F12 245,1777,115,Poivre,Espagne,4 000,5 000,,,,620 834,
Fatima Z.,AN F12 245,1777,115,Poivre,Flandres,155 927,218 610,,,,620 834,
Fatima Z.,AN F12 245,1777,115,Poivre,Hollande,249 801,291 786,,,,620 834,
Fatima Z.,AN F12 245,1777,115,Poivre,Indes,61 000,91 500,,,,620 834,
Fatima Z.,AN F12 245,1777,115,Poix,Espagne,79 088,9 772,,,,11 957,
Fatima Z.,AN F12 245,1777,115,Poix,Hollande,10 925,2 185,,,,11 957,
Fatima Z.,AN F12 245,1777,115,Porcs; gras,Allemagne,2 267,90 851,109 844,,,111 024,
Fatima Z.,AN F12 245,1777,115,Porcs; gras,Flandres,69,2 484,109 844,,,111 024,
Fatima Z.,AN F12 245,1777,115,Porcs; gras,Savoye,294,11 785,109 844,,,111 024,
Fatima Z.,AN F12 245,1777,115,Porcs; gras,Suisse,130,4 724,109 844,,,111 024,
Fatima Z.,AN F12 245,1777,115,Porcs; porcelets,Allemagne,118,1 180,,,,111 024,
Fatima Z.,AN F12 245,1777,117,Porcelaine,Allemagne,1 657,12 220,,,,38 784,
Fatima Z.,AN F12 245,1777,117,Porcelaine,Angleterre,266,1 330,,,,38 784,
Fatima Z.,AN F12 245,1777,117,Porcelaine,Danemark,560,2 800,,,,38 784,
Fatima Z.,AN F12 245,1777,117,Porcelaine,Flandres,674,3 370,,,,38 784,
Fatima Z.,AN F12 245,1777,117,Porcelaine,Nord,365,1 825,,,,38 784,
Fatima Z.,AN F12 245,1777,117,Porcelaine,Savoye,2 917,14 585,,,,38 784,
Fatima Z.,AN F12 245,1777,117,Porcelaine,Suisse,702,1 404,,,,38 784,
Fatima Z.,AN F12 245,1777,117,Porcelaine,Indes,5,1 250,,,,38 784,
Fatima Z.,AN F12 245,1777,117,Potin,Allemagne,189 940,30 143,,,,58 747,
Fatima Z.,AN F12 245,1777,117,Potin,Flandres,3 985,3 586,,,,58 747,
Fatima Z.,AN F12 245,1777,117,Potin,Hollande,43 235,25 018,,,,58 747,
Fatima Z.,AN F12 245,1777,117,Potterie; de grès,Allemagne,9 800,2 707,,,,93 253,
Fatima Z.,AN F12 245,1777,117,Potterie; de terre,Allemagne,2 311,6 928,90 546,,,93 253,
Fatima Z.,AN F12 245,1777,117,Potterie; de terre,Italie,52 577,52 577,90 546,,,93 253,
Fatima Z.,AN F12 245,1777,117,Potterie; de terre,gènes,29 316,29 316,90 546,,,93 253,
Fatima Z.,AN F12 245,1777,117,Potterie; de terre,Savoye,26 500,1 725,90 546,,,93 253,
Fatima Z.,AN F12 245,1777,117,Poudre à canon,Hollande,37 800,29 750,147 750,,,147 750,
Fatima Z.,AN F12 245,1777,117,Poudre à canon,Italie,100 000,100 000,147 750,,,147 750,
Fatima Z.,AN F12 245,1777,117,Poudre à canon,Nord,20 000,18 000,147 750,,,147 750,
Fatima Z.,AN F12 245,1777,117,Poutres,Danemark,957,14 355,,,,17 499,
Fatima Z.,AN F12 245,1777,117,Poutres,Nord,222,1 284,,,,17 499,
Fatima Z.,AN F12 245,1777,117,Poutres,Savoye,93,1 860,,,,17 499,
Fatima Z.,AN F12 245,1777,117,Poutrelles,Danemark,2 007,5 768,,,,,
Fatima Z.,AN F12 245,1777,117,Précipité,Hollande,307,1 535,,,,,
Fatima Z.,AN F12 245,1777,117,Provisions,Allemagne,,1 911,,,,,
Fatima Z.,AN F12 245,1777,119,Quincaille; de cuivre,Allemagne,6 927,12 251,27 631,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincaille; de cuivre,Flandres,3 851,7 787,27 631,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincaille; de cuivre,Hollande,2 792,4 188,27 631,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincaille; de cuivre,Nord,1 549,3 405,27 631,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincaille; de fer,Allemagne,390 741,237 593,716 637,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincaille; de fer,Flandres,195 943,128 807,716 637,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincaille; de fer,Hollande,544 081,339 275,716 637,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincaille; de fer,Nord,17 539,10 962,716 637,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincalle; de fer et acier,Allemagne,35 586,35 586,139 006,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincalle; de fer et acier,Espagne,6 832,6 034,139 006,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincalle; de fer et acier,Hollande,78 084,78 084,139 006,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincalle; de fer et acier,Italie,1 549,1 549,139 006,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincalle; de fer et acier,Savoye,16 066,16 066,139 006,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quincalle; de fer et acier,Suisse,1 687,1 687,139 006,,,883 274,
Fatima Z.,AN F12 245,1777,119,Quinquina,Espagne,65 345,156 346,,,,158 738,
Fatima Z.,AN F12 245,1777,119,Quinquina,Hollande,,2 392,,,,158 738,
Fatima Z.,AN F12 245,1777,119,Racines; d'aliz..,Espagne,229 856,68 956,,,,358 366,
Fatima Z.,AN F12 245,1777,119,Racines; d'aliz..,Hollande,964 700,289 410,,,,358 366,
Fatima Z.,AN F12 245,1777,119,Rassade,Flandres,1 930,1 930,,,,26 770,
Fatima Z.,AN F12 245,1777,119,Rassade,Hollande,18 951,18 951,,,,26 770,
Fatima Z.,AN F12 245,1777,119,Rassade,Portugal,8 413,5 889,,,,26 770,
Fatima Z.,AN F12 245,1777,119,Reglisse,Espagne,193 895,21 625,,,,26 385,
Fatima Z.,AN F12 245,1777,119,Reglisse,Savoye,23 800,4 760,,,,26 385,
Fatima Z.,AN F12 245,1777,121,Riz,Angleterre,2 193 135,438 627,,,,2 960 931,
Fatima Z.,AN F12 245,1777,121,Riz,Espagne,484 215,96 843,,,,2 960 931,
Fatima Z.,AN F12 245,1777,121,Riz,Flandres,88 781,17 756,,,,2 960 931,
Fatima Z.,AN F12 245,1777,121,Riz,Hollande,3 410 330,850 300,,,,2 960 931,
Fatima Z.,AN F12 245,1777,121,Riz,Italie,266 565,53 313,,,,2 960 931,
Fatima Z.,AN F12 245,1777,121,Riz,Gènes,874 097,174 819,,,,2 960 931,
Fatima Z.,AN F12 245,1777,121,Riz,Levant,2 714 040,542 808,,,,2 960 931,
Fatima Z.,AN F12 245,1777,121,Riz,Savoye,1 568 198,313 639,,,,2 960 931,
Fatima Z.,AN F12 245,1777,121,Riz,Isles,2 283 755,472 826,,,,2 960 931,
Fatima Z.,AN F12 245,1777,121,Rocou,Espagne,34 150,25 612,,,,278 536,
Fatima Z.,AN F12 245,1777,121,Rocou,Isles,227 119,252 924,,,,278 536,
Fatima Z.,AN F12 245,1777,121,Rognures; de c..,Allemagne,15 980,1 598,6 799,,,12 604,
Fatima Z.,AN F12 245,1777,121,Rognures; de c..,Espagne,14 390,2 878,6 799,,,12 604,
Fatima Z.,AN F12 245,1777,121,Rognures; de c..,Portugal,6 065,1 213,6 799,,,12 604,
Fatima Z.,AN F12 245,1777,121,Rognures; de c..,Savoye,11 100,1 110,6 799,,,12 604,
Fatima Z.,AN F12 245,1777,121,Rognures; de peaux,Portugal,1 800,3 600,,,,12 604,
Fatima Z.,AN F12 245,1777,121,Rognures; dyvoire,Portugal,,2 205,,,,12 604,
Fatima Z.,AN F12 245,1777,121,Rogues,Danemark,5 106,229 770,,,,245 475,
Fatima Z.,AN F12 245,1777,121,Rogues,Hollande,349,15 705,,,,245 475,
Fatima Z.,AN F12 245,1777,121,Rozeaux,Espagne,45 200,8 240,,,,,
Fatima Z.,AN F12 245,1777,123,Rubans; de fil,Allemagne,622 382,622 382,668 795,,,668 795,
Fatima Z.,AN F12 245,1777,123,Rubans; de fil,Flandres,10 722,26 805,668 795,,,668 795,
Fatima Z.,AN F12 245,1777,123,Rubans; de fil,Hollande,3 268,19 608,668 795,,,668 795,
Fatima Z.,AN F12 245,1777,123,Sabots,Allemagne,111,5 550,,,,,
Fatima Z.,AN F12 245,1777,123,Sacs vides,Savoye,2 165,2 165,,,,,
Fatima Z.,AN F12 245,1777,123,Saffran,Espagne,6 600,132 000,,,,135 450,
Fatima Z.,AN F12 245,1777,123,Saffran,Hollande,230,3 450,,,,135 450,
Fatima Z.,AN F12 245,1777,123,Saffranum,Italie,38 793,29 095,,,,74 095,
Fatima Z.,AN F12 245,1777,123,Saffranum,Levant,40 000,30 000,,,,74 095,
Fatima Z.,AN F12 245,1777,123,Saffranum,Savoye,20 000,15 000,,,,74 095,
Fatima Z.,AN F12 245,1777,123,Sagou,Hollande,,1 085,,,,,
Fatima Z.,AN F12 245,1777,123,Salpetre,Levant,60 400,24 160,,,,189 910,
Fatima Z.,AN F12 245,1777,123,Salpetre,Indes,331 500,165 750,,,,189 910,
Fatima Z.,AN F12 245,1777,123,Salsepareille,Espagne,9 795,29 325,,,,204 137,
Fatima Z.,AN F12 245,1777,123,Salsepareille,Hollande,30 505,105 982,,,,204 137,
Fatima Z.,AN F12 245,1777,123,Salsepareille,Italie,1 400,4 200,,,,204 137,
Fatima Z.,AN F12 245,1777,123,Salsepareille,gènes,5 000,15 000,,,,204 137,
Fatima Z.,AN F12 245,1777,123,Salsepareille,Portugal,16 892,49 630,,,,204 137,
Fatima Z.,AN F12 245,1777,123,Sandarac,Hollande,32 595,29 335,,,,,
Fatima Z.,AN F12 245,1777,123,Sanguine,Allemagne,8 087,8 087,,,,14 007,
Fatima Z.,AN F12 245,1777,123,Sanguine,Hollande,1 556,5 920,,,,14 007,
Fatima Z.,AN F12 245,1777,123,Sapins,Danemark,13 805,11 789,,,,,
Fatima Z.,AN F12 245,1777,125,Sardines salées,Espagne,4 532,36 256,,,,,
Fatima Z.,AN F12 245,1777,125,Saucissons,Italie,9 200,11 040,,,,12 535,
Fatima Z.,AN F12 245,1777,125,Saucissons,Savoye,997,1 495,,,,12 535,
Fatima Z.,AN F12 245,1777,125,Saumons; frais,Flandres,1 942,38 840,,,,322 749,
Fatima Z.,AN F12 245,1777,125,Saumons; mariné,Angleterre,265 342,92 903,,,,322 749,
Fatima Z.,AN F12 245,1777,125,Saumons; salée,Angleterre,262 000,52 400,191 006,,,322 749,
Fatima Z.,AN F12 245,1777,125,Saumons; salée,Danemark,5 945,2 080,191 006,,,322 749,
Fatima Z.,AN F12 245,1777,125,Saumons; salée,Hollande,428 244,136 526,191 006,,,322 749,
Fatima Z.,AN F12 245,1777,125,Saumure,Espagne,5 400,1 080,,,,,
Fatima Z.,AN F12 245,1777,125,Savon,Espagne,7 595,3 038,,,,,
Fatima Z.,AN F12 245,1777,125,Scamonée,Hollande,154,1 540,,,,13 540,
Fatima Z.,AN F12 245,1777,125,Scamonée,Levant,1 200,12 000,,,,13 540,
Fatima Z.,AN F12 245,1777,125,Seaux de bois,Allemagne,198,2 376,,,,3 672,
Fatima Z.,AN F12 245,1777,125,Seaux de bois,Savoye,108,1 296,,,,3 672,
Fatima Z.,AN F12 245,1777,125,Sel,Espagne,503,7 545,,,,14 965,
Fatima Z.,AN F12 245,1777,125,Sel,Portugal,106,7 420,,,,14 965,
Fatima Z.,AN F12 245,1777,127,Sel; ammoniac,Levant,117 400,176 100,,,,253 138,
Fatima Z.,AN F12 245,1777,127,Sel; chimique,Allemagne,420,4 200,,,,253 138,
Fatima Z.,AN F12 245,1777,127,Sel; de glauber,Flandres,20 875,41 750,,,,253 138,
Fatima Z.,AN F12 245,1777,127,Sel;de saturne,Hollande,12 781,31 088,,,,253 138,
