Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Deniers,Leur Valeur (sub-total 1),Deniers,Leur Valeur (sub-total 2),deniers,Total,Deniers,Remarks,
Fatima zahra,,1759,31,Confitures,Espagne,,987,10,,,,,33 107,3,,
Fatima zahra,,1759,31,Confitures,Hollande,,75,,,,,,33 107,3,,
Fatima zahra,,1759,31,Confitures,Isles,,578,8,,,,,33 107,3,,
Fatima zahra,,1759,31,Confitures,Italie,,740,,,,,,33 107,3,,
Fatima zahra,,1759,31,Confitures,Naples,,400,,,,,,33 107,3,,
Fatima zahra,,1759,32,Confitures,Genes,,22 600,15,,,,,33 107,3,,
Fatima zahra,,1759,32,Confitures,Portugal,,60,10,,,,,33 107,3,,
Fatima zahra,,1759,32,Confitures,Savoye,,3 043,,,,,,33 107,3,,
Fatima zahra,,1759,32,Conserve de roze,Espagne,,750,,,,,,,,,
Fatima zahra,,1759,32,Conterie,Italie,,2 340,,,,,,6 940,,,
Fatima zahra,,1759,32,Conterie,Genes,,3 300,,,,,,6 940,,,
Fatima zahra,,1759,32,Conterie,Savoye,,1 300,,,,,,6 940,,,
Fatima zahra,,1759,32,Contrabierre,Hollande,,450,,,,,,,,,
Fatima zahra,,1759,32,Contrefoyer de fer,Hollande,,408,,,,,,,,,
Fatima zahra,,1759,32,Coque Levant,Hollande,,167,8,,,,,1 067,8,,
Fatima zahra,,1759,32,Coque Levant,Levant,,900,,,,,,1 067,8,,
Fatima zahra,,1759,32,Coquilles de mer,Espagne,,2 350,,,,,,14 684,2,,
Fatima zahra,,1759,32,Coquilles de mer,Flandre,,1 800,,,,,,14 684,2,,
Fatima zahra,,1759,32,Coquilles de mer,Hollande,,9 544,2,,,,,14 684,2,,
Fatima zahra,,1759,32,Coquilles de mer,Genes,,900,,,,,,14 684,2,,
Fatima zahra,,1759,32,Coquilles de mer,Levant,,90,,,,,,14 684,2,,
Fatima zahra,,1759,32,Corail ; blanc,Hollande,,55,,,,,,55,,,
Fatima zahra,,1759,32,Corbeilles d'ozier,Italie,,14 814,,,,,,34 020,,,
Fatima zahra,,1759,32,Corbeilles d'ozier,Genes,,18 846,,,,,,34 020,,,
Fatima zahra,,1759,32,Corbeilles d'ozier,Savoye,,360,,,,,,34 020,,,
Fatima zahra,,1759,32,Cordage ; d'auf,Espagne,,5 572,13,5 872,13,,,30 440,3,,
Fatima zahra,,1759,32,Cordage ; d'auf,Italie,,300,,5 872,13,,,30 440,3,,
Fatima zahra,,1759,33,Cordage ; de chanvre,Danemark,,171,18,5 646,19,,,30 440,3,,
Fatima zahra,,1759,33,Cordage ; de chanvre,Espagne,,1 900,,5 646,19,,,30 440,3,,
Fatima zahra,,1759,33,Cordage ; de chanvre,Flandre,,63,15,5 646,19,,,30 440,3,,
Fatima zahra,,1759,33,Cordage ; de chanvre,Hollande,,114,12,5 646,19,,,30 440,3,,
Fatima zahra,,1759,33,Cordage ; de chanvre,Italie,,1 176,,5 646,19,,,30 440,3,,
Fatima zahra,,1759,33,Cordage ; de chanvre,Savoye,,2 220,14,5 646,19,,,30 440,3,,
Fatima zahra,,1759,33,Cordage ; d'espars,Espagne,,16 246,11,18 920,11,,,30 440,3,,
Fatima zahra,,1759,33,Cordage ; d'espars,Genes,,98,,18 920,11,,,30 440,3,,
Fatima zahra,,1759,33,Cordage ; d'espars,Portugal,,2 576,,18 920,11,,,30 440,3,,
Fatima zahra,,1759,33,Cordes ; à boyaux,Allemagne,,655,,10 705,,,,23 237,,,
Fatima zahra,,1759,33,Cordes ; à boyaux,Italie,,3 450,,10 705,,,,23 237,,,
Fatima zahra,,1759,33,Cordes ; à boyaux,Naples,,6 600,,10 705,,,,23 237,,,
Fatima zahra,,1759,33,Cordes ; à violons,Italie,,11 680,,12 532,,,,23 237,,,
Fatima zahra,,1759,33,Cordes ; à violons,Genes,,780,,12 532,,,,23 237,,,
Fatima zahra,,1759,33,Cordes ; à violons,Savoye,,72,,12 532,,,,23 237,,,
Fatima zahra,,1759,33,Cordeillard,Espagne,,75,,,,,,,,,
Fatima zahra,,1759,33,Cordonnets de poil,Flandre,,1 912,,,,,,,,,
Fatima zahra,,1759,33,Cornes ; de boeuf,Allemagne,,475,,4 162,7,,,51 202,14,,
Fatima zahra,,1759,33,Cornes ; de boeuf,Flandre,,99,5,4 162,7,,,51 202,14,,
Fatima zahra,,1759,33,Cornes ; de boeuf,Hollande,,3 563,2,4 162,7,,,51 202,14,,
Fatima zahra,,1759,33,Cornes ; de boeuf,Savoye,,25,,4 162,7,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de cerf,Allemagne,,105,,511,18,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de cerf,Hollande,,11,8,511,18,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de cerf,Naples,,360,,511,18,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de cerf,Savoye,,35,10,511,18,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; à lanternes,Flandre,,6 516,,10 576,,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; à lanternes,Hollande,,4 049,10,10 576,,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; à lanternes,Nord,,10,10,10 576,,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; meslées,Geneve,,336,,,,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de moutons,Espagne,,25 132,5,34 683,5,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de moutons,Geneve,,220,,34 683,5,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de moutons,Italie,,235,,34 683,5,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de moutons,Naples,,1 121,,34 683,5,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de moutons,Genes,,840,,34 683,5,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de moutons,Levant,,1 200,,34 683,5,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de moutons,Portugal,,3 230,,34 683,5,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; de moutons,Savoye,,2 705,,34 683,5,,,51 202,14,,
Fatima zahra,,1759,34,Cornes ; platre,Hollande,,933,4,,,,,51 202,14,,
Fatima zahra,,1759,34,Cornichons,Flandre,,188,,,,,,,,,
Fatima zahra,,1759,34,Costus doux,Hollande,,882,,,,,,,,,
Fatima zahra,,1759,34,Coton ; filé,Allemagne,,4 762,,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; filé,Flandre,,120,,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; filé,Geneve,,1 248,,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; filé,Hollande,,42 004,,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; filé,Italie,,5 225,,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; filé,Naples,,4 950,,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; filé,Genes,,1 925,,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; filé,Levant,,768 451,,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; filé,Savoye,,1 540,,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; filé,Suisse,,1 740,10,831 965,10,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; en laine,Allemagne,,581,,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; en laine,Danemark,,1 375,,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; en laine,Espagne,,51 375,,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; en laine,Flandre,,30 311,2,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; en laine,Hollande,,2 040 634,2,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; en laine,Isles,,52 711,6,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,34,Coton ; en laine,Italie,,41 032,,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,35,Coton ; en laine,Levant,,1 143 636,,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,35,Coton ; en laine,Nord,,31 736,5,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,35,Coton ; en laine,Portugal,,108 529,17,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,35,Coton ; en laine,Savoye,,11 384,,3 513 305,12,,,4 346 646,2,,
Fatima zahra,,1759,35,Coton ; souffré,Italie,,300,,877,,,,4 346 646,2,,
Fatima zahra,,1759,35,Coton ; souffré,Genes,,525,,877,,,,4 346 646,2,,
Fatima zahra,,1759,35,Coton ; souffré,Savoye,,52,,877,,,,4 346 646,2,,
Fatima zahra,,1759,35,Coton ; teint,Flandre,,450,,498,,,,4 346 646,2,,
Fatima zahra,,1759,35,Coton ; teint,Savoye,,48,,498,,,,4 346 646,2,,
Fatima zahra,,1759,35,Cotonne,Levant,,3 840,,,,,,,,,
Fatima zahra,,1759,35,Couffes à boulanger,Italie,,100,,,,,,388,,,
Fatima zahra,,1759,35,Couffes à boulanger,Genes,,144,,,,,,388,,,
Fatima zahra,,1759,35,Couffes à boulanger,Savoye,,144,,,,,,388,,,
Fatima zahra,,1759,35,Couffins ; de palmes,Espagne,,120,,,,,,120,,,
Fatima zahra,,1759,35,Couleur,Flandre,,50,10,,,,,,,,
Fatima zahra,,1759,35,Couperose,Allemagne,,1 684,10,,,,,246 506,8,,
Fatima zahra,,1759,35,Couperose,Espagne,,2 050,,,,,,246 506,8,,
Fatima zahra,,1759,35,Couperose,Flandre,,5 051,18,,,,,246 506,8,,
Fatima zahra,,1759,35,Couperose,Hollande,,221 254,19,,,,,246 506,8,,
Fatima zahra,,1759,35,Couperose,Italie,,1 080,,,,,,246 506,8,,
Fatima zahra,,1759,35,Couperose,Nord,,15 383,1,,,,,246 506,8,,
Fatima zahra,,1759,35,Couperose,Savoye,,2,,,,,,246 506,8,,
Fatima zahra,,1759,35,Courdouans,Espagne,,2 658,,,,,,3 574,,,
Fatima zahra,,1759,35,Courdouans,Levant,,416,,,,,,3 574,,,
Fatima zahra,,1759,35,Courdouans,Savoye,,500,,,,,,3 574,,,
Fatima zahra,,1759,35,Couteaux,Allemagne,,10,,,,,,6 487,10,,
Fatima zahra,,1759,35,Couteaux,Espagne,,30,,,,,,6 487,10,,
Fatima zahra,,1759,35,Couteaux,Flandre,,127,10,,,,,6 487,10,,
Fatima zahra,,1759,35,Couteaux,Hollande,,3 120,,,,,,6 487,10,,
Fatima zahra,,1759,35,Couteaux,Italie,,2 200,,,,,,6 487,10,,
Fatima zahra,,1759,35,Couteaux,Genes,,1 000,,,,,,6 487,10,,
Fatima zahra,,1759,36,Coutil,Allemagne,,622,,,,,,71 152,15,,
Fatima zahra,,1759,36,Coutil,Espagne,,4 212,,,,,,71 152,15,,
Fatima zahra,,1759,36,Coutil,Flandre,,61 408,15,,,,,71 152,15,,
Fatima zahra,,1759,36,Coutil,Hollande,,4 910,,,,,,71 152,15,,
Fatima zahra,,1759,36,Couvertures ; de coton,Naples,,8 340,,,,,,33 676,,,
Fatima zahra,,1759,36,Couvertures ; d'etoupes,Flandre,,243,,,,,,33 676,,,
Fatima zahra,,1759,36,Couvertures ; de laine,Allemagne,,54,,22 393,,,,33 676,,,
Fatima zahra,,1759,36,Couvertures ; de laine,Espagne,,10 920,,22 393,,,,33 676,,,
Fatima zahra,,1759,36,Couvertures ; de laine,Naples,,9 600,,22 393,,,,33 676,,,
Fatima zahra,,1759,36,Couvertures ; de laine,Levant,,1 819,,22 393,,,,33 676,,,
Fatima zahra,,1759,36,Couvertures ; de plocq,Portugal,,2 700,,,,,,33 676,,,
Fatima zahra,,1759,36,Crasse ; d'huile,Espagne,,153,15,,,,,156,17,,
Fatima zahra,,1759,36,Crasse ; de suif,Savoye,,3,2,,,,,156,17,,
Fatima zahra,,1759,36,Cravatterie,Allemagne,,140,,,,,,,,,
Fatima zahra,,1759,36,Craye ; blanche,Allemagne,,,14,800,14,,,940,14,,
Fatima zahra,,1759,36,Craye ; blanche,Hollande,,800,,800,14,,,940,14,,
Fatima zahra,,1759,36,Craye ; rouge,Allemagne,,140,,,,,,940,14,,
Fatima zahra,,1759,36,Crayons,Hollande,,3 214,16,,,,,3 259,16,,
Fatima zahra,,1759,36,Crayons,Suisse,,45,,,,,,3 259,16,,
Fatima zahra,,1759,37,Creme de tartre,Flandre,,120,,,,,,1 695,,,
Fatima zahra,,1759,37,Creme de tartre,Hollande,,1 575,,,,,,1 695,,,
Fatima zahra,,1759,37,Creusets,Hollande,,2 578,,,,,,4 358,,,
Fatima zahra,,1759,37,Creusets,Nord,,1 780,,,,,,4 358,,,
Fatima zahra,,1759,37,Cribles,Allemagne,,6,,,,,,34,10,,
Fatima zahra,,1759,37,Cribles,Flandre,,28,10,,,,,34,10,,
Fatima zahra,,1759,37,Cricks,Flandre,,240,,,,,,1 701,,,
Fatima zahra,,1759,37,Cricks,Hollande,,1 461,,,,,,1 701,,,
Fatima zahra,,1759,37,Crin,Allemagne,,3 735,15,,,,,29 099,10,,
Fatima zahra,,1759,37,Crin,Geneve,,2 314,10,,,,,29 099,10,,
Fatima zahra,,1759,37,Crin,Hollande,,10 471,15,,,,,29 099,10,,
Fatima zahra,,1759,37,Crin,Italie,,2 575,,,,,,29 099,10,,
Fatima zahra,,1759,37,Crin,Genes,,200,,,,,,29 099,10,,
Fatima zahra,,1759,37,Crin,Levant,,5 180,,,,,,29 099,10,,
Fatima zahra,,1759,37,Crin,Nord,,3 160,,,,,,29 099,10,,
Fatima zahra,,1759,37,Crin,Savoye,,772,10,,,,,29 099,10,,
Fatima zahra,,1759,37,Crin,Suisse,,690,,,,,,29 099,10,,
Fatima zahra,,1759,37,Cristal taillé,Flandre,,14,,,,,,18 440,,,
Fatima zahra,,1759,37,Cristal taillé,Geneve,,126,,,,,,18 440,,,
Fatima zahra,,1759,37,Cristal taillé,Genes,,18 300,,,,,,18 440,,,
Fatima zahra,,1759,37,Cubebes,Hollande,,494,7,,,,,,,,
Fatima zahra,,1759,37,Cuillieres de bois,Genes,,1 596,,,,,,,,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Allemagne,,2 880,,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Espagne,,782 268,,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Hollande,,46 104,,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Isles,,6 392,12,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Italie,,27 260,,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Naples,,10 857,,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Genes,,128 282,,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Levant,,365 167,,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Portugal,,275 611,12,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,37,Cuirs ; de beuf ; en poil,Savoye,,32 455,4,1 677 277,8,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de beuf ; tannées,Allemagne,,3 055,19,39 196,17,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de beuf ; tannées,Espagne,,1 896,,39 196,17,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de beuf ; tannées,Flandre,,27 567,,39 196,17,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de beuf ; tannées,Hollande,,1 320,,39 196,17,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de beuf ; tannées,Isles,,1 312,,39 196,17,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de beuf ; tannées,Italie,,1 680,,39 196,17,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de beuf ; tannées,Genes,,300,,39 196,17,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de beuf ; tannées,Savoye,,2 065,18,39 196,17,1 716 474,5,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; doré,Flandre,,2 924,10,,,,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de genisse ; en poil,Savoye,,126,,126,,,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de Russie,Allemagne,,227,,31 845,,,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de Russie,Espagne,,400,,31 845,,,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de Russie,Flandre,,800,,31 845,,,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de Russie,Hollande,,23 258,,31 845,,,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de Russie,Nord,,6 600,,31 845,,,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de Russie,Savoye,,360,,31 845,,,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de Russie,Suisse,,200,,31 845,,,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; corroyés,Flandre,,24,,451,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; corroyés,Italie,,427,,451,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; en poil,Allemagne,,98,,26 731,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; en poil,Espagne,,78,,26 731,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; en poil,Hollande,,13 242,,26 731,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; en poil,Naples,,881,,26 731,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; en poil,Savoye,,12 432,,26 731,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; tannés,Allemagne,,1 827,,12 715,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; tannés,Hollande,,2 540,,12 715,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; tannés,Italie,,6 260,,12 715,,39 897,,1 791 266,15,,
Fatima zahra,,1759,38,Cuirs ; de vache ; tannés,Genes,,2 088,,12 715,,39 897,,1 791 266,15,,
Fatima zahra,,1759,39,Cuisses d'oyes,Espagne,,135,10,,,,,,,,
Fatima zahra,,1759,39,Cuivre ; en balances,Hollande,,15,,,,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en batterie,Allemagne,,354 813,,,,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; brut,Allemagne,,20 848,8,72 284,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; brut,Flandre,,260,,72 284,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; brut,Geneve,,7 924,,72 284,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; brut,Hollande,,39 400,10,72 284,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; brut,Savoye,,3 852,,72 284,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en chaudieres,Hollande,,10 259,7,14 293,2,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en chaudieres,Nord,,4 033,15,14 293,2,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en chaudrons,Allemagne,,23 220,,104 747,10,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en chaudrons,Flandre,,81 527,10,104 747,10,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en feuilles,Hollande,,4 950,,14 904,,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en feuilles,Nord,,9 954,,14 904,,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en grelots,Hollande,,30,,,,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en hopitaux,Hollande,,2 807,16,,,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; jaune,Hollande,,24 829,6,,,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Allemagne,,7 446,5,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Danemark,,56,,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Espagne,,1 705,2,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Flandre,,22 292,16,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Geneve,,1 569,,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Hollande,,29 719,7,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Naples,,600,,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Nord,,9 953,18,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Savoye,,22,10,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; ouvré,Suisse,,25,,73 389,18,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en planches,Espagne,,1 050,,83 653,5,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en planches,Hollande,,15 812,10,83 653,5,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en planches,Nord,,66 790,15,83 653,5,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en plaques,Geneve,,1 618,15,2 272,11,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en plaques,Hollande,,653,16,2 272,11,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en platines,Hollande,,5 785,,54 775,10,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en platines,Nord,,48 990,10,54 775,10,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; en plattes,Flandre,,2 048,9,,,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; rouge,Hollande,,340,,5 872,,,,931 612,14,,
Fatima zahra,,1759,39,Cuivre ; rouge,Nord,,5 532,,5 872,,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; en rozette,Allemagne,,536,,42 380,15,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; en rozette,Geneve,,2 500,,42 380,15,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; en rozette,Nord,,38 944,15,42 380,15,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; en rozette,Savoye,,400,,42 380,15,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; tangoul,Hollande,,3 150,,5 422,,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; tangoul,Levant,,472,,5 422,,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; tangoul,Savoye,,1 800,,5 422,,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; vieux,Allemagne,,18 519,6,73 073,14,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; vieux,Espagne,,170,,73 073,14,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; vieux,Hollande,,50 594,10,73 073,14,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; vieux,Isles,,1 017,18,73 073,14,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; vieux,Italie,,320,,73 073,14,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; vieux,Genes,,2 443,,73 073,14,,,931 612,14,,
Fatima zahra,,1759,40,Cuivre ; vieux,Savoye,,9,,73 073,14,,,931 612,14,,
Fatima zahra,,1759,40,Culottes,Allemagne,,1 377,16,,,,,,,,
Fatima zahra,,1759,40,Cumin,Levant,,18 121,,,,,,,,,
Fatima zahra,,1759,40,Curuma,Hollande,,1 410,,,,,,2 580,,,
Fatima zahra,,1759,40,Curuma,Portugal,,1 170,,,,,,2 580,,,
Fatima zahra,,1759,40,Cuviers de terre,Espagne,,132,,,,,,,,,
Fatima zahra,,1759,40,Dame jannes,Nord,,4 476,10,,,,,,,,
Fatima zahra,,1759,40,Dattes,Levant,,300,,,,,,,,,
Fatima zahra,,1759,40,Degras de peaux,Espagne,,5 531,12,,,,,,,,
Fatima zahra,,1759,41,Demille,Genes,,48,,,,,,42 108,,,
Fatima zahra,,1759,41,Demille,Levant,,42 060,,,,,,42 108,,,
Fatima zahra,,1759,41,Dents ; d'elephant,Espagne,,3 287,10,92 223,15,,,95 098,15,,
Fatima zahra,,1759,41,Dents ; d'elephant,Flandre,,9 502,10,92 223,15,,,95 098,15,,
Fatima zahra,,1759,41,Dents ; d'elephant,Hollande,,73 558,15,92 223,15,,,95 098,15,,
Fatima zahra,,1759,41,Dents ; d'elephant,Portugal,,5 875,,92 223,15,,,95 098,15,,
Fatima zahra,,1759,41,Dents ; de morphil,Hollande,,2 875,,,,,,95 098,15,,
Fatima zahra,,1759,41,Dentelle ; de fil blanc,Flandre,,271 850,,,,,,365 231,14,,
Fatima zahra,,1759,41,Dentelle ; commune,Espagne,,86,14,8 866,14,,,365 231,14,,
Fatima zahra,,1759,41,Dentelle ; commune,Savoye,,8 780,,8 866,14,,,365 231,14,,
Fatima zahra,,1759,41,Dentelle ; grosse,Geneve,,35,,29 475,,,,365 231,14,,
Fatima zahra,,1759,41,Dentelle ; grosse,Suisse,,29 440,,29 475,,,,365 231,14,,
Fatima zahra,,1759,41,Dentelle ; du Puy,Genes,,55 000,,,,,,365 231,14,,
Fatima zahra,,1759,41,Dentelle ; de soye,Savoye,,40,,,,,,365 231,14,,
Fatima zahra,,1759,41,Dez à coudre,Hollande,,4 790,10,,,,,,,,
Fatima zahra,,1759,41,Dominoterie,Allemagne,,5 330,,,,,,,,,
Fatima zahra,,1759,42,Dorure ; fine,Espagne,,275,,,,,,275,,,
Fatima zahra,,1759,42,Dragées,Allemagne,,312,,,,,,348,,,
Fatima zahra,,1759,42,Dragées,Savoye,,36,,,,,,348,,,
Fatima zahra,,1759,42,Dragonnes d'epées,Flandre,,200,,,,,,,,,
Fatima zahra,,1759,42,Drap ; d'Angleterre,Angleterre,,57,,24 742,,,,109 390,10,,
Fatima zahra,,1759,42,Drap ; divers,Espagne,,1 300,,18 720,,24 742,,109 390,10,,
Fatima zahra,,1759,42,Drap ; divers,Flandre,,8 400,,18 720,,24 742,,109 390,10,,
Fatima zahra,,1759,42,Drap ; divers,Genes,,9 000,,18 720,,24 742,,109 390,10,,
Fatima zahra,,1759,42,Drap ; divers,Portugal,,20,,18 720,,24 742,,109 390,10,,
Fatima zahra,,1759,43,Drap ; de Silesie,Hollande,,5 965,,24 742,,,,109 390,10,,
Fatima zahra,,1759,44,Drap ; draperie ; ordinaire,Espagne,,18 288,,72 628,,76 720,,109 390,10,,
Fatima zahra,,1759,44,Drap ; draperie ; ordinaire,Genes,,50 540,,72 628,,76 720,,109 390,10,,
Fatima zahra,,1759,44,Drap ; draperie ; ordinaire,Savoye,,3 800,,72 628,,76 720,,109 390,10,,
Fatima zahra,,1759,44,Drap ; draperie; petite,Espagne,,2 520,,4 092,,76 720,,109 390,10,,
